player_id,player_name,position,PP_TOI_min,CNFI_n,CNFI_per60,CNFI_lo95,CNFI_hi95,MNFI_n,MNFI_per60,MNFI_lo95,MNFI_hi95,total_n,total_per60,total_lo95,total_hi95,P1a_weighted,rank
8475754,Brock Nelson,C,718.6,398,33.2313,31.0212,35.3702,480,40.0779,37.941,42.0634,878,73.3092,59.7386,60.0,6.4458,132
8482745,Mason McTavish,C,426.83,271,38.0945,35.2785,40.7367,279,39.2191,36.4242,41.8191,550,77.3135,59.5838,60.0,6.4363,133
8473544,Derick Brassard,C,144.83,96,39.7699,34.9068,44.0395,60,24.8562,20.2117,29.7104,156,64.626,58.558,60.0,6.4015,134
8482737,Zachary Bolduc,C,136.43,75,32.9831,28.0568,37.95,86,37.8207,32.9231,42.5229,161,70.8038,58.6017,60.0,6.3949,135
8482720,Matthew Knies,L,326.23,196,36.0478,32.8315,39.1742,173,31.8177,28.5875,35.0506,369,67.8655,59.3818,60.0,6.376,136
8482149,Cole Perfetti,C,341.5,195,34.2606,31.0329,37.2946,216,37.9502,34.7554,40.8587,411,72.2108,59.4444,60.0,6.3641,137
8482660,Kent Johnson,C,320.13,183,34.2982,31.0274,37.4953,216,40.4831,37.3121,43.4388,399,74.7813,59.4278,60.0,6.3517,138
8478873,Troy Terry,R,605.03,360,35.7005,33.3267,38.0063,391,38.7747,36.4421,41.0009,751,74.4752,59.6946,60.0,6.3276,139
8477960,Adrian Kempe,R,796.6,430,32.3876,30.2887,34.4313,523,39.3924,37.3534,41.302,953,71.7801,59.7591,60.0,6.3146,140
8475158,Ryan O'Reilly,C,789.12,425,32.3146,30.2261,34.3902,564,42.8834,40.9406,44.714,989,75.198,59.7678,60.0,6.3074,141
8480028,Morgan Frost,C,490.25,280,34.2682,31.6333,36.8714,291,35.6145,32.9896,38.1881,571,69.8827,59.599,60.0,6.2282,142
8482074,Connor Zary,C,220.68,124,33.7135,29.71,37.495,124,33.7135,29.71,37.495,248,67.4269,59.0848,60.0,6.2143,143
8475169,Evander Kane,L,341.4,197,34.6221,31.4824,37.7392,170,29.877,26.7466,33.0794,367,64.4991,59.3785,60.0,6.1996,144
8475170,Brayden Schenn,C,648.37,310,28.6875,26.4104,31.0123,455,42.1058,39.9505,44.1658,765,70.7933,59.7002,60.0,6.1977,145
8474884,Mike Hoffman,L,285.73,151,31.7079,28.2076,35.1045,184,38.6374,35.1766,41.7982,335,70.3453,59.3198,60.0,6.1954,146
8471276,David Krejci,C,147.07,71,28.9665,24.2207,33.7905,96,39.1659,34.386,43.5135,167,68.1324,58.6508,60.0,6.1856,147
8478438,Tommy Novak,C,312.95,174,33.36,30.0311,36.5969,192,36.811,33.5043,39.9409,366,70.171,59.3768,60.0,6.1843,148
8475768,Jaden Schwartz,C,428.67,242,33.8725,31.0089,36.6152,243,34.0124,31.1492,36.7521,485,67.8849,59.5285,60.0,6.1525,149
8473548,Phil Kessel,C,212.58,117,33.0223,28.9314,36.8793,126,35.5625,31.4689,39.3224,243,68.5849,59.0662,60.0,6.148,150
8478109,Victor Olofsson,L,377.98,188,29.8426,26.8338,32.8519,265,42.0653,39.1844,44.6999,453,71.9079,59.4955,60.0,6.1347,151
8476882,Teuvo Teravainen,L,720.4,395,32.8984,30.726,35.0764,428,35.6469,33.4902,37.783,823,68.5453,59.7212,60.0,6.1311,152
8482124,Quinton Byfield,R,449.58,260,34.6988,31.9004,37.354,246,32.8304,30.0281,35.5245,506,67.5292,59.5479,60.0,6.1291,153
8478498,Jake DeBrusk,L,618.1,323,31.3541,28.9953,33.7064,350,33.9751,31.6187,36.2932,673,65.3292,59.6595,60.0,6.1187,154
8481553,Bobby Brink,R,248.28,136,32.8657,29.1708,36.547,146,35.2823,31.5941,38.8887,282,68.1479,59.1936,60.0,6.1066,155
8484153,Leo Carlsson,C,332.32,181,32.6797,29.4843,35.8754,216,38.9989,35.8715,41.9941,397,71.6786,59.425,60.0,6.0724,156
8484801,Macklin Celebrini,C,278.97,141,30.3262,26.8221,33.8143,186,40.0048,36.5651,43.1633,327,70.331,59.3033,60.0,6.0651,157
8476458,Ryan Strome,C,579.13,312,32.3242,29.888,34.7445,391,40.5088,38.1668,42.7308,703,72.833,59.6739,60.0,6.0651,157
8477444,Andre Burakovsky,L,411.25,211,30.7842,27.9096,33.6814,263,38.3708,35.5437,41.0891,474,69.155,59.5176,60.0,6.0555,159
8480009,Eeli Tolvanen,R,450.48,231,30.767,28.0341,33.5524,288,38.3588,35.6782,40.9795,519,69.1258,59.5591,60.0,6.0354,160
8471685,Anze Kopitar,C,848.28,441,31.1924,29.1844,33.2104,530,37.4875,35.5152,39.4171,971,68.6799,59.7636,60.0,6.0305,161
8477330,Dominik Kubalik,L,324.65,169,31.2336,27.946,34.4259,215,39.7351,36.5084,42.6498,384,70.9687,59.4057,60.0,6.0129,162
8482079,Marco Rossi,C,362.53,203,33.5969,30.4679,36.5651,192,31.7764,28.6525,34.7823,395,65.3733,59.4221,60.0,6.0075,163
8479420,Tage Thompson,C,715.0,356,29.8741,27.6817,32.0679,545,45.7343,43.781,47.5193,901,75.6084,59.7453,60.0,5.9423,164
8480023,Robert Thomas,C,716.28,338,28.3128,26.1448,30.5211,434,36.3543,34.1928,38.4766,772,64.6671,59.7029,60.0,5.932,165
8475799,Nino Niederreiter,R,471.52,254,32.3212,29.5819,34.9574,250,31.8122,29.0745,34.4561,504,64.1335,59.5461,60.0,5.9278,166
8479999,Casey Mittelstadt,C,493.28,251,30.5301,27.9059,33.181,304,36.9767,34.3781,39.5096,555,67.5068,59.5875,60.0,5.8773,167
8478401,Pavel Zacha,C,698.73,353,30.312,28.081,32.5166,411,35.2924,33.0666,37.4336,764,65.6044,59.6998,60.0,5.8555,168
8479987,Morgan Geekie,C,435.92,231,31.7951,28.9746,34.5721,226,31.1069,28.2895,33.8931,457,62.9019,59.4998,60.0,5.849,169
8482109,Alexis Lafrenière,L,527.22,298,33.914,31.3692,36.4297,263,29.9308,27.3914,32.4956,561,63.8447,59.5919,60.0,5.8377,170
8475744,Evgeny Kuznetsov,C,487.25,233,28.6916,26.0649,31.3681,345,42.4833,39.9928,44.8217,578,71.175,59.6039,60.0,5.8303,171
8477503,Max Domi,C,451.72,240,31.8784,29.0939,34.5915,263,34.9334,32.1529,37.5873,503,66.8118,59.5452,60.0,5.8263,172
8471218,Blake Wheeler,R,334.37,168,30.1465,26.9786,33.3766,231,41.4515,38.4086,44.324,399,71.598,59.4278,60.0,5.8251,173
8477511,Anthony Mantha,R,292.87,158,32.3697,28.922,35.7269,173,35.4427,31.9991,38.7137,331,67.8124,59.3116,60.0,5.8212,174
8482155,Alex Laferriere,R,244.77,132,32.3573,28.5742,36.007,131,32.1122,28.3309,35.7681,263,64.4696,59.1362,60.0,5.7982,175
8478856,Conor Garland,R,562.0,269,28.7189,26.2579,31.1972,286,30.5338,28.0587,33.0017,555,59.2527,58.4709,59.6372,5.7745,176
8482667,William Eklund,L,450.28,218,29.0484,26.3158,31.8333,268,35.7108,32.9751,38.3945,486,64.7592,59.5294,60.0,5.739,177
8478874,Adam Gaudette,R,169.18,87,30.8541,26.3972,35.3385,98,34.7552,30.27,39.1027,185,65.6093,58.7794,60.0,5.729,178
8477944,Jakub Vrana,L,125.35,53,25.369,20.4541,30.6978,90,43.0794,38.138,47.4749,143,68.4483,58.4303,60.0,5.7153,179
8477497,Sean Monahan,C,556.52,286,30.8347,28.3204,33.2844,315,33.9612,31.4432,36.3665,601,64.7959,59.6189,60.0,5.7001,180
8479343,Clayton Keller,R,741.68,368,29.7701,27.6057,31.9116,445,35.9992,33.843,38.063,813,65.7693,59.7178,60.0,5.673,181
8477402,Pavel Buchnevich,L,682.47,305,26.8145,24.6178,29.0834,413,36.3095,34.1039,38.4938,718,63.124,59.6807,60.0,5.6707,182
8479344,Jesse Puljujarvi,R,190.45,116,36.545,32.3792,40.6211,83,26.1486,22.0955,30.4758,199,62.6936,58.8637,60.0,5.6707,182
8476292,Ondrej Palat,L,410.12,214,31.3082,28.4172,34.1925,212,31.0156,28.1261,33.9036,426,62.3237,59.4638,60.0,5.6631,184
8473512,Claude Giroux,R,851.33,436,30.7283,28.7265,32.7475,442,31.1511,29.1485,33.1677,878,61.8794,59.7386,60.0,5.6505,185
8481577,Philip Tomasino,C,235.72,127,32.3269,28.4656,36.0374,115,29.2724,25.4539,33.0451,242,61.5994,59.0624,60.0,5.6323,186
8482665,Matty Beniers,C,524.9,261,29.8343,27.273,32.3867,305,34.8638,32.2984,37.3453,566,64.698,59.5955,60.0,5.6287,187
8480015,Owen Tippett,R,499.57,246,29.5456,26.9044,32.1429,278,33.3889,30.7312,35.9376,524,62.9345,59.5633,60.0,5.6255,188
8474053,Logan Couture,C,374.92,179,28.6464,25.6359,31.6717,205,32.8073,29.7637,35.7795,384,61.4537,59.4057,60.0,5.623,189
8484166,Adam Fantilli,C,275.35,135,29.4171,25.9414,32.9827,172,37.4796,34.0134,40.8338,307,66.8967,59.2585,60.0,5.6078,190
8477501,Valeri Nichushkin,R,666.13,331,29.8139,27.549,32.0927,371,33.4167,31.1466,35.6609,702,63.2306,59.6734,60.0,5.6005,191
8477951,Nick Schmaltz,C,712.73,329,27.6962,25.5086,29.8879,442,37.2089,35.024,39.2888,771,64.9051,59.7025,60.0,5.5937,192
8477955,Jared McCann,L,687.85,335,29.2215,26.9847,31.4542,400,34.8913,32.6508,37.0624,735,64.1128,59.688,60.0,5.5835,193
8477952,Robby Fabbri,C,294.08,158,32.2358,28.8183,35.6136,171,34.8881,31.4728,38.1968,329,67.1238,59.3075,60.0,5.5807,194
8484227,Will Smith,C,196.22,99,30.2727,26.141,34.4595,111,33.9421,29.7797,38.0265,210,64.2147,58.9221,60.0,5.5549,195
8480018,Nick Suzuki,C,894.78,492,32.9912,31.0189,34.9221,517,34.6676,32.7017,36.5769,1009,67.6588,59.7724,60.0,5.5491,196
8478466,Daniel Sprong,R,267.33,137,30.7481,27.2037,34.347,170,38.1546,34.6472,41.5246,307,68.9027,59.2585,60.0,5.5383,197
8479525,Ross Colton,C,398.42,204,30.7216,27.8142,33.6789,194,29.2156,26.3211,32.1858,398,59.9373,59.4264,60.0,5.5247,198
8480829,Jesperi Kotkaniemi,C,406.75,202,29.7972,26.8801,32.6818,206,30.3872,27.4644,33.2658,408,60.1844,59.4403,60.0,5.483,199
8478400,Colin White,C,115.9,62,32.0966,26.6438,37.3615,46,23.8136,18.7333,29.2508,108,55.9103,52.1875,57.8786,5.4541,200
8479619,Michael Carcone,L,155.17,81,31.3212,26.6612,35.9829,69,26.681,22.1512,31.4273,150,58.0021,55.6029,59.1687,5.4113,201
8483524,Shane Wright,C,165.48,89,32.2691,27.7984,36.8213,78,28.2808,23.8823,32.9195,167,60.5499,58.6508,60.0,5.409,202
8476880,Tom Wilson,R,692.38,338,29.2901,27.0817,31.5387,369,31.9765,29.7591,34.2074,707,61.2666,59.6757,60.0,5.4018,203
8477476,Artturi Lehkonen,L,659.72,323,29.3762,27.0857,31.649,387,35.1969,32.9038,37.3999,710,64.5732,59.6771,60.0,5.3893,204
8481528,Dylan Cozens,C,681.8,304,26.7527,24.531,28.9952,418,36.785,34.5487,38.9238,722,63.5377,59.6824,60.0,5.3859,205
8479996,Cody Glass,C,307.25,161,31.4402,28.1165,34.7788,143,27.9251,24.6459,31.3006,304,59.3653,58.3001,59.8003,5.3778,206
8475149,Marcus Johansson,L,585.0,291,29.8462,27.4241,32.2703,305,31.2821,28.8527,33.6946,596,61.1282,59.6157,60.0,5.3439,207
8480205,Emil Bemstrom,R,142.38,69,29.0764,24.3101,34.0443,72,30.3406,25.5429,35.2799,141,59.4171,57.6714,59.9253,5.3428,208
8481704,Juuso Parssinen,C,147.27,66,26.89,22.2535,31.78,71,28.9271,24.2207,33.7905,137,55.8171,52.7586,57.758,5.3047,209
8475798,Mikael Granlund,C,880.97,382,26.0169,24.0739,27.9925,510,34.7346,32.7606,36.6648,892,60.7514,59.7427,60.0,5.3042,210
8476448,William Karlsson,C,559.68,245,26.2649,23.8186,28.7325,307,32.9115,30.4083,35.338,552,59.1763,58.324,59.5646,5.2926,211
8478439,Travis Konecny,R,688.78,332,28.9206,26.6851,31.1499,341,29.7046,27.4631,31.9307,673,58.6251,57.7567,59.1394,5.2807,212
8475191,Reilly Smith,R,514.08,249,29.0614,26.4904,31.6558,249,29.0614,26.4904,31.6558,498,58.1229,57.0022,58.845,5.2771,213
8483445,Cutter Gauthier,L,179.1,90,30.1508,25.8156,34.5125,96,32.1608,27.7957,36.4703,186,62.3116,58.7859,60.0,5.2728,214
8483493,Frank Nazar,C,162.97,76,27.9812,23.48,32.5642,80,29.4539,24.9091,34.0121,156,57.4351,54.8411,58.7427,5.2685,215
8476905,Chandler Stephenson,C,807.97,381,28.2932,26.2398,30.3605,421,31.2637,29.1945,33.3183,802,59.5569,59.0337,59.7955,5.2591,216
8482077,Dylan Holloway,L,236.63,107,27.1306,23.3638,30.9063,122,30.9339,27.0847,34.6592,229,58.0645,56.089,58.9679,5.2374,217
8481582,Nicholas Robertson,L,168.62,80,28.4669,23.9716,32.9042,77,27.3994,22.9412,31.8517,157,55.8664,52.8,57.5351,5.2329,218
8479638,Justin Brazeau,R,126.6,72,34.1232,28.8023,38.9934,44,20.8531,16.1583,25.9575,116,54.9763,51.0929,57.0569,5.2318,219
8481523,Kirby Dach,C,353.6,182,30.8824,27.7312,33.9455,175,29.6946,26.5565,32.7728,357,60.5769,59.3612,60.0,5.2225,220
8475193,Tomas Tatar,L,318.8,142,26.7252,23.4946,30.0006,146,27.478,24.2301,30.7519,288,54.2033,51.9218,55.8415,5.2119,221
8480113,Alex Iafallo,L,612.1,288,28.2307,25.881,30.6116,303,29.701,27.3384,32.077,591,57.9317,56.8868,58.6469,5.1911,222
8480008,Adam Ruzicka,C,109.03,42,23.1122,17.9607,28.7464,63,34.6683,29.0497,39.9895,105,57.7805,54.5653,59.1383,5.1764,223
8480188,Fabian Zetterlund,L,386.03,181,28.1323,25.1807,31.1254,210,32.6397,29.6498,35.583,391,60.772,59.4162,60.0,5.163,224
8477987,Ryan Donato,C,419.52,192,27.4602,24.6062,30.2976,224,32.0369,29.1321,34.8317,416,59.497,58.5463,59.7774,5.1522,225
8481554,Kaapo Kakko,R,383.87,173,27.0406,24.0894,30.0319,183,28.6037,25.6252,31.5902,356,55.6443,53.798,56.9444,5.1464,226
8476960,Andreas Athanasiou,C,183.82,86,28.0714,23.8022,32.3648,92,30.0299,25.7098,34.2902,178,58.1014,55.8416,59.0983,5.0805,227
8476432,Boone Jenner,C,529.13,230,26.0804,23.5895,28.6409,309,35.0384,32.4996,37.5221,539,61.1188,59.5754,60.0,5.0722,228
8482159,Tyson Foerster,R,302.85,139,27.5384,24.2103,30.9012,161,31.897,28.5074,35.2079,300,59.4354,58.2779,59.7976,5.0602,229
8481058,Jesse Ylonen,R,100.15,46,27.5587,21.9364,33.4412,42,25.1623,19.6789,31.0762,88,52.7209,48.1126,55.8004,5.0552,230
8482175,JJ Peterka,R,413.9,184,26.6731,23.8384,29.5562,246,35.6608,32.7747,38.4257,430,62.3339,59.4687,60.0,5.0547,231
8475225,Craig Smith,C,220.43,96,26.1303,22.3486,30.1461,101,27.4913,23.6704,31.5048,197,53.6217,50.8809,55.7593,5.0373,232
8478462,Nicolas Roy,C,555.2,253,27.3415,24.8919,29.8472,245,26.4769,24.0403,28.981,498,53.8184,52.1549,55.193,5.0048,233
8474679,Gustav Nyquist,R,614.13,256,25.0109,22.7144,27.3802,309,30.1889,27.8287,32.5598,565,55.1997,53.7633,56.3466,4.9978,234
8480078,Filip Chytil,C,294.48,147,29.9508,26.5929,33.4071,115,23.4309,20.2272,26.8801,262,53.3816,51.023,55.3104,4.9725,235
8475763,Kevin Hayes,R,441.03,226,30.746,27.9548,33.5289,182,24.76,22.0617,27.5526,408,55.506,53.8064,56.7734,4.9654,236
8481711,Matias Maccelli,L,362.85,160,26.4572,23.4349,29.5321,178,29.4337,26.3581,32.497,338,55.8909,54.0186,57.1752,4.9549,237
8471669,Paul Stastny,C,239.4,106,26.5664,22.915,30.414,109,27.3183,23.6468,31.1646,215,53.8847,51.296,55.8953,4.9525,238
8477964,Ivan Barbashev,C,477.8,189,23.7338,21.154,26.3938,267,33.5287,30.8262,36.147,456,57.2625,55.8779,58.1647,4.952,239
8477947,Sonny Milano,L,175.28,72,24.6458,20.471,29.1287,94,32.1765,27.7957,36.5657,166,56.8223,54.3097,58.3626,4.9459,240
8482117,Lukas Reichel,L,197.35,84,25.5384,21.5635,29.773,89,27.0585,23.0318,31.292,173,52.5969,49.5077,55.005,4.9414,241
8482125,Alexander Holtz,R,139.93,64,27.4416,22.6121,32.3824,65,27.8704,23.0239,32.8049,129,55.3121,51.887,57.3338,4.9342,242
8480789,Oliver Wahlstrom,R,149.73,66,26.447,21.7826,31.1972,83,33.2591,28.4058,37.8344,149,59.7061,57.7924,59.9293,4.9135,243
8482097,Jack Quinn,R,350.18,162,27.7569,24.6783,30.913,187,32.0404,28.9162,35.1534,349,59.7972,59.0397,59.9697,4.8976,244
8475848,Brendan Gallagher,R,401.5,162,24.2092,21.3704,27.098,211,31.5318,28.5632,34.3936,373,55.741,53.8989,56.9583,4.8833,245
8481013,Jonatan Berggren,R,177.62,78,26.3489,22.0427,30.6982,92,31.0782,26.6319,35.3479,170,57.427,54.8299,58.6232,4.8637,246
8480821,Filip Zadina,R,203.22,83,24.5059,20.6123,28.6548,94,27.7536,23.7469,31.9019,177,52.2595,49.137,54.6646,4.8618,247
8473604,Jonathan Toews,C,324.28,141,26.0883,22.9363,29.3771,160,29.6037,26.3867,32.8812,301,55.692,53.7441,57.1341,4.8361,248
8481618,Alex Newhook,C,467.93,192,24.6189,21.9959,27.3226,233,29.8761,27.1659,32.5798,425,54.4949,52.7113,55.8643,4.8278,249
8482476,Emil Heineman,L,131.23,58,26.5177,21.6314,31.6941,62,28.3465,23.386,33.4993,120,54.8641,51.3533,57.148,4.7924,250
8478233,Andrew Mangiapane,L,548.53,231,25.2674,22.8095,27.7483,241,26.3612,23.882,28.8465,472,51.6286,49.6914,53.178,4.7812,251
8470604,Jeff Carter,C,415.27,201,29.0416,26.1971,31.9406,157,22.6842,19.9782,25.5533,358,51.7258,49.5715,53.5474,4.7097,252
8479977,Kailer Yamamoto,R,324.95,151,27.8812,24.6672,31.1362,126,23.2651,20.1796,26.5009,277,51.1463,48.5774,53.2056,4.7048,253
8479591,Michael Eyssimont,C,130.38,62,28.5313,23.5778,33.7324,51,23.4693,18.7572,28.6906,113,52.0005,48.0323,55.0036,4.673,254
8477426,Nick Paul,L,577.4,241,25.0433,22.6866,27.5,288,29.9273,27.5086,32.3881,529,54.9706,53.4856,56.2009,4.6687,255
8477456,J.T. Compher,L,790.8,302,22.9135,20.9152,24.9688,382,28.9833,26.8965,31.0653,684,51.8968,50.3474,53.2085,4.6651,256
8473422,Nick Foligno,L,457.32,188,24.6656,22.031,27.4231,188,24.6656,22.031,27.4231,376,49.3312,47.1058,51.3022,4.6542,257
8479390,Taylor Raddysh,R,454.88,189,24.9295,22.2598,27.6713,229,30.2055,27.4512,32.9411,418,55.135,53.3953,56.4258,4.6348,258
8482475,Egor Chinakhov,R,255.87,98,22.9807,19.525,26.6204,140,32.8296,29.139,36.4028,238,55.8103,53.4963,57.3039,4.6324,259
8480798,Philipp Kurashev,C,433.75,184,25.4524,22.7001,28.2555,185,25.5908,22.8352,28.3945,369,51.0432,48.8155,52.8434,4.6178,260
8477505,Alexander Wennberg,C,819.33,313,22.9211,20.971,24.9558,411,30.0976,28.0596,32.1592,724,53.0187,51.6155,54.2499,4.5858,261
8477451,Ryan Hartman,R,609.75,242,23.813,21.5196,26.1645,291,28.6347,26.2608,31.0024,533,52.4477,50.7033,53.8685,4.5709,262
8483431,Logan Cooley,C,336.38,135,24.0797,21.0456,27.3019,167,29.7874,26.6339,33.013,302,53.8671,51.7153,55.6009,4.5001,263
8476393,Nick Cousins,C,253.78,104,24.5879,21.0457,28.2501,92,21.7508,18.3333,25.3777,196,46.3387,42.9725,49.1402,4.486,264
8478458,Jack Roslovic,C,502.22,198,23.6551,21.1576,26.2693,244,29.1508,26.5563,31.7831,442,52.8059,50.9503,54.3604,4.4667,265
8480031,Maxime Comtois,L,122.15,52,25.5424,20.5229,30.8949,54,26.5248,21.4544,31.8705,106,52.0671,47.8529,55.0582,4.4652,266
8477380,Jonny Brodzinski,C,132.38,55,24.9276,20.165,30.1178,49,22.2082,17.6116,27.3709,104,47.1358,42.6305,50.938,4.429,267
8482113,Anton Lundell,C,686.62,285,24.9047,22.7146,27.1239,261,22.8075,20.6628,25.0068,546,47.7122,45.7775,49.397,4.4273,268
8479414,Nathan Bastian,R,242.53,81,20.0385,16.6237,23.6876,109,26.9654,23.2386,30.6846,190,47.0038,43.5481,49.7526,4.426,269
8481596,Shane Pinto,C,496.42,214,25.8654,23.3133,28.5241,180,21.7559,19.3074,24.3674,394,47.6213,45.3953,49.6559,4.4171,270
8473986,Alex Killorn,L,835.78,330,23.6904,21.7294,25.6968,383,27.4952,25.4776,29.5214,713,51.1855,49.6347,52.5161,4.4154,271
8476438,Brandon Saad,L,497.97,175,21.0857,18.6455,23.6597,249,30.002,27.3752,32.6248,424,51.0878,49.0488,52.7971,4.4017,272
8479542,Brandon Hagel,L,800.63,294,22.0326,20.0622,24.0589,360,26.9786,24.9187,29.0428,654,49.0112,47.291,50.5053,4.3779,273
8474715,Cam Atkinson,R,295.07,116,23.5879,20.3516,26.9995,127,25.8247,22.5153,29.2529,243,49.4126,46.5698,51.7782,4.3738,274
8474034,Patrick Maroon,L,251.03,111,26.5303,22.9271,30.2452,96,22.9452,19.4728,26.6362,207,49.4755,46.3721,52.0047,4.3692,275
8477482,Zachary Sanford,L,149.73,52,20.837,16.5116,25.5478,67,26.8477,22.1656,31.5942,119,47.6848,43.2963,51.0247,4.3479,276
8478099,Kevin Labanc,R,175.22,63,21.5733,17.5556,26.0053,76,26.0249,21.7823,30.5014,139,47.5982,43.7031,50.8527,4.3437,277
8482110,Dawson Mercer,C,613.52,218,21.3197,19.0924,23.6217,251,24.547,22.2356,26.8879,469,45.8667,43.7204,47.744,4.3391,278
8480849,Barrett Hayton,C,569.05,215,22.6694,20.3377,25.1033,240,25.3053,22.9123,27.7657,455,47.9747,45.888,49.8287,4.3015,279
8477949,Alex Tuch,R,794.32,280,21.1503,19.2116,23.191,415,31.3477,29.2741,33.4332,695,52.498,51.0308,53.7902,4.2413,280
8476461,Sean Couturier,C,376.32,148,23.5971,20.7329,26.6302,154,24.5538,21.6616,27.5971,302,48.1509,45.6014,50.4136,4.1861,281
8478463,Anthony Beauvillier,L,456.17,152,19.9927,17.497,22.6701,189,24.8593,22.2093,27.6133,341,44.852,42.3594,47.129,4.1603,282
8476897,Oskar Sundqvist,C,443.12,175,23.6958,21.036,26.4764,168,22.748,20.1162,25.5162,343,46.4438,43.9844,48.6446,4.1437,283
8477953,Kasperi Kapanen,R,355.07,125,21.1228,18.2551,24.1884,140,23.6575,20.6951,26.7645,265,44.7803,41.9251,47.3357,4.1137,284
8476479,Phillip Danault,C,770.05,306,23.8426,21.8057,25.9437,320,24.9334,22.8767,27.0438,626,48.7761,47.035,50.337,4.1045,285
8474150,Mikael Backlund,C,769.65,281,21.9061,19.9008,23.9719,280,21.8281,19.8248,23.8928,561,43.7342,41.765,45.5274,4.0649,286
8474641,Adam Henrique,C,611.93,246,24.1203,21.8306,26.4781,225,22.0612,19.8229,24.3938,471,46.1815,44.0776,48.0736,4.0583,287
8477998,Warren Foegele,L,434.45,175,24.1685,21.4871,27.0019,137,18.9205,16.4232,21.6511,312,43.089,40.4893,45.5475,4.0322,288
8482259,Bobby McMann,C,170.8,57,20.0234,16.0214,24.418,80,28.103,23.6747,32.5504,137,48.1265,44.1013,51.2449,4.0172,289
8479675,Trevor Moore,L,625.0,251,24.096,21.8328,26.4313,251,24.096,21.8328,26.4313,502,48.192,46.2131,49.9487,4.0146,290
8478366,Frank Vatrano,R,606.57,215,21.2672,19.0307,23.5834,264,26.1142,23.7611,28.4791,479,47.3814,45.2944,49.1826,4.0042,291
8479514,Rem Pitlick,C,160.92,66,24.609,20.2156,29.2288,48,17.8975,13.971,22.3699,114,42.5065,38.019,46.368,3.982,292
8483464,Marco Kasper,C,160.5,58,21.6822,17.5226,26.3643,62,23.1776,18.9295,27.887,120,44.8598,40.6545,48.6421,3.956,293
8480326,Sheldon Dries,C,116.02,32,16.5493,12.1622,21.8034,40,20.6867,15.8734,26.1028,72,37.236,31.7917,42.2268,3.9131,294
8480797,Joel Farabee,L,575.58,208,21.6824,19.3755,24.0683,211,21.9951,19.6787,24.3859,419,43.6774,41.3789,45.7319,3.8844,295
8477478,William Carrier,L,167.42,67,24.0119,19.7932,28.6171,42,15.0523,11.507,19.3431,109,39.0642,34.667,43.2443,3.8753,296
8484145,Zach Benson,L,296.72,102,20.6257,17.5042,23.9478,118,23.8611,20.5983,27.2358,220,44.4869,41.283,47.237,3.8504,297
8481068,Yegor Sharangovich,C,588.25,195,19.8895,17.6868,22.2403,221,22.5414,20.2576,24.9412,416,42.4309,40.1676,44.5687,3.8465,298
8478115,Pierre Engvall,L,305.37,98,19.2555,16.2843,22.5398,118,23.1852,20.0373,26.5578,216,42.4408,39.2904,45.3824,3.8299,299
8475745,Charlie Coyle,C,827.52,279,20.2292,18.3348,22.1904,312,22.6219,20.6667,24.619,591,42.8511,40.9229,44.6108,3.8196,300
8478020,Michael Amadio,R,256.7,88,20.5688,17.226,24.142,93,21.7374,18.333,25.3353,181,42.3062,38.7484,45.4042,3.8074,301
8474573,Josh Bailey,R,228.33,68,17.8686,14.5562,21.6344,85,22.3358,18.758,26.2317,153,40.2044,36.4604,43.7258,3.7922,302
8476419,Jean-Gabriel Pageau,C,678.97,227,20.0599,17.9911,22.2386,222,19.618,17.5636,21.7874,449,39.6779,37.4909,41.7522,3.78,303
8482145,Mavrik Bourque,C,136.28,49,21.5727,17.0681,26.6277,43,18.9311,14.6396,23.9076,92,40.5039,35.636,44.9588,3.7555,304
8479346,Dillon Dube,C,302.82,88,17.4363,14.5314,20.6349,112,22.1916,19.034,25.5183,200,39.6279,36.3013,42.6661,3.7074,305
8481028,Martin Pospisil,C,110.68,36,19.5151,14.6629,24.9612,36,19.5151,14.6629,24.9612,72,39.0303,33.3733,43.8679,3.6719,306
8480011,Klim Kostin,C,109.6,41,22.4453,17.2857,27.957,30,16.4234,11.8935,21.7541,71,38.8686,33.1519,43.7136,3.6393,307
8480835,Jack Drury,C,283.63,94,19.8848,16.7299,23.2591,99,20.9425,17.7315,24.342,193,40.8274,37.3931,43.8686,3.6326,308
8480025,MacKenzie Entwistle,R,152.73,54,21.2134,16.8999,25.8852,42,16.4993,12.5983,21.0056,96,37.7128,32.9159,42.0036,3.5727,309
8470610,Zach Parise,L,328.33,97,17.7259,14.9362,20.8354,105,19.1878,16.3179,22.3466,202,36.9137,33.7297,40.0118,3.5651,310
8471817,Ryan Reaves,R,106.98,34,19.0684,14.2298,24.659,31,17.3859,12.7345,22.9064,65,36.4543,30.766,41.6842,3.5619,311
8478519,Anthony Cirelli,C,674.53,199,17.7011,15.6994,19.8178,262,23.305,21.1269,25.5268,461,41.0061,38.8145,43.0169,3.5522,312
8476994,Vinnie Hinostroza,C,139.05,39,16.8285,12.7537,21.6235,51,22.0065,17.482,26.9763,90,38.835,33.904,43.3179,3.5213,313
8481580,Connor McMichael,C,394.93,130,19.7502,17.0769,22.6143,127,19.2944,16.6421,22.1465,257,39.0446,36.1421,41.7597,3.4789,314
