player_id,player_name,position,PP_TOI_min,CNFI_n,CNFI_per60,CNFI_lo95,CNFI_hi95,MNFI_n,MNFI_per60,MNFI_lo95,MNFI_hi95,FNFI_n,FNFI_per60,FNFI_lo95,FNFI_hi95,total_n,total_per60,total_lo95,total_hi95,P4_weighted,rank
8472382,Andy Greene,D,102.48,0,0.0,0.0,2.1777,0,0.0,0.0,2.1777,0,0.0,0.0,2.1777,0,0.0,0.0,2.1777,0.0,1
8475718,Justin Holl,D,394.52,0,0.0,0.0,0.5779,0,0.0,0.0,0.5779,0,0.0,0.0,0.5779,0,0.0,0.0,0.5779,0.0,1
8475750,Jon Merrill,D,280.93,0,0.0,0.0,0.8092,0,0.0,0.0,0.8092,0,0.0,0.0,0.8092,0,0.0,0.0,0.8092,0.0,1
8481607,Albert Johansson,D,106.43,0,0.0,0.0,2.0984,0,0.0,0.0,2.0984,0,0.0,0.0,2.0984,0,0.0,0.0,2.0984,0.0,1
8473446,Erik Johnson,D,367.23,0,0.0,0.0,0.6215,0,0.0,0.0,0.6215,0,0.0,0.0,0.6215,0,0.0,0.0,0.6215,0.0,1
8479458,Nikita Zaitsev,D,236.67,0,0.0,0.0,0.957,0,0.0,0.0,0.957,0,0.0,0.0,0.957,0,0.0,0.0,0.957,0.0,1
8471873,Anton Stralman,D,162.4,0,0.0,0.0,1.3899,0,0.0,0.0,1.3899,0,0.0,0.0,1.3899,0,0.0,0.0,1.3899,0.0,1
8480049,Dylan Samberg,D,369.2,0,0.0,0.0,0.6182,0,0.0,0.0,0.6182,0,0.0,0.0,0.6182,0,0.0,0.0,0.6182,0.0,1
8474568,Luke Schenn,D,369.75,0,0.0,0.0,0.6166,0,0.0,0.0,0.6166,0,0.0,0.0,0.6166,0,0.0,0.0,0.6166,0.0,1
8471303,Alexander Edler,D,130.97,0,0.0,0.0,1.7094,0,0.0,0.0,1.7094,0,0.0,0.0,1.7094,0,0.0,0.0,1.7094,0.0,1
8477244,Chad Ruhwedel,D,217.27,0,0.0,0.0,1.0437,0,0.0,0.0,1.0437,0,0.0,0.0,1.0437,0,0.0,0.0,1.0437,0.0,1
8480001,Urho Vaakanainen,D,253.23,0,0.0,0.0,0.8974,0,0.0,0.0,0.8974,0,0.0,0.0,0.8974,0,0.0,0.0,0.8974,0.0,1
8471709,Marc-Edouard Vlasic,D,298.48,0,0.0,0.0,0.7636,0,0.0,0.0,0.7636,0,0.0,0.0,0.7636,0,0.0,0.0,0.7636,0.0,1
8476331,Dylan DeMelo,D,615.37,0,0.0,0.0,0.3725,0,0.0,0.0,0.3725,1,0.0975,0.0172,0.5491,1,0.0975,0.0172,0.5491,0.0028,14
8479442,Troy Stecher,D,387.53,0,0.0,0.0,0.5882,0,0.0,0.0,0.5882,1,0.1548,0.0273,0.8672,1,0.1548,0.0273,0.8672,0.0045,15
8475177,Calvin de Haan,D,266.27,0,0.0,0.0,0.8542,0,0.0,0.0,0.8542,1,0.2253,0.0398,1.2591,1,0.2253,0.0398,1.2591,0.0075,16
8474207,Nick Holden,D,292.18,0,0.0,0.0,0.7791,0,0.0,0.0,0.7791,1,0.2054,0.0363,1.1485,1,0.2054,0.0363,1.1485,0.0075,16
8477034,Jaycob Megna,D,205.42,0,0.0,0.0,1.1037,0,0.0,0.0,1.1037,1,0.2921,0.0517,1.6266,1,0.2921,0.0517,1.6266,0.0107,18
8476467,Jamie Oleksiak,D,577.87,0,0.0,0.0,0.3961,1,0.1038,0.0183,0.5841,0,0.0,0.0,0.3961,1,0.1038,0.0183,0.5841,0.0115,19
8478454,Noah Juulsen,D,182.17,0,0.0,0.0,1.2403,0,0.0,0.0,1.2403,1,0.3294,0.0582,1.8278,1,0.3294,0.0582,1.8278,0.0121,20
8478859,Niko Mikkola,D,517.23,0,0.0,0.0,0.4425,1,0.116,0.0205,0.6525,0,0.0,0.0,0.4425,1,0.116,0.0205,0.6525,0.0129,21
8476429,Scott Mayfield,D,403.57,0,0.0,0.0,0.5652,1,0.1487,0.0262,0.8332,0,0.0,0.0,0.5652,1,0.1487,0.0262,0.8332,0.0146,22
8474013,Ian Cole,D,628.57,1,0.0955,0.0168,0.537,0,0.0,0.0,0.3642,0,0.0,0.0,0.3642,1,0.0955,0.0168,0.537,0.0151,23
8475324,Nick Jensen,D,534.62,1,0.1122,0.0198,0.6307,0,0.0,0.0,0.4278,1,0.1122,0.0198,0.6307,2,0.2245,0.0615,0.8116,0.0158,24
8476917,Adam Pelech,D,498.4,1,0.1204,0.0213,0.6771,0,0.0,0.0,0.4593,0,0.0,0.0,0.4593,1,0.1204,0.0213,0.6771,0.019,25
8478970,Jalen Chatfield,D,337.93,0,0.0,0.0,0.6743,1,0.1775,0.0313,0.994,0,0.0,0.0,0.6743,1,0.1775,0.0313,0.994,0.0197,26
8479576,Vincent Desharnais,D,267.55,0,0.0,0.0,0.8479,1,0.2243,0.0395,1.2498,0,0.0,0.0,0.8479,1,0.2243,0.0395,1.2498,0.0249,27
8482176,Wyatt Kaiser,D,198.85,0,0.0,0.0,1.1363,1,0.3017,0.0533,1.6747,0,0.0,0.0,1.1363,1,0.3017,0.0533,1.6747,0.0268,28
8477365,Connor Clifton,D,482.57,0,0.0,0.0,0.4735,2,0.2487,0.0682,0.8982,0,0.0,0.0,0.4735,2,0.2487,0.0682,0.8982,0.0276,29
8480807,Mattias Samuelsson,D,440.42,1,0.1362,0.0241,0.7656,1,0.1362,0.0241,0.7656,0,0.0,0.0,0.5193,2,0.2725,0.0748,0.9852,0.0281,30
8480192,Johnathan Kovacevic,D,379.0,1,0.1583,0.028,0.8876,0,0.0,0.0,0.6021,1,0.1583,0.028,0.8876,2,0.3166,0.0869,1.1421,0.0296,31
8480796,Martin Fehérváry,D,551.83,1,0.1087,0.0192,0.6114,1,0.1087,0.0192,0.6114,1,0.1087,0.0192,0.6114,3,0.3262,0.111,0.9513,0.0319,32
8480950,Ilya Lyubushkin,D,506.13,1,0.1185,0.0209,0.6665,1,0.1185,0.0209,0.6665,0,0.0,0.0,0.4521,2,0.2371,0.0651,0.8578,0.0319,32
8478408,Travis Dermott,D,166.25,0,0.0,0.0,1.3571,1,0.3609,0.0638,1.9998,0,0.0,0.0,1.3571,1,0.3609,0.0638,1.9998,0.032,34
8482073,Braden Schneider,D,416.78,1,0.144,0.0254,0.8074,1,0.144,0.0254,0.8074,1,0.144,0.0254,0.8074,3,0.4319,0.147,1.2562,0.0324,35
8481167,Brayden Pachal,D,160.03,0,0.0,0.0,1.4068,1,0.3749,0.0662,2.073,0,0.0,0.0,1.4068,1,0.3749,0.0662,2.073,0.0333,36
8476473,Connor Murphy,D,493.67,0,0.0,0.0,0.463,3,0.3646,0.124,1.0621,0,0.0,0.0,0.463,3,0.3646,0.124,1.0621,0.0335,37
8475188,Brayden McNabb,D,491.12,0,0.0,0.0,0.4658,3,0.3665,0.1248,1.0685,0,0.0,0.0,0.4658,3,0.3665,0.1248,1.0685,0.0337,38
8477810,Joel Hanley,D,174.8,0,0.0,0.0,1.2888,1,0.3432,0.0606,1.8992,0,0.0,0.0,1.2888,1,0.3432,0.0606,1.8992,0.0338,39
8481122,Simon Benoit,D,446.88,1,0.1343,0.0237,0.7537,1,0.1343,0.0237,0.7537,0,0.0,0.0,0.5113,2,0.2685,0.0737,0.9699,0.0344,40
8476879,Cody Ceci,D,663.7,1,0.0904,0.016,0.5089,2,0.1808,0.0496,0.6549,1,0.0904,0.016,0.5089,4,0.3616,0.1407,0.9232,0.0345,41
8480834,Ty Emberson,D,166.02,0,0.0,0.0,1.3571,1,0.3614,0.0638,1.9998,0,0.0,0.0,1.3571,1,0.3614,0.0638,1.9998,0.0356,42
8475762,Derek Forbort,D,362.25,1,0.1656,0.0293,0.9288,1,0.1656,0.0293,0.9288,0,0.0,0.0,0.63,2,0.3313,0.091,1.1951,0.0362,43
8479998,Mikey Anderson,D,549.17,0,0.0,0.0,0.4169,4,0.437,0.1702,1.115,0,0.0,0.0,0.4169,4,0.437,0.1702,1.115,0.0388,44
8476874,Olli Määttä,D,460.35,1,0.1303,0.023,0.7326,1,0.1303,0.023,0.7326,1,0.1303,0.023,0.7326,3,0.391,0.1332,1.1398,0.0394,45
8475208,Brian Dumoulin,D,576.53,2,0.2081,0.0571,0.753,2,0.2081,0.0571,0.753,0,0.0,0.0,0.3968,4,0.4163,0.1619,1.0613,0.0429,46
8481806,Louis Crevier,D,136.43,0,0.0,0.0,1.6483,1,0.4398,0.0779,2.4284,0,0.0,0.0,1.6483,1,0.4398,0.0779,2.4284,0.0433,47
8482245,Artem Zub,D,554.75,3,0.3245,0.1104,0.9462,0,0.0,0.0,0.4125,1,0.1082,0.0191,0.6081,4,0.4326,0.1684,1.103,0.0435,48
8478416,Erik Cernak,D,556.73,0,0.0,0.0,0.411,4,0.4311,0.1678,1.0991,1,0.1078,0.019,0.6059,5,0.5389,0.2304,1.2504,0.0443,49
8476372,Nick Seeler,D,378.27,1,0.1586,0.028,0.8899,2,0.3172,0.0871,1.145,0,0.0,0.0,0.6036,3,0.4759,0.1622,1.3843,0.0452,50
8482095,Tyler Kleven,D,143.28,0,0.0,0.0,1.5697,1,0.4188,0.0741,2.3128,0,0.0,0.0,1.5697,1,0.4188,0.0741,2.3128,0.0464,51
8478443,Brandon Carlo,D,593.97,2,0.202,0.0554,0.7316,2,0.202,0.0554,0.7316,0,0.0,0.0,0.3855,4,0.4041,0.1573,1.0311,0.0467,52
8475825,Jani Hakanpää,D,391.78,1,0.1531,0.027,0.8584,2,0.3063,0.084,1.1046,0,0.0,0.0,0.5823,3,0.4594,0.1564,1.3354,0.047,53
8481014,Alexander Romanov,D,480.65,2,0.2497,0.0685,0.902,1,0.1248,0.022,0.7009,0,0.0,0.0,0.4754,3,0.3745,0.1274,1.0905,0.047,53
8481600,Tobias Bjornfot,D,112.77,0,0.0,0.0,1.9727,1,0.5321,0.0938,2.9059,0,0.0,0.0,1.9727,1,0.5321,0.0938,2.9059,0.0472,55
8476967,Brett Kulak,D,496.57,1,0.1208,0.0213,0.6785,3,0.3625,0.1233,1.0557,0,0.0,0.0,0.4602,4,0.4833,0.188,1.2306,0.0478,56
8477462,Robert Hagg,D,133.52,1,0.4494,0.0791,2.4636,0,0.0,0.0,1.6722,0,0.0,0.0,1.6722,1,0.4494,0.0791,2.4636,0.0483,57
8480184,Gustav Lindstrom,D,133.33,0,0.0,0.0,1.6844,1,0.45,0.0797,2.4816,0,0.0,0.0,1.6844,1,0.45,0.0797,2.4816,0.0499,58
8475455,Brenden Dillon,D,551.27,2,0.2177,0.0598,0.7882,2,0.2177,0.0598,0.7882,0,0.0,0.0,0.4154,4,0.4354,0.1696,1.1109,0.0506,59
8477938,Haydn Fleury,D,183.67,1,0.3267,0.0576,1.8083,0,0.0,0.0,1.2271,0,0.0,0.0,1.2271,1,0.3267,0.0576,1.8083,0.0516,60
8477384,Joshua Brown,D,281.38,0,0.0,0.0,0.8092,2,0.4265,0.1172,1.5345,1,0.2132,0.0377,1.1928,3,0.6397,0.2182,1.8548,0.0518,61
8475233,David Savard,D,506.7,3,0.3552,0.1209,1.0351,0,0.0,0.0,0.4512,1,0.1184,0.0209,0.6652,4,0.4737,0.1843,1.2065,0.0535,62
8475179,Dmitry Kulikov,D,541.6,3,0.3323,0.113,0.9688,1,0.1108,0.0195,0.6226,1,0.1108,0.0195,0.6226,5,0.5539,0.2368,1.2847,0.0554,63
8478136,Jake Middleton,D,522.22,2,0.2298,0.0631,0.8317,1,0.1149,0.0203,0.6462,2,0.2298,0.0631,0.8317,5,0.5745,0.2459,1.3335,0.056,64
8471686,Marc Staal,D,308.0,0,0.0,0.0,0.7391,3,0.5844,0.1991,1.6945,0,0.0,0.0,0.7391,3,0.5844,0.1991,1.6945,0.0562,65
8479324,Ryan Lindgren,D,491.88,1,0.122,0.0215,0.6853,3,0.3659,0.1245,1.0663,0,0.0,0.0,0.4649,4,0.4879,0.19,1.2429,0.0568,66
8475747,Patrik Nemeth,D,270.93,2,0.4429,0.1216,1.5903,0,0.0,0.0,0.8387,0,0.0,0.0,0.8387,2,0.4429,0.1216,1.5903,0.0588,67
8474612,Travis Hamonic,D,367.78,1,0.1631,0.0288,0.9138,2,0.3263,0.0895,1.1758,0,0.0,0.0,0.6199,3,0.4894,0.1666,1.4215,0.0599,68
8482929,Emil Lilleberg,D,157.6,1,0.3807,0.0671,2.0986,0,0.0,0.0,1.4242,0,0.0,0.0,1.4242,1,0.3807,0.0671,2.0986,0.0601,69
8478062,Dysin Mayo,D,155.82,1,0.3851,0.0679,2.1248,0,0.0,0.0,1.442,0,0.0,0.0,1.442,1,0.3851,0.0679,2.1248,0.0608,70
8471677,Jack Johnson,D,366.02,2,0.3279,0.09,1.1822,1,0.1639,0.0289,0.9187,0,0.0,0.0,0.6232,3,0.4918,0.1675,1.4291,0.0617,71
8478468,Jeremy Lauzon,D,440.8,3,0.4083,0.139,1.1885,0,0.0,0.0,0.5182,2,0.2722,0.0747,0.983,5,0.6806,0.2911,1.5758,0.0661,72
8476457,Adam Larsson,D,723.23,4,0.3318,0.1292,0.8483,2,0.1659,0.0455,0.6018,1,0.083,0.0147,0.4676,7,0.5807,0.2819,1.1909,0.0672,73
8479371,Dante Fabbro,D,444.08,4,0.5404,0.2105,1.376,0,0.0,0.0,0.5147,1,0.1351,0.0239,0.7588,5,0.6755,0.2892,1.5653,0.0694,74
8480860,Kevin Bahl,D,361.88,3,0.4974,0.1693,1.4447,0,0.0,0.0,0.63,0,0.0,0.0,0.63,3,0.4974,0.1693,1.4447,0.0702,75
8482762,Simon Edvinsson,D,221.55,2,0.5416,0.1484,1.9349,0,0.0,0.0,1.0206,0,0.0,0.0,1.0206,2,0.5416,0.1484,1.9349,0.0719,76
8479378,Logan Stanley,D,244.28,2,0.4912,0.135,1.7633,0,0.0,0.0,0.93,1,0.2456,0.0434,1.3708,3,0.7368,0.2514,2.1312,0.0742,77
