player_id,player_name,position,PP_TOI_min,CNFI_n,CNFI_per60,CNFI_lo95,CNFI_hi95,MNFI_n,MNFI_per60,MNFI_lo95,MNFI_hi95,FNFI_n,FNFI_per60,FNFI_lo95,FNFI_hi95,total_n,total_per60,total_lo95,total_hi95,P5_weighted,rank
8480884,Calen Addison,D,247.27,125,30.3316,26.6465,34.0711,79,19.1696,15.8887,22.823,76,18.4416,15.2067,22.0698,280,67.9428,59.1879,60.0,6.7674,1
8475197,Tyson Barrie,D,439.62,229,31.2545,28.4279,34.0054,130,17.7427,15.2845,20.3825,121,16.5144,14.1216,19.112,480,65.5116,59.5236,60.0,6.6577,2
8480803,Evan Bouchard,D,880.65,464,31.613,29.6196,33.5674,248,16.8966,15.1679,18.7257,230,15.6702,13.9887,17.4638,942,64.1799,59.7563,60.0,6.5443,3
8480036,Miro Heiskanen,D,827.45,404,29.2948,27.2745,31.3534,284,20.5934,18.7102,22.5858,195,14.1398,12.4874,15.9543,883,64.028,59.7401,60.0,6.5343,4
8476462,Dougie Hamilton,D,516.32,245,28.4709,25.9239,31.0752,162,18.8257,16.5245,21.3149,153,17.7798,15.5235,20.2384,560,65.0763,59.5912,60.0,6.3996,5
8476853,Morgan Rielly,D,730.93,353,28.9767,26.8115,31.1472,244,20.0292,18.0331,22.1259,147,12.0668,10.4181,13.9008,744,61.0726,59.6918,60.0,6.3765,6
8480800,Quinn Hughes,D,945.32,431,27.3559,25.4742,29.2773,302,19.1682,17.4376,20.9992,263,16.6928,15.0404,18.4641,996,63.2169,59.7695,60.0,6.3354,7
8477986,Brandon Montour,D,807.05,415,30.8531,28.7869,32.9151,210,15.6124,13.8682,17.4948,225,16.7276,14.9385,18.6445,850,63.1931,59.73,60.0,6.3114,8
8479323,Adam Fox,D,917.93,415,27.1262,25.2084,29.0639,274,17.9098,16.1858,19.732,260,16.9947,15.3017,18.7937,949,62.0306,59.7581,60.0,6.1217,9
8475906,John Klingberg,D,389.42,180,27.7338,24.8269,30.7439,107,16.4862,13.983,19.2886,108,16.6403,14.1282,19.4489,395,60.8603,59.4221,60.0,6.0376,10
8477447,Shea Theodore,D,525.17,243,27.7626,25.2377,30.3375,146,16.6804,14.4891,19.0758,121,13.8242,11.7892,16.1029,510,58.2672,57.2039,58.9566,5.9704,11
8482730,Brandt Clarke,D,200.57,99,29.6161,25.4527,33.6685,49,14.6585,11.3755,18.4549,39,11.6669,8.7186,15.2536,187,55.9415,53.1897,57.4836,5.9652,12
8474578,Erik Karlsson,D,789.1,359,27.2969,25.2336,29.3933,196,14.9031,13.172,16.7842,218,16.5758,14.7743,18.5117,773,58.7758,58.0388,59.2488,5.8154,13
8481059,Scott Perunovich,D,142.77,54,22.6944,18.1407,27.5581,51,21.4336,16.9695,26.2777,28,11.7675,8.3452,16.1062,133,55.8954,52.5637,57.6945,5.6546,14
8477950,Tony DeAngelo,D,440.4,182,24.7956,22.1136,27.6125,121,16.485,14.1216,19.112,130,17.7112,15.2845,20.3825,433,58.9918,58.0517,59.5364,5.6381,15
8482684,Luke Hughes,D,377.27,149,23.6968,20.8301,26.7238,122,19.4027,16.7019,22.3445,79,12.5641,10.2899,15.2076,350,55.6635,53.8683,57.019,5.6362,16
8477504,Josh Morrissey,D,847.7,369,26.1177,24.1283,28.1237,240,16.9871,15.2238,18.8558,175,12.3865,10.829,14.0941,784,55.4913,54.2863,56.4273,5.5783,17
8476792,Torey Krug,D,407.78,130,19.1278,16.5172,21.9211,146,21.482,18.7712,24.3291,97,14.2723,11.9402,16.8827,373,54.8821,52.9818,56.2604,5.3138,18
8476906,Shayne Gostisbehere,D,721.57,282,23.449,21.3398,25.5995,183,15.2169,13.3857,17.1864,224,18.6261,16.6551,20.6954,689,57.292,56.1904,58.0363,5.2894,19
8480069,Cale Makar,D,1077.28,402,22.3897,20.6922,24.1529,279,15.5391,14.0266,17.1626,356,19.8277,18.1859,21.5521,1037,57.7564,56.9893,58.3565,5.2263,20
8480871,Adam Boqvist,D,252.42,90,21.3932,18.032,25.0825,69,16.4015,13.3476,19.9172,78,18.5408,15.3398,22.1463,237,56.3354,54.2475,57.816,5.2034,21
8485366,Matthew Schaefer,D,135.28,55,24.3932,19.6919,29.5045,31,13.7489,10.005,18.4483,37,16.41,12.352,21.287,123,54.5522,51.0631,56.9053,5.1177,22
8478407,Vince Dunn,D,591.3,241,24.4546,22.1329,26.8725,123,12.481,10.6397,14.5611,151,15.3222,13.3196,17.5298,515,52.2577,50.5198,53.7608,5.1079,23
8474600,Roman Josi,D,882.48,308,20.9409,19.1076,22.8756,258,17.5414,15.8067,19.4033,257,17.4734,15.741,19.3335,823,55.9557,54.8801,56.8673,5.0782,24
8477932,Aaron Ekblad,D,808.78,327,24.2587,22.2549,26.3037,161,11.9439,10.3769,13.6751,200,14.8371,13.1239,16.6857,688,51.0396,49.4521,52.401,5.0086,25
8482142,Jamie Drysdale,D,383.97,134,20.9393,18.1796,23.8749,85,13.2824,10.9622,15.9315,107,16.7202,14.1699,19.5307,326,50.9419,48.5818,52.8785,4.8986,26
8481581,Thomas Harley,D,466.23,183,23.5504,20.9648,26.2649,103,13.2552,11.1433,15.654,76,9.7805,7.9395,11.9619,362,46.5861,44.2106,48.7367,4.8801,27
8480865,Noah Dobson,D,780.85,269,20.6698,18.7163,22.7067,195,14.9837,13.2359,16.8727,190,14.5995,12.8694,16.4747,654,50.2529,48.592,51.6964,4.8482,28
8479325,Charlie McAvoy,D,909.4,328,21.6406,19.8157,23.5549,216,14.2512,12.6657,15.9817,183,12.0739,10.592,13.7172,727,47.9657,46.3517,49.4705,4.8397,29
8479345,Jakob Chychrun,D,660.32,234,21.2625,19.1392,23.5073,148,13.4481,11.6442,15.4564,181,16.4467,14.4951,18.5707,563,51.1573,49.4385,52.68,4.7852,30
8476979,Erik Gustafsson,D,390.32,139,21.3673,18.6293,24.308,89,13.6812,11.3594,16.3434,92,14.1424,11.7878,16.829,320,49.1908,46.7614,51.325,4.768,31
8478469,Thomas Chabot,D,746.13,272,21.8728,19.8508,23.9858,175,14.0726,12.335,15.9783,117,9.4085,7.9504,11.0809,564,45.3538,43.4371,47.1293,4.6492,32
8480883,Ty Smith,D,116.4,41,21.134,16.3457,26.6318,25,12.8866,9.0273,17.929,34,17.5258,13.0782,22.8901,100,51.5464,47.2586,54.7969,4.6413,33
8471724,Kris Letang,D,853.28,319,22.431,20.5282,24.4166,179,12.5867,11.0311,14.3067,152,10.6881,9.2384,12.3181,650,45.7058,43.9382,47.3628,4.6413,33
8474590,John Carlson,D,913.8,326,21.4051,19.5767,23.2962,185,12.1471,10.6577,13.7806,192,12.6067,11.0938,14.2597,703,46.1589,44.4441,47.7183,4.6192,35
8475167,Victor Hedman,D,967.27,304,18.8573,17.1537,20.6594,223,13.8328,12.3095,15.4917,269,16.6862,15.0514,18.4355,796,49.3762,47.8711,50.7552,4.6057,36
8483457,Lane Hutson,D,276.08,105,22.8192,19.5102,26.339,52,11.3009,8.8001,14.3219,32,6.9544,5.0001,9.5457,189,41.0746,37.6651,44.2044,4.5021,37
8482105,Jake Sanderson,D,832.5,291,20.973,19.0867,22.9673,169,12.1802,10.6308,13.9079,173,12.4685,10.9038,14.2092,633,45.6216,43.8404,47.3138,4.4698,38
8474602,Justin Schultz,D,342.72,116,20.3083,17.4098,23.3884,68,11.9049,9.5701,14.621,75,13.1304,10.6898,15.9232,259,45.3436,42.4159,47.8573,4.3684,39
8477495,Seth Jones,D,863.45,284,19.7348,17.9131,21.6679,172,11.9521,10.4406,13.6359,195,13.5503,11.9582,15.3023,651,45.2371,43.4723,46.9138,4.3424,40
8478178,Darren Raddysh,D,336.72,99,17.6409,14.8608,20.6703,69,12.2952,9.9064,15.0626,82,14.6117,12.0342,17.5117,250,44.5478,41.5544,47.1392,4.164,41
8480990,Declan Chisholm,D,132.35,47,21.3071,16.7703,26.4455,18,8.1602,5.2817,12.316,25,11.3336,7.9022,15.8791,90,40.8009,35.8908,45.3103,4.1383,42
8474563,Drew Doughty,D,771.4,225,17.5006,15.6501,19.4932,163,12.6782,11.0435,14.4978,143,11.1226,9.5772,12.8667,531,41.3015,39.3099,43.2238,4.0793,43
8481542,Moritz Seider,D,1009.58,312,18.5423,16.871,20.2851,194,11.5295,10.1381,13.0514,202,12.005,10.5893,13.5471,708,42.0768,40.3222,43.7052,4.0507,44
8478397,Rasmus Andersson,D,982.98,302,18.4337,16.7507,20.206,186,11.3532,9.9575,12.8937,188,11.4753,10.0731,13.0212,676,41.2621,39.4822,42.9531,4.0323,45
8480434,Sean Durzi,D,624.73,183,17.5755,15.5086,19.7793,121,11.621,9.872,13.5847,121,11.621,9.872,13.5847,425,40.8174,38.5454,42.9226,4.006,46
8475227,Chris Wideman,D,143.5,38,15.8885,11.9228,20.4801,35,14.6341,10.8161,19.1518,21,8.7805,5.8442,12.7601,94,39.3031,34.3177,43.5393,3.9823,47
8470613,Brent Burns,D,926.98,269,17.4113,15.7128,19.2131,165,10.6798,9.2828,12.2359,231,14.9517,13.3452,16.682,665,43.0428,41.2518,44.7247,3.9716,48
8478460,Zach Werenski,D,667.65,173,15.5471,13.6323,17.6109,151,13.57,11.7568,15.5569,149,13.3902,11.5871,15.3694,473,42.5073,40.3497,44.4776,3.9415,49
8475171,Oliver Ekman-Larsson,D,700.1,212,18.1688,16.1982,20.2738,123,10.5414,8.9587,12.3394,128,10.9699,9.3587,12.7919,463,39.68,37.5345,41.7312,3.9383,50
8482511,Mason Lohrei,D,218.25,67,18.4192,14.9921,22.289,36,9.8969,7.3039,13.2084,35,9.622,7.0657,12.9057,138,37.9381,34.0354,41.6515,3.869,51
8480878,Nils Lundkvist,D,231.67,68,17.6115,14.2969,21.2799,41,10.6187,7.9815,13.8573,35,9.0647,6.631,12.1549,144,37.295,33.4059,40.8409,3.8323,52
8480839,Rasmus Dahlin,D,916.0,235,15.393,13.7595,17.1485,187,12.2489,10.7584,13.8877,243,15.917,14.263,17.6887,665,43.559,41.772,45.2327,3.8287,53
8481606,Jordan Spence,D,312.98,91,17.445,14.5923,20.6003,51,9.7769,7.5693,12.4738,60,11.5022,9.1156,14.3362,202,38.7241,35.4539,41.7787,3.8136,54
8479410,Mikhail Sergachev,D,838.37,232,16.6037,14.8575,18.4867,167,11.9518,10.4182,13.6605,127,9.0891,7.732,10.645,526,37.6446,35.6664,39.5858,3.7964,55
8482122,Brock Faber,D,583.15,173,17.7999,15.6652,20.1034,89,9.1572,7.5447,11.0472,85,8.7456,7.1682,10.6058,347,35.7026,33.2913,38.0576,3.7119,56
8474716,Jared Spurgeon,D,655.97,175,16.0069,14.0612,18.114,119,10.8847,9.2277,12.7631,102,9.3297,7.7863,11.1129,396,36.2214,33.9437,38.4229,3.6054,57
8474565,Alex Pietrangelo,D,698.6,188,16.1466,14.2447,18.1815,122,10.4781,8.8917,12.2659,119,10.2204,8.652,11.9934,429,36.8451,34.6266,38.9468,3.599,58
8477018,Ben Hutton,D,135.33,43,19.064,14.7528,24.072,19,8.4236,5.5193,12.5625,8,3.5468,1.8198,6.7547,70,31.0345,26.0935,36.0672,3.5964,59
8476891,Matt Grzelcyk,D,448.55,125,16.7205,14.3371,19.2961,80,10.7011,8.7332,12.9753,57,7.6246,5.9572,9.6564,262,35.0463,32.244,37.6933,3.58,60
8483466,Kevin Korchinski,D,142.63,42,17.6677,13.5142,22.3781,18,7.5719,4.8675,11.412,21,8.8338,5.886,12.845,81,34.0734,29.0713,38.6922,3.4468,61
8483495,Simon Nemec,D,177.47,41,13.8618,10.5352,17.9455,32,10.8189,7.8644,14.6443,32,10.8189,7.8644,14.6443,105,35.4996,31.1769,39.7719,3.4227,62
8478430,Oliver Kylington,D,152.6,38,14.941,11.1978,19.3458,28,11.0092,7.7855,15.107,15,5.8978,3.6189,9.3272,81,31.848,27.0343,36.4087,3.3649,63
8481708,Zac Jones,D,108.73,24,13.2434,9.1598,18.4054,20,11.0362,7.3221,15.9893,21,11.588,7.7764,16.5985,65,35.8676,30.1479,41.0182,3.2512,64
8478396,Noah Hanifin,D,823.0,192,13.9976,12.3407,15.8032,129,9.4046,8.0104,10.9902,137,9.9878,8.5546,11.6071,458,33.39,31.3425,35.4061,3.2414,65
