player_id,position,toi_total_sec,toi_ES_sec,toi_PP_sec,toi_PK_sec,toi_total_min
8477406,F,244031.0,210788.0,22130.0,11113.0,4067.18
8477407,F,219660.0,191289.0,19191.0,9180.0,3661.0
8477409,F,374729.0,317370.0,37624.0,19735.0,6245.48
8477416,F,349811.0,301396.0,31053.0,17362.0,5830.18
8477419,F,11218.0,10863.0,162.0,193.0,186.97
8477424,G,993631.0,826768.0,107492.0,59371.0,16560.52
8477425,F,166874.0,146900.0,13584.0,6390.0,2781.23
8477426,F,340633.0,286882.0,34644.0,19107.0,5677.22
8477429,F,345587.0,280647.0,42747.0,22193.0,5759.78
8477433,D,52062.0,47421.0,3156.0,1485.0,867.7
8477435,D,328306.0,289013.0,25943.0,13350.0,5471.77
8477444,F,281638.0,244466.0,24675.0,12497.0,4693.97
8477446,F,205674.0,175132.0,20419.0,10123.0,3427.9
8477447,D,378783.0,333560.0,31510.0,13713.0,6313.05
8477450,F,297406.0,253119.0,28270.0,16017.0,4956.77
8477451,F,327638.0,273657.0,36585.0,17396.0,5460.63
8477454,F,140470.0,123903.0,11162.0,5405.0,2341.17
8477456,F,379536.0,308306.0,47448.0,23782.0,6325.6
8477457,G,9995.0,7913.0,977.0,1105.0,166.58
8477460,F,43519.0,38267.0,3661.0,1591.0,725.32
8477461,F,657.0,575.0,55.0,27.0,10.95
8477462,D,102902.0,90399.0,8011.0,4492.0,1715.03
8477463,D,6739.0,6172.0,318.0,249.0,112.32
8477464,F,21966.0,19513.0,1570.0,883.0,366.1
8477465,G,700798.0,591356.0,68885.0,40557.0,11679.97
8477467,D,3225.0,2942.0,234.0,49.0,53.75
8477471,D,8328.0,7223.0,860.0,245.0,138.8
8477472,D,2457.0,2273.0,114.0,70.0,40.95
8477473,F,47584.0,42363.0,3400.0,1821.0,793.07
8477474,D,1938.0,1578.0,168.0,192.0,32.3
8477476,F,317872.0,258600.0,39583.0,19689.0,5297.87
8477478,F,170706.0,157128.0,10045.0,3533.0,2845.1
8477479,F,337998.0,290560.0,30651.0,16787.0,5633.3
8477480,G,270348.0,229819.0,28702.0,11827.0,4505.8
8477482,F,100488.0,87053.0,8984.0,4451.0,1674.8
8477484,G,217587.0,181753.0,23916.0,11918.0,3626.45
8477488,D,391696.0,335388.0,34980.0,21328.0,6528.27
8477492,F,456970.0,380365.0,53919.0,22686.0,7616.17
8477493,F,329191.0,261373.0,44812.0,23006.0,5486.52
8477494,F,252864.0,214195.0,25842.0,12827.0,4214.4
8477495,D,464380.0,384817.0,51807.0,27756.0,7739.67
8477496,F,402910.0,323826.0,50970.0,28114.0,6715.17
8477497,F,274804.0,224168.0,33391.0,17245.0,4580.07
8477498,D,485828.0,409814.0,50919.0,25095.0,8097.13
8477499,D,318258.0,274007.0,27347.0,16904.0,5304.3
8477500,F,418675.0,344158.0,47140.0,27377.0,6977.92
8477501,F,298013.0,237593.0,39968.0,20452.0,4966.88
8477503,F,309460.0,266948.0,27103.0,15409.0,5157.67
8477504,D,525605.0,449925.0,50862.0,24818.0,8760.08
8477505,F,401586.0,326679.0,49160.0,25747.0,6693.1
8477506,D,398544.0,339741.0,36781.0,22022.0,6642.4
8477507,D,399636.0,349704.0,31675.0,18257.0,6660.6
8477508,F,181804.0,157932.0,15694.0,8178.0,3030.07
8477511,F,213727.0,185484.0,17572.0,10671.0,3562.12
8477512,F,5326.0,4615.0,350.0,361.0,88.77
8477520,F,2268.0,2223.0,45.0,0.0,37.8
8477527,F,102311.0,96972.0,3978.0,1361.0,1705.18
8477541,D,48983.0,44325.0,3155.0,1503.0,816.38
8477573,F,149637.0,135269.0,10292.0,4076.0,2493.95
8477631,F,504.0,460.0,0.0,44.0,8.4
8477810,D,175456.0,159578.0,10488.0,5390.0,2924.27
8477831,G,159778.0,131849.0,18366.0,9563.0,2662.97
8477839,F,224063.0,190842.0,20669.0,12552.0,3734.38
8477845,D,370362.0,321803.0,31751.0,16808.0,6172.7
8477846,F,103974.0,88513.0,10371.0,5090.0,1732.9
8477851,D,150370.0,138550.0,8535.0,3285.0,2506.17
8477887,F,89837.0,76881.0,8459.0,4497.0,1497.28
8477903,F,254180.0,219670.0,22673.0,11837.0,4236.33
8477919,F,325426.0,265308.0,40664.0,19454.0,5423.77
8477930,F,138464.0,114648.0,15966.0,7850.0,2307.73
8477931,F,185752.0,157408.0,18848.0,9496.0,3095.87
8477932,D,391903.0,316978.0,48527.0,26398.0,6531.72
8477933,F,415762.0,331546.0,55027.0,29189.0,6929.37
8477934,F,442534.0,363685.0,54953.0,23896.0,7375.57
8477935,F,335239.0,271877.0,40473.0,22889.0,5587.32
8477936,F,874.0,820.0,38.0,16.0,14.57
8477938,D,138412.0,122727.0,11020.0,4665.0,2306.87
8477939,F,416639.0,345233.0,45756.0,25650.0,6943.98
8477940,F,299948.0,256128.0,28817.0,15003.0,4999.13
8477941,F,103593.0,89101.0,9634.0,4858.0,1726.55
8477942,F,363139.0,303770.0,38433.0,20936.0,6052.32
8477943,F,11554.0,10853.0,468.0,233.0,192.57
8477944,F,81703.0,70948.0,7521.0,3234.0,1361.72
8477946,F,400634.0,327247.0,48480.0,24907.0,6677.23
8477947,F,156058.0,138377.0,10517.0,7164.0,2600.97
8477948,D,508283.0,431273.0,47672.0,29338.0,8471.38
8477949,F,372978.0,301375.0,47659.0,23944.0,6216.3
8477950,D,289437.0,247285.0,26424.0,15728.0,4823.95
8477951,F,374256.0,309727.0,42764.0,21765.0,6237.6
8477952,F,190760.0,163499.0,17645.0,9616.0,3179.33
8477953,F,256892.0,223070.0,21304.0,12518.0,4281.53
8477955,F,339448.0,277320.0,41271.0,20857.0,5657.47
8477956,F,418795.0,344933.0,47390.0,26472.0,6979.92
8477960,F,405976.0,331318.0,47796.0,26862.0,6766.27
8477962,F,75207.0,68883.0,4297.0,2027.0,1253.45
8477964,F,358636.0,313369.0,28668.0,16599.0,5977.27
8477967,G,626601.0,519907.0,68634.0,38060.0,10443.35
8477968,G,584384.0,494360.0,58159.0,31865.0,9739.73
8477969,D,423576.0,371857.0,34472.0,17247.0,7059.6
8477970,G,550292.0,461350.0,56983.0,31959.0,9171.53
8477971,D,125543.0,113322.0,8055.0,4166.0,2092.38
8477974,F,600.0,600.0,0.0,0.0,10.0
8477979,F,141096.0,132469.0,6171.0,2456.0,2351.6
8477981,D,4672.0,4335.0,206.0,131.0,77.87
8477986,D,457645.0,385762.0,48423.0,23460.0,7627.42
8477987,F,293967.0,255886.0,25171.0,12910.0,4899.45
8477989,F,275526.0,221870.0,33857.0,19799.0,4592.1
8477990,G,6890.0,6220.0,267.0,403.0,114.83
8477992,G,246622.0,209696.0,23611.0,13315.0,4110.37
8477993,F,20812.0,17906.0,1907.0,999.0,346.87
8477996,F,61298.0,51381.0,6583.0,3334.0,1021.63
8477998,F,293284.0,254664.0,26067.0,12553.0,4888.07
8478007,G,665189.0,569088.0,62149.0,33952.0,11086.48
8478009,G,919299.0,790026.0,81699.0,47574.0,15321.65
8478010,F,401901.0,333949.0,45431.0,22521.0,6698.35
8478011,D,9506.0,8795.0,420.0,291.0,158.43
8478013,D,314392.0,266647.0,30994.0,16751.0,5239.87
8478017,D,62008.0,56317.0,3569.0,2122.0,1033.47
8478020,F,255970.0,233070.0,15402.0,7498.0,4266.17
8478021,D,65849.0,59253.0,4384.0,2212.0,1097.48
8478024,G,477770.0,397881.0,50333.0,29556.0,7962.83
8478028,F,50601.0,44210.0,4257.0,2134.0,843.35
8478029,F,978.0,910.0,0.0,68.0,16.3
8478038,D,503732.0,414828.0,59116.0,29788.0,8395.53
8478039,G,361782.0,304343.0,37237.0,20202.0,6029.7
8478040,F,8949.0,8471.0,445.0,33.0,149.15
8478042,F,255264.0,221246.0,22851.0,11167.0,4254.4
8478043,F,206665.0,179902.0,17566.0,9197.0,3444.42
8478046,F,244516.0,214171.0,19294.0,11051.0,4075.27
8478047,F,333313.0,286968.0,28644.0,17701.0,5555.22
8478048,G,908133.0,763832.0,94303.0,49998.0,15135.55
8478051,F,42791.0,39903.0,1728.0,1160.0,713.18
8478055,D,481504.0,404036.0,50380.0,27088.0,8025.07
8478056,F,7166.0,6473.0,489.0,204.0,119.43
8478057,F,193225.0,168004.0,15916.0,9305.0,3220.42
8478058,F,1378.0,1330.0,41.0,7.0,22.97
8478062,D,95414.0,82414.0,9349.0,3651.0,1590.23
8478067,F,112403.0,97147.0,9243.0,6013.0,1873.38
8478074,F,1591.0,1518.0,38.0,35.0,26.52
8478075,F,54679.0,49242.0,3665.0,1772.0,911.32
8478078,F,27657.0,22514.0,3261.0,1882.0,460.95
8478099,F,131996.0,116554.0,10513.0,4929.0,2199.93
8478104,F,96733.0,87267.0,6302.0,3164.0,1612.22
8478106,F,2987.0,2937.0,30.0,20.0,49.78
8478109,F,250642.0,216082.0,22679.0,11881.0,4177.37
8478115,F,232426.0,203748.0,18322.0,10356.0,3873.77
8478131,F,42692.0,36141.0,4385.0,2166.0,711.53
8478133,F,305770.0,249008.0,36096.0,20666.0,5096.17
8478136,D,393573.0,346214.0,31333.0,16026.0,6559.55
8478146,F,64856.0,55181.0,6294.0,3381.0,1080.93
8478147,F,11118.0,10898.0,191.0,29.0,185.3
8478173,F,6445.0,6125.0,202.0,118.0,107.42
8478178,D,250530.0,218705.0,20203.0,11622.0,4175.5
8478211,F,98066.0,92246.0,4359.0,1461.0,1634.43
8478224,F,2102.0,2102.0,0.0,0.0,35.03
8478233,F,318844.0,266560.0,32912.0,19372.0,5314.07
8478250,F,3356.0,2817.0,483.0,56.0,55.93
8478366,F,328925.0,273894.0,36394.0,18637.0,5482.08
8478367,F,397.0,397.0,0.0,0.0,6.62
8478373,F,1789.0,1441.0,225.0,123.0,29.82
8478396,D,489708.0,410953.0,49380.0,29375.0,8161.8
8478397,D,516073.0,423640.0,58979.0,33454.0,8601.22
8478398,F,439741.0,365128.0,49511.0,25102.0,7329.02
8478399,D,372130.0,329671.0,27146.0,15313.0,6202.17
8478400,F,78711.0,68583.0,6954.0,3174.0,1311.85
8478401,F,365255.0,298371.0,41924.0,24960.0,6087.58
8478402,F,461251.0,379886.0,55892.0,25473.0,7687.52
8478403,F,338314.0,281513.0,37804.0,18997.0,5638.57
8478406,G,576299.0,487947.0,56205.0,32147.0,9604.98
8478407,D,422647.0,367189.0,35478.0,19980.0,7044.12
8478408,D,130095.0,115535.0,9975.0,4585.0,2168.25
8478409,F,25021.0,23224.0,1188.0,609.0,417.02
8478413,F,223124.0,189946.0,22579.0,10599.0,3718.73
8478414,F,377589.0,329191.0,31046.0,17352.0,6293.15
8478415,D,27075.0,23405.0,2629.0,1041.0,451.25
8478416,D,343713.0,293487.0,33404.0,16822.0,5728.55
8478420,F,453882.0,378376.0,51534.0,23972.0,7564.7
8478421,F,151477.0,137121.0,10082.0,4274.0,2524.62
8478424,F,130396.0,118857.0,7640.0,3899.0,2173.27
8478425,D,5280.0,5001.0,205.0,74.0,88.0
8478427,F,409726.0,326758.0,53388.0,29580.0,6828.77
8478430,D,127033.0,113791.0,9156.0,4086.0,2117.22
8478431,F,84593.0,80142.0,3097.0,1354.0,1409.88
8478432,F,197543.0,169248.0,18792.0,9503.0,3292.38
8478433,G,99769.0,84267.0,10555.0,4947.0,1662.82
8478434,F,259564.0,236842.0,14970.0,7752.0,4326.07
8478435,G,449661.0,376259.0,48113.0,25289.0,7494.35
8478438,F,211083.0,180252.0,18777.0,12054.0,3518.05
8478439,F,394977.0,327718.0,41327.0,25932.0,6582.95
8478440,F,373064.0,315444.0,37060.0,20560.0,6217.73
8478442,F,364.0,342.0,22.0,0.0,6.07
8478443,D,393640.0,338916.0,35638.0,19086.0,6560.67
8478444,F,371563.0,310480.0,38480.0,22603.0,6192.72
8478445,F,338291.0,290886.0,30108.0,17297.0,5638.18
8478446,F,3291.0,2918.0,273.0,100.0,54.85
8478447,F,7095.0,6298.0,721.0,76.0,118.25
8478449,F,342002.0,278685.0,40818.0,22499.0,5700.03
8478450,D,168574.0,149307.0,12399.0,6868.0,2809.57
8478451,D,144487.0,127700.0,10755.0,6032.0,2408.12
8478452,D,161087.0,142423.0,11234.0,7430.0,2684.78
8478454,D,125659.0,108198.0,10930.0,6531.0,2094.32
8478455,F,5098.0,4980.0,90.0,28.0,84.97
8478458,F,297799.0,251550.0,30133.0,16116.0,4963.32
8478460,D,416554.0,353610.0,40059.0,22885.0,6942.57
8478462,F,303274.0,252066.0,33312.0,17896.0,5054.57
8478463,F,312793.0,271282.0,27370.0,14141.0,5213.22
8478465,D,19968.0,17129.0,2114.0,725.0,332.8
8478466,F,169452.0,144268.0,16040.0,9144.0,2824.2
8478467,D,51114.0,45197.0,3571.0,2346.0,851.9
8478468,D,299582.0,260336.0,26448.0,12798.0,4993.03
8478469,D,411863.0,343824.0,44768.0,23271.0,6864.38
8478470,G,640292.0,533291.0,67905.0,39096.0,10671.53
8478472,F,240076.0,202785.0,24885.0,12406.0,4001.27
8478474,F,341934.0,276665.0,42417.0,22852.0,5698.9
8478476,D,66996.0,60850.0,4285.0,1861.0,1116.6
8478477,F,46136.0,39808.0,4389.0,1939.0,768.93
8478480,F,1099.0,948.0,76.0,75.0,18.32
8478483,F,432896.0,348933.0,53697.0,30266.0,7214.93
8478485,F,783.0,642.0,141.0,0.0,13.05
8478486,F,1216.0,1215.0,0.0,1.0,20.27
8478491,D,10525.0,9772.0,460.0,293.0,175.42
8478492,G,525436.0,445713.0,50249.0,29474.0,8757.27
8478493,F,361712.0,287384.0,50398.0,23930.0,6028.53
8478495,F,127102.0,110618.0,10424.0,6060.0,2118.37
8478498,F,335816.0,277607.0,37086.0,21123.0,5596.93
8478499,G,521317.0,452346.0,45873.0,23098.0,8688.62
8478500,D,519111.0,431448.0,56043.0,31620.0,8651.85
8478502,D,64627.0,59771.0,3385.0,1471.0,1077.12
8478506,D,33084.0,29866.0,2078.0,1140.0,551.4
8478507,D,373273.0,319794.0,34429.0,19050.0,6221.22
8478508,F,304066.0,257891.0,31030.0,15145.0,5067.77
8478512,F,47613.0,43467.0,2478.0,1668.0,793.55
8478519,F,359180.0,296294.0,40472.0,22414.0,5986.33
8478528,F,13197.0,12385.0,464.0,348.0,219.95
8478542,F,333684.0,282079.0,33997.0,17608.0,5561.4
8478550,F,427169.0,360328.0,44522.0,22319.0,7119.48
8478567,D,40096.0,35626.0,2755.0,1715.0,668.27
8478569,F,224993.0,189671.0,23789.0,11533.0,3749.88
8478585,F,167968.0,144686.0,16355.0,6927.0,2799.47
8478831,F,207832.0,169794.0,24188.0,13850.0,3463.87
8478838,F,3829.0,2963.0,485.0,381.0,63.82
8478840,D,334995.0,294671.0,27498.0,12826.0,5583.25
8478841,D,72029.0,66007.0,4258.0,1764.0,1200.48
8478843,F,42441.0,38267.0,2956.0,1218.0,707.35
8478846,D,22733.0,19751.0,1881.0,1101.0,378.88
8478848,G,3500.0,3369.0,74.0,57.0,58.33
8478851,D,368676.0,312634.0,35483.0,20559.0,6144.6
8478854,D,116903.0,101393.0,10408.0,5102.0,1948.38
8478856,F,348153.0,294425.0,33720.0,20008.0,5802.55
8478859,D,373836.0,325488.0,31034.0,17314.0,6230.6
8478864,F,379465.0,319092.0,41941.0,18432.0,6324.42
8478866,F,44511.0,40989.0,2485.0,1037.0,741.85
8478868,D,7267.0,6788.0,336.0,143.0,121.12
8478870,F,65909.0,58004.0,4786.0,3119.0,1098.48
8478872,G,777693.0,647653.0,87148.0,42892.0,12961.55
8478873,F,365981.0,311125.0,36302.0,18554.0,6099.68
8478874,F,118980.0,102869.0,10151.0,5960.0,1983.0
8478881,F,8839.0,8175.0,424.0,240.0,147.32
8478882,D,477809.0,408747.0,44448.0,24614.0,7963.48
8478888,F,1317.0,1280.0,24.0,13.0,21.95
8478891,F,267275.0,234986.0,21937.0,10352.0,4454.58
8478902,G,80843.0,67917.0,8461.0,4465.0,1347.38
8478903,G,2382.0,1723.0,343.0,316.0,39.7
8478904,F,198992.0,171956.0,17623.0,9413.0,3316.53
8478905,G,87636.0,76798.0,6011.0,4827.0,1460.6
8478906,D,421.0,421.0,0.0,0.0,7.02
8478911,D,414429.0,353934.0,39837.0,20658.0,6907.15
8478915,D,11921.0,9911.0,1616.0,394.0,198.68
8478916,G,488952.0,416897.0,47412.0,24643.0,8149.2
8478933,G,1200.0,918.0,223.0,59.0,20.0
8478949,F,488.0,468.0,20.0,0.0,8.13
8478956,F,371.0,364.0,0.0,7.0,6.18
8478965,G,1200.0,882.0,92.0,226.0,20.0
8478967,F,38668.0,34434.0,2827.0,1407.0,644.47
8478970,D,286812.0,255470.0,20276.0,11066.0,4780.2
8478971,G,419925.0,354645.0,43264.0,22016.0,6998.75
8478975,F,286273.0,246411.0,26026.0,13836.0,4771.22
8478996,F,13422.0,12271.0,779.0,372.0,223.7
8479022,F,26777.0,24418.0,1591.0,768.0,446.28
8479026,D,92952.0,84728.0,5852.0,2372.0,1549.2
8479066,F,195768.0,177641.0,12584.0,5543.0,3262.8
8479193,G,450448.0,378142.0,47383.0,24923.0,7507.47
8479249,F,4766.0,3940.0,472.0,354.0,79.43
8479252,D,4145.0,3773.0,174.0,198.0,69.08
8479289,D,4016.0,3638.0,279.0,99.0,66.93
8479291,F,119679.0,98289.0,13946.0,7444.0,1994.65
8479292,G,445857.0,374665.0,45698.0,25494.0,7430.95
8479293,F,228533.0,190729.0,25152.0,12652.0,3808.88
8479304,F,4234.0,3984.0,220.0,30.0,70.57
8479312,G,376039.0,315747.0,39904.0,20388.0,6267.32
8479313,G,17251.0,13913.0,1742.0,1596.0,287.52
8479314,F,354370.0,287559.0,44607.0,22204.0,5906.17
8479315,F,87443.0,77725.0,6032.0,3686.0,1457.38
8479316,F,261554.0,218728.0,28214.0,14612.0,4359.23
8479318,F,393443.0,327177.0,41731.0,24535.0,6557.38
8479320,D,10543.0,9394.0,902.0,247.0,175.72
8479321,D,7393.0,6840.0,393.0,160.0,123.22
8479322,F,47038.0,44122.0,1962.0,954.0,783.97
8479323,D,473868.0,389984.0,55076.0,28808.0,7897.8
8479324,D,390657.0,345246.0,29513.0,15898.0,6510.95
8479325,D,443359.0,358735.0,54564.0,30060.0,7389.32
8479328,F,77326.0,72667.0,3486.0,1173.0,1288.77
8479329,D,2495.0,2397.0,90.0,8.0,41.58
8479330,F,4891.0,3580.0,867.0,444.0,81.52
8479333,D,27432.0,26209.0,840.0,383.0,457.2
8479335,F,102235.0,88995.0,8392.0,4848.0,1703.92
8479336,F,160384.0,144641.0,10248.0,5495.0,2673.07
8479337,F,420480.0,352191.0,45779.0,22510.0,7008.0
8479338,D,29690.0,25394.0,3018.0,1278.0,494.83
8479339,F,185338.0,157600.0,17328.0,10410.0,3088.97
8479341,D,34036.0,29961.0,2766.0,1309.0,567.27
8479343,F,410706.0,343875.0,44501.0,22330.0,6845.1
8479344,F,151175.0,134857.0,11427.0,4891.0,2519.58
8479345,D,398950.0,339924.0,39619.0,19407.0,6649.17
8479346,F,164656.0,136548.0,18169.0,9939.0,2744.27
8479347,F,15876.0,14861.0,583.0,432.0,264.6
8479348,D,67713.0,61358.0,4354.0,2001.0,1128.55
8479351,F,271606.0,233926.0,25027.0,12653.0,4526.77
8479353,F,232713.0,206256.0,16780.0,9677.0,3878.55
8479355,D,13774.0,12640.0,861.0,273.0,229.57
8479356,F,61885.0,57675.0,2761.0,1449.0,1031.42
8479359,F,162074.0,134844.0,18149.0,9081.0,2701.23
8479361,G,349201.0,298438.0,32862.0,17901.0,5820.02
8479362,F,12397.0,11794.0,507.0,96.0,206.62
8479364,F,4542.0,4275.0,208.0,59.0,75.7
8479365,F,242641.0,216944.0,17042.0,8655.0,4044.02
8479366,F,42570.0,37898.0,3255.0,1417.0,709.5
8479367,F,30023.0,27365.0,1924.0,734.0,500.38
8479368,F,113946.0,105241.0,6437.0,2268.0,1899.1
8479369,D,377772.0,328666.0,30449.0,18657.0,6296.2
8479370,F,201400.0,173601.0,18028.0,9771.0,3356.67
8479371,D,341572.0,302500.0,26645.0,12427.0,5692.87
8479372,D,188997.0,173177.0,10689.0,5131.0,3149.95
8479373,F,50894.0,44548.0,3857.0,2489.0,848.23
8479375,F,1595.0,1595.0,0.0,0.0,26.58
8479376,D,41746.0,35900.0,3978.0,1868.0,695.77
8479378,D,191330.0,171081.0,14657.0,5592.0,3188.83
8479379,F,60442.0,58075.0,1843.0,524.0,1007.37
8479380,G,1200.0,1093.0,16.0,91.0,20.0
8479382,F,9009.0,8030.0,610.0,369.0,150.15
8479383,F,119237.0,104836.0,8866.0,5535.0,1987.28
8479385,F,366202.0,314805.0,33016.0,18381.0,6103.37
8479387,D,25656.0,23887.0,1361.0,408.0,427.6
8479388,D,95183.0,85559.0,6578.0,3046.0,1586.38
8479390,F,285496.0,244287.0,27293.0,13916.0,4758.27
8479393,F,191100.0,168215.0,15063.0,7822.0,3185.0
8479394,G,481668.0,406831.0,45887.0,28950.0,8027.8
8479395,D,50452.0,45759.0,2923.0,1770.0,840.87
8479398,D,381576.0,325031.0,37568.0,18977.0,6359.6
8479400,F,352262.0,295915.0,37012.0,19335.0,5871.03
8479402,D,229652.0,205500.0,16041.0,8111.0,3827.53
8479404,F,33282.0,29450.0,2718.0,1114.0,554.7
8479406,G,653888.0,551036.0,69584.0,33268.0,10898.13
8479407,F,397598.0,329738.0,42647.0,25213.0,6626.63
8479410,D,432795.0,354188.0,50302.0,28305.0,7213.25
8479413,D,1285.0,1108.0,132.0,45.0,21.42
8479414,F,164594.0,142158.0,14552.0,7884.0,2743.23
8479415,F,162040.0,141802.0,13333.0,6905.0,2700.67
8479419,F,17977.0,16836.0,650.0,491.0,299.62
8479420,F,387616.0,323422.0,42900.0,21294.0,6460.27
8479421,D,69791.0,65181.0,3315.0,1295.0,1163.18
8479423,F,36827.0,32932.0,2299.0,1596.0,613.78
8479425,D,451400.0,376019.0,49179.0,26202.0,7523.33
8479439,D,70848.0,61954.0,6150.0,2744.0,1180.8
8479442,D,266439.0,233055.0,23252.0,10132.0,4440.65
8479447,F,584.0,583.0,1.0,0.0,9.73
8479458,D,152439.0,130864.0,14200.0,7375.0,2540.65
8479465,F,20934.0,18474.0,1467.0,993.0,348.9
8479482,D,14255.0,12973.0,698.0,584.0,237.58
8479496,G,366847.0,310973.0,36470.0,19404.0,6114.12
8479511,F,47082.0,42122.0,3480.0,1480.0,784.7
8479512,F,3013.0,2695.0,148.0,170.0,50.22
8479514,F,102722.0,87567.0,9655.0,5500.0,1712.03
8479516,F,1083.0,1083.0,0.0,0.0,18.05
8479518,F,3983.0,3831.0,131.0,21.0,66.38
8479520,F,232387.0,200522.0,21951.0,9914.0,3873.12
8479522,D,3827.0,3769.0,5.0,53.0,63.78
8479523,D,42606.0,39319.0,2354.0,933.0,710.1
8479525,F,270233.0,233837.0,23905.0,12491.0,4503.88
8479526,F,8450.0,7230.0,832.0,388.0,140.83
8479533,F,15403.0,13396.0,1352.0,655.0,256.72
8479534,D,5119.0,4717.0,227.0,175.0,85.32
8479536,F,61430.0,55179.0,4323.0,1928.0,1023.83
8479542,F,406378.0,331861.0,48038.0,26479.0,6772.97
8479543,F,99190.0,91379.0,5271.0,2540.0,1653.17
8479546,F,33505.0,30916.0,1703.0,886.0,558.42
8479547,F,20024.0,17118.0,1863.0,1043.0,333.73
8479550,F,25851.0,23566.0,1365.0,920.0,430.85
8479553,F,29248.0,27601.0,1306.0,341.0,487.47
8479573,F,10691.0,9678.0,715.0,298.0,178.18
8479576,D,188841.0,163712.0,16053.0,9076.0,3147.35
8479578,D,56649.0,49342.0,4881.0,2426.0,944.15
8479580,F,86875.0,71928.0,9988.0,4959.0,1447.92
8479581,G,4497.0,4289.0,123.0,85.0,74.95
8479587,F,2393.0,2357.0,36.0,0.0,39.88
8479591,F,164294.0,151663.0,7823.0,4808.0,2738.23
8479594,D,665.0,664.0,1.0,0.0,11.08
8479597,D,3361.0,3140.0,185.0,36.0,56.02
8479602,D,4924.0,4520.0,307.0,97.0,82.07
8479619,F,143644.0,129710.0,9310.0,4624.0,2394.07
8479638,F,98600.0,86581.0,7596.0,4423.0,1643.33
8479639,D,69821.0,61433.0,5658.0,2730.0,1163.68
8479644,F,26989.0,25642.0,956.0,391.0,449.82
8479661,F,260081.0,223110.0,24793.0,12178.0,4334.68
8479671,F,184255.0,167158.0,11585.0,5512.0,3070.92
8479675,F,337598.0,278775.0,37500.0,21323.0,5626.63
8479705,F,43809.0,41062.0,1916.0,831.0,730.15
8479718,F,36807.0,32282.0,2864.0,1661.0,613.45
8479729,D,2248.0,2081.0,127.0,40.0,37.47
8479746,F,1655.0,1637.0,18.0,0.0,27.58
8479772,F,104207.0,96137.0,4769.0,3301.0,1736.78
8479933,F,31475.0,28181.0,2186.0,1108.0,524.58
8479941,F,150878.0,131292.0,12860.0,6726.0,2514.63
8479942,F,11168.0,10297.0,614.0,257.0,186.13
8479944,F,173341.0,152405.0,13388.0,7548.0,2889.02
8479945,D,82546.0,74914.0,5475.0,2157.0,1375.77
8479968,F,68873.0,61218.0,4931.0,2724.0,1147.88
8479972,F,51377.0,44365.0,4593.0,2419.0,856.28
8479973,G,691779.0,585745.0,71532.0,34502.0,11529.65
8479974,F,17261.0,14739.0,1682.0,840.0,287.68
8479976,D,212853.0,184298.0,19470.0,9085.0,3547.55
8479977,F,215015.0,186585.0,19497.0,8933.0,3583.58
8479979,G,870562.0,734808.0,87178.0,48576.0,14509.37
8479980,D,344725.0,308722.0,23270.0,12733.0,5745.42
8479981,F,79763.0,75563.0,2923.0,1277.0,1329.38
8479982,D,144393.0,123930.0,13145.0,7318.0,2406.55
8479983,D,451468.0,388176.0,41860.0,21432.0,7524.47
8479984,D,93043.0,84843.0,5509.0,2691.0,1550.72
8479985,D,37747.0,34428.0,1807.0,1512.0,629.12
8479986,F,16686.0,15857.0,527.0,302.0,278.1
8479987,F,292671.0,253142.0,26155.0,13374.0,4877.85
8479991,F,47405.0,42978.0,2591.0,1836.0,790.08
8479992,F,275801.0,232191.0,28708.0,14902.0,4596.68
8479994,F,58026.0,52601.0,3656.0,1769.0,967.1
8479996,F,189643.0,161747.0,18435.0,9461.0,3160.72
8479998,D,419302.0,369251.0,32950.0,17101.0,6988.37
8479999,F,318637.0,272911.0,29597.0,16129.0,5310.62
8480001,D,192177.0,170732.0,15194.0,6251.0,3202.95
8480002,F,401417.0,328147.0,47047.0,26223.0,6690.28
8480003,F,220556.0,196440.0,15776.0,8340.0,3675.93
8480005,F,27572.0,25840.0,1184.0,548.0,459.53
8480007,F,48333.0,44005.0,2499.0,1829.0,805.55
8480008,F,73019.0,62878.0,6542.0,3599.0,1216.98
8480009,F,303063.0,260877.0,27029.0,15157.0,5051.05
8480011,F,112952.0,103991.0,6576.0,2385.0,1882.53
8480012,F,396341.0,319838.0,49273.0,27230.0,6605.68
8480014,F,262074.0,224356.0,25734.0,11984.0,4367.9
8480015,F,328160.0,282188.0,29974.0,15998.0,5469.33
8480018,F,459519.0,376158.0,53687.0,29674.0,7658.65
8480019,F,6448.0,5583.0,725.0,140.0,107.47
8480021,F,63244.0,55387.0,5571.0,2286.0,1054.07
8480022,G,3441.0,2801.0,310.0,330.0,57.35
8480023,F,395080.0,327535.0,42977.0,24568.0,6584.67
8480025,F,126900.0,112219.0,9164.0,5517.0,2115.0
8480027,F,401810.0,342021.0,38746.0,21043.0,6696.83
8480028,F,313377.0,266890.0,29415.0,17072.0,5222.95
8480029,F,72588.0,60347.0,8303.0,3938.0,1209.8
8480031,F,97821.0,86847.0,7329.0,3645.0,1630.35
8480032,F,6767.0,6450.0,237.0,80.0,112.78
8480034,F,1307.0,1246.0,61.0,0.0,21.78
8480035,D,314027.0,275789.0,26332.0,11906.0,5233.78
8480036,D,466786.0,388311.0,49647.0,28828.0,7779.77
