player_id,player_name,reb_attempts,league_denom,es_toi_min,P1b,P1b_lo,P1b_hi,P1b_pct,P1b_lo_pct,P1b_hi_pct,P1b_rank,P1b_per60,P1b_per60_lo95,P1b_per60_hi95,P1b_per60_rank,rank_delta_pct_vs_per60,toi_flag
8479400,Pierre-Luc Dubois,39,16187,4931.916666666667,0.002409,0.001763,0.003292,0.2409,0.1763,0.3292,113,0.4745,0.3474,0.6475,161,-48,TOI_INFLATED
8478010,Brayden Point,44,16187,5565.816666666667,0.002718,0.002026,0.003647,0.2718,0.2026,0.3647,83,0.4743,0.3536,0.6357,162,-79,TOI_INFLATED
8480023,Robert Thomas,43,16187,5458.916666666667,0.002656,0.001973,0.003576,0.2656,0.1973,0.3576,89,0.4726,0.3512,0.6356,163,-74,TOI_INFLATED
8479542,Brandon Hagel,43,16187,5531.016666666666,0.002656,0.001973,0.003576,0.2656,0.1973,0.3576,89,0.4665,0.3466,0.6273,164,-75,TOI_INFLATED
8477416,Oliver Bjorkstrand,39,16187,5023.266666666666,0.002409,0.001763,0.003292,0.2409,0.1763,0.3292,113,0.4658,0.3411,0.6358,165,-52,TOI_INFLATED
8479992,Michael Rasmussen,30,16187,3869.85,0.001853,0.001299,0.002645,0.1853,0.1299,0.2645,202,0.4651,0.3261,0.6627,166,36,TOI_DEFLATED
8478427,Sebastian Aho,42,16187,5445.966666666666,0.002595,0.00192,0.003505,0.2595,0.192,0.3505,98,0.4627,0.3426,0.6244,167,-69,TOI_INFLATED
8476438,Brandon Saad,33,16187,4305.366666666667,0.002039,0.001452,0.002862,0.2039,0.1452,0.2862,163,0.4599,0.3278,0.6447,168,-5,
8477021,Alexander Kerfoot,34,16187,4497.066666666667,0.0021,0.001504,0.002934,0.21,0.1504,0.2934,160,0.4536,0.3249,0.6328,169,-9,
8481554,Kaapo Kakko,30,16187,3978.0666666666666,0.001853,0.001299,0.002645,0.1853,0.1299,0.2645,202,0.4525,0.3173,0.6447,170,32,TOI_DEFLATED
8481540,Cole Caufield,37,16187,4913.266666666666,0.002286,0.001659,0.003149,0.2286,0.1659,0.3149,130,0.4518,0.3281,0.6218,171,-41,TOI_INFLATED
8474586,Jordan Eberle,36,16187,4814.133333333333,0.002224,0.001607,0.003077,0.2224,0.1607,0.3077,140,0.4487,0.3244,0.6201,172,-32,TOI_INFLATED
8475768,Jaden Schwartz,30,16187,4015.7166666666667,0.001853,0.001299,0.002645,0.1853,0.1299,0.2645,202,0.4482,0.3143,0.6386,173,29,TOI_DEFLATED
8477479,Tyler Bertuzzi,36,16187,4842.666666666667,0.002224,0.001607,0.003077,0.2224,0.1607,0.3077,140,0.446,0.3225,0.6164,174,-34,TOI_INFLATED
8476981,Josh Anderson,33,16187,4495.533333333334,0.002039,0.001452,0.002862,0.2039,0.1452,0.2862,163,0.4404,0.3139,0.6174,175,-12,
8482705,Cole Sillinger,31,16187,4227.183333333333,0.001915,0.00135,0.002717,0.1915,0.135,0.2717,186,0.44,0.3103,0.6234,176,10,
8475170,Brayden Schenn,38,16187,5221.9,0.002348,0.001711,0.00322,0.2348,0.1711,0.322,119,0.4366,0.3184,0.5983,177,-58,TOI_INFLATED
8479987,Morgan Geekie,30,16187,4219.033333333334,0.001853,0.001299,0.002645,0.1853,0.1299,0.2645,202,0.4266,0.2991,0.608,178,24,TOI_DEFLATED
8476880,Tom Wilson,33,16187,4665.7,0.002039,0.001452,0.002862,0.2039,0.1452,0.2862,163,0.4244,0.3024,0.5949,179,-16,
8477496,Elias Lindholm,38,16187,5397.1,0.002348,0.001711,0.00322,0.2348,0.1711,0.322,119,0.4224,0.3081,0.5789,180,-61,TOI_INFLATED
8478233,Andrew Mangiapane,31,16187,4442.666666666667,0.001915,0.00135,0.002717,0.1915,0.135,0.2717,186,0.4187,0.2952,0.5932,181,5,
8476925,Colton Sissons,31,16187,4453.766666666666,0.001915,0.00135,0.002717,0.1915,0.135,0.2717,186,0.4176,0.2945,0.5917,182,4,
8482665,Matty Beniers,31,16187,4456.55,0.001915,0.00135,0.002717,0.1915,0.135,0.2717,186,0.4174,0.2943,0.5913,183,3,
8477426,Nick Paul,33,16187,4781.366666666667,0.002039,0.001452,0.002862,0.2039,0.1452,0.2862,163,0.4141,0.2951,0.5806,184,-21,TOI_INFLATED
8474679,Gustav Nyquist,31,16187,4493.133333333333,0.001915,0.00135,0.002717,0.1915,0.135,0.2717,186,0.414,0.2919,0.5866,185,1,
8476460,Mark Scheifele,42,16187,6170.416666666667,0.002595,0.00192,0.003505,0.2595,0.192,0.3505,98,0.4084,0.3024,0.5513,186,-88,TOI_INFLATED
8475726,Tyler Toffoli,33,16187,4884.566666666667,0.002039,0.001452,0.002862,0.2039,0.1452,0.2862,163,0.4054,0.2889,0.5683,187,-24,TOI_INFLATED
8480028,Morgan Frost,30,16187,4448.166666666667,0.001853,0.001299,0.002645,0.1853,0.1299,0.2645,202,0.4047,0.2837,0.5767,188,14,
8476539,Jonathan Marchessault,35,16187,5216.333333333333,0.002162,0.001555,0.003006,0.2162,0.1555,0.3006,153,0.4026,0.2897,0.5591,189,-36,TOI_INFLATED
8479420,Tage Thompson,36,16187,5390.366666666667,0.002224,0.001607,0.003077,0.2224,0.1607,0.3077,140,0.4007,0.2897,0.5539,190,-50,TOI_INFLATED
8474564,Steven Stamkos,37,16187,5583.733333333334,0.002286,0.001659,0.003149,0.2286,0.1659,0.3149,130,0.3976,0.2887,0.5472,191,-61,TOI_INFLATED
8477500,Bo Horvat,38,16187,5735.966666666666,0.002348,0.001711,0.00322,0.2348,0.1711,0.322,119,0.3975,0.2898,0.5448,192,-73,TOI_INFLATED
8477492,Nathan MacKinnon,42,16187,6339.416666666667,0.002595,0.00192,0.003505,0.2595,0.192,0.3505,98,0.3975,0.2943,0.5366,192,-94,TOI_INFLATED
8473986,Alex Killorn,33,16187,5008.283333333334,0.002039,0.001452,0.002862,0.2039,0.1452,0.2862,163,0.3953,0.2818,0.5544,194,-31,TOI_INFLATED
8475765,Vladimir Tarasenko,30,16187,4669.0,0.001853,0.001299,0.002645,0.1853,0.1299,0.2645,202,0.3855,0.2703,0.5495,195,7,
8478403,Jack Eichel,30,16187,4691.883333333333,0.001853,0.001299,0.002645,0.1853,0.1299,0.2645,202,0.3836,0.2689,0.5468,196,6,
8478420,Mikko Rantanen,40,16187,6306.266666666666,0.002471,0.001815,0.003363,0.2471,0.1815,0.3363,109,0.3806,0.2797,0.5175,197,-88,TOI_INFLATED
8481557,Matt Boldy,32,16187,5056.483333333334,0.001977,0.001401,0.002789,0.1977,0.1401,0.2789,176,0.3797,0.2692,0.5353,198,-22,TOI_INFLATED
8476458,Ryan Strome,31,16187,4916.416666666667,0.001915,0.00135,0.002717,0.1915,0.135,0.2717,186,0.3783,0.2668,0.5362,199,-13,
8477456,J.T. Compher,32,16187,5138.433333333333,0.001977,0.001401,0.002789,0.1977,0.1401,0.2789,176,0.3737,0.2649,0.5267,200,-24,TOI_INFLATED
8478864,Kirill Kaprizov,33,16187,5318.2,0.002039,0.001452,0.002862,0.2039,0.1452,0.2862,163,0.3723,0.2653,0.5221,201,-38,TOI_INFLATED
8471685,Anze Kopitar,36,16187,5877.883333333333,0.002224,0.001607,0.003077,0.2224,0.1607,0.3077,140,0.3675,0.2656,0.508,202,-62,TOI_INFLATED
8477942,Kevin Fiala,31,16187,5062.833333333333,0.001915,0.00135,0.002717,0.1915,0.135,0.2717,186,0.3674,0.259,0.5207,203,-17,
8476456,Jonathan Huberdeau,31,16187,5087.75,0.001915,0.00135,0.002717,0.1915,0.135,0.2717,186,0.3656,0.2577,0.5181,204,-18,
8476459,Mika Zibanejad,35,16187,5759.133333333333,0.002162,0.001555,0.003006,0.2162,0.1555,0.3006,153,0.3646,0.2624,0.5064,205,-52,TOI_INFLATED
8475798,Mikael Granlund,33,16187,5432.5,0.002039,0.001452,0.002862,0.2039,0.1452,0.2862,163,0.3645,0.2597,0.5112,206,-43,TOI_INFLATED
8477946,Dylan Larkin,33,16187,5454.116666666667,0.002039,0.001452,0.002862,0.2039,0.1452,0.2862,163,0.363,0.2587,0.5091,207,-44,TOI_INFLATED
8482078,Lucas Raymond,32,16187,5575.166666666667,0.001977,0.001401,0.002789,0.1977,0.1401,0.2789,176,0.3444,0.2441,0.4855,208,-32,TOI_INFLATED
8480012,Elias Pettersson,30,16187,5330.633333333333,0.001853,0.001299,0.002645,0.1853,0.1299,0.2645,202,0.3377,0.2367,0.4813,209,-7,
8479343,Clayton Keller,32,16187,5731.25,0.001977,0.001401,0.002789,0.1977,0.1401,0.2789,176,0.335,0.2375,0.4723,210,-34,TOI_INFLATED
8482116,Tim Stützle,32,16187,5816.95,0.001977,0.001401,0.002789,0.1977,0.1401,0.2789,176,0.3301,0.234,0.4653,211,-35,TOI_INFLATED
8476389,Vincent Trocheck,32,16187,5892.166666666667,0.001977,0.001401,0.002789,0.1977,0.1401,0.2789,176,0.3259,0.231,0.4594,212,-36,TOI_INFLATED
8479337,Alex DeBrincat,30,16187,5869.85,0.001853,0.001299,0.002645,0.1853,0.1299,0.2645,202,0.3067,0.2149,0.4372,213,-11,
