season,team,state,zone,for_att,for_gl,ag_att,ag_gl
20242025,UTA,PP,Wide,172,15,186,17
20242025,UTA,PP,lane_other,30,4,36,3
20242025,UTA,PP,unk,0,0,0,0
20242025,UTA,PK,CNFI,1,0,8,3
20242025,UTA,PK,MNFI,8,1,11,1
20242025,UTA,PK,FNFI,1,1,1,0
20242025,UTA,PK,Wide,61,0,53,3
20242025,UTA,PK,lane_other,181,0,138,0
20242025,UTA,PK,unk,0,0,0,0
20242025,NYR,ES,CNFI,505,62,566,70
20242025,NYR,ES,MNFI,359,45,372,48
20242025,NYR,ES,FNFI,274,9,302,13
20242025,NYR,ES,Wide,1735,36,1699,23
20242025,NYR,ES,lane_other,908,14,893,10
20242025,NYR,ES,unk,0,0,0,0
20242025,NYR,PP,CNFI,107,16,140,24
20242025,NYR,PP,MNFI,73,3,70,11
20242025,NYR,PP,FNFI,76,5,78,3
20242025,NYR,PP,Wide,207,8,157,4
20242025,NYR,PP,lane_other,33,3,34,1
20242025,NYR,PP,unk,0,0,0,0
20242025,NYR,PK,CNFI,16,5,13,3
20242025,NYR,PK,MNFI,15,0,16,3
20242025,NYR,PK,FNFI,3,0,4,0
20242025,NYR,PK,Wide,85,6,41,0
20242025,NYR,PK,lane_other,138,3,149,0
20242025,NYR,PK,unk,0,0,0,0
20252026,SJS,ES,CNFI,357,46,389,47
20252026,SJS,ES,MNFI,216,31,254,29
20252026,SJS,ES,FNFI,160,6,196,11
20252026,SJS,ES,Wide,930,22,1027,31
20252026,SJS,ES,lane_other,566,2,610,8
20252026,SJS,ES,unk,0,0,0,0
20252026,SJS,PP,CNFI,68,11,88,14
20252026,SJS,PP,MNFI,47,8,53,6
20252026,SJS,PP,FNFI,50,5,50,2
20252026,SJS,PP,Wide,93,2,133,15
20252026,SJS,PP,lane_other,21,2,16,3
20252026,SJS,PP,unk,0,0,0,0
20252026,SJS,PK,CNFI,10,1,9,2
20252026,SJS,PK,MNFI,9,1,14,2
20252026,SJS,PK,FNFI,4,0,3,0
20252026,SJS,PK,Wide,21,0,32,0
20252026,SJS,PK,lane_other,111,0,102,1
20252026,SJS,PK,unk,0,0,0,0
20242025,VAN,ES,CNFI,431,61,474,65
20242025,VAN,ES,MNFI,316,33,312,27
20242025,VAN,ES,FNFI,311,12,275,11
20242025,VAN,ES,Wide,1610,31,1649,49
20242025,VAN,ES,lane_other,841,9,925,11
20242025,VAN,ES,unk,0,0,0,0
20242025,VAN,PP,CNFI,111,24,118,14
20242025,VAN,PP,MNFI,51,12,81,7
20242025,VAN,PP,FNFI,74,0,48,3
20242025,VAN,PP,Wide,150,8,163,8
20242025,VAN,PP,lane_other,31,2,33,1
20242025,VAN,PP,unk,0,0,0,0
20242025,VAN,PK,CNFI,8,2,13,4
20242025,VAN,PK,MNFI,12,2,13,2
20242025,VAN,PK,FNFI,4,0,4,0
20242025,VAN,PK,Wide,75,0,45,0
20242025,VAN,PK,lane_other,119,0,142,0
20242025,VAN,PK,unk,0,0,0,0
20242025,DAL,ES,CNFI,530,75,505,70
20242025,DAL,ES,MNFI,365,43,353,33
20242025,DAL,ES,FNFI,281,8,304,8
20242025,DAL,ES,Wide,1570,35,1707,26
20242025,DAL,ES,lane_other,880,16,1017,10
20242025,DAL,ES,unk,0,0,0,0
20242025,DAL,PP,CNFI,158,23,113,12
20242025,DAL,PP,MNFI,106,13,62,9
20242025,DAL,PP,FNFI,70,1,71,2
20242025,DAL,PP,Wide,145,8,156,10
20242025,DAL,PP,lane_other,34,4,26,0
20242025,DAL,PP,unk,0,0,0,0
20242025,DAL,PK,CNFI,9,3,10,2
20242025,DAL,PK,MNFI,13,0,15,0
20242025,DAL,PK,FNFI,3,0,4,0
20242025,DAL,PK,Wide,57,0,68,2
20242025,DAL,PK,lane_other,114,1,180,0
20242025,DAL,PK,unk,0,0,0,0
20212022,CHI,ES,CNFI,409,58,491,75
20212022,CHI,ES,MNFI,427,40,500,56
20212022,CHI,ES,FNFI,293,10,370,20
20212022,CHI,ES,Wide,1366,30,1508,31
20212022,CHI,ES,lane_other,1040,7,948,15
20212022,CHI,ES,unk,0,0,0,0
20212022,CHI,PP,CNFI,87,13,84,15
20212022,CHI,PP,MNFI,91,8,71,8
20212022,CHI,PP,FNFI,69,2,86,6
20212022,CHI,PP,Wide,174,14,217,20
20212022,CHI,PP,lane_other,48,8,23,2
20212022,CHI,PP,unk,0,0,0,0
20212022,CHI,PK,CNFI,12,1,12,2
20212022,CHI,PK,MNFI,16,1,22,1
20212022,CHI,PK,FNFI,5,0,6,2
20212022,CHI,PK,Wide,41,0,46,1
20212022,CHI,PK,lane_other,170,0,157,0
20212022,CHI,PK,unk,0,0,0,0
20222023,CHI,ES,CNFI,473,68,650,97
20222023,CHI,ES,MNFI,375,36,533,52
20222023,CHI,ES,FNFI,221,4,260,9
20222023,CHI,ES,Wide,1497,25,1704,38
20222023,CHI,ES,lane_other,942,4,748,12
20222023,CHI,ES,unk,0,0,0,0
20222023,CHI,PP,CNFI,94,18,117,24
20222023,CHI,PP,MNFI,50,2,91,11
20222023,CHI,PP,FNFI,76,4,54,4
20222023,CHI,PP,Wide,198,12,170,13
20222023,CHI,PP,lane_other,24,0,36,2
20222023,CHI,PP,unk,0,0,0,0
20222023,CHI,PK,CNFI,12,2,14,3
20222023,CHI,PK,MNFI,6,3,32,4
20222023,CHI,PK,FNFI,3,1,1,0
20222023,CHI,PK,Wide,55,1,59,0
20222023,CHI,PK,lane_other,149,0,138,0
20222023,CHI,PK,unk,0,0,0,0
20212022,PIT,ES,CNFI,587,80,512,75
20212022,PIT,ES,MNFI,544,52,441,47
20212022,PIT,ES,FNFI,374,9,382,7
20212022,PIT,ES,Wide,1564,32,1377,24
20212022,PIT,ES,lane_other,931,8,915,5
20212022,PIT,ES,unk,0,0,0,0
20212022,PIT,PP,CNFI,132,15,75,15
20212022,PIT,PP,MNFI,112,17,72,4
20212022,PIT,PP,FNFI,71,4,104,2
20212022,PIT,PP,Wide,166,8,157,7
20212022,PIT,PP,lane_other,44,4,29,4
20212022,PIT,PP,unk,0,0,0,0
20212022,PIT,PK,CNFI,11,1,22,3
20212022,PIT,PK,MNFI,12,2,22,1
20212022,PIT,PK,FNFI,5,0,9,0
20212022,PIT,PK,Wide,46,0,52,1
20212022,PIT,PK,lane_other,131,0,162,2
20212022,PIT,PK,unk,0,0,0,0
20222023,PIT,ES,CNFI,671,86,596,90
20222023,PIT,ES,MNFI,503,38,480,40
20222023,PIT,ES,FNFI,342,8,349,8
20222023,PIT,ES,Wide,1559,27,1444,26
20222023,PIT,ES,lane_other,1004,13,1035,12
20222023,PIT,ES,unk,0,0,0,0
20222023,PIT,PP,CNFI,188,31,122,20
20222023,PIT,PP,MNFI,100,9,101,8
20222023,PIT,PP,FNFI,88,2,121,3
20222023,PIT,PP,Wide,174,15,182,17
20222023,PIT,PP,lane_other,43,2,27,4
20222023,PIT,PP,unk,0,0,0,0
20222023,PIT,PK,CNFI,19,1,32,1
20222023,PIT,PK,MNFI,10,3,20,3
20222023,PIT,PK,FNFI,2,0,5,0
20222023,PIT,PK,Wide,51,0,67,1
20222023,PIT,PK,lane_other,182,1,189,0
20222023,PIT,PK,unk,0,0,0,0
20232024,NJD,ES,CNFI,586,83,558,93
20232024,NJD,ES,MNFI,345,46,357,35
20232024,NJD,ES,FNFI,272,14,264,6
20232024,NJD,ES,Wide,1751,25,1773,37
20232024,NJD,ES,lane_other,917,13,1058,21
20232024,NJD,ES,unk,0,0,0,0
20232024,NJD,PP,CNFI,119,19,121,15
20232024,NJD,PP,MNFI,83,8,68,9
20232024,NJD,PP,FNFI,72,7,81,5
20232024,NJD,PP,Wide,168,13,173,12
20232024,NJD,PP,lane_other,35,6,41,3
20232024,NJD,PP,unk,0,0,0,0
20232024,NJD,PK,CNFI,11,1,20,3
20232024,NJD,PK,MNFI,11,1,16,4
20232024,NJD,PK,FNFI,6,0,3,0
20232024,NJD,PK,Wide,66,1,74,1
20232024,NJD,PK,lane_other,161,0,224,0
20232024,NJD,PK,unk,0,0,0,0
20232024,DET,ES,CNFI,441,63,548,86
20232024,DET,ES,MNFI,331,50,450,41
20232024,DET,ES,FNFI,317,9,346,13
20232024,DET,ES,Wide,1599,44,1797,35
20232024,DET,ES,lane_other,1078,13,936,16
20232024,DET,ES,unk,0,0,0,0
20232024,DET,PP,CNFI,117,21,164,17
20232024,DET,PP,MNFI,94,11,74,9
20232024,DET,PP,FNFI,86,3,66,4
20232024,DET,PP,Wide,248,13,247,15
20232024,DET,PP,lane_other,49,8,30,2
20232024,DET,PP,unk,0,0,0,0
20232024,DET,PK,CNFI,15,3,15,3
20232024,DET,PK,MNFI,8,1,16,4
20232024,DET,PK,FNFI,3,0,6,0
20232024,DET,PK,Wide,68,1,81,3
20232024,DET,PK,lane_other,194,0,180,0
20232024,DET,PK,unk,0,0,0,0
20252026,NSH,ES,CNFI,378,55,391,52
20252026,NSH,ES,MNFI,225,15,271,19
20252026,NSH,ES,FNFI,161,7,185,10
20252026,NSH,ES,Wide,1012,23,1160,16
20252026,NSH,ES,lane_other,533,4,622,9
20252026,NSH,ES,unk,0,0,0,0
20252026,NSH,PP,CNFI,85,15,99,9
20252026,NSH,PP,MNFI,44,4,48,7
20252026,NSH,PP,FNFI,50,5,29,1
20252026,NSH,PP,Wide,133,10,77,6
20252026,NSH,PP,lane_other,28,0,15,1
20252026,NSH,PP,unk,0,0,0,0
20252026,NSH,PK,CNFI,6,0,6,0
20252026,NSH,PK,MNFI,10,3,21,1
20252026,NSH,PK,FNFI,5,0,2,0
20252026,NSH,PK,Wide,37,1,43,0
20252026,NSH,PK,lane_other,75,2,80,0
20252026,NSH,PK,unk,0,0,0,0
20212022,SEA,ES,CNFI,477,59,516,86
20212022,SEA,ES,MNFI,441,47,407,52
20212022,SEA,ES,FNFI,312,6,247,4
20212022,SEA,ES,Wide,1438,34,1507,41
20212022,SEA,ES,lane_other,837,8,881,7
20212022,SEA,ES,unk,0,0,0,0
20212022,SEA,PP,CNFI,90,14,89,20
20212022,SEA,PP,MNFI,64,3,89,14
20212022,SEA,PP,FNFI,65,2,65,5
20212022,SEA,PP,Wide,218,9,201,14
20212022,SEA,PP,lane_other,26,3,29,2
20212022,SEA,PP,unk,0,0,0,0
20212022,SEA,PK,CNFI,20,4,10,2
20212022,SEA,PK,MNFI,13,1,10,0
20212022,SEA,PK,FNFI,5,1,3,0
20212022,SEA,PK,Wide,29,1,51,2
20212022,SEA,PK,lane_other,140,1,133,1
20212022,SEA,PK,unk,0,0,0,0
20222023,SEA,ES,CNFI,528,81,541,82
20222023,SEA,ES,MNFI,494,56,422,42
20222023,SEA,ES,FNFI,308,10,247,6
20222023,SEA,ES,Wide,1636,50,1427,24
20222023,SEA,ES,lane_other,883,14,867,11
20222023,SEA,ES,unk,0,0,0,0
20222023,SEA,PP,CNFI,106,14,119,21
20222023,SEA,PP,MNFI,69,10,63,6
20222023,SEA,PP,FNFI,63,1,84,6
20222023,SEA,PP,Wide,222,18,187,16
20222023,SEA,PP,lane_other,24,2,33,4
20222023,SEA,PP,unk,0,0,0,0
20222023,SEA,PK,CNFI,16,0,12,3
20222023,SEA,PK,MNFI,9,3,7,0
20222023,SEA,PK,FNFI,4,1,4,0
20222023,SEA,PK,Wide,41,1,59,3
20222023,SEA,PK,lane_other,133,0,168,1
20222023,SEA,PK,unk,0,0,0,0
20252026,PHI,ES,CNFI,381,44,306,30
20252026,PHI,ES,MNFI,225,28,231,29
20252026,PHI,ES,FNFI,185,13,178,10
20252026,PHI,ES,Wide,918,16,1008,19
20252026,PHI,ES,lane_other,584,6,511,6
20252026,PHI,ES,unk,0,0,0,0
20252026,PHI,PP,CNFI,87,10,70,11
20252026,PHI,PP,MNFI,34,1,57,10
20252026,PHI,PP,FNFI,57,2,52,3
20252026,PHI,PP,Wide,101,5,114,12
20252026,PHI,PP,lane_other,19,1,23,2
20252026,PHI,PP,unk,0,0,0,0
20252026,PHI,PK,CNFI,8,1,7,1
20252026,PHI,PK,MNFI,9,2,8,2
20252026,PHI,PK,FNFI,3,0,1,0
20252026,PHI,PK,Wide,37,1,25,1
20252026,PHI,PK,lane_other,107,1,88,0
20252026,PHI,PK,unk,0,0,0,0
20212022,ARI,ES,CNFI,490,75,656,102
20212022,ARI,ES,MNFI,405,42,534,52
20212022,ARI,ES,FNFI,265,5,345,8
20212022,ARI,ES,Wide,1344,30,1610,47
20212022,ARI,ES,lane_other,881,6,802,17
20212022,ARI,ES,unk,0,0,0,0
20212022,ARI,PP,CNFI,78,7,137,25
20212022,ARI,PP,MNFI,44,6,103,14
20212022,ARI,PP,FNFI,53,5,117,5
20212022,ARI,PP,Wide,138,5,223,15
20212022,ARI,PP,lane_other,28,3,48,5
20212022,ARI,PP,unk,0,0,0,0
20212022,ARI,PK,CNFI,14,1,14,1
20212022,ARI,PK,MNFI,11,1,11,2
20212022,ARI,PK,FNFI,7,1,4,0
20212022,ARI,PK,Wide,38,0,55,0
20212022,ARI,PK,lane_other,161,0,92,1
20212022,ARI,PK,unk,0,0,0,0
20222023,ARI,ES,CNFI,488,70,609,84
20222023,ARI,ES,MNFI,386,34,496,45
20222023,ARI,ES,FNFI,271,6,323,11
20222023,ARI,ES,Wide,1331,32,1513,32
20222023,ARI,ES,lane_other,843,10,808,12
20222023,ARI,ES,unk,0,0,0,0
20222023,ARI,PP,CNFI,92,19,192,29
20222023,ARI,PP,MNFI,80,10,138,14
20222023,ARI,PP,FNFI,65,4,100,8
20222023,ARI,PP,Wide,145,8,339,26
20222023,ARI,PP,lane_other,33,4,36,3
20222023,ARI,PP,unk,0,0,0,0
20222023,ARI,PK,CNFI,14,0,16,2
20222023,ARI,PK,MNFI,14,4,14,1
20222023,ARI,PK,FNFI,1,0,12,2
20222023,ARI,PK,Wide,56,1,34,0
20222023,ARI,PK,lane_other,213,0,131,0
20222023,ARI,PK,unk,0,0,0,0
20252026,WPG,ES,CNFI,341,40,372,50
20252026,WPG,ES,MNFI,228,24,244,23
20252026,WPG,ES,FNFI,169,5,182,6
20252026,WPG,ES,Wide,1021,17,934,21
20252026,WPG,ES,lane_other,546,7,563,5
20252026,WPG,ES,unk,0,0,0,0
20252026,WPG,PP,CNFI,89,16,86,12
20252026,WPG,PP,MNFI,35,6,40,6
20252026,WPG,PP,FNFI,40,1,44,4
20252026,WPG,PP,Wide,112,3,110,7
20252026,WPG,PP,lane_other,14,0,21,3
20252026,WPG,PP,unk,0,0,0,0
20252026,WPG,PK,CNFI,16,4,11,0
20252026,WPG,PK,MNFI,8,0,3,2
20252026,WPG,PK,FNFI,0,0,2,0
20252026,WPG,PK,Wide,37,0,29,0
20252026,WPG,PK,lane_other,79,0,68,0
20252026,WPG,PK,unk,0,0,0,0
20252026,NYI,ES,CNFI,371,30,430,48
20252026,NYI,ES,MNFI,227,22,245,30
20252026,NYI,ES,FNFI,186,8,196,5
20252026,NYI,ES,Wide,1062,21,1038,19
20252026,NYI,ES,lane_other,575,6,591,12
20252026,NYI,ES,unk,0,0,0,0
20252026,NYI,PP,CNFI,84,10,112,7
20252026,NYI,PP,MNFI,45,6,41,5
20252026,NYI,PP,FNFI,55,6,31,3
20252026,NYI,PP,Wide,98,4,113,8
20252026,NYI,PP,lane_other,20,0,23,2
20252026,NYI,PP,unk,0,0,0,0
20252026,NYI,PK,CNFI,10,1,10,2
20252026,NYI,PK,MNFI,9,1,5,2
20252026,NYI,PK,FNFI,6,0,2,0
20252026,NYI,PK,Wide,35,0,34,0
20252026,NYI,PK,lane_other,86,0,90,1
20252026,NYI,PK,unk,0,0,0,0
20252026,UTA,ES,CNFI,334,41,301,46
20252026,UTA,ES,MNFI,213,23,203,20
20252026,UTA,ES,FNFI,158,5,159,4
20252026,UTA,ES,Wide,975,29,957,16
20252026,UTA,ES,lane_other,538,8,594,10
20252026,UTA,ES,unk,0,0,0,0
20252026,UTA,PP,CNFI,75,13,100,12
20252026,UTA,PP,MNFI,48,6,32,3
20252026,UTA,PP,FNFI,41,7,54,2
20252026,UTA,PP,Wide,115,7,102,6
20252026,UTA,PP,lane_other,25,1,20,2
20252026,UTA,PP,unk,0,0,0,0
20252026,UTA,PK,CNFI,8,2,9,1
20252026,UTA,PK,MNFI,4,0,8,1
20252026,UTA,PK,FNFI,4,0,4,0
20252026,UTA,PK,Wide,33,1,39,0
20252026,UTA,PK,lane_other,97,0,73,0
20252026,UTA,PK,unk,0,0,0,0
20252026,NYR,ES,CNFI,339,45,322,36
20252026,NYR,ES,MNFI,223,17,237,22
20252026,NYR,ES,FNFI,202,11,196,6
20252026,NYR,ES,Wide,999,19,1107,25
20252026,NYR,ES,lane_other,553,4,618,4
20252026,NYR,ES,unk,0,0,0,0
20252026,NYR,PP,CNFI,94,17,97,16
20252026,NYR,PP,MNFI,53,6,59,7
20252026,NYR,PP,FNFI,46,4,73,4
20252026,NYR,PP,Wide,119,7,99,2
20252026,NYR,PP,lane_other,23,2,17,0
20252026,NYR,PP,unk,0,0,0,0
20252026,NYR,PK,CNFI,11,1,18,3
20252026,NYR,PK,MNFI,7,4,7,0
20252026,NYR,PK,FNFI,1,0,6,0
20252026,NYR,PK,Wide,25,0,29,0
20252026,NYR,PK,lane_other,86,0,89,1
20252026,NYR,PK,unk,0,0,0,0
20212022,ANA,ES,CNFI,572,77,617,80
20212022,ANA,ES,MNFI,414,37,451,46
20212022,ANA,ES,FNFI,294,7,380,16
20212022,ANA,ES,Wide,1455,27,1497,37
20212022,ANA,ES,lane_other,940,10,913,11
20212022,ANA,ES,unk,0,0,0,0
20212022,ANA,PP,CNFI,81,21,114,13
20212022,ANA,PP,MNFI,53,6,82,8
20212022,ANA,PP,FNFI,68,3,72,3
20212022,ANA,PP,Wide,180,16,230,14
20212022,ANA,PP,lane_other,22,1,32,3
20212022,ANA,PP,unk,0,0,0,0
20212022,ANA,PK,CNFI,13,3,14,2
20212022,ANA,PK,MNFI,9,0,16,1
20212022,ANA,PK,FNFI,4,0,7,0
20212022,ANA,PK,Wide,47,1,48,0
20212022,ANA,PK,lane_other,118,0,167,0
20212022,ANA,PK,unk,0,0,0,0
20252026,VAN,ES,CNFI,318,31,436,61
20252026,VAN,ES,MNFI,189,24,262,29
20252026,VAN,ES,FNFI,181,2,187,7
20252026,VAN,ES,Wide,954,16,1003,28
20252026,VAN,ES,lane_other,556,7,479,12
20252026,VAN,ES,unk,0,0,0,0
20252026,VAN,PP,CNFI,63,17,78,12
20252026,VAN,PP,MNFI,32,5,31,4
20252026,VAN,PP,FNFI,38,2,30,4
20252026,VAN,PP,Wide,73,6,90,5
20252026,VAN,PP,lane_other,12,0,18,0
20252026,VAN,PP,unk,0,0,0,0
20252026,VAN,PK,CNFI,5,2,7,0
20252026,VAN,PK,MNFI,8,3,2,0
20252026,VAN,PK,FNFI,2,0,3,0
20252026,VAN,PK,Wide,32,0,28,1
20252026,VAN,PK,lane_other,56,0,69,0
20252026,VAN,PK,unk,0,0,0,0
20212022,WSH,ES,CNFI,517,71,526,76
20212022,WSH,ES,MNFI,473,46,450,35
20212022,WSH,ES,FNFI,305,6,319,12
20212022,WSH,ES,Wide,1591,46,1438,31
20212022,WSH,ES,lane_other,900,15,840,10
20212022,WSH,ES,unk,0,0,0,0
20212022,WSH,PP,CNFI,84,14,104,18
20212022,WSH,PP,MNFI,72,6,72,12
20212022,WSH,PP,FNFI,53,7,81,3
20212022,WSH,PP,Wide,273,18,141,7
20212022,WSH,PP,lane_other,38,3,26,2
20212022,WSH,PP,unk,0,0,0,0
20212022,WSH,PK,CNFI,17,3,13,6
20212022,WSH,PK,MNFI,12,1,15,2
20212022,WSH,PK,FNFI,3,0,4,0
20212022,WSH,PK,Wide,52,3,79,0
20212022,WSH,PK,lane_other,124,0,138,0
20212022,WSH,PK,unk,0,0,0,0
20222023,WSH,ES,CNFI,601,80,589,86
20222023,WSH,ES,MNFI,413,49,475,36
20222023,WSH,ES,FNFI,262,11,339,10
20222023,WSH,ES,Wide,1648,28,1562,45
20222023,WSH,ES,lane_other,967,11,991,6
20222023,WSH,ES,unk,0,0,0,0
20222023,WSH,PP,CNFI,116,20,123,20
20222023,WSH,PP,MNFI,82,11,77,4
20222023,WSH,PP,FNFI,67,3,82,5
20222023,WSH,PP,Wide,201,12,179,10
20222023,WSH,PP,lane_other,22,1,35,1
20222023,WSH,PP,unk,0,0,0,0
20222023,WSH,PK,CNFI,12,0,15,3
20222023,WSH,PK,MNFI,19,1,10,3
20222023,WSH,PK,FNFI,6,0,2,0
20222023,WSH,PK,Wide,82,1,73,1
20222023,WSH,PK,lane_other,141,0,152,0
20222023,WSH,PK,unk,0,0,0,0
20252026,DAL,ES,CNFI,349,52,335,40
20252026,DAL,ES,MNFI,205,28,177,19
20252026,DAL,ES,FNFI,177,6,199,4
20252026,DAL,ES,Wide,807,14,853,18
20252026,DAL,ES,lane_other,588,8,549,8
20252026,DAL,ES,unk,0,0,0,0
20252026,DAL,PP,CNFI,91,20,96,11
20252026,DAL,PP,MNFI,63,5,52,5
20252026,DAL,PP,FNFI,28,2,61,0
20252026,DAL,PP,Wide,75,9,86,9
20252026,DAL,PP,lane_other,25,3,14,1
20252026,DAL,PP,unk,0,0,0,0
20252026,DAL,PK,CNFI,12,1,13,4
20252026,DAL,PK,MNFI,3,0,8,0
20252026,DAL,PK,FNFI,3,1,3,0
20252026,DAL,PK,Wide,39,1,32,0
20252026,DAL,PK,lane_other,79,0,80,0
20252026,DAL,PK,unk,0,0,0,0
20232024,VGK,ES,CNFI,545,80,500,64
20232024,VGK,ES,MNFI,391,45,372,38
20232024,VGK,ES,FNFI,305,9,285,7
20232024,VGK,ES,Wide,1805,29,1897,43
20232024,VGK,ES,lane_other,1146,16,1022,12
20232024,VGK,ES,unk,0,0,0,0
20232024,VGK,PP,CNFI,116,16,117,18
20232024,VGK,PP,MNFI,68,6,64,7
20232024,VGK,PP,FNFI,81,8,75,2
20232024,VGK,PP,Wide,208,15,212,9
20232024,VGK,PP,lane_other,37,4,43,7
20232024,VGK,PP,unk,0,0,0,0
20232024,VGK,PK,CNFI,16,5,13,2
20232024,VGK,PK,MNFI,12,1,18,3
20232024,VGK,PK,FNFI,3,0,4,0
20232024,VGK,PK,Wide,63,1,66,1
20232024,VGK,PK,lane_other,180,1,173,1
20232024,VGK,PK,unk,0,0,0,0
20222023,CAR,ES,CNFI,753,89,526,64
20222023,CAR,ES,MNFI,466,34,333,32
20222023,CAR,ES,FNFI,319,9,200,9
20222023,CAR,ES,Wide,1846,34,1363,30
20222023,CAR,ES,lane_other,665,12,972,9
20222023,CAR,ES,unk,0,0,0,0
20222023,CAR,PP,CNFI,130,15,143,19
20222023,CAR,PP,MNFI,97,7,83,5
20222023,CAR,PP,FNFI,96,7,55,5
20222023,CAR,PP,Wide,252,15,129,7
20222023,CAR,PP,lane_other,32,3,44,2
20222023,CAR,PP,unk,0,0,0,0
20222023,CAR,PK,CNFI,20,5,13,2
20222023,CAR,PK,MNFI,20,3,16,2
20222023,CAR,PK,FNFI,4,1,5,0
20222023,CAR,PK,Wide,69,0,65,0
20222023,CAR,PK,lane_other,95,0,168,1
20222023,CAR,PK,unk,0,0,0,0
20242025,ANA,ES,CNFI,485,71,645,78
20242025,ANA,ES,MNFI,346,33,419,44
20242025,ANA,ES,FNFI,308,10,376,12
20242025,ANA,ES,Wide,1732,35,1838,17
20242025,ANA,ES,lane_other,1023,5,879,8
20242025,ANA,ES,unk,0,0,0,0
20242025,ANA,PP,CNFI,89,8,139,28
20242025,ANA,PP,MNFI,59,5,67,9
20242025,ANA,PP,FNFI,88,2,107,4
20242025,ANA,PP,Wide,210,10,168,16
20242025,ANA,PP,lane_other,22,0,42,2
20242025,ANA,PP,unk,0,0,0,0
20242025,ANA,PK,CNFI,17,2,13,1
20242025,ANA,PK,MNFI,13,0,16,4
20242025,ANA,PK,FNFI,1,0,3,0
20242025,ANA,PK,Wide,47,1,49,0
20242025,ANA,PK,lane_other,149,0,139,0
20242025,ANA,PK,unk,0,0,0,0
20242025,TBL,ES,CNFI,550,78,480,46
20242025,TBL,ES,MNFI,364,39,373,43
20242025,TBL,ES,FNFI,310,17,332,11
20242025,TBL,ES,Wide,1628,29,1654,30
20242025,TBL,ES,lane_other,887,17,915,7
20242025,TBL,ES,unk,0,0,0,0
20242025,TBL,PP,CNFI,130,28,100,14
20242025,TBL,PP,MNFI,56,4,64,8
20242025,TBL,PP,FNFI,91,4,58,3
20242025,TBL,PP,Wide,144,12,143,8
20242025,TBL,PP,lane_other,37,3,30,2
20242025,TBL,PP,unk,0,0,0,0
20242025,TBL,PK,CNFI,14,4,8,2
20242025,TBL,PK,MNFI,23,3,11,2
20242025,TBL,PK,FNFI,4,0,2,0
20242025,TBL,PK,Wide,48,1,60,3
20242025,TBL,PK,lane_other,128,1,160,3
20242025,TBL,PK,unk,0,0,0,0
20232024,CHI,ES,CNFI,449,58,674,88
20232024,CHI,ES,MNFI,342,34,438,42
20232024,CHI,ES,FNFI,228,4,273,8
20232024,CHI,ES,Wide,1607,18,1887,47
20232024,CHI,ES,lane_other,1025,8,902,19
20232024,CHI,ES,unk,0,0,0,0
20232024,CHI,PP,CNFI,126,18,123,28
20232024,CHI,PP,MNFI,59,9,71,10
20232024,CHI,PP,FNFI,71,3,62,2
20232024,CHI,PP,Wide,170,7,159,10
20232024,CHI,PP,lane_other,37,1,40,5
20232024,CHI,PP,unk,0,0,0,0
20232024,CHI,PK,CNFI,15,1,11,1
20232024,CHI,PK,MNFI,15,0,12,5
20232024,CHI,PK,FNFI,1,0,6,0
20232024,CHI,PK,Wide,61,1,49,0
20232024,CHI,PK,lane_other,141,0,148,1
20232024,CHI,PK,unk,0,0,0,0
20212022,MIN,ES,CNFI,523,72,453,69
20212022,MIN,ES,MNFI,488,62,414,38
20212022,MIN,ES,FNFI,339,14,343,11
20212022,MIN,ES,Wide,1488,41,1517,29
20212022,MIN,ES,lane_other,824,20,836,6
20212022,MIN,ES,unk,0,0,0,0
20212022,MIN,PP,CNFI,91,18,102,26
20212022,MIN,PP,MNFI,101,9,102,10
20212022,MIN,PP,FNFI,76,3,98,4
20212022,MIN,PP,Wide,222,12,258,20
20212022,MIN,PP,lane_other,35,6,32,2
20212022,MIN,PP,unk,0,0,0,0
20212022,MIN,PK,CNFI,10,1,12,3
20212022,MIN,PK,MNFI,10,1,16,0
20212022,MIN,PK,FNFI,3,0,6,0
20212022,MIN,PK,Wide,61,0,63,2
20212022,MIN,PK,lane_other,166,0,170,0
20212022,MIN,PK,unk,0,0,0,0
20222023,MIN,ES,CNFI,531,75,519,72
20222023,MIN,ES,MNFI,414,27,424,28
20222023,MIN,ES,FNFI,291,6,331,7
20222023,MIN,ES,Wide,1636,33,1583,31
20222023,MIN,ES,lane_other,951,6,873,8
20222023,MIN,ES,unk,0,0,0,0
20222023,MIN,PP,CNFI,155,29,96,14
20222023,MIN,PP,MNFI,84,13,81,11
20222023,MIN,PP,FNFI,91,3,70,4
20222023,MIN,PP,Wide,212,8,229,12
20222023,MIN,PP,lane_other,30,1,33,3
20222023,MIN,PP,unk,0,0,0,0
20222023,MIN,PK,CNFI,19,6,11,0
20222023,MIN,PK,MNFI,15,5,9,2
20222023,MIN,PK,FNFI,6,0,3,0
20222023,MIN,PK,Wide,78,1,48,0
20222023,MIN,PK,lane_other,179,0,152,0
20222023,MIN,PK,unk,0,0,0,0
20252026,PIT,ES,CNFI,434,63,387,48
20252026,PIT,ES,MNFI,278,24,253,24
20252026,PIT,ES,FNFI,180,14,200,13
20252026,PIT,ES,Wide,961,23,992,27
20252026,PIT,ES,lane_other,592,15,581,10
20252026,PIT,ES,unk,0,0,0,0
20252026,PIT,PP,CNFI,84,13,83,16
