player_id,player_name,position,PK_TOI_min,CNFI_n,CNFI_per60,CNFI_lo95,CNFI_hi95,MNFI_n,MNFI_per60,MNFI_lo95,MNFI_hi95,FNFI_n,FNFI_per60,FNFI_lo95,FNFI_hi95,total_n,total_per60,total_lo95,total_hi95,P2_weighted,rank
8483808,Andrei Kuzmenko,L,204.68,19,5.5696,3.6083,8.4128,12,3.5176,2.0279,5.9709,4,1.1725,0.4568,2.9453,35,10.2598,7.5238,13.6908,1.1796,44
8481560,Arthur Kaliyev,R,130.28,15,6.908,4.271,10.8999,7,3.2237,1.5795,6.4188,3,1.3816,0.4727,3.9392,25,11.5134,8.0273,16.1095,1.201,45
8480208,Drake Batherson,R,330.75,35,6.3492,4.621,8.6106,13,2.3583,1.3856,3.9617,11,1.9955,1.1194,3.5112,59,10.7029,8.4468,13.3859,1.2208,46
8470621,Corey Perry,R,217.65,19,5.2378,3.3903,7.9263,16,4.4108,2.7407,6.9531,2,0.5513,0.1512,1.9697,37,10.1999,7.5429,13.5104,1.2328,47
8482074,Connor Zary,C,130.3,15,6.9071,4.271,10.8999,5,2.3024,0.9923,5.2128,1,0.4605,0.0815,2.5372,21,9.67,6.489,14.0614,1.2469,48
8475168,Matt Duchene,C,348.08,36,6.2054,4.5398,8.3936,20,3.4475,2.2505,5.2259,9,1.5514,0.8199,2.9048,65,11.2042,8.96,13.8641,1.249,49
8483515,Juraj Slafkovský,L,208.17,22,6.3411,4.2535,9.2967,9,2.5941,1.3757,4.8105,8,2.3058,1.1769,4.4428,39,11.241,8.4181,14.7619,1.2537,50
8477940,Nikolaj Ehlers,L,250.05,29,6.9586,4.9195,9.6979,7,1.6797,0.8177,3.3995,9,2.1596,1.1432,4.0195,45,10.7978,8.24,13.9412,1.265,51
8478109,Victor Olofsson,L,198.02,26,7.8781,5.4726,11.127,6,1.818,0.8376,3.8715,4,1.212,0.473,3.0471,36,10.9082,8.0592,14.4857,1.269,52
8479999,Casey Mittelstadt,C,268.82,26,5.8032,4.0089,8.2711,16,3.5712,2.2164,5.6655,14,3.1248,1.8751,5.1271,56,12.4992,9.8362,15.6383,1.2702,53
8476474,Stefan Noesen,R,196.0,19,5.8163,3.7764,8.7861,10,3.0612,1.6768,5.4814,14,4.2857,2.5813,6.9787,43,13.1633,10.0291,16.9447,1.3097,54
8476887,Filip Forsberg,L,343.77,40,6.9815,5.1938,9.2682,17,2.9671,1.8648,4.6626,6,1.0472,0.4811,2.2515,63,10.9958,8.7505,13.6462,1.3157,55
8474870,Tyler Johnson,C,130.68,17,7.8051,4.9575,11.8808,4,1.8365,0.7162,4.5529,1,0.4591,0.0809,2.5184,22,10.1008,6.8159,14.472,1.3178,56
8470794,Joe Pavelski,C,239.5,23,5.762,3.8825,8.3816,15,3.7578,2.2943,6.0328,14,3.5073,2.1037,5.7313,52,13.0271,10.1537,16.3819,1.3246,57
8478975,Mason Marchment,L,230.6,24,6.2446,4.249,8.9961,16,4.1631,2.5848,6.5724,5,1.301,0.5568,2.9796,45,11.7086,8.9339,15.0419,1.3363,58
8480014,Gabriel Vilardi,C,199.73,23,6.9092,4.6718,9.9989,11,3.3044,1.8591,5.7473,8,2.4032,1.2243,4.616,42,12.6168,9.557,16.2988,1.3547,59
8481540,Cole Caufield,R,307.0,34,6.645,4.8205,9.0466,17,3.3225,2.0914,5.2129,10,1.9544,1.0672,3.5348,61,11.9218,9.4744,14.8161,1.3631,60
8471675,Sidney Crosby,C,420.2,50,7.1395,5.4886,9.2115,19,2.713,1.749,4.1742,19,2.713,1.749,4.1742,88,12.5654,10.3993,15.0595,1.3658,61
8475784,Jeff Skinner,L,233.95,20,5.1293,3.3605,7.6994,23,5.8987,3.9835,8.59,7,1.7953,0.8739,3.627,50,12.8233,9.96,16.2359,1.3731,62
8473548,Phil Kessel,C,103.7,14,8.1003,4.9146,12.8011,6,3.4716,1.6024,7.2114,3,1.7358,0.5915,4.8841,23,13.3076,9.1277,18.6027,1.4071,63
8478420,Mikko Rantanen,R,399.53,49,7.3586,5.6348,9.4962,25,3.7544,2.5613,5.4381,9,1.3516,0.7129,2.5322,83,12.4645,10.238,14.9959,1.4177,64
8480829,Jesperi Kotkaniemi,C,244.32,31,7.6131,5.458,10.4816,11,2.7014,1.5214,4.7346,9,2.2102,1.1715,4.1162,51,12.5247,9.7622,15.861,1.4253,65
8481711,Matias Maccelli,L,188.68,22,6.9958,4.6883,10.197,13,4.1339,2.438,6.8468,10,3.1799,1.7394,5.6786,45,14.3097,10.9783,18.2192,1.4447,66
8475768,Jaden Schwartz,C,226.52,26,6.8869,4.7623,9.752,15,3.9732,2.427,6.3691,14,3.7083,2.2254,6.0509,55,14.5685,11.4684,18.1212,1.4583,67
8480028,Morgan Frost,C,284.53,38,8.0131,5.9223,10.6629,13,2.7413,1.6109,4.588,9,1.8978,1.0021,3.535,60,12.6523,10.0322,15.693,1.4643,68
8480801,Brady Tkachuk,L,384.4,43,6.7118,5.0522,8.8465,30,4.6826,3.3162,6.5603,10,1.5609,0.8523,2.836,83,12.9553,10.6737,15.6012,1.4653,69
8479400,Pierre-Luc Dubois,L,322.25,40,7.4476,5.554,9.8844,20,3.7238,2.4338,5.6391,16,2.9791,1.8488,4.751,76,14.1505,11.5755,17.121,1.5015,70
8479525,Ross Colton,C,208.18,27,7.7816,5.446,10.9365,12,3.4585,1.9984,5.8872,9,2.5939,1.3757,4.8105,48,13.834,10.7223,17.5559,1.502,71
8477409,Carter Verhaeghe,C,328.92,42,7.6615,5.7509,10.0839,24,4.378,2.9705,6.3748,10,1.8242,0.9955,3.3023,76,13.8637,11.3233,16.7697,1.5025,72
8477503,Max Domi,C,256.82,37,8.6443,6.3772,11.5283,10,2.3363,1.2762,4.2079,7,1.6354,0.7953,3.3087,54,12.616,9.8857,15.8406,1.513,73
8476453,Nikita Kucherov,R,389.73,52,8.0055,6.1888,10.2404,23,3.5409,2.3769,5.2162,9,1.3856,0.7312,2.5962,84,12.9319,10.6479,15.5314,1.517,74
8481618,Alex Newhook,C,246.62,32,7.7854,5.5971,10.6303,15,3.6494,2.2286,5.8661,4,0.9732,0.3789,2.4535,51,12.4079,9.6408,15.676,1.5246,75
8478010,Brayden Point,C,375.35,49,7.8327,6.016,10.1134,24,3.8364,2.6029,5.6077,11,1.7584,0.9874,3.1053,84,13.4275,11.0833,16.1325,1.5261,76
8475765,Vladimir Tarasenko,R,251.88,28,6.6698,4.68,9.354,23,5.4787,3.6952,7.9936,9,2.1438,1.1341,3.9882,60,14.2923,11.3813,17.662,1.5498,77
8482089,Jake Neighbours,L,196.62,23,7.0187,4.7441,10.1457,14,4.2723,2.5681,6.9444,12,3.6619,2.1111,6.2064,49,14.953,11.6136,18.8109,1.5503,78
8478550,Artemi Panarin,L,371.98,48,7.7423,5.9232,10.0157,29,4.6776,3.2895,6.583,6,0.9678,0.4447,2.0842,83,13.3877,11.0257,16.0881,1.5601,79
8475793,Ryan Johansen,C,170.93,21,7.3713,4.9046,10.8268,11,3.8612,2.1777,6.6903,15,5.2652,3.2327,8.3806,47,16.4977,12.8064,20.7697,1.5605,80
8476483,Rickard Rakell,R,326.85,42,7.71,5.7867,10.1439,22,4.0385,2.6907,5.9856,14,2.57,1.5403,4.2344,78,14.3185,11.7326,17.2556,1.5687,81
8482175,JJ Peterka,R,212.52,28,7.9053,5.5523,11.0059,14,3.9526,2.3731,6.4374,9,2.541,1.3432,4.7004,51,14.3989,11.2239,18.0624,1.577,82
8478864,Kirill Kaprizov,L,307.2,39,7.6172,5.6603,10.1371,24,4.6875,3.1856,6.8211,8,1.5625,0.7957,3.0342,71,13.8672,11.256,16.895,1.5787,83
8475172,Nazem Kadri,C,373.8,46,7.3836,5.6094,9.6099,29,4.6549,3.2717,6.5486,19,3.0498,1.9657,4.6787,94,15.0883,12.6032,17.8606,1.5951,84
8475692,Mats Zuccarello,R,321.78,42,7.8314,5.8779,10.2971,23,4.2886,2.8839,6.2939,14,2.6105,1.5644,4.2989,79,14.7304,12.0916,17.7097,1.6026,85
8477492,Nathan MacKinnon,C,378.1,50,7.9344,6.1075,10.2094,28,4.4433,3.1046,6.2985,16,2.539,1.5732,4.0587,94,14.9167,12.4666,17.6781,1.609,86
8484801,Macklin Celebrini,C,115.2,13,6.7708,4.0358,11.0304,10,5.2083,2.8751,9.1619,9,4.6875,2.503,8.5242,32,16.6667,12.2723,21.9792,1.6098,87
8474141,Patrick Kane,R,277.08,37,8.012,5.909,10.7213,16,3.4647,2.1518,5.5055,6,1.2992,0.5978,2.7866,59,12.7759,10.1326,15.8981,1.6107,88
8479337,Alex DeBrincat,R,375.17,47,7.5167,5.7345,9.7614,32,5.1177,3.6656,7.079,18,2.8787,1.8345,4.4755,97,15.5131,13.017,18.3167,1.6509,89
8484166,Adam Fantilli,C,166.93,23,8.2668,5.6134,11.8911,11,3.9537,2.2305,6.8452,9,3.2348,1.7165,5.9543,43,15.4553,11.8287,19.7239,1.6514,90
8474884,Mike Hoffman,L,159.6,23,8.6466,5.8642,12.3882,12,4.5113,2.6052,7.5906,1,0.3759,0.0662,2.073,36,13.5338,10.0309,17.7429,1.6719,91
8475193,Tomas Tatar,L,186.33,31,9.9821,7.1982,13.6112,11,3.542,2.0004,6.1669,4,1.288,0.5036,3.2389,46,14.8122,11.4503,18.8408,1.7033,92
8481533,Trevor Zegras,C,256.13,32,7.4961,5.3971,10.2682,26,6.0906,4.2153,8.6791,5,1.1713,0.5022,2.6939,63,14.7579,11.8404,18.1413,1.7088,93
8471698,T.J. Oshie,R,162.9,26,9.5764,6.6743,13.4076,9,3.3149,1.759,6.0957,6,2.2099,1.0186,4.6784,41,15.1013,11.47,19.4006,1.7224,94
8474586,Jordan Eberle,R,277.4,39,8.4355,6.284,11.2009,21,4.5422,3.007,6.7867,15,3.2444,1.9853,5.2448,75,16.2221,13.3098,19.5575,1.7291,95
8480893,Kirill Marchenko,R,226.88,35,9.2559,6.78,12.4128,16,4.2312,2.6309,6.685,4,1.0578,0.4124,2.6655,55,14.5449,11.4684,18.1212,1.7415,96
8478856,Conor Garland,R,333.47,50,8.9964,6.947,11.5498,23,4.1383,2.7877,6.0903,21,3.7785,2.4968,5.6687,94,16.9132,14.198,19.9739,1.7416,97
8479314,Matthew Tkachuk,L,370.07,57,9.2416,7.2505,11.6626,27,4.3776,3.038,6.2454,17,2.7563,1.7329,4.3405,101,16.3754,13.8052,19.2315,1.7565,98
8473563,Nicklas Backstrom,C,100.85,17,10.114,6.4696,15.1868,6,3.5697,1.6505,7.4156,4,2.3798,0.9304,5.8464,27,16.0635,11.4425,21.6598,1.7656,99
8482660,Kent Johnson,C,174.08,26,8.9612,6.2434,12.5964,13,4.4806,2.6507,7.4172,6,2.068,0.9539,4.3908,45,15.5098,11.9561,19.7041,1.7719,100
8482745,Mason McTavish,C,206.53,29,8.4248,5.9608,11.6377,15,4.3577,2.6641,6.9663,12,3.4861,2.0081,5.9148,56,16.2686,12.8762,20.0893,1.7784,101
8478873,Troy Terry,R,309.23,42,8.1492,6.1293,10.7179,29,5.6268,3.9684,7.8922,15,2.9104,1.7781,4.7124,86,16.6864,13.8781,19.8466,1.7789,102
8482078,Lucas Raymond,L,331.15,43,7.791,5.8737,10.225,32,5.798,4.1589,7.9976,22,3.9861,2.6579,5.9148,97,17.5751,14.7969,20.6542,1.7895,103
8477494,Jonathan Drouin,L,213.78,29,8.1391,5.7622,11.2708,21,5.8938,3.9049,8.7212,5,1.4033,0.6012,3.2112,55,15.4362,12.1864,19.1689,1.8106,104
8481716,Dmitri Voronkov,L,127.48,21,9.8836,6.6462,14.3754,9,4.2358,2.2637,7.7522,3,1.4119,0.4839,4.0291,33,15.5314,11.4851,20.5421,1.8168,105
8480015,Owen Tippett,R,266.63,41,9.2262,6.9153,12.1014,19,4.2755,2.7616,6.5077,15,3.3754,2.0603,5.4367,75,16.8771,13.8234,20.2574,1.821,106
8475726,Tyler Toffoli,C,342.1,47,8.2432,6.2967,10.6779,29,5.0862,3.5812,7.1477,25,4.3847,3.0,6.3409,101,17.7141,14.9677,20.7437,1.8316,107
8475225,Craig Smith,C,108.8,17,9.375,5.9829,14.1382,9,4.9632,2.6428,8.9708,5,2.7574,1.185,6.1748,31,17.0956,12.4909,22.5183,1.8437,108
8477939,William Nylander,R,427.5,65,9.1228,7.2585,11.3375,33,4.6316,3.3255,6.3783,20,2.807,1.827,4.2643,118,16.5614,14.1301,19.1935,1.8543,109
8474034,Patrick Maroon,L,105.05,14,7.9962,4.8668,12.6862,12,6.8539,3.9958,11.3522,2,1.1423,0.3143,4.0084,28,15.9924,11.4849,21.5033,1.8625,110
8484144,Connor Bedard,C,169.25,31,10.9897,7.9405,14.9156,11,3.8996,2.2038,6.7668,3,1.0635,0.3633,3.0531,45,15.9527,12.322,20.2541,1.8644,111
8481523,Kirby Dach,C,215.75,29,8.0649,5.7079,11.1701,24,6.6744,4.5487,9.6001,14,3.8934,2.3399,6.3505,67,18.6327,15.1359,22.4844,1.8651,112
8476460,Mark Scheifele,C,342.28,55,9.6411,7.5411,12.2092,23,4.0317,2.7137,5.9334,28,4.9082,3.435,6.947,106,18.5811,15.7959,21.6504,1.8683,113
8480039,Martin Necas,C,395.63,58,8.796,6.9023,11.0811,36,5.4596,3.9833,7.3975,23,3.4881,2.3406,5.1386,117,17.7437,15.1593,20.531,1.8711,114
8477479,Tyler Bertuzzi,L,279.78,41,8.7925,6.5884,11.5572,25,5.3613,3.6725,7.7089,16,3.4312,2.1285,5.4478,82,17.585,14.5587,20.9206,1.8789,115
8480821,Filip Zadina,R,102.95,10,5.8281,3.2156,10.1734,18,10.4905,6.8099,15.5643,2,1.1656,0.3205,4.0832,30,17.4842,12.7373,23.1148,1.9497,116
8477404,Jake Guentzel,C,453.45,82,10.8501,8.8973,13.1464,34,4.4988,3.2523,6.1832,22,2.911,1.9372,4.3461,138,18.26,15.8425,20.911,2.0184,117
8477987,Ryan Donato,C,215.17,42,11.7119,8.8738,15.2098,12,3.3462,1.9327,5.7006,7,1.952,0.9515,3.9401,61,17.0101,13.6601,20.842,2.0273,118
8482699,Dylan Guenther,R,187.97,26,8.2993,5.7694,11.6955,23,7.3417,4.9752,10.6131,10,3.1921,1.7487,5.7079,59,18.8331,15.1071,22.9998,2.0362,119
8476960,Andreas Athanasiou,C,111.8,19,10.1968,6.6827,14.9891,11,5.9034,3.3438,10.0409,2,1.0733,0.2946,3.7669,32,17.1735,12.6148,22.5236,2.0507,120
8474564,Steven Stamkos,C,373.72,59,9.4724,7.4589,11.8892,35,5.6192,4.0835,7.6423,24,3.8532,2.6099,5.6224,118,18.9448,16.2293,21.8568,2.0726,121
8481559,Jack Hughes,C,332.03,65,11.7458,9.4009,14.5107,17,3.072,1.9327,4.8279,23,4.1562,2.7962,6.1083,105,18.974,16.1153,22.0887,2.0737,122
8482259,Bobby McMann,C,109.23,21,11.5349,7.7764,16.5985,7,3.845,1.8872,7.5995,9,4.9435,2.6428,8.9708,37,20.3235,15.4425,25.9474,2.1124,123
8481557,Matt Boldy,L,344.45,57,9.9289,7.8085,12.5183,35,6.0967,4.4442,8.2929,43,7.4902,5.6484,9.8486,135,23.5157,20.538,26.6975,2.1644,124
8482109,Alexis Lafrenière,L,256.9,47,10.977,8.4243,14.0817,25,5.8388,4.0056,8.3793,4,0.9342,0.3641,2.3597,76,17.7501,14.5958,21.2516,2.1874,125
8480188,Fabian Zetterlund,L,213.07,39,10.9825,8.2158,14.4297,20,5.632,3.6964,8.4346,15,4.224,2.5883,6.7757,74,20.8385,17.2012,24.8133,2.1919,126
8474149,Evgenii Dadonov,R,170.45,32,11.2643,8.1965,15.2185,17,5.9842,3.8025,9.2582,4,1.408,0.5512,3.5358,53,18.6565,14.8164,23.0945,2.2023,127
8482117,Lukas Reichel,L,119.58,23,11.5401,7.875,16.2728,9,4.5157,2.3974,8.1846,11,5.5192,3.1174,9.4026,43,21.5749,16.6896,26.8378,2.2257,128
8477942,Kevin Fiala,L,348.93,51,8.7696,6.7755,11.2226,50,8.5976,6.6233,11.0347,21,3.611,2.3814,5.4139,122,20.9782,18.0856,24.0594,2.2348,129
8481554,Kaapo Kakko,R,186.68,33,10.6062,7.7103,14.2477,19,6.1066,3.9609,9.194,14,4.4996,2.707,7.3039,66,21.2124,17.2821,25.4261,2.2664,130
8477952,Robby Fabbri,C,160.27,27,10.1082,7.1186,14.0634,17,6.3644,4.0441,9.8138,18,6.7388,4.3413,10.2489,62,23.2113,18.9295,27.887,2.2954,131
8482665,Matty Beniers,C,303.87,57,11.2549,8.8574,14.1105,29,5.7262,4.0345,8.0188,36,7.1084,5.2066,9.5754,122,24.0895,20.8666,27.439,2.3519,132
8482159,Tyson Foerster,R,166.07,33,11.9229,8.7121,15.9609,12,4.3356,2.51,7.3257,22,7.9486,5.3505,11.5505,67,24.2071,19.9185,28.7768,2.3586,133
8479318,Auston Matthews,C,408.92,82,12.0318,9.8733,14.5198,40,5.8692,4.3587,7.8264,30,4.4019,3.1116,6.1668,152,22.3028,19.5721,25.1678,2.3731,134
8475763,Kevin Hayes,R,262.35,55,12.5786,9.8988,15.7951,23,5.2601,3.5525,7.6967,16,3.6592,2.2761,5.8132,94,21.498,18.1875,25.1108,2.3776,135
8482097,Jack Quinn,R,186.82,36,11.5621,8.5453,15.299,18,5.7811,3.7053,8.8207,18,5.7811,3.7053,8.8207,72,23.1243,19.0958,27.3851,2.3921,136
8471218,Blake Wheeler,R,157.03,29,11.0805,7.9079,15.1613,16,6.1134,3.8224,9.5478,9,3.4388,1.8269,6.3208,54,20.6326,16.4501,25.271,2.3992,137
8482079,Marco Rossi,C,163.17,30,11.0317,7.9243,15.0345,22,8.0899,5.4509,11.754,10,3.6772,2.0197,6.5543,62,22.7988,18.5643,27.4105,2.4044,138
8476393,Nick Cousins,C,109.62,25,13.6841,9.5367,18.8404,9,4.9263,2.6184,8.8932,4,2.1894,0.8538,5.3873,38,20.7998,15.7898,26.2906,2.4268,139
8484153,Leo Carlsson,C,147.0,28,11.4286,8.112,15.6911,16,6.5306,4.0869,10.1698,17,6.9388,4.4081,10.6441,61,24.898,20.3083,29.7475,2.4478,140
8477964,Ivan Barbashev,C,276.65,44,9.5427,7.2304,12.391,45,9.7596,7.4211,12.6276,26,5.6389,3.8916,8.0386,115,24.9413,21.5208,28.4379,2.4764,141
8477407,Anthony Duclair,L,153.0,34,13.3333,9.8164,17.6667,16,6.2745,3.924,9.7873,5,1.9608,0.8423,4.4529,55,21.5686,17.2645,26.2858,2.5333,142
8478233,Andrew Mangiapane,L,322.87,58,10.7784,8.493,13.5069,48,8.9201,6.8372,11.4912,41,7.6192,5.6978,10.0606,147,27.3178,24.0987,30.5776,2.5683,143
8482077,Dylan Holloway,L,119.85,26,13.0163,9.142,17.9127,12,6.0075,3.488,10.001,11,5.5069,3.1174,9.4026,49,24.5307,19.4736,29.8676,2.6462,144
8479987,Morgan Geekie,C,222.9,50,13.459,10.4646,17.0017,24,6.4603,4.4037,9.3085,21,5.6528,3.7451,8.3801,95,25.572,21.7739,29.4975,2.6567,145
8478115,Pierre Engvall,L,172.6,33,11.4716,8.3504,15.3459,26,9.0382,6.2803,12.6661,18,6.2572,4.0099,9.5078,77,26.7671,22.3813,31.1723,2.7178,146
8480009,Eeli Tolvanen,R,252.62,53,12.5882,9.8324,15.8274,37,8.788,6.4799,11.7044,25,5.9379,4.0698,8.508,115,27.3141,23.6595,30.9675,2.7313,147
