season,team,conference,gp,points,points_pct,wins,goal_diff,goal_diff_per_game,TNFI_pct,NFI_composite,F_top6_twoway,F_band,D_top4_twoway,D_band,starter_goalie_name,starter_NFI_GSAx_per60,g_high,archetype_q,arche_g_q,made_playoffs,round1_win,round2_win,cf_win,cup_win,conf_rank,contender_top4_conf
20242025,CHI,W,82,61,0.372,25,-70,-0.8536585365853658,0.4244087837837837,-27.41683074408808,-0.5256888521599881,Low,-1.6585528479767762,Low,Arvid Soderblom,-0.34,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,15,False
20242025,COL,W,82,102,0.622,49,43,0.524390243902439,0.5525028227324049,14.195014028657852,1.2134822694376637,Middle,2.293633493889882,High,Mackenzie Blackwood,-0.01,False,MIDDLE,MIDDLE_Glo,True,False,False,False,False,5,False
20242025,DAL,W,82,106,0.6463,50,53,0.6463414634146342,0.4966887417218543,5.350013119074865,1.161120436400268,Middle,1.131874453597114,High,Jake Oettinger,0.03,True,MIDDLE,MIDDLE_Ghi,True,True,True,False,False,3,True
20242025,DET,E,82,86,0.5244,39,-21,-0.2560975609756097,0.4629005059021922,-4.0240044754735464,-0.2645523950682429,Low,-0.2055798150003492,Low,Cam Talbot,-0.07,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,10,False
20242025,EDM,W,82,101,0.6159,48,23,0.2804878048780488,0.5424604455925088,9.400326346113427,1.5465160440381582,High,2.1721360019948617,High,Stuart Skinner,-0.11,False,A_HighF_HighD,A_HighF_HighD_Glo,True,True,True,True,False,6,False
20242025,FLA,E,82,98,0.5976,47,29,0.3536585365853658,0.5378486055776892,24.513746262734102,1.4665695947252335,High,0.496761287821404,Middle,Sergei Bobrovsky,0.13,True,MIDDLE,MIDDLE_Ghi,True,True,True,True,True,5,False
20242025,LAK,W,82,105,0.6402,48,44,0.5365853658536586,0.5385871784401797,12.17960487024834,1.4171204884609132,High,0.808803176191986,Middle,Darcy Kuemper,0.08,True,MIDDLE,MIDDLE_Ghi,True,False,False,False,False,4,True
20242025,MIN,W,82,97,0.5915,45,-11,-0.1341463414634146,0.4739562624254473,-2.9191621681620634,0.8773007796184222,Middle,0.8573393588356832,Middle,Filip Gustavsson,-0.01,False,MIDDLE,MIDDLE_Glo,True,False,False,False,False,7,False
20242025,MTL,E,82,91,0.5549,40,-20,-0.2439024390243902,0.4852004496065942,-4.840304850087149,-0.8086412560892545,Low,-0.5090677196353617,Low,Samuel Montembeault,-0.1,False,D_LowF_LowD,D_LowF_LowD_Glo,True,False,False,False,False,7,False
20242025,NJD,E,82,91,0.5549,42,20,0.2439024390243902,0.5028180354267311,2.7100189525623533,1.7922117577369747,High,0.694014786456204,Middle,Jacob Markstrom,-0.0,True,MIDDLE,MIDDLE_Ghi,True,False,False,False,False,7,False
20242025,NSH,W,82,68,0.4146,30,-60,-0.7317073170731707,0.5073560319461958,-4.744032281142003,0.4339321997824719,Middle,0.7799618807590338,Middle,Juuse Saros,0.07,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,14,False
20242025,NYI,E,82,82,0.5,35,-36,-0.4390243902439024,0.4993987975951904,4.1995004877565805,0.0731798171445605,Middle,-0.2506521889949996,Low,Ilya Sorokin,0.34,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,12,False
20242025,NYR,E,82,85,0.5183,39,1,0.0121951219512195,0.4751491053677932,-11.675150837483828,0.0344737720403722,Middle,-0.4639193385573109,Low,Igor Shesterkin,0.37,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,11,False
20242025,OTT,E,82,97,0.5915,45,9,0.1097560975609756,0.4985138004246284,-6.353084836666842,1.3082008248957722,High,0.5995850938060896,Middle,Linus Ullmark,0.1,True,MIDDLE,MIDDLE_Ghi,True,False,False,False,False,6,False
20242025,PHI,E,82,76,0.4634,33,-48,-0.5853658536585366,0.5177730192719486,-14.251461144094904,1.3589864122185238,High,0.7259608047690167,Middle,Samuel Ersson,-0.37,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,15,False
20242025,PIT,E,82,80,0.4878,34,-50,-0.6097560975609756,0.4823672476692339,-11.866909302164991,1.2134071865414342,Middle,0.9512680679582984,Middle,Alex Nedeljkovic,0.0,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,13,False
20242025,SEA,W,82,76,0.4634,35,-18,-0.2195121951219512,0.4694386694386694,-11.35864051631043,0.0031378748634519,Middle,0.3603069174527116,Middle,Joey Daccord,-0.04,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,13,False
20242025,SJS,W,82,52,0.3171,20,-105,-1.2804878048780488,0.4364548494983277,-23.566434800983284,-0.2729410516599799,Low,-0.166140030973189,Middle,Alexandar Georgiev,0.01,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,16,False
20242025,STL,W,82,96,0.5854,44,21,0.2560975609756097,0.5229357798165137,7.027158549549524,0.0729044908535724,Middle,0.0509727921275852,Middle,Jordan Binnington,0.06,True,MIDDLE,MIDDLE_Ghi,True,False,False,False,False,8,False
20242025,TBL,E,82,102,0.622,47,75,0.9146341463414634,0.5110015174506829,9.34450535226657,1.240733532838627,Middle,1.1327172953669251,High,Andrei Vasilevskiy,0.25,True,MIDDLE,MIDDLE_Ghi,True,False,False,False,False,3,True
20242025,TOR,E,82,108,0.6585,52,37,0.4512195121951219,0.500562429696288,6.320060551918337,1.561616290313104,High,0.9114780212246352,Middle,Joseph Woll,-0.01,False,MIDDLE,MIDDLE_Glo,True,True,False,False,False,2,True
20242025,UTA,W,82,89,0.5427,38,-10,-0.1219512195121951,0.5459077690070627,3.9824561555028297,0.4323399871164972,Middle,1.01199348482653,Middle,Karel Vejmelka,-0.0,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,11,False
20242025,VAN,W,82,90,0.5488,38,-17,-0.2073170731707317,0.4980044345898004,-4.092367434763745,0.5310199552479823,Middle,0.2752305022441667,Middle,Kevin Lankinen,-0.04,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,10,False
20242025,VGK,W,82,110,0.6707,50,56,0.6829268292682927,0.5441441441441441,16.885566645691988,1.2797617413928135,Middle,1.691774673322386,High,Adin Hill,-0.03,False,MIDDLE,MIDDLE_Glo,True,True,False,False,False,2,True
20242025,WPG,W,82,116,0.7073,56,86,1.048780487804878,0.5017934002869441,13.226822502708895,0.4574590086248001,Middle,0.7044036770945088,Middle,Connor Hellebuyck,0.22,True,MIDDLE,MIDDLE_Ghi,True,True,False,False,False,1,True
20242025,WSH,E,82,111,0.6768,51,56,0.6829268292682927,0.5124056094929881,6.775800147742905,0.4719680587094371,Middle,0.4049417181268216,Middle,Logan Thompson,0.17,True,MIDDLE,MIDDLE_Ghi,True,True,False,False,False,1,True
20252026,ANA,W,82,92,0.561,43,-15,-0.1829268292682926,0.49941792782305,-3.714977979057245,-0.1474862720953596,Low,-0.8040474080745077,Low,Lukas Dostal,-0.05,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,6,False
20252026,BOS,E,82,100,0.6098,45,22,0.2682926829268293,0.4732394366197183,-1.8807611777181872,0.4499347023728286,Middle,0.915443299564028,Middle,Jeremy Swayman,0.21,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,5,False
20252026,BUF,E,82,109,0.6646,50,47,0.573170731707317,0.4922711058263971,-0.2838764963672573,0.426053347139464,Middle,-0.1937688635501228,Middle,Ukko-Pekka Luukkonen,-0.11,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,2,True
20252026,CAR,E,82,113,0.689,53,56,0.6829268292682927,0.5705973622963537,16.039016646215185,2.200518105558527,High,1.5807938879030878,High,Brandon Bussi,0.21,True,A_HighF_HighD,A_HighF_HighD_Ghi,False,False,False,False,False,1,True
20252026,CBJ,E,82,92,0.561,40,0,0.0,0.4952597648843382,5.326783193033283,0.0612871725493309,Middle,0.5220814676798087,Middle,Jet Greaves,0.35,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,10,False
20252026,CGY,W,82,77,0.4695,34,-47,-0.573170731707317,0.4830339321357285,-5.483842187531882,0.6882283256862675,Middle,0.2018419722459929,Middle,Dustin Wolf,-0.16,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,14,False
20252026,CHI,W,82,72,0.439,29,-62,-0.7560975609756098,0.4191878980891719,-22.5581360043918,-1.362103501748645,Low,-2.917945210679333,Low,Spencer Knight,0.27,True,D_LowF_LowD,D_LowF_LowD_Ghi,False,False,False,False,False,15,False
20252026,COL,W,82,121,0.7378,55,99,1.2073170731707317,0.582314881380302,31.835372566208544,1.6071269136858983,High,2.340874494744613,High,Mackenzie Blackwood,-0.01,False,A_HighF_HighD,A_HighF_HighD_Glo,False,False,False,False,False,1,True
20252026,DAL,W,82,112,0.6829,50,53,0.6463414634146342,0.5123194562446899,5.85762131009677,1.4845054034419451,High,1.4150332265968106,High,Jake Oettinger,0.03,True,A_HighF_HighD,A_HighF_HighD_Ghi,False,False,False,False,False,2,True
20252026,DET,E,82,92,0.561,41,-17,-0.2073170731707317,0.4734774066797642,-13.285096069477362,-0.3579406854743752,Low,-0.6428799621386573,Low,John Gibson,-0.01,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,10,False
20252026,EDM,W,82,93,0.5671,41,13,0.1585365853658536,0.506619937694704,-0.4219574043845535,1.993214979190912,High,1.8711783525242167,High,Connor Ingram,0.01,True,A_HighF_HighD,A_HighF_HighD_Ghi,False,False,False,False,False,5,False
20252026,FLA,E,82,84,0.5122,40,-25,-0.3048780487804878,0.4933333333333333,-15.756965342817182,1.4300269713530789,High,0.2443557196642929,Middle,Sergei Bobrovsky,0.13,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,14,False
20252026,LAK,W,82,90,0.5488,35,-22,-0.2682926829268293,0.5199025182778229,17.604901223347305,0.889047068224317,Middle,0.8837177782817471,Middle,Darcy Kuemper,0.08,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,8,False
20252026,MIN,W,82,104,0.6341,46,32,0.3902439024390244,0.4948882998864066,-1.0379963461746522,0.9813065486303444,Middle,1.032115225568405,High,Filip Gustavsson,-0.01,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,3,True
20252026,MTL,E,82,106,0.6463,48,27,0.3292682926829268,0.4865853658536585,-4.969912551440287,-0.8361186313757601,Low,0.4997779070467544,Middle,Jakub Dobes,0.06,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,3,True
20252026,NJD,E,82,87,0.5305,42,-24,-0.2926829268292683,0.4996150885296382,-1.946542462219946,1.5176927825761586,High,0.6929091115410547,Middle,Jacob Markstrom,-0.0,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,13,False
20252026,NSH,W,82,86,0.5244,38,-22,-0.2682926829268293,0.4903536977491961,-1.1371069652046637,0.948552803161645,Middle,0.8513061169268712,Middle,Juuse Saros,0.07,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,9,False
20252026,NYI,E,82,91,0.5549,43,-8,-0.0975609756097561,0.4712466229255114,-7.574300537881275,-0.1339375055678211,Low,-0.195047428109356,Low,Ilya Sorokin,0.34,True,D_LowF_LowD,D_LowF_LowD_Ghi,False,False,False,False,False,12,False
20252026,NYR,E,82,77,0.4695,34,-12,-0.1463414634146341,0.5066334991708126,6.065365303580294,0.0769763080731489,Middle,-0.2241515087629836,Low,Igor Shesterkin,0.37,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,16,False
20252026,OTT,E,82,99,0.6037,44,32,0.3902439024390244,0.5505241090146751,1.402619234619185,0.9916123030960806,Middle,1.3848850148323344,High,Linus Ullmark,0.1,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,6,False
20252026,PHI,E,82,98,0.5976,43,7,0.0853658536585365,0.5140784982935154,0.8644054670896404,0.5030040904507099,Middle,0.8261376143436151,Middle,Dan Vladar,-0.14,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,7,False
20252026,PIT,E,82,98,0.5976,41,25,0.3048780487804878,0.5093577981651376,2.5488437278692873,1.3391505639147996,High,0.9975800980541212,Middle,Arturs Silovs,-0.48,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,7,False
20252026,SEA,W,82,79,0.4817,34,-37,-0.4512195121951219,0.4636517328825021,-10.984760409553695,-0.1258148286090049,Low,-0.046979657328949,Middle,Joey Daccord,-0.04,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,13,False
20252026,SJS,W,82,86,0.5244,39,-41,-0.5,0.4717292612463887,-12.073428328366209,-0.2535166974993294,Low,-0.1233606630639721,Middle,Alex Nedeljkovic,0.0,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,9,False
20252026,STL,W,82,86,0.5244,37,-27,-0.3292682926829268,0.4983388704318937,-7.188397255432344,0.1631287657659302,Middle,-0.1411889718956598,Middle,Joel Hofer,-0.04,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,9,False
20252026,TBL,E,82,106,0.6463,50,59,0.7195121951219512,0.5457831325301205,8.789045757829053,1.374204190830305,High,1.4166002421499626,High,Andrei Vasilevskiy,0.25,True,A_HighF_HighD,A_HighF_HighD_Ghi,False,False,False,False,False,3,True
20252026,TOR,E,82,78,0.4756,32,-46,-0.5609756097560976,0.4574676597412779,-14.711951931048189,0.540593361723432,Middle,0.3053557611004008,Middle,Joseph Woll,-0.01,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,15,False
20252026,UTA,W,82,92,0.561,43,28,0.3414634146341463,0.5202145214521452,1.0697733264514069,0.0705482211428948,Middle,1.4358656074311258,High,Karel Vejmelka,-0.0,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,6,False
20252026,VAN,W,82,58,0.3537,25,-100,-1.2195121951219512,0.4448384554767533,-21.15278593464843,0.2682591050216844,Middle,-0.7133121961214973,Low,Kevin Lankinen,-0.04,False,MIDDLE,MIDDLE_Glo,False,False,False,False,False,16,False
20252026,VGK,W,82,95,0.5793,39,15,0.1829268292682926,0.559850374064838,8.843832288568752,1.6806423406501914,High,1.4328012921962634,High,Adin Hill,-0.03,False,A_HighF_HighD,A_HighF_HighD_Glo,False,False,False,False,False,4,True
20252026,WPG,W,82,82,0.5,35,-29,-0.3536585365853658,0.4790296052631579,-7.278874098953064,0.0238920410890353,Middle,0.7044036770945088,Middle,Connor Hellebuyck,0.22,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,12,False
20252026,WSH,E,82,95,0.5793,43,19,0.2317073170731707,0.5096995055154051,3.93454600319298,0.1185046447594564,Middle,0.5081343697578382,Middle,Logan Thompson,0.17,True,MIDDLE,MIDDLE_Ghi,False,False,False,False,False,9,False
