player_id,player_name,position,PK_TOI_min,CNFI_n,CNFI_per60,CNFI_lo95,CNFI_hi95,MNFI_n,MNFI_per60,MNFI_lo95,MNFI_hi95,total_n,total_per60,total_lo95,total_hi95,P1a_weighted,rank
8480848,Ty Dellandrea,C,134.4,14,6.25,3.7956,10.0645,32,14.2857,10.4723,19.058,46,20.5357,16.096,25.6222,1.6649,37
8476822,Luke Glendening,C,237.57,34,8.5871,6.2438,11.5798,45,11.3652,8.665,14.6167,79,19.9523,16.5115,23.6408,1.6536,38
8480185,Eetu Luostarinen,C,360.65,49,8.1519,6.2529,10.4954,61,10.1483,8.031,12.6642,110,18.3003,15.5694,21.2425,1.6535,39
8476399,Blake Coleman,C,345.82,42,7.2871,5.4643,9.6011,64,11.1041,8.8558,13.7559,106,18.3912,15.6079,21.4103,1.6532,40
8473453,Trevor Lewis,C,198.12,26,7.8741,5.4726,11.127,32,9.6913,7.012,13.1548,58,17.5654,14.0376,21.5868,1.6527,41
8477998,Warren Foegele,L,209.22,29,8.3167,5.9027,11.5305,32,9.1771,6.6354,12.4891,61,17.4938,14.0658,21.4089,1.6485,42
8479520,Brandon Duhaime,R,165.23,21,7.6256,5.0863,11.2041,30,10.8937,7.8258,14.8611,51,18.5193,14.6156,22.9965,1.6256,43
8479293,Brandon Tanev,L,210.87,24,6.829,4.6582,9.8199,32,9.1053,6.5712,12.3753,56,15.9342,12.6243,19.7274,1.5629,44
8477903,Garnet Hathaway,R,197.28,26,7.9074,5.5009,11.1814,31,9.4281,6.7877,12.882,57,17.3355,13.8316,21.3728,1.5614,45
8478043,Sam Lafferty,C,153.28,21,8.2201,5.4934,12.0434,20,7.8286,5.1743,11.5974,41,16.0487,12.2465,20.5923,1.5585,46
8474189,Lars Eller,C,300.95,43,8.5729,6.4691,11.2138,40,7.9747,5.9478,10.5542,83,16.5476,13.6996,19.7292,1.5518,47
8477353,Tyler Motte,C,172.77,24,8.3349,5.7017,11.8874,26,9.0295,6.2803,12.6661,50,17.3645,13.5979,21.6342,1.548,48
8481481,Blake Lizotte,C,208.92,21,6.0311,3.9997,8.9231,37,10.6262,7.8752,14.0684,58,16.6574,13.2742,20.5091,1.5414,49
8482113,Anton Lundell,C,359.62,44,7.3412,5.5391,9.6062,52,8.6759,6.7129,11.0709,96,16.0171,13.4174,18.8782,1.5299,50
8479359,Beck Malenstyn,L,151.35,16,6.3429,3.9768,9.9115,26,10.3072,7.2179,14.4204,42,16.6501,12.7714,21.2666,1.5288,51
8479977,Kailer Yamamoto,R,148.88,19,7.657,4.9906,11.4349,21,8.463,5.644,12.3518,40,16.12,12.2267,20.6865,1.5276,52
8476927,Teddy Blueger,C,236.42,25,6.3447,4.3672,9.1021,38,9.644,7.1769,12.7967,63,15.9887,12.8743,19.6075,1.501,53
8478904,Steven Lorentz,C,156.88,18,6.8841,4.4258,10.4367,20,7.649,5.0399,11.3147,38,14.5331,10.9031,18.8808,1.4675,54
8480802,Ryan McLeod,C,304.02,35,6.9075,5.0374,9.3547,51,10.0652,7.7978,12.8313,86,16.9728,14.113,20.1595,1.449,55
8481624,Ilya Mikheyev,R,265.07,28,6.338,4.4472,8.9083,43,9.7334,7.3652,12.6856,71,16.0714,13.0918,19.4571,1.4419,56
8476826,Yanni Gourde,C,338.05,42,7.4545,5.5955,9.8224,48,8.5194,6.5288,10.9954,90,15.974,13.3181,18.9498,1.4329,57
8478133,Jake Evans,C,344.43,32,5.5744,3.9998,7.7023,61,10.6261,8.4355,13.2712,93,16.2005,13.5685,19.1777,1.4326,58
8475184,Chris Kreider,L,435.17,62,8.5484,6.768,10.711,64,8.8242,7.0157,11.0101,126,17.3727,14.941,20.0386,1.425,59
8481601,Simon Holmstrom,R,183.35,18,5.8904,3.7875,9.0067,31,10.1445,7.3189,13.8246,49,16.0349,12.5318,20.1724,1.3987,60
8480068,Ryan Poehling,C,238.03,29,7.3099,5.1716,10.1711,33,8.3182,6.0278,11.2997,62,15.6281,12.5316,19.1854,1.3801,61
8476438,Brandon Saad,L,283.72,35,7.4018,5.3977,9.9944,32,6.7673,4.8572,9.2843,67,14.1691,11.4159,17.3169,1.3607,62
8478508,Yakov Trenin,C,252.42,32,7.6065,5.4842,10.426,31,7.3688,5.2819,10.1593,63,14.9752,12.0336,18.4168,1.3555,63
8476459,Mika Zibanejad,C,519.25,69,7.973,6.385,9.8923,73,8.4352,6.8027,10.3928,142,16.4083,14.221,18.811,1.3521,64
8477949,Alex Tuch,R,399.07,41,6.1644,4.5991,8.1863,62,9.3218,7.3887,11.6523,103,15.4861,13.0593,18.1949,1.3485,65
8476878,Zemgus Girgensons,C,209.88,25,7.1468,4.917,10.19,31,8.8621,6.3591,12.1148,56,16.0089,12.6863,19.8167,1.3407,66
8480806,Isac Lundeström,C,234.52,26,6.652,4.5977,9.4304,34,8.6987,6.325,11.7225,60,15.3507,12.2289,18.8817,1.3217,67
8480281,Alexey Toropchenko,R,138.02,12,5.2168,3.0265,8.7507,23,9.9988,6.8221,14.2613,35,15.2156,11.303,19.9325,1.3212,68
8477429,Andrew Copp,C,369.88,47,7.624,5.8132,9.89,43,6.9752,5.246,9.1732,90,14.5992,12.1386,17.3672,1.3177,69
8478483,Mitch Marner,R,504.43,57,6.7799,5.2993,8.6234,56,6.6609,5.1937,8.4927,113,13.4408,11.3976,15.7576,1.3143,70
8477493,Aleksander Barkov,C,383.43,39,6.1028,4.5232,8.1706,50,7.824,6.0266,10.0794,89,13.9268,11.5717,16.6323,1.2972,71
8479675,Trevor Moore,L,355.38,48,8.1039,6.2113,10.4827,40,6.7533,5.0307,8.988,88,14.8572,12.3497,17.7206,1.2943,72
8479346,Dillon Dube,C,165.65,16,5.7954,3.6121,9.0497,21,7.6064,5.0551,11.1394,37,13.4018,9.9752,17.5239,1.2654,73
8480220,Noah Cates,L,293.28,30,6.1374,4.3599,8.5443,32,6.5466,4.7058,9.0068,62,12.684,10.1233,15.7171,1.2614,74
8476389,Vincent Trocheck,C,479.73,56,7.0039,5.4566,8.9086,61,7.6292,6.0131,9.5922,117,14.6331,12.4484,17.0457,1.2586,75
8475343,Nic Dowd,C,259.48,23,5.3183,3.5941,7.7834,41,9.4804,7.133,12.4624,64,14.7986,11.9115,18.1846,1.2543,76
8482093,Seth Jarvis,C,389.68,44,6.7747,5.1074,8.8842,52,8.0065,6.1888,10.2404,96,14.7812,12.3608,17.4748,1.2503,77
8476882,Teuvo Teravainen,L,417.0,48,6.9065,5.2756,8.9589,49,7.0504,5.402,9.1177,97,13.9568,11.6769,16.5297,1.2502,78
8481641,Joel Kiviranta,L,130.08,11,5.0737,2.8742,8.7104,19,8.7636,5.7363,13.0209,30,13.8373,10.002,18.6176,1.2499,79
8474040,Sam Gagner,C,104.28,16,9.2057,5.8183,14.1229,11,6.3289,3.6056,10.772,27,15.5346,11.0993,21.0821,1.2454,80
8473986,Alex Killorn,L,419.32,39,5.5805,4.1302,7.4829,54,7.7269,6.0081,9.8619,93,13.3074,11.0876,15.8504,1.2389,81
8476448,William Karlsson,C,288.62,28,5.8209,4.073,8.1878,33,6.8603,4.9483,9.3615,61,12.6812,10.0783,15.7053,1.2273,82
8481656,Aliaksei Protas,C,184.13,20,6.517,4.2883,9.7155,24,7.8204,5.3545,11.2047,44,14.3374,10.9939,18.3419,1.2246,83
8476925,Colton Sissons,C,367.5,35,5.7143,4.1509,7.7641,50,8.1633,6.2761,10.4797,85,13.8776,11.4498,16.6012,1.2165,84
8480074,Alexandre Texier,C,123.38,14,6.8081,4.1413,10.9207,16,7.7806,4.9008,12.0534,30,14.5887,10.5914,19.6077,1.2137,85
8478569,Noel Acciari,C,192.22,21,6.5551,4.3595,9.685,28,8.7401,6.1718,12.1619,49,15.2952,11.9256,19.2756,1.1924,86
8477508,Curtis Lazar,C,136.3,15,6.6031,4.0792,10.4407,15,6.6031,4.0792,10.4407,30,13.2062,9.5467,17.845,1.1591,87
8471669,Paul Stastny,C,119.47,12,6.0268,3.5178,10.081,11,5.5246,3.144,9.4779,23,11.5513,7.9431,16.4012,1.1576,88
8475745,Charlie Coyle,C,460.2,45,5.867,4.435,7.7038,60,7.8227,6.1616,9.8578,105,13.6897,11.5349,16.1264,1.156,89
8482055,Drew O'Connor,L,156.73,18,6.8907,4.4258,10.4367,19,7.2735,4.7316,10.8769,37,14.1642,10.5652,18.4726,1.1513,90
8478413,Jordan Greenway,L,176.65,19,6.4534,4.1883,9.694,15,5.0948,3.1217,8.1064,34,11.5483,8.4506,15.3852,1.1409,91
8477496,Elias Lindholm,C,468.57,41,5.2501,3.9056,6.987,66,8.4513,6.7299,10.5074,107,13.7014,11.5479,16.0945,1.1223,92
8475191,Reilly Smith,R,312.27,29,5.5722,3.9298,7.8182,32,6.1486,4.4155,8.4723,61,11.7208,9.3192,14.5867,1.1145,93
8476469,Joel Armia,R,283.88,16,3.3817,2.0983,5.3728,42,8.8769,6.6785,11.6319,58,12.2586,9.686,15.2947,1.1099,94
8478891,Mason Appleton,C,172.53,15,5.2164,3.1948,8.2872,21,7.3029,4.8468,10.7066,36,12.5193,9.256,16.476,1.1079,95
8479992,Michael Rasmussen,C,248.37,24,5.7979,3.9537,8.3973,28,6.7642,4.7567,9.5003,52,12.5621,9.8181,15.8747,1.1049,96
8477426,Nick Paul,L,318.45,30,5.6524,4.0129,7.8889,30,5.6524,4.0129,7.8889,60,11.3048,8.9693,14.1181,1.1034,97
8473419,Brad Marchand,L,424.57,42,5.9355,4.4367,7.8534,51,7.2073,5.5476,9.2609,93,13.1428,10.9278,15.6333,1.0931,98
8476897,Oskar Sundqvist,C,229.73,21,5.4846,3.6296,8.1326,23,6.007,4.0537,8.7348,44,11.4916,8.7424,14.8226,1.0919,99
8482092,Ridly Greig,C,227.65,19,5.0077,3.2398,7.5887,25,6.5891,4.5228,9.4112,44,11.5967,8.821,14.9474,1.0878,100
8476419,Jean-Gabriel Pageau,C,400.58,26,3.8943,2.6777,5.5984,58,8.6873,6.8149,10.9464,84,12.5817,10.3498,15.1182,1.0874,101
8476454,Ryan Nugent-Hopkins,C,438.18,44,6.0249,4.5412,7.9305,42,5.751,4.3035,7.625,86,11.7759,9.7112,14.1673,1.0762,102
8479370,Tyson Jost,C,162.85,12,4.4212,2.5567,7.4558,17,6.2634,3.9684,9.6402,29,10.6847,7.6096,14.6301,1.0761,103
8481517,Brett Leason,R,112.37,10,5.3397,2.9533,9.3955,11,5.8736,3.3438,10.0409,21,11.2133,7.562,16.1816,1.0531,104
8478831,Kevin Stenlund,C,230.83,27,7.0181,4.895,9.883,34,8.8375,6.4367,11.9182,61,15.8556,12.6848,19.4666,1.0487,105
8476479,Phillip Danault,C,423.4,45,6.3769,4.8277,8.3634,37,5.2433,3.8475,7.0945,82,11.6202,9.5403,14.0528,1.0405,106
8476374,Sean Kuraly,C,239.85,18,4.5028,2.8779,6.9256,41,10.2564,7.7097,13.4126,59,14.7592,11.7387,18.2418,1.0397,107
8477501,Valeri Nichushkin,R,340.87,28,4.9286,3.4451,6.9669,41,7.2169,5.3927,9.5432,69,12.1455,9.7877,14.8917,1.0308,108
8481477,Nico Sturm,C,205.2,12,3.5088,2.0279,5.9709,32,9.3567,6.7676,12.7232,44,12.8655,9.8371,16.5489,1.0305,109
8477402,Pavel Buchnevich,L,391.7,34,5.2081,3.7638,7.1256,38,5.8208,4.2865,7.8156,72,11.0288,8.9084,13.5008,1.0304,110
8474715,Cam Atkinson,R,199.02,15,4.5222,2.7725,7.2378,22,6.6326,4.4489,9.7025,37,11.1548,8.2805,14.7449,1.0283,111
8479353,Brett Howden,C,161.28,14,5.2082,3.1502,8.4397,11,4.0922,2.3145,7.0915,25,9.3004,6.4466,13.1509,1.0216,112
8475842,Sam Carrick,C,176.5,16,5.4391,3.4039,8.5538,19,6.4589,4.2124,9.747,35,11.898,8.7964,15.8392,1.0107,113
8478057,Dakota Joshua,C,155.08,15,5.8033,3.5715,9.2116,12,4.6427,2.6903,7.8264,27,10.446,7.354,14.4948,1.0089,114
8480459,Pius Suter,C,355.4,32,5.4024,3.8744,7.469,35,5.9088,4.3048,8.0419,67,11.3112,9.0865,13.9613,1.0074,115
8475855,Jesper Fast,R,183.65,18,5.8808,3.7666,8.9595,16,5.2273,3.2539,8.1945,34,11.1081,8.1211,14.8264,1.0019,116
8476442,Matt Nieto,L,145.68,11,4.5304,2.5553,7.7923,15,6.1778,3.7953,9.7557,26,10.7082,7.4714,14.8888,0.9962,117
8477450,Jason Dickinson,C,266.95,17,3.8209,2.4077,5.9754,29,6.5181,4.6017,9.0982,46,10.339,7.9032,13.3288,0.9913,118
8477933,Sam Reinhart,C,486.48,41,5.0567,3.7676,6.747,48,5.92,4.5183,7.7112,89,10.9767,9.0763,13.1973,0.99,119
8475164,Jakob Silfverberg,R,218.9,21,5.7561,3.8145,8.5283,19,5.2079,3.3746,7.8912,40,10.9639,8.2257,14.3486,0.9813,120
8480855,Jack McBain,C,200.07,15,4.4985,2.7585,7.2027,18,5.3982,3.4612,8.266,33,9.8967,7.1981,13.3595,0.974,121
8476871,Tanner Pearson,L,147.23,11,4.4827,2.5377,7.7413,14,5.7052,3.4548,9.2108,25,10.1879,7.0758,14.3407,0.9727,122
8478498,Jake DeBrusk,L,352.05,32,5.4538,3.9079,7.5312,31,5.2833,3.7642,7.3377,63,10.7371,8.5478,13.3454,0.9703,123
8477425,Miles Wood,L,106.5,6,3.3803,1.5718,7.0815,13,7.3239,4.3854,11.9153,19,10.7042,7.0717,15.7839,0.97,124
8478434,Keegan Kolesar,R,129.2,14,6.5015,3.9453,10.4364,5,2.322,1.0,5.2517,19,8.8235,5.7818,13.1166,0.9642,125
8475287,Erik Haula,L,371.07,28,4.5275,3.1638,6.4149,41,6.6295,4.9508,8.7896,69,11.157,8.9808,13.7234,0.9628,126
8478449,Roope Hintz,C,374.98,29,4.6402,3.2629,6.5314,36,5.7603,4.209,7.8026,65,10.4005,8.303,12.8945,0.9559,127
8480002,Nico Hischier,C,437.05,34,4.6677,3.3725,6.4054,41,5.6286,4.1948,7.4886,75,10.2963,8.3503,12.588,0.9475,128
8477476,Artturi Lehkonen,L,328.15,24,4.3882,2.9796,6.3938,27,4.9368,3.4313,7.027,51,9.325,7.217,11.9201,0.9455,129
8481580,Connor McMichael,C,234.17,22,5.637,3.7745,8.2945,19,4.8683,3.1557,7.3996,41,10.5053,7.9117,13.7434,0.9428,130
8474679,Gustav Nyquist,R,382.63,23,3.6066,2.4207,5.3098,38,5.9587,4.3884,7.9952,61,9.5653,7.5618,11.9565,0.9421,131
8476880,Tom Wilson,R,392.02,29,4.4386,3.12,6.2537,40,6.1222,4.55,8.1583,69,10.5608,8.4909,13.0088,0.9401,132
8482110,Dawson Mercer,C,386.47,33,5.1233,3.6913,7.058,32,4.9681,3.56,6.8814,65,10.0914,8.0622,12.5372,0.9358,133
8475760,Nick Bjugstad,C,196.13,19,5.8124,3.7764,8.7861,16,4.8946,3.0522,7.7088,35,10.707,7.8775,14.2926,0.9336,134
8478439,Travis Konecny,R,432.2,34,4.72,3.4119,6.4781,43,5.9695,4.4843,7.8837,77,10.6895,8.7021,13.0272,0.9262,135
8478398,Kyle Connor,L,418.37,36,5.1629,3.7714,7.0158,34,4.8761,3.5273,6.6909,70,10.039,8.0839,12.3752,0.9259,136
8477456,J.T. Compher,L,396.37,32,4.844,3.4692,6.7111,33,4.9954,3.5971,6.8833,65,9.8394,7.8551,12.2291,0.9192,137
8482157,Will Cuylle,L,126.93,13,6.145,3.6481,10.0364,8,3.7815,1.9357,7.1631,21,9.9265,6.6462,14.3754,0.9146,138
8480835,Jack Drury,C,179.97,12,4.0007,2.3126,6.774,19,6.3345,4.1173,9.5384,31,10.3352,7.4438,14.0448,0.9128,139
8480813,Joe Veleno,C,177.95,9,3.0346,1.6095,5.5973,21,7.0806,4.7083,10.4175,30,10.1152,7.241,13.824,0.9124,140
8478403,Jack Eichel,C,316.62,27,5.1166,3.5517,7.2652,22,4.1691,2.7765,6.1703,49,9.2857,7.1363,11.9089,0.9083,141
8477989,Christian Dvorak,C,329.98,25,4.5457,3.1103,6.5665,37,6.7276,4.9467,9.0434,62,11.2733,8.9649,14.0116,0.9044,142
8476461,Sean Couturier,C,262.67,20,4.5685,2.9858,6.8721,26,5.9391,4.1016,8.4546,46,10.5076,8.0259,13.5243,0.8959,143
8476480,Vladislav Namestnikov,C,264.77,22,4.9855,3.3277,7.3496,26,5.892,4.0702,8.3925,48,10.8775,8.3656,13.9171,0.8956,144
8478401,Pavel Zacha,C,416.0,28,4.0385,2.8185,5.7335,42,6.0577,4.5338,8.0197,70,10.0962,8.1234,12.4331,0.894,145
8479393,Noah Gregor,C,130.37,8,3.6819,1.8905,7.0043,14,6.4434,3.9144,10.3599,22,10.1253,6.8697,14.5773,0.8918,146
8481068,Yegor Sharangovich,C,352.97,21,3.5697,2.3541,5.3537,40,6.7995,5.0596,9.0377,61,10.3693,8.2164,12.9428,0.8832,147
8479661,Tanner Jeannot,L,202.97,19,5.6167,3.6443,8.493,14,4.1386,2.4913,6.7452,33,9.7553,7.0894,13.1701,0.8823,148
8482705,Cole Sillinger,C,259.02,16,3.7063,2.3028,5.879,28,6.4861,4.5517,9.1086,44,10.1924,7.7432,13.2219,0.8798,149
8470638,Patrice Bergeron,C,181.75,15,4.9519,3.0348,7.8911,16,5.282,3.2902,8.2815,31,10.2338,7.3601,13.8972,0.874,150
8476981,Josh Anderson,R,303.2,22,4.3536,2.9061,6.4489,31,6.1346,4.381,8.4937,53,10.4881,8.1771,13.3014,0.8735,151
8473512,Claude Giroux,R,451.8,35,4.6481,3.3721,6.3473,33,4.3825,3.1473,6.0455,68,9.0305,7.2262,11.1804,0.8735,151
8480003,Jesper Boqvist,C,139.0,8,3.4532,1.7669,6.5675,18,7.7698,5.0103,11.725,26,11.223,7.8579,15.5981,0.8659,153
8480023,Robert Thomas,C,409.47,27,3.9564,2.7457,5.6606,36,5.2752,3.8553,7.1671,63,9.2315,7.337,11.5334,0.8643,154
8477497,Sean Monahan,C,287.42,15,3.1313,1.9155,5.0659,31,6.4714,4.6286,8.9543,46,9.6028,7.3419,12.43,0.8549,155
8481528,Dylan Cozens,C,365.73,27,4.4295,3.0715,6.3122,33,5.4138,3.8953,7.4352,60,9.8432,7.772,12.3191,0.853,156
8478115,Pierre Engvall,L,172.6,16,5.562,3.4638,8.6968,5,1.7381,0.7444,3.9519,21,7.3001,4.8468,10.7066,0.8417,157
8477955,Jared McCann,L,347.62,24,4.1425,2.8067,6.0339,31,5.3507,3.8079,7.4201,55,9.4932,7.4088,12.0047,0.8377,158
8480748,Kiefer Sherwood,L,163.48,8,2.9361,1.5046,5.6309,23,8.4412,5.754,12.1702,31,11.3773,8.2405,15.4376,0.8313,159
8476905,Chandler Stephenson,C,432.95,31,4.2961,3.0535,5.9898,28,3.8804,2.7069,5.5123,59,8.1765,6.4277,10.3072,0.8283,160
8479316,Luke Kunin,C,243.53,15,3.6956,2.2563,5.9364,24,5.9129,4.0195,8.5309,39,9.6085,7.1509,12.6621,0.8214,161
8473449,Kyle Okposo,R,186.58,14,4.502,2.707,7.3039,14,4.502,2.707,7.3039,28,9.004,6.3403,12.4738,0.8193,162
8475913,Mark Stone,R,281.62,15,3.1958,1.9498,5.1538,25,5.3264,3.6461,7.6556,40,8.5222,6.3555,11.2434,0.8189,163
8474009,Nick Bonino,C,204.47,11,3.2279,1.8223,5.6377,22,6.4558,4.3382,9.4728,33,9.6837,7.0539,13.1081,0.8167,164
8477953,Kasperi Kapanen,R,208.63,8,2.3007,1.1713,4.4221,28,8.0524,5.6605,11.2088,36,10.3531,7.6255,13.7542,0.8099,165
8475786,Zach Hyman,L,343.58,22,3.8419,2.5566,5.6957,25,4.3658,2.9824,6.3048,47,8.2076,6.2595,10.6174,0.8067,166
8476432,Boone Jenner,C,291.08,13,2.6796,1.5774,4.4953,32,6.596,4.7386,9.0671,45,9.2757,7.0574,12.0393,0.8054,167
8479941,Justin Danforth,R,112.1,6,3.2114,1.4868,6.7183,13,6.9581,4.146,11.3104,19,10.1695,6.6827,14.9891,0.8042,168
8478458,Jack Roslovic,C,268.6,20,4.4676,2.9185,6.7226,21,4.691,3.0975,6.9834,41,9.1586,6.8629,12.0143,0.8021,169
8479414,Nathan Bastian,R,131.4,9,4.1096,2.1937,7.5251,9,4.1096,2.1937,7.5251,18,8.2192,5.3228,12.4053,0.7869,170
8475714,Calle Jarnkrok,C,215.57,16,4.4534,2.7664,7.0157,20,5.5667,3.6443,8.3211,36,10.0201,7.373,13.326,0.7825,171
8474641,Adam Henrique,C,318.72,22,4.1416,2.7589,6.1325,23,4.3299,2.9113,6.3518,45,8.4715,6.4276,11.0128,0.7814,172
8475158,Ryan O'Reilly,C,417.67,25,3.5914,2.4501,5.2079,34,4.8843,3.5273,6.6909,59,8.4757,6.6618,10.6682,0.7799,173
8484145,Zach Benson,L,154.95,5,1.9361,0.8313,4.3971,18,6.97,4.4839,10.5657,23,8.9061,6.0574,12.7695,0.7703,174
8478020,Michael Amadio,R,124.97,11,5.2814,2.9909,9.0433,2,0.9603,0.2639,3.3878,13,6.2417,3.7074,10.1895,0.7684,175
8477919,Frederick Gaudreau,C,324.23,20,3.701,2.4187,5.605,36,6.6619,4.8807,8.9995,56,10.3629,8.1338,13.0669,0.768,176
8479365,Trent Frederic,C,144.25,10,4.1594,2.2893,7.3866,11,4.5754,2.5912,7.8963,21,8.7348,5.8442,12.7601,0.7667,177
8478366,Frank Vatrano,R,310.62,21,4.0564,2.6751,6.061,19,3.6701,2.3674,5.6065,40,7.7266,5.7535,10.2243,0.7655,178
8478067,Oskar Lindblom,L,100.22,8,4.7896,2.4656,8.999,2,1.1974,0.3301,4.2008,10,5.987,3.3137,10.462,0.7602,179
8470610,Zach Parise,L,198.78,13,3.9239,2.3143,6.5128,15,4.5275,2.7725,7.2378,28,8.4514,5.9505,11.7505,0.7582,180
8477505,Alexander Wennberg,C,429.12,22,3.0761,2.0464,4.5854,34,4.754,3.436,6.5226,56,7.83,6.1145,9.9433,0.7575,181
8477500,Bo Horvat,C,456.28,29,3.8134,2.6785,5.3906,40,5.2599,3.9047,7.0349,69,9.0733,7.2807,11.2267,0.7495,182
8478046,Danton Heinen,L,184.18,9,2.9319,1.5566,5.42,16,5.2122,3.2539,8.1945,25,8.1441,5.6251,11.5728,0.7365,183
8478462,Nicolas Roy,C,298.27,17,3.4198,2.1551,5.367,24,4.8279,3.2829,7.0221,41,8.2477,6.1838,10.8798,0.7338,184
8475810,Bryan Rust,R,394.97,20,3.0382,1.9808,4.6146,31,4.7093,3.3502,6.5547,51,7.7475,5.975,9.9474,0.7303,185
8474053,Logan Couture,C,220.32,8,2.1787,1.1123,4.2061,20,5.4467,3.5772,8.1744,28,7.6254,5.3726,10.6678,0.7284,186
8476456,Jonathan Huberdeau,C,408.73,24,3.5231,2.3848,5.1496,21,3.0827,2.0295,4.6329,45,6.6058,4.995,8.6434,0.7242,187
8478432,Christian Fischer,R,158.38,9,3.4094,1.8152,6.2822,12,4.5459,2.6386,7.6832,21,7.9554,5.3161,11.6789,0.7236,188
8480018,Nick Suzuki,C,494.57,29,3.5182,2.4659,4.9724,34,4.1248,2.974,5.667,63,7.6431,6.0453,9.5718,0.707,189
8480849,Barrett Hayton,C,245.22,14,3.4255,2.0604,5.6171,14,3.4255,2.0604,5.6171,28,6.8511,4.8158,9.613,0.7057,190
8480064,Josh Norris,C,248.77,16,3.859,2.3961,6.1092,12,2.8943,1.6668,4.9401,28,6.7533,4.7373,9.4633,0.6982,191
8477935,Sam Bennett,C,381.48,24,3.7747,2.5615,5.521,26,4.0893,2.8195,5.8867,50,7.864,6.0587,10.131,0.6928,192
8480113,Alex Iafallo,L,348.92,25,4.299,2.9393,6.2164,22,3.7831,2.5196,5.6157,47,8.0822,6.1684,10.4694,0.6908,193
8475798,Mikael Granlund,C,487.02,29,3.5728,2.5067,5.0528,31,3.8192,2.7122,5.3362,60,7.3919,5.8156,9.3227,0.6855,194
8477960,Adrian Kempe,R,447.7,23,3.0824,2.067,4.5514,28,3.7525,2.6155,5.3308,51,6.8349,5.2592,8.7955,0.6816,195
8478233,Andrew Mangiapane,L,322.87,21,3.9025,2.5748,5.8406,20,3.7167,2.4262,5.622,41,7.6192,5.6978,10.0606,0.68,196
8479390,Taylor Raddysh,R,231.93,12,3.1043,1.7899,5.2932,14,3.6217,2.177,5.9238,26,6.7261,4.6581,9.5485,0.6752,197
8482740,Wyatt Johnston,C,322.33,17,3.1644,1.9932,4.9749,25,4.6536,3.1883,6.726,42,7.818,5.8779,10.2971,0.6621,198
8475794,Tyler Seguin,C,280.02,14,2.9998,1.8008,4.93,16,3.4284,2.1285,5.4478,30,6.4282,4.5652,8.93,0.6494,199
8480797,Joel Farabee,L,354.82,18,3.0438,1.9386,4.7231,25,4.2275,2.8891,6.1135,43,7.2714,5.4709,9.5511,0.6477,200
8477839,Conor Sheary,L,209.2,9,2.5813,1.3691,4.7881,18,5.1625,3.3102,7.9211,27,7.7438,5.4195,10.8861,0.6474,201
8481617,Vasily Podkolzin,R,102.6,5,2.924,1.2546,6.5185,9,5.2632,2.799,9.4667,14,8.1871,4.9634,12.9182,0.6463,202
8478402,Connor McDavid,C,424.55,21,2.9678,1.9525,4.4612,28,3.9571,2.7583,5.6142,49,6.925,5.299,8.9499,0.6401,203
8470604,Jeff Carter,C,252.25,16,3.8057,2.3673,6.0382,12,2.8543,1.6468,4.8826,28,6.6601,4.68,9.354,0.6341,204
8481596,Shane Pinto,C,271.18,11,2.4338,1.3688,4.2726,21,4.6463,3.0744,6.9332,32,7.0801,5.0937,9.7166,0.6317,205
8475754,Brock Nelson,C,403.87,20,2.9713,1.9363,4.5135,29,4.3084,3.0265,6.0714,49,7.2796,5.5782,9.4043,0.6316,206
8482720,Matthew Knies,L,201.7,6,1.7848,0.821,3.7967,18,5.3545,3.4265,8.1868,24,7.1393,4.8692,10.2419,0.6234,207
8477964,Ivan Barbashev,C,276.65,18,3.9038,2.4897,6.0222,12,2.6026,1.4971,4.451,30,6.5064,4.6154,9.024,0.6109,208
8475220,Marcus Foligno,L,253.5,12,2.8402,1.6337,4.845,18,4.2604,2.7176,6.5536,30,7.1006,5.0398,9.8162,0.5958,209
8480012,Elias Pettersson,C,453.83,27,3.5696,2.4714,5.1087,25,3.3052,2.2544,4.8015,52,6.8748,5.3053,8.8273,0.5923,210
8482124,Quinton Byfield,R,243.83,14,3.445,2.0689,5.6396,14,3.445,2.0689,5.6396,28,6.89,4.8358,9.6512,0.5913,211
8475169,Evander Kane,L,154.32,10,3.8881,2.139,6.9238,4,1.5552,0.6088,3.8926,14,5.4434,3.2955,8.8084,0.5853,212
8475151,Kyle Palmieri,C,291.78,11,2.262,1.2698,3.9712,22,4.5239,3.0167,6.6861,33,6.7859,4.8967,9.2679,0.5767,213
8479318,Auston Matthews,C,408.92,18,2.6411,1.681,4.1093,23,3.3748,2.2657,4.978,41,6.0159,4.4854,7.9904,0.5724,214
8471685,Anze Kopitar,C,478.98,20,2.5053,1.6313,3.8166,27,3.3822,2.3415,4.8462,47,5.8875,4.4755,7.6827,0.5657,215
8482097,Jack Quinn,R,186.82,8,2.5694,1.3101,4.9281,11,3.5329,1.9896,6.1349,19,6.1022,3.9609,9.194,0.5654,216
8478474,Lawson Crouse,L,380.87,12,1.8904,1.0864,3.2543,26,4.0959,2.8195,5.8867,38,5.9863,4.4118,8.0362,0.5599,217
8476468,J.T. Miller,C,503.77,20,2.3821,1.55,3.6298,34,4.0495,2.9204,5.5675,54,6.4315,4.983,8.2307,0.5526,218
