player_id,player_name,position,PP_TOI_min,CNFI_n,CNFI_per60,CNFI_lo95,CNFI_hi95,MNFI_n,MNFI_per60,MNFI_lo95,MNFI_hi95,FNFI_n,FNFI_per60,FNFI_lo95,FNFI_hi95,total_n,total_per60,total_lo95,total_hi95,P2_weighted,rank
8481147,Reese Johnson,C,122.13,0,0.0,0.0,1.8316,0,0.0,0.0,1.8316,0,0.0,0.0,1.8316,0,0.0,0.0,1.8316,0.0,1
8480289,Morgan Barron,C,310.05,0,0.0,0.0,0.7344,0,0.0,0.0,0.7344,0,0.0,0.0,0.7344,0,0.0,0.0,0.7344,0.0,1
8477290,Michael Raffl,L,104.45,0,0.0,0.0,2.1374,0,0.0,0.0,2.1374,0,0.0,0.0,2.1374,0,0.0,0.0,2.1374,0.0,1
8477887,Patrick Brown,C,140.98,0,0.0,0.0,1.5914,0,0.0,0.0,1.5914,0,0.0,0.0,1.5914,0,0.0,0.0,1.5914,0.0,1
8471699,Andrew Cogliano,C,292.1,0,0.0,0.0,0.7791,1,0.2054,0.0363,1.1485,0,0.0,0.0,0.7791,1,0.2054,0.0363,1.1485,0.0202,5
8479359,Beck Malenstyn,L,302.48,1,0.1984,0.0351,1.1109,0,0.0,0.0,0.7536,0,0.0,0.0,0.7536,1,0.1984,0.0351,1.1109,0.0213,6
8476278,Colin Blackwell,C,282.27,1,0.2126,0.0376,1.1886,0,0.0,0.0,0.8064,0,0.0,0.0,0.8064,1,0.2126,0.0376,1.1886,0.0229,7
8481481,Blake Lizotte,C,381.17,0,0.0,0.0,0.5989,2,0.3148,0.0864,1.1361,0,0.0,0.0,0.5989,2,0.3148,0.0864,1.1361,0.0314,8
8478421,A.J. Greer,L,168.03,0,0.0,0.0,1.3413,1,0.3571,0.0631,1.9766,0,0.0,0.0,1.3413,1,0.3571,0.0631,1.9766,0.0317,9
8480870,Bo Groulx,C,107.5,0,0.0,0.0,2.0609,0,0.0,0.0,2.0609,2,1.1163,0.3056,3.9012,2,1.1163,0.3056,3.9012,0.0348,10
8475235,Nicolas Deslauriers,L,166.28,0,0.0,0.0,1.3571,1,0.3608,0.0638,1.9998,0,0.0,0.0,1.3571,1,0.3608,0.0638,1.9998,0.0355,11
8477930,Pierre-Edouard Bellemare,L,266.1,1,0.2255,0.0398,1.2591,0,0.0,0.0,0.8542,1,0.2255,0.0398,1.2591,2,0.451,0.1239,1.6197,0.0421,12
8478891,Mason Appleton,C,365.62,2,0.3282,0.09,1.1822,0,0.0,0.0,0.6232,0,0.0,0.0,0.6232,2,0.3282,0.09,1.1822,0.0436,13
8476822,Luke Glendening,C,421.23,2,0.2849,0.0782,1.0292,1,0.1424,0.0252,0.7998,0,0.0,0.0,0.5425,3,0.4273,0.1456,1.2443,0.0464,14
8477446,Michael McCarron,C,340.32,2,0.3526,0.0969,1.2715,0,0.0,0.0,0.6704,0,0.0,0.0,0.6704,2,0.3526,0.0969,1.2715,0.0468,15
8475231,Casey Cizikas,C,426.87,1,0.1406,0.0248,0.7887,2,0.2811,0.0771,1.0149,0,0.0,0.0,0.535,3,0.4217,0.1435,1.227,0.0499,16
8480848,Ty Dellandrea,C,240.2,0,0.0,0.0,0.9453,2,0.4996,0.1373,1.7922,0,0.0,0.0,0.9453,2,0.4996,0.1373,1.7922,0.0499,16
8477846,Ryan Carpenter,C,172.85,0,0.0,0.0,1.3034,1,0.3471,0.0613,1.9207,1,0.3471,0.0613,1.9207,2,0.6942,0.1906,2.47,0.0512,18
8477070,Liam O'Brien,C,151.52,0,0.0,0.0,1.479,1,0.396,0.0697,2.1793,1,0.396,0.0697,2.1793,2,0.792,0.2169,2.8021,0.0523,19
8473453,Trevor Lewis,C,357.0,1,0.1681,0.0297,0.9417,2,0.3361,0.0923,1.2116,1,0.1681,0.0297,0.9417,4,0.6723,0.2619,1.7071,0.0535,20
8479944,Zachary Aston-Reese,C,223.13,0,0.0,0.0,1.0161,2,0.5378,0.1478,1.9263,0,0.0,0.0,1.0161,2,0.5378,0.1478,1.9263,0.0537,21
8476873,Mark Jankowski,L,237.27,0,0.0,0.0,0.957,2,0.5058,0.139,1.8145,0,0.0,0.0,0.957,2,0.5058,0.139,1.8145,0.0561,22
8476934,Brock McGinn,L,263.95,2,0.4546,0.1248,1.6318,0,0.0,0.0,0.8606,0,0.0,0.0,0.8606,2,0.4546,0.1248,1.6318,0.0603,23
8481556,John Beecher,C,157.2,1,0.3817,0.0675,2.1116,0,0.0,0.0,1.4331,0,0.0,0.0,1.4331,1,0.3817,0.0675,2.1116,0.0603,23
