player_id,player_name,es_toi_min,CNFI_SA,CNFI_SA_per60,CNFI_SA_lo95,CNFI_SA_hi95,CNFI_centrality,MNFI_SA,MNFI_SA_per60,MNFI_SA_lo95,MNFI_SA_hi95,MNFI_centrality,FNFI_SA,FNFI_SA_per60,FNFI_SA_lo95,FNFI_SA_hi95,FNFI_centrality,TNFI_SA,TNFI_SA_per60,TNFI_SA_lo95,TNFI_SA_hi95,P2_weighted,TNFI_rank_raw,P2_weighted_rank,rank_delta,weighting_flag
8480039,Martin Necas,5355.32,829,9.288,8.7221,9.8846,4.335,559,6.2629,5.7888,6.7718,7.481,345,3.8653,3.4894,4.2791,7.429,1733,19.4162,18.6733,20.1766,1.9797,344,415,-71,HIGH_DANGER_MIX
8475799,Nino Niederreiter,4402.88,635,8.6534,8.0492,9.2944,4.293,421,5.7371,5.2368,6.2795,7.698,369,5.0285,4.5588,5.5415,7.539,1425,19.4191,18.5989,20.2567,1.8851,345,291,54,LOW_DANGER_MIX
8477015,Connor Brown,3463.05,470,8.1431,7.483,8.8519,4.234,391,6.7744,6.1676,7.4328,7.611,260,4.5047,4.0059,5.0601,7.535,1121,19.4222,18.4996,20.3688,1.9127,346,327,19,LOW_DANGER_MIX
8474102,David Perron,4052.82,549,8.1277,7.5158,8.7802,4.162,432,6.3956,5.8474,6.9878,6.991,331,4.9003,4.4176,5.43,6.674,1312,19.4235,18.5687,20.2966,1.9006,347,309,38,LOW_DANGER_MIX
8481582,Nicholas Robertson,2026.22,299,8.8539,7.9682,9.8216,4.077,204,6.0408,5.3,6.8736,8.049,153,4.5306,3.8879,5.2707,7.837,656,19.4254,18.2259,20.669,1.9489,348,379,-31,HIGH_DANGER_MIX
8477494,Jonathan Drouin,3569.92,549,9.2271,8.5392,9.9592,4.013,353,5.9329,5.3709,6.5464,7.558,254,4.269,3.7901,4.803,7.437,1156,19.429,18.5194,20.3605,1.9789,349,412,-63,HIGH_DANGER_MIX
8478046,Danton Heinen,3569.52,491,8.2532,7.5976,8.9534,4.163,357,6.0008,5.4351,6.6165,7.868,308,5.1772,4.6502,5.7561,7.344,1156,19.4312,18.5194,20.3605,1.8695,350,272,78,LOW_DANGER_MIX
8478585,Derek Ryan,2411.43,350,8.7085,7.9002,9.5876,4.434,274,6.8175,6.0952,7.616,7.164,157,3.9064,3.3567,4.5405,7.885,781,19.4324,18.3327,20.5728,1.9676,351,401,-50,HIGH_DANGER_MIX
8474190,Wayne Simmonds,750.03,104,8.3196,6.9461,9.9149,4.308,93,7.4397,6.1386,8.9713,7.183,46,3.6798,2.7777,4.8506,7.913,243,19.4391,17.4886,21.4991,1.9674,352,400,-48,HIGH_DANGER_MIX
8475786,Zach Hyman,5621.93,779,8.3139,7.7867,8.8705,4.453,654,6.9798,6.4925,7.4984,7.329,389,4.1516,3.7709,4.5675,7.013,1822,19.4453,18.7184,20.1861,1.9379,353,364,-11,HIGH_DANGER_MIX
8479414,Nathan Bastian,2369.3,315,7.977,7.1932,8.8342,4.197,257,6.5083,5.7953,7.2989,6.872,196,4.9635,4.3384,5.671,7.276,768,19.4488,18.3382,20.5985,1.8858,354,292,62,LOW_DANGER_MIX
8482148,Hendrix Lapierre,1193.65,179,8.9976,7.8475,10.2772,4.078,108,5.4287,4.5282,6.4837,7.583,100,5.0266,4.1606,6.0499,6.78,387,19.4529,17.8904,21.0718,1.9288,355,354,1,
8478466,Daniel Sprong,2404.47,342,8.5341,7.7321,9.4079,4.178,275,6.8622,6.1368,7.6642,7.385,163,4.0674,3.5057,4.7135,7.356,780,19.4638,18.3622,20.6065,1.9618,356,392,-36,HIGH_DANGER_MIX
8480289,Morgan Barron,2829.83,427,9.0535,8.2902,9.8726,4.11,264,5.5975,4.9869,6.2736,6.663,227,4.813,4.2459,5.4479,7.696,918,19.464,18.4429,20.5115,1.9382,357,365,-8,
8477939,William Nylander,5753.88,783,8.1649,7.6477,8.7109,4.332,656,6.8406,6.3631,7.3487,7.524,428,4.4631,4.073,4.887,7.664,1867,19.4686,18.7496,20.2008,1.9149,358,331,27,LOW_DANGER_MIX
8478550,Artemi Panarin,6005.47,882,8.812,8.289,9.3634,4.176,648,6.4741,6.0187,6.9606,7.532,419,4.1862,3.8162,4.5899,7.208,1949,19.4723,18.7702,20.1909,1.9605,359,390,-31,HIGH_DANGER_MIX
8476442,Matt Nieto,2318.85,276,7.1415,6.3878,7.9698,4.453,290,7.5037,6.7325,8.3484,7.124,187,4.8386,4.2142,5.5456,6.626,753,19.4838,18.3572,20.6427,1.8565,360,258,102,LOW_DANGER_MIX
8471669,Paul Stastny,1764.22,270,9.1825,8.2209,10.237,3.867,200,6.8019,5.9649,7.7414,6.37,103,3.503,2.9026,4.2193,7.165,573,19.4874,18.2026,20.8227,2.0554,361,491,-130,HIGH_DANGER_MIX
8477380,Jonny Brodzinski,1771.6,279,9.4491,8.474,10.5088,4.301,167,5.6559,4.8903,6.5243,7.749,130,4.4028,3.7275,5.1869,7.338,576,19.5078,18.2188,20.8334,1.9699,362,404,-42,HIGH_DANGER_MIX
8482476,Emil Heineman,1402.25,218,9.3279,8.248,10.524,3.927,137,5.862,4.9954,6.8627,7.708,101,4.3216,3.5786,5.2065,7.673,456,19.5115,18.074,21.0132,2.0016,363,444,-81,HIGH_DANGER_MIX
8477404,Jake Guentzel,5762.88,809,8.4229,7.8989,8.9752,4.121,578,6.0178,5.5682,6.4991,7.673,488,5.0808,4.6658,5.5287,7.455,1875,19.5215,18.8025,20.2536,1.8996,364,308,56,LOW_DANGER_MIX
8473449,Kyle Okposo,2703.03,412,9.1453,8.362,9.988,4.163,274,6.0821,5.433,6.7991,7.237,194,4.3063,3.7582,4.9273,7.665,880,19.5336,18.4894,20.608,1.9764,365,410,-45,HIGH_DANGER_MIX
8479370,Tyson Jost,2893.35,400,8.2949,7.5699,9.0794,4.237,336,6.9677,6.2984,7.6998,7.336,206,4.2719,3.7436,4.8694,6.684,942,19.5344,18.5267,20.5747,1.9534,366,384,-18,HIGH_DANGER_MIX
8482720,Matthew Knies,2911.53,434,8.9437,8.194,9.7461,4.29,282,5.8114,5.1974,6.4872,7.862,232,4.781,4.2228,5.4041,7.345,948,19.5361,18.5262,20.5673,1.9224,367,341,26,LOW_DANGER_MIX
8477947,Sonny Milano,2306.28,349,9.0795,8.2378,9.9931,4.418,214,5.5674,4.8976,6.3199,7.364,188,4.891,4.2625,5.6042,7.314,751,19.5379,18.4109,20.7045,1.9332,368,359,9,
8478440,Dylan Strome,5257.4,724,8.2626,7.7202,8.8381,4.329,546,6.2312,5.7541,6.744,7.711,442,5.0443,4.6126,5.5132,7.21,1712,19.5382,18.7875,20.3071,1.8823,369,287,82,LOW_DANGER_MIX
8478542,Evan Rodrigues,4701.32,709,9.0485,8.4524,9.6801,4.183,465,5.9345,5.4423,6.4668,7.348,357,4.5562,4.1226,5.0319,7.303,1531,19.5392,18.7456,20.3526,1.9562,370,388,-18,HIGH_DANGER_MIX
8477451,Ryan Hartman,4560.95,597,7.8536,7.2848,8.4595,4.219,469,6.1698,5.6607,6.7188,7.443,420,5.5252,5.042,6.0494,7.15,1486,19.5486,18.7413,20.373,1.8464,371,241,130,LOW_DANGER_MIX
8477931,Tomas Nosek,2623.47,371,8.485,7.7177,9.3181,4.259,279,6.3809,5.7083,7.1248,7.075,205,4.6885,4.1093,5.3433,6.937,855,19.5543,18.4974,20.6487,1.9287,372,353,19,LOW_DANGER_MIX
8470619,Brian Boyle,582.78,80,8.2363,6.6994,10.0522,4.7,75,7.7216,6.2327,9.4964,8.413,35,3.6034,2.6088,4.9409,8.543,190,19.5613,17.346,21.8988,1.9203,373,337,36,LOW_DANGER_MIX
8477478,William Carrier,2618.8,402,9.2103,8.4118,10.0683,4.177,280,6.4152,5.7388,7.1596,7.229,172,3.9407,3.4085,4.5487,7.669,854,19.5662,18.5035,20.6565,2.0086,374,450,-76,HIGH_DANGER_MIX
8478843,Denis Malgin,637.78,95,8.9372,7.403,10.7175,4.221,64,6.0209,4.7605,7.5642,7.266,49,4.6097,3.5148,6.0055,8.02,208,19.5678,17.4468,21.8004,1.9261,375,347,28,LOW_DANGER_MIX
8483573,Ethen Frank,600.78,95,9.4876,7.8652,11.3638,4.505,53,5.2931,4.0831,6.8131,7.792,48,4.7937,3.646,6.2582,7.083,196,19.5744,17.391,21.8763,1.9325,376,357,19,LOW_DANGER_MIX
8476453,Nikita Kucherov,5683.82,769,8.1178,7.5988,8.6658,4.079,639,6.7455,6.2681,7.2538,7.166,448,4.7292,4.3256,5.1666,7.304,1856,19.5925,18.8676,20.3301,1.9233,377,344,33,LOW_DANGER_MIX
8482157,Will Cuylle,2580.32,377,8.7664,7.9812,9.6168,4.318,255,5.9295,5.2746,6.6574,8.09,211,4.9064,4.3092,5.5794,7.355,843,19.6022,18.5349,20.7053,1.9175,378,333,45,LOW_DANGER_MIX
8474040,Sam Gagner,1670.67,243,8.7271,7.7599,9.7883,4.42,175,6.2849,5.4565,7.2196,7.383,128,4.597,3.8879,5.4208,7.727,546,19.6089,18.2809,20.9769,1.9206,379,338,41,LOW_DANGER_MIX
8480003,Jesper Boqvist,3274.0,457,8.3751,7.6881,9.1127,4.348,379,6.9456,6.3149,7.6304,7.203,234,4.2883,3.7885,4.8485,7.671,1070,19.609,18.6577,20.5848,1.9491,380,380,0,
8474009,Nick Bonino,2315.47,277,7.1778,6.4236,8.0106,4.321,271,7.0223,6.2758,7.8479,6.701,209,5.4158,4.7565,6.1586,7.478,757,19.6159,18.4913,20.7828,1.8323,381,222,159,LOW_DANGER_MIX
8481043,Cole Koepke,1290.67,157,7.2986,6.2938,8.4343,4.21,154,7.1591,6.1636,8.2865,7.461,111,5.1601,4.3134,6.1516,7.91,422,19.6178,18.1102,21.1768,1.8563,382,255,127,LOW_DANGER_MIX
8480281,Alexey Toropchenko,3189.6,480,9.0293,8.309,9.7979,4.1,337,6.3394,5.7268,7.0073,7.264,226,4.2513,3.747,4.8165,6.487,1043,19.62,18.6538,20.6063,1.9953,383,430,-47,HIGH_DANGER_MIX
8475184,Chris Kreider,5049.3,767,9.1141,8.5365,9.7246,4.094,518,6.1553,5.6715,6.6761,7.326,367,4.361,3.9508,4.8107,7.678,1652,19.6304,18.8632,20.4158,1.9895,384,424,-40,HIGH_DANGER_MIX
8473604,Jonathan Toews,2356.2,316,8.0469,7.2575,8.909,4.491,275,7.0028,6.2626,7.819,6.713,181,4.6091,4.0048,5.2969,6.818,772,19.6588,18.5409,20.8137,1.9232,385,343,42,LOW_DANGER_MIX
8476858,Phillip Di Giuseppe,1135.3,172,9.0901,7.9115,10.4146,4.331,115,6.0777,5.1053,7.2146,7.696,85,4.4922,3.6582,5.5007,7.224,372,19.66,18.064,21.3362,1.9518,386,382,4,
8479987,Morgan Geekie,4219.03,609,8.6608,8.0439,9.3165,4.125,464,6.5987,6.0534,7.1866,7.19,310,4.4086,3.9592,4.9047,7.671,1383,19.668,18.828,20.5271,1.966,387,395,-8,
8480855,Jack McBain,3158.1,453,8.6064,7.8992,9.3663,4.243,330,6.2696,5.6582,6.939,7.827,253,4.8067,4.2689,5.406,7.545,1036,19.6827,18.7139,20.6779,1.9384,388,366,22,LOW_DANGER_MIX
8479400,Pierre-Luc Dubois,4931.92,684,8.3213,7.7593,8.9168,4.192,507,6.168,5.6777,6.6951,6.243,427,5.1947,4.7428,5.6851,6.927,1618,19.684,18.9058,20.4777,1.9215,389,339,50,LOW_DANGER_MIX
8476410,Josh Leivo,618.77,86,8.3392,6.8344,10.1049,4.349,78,7.5634,6.1291,9.2689,6.205,39,3.7817,2.7857,5.0983,6.872,203,19.6843,17.5275,21.9537,2.012,390,453,-63,HIGH_DANGER_MIX
8480848,Ty Dellandrea,2472.52,360,8.736,7.9333,9.6013,4.322,253,6.1395,5.4583,6.8924,7.743,199,4.8291,4.2232,5.5111,7.543,812,19.7046,18.6069,20.8265,1.933,391,358,33,LOW_DANGER_MIX
8479520,Brandon Duhaime,3342.03,459,8.2405,7.5653,8.9658,4.444,335,6.0143,5.4307,6.6531,7.427,304,5.4578,4.9007,6.0713,7.23,1098,19.7126,18.7696,20.6795,1.8674,392,268,124,LOW_DANGER_MIX
8479705,Jeffrey Viel,684.37,104,9.1179,7.6251,10.8537,3.952,70,6.1371,4.908,7.6392,6.557,51,4.4713,3.4298,5.8027,7.137,225,19.7263,17.6867,21.9017,2.0128,393,454,-61,HIGH_DANGER_MIX
8477444,Andre Burakovsky,4074.43,592,8.7178,8.0894,9.3881,4.385,453,6.6709,6.1142,7.2729,7.32,295,4.3442,3.8909,4.8467,7.597,1340,19.7328,18.8793,20.6098,1.9619,394,393,1,
8480789,Oliver Wahlstrom,1875.57,251,8.0296,7.1482,8.9971,4.343,221,7.0699,6.2394,7.9907,7.149,145,4.6386,3.9632,5.4156,7.421,617,19.738,18.48,21.0289,1.9255,395,346,49,LOW_DANGER_MIX
8479671,Mathieu Olivier,2785.97,411,8.8515,8.0904,9.6706,4.382,273,5.8795,5.2498,6.5754,7.758,233,5.018,4.435,5.6697,7.777,917,19.749,18.7165,20.8092,1.9269,396,349,47,LOW_DANGER_MIX
8476346,Johnny Gaudreau,3894.13,515,7.935,7.3185,8.5955,4.266,453,6.9797,6.3983,7.607,7.32,314,4.838,4.3495,5.3765,7.328,1282,19.7528,18.8783,20.6488,1.9111,397,323,74,LOW_DANGER_MIX
8479359,Beck Malenstyn,2247.4,305,8.1427,7.3317,9.0313,4.239,224,5.9802,5.2786,6.766,7.955,211,5.6332,4.9515,6.4,8.09,740,19.7562,18.6121,20.9422,1.8617,398,261,137,LOW_DANGER_MIX
8480185,Eetu Luostarinen,4671.78,702,9.0158,8.4179,9.6474,4.259,503,6.4601,5.9457,7.0125,7.169,334,4.2896,3.8669,4.7541,7.024,1539,19.7655,18.9646,20.5813,1.9905,399,425,-26,HIGH_DANGER_MIX
8478874,Adam Gaudette,1714.48,252,8.819,7.8629,9.8747,4.413,198,6.9292,6.0743,7.8912,7.581,115,4.0245,3.3715,4.796,7.791,565,19.7727,18.4672,21.1351,1.9944,400,427,-27,HIGH_DANGER_MIX
8477479,Tyler Bertuzzi,4842.67,739,9.1561,8.5644,9.7796,4.142,510,6.3188,5.8183,6.856,7.5,349,4.3241,3.9068,4.7814,7.427,1598,19.799,19.0114,20.6,2.0005,401,440,-39,HIGH_DANGER_MIX
8478904,Steven Lorentz,2865.93,440,9.2117,8.4474,10.0311,4.445,282,5.9038,5.2813,6.5906,7.415,224,4.6896,4.1331,5.3136,7.625,946,19.8051,18.7859,20.8506,1.9573,402,389,13,LOW_DANGER_MIX
8477070,Liam O'Brien,2004.47,301,9.0099,8.1136,9.9906,4.206,192,5.7472,5.0211,6.5688,7.526,169,5.0587,4.3767,5.8385,7.219,662,19.8157,18.6053,21.0744,1.9539,403,385,18,LOW_DANGER_MIX
8476905,Chandler Stephenson,5568.57,847,9.1262,8.574,9.7058,4.041,581,6.2601,5.7942,6.7578,7.373,412,4.4392,4.0438,4.8692,7.379,1840,19.8256,19.09,20.572,2.0064,404,448,-44,HIGH_DANGER_MIX
8482259,Bobby McMann,2230.72,326,8.7685,7.9244,9.6833,4.126,226,6.0788,5.3674,6.8708,7.571,186,5.0029,4.3562,5.7342,7.667,738,19.8501,18.6945,21.0356,1.9531,405,383,22,LOW_DANGER_MIX
8479718,Alex Barré-Boulet,538.03,77,8.5868,6.9634,10.5149,4.286,59,6.5795,5.1586,8.3333,7.102,42,4.6837,3.4963,6.2307,6.929,178,19.8501,17.5451,22.3015,1.9288,405,354,51,LOW_DANGER_MIX
8475314,Anders Lee,5288.3,747,8.4753,7.9282,9.0547,4.278,579,6.5692,6.0815,7.0917,7.632,424,4.8106,4.3898,5.2686,7.693,1750,19.8552,19.1029,20.6244,1.9456,407,377,30,LOW_DANGER_MIX
8478873,Troy Terry,5185.42,776,8.979,8.4127,9.5779,4.378,550,6.364,5.879,6.885,7.558,390,4.5127,4.1009,4.9629,7.474,1716,19.8557,19.0965,20.633,1.9746,408,408,0,
8482241,Radim Zohorna,528.75,84,9.5319,7.8072,11.5428,4.286,56,6.3546,4.9455,8.0987,7.232,35,3.9716,2.8773,5.4376,8.314,175,19.8582,17.5238,22.3201,2.0298,409,475,-66,HIGH_DANGER_MIX
8475225,Craig Smith,2834.02,378,8.0028,7.2815,8.7837,4.299,329,6.9654,6.2888,7.7044,7.401,231,4.8906,4.3196,5.5296,8.013,938,19.8587,18.8337,20.9115,1.9184,410,334,76,LOW_DANGER_MIX
8482133,Thomas Bordeleau,558.4,93,9.9928,8.2827,11.9908,4.129,55,5.9097,4.5907,7.5667,8.273,37,3.9756,2.9092,5.4037,7.297,185,19.8782,17.6249,22.2982,2.0357,411,479,-68,HIGH_DANGER_MIX
8477406,Mattias Janmark,3513.13,520,8.881,8.1998,9.609,4.125,399,6.8144,6.2103,7.4697,7.231,247,4.2185,3.739,4.7546,7.263,1166,19.9138,18.9917,20.8595,2.0189,412,460,-48,HIGH_DANGER_MIX
8475714,Calle Jarnkrok,2871.17,427,8.9232,8.1709,9.7328,4.197,307,6.4155,5.7689,7.1259,6.818,219,4.5765,4.0276,5.194,7.059,953,19.9152,18.8969,20.9628,1.9893,413,422,-9,
8479339,Patrik Laine,2626.67,379,8.6574,7.8812,9.4936,4.156,292,6.6701,5.9818,7.4247,7.072,201,4.5914,4.0173,5.2385,7.259,872,19.9188,18.8512,21.0108,2.0011,414,442,-28,HIGH_DANGER_MIX
8474709,Matt Martin,2334.93,335,8.6084,7.7901,9.4964,4.337,246,6.3214,5.6125,7.1077,7.268,195,5.0108,4.3778,5.7257,7.154,776,19.9406,18.811,21.1021,1.9449,415,376,39,LOW_DANGER_MIX
8482097,Jack Quinn,2800.1,414,8.8711,8.1115,9.6892,4.002,307,6.5783,5.916,7.3053,7.534,210,4.4998,3.9489,5.1209,8.348,931,19.9493,18.9174,21.0102,1.9951,416,428,-12,HIGH_DANGER_MIX
8475848,Brendan Gallagher,3480.93,528,9.101,8.4089,9.8388,4.1,359,6.188,5.6077,6.8206,7.343,272,4.6884,4.1808,5.2516,7.147,1159,19.9774,19.0492,20.927,1.9952,417,429,-12,HIGH_DANGER_MIX
8477998,Warren Foegele,4244.4,588,8.3121,7.7089,8.9562,4.318,498,7.0399,6.4802,7.6424,7.189,328,4.6367,4.1777,5.1425,7.253,1414,19.9887,19.1491,20.8502,1.9661,418,397,21,LOW_DANGER_MIX
8477839,Conor Sheary,3180.7,427,8.0548,7.3697,8.7914,4.199,375,7.0739,6.4283,7.7735,7.149,258,4.8669,4.327,5.4664,6.864,1060,19.9956,19.0235,20.9881,1.9495,419,381,38,LOW_DANGER_MIX
8480205,Emil Bemstrom,1604.45,225,8.4141,7.4482,9.4878,4.271,190,7.1052,6.2126,8.1112,7.111,120,4.4875,3.7757,5.3237,7.467,535,20.0069,18.6534,21.4193,1.986,420,418,2,
8484210,Gabe Perreault,530.22,84,9.5055,7.7922,11.5215,4.31,58,6.5634,5.1368,8.3325,7.431,35,3.9606,2.8718,5.4275,5.6,177,20.0295,17.7079,22.511,2.0793,421,505,-84,HIGH_DANGER_MIX
8478043,Sam Lafferty,2998.37,429,8.5847,7.861,9.3652,4.191,340,6.8037,6.153,7.5155,7.891,232,4.6425,4.1011,5.25,7.664,1001,20.0309,19.0338,21.0584,1.9704,422,405,17,LOW_DANGER_MIX
8475170,Brayden Schenn,5221.9,753,8.652,8.0959,9.2392,4.147,616,7.0779,6.5696,7.6196,7.308,375,4.3088,3.9072,4.748,6.989,1744,20.0387,19.2783,20.8129,2.0182,423,458,-35,HIGH_DANGER_MIX
8477330,Dominik Kubalik,2723.72,388,8.5471,7.7889,9.364,4.307,303,6.6747,5.9981,7.4156,6.861,219,4.8243,4.246,5.4725,7.005,910,20.0461,18.996,21.1202,1.9745,424,407,17,LOW_DANGER_MIX
8476913,Devin Shore,1400.62,200,8.5677,7.5248,9.7231,4.695,155,6.6399,5.7157,7.6883,7.187,113,4.8407,4.0511,5.7654,7.186,468,20.0483,18.5899,21.5502,1.9413,425,372,53,LOW_DANGER_MIX
8478133,Jake Evans,4150.13,631,9.1226,8.4867,9.7977,4.273,426,6.1588,5.6269,6.7353,7.547,330,4.7709,4.3002,5.2886,7.33,1387,20.0524,19.2014,20.923,1.9823,426,416,10,
8477473,Justin Bailey,706.05,106,9.0079,7.5413,10.7029,4.217,77,6.5434,5.2891,8.0526,8.39,53,4.5039,3.471,5.8135,8.509,236,20.0552,18.0276,22.1934,1.9793,427,413,14,LOW_DANGER_MIX
8480802,Ryan McLeod,4095.6,595,8.7167,8.0883,9.3832,4.355,471,6.9001,6.3348,7.5074,7.24,303,4.4389,3.9811,4.9437,7.653,1369,20.0557,19.1966,20.9295,1.9994,428,437,-9,
8481533,Trevor Zegras,4427.98,707,9.58,8.9503,10.245,4.235,435,5.8943,5.389,6.4414,7.31,340,4.6071,4.1582,5.0999,7.294,1482,20.0814,19.2563,20.9235,2.0234,429,468,-39,HIGH_DANGER_MIX
8481133,Cole Reinhardt,546.73,98,10.7548,8.9576,12.81,4.112,48,5.2677,4.0095,6.8657,8.021,37,4.0605,2.9682,5.5107,7.622,183,20.0829,17.7772,22.5076,2.1282,430,537,-107,HIGH_DANGER_MIX
8482113,Anton Lundell,4323.0,674,9.3546,8.7241,10.0218,4.093,442,6.1346,5.6138,6.6979,7.048,331,4.594,4.1407,5.0925,7.598,1447,20.0833,19.2484,20.9358,2.0272,431,473,-42,HIGH_DANGER_MIX
8474884,Mike Hoffman,2623.8,419,9.5815,8.7698,10.4515,4.074,310,7.089,6.3807,7.8631,7.445,150,3.4301,2.9347,4.0027,7.007,879,20.1006,19.0307,21.1964,2.1177,432,530,-98,HIGH_DANGER_MIX
8471699,Andrew Cogliano,2301.0,337,8.7875,7.956,9.6896,4.49,255,6.6493,5.9183,7.4581,6.886,179,4.6675,4.0523,5.3672,7.235,771,20.1043,18.9645,21.2771,1.9859,433,417,16,LOW_DANGER_MIX
8479346,Dillon Dube,2275.8,309,8.1466,7.3382,9.0272,3.994,275,7.2502,6.4842,8.0915,6.782,179,4.7192,4.097,5.4258,6.894,763,20.116,18.9681,21.2937,1.9958,434,431,3,
8476460,Mark Scheifele,6170.42,915,8.8973,8.3789,9.4431,4.305,687,6.6803,6.2242,7.1662,7.138,468,4.5507,4.1703,4.9635,7.402,2070,20.1283,19.4291,20.8425,2.0013,435,443,-8,
8483515,Juraj Slafkovský,3611.52,547,9.0876,8.4072,9.81,4.135,366,6.0805,5.5144,6.6959,8.025,299,4.9674,4.4538,5.5329,6.997,1212,20.1356,19.2199,21.0669,1.9923,436,426,10,
8479336,Carl Grundstrom,2410.68,364,9.0597,8.2344,9.9492,4.393,245,6.0979,5.411,6.8591,7.371,201,5.0027,4.3791,5.7046,7.005,810,20.1603,19.0428,21.3037,1.967,437,399,38,LOW_DANGER_MIX
8480798,Philipp Kurashev,3796.75,545,8.6126,7.9645,9.3028,4.345,471,7.4432,6.8363,8.0947,7.896,260,4.1088,3.6522,4.6171,7.385,1276,20.1646,19.2721,21.0743,2.0156,438,456,-18,HIGH_DANGER_MIX
8479365,Trent Frederic,3615.73,508,8.4298,7.7725,9.1317,4.305,407,6.7538,6.1597,7.3962,7.263,302,5.0114,4.4962,5.579,7.146,1217,20.1951,19.2803,21.1277,1.9678,439,403,36,LOW_DANGER_MIX
8482109,Alexis Lafrenière,5219.73,822,9.4488,8.8705,10.0562,4.218,565,6.4946,6.0057,7.0173,7.481,370,4.2531,3.8538,4.6898,7.011,1757,20.1964,19.4337,20.9715,2.0502,440,488,-48,HIGH_DANGER_MIX
8477341,Andreas Johnsson,1074.88,135,7.5357,6.4257,8.804,4.563,138,7.7032,6.5814,8.982,6.123,89,4.968,4.0659,6.0472,7.202,362,20.2068,18.5471,21.932,1.9439,441,375,66,LOW_DANGER_MIX
8480806,Isac Lundeström,3640.13,527,8.6865,8.0234,9.3952,4.347,373,6.1481,5.5821,6.7649,7.458,327,5.3899,4.8584,5.9737,7.465,1227,20.2245,19.3146,21.1566,1.941,442,371,71,LOW_DANGER_MIX
8479066,Ryan Lomberg,2960.68,456,9.2411,8.487,10.0471,4.029,288,5.8365,5.2264,6.5079,7.149,254,5.1475,4.5734,5.7848,7.547,998,20.2251,19.2146,21.2566,2.005,443,447,-4,
8469455,Jason Spezza,640.78,85,7.959,6.5115,9.6637,4.353,85,7.959,6.5115,9.6637,7.071,46,4.3072,3.2538,5.6639,7.783,216,20.2252,18.0869,22.4664,2.0024,444,445,-1,
8477887,Patrick Brown,1281.35,183,8.5691,7.4857,9.7853,3.852,153,7.1643,6.1684,8.3007,6.765,96,4.4953,3.7056,5.4399,6.958,432,20.2287,18.7121,21.8147,2.0381,445,481,-36,HIGH_DANGER_MIX
8479353,Brett Howden,3437.6,493,8.6048,7.9248,9.3307,3.959,407,7.1038,6.4804,7.7766,7.781,261,4.5555,4.0517,5.1151,7.49,1161,20.2641,19.3246,21.2207,2.0211,446,463,-17,HIGH_DANGER_MIX
8478057,Dakota Joshua,2800.07,416,8.9141,8.1527,9.7336,4.19,277,5.9356,5.3048,6.6326,7.419,253,5.4213,4.8175,6.0927,6.577,946,20.2709,19.2342,21.3353,1.9793,447,413,34,LOW_DANGER_MIX
8473986,Alex Killorn,5008.28,735,8.8054,8.2341,9.4102,4.045,580,6.9485,6.4347,7.4984,7.386,378,4.5285,4.109,4.9875,7.804,1693,20.2824,19.5052,21.0768,2.0289,448,474,-26,HIGH_DANGER_MIX
8474870,Tyler Johnson,2055.97,313,9.1344,8.2415,10.1048,4.288,243,7.0916,6.2966,7.9718,6.996,139,4.0565,3.4525,4.7572,6.655,695,20.2824,19.0744,21.5261,2.0667,448,502,-54,HIGH_DANGER_MIX
8474641,Adam Henrique,4219.2,663,9.4283,8.7886,10.1064,4.122,449,6.3851,5.8484,6.9654,7.359,318,4.5222,4.0673,5.0239,7.591,1430,20.3356,19.4887,21.202,2.0593,450,496,-46,HIGH_DANGER_MIX
8480188,Fabian Zetterlund,3984.4,580,8.7341,8.0983,9.4125,4.197,452,6.8065,6.2385,7.4206,7.732,319,4.8037,4.3225,5.3345,7.304,1351,20.3443,19.474,21.2373,1.9995,451,438,13,LOW_DANGER_MIX
8476292,Ondrej Palat,4118.95,569,8.2885,7.6764,8.9409,4.105,474,6.9047,6.3413,7.511,7.639,354,5.1567,4.6659,5.6936,7.155,1397,20.3498,19.4915,21.2257,1.9677,452,402,50,LOW_DANGER_MIX
8474157,Max Pacioretty,1642.27,255,9.3164,8.3152,10.4172,4.086,181,6.6128,5.759,7.5779,8.177,121,4.4207,3.7214,5.2408,7.397,557,20.3499,19.0032,21.7483,2.0555,453,492,-39,HIGH_DANGER_MIX
8477934,Leon Draisaitl,6061.42,889,8.7999,8.2796,9.3484,4.459,713,7.0578,6.586,7.5595,7.31,454,4.494,4.1126,4.9083,7.802,2056,20.3517,19.6442,21.0741,2.0205,454,461,-7,
8482740,Wyatt Johnston,4193.05,636,9.1008,8.4686,9.7715,4.343,383,5.4805,4.9795,6.0265,7.833,404,5.781,5.2671,6.3393,7.537,1423,20.3623,19.5118,21.2309,1.9388,455,367,88,LOW_DANGER_MIX
8478398,Kyle Connor,6085.47,893,8.8046,8.2852,9.3521,4.373,676,6.6651,6.2065,7.1541,6.642,497,4.9002,4.5034,5.3295,7.085,2066,20.3698,19.6638,21.0912,2.001,456,441,15,LOW_DANGER_MIX
8481580,Connor McMichael,3504.0,525,8.9897,8.3037,9.7218,3.941,360,6.1644,5.5871,6.7939,7.136,305,5.2226,4.6893,5.8101,7.138,1190,20.3767,19.4469,21.3276,2.0221,457,466,-9,
