season,team,conference,gp,points,points_pct,wins,goal_diff,goal_diff_per_game,TNFI_pct,NFI_composite,F_top6_n,F_top6_twoway,F_bot6_n,F_bot6_twoway,D_top4_n,D_top4_twoway,starter_goalie_id,starter_goalie_name,starter_goalie_toi_min,starter_NFI_GSAx_per60,g_high,archetype,arche_g,made_playoffs,round1_win,round2_win,cf_win,cup_win,conf_rank,contender_top4_conf
20222023,MTL,E,82,68,0.4146,31,-75,-0.9146341463414634,0.4397217928902627,-23.964655750552247,6,-1.0517522825666386,6,-0.6880816692062717,4,-0.8380677025374452,8474596,Jake Allen,2419.9166666666665,-0.04,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,15,False
20222023,NJD,E,82,112,0.6829,52,65,0.7926829268292683,0.5402298850574713,17.7359953008822,6,1.7046939533270498,6,0.23606048068814414,4,1.0154584626870864,8477970,Vitek Vanecek,2878.3,-0.19,False,A_HighF_HighD,A_HighF_HighD_Glo,True,True,False,False,False,3,True
20222023,NSH,W,81,92,0.5679,42,-8,-0.09876543209876543,0.4765710134398838,1.057607453663639,6,0.31555493042011784,6,0.6811372139331026,4,1.438535911551743,8477424,Juuse Saros,3750.55,0.07,True,C_LowF_HighD,C_LowF_HighD_Ghi,False,False,False,False,False,10,False
20222023,NYI,E,82,93,0.5671,42,21,0.25609756097560976,0.4922973878097789,7.4167971423455645,6,0.14852518474752935,6,-0.017422899689991087,4,-0.43832670049509287,8478009,Ilya Sorokin,3528.266666666667,0.34,True,D_LowF_LowD,D_LowF_LowD_Ghi,True,False,False,False,False,7,False
20222023,NYR,E,82,107,0.6524,47,58,0.7073170731707317,0.4851485148514851,4.3846778650680704,6,0.0013725528028324385,6,-1.1348151522023688,4,-0.485868907136656,8478048,Igor Shesterkin,3447.35,0.37,True,D_LowF_LowD,D_LowF_LowD_Ghi,True,False,False,False,False,5,False
20222023,OTT,E,82,86,0.5244,39,-10,-0.12195121951219512,0.5091546552395793,0.4212913053117665,6,1.2213854699407618,6,-0.6581835725654835,4,0.37023034779228525,8475660,Cam Talbot,1931.1,-0.07,False,B_HighF_LowD,B_HighF_LowD_Glo,False,False,False,False,False,11,False
20222023,PHI,E,82,75,0.4573,31,-55,-0.6707317073170732,0.4797245600612089,-6.049954750880792,6,0.4093977311373187,6,-0.9726668175638434,4,0.2352020727312913,8479394,Carter Hart,3118.266666666667,0.05,True,D_LowF_LowD,D_LowF_LowD_Ghi,False,False,False,False,False,14,False
20222023,PIT,E,82,91,0.5549,40,-2,-0.024390243902439025,0.5154709282556953,6.582853460126159,6,1.3411044941977925,6,-0.13858128789107985,4,0.5055653002556805,8477465,Tristan Jarry,2634.4166666666665,0.0,True,B_HighF_LowD,B_HighF_LowD_Ghi,False,False,False,False,False,9,False
20222023,SEA,W,82,100,0.6098,46,33,0.4024390243902439,0.5114247311827957,1.4194840998966374,6,0.5746904202298438,6,-0.2290753482908131,4,-0.04463535175014978,8474889,Martin Jones,2608.25,-0.1,False,B_HighF_LowD,B_HighF_LowD_Glo,True,True,False,False,False,7,False
20222023,SJS,W,82,60,0.3659,22,-87,-1.0609756097560976,0.4901408450704225,-13.337598459537498,6,-0.00908759339129698,6,-0.5713309605132205,4,-0.17450980912060993,8473503,James Reimer,2535.4166666666665,-0.31,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,14,False
20222023,STL,W,82,81,0.4939,37,-38,-0.4634146341463415,0.4679533867443554,-11.507039630899394,6,-0.21460031354391693,6,-1.5078666626481283,4,-1.1614194381545713,8476412,Jordan Binnington,3477.7166666666667,0.06,True,D_LowF_LowD,D_LowF_LowD_Ghi,False,False,False,False,False,12,False
20222023,TBL,E,82,98,0.5976,46,29,0.35365853658536583,0.524798927613941,12.730357666913136,6,0.8197500386590684,6,0.5591019849203426,4,1.334248647183846,8476883,Andrei Vasilevskiy,3564.0833333333335,0.25,True,A_HighF_HighD,A_HighF_HighD_Ghi,True,False,False,False,False,6,False
20222023,TOR,E,82,111,0.6768,50,57,0.6951219512195121,0.5423673997412678,25.09317995419263,6,1.728853019995172,6,0.6265326470409536,4,1.267684440034942,8478492,Ilya Samsonov,2443.45,-0.01,False,A_HighF_HighD,A_HighF_HighD_Glo,True,True,False,False,False,4,True
20222023,VAN,W,82,83,0.5061,38,-22,-0.2682926829268293,0.4819185382565664,-12.172696140954017,6,0.5878148813228198,6,-0.5712654425421893,4,0.6886765538782766,8477967,Thatcher Demko,1854.2333333333333,0.26,True,A_HighF_HighD,A_HighF_HighD_Ghi,False,False,False,False,False,11,False
20222023,VGK,W,82,111,0.6768,51,43,0.524390243902439,0.5314389359129383,24.089760993033348,6,0.507893311059365,6,0.6021141033441618,4,0.7757193218667425,8480313,Logan Thompson,2147.633333333333,0.17,True,C_LowF_HighD,C_LowF_HighD_Ghi,True,True,True,True,True,1,True
20222023,WPG,W,82,95,0.5793,46,22,0.2682926829268293,0.5022751137556878,9.401727714764824,6,0.25125730971692656,6,0.4113334026641051,4,0.471877265532494,8476945,Connor Hellebuyck,3756.3333333333335,0.22,True,D_LowF_LowD,D_LowF_LowD_Ghi,True,False,False,False,False,8,False
20222023,WSH,E,82,80,0.4878,35,-10,-0.12195121951219512,0.4762971257932064,-4.914901768741117,6,-0.1055158130174364,6,0.4813010345393887,4,0.24982817478061192,8475311,Darcy Kuemper,3185.866666666667,0.08,True,D_LowF_LowD,D_LowF_LowD_Ghi,False,False,False,False,False,12,False
20232024,ANA,W,82,59,0.3598,27,-91,-1.1097560975609757,0.4387402933563417,-17.14083850758323,6,-1.4979125158644964,6,-1.6612192086039068,4,-0.4748501827405939,8476434,John Gibson,2544.8166666666666,-0.01,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,14,False
20232024,ARI,W,82,77,0.4695,36,-18,-0.21951219512195122,0.4885204081632653,-4.221956131356554,6,0.23215947710967044,6,0.1951807099999956,4,0.5078697215926156,8478971,Connor Ingram,2792.75,0.01,True,D_LowF_LowD,D_LowF_LowD_Ghi,False,False,False,False,False,13,False
20232024,BOS,E,82,109,0.6646,47,43,0.524390243902439,0.5031124130355181,12.954763621697584,6,0.9126449358412879,6,0.37908295459121605,4,1.0181743285062739,8480280,Jeremy Swayman,2540.4,0.21,True,A_HighF_HighD,A_HighF_HighD_Ghi,True,True,False,False,False,4,True
20232024,BUF,E,82,84,0.5122,39,2,0.024390243902439025,0.5,-0.6813674721153418,6,0.024428468908059924,6,-0.27690944361665826,4,0.011682692799524802,8480045,Ukko-Pekka Luukkonen,3067.883333333333,-0.11,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,12,False
20232024,CAR,E,82,111,0.6768,52,63,0.7682926829268293,0.5574516496018203,12.715727022401923,6,2.0232517182177827,6,1.4106861835498705,4,1.8348453281094774,8481611,Pyotr Kochetkov,2362.6833333333334,-0.05,False,A_HighF_HighD,A_HighF_HighD_Glo,True,True,False,False,False,2,True
20232024,CBJ,E,82,66,0.4024,27,-63,-0.7682926829268293,0.4510655090765588,-16.63173428605929,6,-0.3933697183155788,6,-0.9756792524774763,4,0.32246220801585196,8478007,Elvis Merzlikins,2246.6,-0.06,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,16,False
20232024,CGY,W,82,81,0.4939,38,-18,-0.21951219512195122,0.5056315366049879,-4.989248535403316,6,1.4274491674436087,6,-0.23042015563476728,4,1.5640825095925228,8474593,Jacob Markstrom,2832.7833333333333,-0.0,True,A_HighF_HighD,A_HighF_HighD_Ghi,False,False,False,False,False,11,False
20232024,CHI,W,82,52,0.3171,23,-111,-1.353658536585366,0.4238768718801997,-20.842081773372055,6,-1.1808633953079621,6,-0.9529611630648881,4,-1.7418292726723246,8475852,Petr Mrazek,3150.2166666666667,-0.17,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,15,False
20232024,COL,W,82,107,0.6524,50,50,0.6097560975609756,0.5472088215024121,13.02049675664606,6,1.1388724777641561,6,0.5109725728887045,4,1.2572337980221455,8480382,Alexandar Georgiev,3646.1,0.01,True,A_HighF_HighD,A_HighF_HighD_Ghi,True,True,False,False,False,4,True
20232024,DAL,W,82,113,0.689,52,64,0.7804878048780488,0.5485468956406869,18.220990085221587,6,1.4858046812553403,6,0.5810789497025229,4,1.4860272834940407,8479979,Jake Oettinger,3068.9,0.03,True,A_HighF_HighD,A_HighF_HighD_Ghi,True,True,True,False,False,1,True
20232024,DET,E,82,91,0.5549,41,4,0.04878048780487805,0.4475955610357583,-21.229317644408617,6,-0.30417200096897534,6,-1.0461347459866188,4,-0.6885653237223938,8479312,Alex Lyon,2468.7,0.01,True,D_LowF_LowD,D_LowF_LowD_Ghi,False,False,False,False,False,8,False
20232024,EDM,W,82,104,0.6341,49,57,0.6951219512195121,0.5581177937052041,22.916611183594373,6,1.7616933368865777,6,0.48810615584337763,4,1.8917525077658235,8479973,Stuart Skinner,3347.05,-0.11,False,A_HighF_HighD,A_HighF_HighD_Glo,True,True,True,True,False,5,False
20232024,FLA,E,82,110,0.6707,52,68,0.8292682926829268,0.5325903411009794,24.003836838095825,6,1.7598012383835064,6,-0.14431986882536932,4,0.49192292989755826,8475683,Sergei Bobrovsky,3380.1666666666665,0.13,True,B_HighF_LowD,B_HighF_LowD_Ghi,True,True,True,True,True,3,True
20232024,LAK,W,82,99,0.6037,44,41,0.5,0.5220618556701031,4.289281031698138,6,1.3680437198783426,6,0.7124331342290781,4,0.7656565007927236,8475660,Cam Talbot,3105.0833333333335,-0.07,False,A_HighF_HighD,A_HighF_HighD_Glo,True,False,False,False,False,6,False
20232024,MIN,W,82,87,0.5305,39,-12,-0.14634146341463414,0.4904401956425078,-6.673230958383163,6,1.327770237288974,6,0.03029298217317315,4,0.7547667117918702,8479406,Filip Gustavsson,2519.6833333333334,-0.01,False,A_HighF_HighD,A_HighF_HighD_Glo,False,False,False,False,False,10,False
20232024,MTL,E,82,76,0.4634,30,-53,-0.6463414634146342,0.4520388349514563,-9.594482084337145,6,-0.5644324949243509,6,-1.7327146304584575,4,-0.8901925254362116,8478470,Samuel Montembeault,2385.75,-0.1,False,D_LowF_LowD,D_LowF_LowD_Glo,False,False,False,False,False,15,False
20232024,NJD,E,82,81,0.4939,38,-19,-0.23170731707317074,0.5050377833753149,-5.634451916477433,6,1.7234073798364633,6,-0.4043975872246725,4,0.4471288691195906,8477970,Vitek Vanecek,1795.3,-0.19,False,B_HighF_LowD,B_HighF_LowD_Glo,False,False,False,False,False,13,False
