season,team,CF,CF_adj,HD_CF,HD_CF_adj,TNFI_CF,TNFI_CF_adj,CNFI_CF,MNFI_CF,FNFI_CF,CA,CA_adj,HD_CA,HD_CA_adj,TNFI_CA,TNFI_CA_adj,CNFI_CA,MNFI_CA,FNFI_CA,CF_pct,CF_score_adj_pct,HD_CF_pct,HD_CF_score_adj_pct,TNFI_pct,TNFI_score_adj_pct,CNFI_pct,MNFI_pct,FNFI_pct,CF_zone_adj_pct,CF_score_zone_adj_pct,HD_CF_score_zone_adj_pct,TNFI_zone_adj_pct,TNFI_score_zone_adj_pct,gp,points,points_pct,wins,reg_wins,goal_diff,NFI_composite,P1_NF_F,P2_DefF,P3_OffF,P4_DefD,P5_OffD,P6_SvPct,P7_SvPct
20212022,DET,3452.0,3705.85,955,1018.15,1165,1241.0,546,379,240,3853.0,3754.45,1166,1147.2,1430,1402.65,647,511,272,0.4725530458590007,0.4967427583341153,0.4502593116454502,0.4702011222204262,0.4489402697495183,0.4694267395457039,0.4576697401508801,0.4258426966292135,0.46875,0.4725530458590007,0.4967427583341153,0.4702011222204262,0.4489402697495183,0.4694267395457039,82,74,0.4512,32,21,-82,-18.74052720262751,8.323170731707318,21.79878048780488,5.777439024390245,58.734756097560975,3.658536585365854,0.9233716475095786,0.8578052550231839
20212022,EDM,4627.0,4673.05,1324,1326.0,1715,1729.7,777,533,405,4676.0,4818.95,1151,1193.85,1604,1660.95,640,619,345,0.4973664409330323,0.4923145806995365,0.534949494949495,0.5262217989166021,0.5167219041880085,0.5101381740964122,0.5483415666901905,0.4626736111111111,0.54,0.4973664409330323,0.4923145806995365,0.5262217989166021,0.5167219041880085,0.5101381740964122,82,104,0.6341,49,38,38,14.188459633724008,11.844512195121952,24.451219512195124,8.125,71.28048780487805,6.173780487804878,0.9294554455445544,0.8752362948960303
20212022,FLA,4586.0,4555.05,1338,1331.75,1809,1802.75,757,659,393,4082.0,4320.349999999999,1075,1144.6,1366,1446.85,615,477,274,0.5290724503922474,0.513221939292877,0.5544964774140074,0.537787469461102,0.5697637795275591,0.5547605859182668,0.5517492711370262,0.5801056338028169,0.5892053973013494,0.5290724503922474,0.513221939292877,0.537787469461102,0.5697637795275591,0.5547605859182668,82,122,0.7439,58,42,94,28.79056217635246,11.539634146341465,20.82317073170732,10.045731707317072,62.22560975609756,5.990853658536586,0.9230769230769232,0.8772893772893773
20212022,LAK,4398.0,4524.2,1172,1217.75,1470,1520.65,652,505,313,3894.0,3961.25,1105,1131.45,1378,1398.85,644,466,268,0.5303907380607815,0.533171487664178,0.5147123407992973,0.5183679550485272,0.5161516853932584,0.5208597362562082,0.5030864197530864,0.5200823892893924,0.5387263339070568,0.5303907380607815,0.533171487664178,0.5183679550485272,0.5161516853932584,0.5208597362562082,82,99,0.6037,44,35,3,10.875338724727708,9.939024390243905,21.00609756097561,7.698170731707316,59.359756097560975,4.771341463414634,0.9363636363636364,0.8776223776223776
20212022,MIN,3939.0,3940.45,965,968.6,1439,1445.35,549,532,358,3798.0,4025.2,817,872.6999999999999,1282,1368.3,471,454,357,0.5091120589375727,0.494680283467137,0.5415263748597082,0.5260413838049205,0.5288496876148475,0.5136921791978392,0.538235294117647,0.539553752535497,0.5006993006993007,0.5091120589375727,0.494680283467137,0.5260413838049205,0.5288496876148475,0.5136921791978392,82,113,0.689,53,37,57,5.044442972685855,8.36890243902439,19.542682926829265,8.109756097560975,57.89634146341464,5.4573170731707314,0.9352708058124174,0.847682119205298
20212022,MTL,3527.0,3887.8,936,1039.1,1150,1279.2,512,408,230,3891.0,3694.65,1060,999.55,1458,1379.6,639,530,289,0.4754650849285521,0.5127366484447639,0.468937875751503,0.5097000465994653,0.4409509202453988,0.4811193019407251,0.4448305821025195,0.4349680170575693,0.443159922928709,0.4754650849285521,0.5127366484447639,0.5097000465994653,0.4409509202453988,0.4811193019407251,82,55,0.3354,22,16,-98,-22.219030612686726,7.804878048780488,22.22560975609756,6.2195121951219505,59.3140243902439,3.5060975609756095,0.9242979242979243,0.8513302034428795
20212022,NJD,3861.0,4161.7,972,1050.3,1387,1492.85,525,538,324,3893.0,3809.5,845,826.4,1337,1322.3,487,530,320,0.4979365488779984,0.5220920313127259,0.53494771601541,0.5596525816592957,0.5091776798825257,0.5302914587144557,0.5187747035573123,0.5037453183520599,0.5031055900621118,0.4979365488779984,0.5220920313127259,0.5596525816592957,0.5091776798825257,0.5302914587144557,82,63,0.3841,27,19,-59,-11.140889444523562,8.003048780487806,20.381097560975608,8.201219512195122,59.34451219512196,4.939024390243903,0.916470588235294,0.8234086242299794
20212022,NSH,3792.0,3899.05,906,934.8,1323,1368.3,489,516,318,3764.0,3866.3,921,943.7,1300,1341.85,462,471,367,0.501852832186342,0.502108726586696,0.4958949096880131,0.4976310886345488,0.5043842927945101,0.5048798037009022,0.5141955835962145,0.5227963525835866,0.4642335766423358,0.501852832186342,0.502108726586696,0.4976310886345488,0.5043842927945101,0.5048798037009022,82,97,0.5915,45,35,14,-3.2119358019613795,7.454268292682927,19.817073170731707,7.865853658536586,57.3780487804878,4.847560975609756,0.9287531806615776,0.8558352402745996
20212022,NYI,3617.0,3652.5,974,991.05,1298,1320.0,556,460,282,3883.0,4032.65,1001,1035.4,1499,1563.65,562,575,362,0.4822666666666667,0.4752672361632499,0.4931645569620253,0.4890572182881393,0.4640686449767608,0.4577531947358383,0.4973166368515205,0.4444444444444444,0.4378881987577639,0.4822666666666667,0.4752672361632499,0.4890572182881393,0.4640686449767608,0.4577531947358383,82,84,0.5122,37,34,-6,-3.957587870974899,8.475609756097562,22.85060975609756,7.012195121951219,59.19207317073171,4.298780487804878,0.9445037353255068,0.8772241992882562
20212022,NYR,4440.0,4485.55,1202,1220.05,1447,1480.35,669,460,318,4691.0,4903.75,1379,1458.0,1765,1859.35,813,583,369,0.4862556127477823,0.4777299692202827,0.4657109647423479,0.4555740184089168,0.4504981320049813,0.4432583765008833,0.451417004048583,0.4410354745925215,0.462882096069869,0.4862556127477823,0.4777299692202827,0.4555740184089168,0.4504981320049813,0.4432583765008833,82,110,0.6707,52,44,47,-5.064318447882731,10.198170731707318,26.90548780487805,7.012195121951219,71.50914634146342,4.847560975609756,0.9471598414795244,0.8741721854304636
20212022,OTT,3710.0,3821.95,894,928.25,1232,1272.6,527,444,261,3830.0,3896.0,1060,1089.1,1402,1432.2,566,530,306,0.4920424403183024,0.4952027416606741,0.4575230296827021,0.4601333432473294,0.4677296886864085,0.4704968944099378,0.4821591948764867,0.4558521560574948,0.4603174603174603,0.4920424403183024,0.4952027416606741,0.4601333432473294,0.4677296886864085,0.4704968944099378,82,73,0.4451,33,26,-39,-13.636378741987423,8.033536585365853,21.37195121951219,6.7682926829268295,58.38414634146341,3.978658536585366,0.9282296650717704,0.8515901060070672
20212022,PHI,3696.0,3945.0,858,919.8,1177,1266.65,475,430,272,3918.0,3854.9,1023,1003.05,1436,1411.0,583,506,347,0.4854215918045705,0.5057757150732702,0.4561403508771929,0.4783524455885795,0.450440107156525,0.4730453942822998,0.4489603024574669,0.4594017094017094,0.4394184168012924,0.4854215918045705,0.5057757150732702,0.4783524455885795,0.450440107156525,0.4730453942822998,82,61,0.372,25,20,-87,-16.72736267116252,7.240853658536586,21.89024390243902,6.554878048780488,59.72560975609756,4.146341463414634,0.933177022274326,0.8559176672384219
20212022,PIT,4382.0,4361.3,1190,1186.05,1643,1639.1,667,585,391,3952.0,4182.65,938,999.7,1432,1529.55,541,480,411,0.5257979361651068,0.5104547662380983,0.5592105263157895,0.5426283884250257,0.5343089430894309,0.5172865415871113,0.5521523178807947,0.5492957746478874,0.4875311720698254,0.5257979361651068,0.5104547662380983,0.5426283884250257,0.5343089430894309,0.5172865415871113,82,103,0.628,46,37,43,12.169421006209626,10.167682926829269,21.82926829268293,8.917682926829269,60.2439024390244,5.960365853658536,0.9343863912515188,0.853515625
20212022,SEA,3505.0,3760.25,857,927.6,1230,1331.6,477,441,312,3558.0,3466.1,900,872.8,1170,1146.55,516,407,247,0.4962480532351692,0.5203525984764092,0.4877632327831531,0.5152188402577205,0.5125,0.5373363194318342,0.4803625377643504,0.5200471698113207,0.5581395348837209,0.4962480532351692,0.5203525984764092,0.5152188402577205,0.5125,0.5373363194318342,82,60,0.3659,27,23,-69,-12.253924483445292,7.271341463414634,17.835365853658537,6.722560975609756,54.23780487804878,4.7560975609756095,0.9143730886850152,0.8333333333333334
20212022,SJS,3816.0,4019.75,851,899.1,1305,1388.8,507,457,341,3869.0,3841.2,947,935.9,1487,1478.55,541,534,412,0.496551724137931,0.5113567698560607,0.4733036707452725,0.4899727520435967,0.4674068767908309,0.484349660836661,0.4837786259541984,0.4611503531786075,0.4528552456839309,0.496551724137931,0.5113567698560607,0.4899727520435967,0.4674068767908309,0.484349660836661,82,77,0.4695,32,22,-50,-10.802094127349996,7.728658536585366,22.66768292682927,6.966463414634146,58.97865853658537,5.198170731707317,0.9302325581395348,0.866913123844732
20212022,STL,3912.0,3878.15,1059,1055.5,1495,1474.35,511,642,342,4366.0,4637.7,1177,1252.95,1673,1779.15,621,676,376,0.4725779173713457,0.455403747130351,0.473613595706619,0.4572332084298989,0.4719065656565656,0.4531581373905025,0.4514134275618374,0.4871016691957511,0.4763231197771588,0.4725779173713457,0.455403747130351,0.4572332084298989,0.4719065656565656,0.4531581373905025,82,109,0.6646,49,43,69,-2.6187283966580273,7.789634146341463,25.50304878048781,9.78658536585366,66.55487804878048,5.213414634146341,0.9273127753303964,0.8898916967509025
20212022,TBL,4611.0,4587.95,1243,1239.95,1735,1728.8,721,629,385,4557.0,4779.2,1200,1265.9,1640,1730.05,620,624,396,0.5029450261780105,0.4897914520425103,0.5088006549324601,0.4948221162479798,0.5140740740740741,0.4998193041039652,0.5376584638329605,0.5019952114924182,0.4929577464788732,0.5029450261780105,0.4897914520425103,0.4948221162479798,0.5140740740740741,0.4998193041039652,82,110,0.6707,51,39,54,12.461859337193417,10.990853658536585,25.0,9.588414634146345,69.46646341463415,5.86890243902439,0.929778933680104,0.8717434869739479
20212022,TOR,4261.0,4235.9,1267,1268.45,1663,1646.85,693,615,355,4027.0,4313.4,1025,1097.85,1336,1448.2,539,499,298,0.5141167953667953,0.4954674651725872,0.5527923211169284,0.5360478383974981,0.5545181727242414,0.5320915655643689,0.5625,0.552064631956912,0.5436447166921899,0.5141167953667953,0.4954674651725872,0.5360478383974981,0.5545181727242414,0.5320915655643689,82,115,0.7012,54,45,62,13.5137769976682,10.5640243902439,20.365853658536583,9.375,61.38719512195122,5.411585365853659,0.9337837837837838,0.8277227722772278
20212022,VAN,3827.0,3970.25,945,986.3,1320,1383.3,499,501,320,3804.0,3864.8,988,1013.25,1418,1453.1,548,512,358,0.5015070108766871,0.5067293763281664,0.4888773926539058,0.4932609837213373,0.4821037253469686,0.4876956705683261,0.4765998089780324,0.4945705824284304,0.471976401179941,0.5015070108766871,0.5067293763281664,0.4932609837213373,0.4821037253469686,0.4876956705683261,82,92,0.561,40,32,13,3.741636371641074,7.606707317073171,21.615853658536587,7.63719512195122,57.98780487804878,4.878048780487805,0.9482758620689656,0.8886861313868613
20212022,VGK,4211.0,4249.95,1081,1107.45,1504,1522.1,634,500,370,3752.0,3926.35,980,1029.5,1299,1371.0,567,493,239,0.5288207961823433,0.5197889020706188,0.5245026686074721,0.5182386111046118,0.5365679628968962,0.5261138571082922,0.5278934221482098,0.5035246727089627,0.6075533661740559,0.5288207961823433,0.5197889020706188,0.5182386111046118,0.5365679628968962,0.5261138571082922,82,94,0.5732,43,34,18,14.273647943761242,9.664634146341465,19.80182926829268,7.621951219512196,57.19512195121951,5.640243902439025,0.935792349726776,0.873015873015873
20212022,WPG,3783.0,3817.65,979,988.2,1534,1563.05,588,524,422,3826.0,3965.55,1022,1055.45,1533,1580.4,626,511,396,0.4971743987383362,0.4904987665741597,0.4892553723138431,0.4835465955520759,0.5001630257580698,0.4972402933083077,0.4843492586490939,0.506280193236715,0.5158924205378973,0.4971743987383362,0.4904987665741597,0.4835465955520759,0.5001630257580698,0.4972402933083077,82,89,0.5427,39,32,-5,6.855093048193355,8.963414634146341,23.36890243902439,7.98780487804878,58.323170731707314,6.432926829268292,0.948180815876516,0.8722044728434505
20212022,WSH,4031.0,4072.5,1047,1064.65,1379,1408.3,563,501,315,3868.0,4023.7,1020,1065.0,1382,1450.95,568,477,337,0.5103177617419926,0.5030137595415133,0.5065312046444121,0.4999178268729604,0.4994567185802245,0.4925417504590364,0.497789566755084,0.5122699386503068,0.4831288343558282,0.5103177617419926,0.5030137595415133,0.4999178268729604,0.4994567185802245,0.4925417504590364,82,100,0.6098,44,35,30,0.0788780941387732,8.582317073170731,21.067073170731707,7.63719512195122,58.96341463414634,4.801829268292683,0.9388816644993498,0.8555133079847909
20222023,ANA,3501.0,3908.85,856,979.45,1108,1262.3,504,354,250,4332.0,4023.25,1340,1243.5,1770,1642.85,823,544,403,0.4469551895825354,0.4927887948966856,0.389799635701275,0.4406082008142333,0.38498957609451,0.4345042424659656,0.3798040693293142,0.3942093541202672,0.3828483920367534,0.4469551895825354,0.4927887948966856,0.4406082008142333,0.38498957609451,0.4345042424659656,82,58,0.3537,23,13,-129,-34.341733853968776,7.682926829268293,26.981707317073173,5.396341463414634,66.03658536585365,3.810975609756098,0.9345300950369588,0.8614823815309842
20222023,ARI,3319.0,3609.5,827,901.6,1145,1254.1,488,386,271,3749.0,3636.85,1023,1001.6,1428,1392.55,609,496,323,0.4695812110922467,0.4981128430175191,0.447027027027027,0.4737284573350147,0.4450058297706957,0.4738442937298094,0.4448495897903373,0.4376417233560091,0.4562289562289562,0.4695812110922467,0.4981128430175191,0.4737284573350147,0.4450058297706957,0.4738442937298094,82,70,0.4268,28,20,-71,-17.84213756719522,7.439024390243902,21.768292682926827,5.884146341463414,57.14939024390244,4.1310975609756095,0.9316239316239316,0.8620689655172413
20222023,BOS,4132.0,3948.45,1113,1069.35,1525,1462.05,637,540,348,3878.0,4262.349999999999,987,1093.75,1293,1433.0,570,436,287,0.5158551810237203,0.4808849320407268,0.53,0.4943599463732606,0.5411639460610362,0.5050171845045853,0.527754763877382,0.5532786885245902,0.5480314960629922,0.5158551810237203,0.4808849320407268,0.4943599463732606,0.5411639460610362,0.5050171845045853,82,135,0.8232,65,54,128,25.992588679735977,9.710365853658535,19.710365853658537,8.231707317073171,59.11585365853659,5.304878048780488,0.9482496194824962,0.8990476190476191
20222023,BUF,3671.0,3781.25,1014,1056.05,1428,1469.0,564,553,311,3799.0,3920.55,1069,1098.3,1443,1503.75,646,554,243,0.4914323962516733,0.490956659482199,0.4867978876620259,0.490194258128902,0.4973876698014629,0.4941552434614414,0.4661157024793388,0.4995483288166215,0.5613718411552346,0.4914323962516733,0.490956659482199,0.490194258128902,0.4973876698014629,0.4941552434614414,81,89,0.5494,41,29,-7,-3.668454906508762,8.703703703703704,22.26851851851852,8.533950617283951,58.626543209876544,4.799382716049383,0.917189460476788,0.8668730650154799
20222023,CAR,4817.0,4725.0,1371,1341.1,1776,1746.4,887,531,358,4085.0,4392.5,1078,1168.8,1275,1390.2,660,390,225,0.5411143563244215,0.5182341650671785,0.559820334830543,0.5343240766564405,0.5821042281219272,0.556781228081362,0.5733678086619263,0.5765472312703583,0.614065180102916,0.5411143563244215,0.5182341650671785,0.5343240766564405,0.5821042281219272,0.556781228081362,82,113,0.689,52,39,53,33.20590210681015,13.521341463414632,19.435975609756095,8.094512195121952,62.27134146341464,5.4573170731707314,0.9230769230769232,0.8783269961977186
20222023,CBJ,3792.0,4194.9,879,982.65,1210,1339.5,483,477,250,4288.0,4076.4,1131,1076.6,1536,1468.65,666,536,334,0.4693069306930693,0.5071633237822349,0.4373134328358209,0.4771882967099672,0.4406409322651129,0.4770044335238503,0.4203655352480417,0.470878578479763,0.4280821917808219,0.4693069306930693,0.5071633237822349,0.4771882967099672,0.4406409322651129,0.4770044335238503,81,59,0.3642,25,15,-113,-21.987978491071814,7.453703703703703,23.703703703703702,7.361111111111112,66.17283950617285,3.858024691358025,0.9229885057471264,0.8513513513513513
20222023,CGY,4058.0,4133.5,989,1014.35,1517,1542.75,572,566,379,3588.0,3703.55,845,871.0,1233,1275.6,481,463,289,0.5307350248495946,0.5274306020760363,0.539258451472192,0.5380168138541915,0.5516363636363636,0.5473947522486562,0.5432098765432098,0.5500485908649174,0.5673652694610778,0.5307350248495946,0.5274306020760363,0.5380168138541915,0.5516363636363636,0.5473947522486562,82,93,0.5671,38,31,8,4.889569554412226,8.71951219512195,18.79573170731707,8.628048780487806,54.69512195121951,5.777439024390245,0.9122340425531916,0.8482328482328483
20222023,CHI,3508.0,3843.65,831,913.65,1069,1182.35,473,375,221,3895.0,3727.55,1111,1070.55,1443,1384.3,650,533,260,0.4738619478589761,0.5076672125950973,0.4279093717816684,0.460462654974297,0.4255573248407643,0.4606588354469834,0.4211932324131789,0.4129955947136564,0.4594594594594595,0.4738619478589761,0.5076672125950973,0.460462654974297,0.4255573248407643,0.4606588354469834,82,59,0.3598,26,18,-97,-27.173881156069104,7.210365853658537,21.9969512195122,5.716463414634147,59.375,3.36890243902439,0.9230769230769232,0.8507692307692307
20222023,COL,4163.0,4099.3,1014,994.15,1640,1627.65,595,524,521,4199.0,4500.849999999999,1038,1128.45,1386,1503.5,629,441,316,0.4978474049270509,0.4766544769567973,0.4941520467836257,0.4683642702346179,0.541969596827495,0.5198249844306405,0.4861111111111111,0.5430051813471503,0.6224611708482676,0.4978474049270509,0.4766544769567973,0.4683642702346179,0.541969596827495,0.5198249844306405,81,107,0.6605,50,35,53,21.08363119645843,9.1820987654321,21.38888888888889,8.08641975308642,64.79938271604938,8.040123456790123,0.94,0.8839590443686007
20222023,DAL,4642.0,4587.55,1219,1204.15,1635,1613.3,714,579,342,4740.0,5041.849999999999,1122,1195.55,1532,1634.25,665,480,387,0.4947772329993605,0.4764107836417638,0.520717642033319,0.5017918906529982,0.5162614461635617,0.4967744915397761,0.5177664974619289,0.546742209631728,0.4691358024691358,0.4947772329993605,0.4764107836417638,0.5017918906529982,0.5162614461635617,0.4967744915397761,82,108,0.6585,47,39,67,18.259484046801735,10.884146341463412,23.353658536585364,8.826219512195122,72.25609756097562,5.213414634146341,0.9469914040114612,0.8731884057971014
20222023,DET,3509.0,3704.25,839,887.75,1129,1214.4,484,372,273,3636.0,3656.25,1034,1053.15,1277,1294.35,605,391,281,0.4911126662001399,0.5032606480538007,0.4479444741057127,0.4573909011283426,0.4692435577722361,0.48406576980568,0.4444444444444444,0.4875491480996068,0.4927797833935018,0.4911126662001399,0.5032606480538007,0.4573909011283426,0.4692435577722361,0.48406576980568,82,80,0.4878,35,28,-39,-13.547055049906856,7.378048780487805,19.46646341463415,5.670731707317073,55.426829268292686,4.161585365853659,0.9077380952380952,0.8859504132231405
20222023,EDM,4279.0,4174.55,1391,1354.8,1677,1639.35,816,566,295,4198.0,4519.75,1086,1175.85,1430,1549.65,602,511,317,0.5047776335967913,0.4801479130004716,0.5615664109810254,0.5353565289550116,0.5397489539748954,0.5140639698965193,0.5754583921015515,0.5255338904363974,0.4820261437908497,0.5047776335967913,0.4801479130004716,0.5353565289550116,0.5397489539748954,0.5140639698965193,82,109,0.6646,50,45,65,14.798376625779689,12.4390243902439,21.79878048780488,8.628048780487806,63.9939024390244,4.496951219512195,0.926829268292683,0.8491295938104448
20222023,FLA,4894.0,5001.599999999999,1404,1441.9,1816,1876.15,844,561,411,4920.0,5068.8,1323,1368.55,1659,1711.5,776,506,377,0.4986753617281435,0.4966634890371782,0.5148514851485149,0.5130495116440428,0.522589928057554,0.5229467757445682,0.5209876543209877,0.5257731958762887,0.5215736040609137,0.4986753617281435,0.4966634890371782,0.5130495116440428,0.522589928057554,0.5229467757445682,82,92,0.561,42,36,17,23.582198381881703,12.865853658536585,25.289634146341463,8.551829268292682,75.0,6.265243902439024,0.9329529243937232,0.891846921797005
20222023,LAK,4250.0,4297.099999999999,1052,1071.0,1446,1477.4,616,528,302,3816.0,3938.2,987,1025.8,1347,1397.05,577,461,309,0.5269030498388296,0.5217903415783274,0.5159391858754291,0.5107783288821061,0.5177228786251342,0.5139765868253057,0.5163453478625314,0.5338725985844287,0.4942716857610474,0.5269030498388296,0.5217903415783274,0.5107783288821061,0.5177228786251342,0.5139765868253057,82,104,0.6341,47,37,23,9.297635500012111,9.390243902439025,20.533536585365855,8.048780487804878,58.170731707317074,4.603658536585366,0.9385714285714286,0.8687258687258688
20222023,MIN,4099.0,4149.599999999999,955,971.85,1324,1348.05,567,441,316,3985.0,4133.8,947,988.8,1347,1413.75,544,450,353,0.5070509648688768,0.5009537146582321,0.5021030494216614,0.4956774539055925,0.4956944964432797,0.4881055833152291,0.5103510351035103,0.494949494949495,0.4723467862481315,0.5070509648688768,0.5009537146582321,0.4956774539055925,0.4956944964432797,0.4881055833152291,82,103,0.628,46,34,21,4.3919360188636904,8.643292682926829,20.533536585365855,6.722560975609756,60.7469512195122,4.817073170731708,0.9536423841059604,0.8612716763005781
