player_id,player_name,position,pos_group,es_toi_min,CNFI_blocks,CNFI_blocks_per60,CNFI_blocks_lo95,CNFI_blocks_hi95,MNFI_blocks,MNFI_blocks_per60,MNFI_blocks_lo95,MNFI_blocks_hi95,FNFI_blocks,FNFI_blocks_per60,FNFI_blocks_lo95,FNFI_blocks_hi95,TNFI_blocks,TNFI_blocks_per60,TNFI_blocks_lo95,TNFI_blocks_hi95,blocks_xG_prevented_total,blocks_xG_prevented_per60,TNFI_blocks_per60_rank,xG_prevented_per60_rank,PK_TOI_min,PK_CNFI_blocks,PK_CNFI_blocks_per60,PK_CNFI_blocks_lo95,PK_CNFI_blocks_hi95,PK_MNFI_blocks,PK_MNFI_blocks_per60,PK_MNFI_blocks_lo95,PK_MNFI_blocks_hi95,PK_FNFI_blocks,PK_FNFI_blocks_per60,PK_FNFI_blocks_lo95,PK_FNFI_blocks_hi95,PK_TNFI_blocks,PK_TNFI_blocks_per60,PK_TNFI_blocks_lo95,PK_TNFI_blocks_hi95,PK_blocks_xG_prevented_total,PK_blocks_xG_prevented_per60,PK_TNFI_blocks_per60_rank,PK_xG_prevented_per60_rank
8474166,Alec Martinez,D,D,3393.1666666666665,227,4.0139,3.5385,4.5485,178,3.1475,2.7271,3.6289,6,0.1061,0.0486,0.2312,411,7.2675,6.6348,7.9525,47.71805,0.8438,1,1,161.06666666666666,38.0,14.1556,10.6236,18.4376,25.0,9.3129,6.4466,13.1509,3.0,1.1175,0.3814,3.2008,66.0,24.5861,20.2156,29.2288,7.56485,2.818,22.0,22.0
8481219,Jonathan Aspirot,D,D,523.75,29,3.3222,2.3284,4.7012,20,2.2912,1.4905,3.493,8,0.9165,0.4654,1.7901,57,6.5298,5.0947,8.3004,6.06535,0.6948,2,5,,,,,,,,,,,,,,,,,,,,,
8476372,Nick Seeler,D,D,4433.516666666666,204,2.7608,2.4135,3.1547,256,3.4645,3.0747,3.8995,13,0.1759,0.1029,0.3006,473,6.4012,5.8756,6.9663,52.7623,0.714,3,3,221.28333333333333,39.0,10.5747,7.9117,13.9281,39.0,10.5747,7.9117,13.9281,2.0,0.5423,0.1491,1.9435,80.0,21.6916,18.0892,25.6326,9.06612,2.4582,45.0,41.0
8480831,Alec Regula,D,D,528.9833333333333,29,3.2893,2.3062,4.6574,25,2.8356,1.9328,4.13,1,0.1134,0.02,0.6378,55,6.2384,4.8451,7.9739,6.330449999999999,0.718,4,2,,,,,,,,,,,,,,,,,,,,,
8482165,Yan Kuznetsov,D,D,621.0666666666667,43,4.1541,3.1086,5.5184,17,1.6423,1.0296,2.6041,1,0.0966,0.0171,0.5439,61,5.8931,4.6339,7.4499,7.35935,0.711,5,4,,,,,,,,,,,,,,,,,,,,,
8482730,Brandt Clarke,D,D,2213.1,99,2.684,2.213,3.25,100,2.7111,2.2376,3.2795,7,0.1898,0.092,0.3909,206,5.5849,4.9005,6.3544,23.20015,0.629,6,6,118.35,2.0,1.0139,0.2796,3.5819,0.0,0.0,0.0,1.8918,0.0,0.0,0.0,1.8918,2.0,1.0139,0.2796,3.5819,0.26084,0.1322,631.0,616.0
8480160,Radim Simek,D,D,1010.2333333333332,32,1.9006,1.3518,2.6631,58,3.4447,2.681,4.4113,3,0.1782,0.0606,0.5218,93,5.5235,4.5456,6.6894,10.0967,0.5997,7,10,,,,,,,,,,,,,,,,,,,,,
8474697,Mark Borowiecki,D,D,671.65,19,1.6973,1.0904,2.6242,39,3.484,2.5645,4.7012,3,0.268,0.0912,0.7826,61,5.4493,4.2789,6.893,6.49315,0.58,8,13,,,,,,,,,,,,,,,,,,,,,
8479985,Cale Fleury,D,D,573.8,24,2.5096,1.6954,3.6876,25,2.6142,1.7804,3.8103,3,0.3137,0.1067,0.9152,52,5.4374,4.1852,7.0125,5.7440999999999995,0.6006,9,8,,,,,,,,,,,,,,,,,,,,,
8476885,Jacob Trouba,D,D,6455.683333333333,249,2.3142,2.0484,2.6128,302,2.8068,2.5135,3.1323,34,0.316,0.2263,0.441,585,5.4371,5.0311,5.8717,63.96295,0.5945,10,12,416.1,51.0,7.354,5.6692,9.4567,68.0,9.8053,7.8621,12.1228,7.0,1.0094,0.4905,2.0593,126.0,18.1687,15.6418,20.9208,13.708590000000001,1.9767,72.0,78.0
8482178,Ian Moore,D,D,552.85,28,3.0388,2.1156,4.3323,18,1.9535,1.2412,3.0518,3,0.3256,0.1108,0.9496,49,5.3179,4.0603,6.9132,5.5657,0.604,11,7,,,,,,,,,,,,,,,,,,,,,
8475188,Brayden McNabb,D,D,6244.716666666666,284,2.7287,2.4349,3.0558,244,2.3444,2.0725,2.65,25,0.2402,0.1628,0.3542,553,5.3133,4.9053,5.7511,62.4243,0.5998,12,9,302.05,109.0,21.652,18.5292,24.9917,73.0,14.5009,11.8125,17.5835,3.0,0.5959,0.203,1.7277,185.0,36.7489,33.3931,39.9471,21.64003,4.2986,2.0,2.0
8478502,Dennis Gilbert,D,D,996.1833333333332,50,3.0115,2.297,3.9344,32,1.9274,1.3709,2.7002,6,0.3614,0.1658,0.7848,88,5.3002,4.3363,6.4559,9.9461,0.5991,13,11,,,,,,,,,,,,,,,,,,,,,
8472382,Andy Greene,D,D,1086.4,33,1.8225,1.3031,2.542,59,3.2585,2.541,4.1668,1,0.0552,0.0098,0.3118,93,5.1362,4.2251,6.2264,10.26025,0.5667,14,15,56.583333333333336,5.0,5.3019,2.2831,11.3671,4.0,4.2415,1.6576,10.0202,0.0,0.0,0.0,3.7885,9.0,9.5434,5.1214,16.4181,1.05338,1.117,217.0,184.0
8476473,Connor Murphy,D,D,5184.4,195,2.2568,1.9662,2.5888,223,2.5808,2.2694,2.9332,20,0.2315,0.1499,0.3571,438,5.0691,4.6334,5.5424,48.51485,0.5615,15,16,269.81666666666666,42.0,9.3397,7.0313,12.2152,54.0,12.0082,9.3987,15.1063,2.0,0.4447,0.122,1.5961,98.0,21.7926,18.474,25.3123,10.96218,2.4377,42.0,43.0
8478013,Jake Walman,D,D,4444.116666666667,204,2.7542,2.408,3.1476,153,2.0657,1.7674,2.4122,11,0.1485,0.083,0.2656,368,4.9684,4.5037,5.4766,42.374300000000005,0.5721,16,14,279.18333333333334,25.0,5.3728,3.6858,7.7358,31.0,6.6623,4.7633,9.2039,0.0,0.0,0.0,0.8149,56.0,12.0351,9.4755,15.0983,6.370420000000001,1.3691,170.0,149.0
8479369,Andrew Peeke,D,D,5477.766666666666,232,2.5412,2.2399,2.8808,195,2.1359,1.8604,2.4503,18,0.1972,0.1248,0.3113,445,4.8742,4.4574,5.3259,50.4796,0.5529,17,18,310.95,44.0,8.4901,6.4265,11.0759,46.0,8.876,6.7654,11.4993,0.0,0.0,0.0,0.7321,90.0,17.3661,14.5081,20.527,10.353200000000001,1.9977,82.0,72.0
8474628,Michael Stone,D,D,751.85,11,0.8778,0.4912,1.5601,48,3.8306,2.9087,5.0169,2,0.1596,0.0438,0.5787,61,4.868,3.82,6.1696,6.31525,0.504,18,31,,,,,,,,,,,,,,,,,,,,,
8471303,Alexander Edler,D,D,1485.1333333333334,60,2.424,1.8911,3.0997,52,2.1008,1.6081,2.7379,7,0.2828,0.1371,0.5819,119,4.8076,4.0431,5.7031,13.2913,0.537,19,20,85.0,17.0,12.0,7.7273,17.8293,10.0,7.0588,3.9104,12.1913,1.0,0.7059,0.1248,3.8204,28.0,19.7647,14.3266,26.088,3.2539700000000003,2.2969,63.0,57.0
8475690,Chris Tanev,D,D,5180.566666666667,191,2.2121,1.9241,2.541,201,2.3279,2.0322,2.6643,20,0.2316,0.15,0.3573,412,4.7717,4.3477,5.2322,45.78745,0.5303,20,23,311.06666666666666,68.0,13.1162,10.5778,16.0721,93.0,17.9383,15.0513,21.1272,1.0,0.1929,0.0341,1.0792,162.0,31.2473,27.9277,34.5497,18.23195,3.5167,5.0,5.0
8475233,David Savard,D,D,4289.016666666666,155,2.1683,1.8573,2.5292,173,2.4201,2.0908,2.7988,13,0.1819,0.1063,0.3108,341,4.7703,4.3068,5.279,38.03894999999999,0.5321,21,22,269.93333333333334,55.0,12.2252,9.5986,15.3446,70.0,15.5594,12.6373,18.8791,0.0,0.0,0.0,0.8417,125.0,27.7846,24.2653,31.3526,14.195500000000001,3.1553,11.0,14.0
8480879,Jacob Bernard-Docker,D,D,2383.5666666666666,91,2.2907,1.8716,2.7981,86,2.1648,1.7582,2.6602,12,0.3021,0.1729,0.5267,189,4.7576,4.1459,5.4488,20.91985,0.5266,22,24,90.28333333333333,16.0,10.6332,6.7498,16.1664,16.0,10.6332,6.7498,16.1664,0.0,0.0,0.0,2.4562,32.0,21.2664,15.8662,27.51,3.69184,2.4535,52.0,42.0
8480434,Sean Durzi,D,D,4699.416666666667,192,2.4514,2.1339,2.8143,164,2.0939,1.8013,2.4324,16,0.2043,0.1258,0.3315,372,4.7495,4.3071,5.234,42.076,0.5372,23,19,350.6166666666667,29.0,4.9627,3.4884,6.9684,33.0,5.6472,4.0637,7.7457,0.0,0.0,0.0,0.6496,62.0,10.6099,8.4183,13.1984,7.092740000000001,1.2138,194.0,170.0
8483609,Adam Klapka,R,F,758.5,14,1.1074,0.662,1.8457,30,2.3731,1.6717,3.3562,16,1.2657,0.782,2.0407,60,4.7462,3.7193,6.034,5.3757,0.4252,24,101,,,,,,,,,,,,,,,,,,,,,
8481563,Drew Helleson,D,D,1268.6833333333334,48,2.2701,1.7188,2.9876,41,1.939,1.4343,2.6122,11,0.5202,0.2908,0.9273,100,4.7293,3.913,5.6958,10.7549,0.5086,25,29,,,,,,,,,,,,,,,,,,,,,
8484240,Tom Willander,D,D,685.2333333333333,34,2.9771,2.144,4.1136,19,1.6637,1.0697,2.5749,1,0.0876,0.0155,0.4934,54,4.7283,3.6552,6.0865,6.382999999999999,0.5589,26,17,,,,,,,,,,,,,,,,,,,,,
8482073,Braden Schneider,D,D,5054.916666666667,189,2.2434,1.95,2.5788,184,2.184,1.8947,2.5155,25,0.2967,0.2011,0.4375,398,4.7241,4.2975,5.1889,43.99105,0.5222,27,25,212.43333333333334,27.0,7.6259,5.3414,10.7375,23.0,6.4962,4.4032,9.4518,1.0,0.2824,0.05,1.5739,51.0,14.4045,11.2784,18.1436,5.86233,1.6558,131.0,112.0
8481581,Thomas Harley,D,D,4255.133333333333,158,2.2279,1.9114,2.5947,150,2.1151,1.807,2.4736,22,0.3102,0.205,0.469,330,4.6532,4.1937,5.1587,36.4299,0.5137,28,26,258.3833333333333,12.0,2.7866,1.6082,4.7716,17.0,3.9476,2.4926,6.1787,0.0,0.0,0.0,0.8803,29.0,6.7342,4.7646,9.4061,3.27048,0.7594,318.0,273.0
8474145,Robert Bortuzzo,D,D,1831.5666666666664,57,1.8673,1.4455,2.4058,78,2.5552,2.0549,3.1691,7,0.2293,0.1111,0.472,142,4.6518,3.9679,5.4395,15.50425,0.5079,29,30,95.53333333333333,17.0,10.6769,6.8162,15.9247,31.0,19.4696,14.2654,25.3022,0.0,0.0,0.0,2.3086,48.0,30.1465,24.1153,35.8847,5.32706,3.3457,7.0,7.0
8480727,Zach Whitecloud,D,D,4809.35,210,2.6199,2.2948,2.989,149,1.8589,1.5869,2.1761,12,0.1497,0.0857,0.2614,371,4.6285,4.1963,5.1018,42.7917,0.5339,30,21,211.6,37.0,10.4915,7.7612,13.8773,43.0,12.1928,9.2528,15.7215,0.0,0.0,0.0,1.0679,80.0,22.6843,18.8902,26.6547,9.1393,2.5915,34.0,35.0
8474612,Travis Hamonic,D,D,3488.05,131,2.2534,1.9044,2.6636,114,1.961,1.6367,2.3471,18,0.3096,0.196,0.4886,263,4.524,4.0259,5.0783,29.157650000000004,0.5016,31,34,189.45,23.0,7.2842,4.9485,10.5591,38.0,12.0348,9.0079,15.8337,0.0,0.0,0.0,1.1953,61.0,19.3191,15.612,23.5419,6.811820000000001,2.1573,65.0,59.0
8477810,Joel Hanley,D,D,2659.633333333333,83,1.8724,1.5145,2.311,111,2.5041,2.0861,3.0008,6,0.1354,0.062,0.2948,200,4.5119,3.9461,5.15,22.17665,0.5003,32,35,89.83333333333333,12.0,8.0148,4.6768,13.1245,14.0,9.3506,5.6989,14.6598,0.0,0.0,0.0,2.4562,26.0,17.3655,12.3252,23.3785,2.96952,1.9834,83.0,77.0
8470281,Duncan Keith,D,D,1077.3833333333334,31,1.7264,1.221,2.434,45,2.5061,1.8823,3.3271,5,0.2785,0.1191,0.6493,81,4.5109,3.6554,5.5508,8.730749999999999,0.4862,33,41,57.75,6.0,6.2338,2.8968,12.473,6.0,6.2338,2.8968,12.473,0.0,0.0,0.0,3.7272,12.0,12.4675,7.3508,19.6617,1.3844400000000001,1.4384,162.0,137.0
8475462,Radko Gudas,D,D,5096.75,182,2.1425,1.8572,2.4697,174,2.0484,1.7696,2.369,27,0.3178,0.2186,0.4618,383,4.5088,4.0932,4.9622,42.141200000000005,0.4961,34,37,303.95,62.0,12.2389,9.7487,15.1683,54.0,10.6596,8.3262,13.4724,3.0,0.5922,0.2017,1.7165,119.0,23.4907,20.2957,26.8405,13.604210000000002,2.6855,27.0,25.0
8483495,Simon Nemec,D,D,1998.25,78,2.342,1.8836,2.9073,66,1.9817,1.5629,2.5086,6,0.1802,0.0826,0.3922,150,4.5039,3.8591,5.2478,17.013900000000003,0.5109,35,27,113.33333333333333,7.0,3.7059,1.8197,7.3423,2.0,1.0588,0.292,3.7348,0.0,0.0,0.0,1.9727,9.0,4.7647,2.5479,8.6681,1.11358,0.5895,401.0,346.0
8478911,Matt Roy,D,D,5898.9,181,1.841,1.5947,2.1239,219,2.2275,1.9556,2.5355,38,0.3865,0.2818,0.5297,438,4.4551,4.07,4.8733,46.89015,0.4769,36,47,344.3,43.0,7.4935,5.6484,9.8486,51.0,8.8876,6.8757,11.3812,0.0,0.0,0.0,0.6626,94.0,16.3811,13.7317,19.3595,10.72438,1.8689,100.0,89.0
8477498,Darnell Nurse,D,D,6830.233333333334,275,2.4157,2.1512,2.7114,215,1.8887,1.6556,2.1534,17,0.1493,0.0933,0.239,507,4.4537,4.095,4.8414,58.07215,0.5101,37,28,418.25,100.0,14.3455,12.0497,16.9434,63.0,9.0377,7.1765,11.2913,0.0,0.0,0.0,0.5464,163.0,23.3831,20.6639,26.2506,19.362160000000003,2.7776,29.0,23.0
8474818,Jordie Benn,D,D,687.6833333333333,14,1.2215,0.7296,2.0319,33,2.8792,2.0613,3.9957,4,0.349,0.1358,0.8912,51,4.4497,3.4097,5.7694,5.2719000000000005,0.46,38,65,,,,,,,,,,,,,,,,,,,,,
8484806,Sam Dickinson,D,D,688.2666666666667,30,2.6153,1.8427,3.6939,16,1.3948,0.8619,2.2465,5,0.4359,0.1865,1.0139,51,4.446,3.4097,5.7694,5.6942,0.4964,39,36,,,,,,,,,,,,,,,,,,,,,
8477938,Haydn Fleury,D,D,2045.45,79,2.3173,1.8664,2.8731,67,1.9653,1.5529,2.4838,4,0.1173,0.0457,0.3011,150,4.4,3.7699,5.128,17.17745,0.5039,40,32,77.75,11.0,8.4887,4.8366,14.1085,16.0,12.3473,7.8238,18.4525,1.0,0.7717,0.136,4.1466,28.0,21.6077,15.6872,28.184,3.07337,2.3717,47.0,50.0
8479984,Cal Foote,D,D,1414.05,43,1.8245,1.3593,2.4426,57,2.4186,1.8746,3.1122,3,0.1273,0.0433,0.3732,103,4.3704,3.6254,5.2546,11.43475,0.4852,41,42,,,,,,,,,,,,,,,,,,,,,
8476892,Colton Parayko,D,D,7085.566666666667,261,2.2101,1.9616,2.4885,233,1.973,1.7386,2.2376,22,0.1863,0.1231,0.2818,516,4.3694,4.0199,4.7462,58.213750000000005,0.4929,42,39,354.53333333333336,45.0,7.6156,5.7661,9.9247,46.0,7.7849,5.9141,10.111,2.0,0.3385,0.0928,1.2184,93.0,15.739,13.1372,18.6052,10.55088,1.7856,106.0,101.0
8480950,Ilya Lyubushkin,D,D,4701.65,150,1.9142,1.6349,2.2391,167,2.1312,1.8357,2.4719,24,0.3063,0.2059,0.455,341,4.3517,3.9272,4.8174,37.1547,0.4741,43,52,223.1,53.0,14.2537,11.1924,17.8609,49.0,13.1779,10.2231,16.7142,1.0,0.2689,0.0475,1.4976,103.0,27.7006,23.8588,31.6446,11.861570000000002,3.19,13.0,10.0
8475625,Matt Irwin,D,D,927.0,27,1.7476,1.2056,2.5228,37,2.3948,1.7457,3.2718,3,0.1942,0.0661,0.5683,67,4.3366,3.4388,5.4462,7.33875,0.475,44,49,,,,,,,,,,,,,,,,,,,,,
8478136,Jake Middleton,D,D,5770.233333333334,179,1.8613,1.6111,2.1491,208,2.1628,1.8923,2.4705,29,0.3015,0.2101,0.4325,416,4.3256,3.9422,4.7436,45.22315,0.4702,45,53,267.1,36.0,8.0869,5.9404,10.861,69.0,15.4998,12.5762,18.8462,2.0,0.4493,0.1234,1.6138,107.0,24.0359,20.6266,27.6322,11.68446,2.6247,24.0,32.0
8476931,Jake McCabe,D,D,6118.95,199,1.9513,1.7017,2.2361,224,2.1965,1.9311,2.4967,18,0.1765,0.1117,0.2787,441,4.3243,3.9514,4.7293,49.07065,0.4812,46,44,331.46666666666664,55.0,9.9558,7.7964,12.6028,76.0,13.757,11.2532,16.6719,1.0,0.181,0.032,1.0147,132.0,23.8938,20.8496,27.1448,14.831050000000003,2.6846,25.0,26.0
8477435,Ryan Graves,D,D,4816.883333333333,190,2.3667,2.0582,2.7191,142,1.7688,1.5039,2.0786,15,0.1868,0.1133,0.3079,347,4.3223,3.9043,4.781,39.5764,0.493,47,38,222.5,51.0,13.7528,10.7563,17.363,30.0,8.0899,5.7795,11.1815,0.0,0.0,0.0,1.0206,81.0,21.8427,18.2602,25.7994,9.66102,2.6052,41.0,34.0
8483506,Sam Rinzel,D,D,711.1166666666667,32,2.7,1.9235,3.7707,17,1.4344,0.8988,2.2774,2,0.1687,0.0463,0.6119,51,4.3031,3.2985,5.5852,5.9548000000000005,0.5024,48,33,,,,,,,,,,,,,,,,,,,,,
8476902,Esa Lindell,D,D,6605.083333333333,218,1.9803,1.7377,2.2556,216,1.9621,1.7206,2.2362,38,0.3452,0.2517,0.4732,472,4.2876,3.9297,4.6755,51.4273,0.4672,49,58,419.46666666666664,83.0,11.8722,9.7647,14.3353,66.0,9.4406,7.5461,11.7295,3.0,0.4291,0.1463,1.2502,152.0,21.7419,19.0902,24.5916,17.546870000000002,2.5099,43.0,39.0
8470966,Mark Giordano,D,D,3199.85,73,1.3688,1.091,1.7152,146,2.7376,2.3354,3.205,9,0.1688,0.0888,0.3202,228,4.2752,3.7705,4.8412,24.47725,0.459,50,67,210.31666666666666,22.0,6.2763,4.2123,9.2111,38.0,10.8408,8.086,14.3161,0.0,0.0,0.0,1.0779,60.0,17.117,13.7335,21.0141,6.6814,1.9061,86.0,86.0
8483678,Elias Pettersson,D,D,870.4666666666667,28,1.93,1.3416,2.7673,33,2.2746,1.6281,3.1674,1,0.0689,0.0122,0.3889,62,4.2736,3.3593,5.4186,7.0013,0.4826,51,43,,,,,,,,,,,,,,,,,,,,,
8481806,Louis Crevier,D,D,1576.45,48,1.8269,1.3829,2.4089,52,1.9791,1.515,2.5807,12,0.4567,0.2617,0.7957,112,4.2627,3.5638,5.0893,11.8908,0.4526,52,75,67.78333333333333,5.0,4.4259,1.9089,9.6512,6.0,5.311,2.4641,10.7664,0.0,0.0,0.0,3.2084,11.0,9.7369,5.568,16.0141,1.2540200000000001,1.11,212.0,186.0
8477506,Ryan Pulock,D,D,5662.35,215,2.2782,1.9979,2.5963,160,1.6954,1.4551,1.9743,27,0.2861,0.1968,0.4158,402,4.2597,3.8758,4.6791,45.05315,0.4774,53,46,367.03333333333336,52.0,8.5006,6.5828,10.8653,42.0,6.8659,5.1473,9.0649,2.0,0.3269,0.0897,1.179,96.0,15.6934,13.155,18.531,11.06254,1.8084,109.0,99.0
8477034,Jaycob Megna,D,D,2396.0,80,2.0033,1.6146,2.4817,82,2.0534,1.6594,2.5369,8,0.2003,0.1016,0.3945,170,4.2571,3.6806,4.916,18.946,0.4744,54,50,112.5,5.0,2.6667,1.153,6.0162,23.0,12.2667,8.4551,17.3603,0.0,0.0,0.0,1.9898,28.0,14.9333,10.7401,20.2548,2.95946,1.5784,121.0,123.0
8482762,Simon Edvinsson,D,D,2749.866666666667,84,1.8328,1.4844,2.2597,97,2.1165,1.74,2.5705,13,0.2837,0.1659,0.4843,194,4.2329,3.6937,4.8436,21.1405,0.4613,55,62,104.51666666666667,19.0,10.9074,7.1409,15.9246,19.0,10.9074,7.1409,15.9246,1.0,0.5741,0.101,3.1193,39.0,22.3888,17.1046,28.0114,4.4176899999999995,2.5361,36.0,37.0
8480043,Timothy Liljegren,D,D,4263.85,129,1.8153,1.5312,2.1499,152,2.1389,1.8292,2.4986,19,0.2674,0.1713,0.417,300,4.2215,3.7836,4.7056,32.73745,0.4607,56,64,252.75,16.0,3.7982,2.3579,6.015,20.0,4.7478,3.1052,7.1365,0.0,0.0,0.0,0.8974,36.0,8.546,6.275,11.4421,4.093120000000001,0.9717,244.0,212.0
8482095,Tyler Kleven,D,D,1778.7666666666669,60,2.0239,1.5775,2.5903,58,1.9564,1.5183,2.5149,7,0.2361,0.1144,0.486,125,4.2164,3.5574,4.9854,13.892500000000002,0.4686,57,54,66.68333333333334,7.0,6.2984,3.0922,12.0189,5.0,4.4989,1.9377,9.7855,0.0,0.0,0.0,3.2537,12.0,10.7973,6.3321,17.2486,1.4145400000000001,1.2728,190.0,158.0
8481599,Victor Soderstrom,D,D,782.7,30,2.2997,1.6181,3.2501,25,1.9164,1.3031,2.8025,0,0.0,0.0,0.2929,55,4.2162,3.2617,5.4192,6.4275,0.4927,58,40,,,,,,,,,,,,,,,,,,,,,
8481014,Alexander Romanov,D,D,5526.75,185,2.0084,1.7427,2.3128,181,1.965,1.7023,2.2665,22,0.2388,0.1578,0.3612,388,4.2122,3.8256,4.6344,43.06635,0.4675,59,56,278.28333333333336,34.0,7.3307,5.3313,9.9628,45.0,9.7023,7.3938,12.5837,0.0,0.0,0.0,0.8178,79.0,17.033,14.0626,20.3912,8.94868,1.9294,89.0,81.0
8477346,MacKenzie Weegar,D,D,7040.166666666667,250,2.1306,1.8861,2.4056,226,1.9261,1.694,2.1889,18,0.1534,0.0971,0.2423,494,4.2101,3.8661,4.5825,55.9393,0.4767,60,48,480.7,38.0,4.7431,3.4858,6.3947,68.0,8.4876,6.7843,10.5214,0.0,0.0,0.0,0.4754,106.0,13.2307,11.1376,15.5731,11.77772,1.4701,148.0,133.0
8482100,Alexander Nikishin,D,D,770.4333333333333,19,1.4797,0.9512,2.293,29,2.2585,1.5809,3.214,6,0.4673,0.2146,1.0137,54,4.2054,3.2487,5.423,5.592250000000001,0.4355,61,89,55.3,5.0,5.425,2.3675,11.7466,5.0,5.425,2.3675,11.7466,0.0,0.0,0.0,3.9172,10.0,10.8499,6.1125,18.1984,1.1537000000000002,1.2518,188.0,162.0
8479421,Jacob Moverare,D,D,1086.35,31,1.7122,1.2109,2.4139,37,2.0435,1.489,2.7964,8,0.4418,0.2242,0.8681,76,4.1975,3.3765,5.2032,8.03025,0.4435,62,82,,,,,,,,,,,,,,,,,,,,,
8480865,Noah Dobson,D,D,6690.116666666667,214,1.9192,1.682,2.1888,234,2.0986,1.8501,2.3792,20,0.1794,0.1162,0.2768,468,4.1972,3.8452,4.579,52.1013,0.4673,63,57,441.8333333333333,17.0,2.3086,1.449,3.6436,31.0,4.2097,2.9908,5.87,2.0,0.2716,0.0745,0.9808,50.0,6.7899,5.2119,8.7627,5.3943200000000004,0.7325,315.0,284.0
8478062,Dysin Mayo,D,D,1373.5666666666666,47,2.053,1.5492,2.7114,46,2.0094,1.5116,2.662,3,0.131,0.0446,0.384,96,4.1935,3.4532,5.0749,10.85555,0.4742,64,51,60.85,18.0,17.7486,11.7329,25.1338,16.0,15.7765,10.1032,23.0622,1.0,0.986,0.174,5.2314,35.0,34.5111,26.937,41.391,3.98631,3.9306,4.0,4.0
8477462,Robert Hagg,D,D,1506.65,48,1.9115,1.4464,2.5186,53,2.1106,1.6193,2.7429,4,0.1593,0.062,0.4083,105,4.1815,3.4731,5.0192,11.7214,0.4668,65,59,74.86666666666666,6.0,4.8085,2.2308,9.825,12.0,9.6171,5.6379,15.5501,0.0,0.0,0.0,2.9235,18.0,14.4256,9.4528,20.8674,1.9863600000000001,1.5919,130.0,120.0
8479945,Gavin Bayreuther,D,D,1248.5666666666666,36,1.73,1.2535,2.3787,46,2.2105,1.6634,2.9265,5,0.2403,0.1027,0.5602,87,4.1808,3.409,5.108,9.484699999999998,0.4558,66,71,,,,,,,,,,,,,,,,,,,,,
8474716,Jared Spurgeon,D,D,4669.633333333333,157,2.0173,1.7292,2.351,147,1.8888,1.6105,2.213,21,0.2698,0.1766,0.4119,325,4.1759,3.7586,4.635,35.964850000000006,0.4621,67,61,315.05,42.0,7.9987,6.0106,10.5195,39.0,7.4274,5.5144,9.8867,0.0,0.0,0.0,0.7229,81.0,15.4261,12.7203,18.4879,9.39012,1.7883,113.0,100.0
8474013,Ian Cole,D,D,5734.866666666667,168,1.7577,1.5141,2.039,210,2.1971,1.9235,2.5078,21,0.2197,0.1438,0.3355,399,4.1745,3.7963,4.587,43.7157,0.4574,68,69,346.76666666666665,88.0,15.2264,12.6416,18.1144,68.0,11.7658,9.4575,14.4578,4.0,0.6921,0.2695,1.7556,160.0,27.6843,24.5615,30.8211,18.433239999999998,3.1894,14.0,11.0
8482511,Mason Lohrei,D,D,2477.1,91,2.2042,1.8011,2.6936,63,1.526,1.1958,1.9445,18,0.436,0.2761,0.6875,172,4.1662,3.6048,4.8078,18.81745,0.4558,69,71,128.41666666666666,2.0,0.9345,0.2577,3.3109,1.0,0.4672,0.0828,2.5756,0.0,0.0,0.0,1.7483,3.0,1.4017,0.4801,3.9987,0.36116000000000004,0.1687,604.0,581.0
8480823,Alexander Alexeyev,D,D,1088.65,20,1.1023,0.7152,1.6918,49,2.7006,2.0521,3.5393,6,0.3307,0.1516,0.7181,75,4.1336,3.3177,5.1286,7.727,0.4259,70,100,,,,,,,,,,,,,,,,,,,,,
8474565,Alex Pietrangelo,D,D,5661.366666666667,170,1.8017,1.5536,2.0883,206,2.1832,1.909,2.4954,14,0.1484,0.0884,0.2488,390,4.1333,3.755,4.5472,43.3405,0.4593,71,66,395.9166666666667,41.0,6.2134,4.6344,8.2469,60.0,9.0928,7.1736,11.41,0.0,0.0,0.0,0.5765,101.0,15.3063,12.8768,18.0117,11.366420000000002,1.7225,116.0,105.0
8484223,Axel Sandin-Pellikka,D,D,523.05,17,1.9501,1.2235,3.0861,13,1.4913,0.875,2.5236,6,0.6883,0.3161,1.4881,36,4.1296,3.0079,5.6294,3.72755,0.4276,72,99,,,,,,,,,,,,,,,,,,,,,
8477335,Kyle Burroughs,D,D,2677.4666666666667,106,2.3754,1.9707,2.8601,73,1.6359,1.3047,2.0489,5,0.112,0.0479,0.2619,184,4.1233,3.5853,4.7369,21.3426,0.4783,73,45,118.15,10.0,5.0783,2.8009,8.9397,16.0,8.1253,5.113,12.537,3.0,1.5235,0.521,4.3254,29.0,14.727,10.6147,19.8388,3.0102100000000003,1.5287,125.0,128.0
8476449,Scott Harrington,D,D,771.9666666666667,19,1.4767,0.9487,2.2871,33,2.5649,1.8358,3.5654,1,0.0777,0.0137,0.438,53,4.1193,3.1721,5.3226,5.82455,0.4527,74,74,,,,,,,,,,,,,,,,,,,,,
