term,beta,se,t,p
intercept,90.74990925009074,0.929798219964573,97.60172401012821,0.0
P1_NF_F,6.198831960234056,1.5610654316414003,3.970898230522101,0.00014599132792691982
P2_DefF,-7.495936952919877,1.2534870374047775,-5.980067387405523,4.6816498233681614e-08
P3_OffF,5.117628584271292,1.642463576736146,3.115824701842636,0.0024769925773757695
P4_DefD,2.138746898093556,1.4091266613075446,1.5177818693097385,0.13265385392560747
P5_OffD,2.3728358713254685,1.3675446748135898,1.735106658690262,0.08622276695832465
P6_SvPct,4.8870564997534025,0.988401212325281,4.94440561060854,3.6257604074663163e-06
P7_SvPct,2.8520114923964255,0.9456172159470885,3.016031692633659,0.0033473720918661964
