player_id,player_name,position,pos_group,pos_source
8477574,Parker Milner,G,G,pbp_rosterSpots_2022plus
8477810,Joel Hanley,D,D,pbp_rosterSpots_2022plus
8477831,Pheonix Copley,G,G,pbp_rosterSpots_2022plus
8477839,Conor Sheary,L,F,pbp_rosterSpots_2022plus
8477845,Trevor van Riemsdyk,D,D,pbp_rosterSpots_2022plus
8477846,Ryan Carpenter,C,F,pbp_rosterSpots_2022plus
8477851,Jordan Oesterle,D,D,pbp_rosterSpots_2022plus
8477887,Patrick Brown,C,F,pbp_rosterSpots_2022plus
8477903,Garnet Hathaway,R,F,pbp_rosterSpots_2022plus
8477919,Frederick Gaudreau,C,F,pbp_rosterSpots_2022plus
8477930,Pierre-Edouard Bellemare,L,F,pbp_rosterSpots_2022plus
8477931,Tomas Nosek,L,F,pbp_rosterSpots_2022plus
8477932,Aaron Ekblad,D,D,pbp_rosterSpots_2022plus
8477933,Sam Reinhart,C,F,pbp_rosterSpots_2022plus
8477934,Leon Draisaitl,C,F,pbp_rosterSpots_2022plus
8477935,Sam Bennett,C,F,pbp_rosterSpots_2022plus
8477938,Haydn Fleury,D,D,pbp_rosterSpots_2022plus
8477939,William Nylander,R,F,pbp_rosterSpots_2022plus
8477940,Nikolaj Ehlers,L,F,pbp_rosterSpots_2022plus
8477941,Nick Ritchie,L,F,pbp_rosterSpots_2022plus
8477942,Kevin Fiala,L,F,pbp_rosterSpots_2022plus
8477944,Jakub Vrana,L,F,pbp_rosterSpots_2022plus
8477946,Dylan Larkin,C,F,pbp_rosterSpots_2022plus
8477947,Sonny Milano,L,F,pbp_rosterSpots_2022plus
8477948,Travis Sanheim,D,D,pbp_rosterSpots_2022plus
8477949,Alex Tuch,R,F,pbp_rosterSpots_2022plus
8477950,Tony DeAngelo,D,D,pbp_rosterSpots_2022plus
8477951,Nick Schmaltz,C,F,pbp_rosterSpots_2022plus
8477952,Robby Fabbri,C,F,pbp_rosterSpots_2022plus
8477953,Kasperi Kapanen,R,F,pbp_rosterSpots_2022plus
8477955,Jared McCann,L,F,pbp_rosterSpots_2022plus
8477956,David Pastrnak,R,F,pbp_rosterSpots_2022plus
8477960,Adrian Kempe,R,F,pbp_rosterSpots_2022plus
8477962,Brendan Lemieux,L,F,pbp_rosterSpots_2022plus
8477964,Ivan Barbashev,C,F,pbp_rosterSpots_2022plus
8477967,Thatcher Demko,G,G,pbp_rosterSpots_2022plus
8477968,Alex Nedeljkovic,G,G,pbp_rosterSpots_2022plus
8477969,Marcus Pettersson,D,D,pbp_rosterSpots_2022plus
8477970,Vitek Vanecek,G,G,pbp_rosterSpots_2022plus
8477971,Andreas Englund,D,D,pbp_rosterSpots_2022plus
8477979,Nicolas Aube-Kubel,R,F,pbp_rosterSpots_2022plus
8477981,Roland McKeown,D,D,pbp_rosterSpots_2022plus
8477986,Brandon Montour,D,D,pbp_rosterSpots_2022plus
8477987,Ryan Donato,C,F,pbp_rosterSpots_2022plus
8477989,Christian Dvorak,C,F,pbp_rosterSpots_2022plus
8477990,Brandon Halverson,G,G,pbp_rosterSpots_2022plus
8477992,Jonas Johansson,G,G,pbp_rosterSpots_2022plus
8477993,Justin Kirkland,C,F,pbp_rosterSpots_2022plus
8477996,Juho Lammikko,C,F,pbp_rosterSpots_2022plus
8477998,Warren Foegele,L,F,pbp_rosterSpots_2022plus
8478007,Elvis Merzlikins,G,G,pbp_rosterSpots_2022plus
8478009,Ilya Sorokin,G,G,pbp_rosterSpots_2022plus
8478010,Brayden Point,C,F,pbp_rosterSpots_2022plus
8478011,Louie Belpedio,D,D,pbp_rosterSpots_2022plus
8478013,Jake Walman,D,D,pbp_rosterSpots_2022plus
8478017,Mark Friedman,D,D,pbp_rosterSpots_2022plus
8478020,Michael Amadio,R,F,pbp_rosterSpots_2022plus
8478021,William Lagesson,D,D,pbp_rosterSpots_2022plus
8478024,Ville Husso,G,G,pbp_rosterSpots_2022plus
8478028,Fredrik Olofsson,L,F,pbp_rosterSpots_2022plus
8478038,Devon Toews,D,D,pbp_rosterSpots_2022plus
8478039,Kaapo Kahkonen,G,G,pbp_rosterSpots_2022plus
8478042,Viktor Arvidsson,L,F,pbp_rosterSpots_2022plus
8478043,Sam Lafferty,C,F,pbp_rosterSpots_2022plus
8478046,Danton Heinen,L,F,pbp_rosterSpots_2022plus
8478047,Michael Bunting,L,F,pbp_rosterSpots_2022plus
8478048,Igor Shesterkin,G,G,pbp_rosterSpots_2022plus
8478051,Max Willman,C,F,pbp_rosterSpots_2022plus
8478055,Gustav Forsling,D,D,pbp_rosterSpots_2022plus
8478056,Clark Bishop,C,F,pbp_rosterSpots_2022plus
8478057,Dakota Joshua,C,F,pbp_rosterSpots_2022plus
8478058,CJ Suess,L,F,pbp_rosterSpots_2022plus
8478062,Dysin Mayo,D,D,pbp_rosterSpots_2022plus
8478067,Oskar Lindblom,L,F,pbp_rosterSpots_2022plus
8478075,Anders Bjork,L,F,pbp_rosterSpots_2022plus
8478078,Rourke Chartier,C,F,pbp_rosterSpots_2022plus
8478099,Kevin Labanc,R,F,pbp_rosterSpots_2022plus
8478104,Sammy Blais,L,F,pbp_rosterSpots_2022plus
8478109,Victor Olofsson,L,F,pbp_rosterSpots_2022plus
8478115,Pierre Engvall,L,F,pbp_rosterSpots_2022plus
8478131,Ondrej Kase,R,F,pbp_rosterSpots_2022plus
8478133,Jake Evans,C,F,pbp_rosterSpots_2022plus
8478136,Jake Middleton,D,D,pbp_rosterSpots_2022plus
8478146,Matthew Highmore,C,F,pbp_rosterSpots_2022plus
8478147,Bokondji Imama,L,F,pbp_rosterSpots_2022plus
8478173,Hayden Hodgson,R,F,pbp_rosterSpots_2022plus
8478178,Darren Raddysh,D,D,pbp_rosterSpots_2022plus
8478211,Dryden Hunt,L,F,pbp_rosterSpots_2022plus
8478224,Luke Philp,C,F,pbp_rosterSpots_2022plus
8478233,Andrew Mangiapane,L,F,pbp_rosterSpots_2022plus
8478366,Frank Vatrano,R,F,pbp_rosterSpots_2022plus
8478367,Cole Bardreau,C,F,pbp_rosterSpots_2022plus
8478373,Nikita Soshnikov,R,F,pbp_rosterSpots_2022plus
8478396,Noah Hanifin,D,D,pbp_rosterSpots_2022plus
8478397,Rasmus Andersson,D,D,pbp_rosterSpots_2022plus
8478398,Kyle Connor,L,F,pbp_rosterSpots_2022plus
8478399,Jonas Siegenthaler,D,D,pbp_rosterSpots_2022plus
8478400,Colin White,C,F,pbp_rosterSpots_2022plus
8478401,Pavel Zacha,C,F,pbp_rosterSpots_2022plus
8478402,Connor McDavid,C,F,pbp_rosterSpots_2022plus
8478403,Jack Eichel,C,F,pbp_rosterSpots_2022plus
8478406,Mackenzie Blackwood,G,G,pbp_rosterSpots_2022plus
8478407,Vince Dunn,D,D,pbp_rosterSpots_2022plus
8478408,Travis Dermott,D,D,pbp_rosterSpots_2022plus
8478409,Anthony Richard,C,F,pbp_rosterSpots_2022plus
8478413,Jordan Greenway,L,F,pbp_rosterSpots_2022plus
8478414,Timo Meier,R,F,pbp_rosterSpots_2022plus
8478415,Jakub Zboril,D,D,pbp_rosterSpots_2022plus
8478416,Erik Cernak,D,D,pbp_rosterSpots_2022plus
8478420,Mikko Rantanen,R,F,pbp_rosterSpots_2022plus
8478421,A.J. Greer,L,F,pbp_rosterSpots_2022plus
8478424,Jansen Harkins,C,F,pbp_rosterSpots_2022plus
8478427,Sebastian Aho,C,F,pbp_rosterSpots_2022plus
8478430,Oliver Kylington,D,D,pbp_rosterSpots_2022plus
8478431,Evgeny Svechnikov,L,F,pbp_rosterSpots_2022plus
8478432,Christian Fischer,R,F,pbp_rosterSpots_2022plus
8478433,Felix Sandstrom,G,G,pbp_rosterSpots_2022plus
8478434,Keegan Kolesar,R,F,pbp_rosterSpots_2022plus
8478435,Dan Vladar,G,G,pbp_rosterSpots_2022plus
8478438,Tommy Novak,C,F,pbp_rosterSpots_2022plus
8478439,Travis Konecny,R,F,pbp_rosterSpots_2022plus
8478440,Dylan Strome,C,F,pbp_rosterSpots_2022plus
8478443,Brandon Carlo,D,D,pbp_rosterSpots_2022plus
8478444,Brock Boeser,R,F,pbp_rosterSpots_2022plus
8478445,Mathew Barzal,C,F,pbp_rosterSpots_2022plus
8478446,Glenn Gawdin,C,F,pbp_rosterSpots_2022plus
8478449,Roope Hintz,C,F,pbp_rosterSpots_2022plus
8478450,Parker Wotherspoon,D,D,pbp_rosterSpots_2022plus
8478451,Ethan Bear,D,D,pbp_rosterSpots_2022plus
8478452,Caleb Jones,D,D,pbp_rosterSpots_2022plus
8478454,Noah Juulsen,D,D,pbp_rosterSpots_2022plus
8478455,Austin Wagner,L,F,pbp_rosterSpots_2022plus
8478458,Jack Roslovic,C,F,pbp_rosterSpots_2022plus
8478460,Zach Werenski,D,D,pbp_rosterSpots_2022plus
8478462,Nicolas Roy,C,F,pbp_rosterSpots_2022plus
8478463,Anthony Beauvillier,L,F,pbp_rosterSpots_2022plus
8478465,Guillaume Brisebois,D,D,pbp_rosterSpots_2022plus
8478466,Daniel Sprong,R,F,pbp_rosterSpots_2022plus
8478468,Jeremy Lauzon,D,D,pbp_rosterSpots_2022plus
8478469,Thomas Chabot,D,D,pbp_rosterSpots_2022plus
8478470,Samuel Montembeault,G,G,pbp_rosterSpots_2022plus
8478472,Mathieu Joseph,R,F,pbp_rosterSpots_2022plus
8478474,Lawson Crouse,L,F,pbp_rosterSpots_2022plus
8478476,Kyle Capobianco,D,D,pbp_rosterSpots_2022plus
8478477,Mitchell Stephens,C,F,pbp_rosterSpots_2022plus
8478483,Mitch Marner,R,F,pbp_rosterSpots_2022plus
8478491,Jacob Larsson,D,D,pbp_rosterSpots_2022plus
8478492,Ilya Samsonov,G,G,pbp_rosterSpots_2022plus
8478493,Joel Eriksson Ek,C,F,pbp_rosterSpots_2022plus
8478495,Denis Gurianov,R,F,pbp_rosterSpots_2022plus
8478498,Jake DeBrusk,L,F,pbp_rosterSpots_2022plus
8478499,Adin Hill,G,G,pbp_rosterSpots_2022plus
8478500,Ivan Provorov,D,D,pbp_rosterSpots_2022plus
8478502,Dennis Gilbert,D,D,pbp_rosterSpots_2022plus
8478506,Gabriel Carlsson,D,D,pbp_rosterSpots_2022plus
8478507,John Marino,D,D,pbp_rosterSpots_2022plus
8478508,Yakov Trenin,C,F,pbp_rosterSpots_2022plus
8478512,Austin Czarnik,C,F,pbp_rosterSpots_2022plus
8478519,Anthony Cirelli,C,F,pbp_rosterSpots_2022plus
8478542,Evan Rodrigues,C,F,pbp_rosterSpots_2022plus
8478550,Artemi Panarin,L,F,pbp_rosterSpots_2022plus
8478569,Noel Acciari,C,F,pbp_rosterSpots_2022plus
8478585,Derek Ryan,C,F,pbp_rosterSpots_2022plus
8478831,Kevin Stenlund,C,F,pbp_rosterSpots_2022plus
8478840,Will Borgen,D,D,pbp_rosterSpots_2022plus
8478841,Colton White,D,D,pbp_rosterSpots_2022plus
8478843,Denis Malgin,C,F,pbp_rosterSpots_2022plus
8478846,Christian Wolanin,D,D,pbp_rosterSpots_2022plus
8478848,Ales Stezka,G,G,pbp_rosterSpots_2022plus
8478851,Alexandre Carrier,D,D,pbp_rosterSpots_2022plus
8478854,Ryan Shea,D,D,pbp_rosterSpots_2022plus
8478856,Conor Garland,R,F,pbp_rosterSpots_2022plus
8478859,Niko Mikkola,D,D,pbp_rosterSpots_2022plus
8478864,Kirill Kaprizov,L,F,pbp_rosterSpots_2022plus
8478870,Rudolfs Balcers,L,F,pbp_rosterSpots_2022plus
8478872,Karel Vejmelka,G,G,pbp_rosterSpots_2022plus
8478873,Troy Terry,R,F,pbp_rosterSpots_2022plus
8478874,Adam Gaudette,R,F,pbp_rosterSpots_2022plus
8478881,Brett Seney,L,F,pbp_rosterSpots_2022plus
8478882,Vladislav Gavrikov,D,D,pbp_rosterSpots_2022plus
8478888,Cameron Hughes,C,F,pbp_rosterSpots_2022plus
8478891,Mason Appleton,C,F,pbp_rosterSpots_2022plus
8478902,Erik Kallgren,G,G,pbp_rosterSpots_2022plus
8478904,Steven Lorentz,C,F,pbp_rosterSpots_2022plus
8478905,Ivan Fedotov,G,G,pbp_rosterSpots_2022plus
8478911,Matt Roy,D,D,pbp_rosterSpots_2022plus
8478916,Joey Daccord,G,G,pbp_rosterSpots_2022plus
8478956,Samuel Laberge,L,F,pbp_rosterSpots_2022plus
8478965,Kenneth Appleby,G,G,pbp_rosterSpots_2022plus
8478967,Lane Pederson,C,F,pbp_rosterSpots_2022plus
8478970,Jalen Chatfield,D,D,pbp_rosterSpots_2022plus
8478971,Connor Ingram,G,G,pbp_rosterSpots_2022plus
8478975,Mason Marchment,L,F,pbp_rosterSpots_2022plus
8479022,Rodrigo Abols,C,F,pbp_rosterSpots_2022plus
8479026,Philippe Myers,D,D,pbp_rosterSpots_2022plus
8479066,Ryan Lomberg,L,F,pbp_rosterSpots_2022plus
8479193,Casey DeSmith,G,G,pbp_rosterSpots_2022plus
8479249,Andrew Poturalski,C,F,pbp_rosterSpots_2022plus
8479252,Dan Renouf,D,D,pbp_rosterSpots_2022plus
8479291,Kevin Rooney,C,F,pbp_rosterSpots_2022plus
8479292,Charlie Lindgren,G,G,pbp_rosterSpots_2022plus
8479293,Brandon Tanev,L,F,pbp_rosterSpots_2022plus
8479304,Kyle Criscuolo,C,F,pbp_rosterSpots_2022plus
8479312,Alex Lyon,G,G,pbp_rosterSpots_2022plus
8479314,Matthew Tkachuk,L,F,pbp_rosterSpots_2022plus
8479315,Joey Anderson,R,F,pbp_rosterSpots_2022plus
8479316,Luke Kunin,C,F,pbp_rosterSpots_2022plus
8479318,Auston Matthews,C,F,pbp_rosterSpots_2022plus
8479320,Maxime Lajoie,D,D,pbp_rosterSpots_2022plus
8479321,Lucas Johansen,D,D,pbp_rosterSpots_2022plus
8479322,Wade Allison,R,F,pbp_rosterSpots_2022plus
8479323,Adam Fox,D,D,pbp_rosterSpots_2022plus
8479324,Ryan Lindgren,D,D,pbp_rosterSpots_2022plus
8479325,Charlie McAvoy,D,D,pbp_rosterSpots_2022plus
8479328,Julien Gauthier,R,F,pbp_rosterSpots_2022plus
8479329,Frederic Allard,D,D,pbp_rosterSpots_2022plus
8479330,Brandon Gignac,C,F,pbp_rosterSpots_2022plus
8479331,Evan Cormier,G,G,pbp_rosterSpots_2022plus
8479333,Libor Hajek,D,D,pbp_rosterSpots_2022plus
8479335,Rasmus Asplund,C,F,pbp_rosterSpots_2022plus
8479336,Carl Grundstrom,R,F,pbp_rosterSpots_2022plus
8479337,Alex DeBrincat,R,F,pbp_rosterSpots_2022plus
8479338,Markus Niemelainen,D,D,pbp_rosterSpots_2022plus
8479339,Patrik Laine,L,F,pbp_rosterSpots_2022plus
8479341,Cam Dineen,D,D,pbp_rosterSpots_2022plus
8479343,Clayton Keller,R,F,pbp_rosterSpots_2022plus
8479344,Jesse Puljujarvi,R,F,pbp_rosterSpots_2022plus
8479345,Jakob Chychrun,D,D,pbp_rosterSpots_2022plus
8479346,Dillon Dube,C,F,pbp_rosterSpots_2022plus
8479347,Tyler Benson,L,F,pbp_rosterSpots_2022plus
8479348,Kale Clague,D,D,pbp_rosterSpots_2022plus
8479351,Sam Steel,C,F,pbp_rosterSpots_2022plus
8479353,Brett Howden,C,F,pbp_rosterSpots_2022plus
8479356,Kieffer Bellows,L,F,pbp_rosterSpots_2022plus
8479359,Beck Malenstyn,L,F,pbp_rosterSpots_2022plus
8479361,Joseph Woll,G,G,pbp_rosterSpots_2022plus
8479362,Riley Tufte,L,F,pbp_rosterSpots_2022plus
8479365,Trent Frederic,C,F,pbp_rosterSpots_2022plus
8479366,Logan Brown,C,F,pbp_rosterSpots_2022plus
8479367,William Lockwood,R,F,pbp_rosterSpots_2022plus
8479368,Max Jones,L,F,pbp_rosterSpots_2022plus
8479369,Andrew Peeke,D,D,pbp_rosterSpots_2022plus
8479370,Tyson Jost,C,F,pbp_rosterSpots_2022plus
8479371,Dante Fabbro,D,D,pbp_rosterSpots_2022plus
8479372,Joshua Mahura,D,D,pbp_rosterSpots_2022plus
8479375,William Bitten,C,F,pbp_rosterSpots_2022plus
8479376,Victor Mete,D,D,pbp_rosterSpots_2022plus
8479378,Logan Stanley,D,D,pbp_rosterSpots_2022plus
8479379,Givani Smith,R,F,pbp_rosterSpots_2022plus
8479380,Dylan Wells,G,G,pbp_rosterSpots_2022plus
8479383,Boris Katchouk,L,F,pbp_rosterSpots_2022plus
8479385,Jordan Kyrou,C,F,pbp_rosterSpots_2022plus
8479387,Keaton Middleton,D,D,pbp_rosterSpots_2022plus
8479388,Riley Stillman,D,D,pbp_rosterSpots_2022plus
8479390,Taylor Raddysh,R,F,pbp_rosterSpots_2022plus
8479393,Noah Gregor,C,F,pbp_rosterSpots_2022plus
8479394,Carter Hart,G,G,pbp_rosterSpots_2022plus
8479395,Dennis Cholowski,D,D,pbp_rosterSpots_2022plus
8479398,Samuel Girard,D,D,pbp_rosterSpots_2022plus
8479400,Pierre-Luc Dubois,L,F,pbp_rosterSpots_2022plus
8479402,Jake Bean,D,D,pbp_rosterSpots_2022plus
8479404,Henrik Borgstrom,C,F,pbp_rosterSpots_2022plus
8479406,Filip Gustavsson,G,G,pbp_rosterSpots_2022plus
8479407,Jesper Bratt,L,F,pbp_rosterSpots_2022plus
8479410,Mikhail Sergachev,D,D,pbp_rosterSpots_2022plus
8479414,Nathan Bastian,R,F,pbp_rosterSpots_2022plus
8479415,Michael McLeod,C,F,pbp_rosterSpots_2022plus
8479419,Brett Murray,L,F,pbp_rosterSpots_2022plus
8479420,Tage Thompson,C,F,pbp_rosterSpots_2022plus
8479421,Jacob Moverare,D,D,pbp_rosterSpots_2022plus
8479423,Alex Nylander,L,F,pbp_rosterSpots_2022plus
8479425,Filip Hronek,D,D,pbp_rosterSpots_2022plus
8479439,Jacob MacDonald,D,D,pbp_rosterSpots_2022plus
8479442,Troy Stecher,D,D,pbp_rosterSpots_2022plus
8479458,Nikita Zaitsev,D,D,pbp_rosterSpots_2022plus
8479465,Drake Caggiula,L,F,pbp_rosterSpots_2022plus
8479496,David Rittich,G,G,pbp_rosterSpots_2022plus
8479514,Rem Pitlick,C,F,pbp_rosterSpots_2022plus
8479518,Fredrik Karlstrom,C,F,pbp_rosterSpots_2022plus
8479520,Brandon Duhaime,R,F,pbp_rosterSpots_2022plus
8479522,Hardy Haman Aktell,D,D,pbp_rosterSpots_2022plus
8479523,Lucas Carlsson,D,D,pbp_rosterSpots_2022plus
8479525,Ross Colton,C,F,pbp_rosterSpots_2022plus
8479526,Otto Koivula,L,F,pbp_rosterSpots_2022plus
8479533,Joona Koppanen,L,F,pbp_rosterSpots_2022plus
8479536,Axel Jonsson-Fjallby,L,F,pbp_rosterSpots_2022plus
8479542,Brandon Hagel,L,F,pbp_rosterSpots_2022plus
8479543,Michael Pezzetta,L,F,pbp_rosterSpots_2022plus
8479546,Oskar Steen,C,F,pbp_rosterSpots_2022plus
8479547,Matthew Phillips,R,F,pbp_rosterSpots_2022plus
8479550,Tanner Laczynski,C,F,pbp_rosterSpots_2022plus
8479573,Mikhail Maltsev,L,F,pbp_rosterSpots_2022plus
8479576,Vincent Desharnais,D,D,pbp_rosterSpots_2022plus
8479578,Casey Fitzgerald,D,D,pbp_rosterSpots_2022plus
8479580,Dylan Gambrell,C,F,pbp_rosterSpots_2022plus
8479587,Rhett Gardner,C,F,pbp_rosterSpots_2022plus
8479591,Michael Eyssimont,C,F,pbp_rosterSpots_2022plus
8479594,Nathan Clurman,D,D,pbp_rosterSpots_2022plus
8479602,Jeremy Davies,D,D,pbp_rosterSpots_2022plus
8479619,Michael Carcone,L,F,pbp_rosterSpots_2022plus
8479638,Justin Brazeau,R,F,pbp_rosterSpots_2022plus
8479639,Dylan Coghlan,D,D,pbp_rosterSpots_2022plus
8479644,Matt Luff,R,F,pbp_rosterSpots_2022plus
8479661,Tanner Jeannot,L,F,pbp_rosterSpots_2022plus
8479671,Mathieu Olivier,R,F,pbp_rosterSpots_2022plus
8479675,Trevor Moore,L,F,pbp_rosterSpots_2022plus
8479705,Jeffrey Viel,L,F,pbp_rosterSpots_2022plus
8479718,Alex Barré-Boulet,C,F,pbp_rosterSpots_2022plus
8479746,Tye Felhaber,L,F,pbp_rosterSpots_2022plus
8479772,Zack MacEwen,C,F,pbp_rosterSpots_2022plus
8479798,Zachary Andrews,G,G,pbp_rosterSpots_2022plus
8479941,Justin Danforth,R,F,pbp_rosterSpots_2022plus
8479942,Dominik Shine,R,F,pbp_rosterSpots_2022plus
8479944,Zachary Aston-Reese,C,F,pbp_rosterSpots_2022plus
8479945,Gavin Bayreuther,D,D,pbp_rosterSpots_2022plus
8479968,Vinni Lettieri,C,F,pbp_rosterSpots_2022plus
8479972,Mason Shaw,C,F,pbp_rosterSpots_2022plus
8479973,Stuart Skinner,G,G,pbp_rosterSpots_2022plus
8479975,Keith Petruzzelli,G,G,pbp_rosterSpots_2022plus
8479976,Juuso Välimäki,D,D,pbp_rosterSpots_2022plus
8479977,Kailer Yamamoto,R,F,pbp_rosterSpots_2022plus
8479979,Jake Oettinger,G,G,pbp_rosterSpots_2022plus
8479980,Nicolas Hague,D,D,pbp_rosterSpots_2022plus
8479981,Jonah Gadjovich,L,F,pbp_rosterSpots_2022plus
8479982,Conor Timmins,D,D,pbp_rosterSpots_2022plus
8479983,Mario Ferraro,D,D,pbp_rosterSpots_2022plus
8479984,Cal Foote,D,D,pbp_rosterSpots_2022plus
8479985,Cale Fleury,D,D,pbp_rosterSpots_2022plus
8479986,Kole Lind,R,F,pbp_rosterSpots_2022plus
8479987,Morgan Geekie,C,F,pbp_rosterSpots_2022plus
8479991,Jake Leschyshyn,C,F,pbp_rosterSpots_2022plus
8479992,Michael Rasmussen,C,F,pbp_rosterSpots_2022plus
8479994,Jaret Anderson-Dolan,C,F,pbp_rosterSpots_2022plus
8479996,Cody Glass,C,F,pbp_rosterSpots_2022plus
8479998,Mikey Anderson,D,D,pbp_rosterSpots_2022plus
8479999,Casey Mittelstadt,C,F,pbp_rosterSpots_2022plus
8480001,Urho Vaakanainen,D,D,pbp_rosterSpots_2022plus
8480002,Nico Hischier,C,F,pbp_rosterSpots_2022plus
8480003,Jesper Boqvist,C,F,pbp_rosterSpots_2022plus
8480007,Jonas Rondbjerg,R,F,pbp_rosterSpots_2022plus
8480008,Adam Ruzicka,C,F,pbp_rosterSpots_2022plus
8480009,Eeli Tolvanen,R,F,pbp_rosterSpots_2022plus
8480011,Klim Kostin,C,F,pbp_rosterSpots_2022plus
8480012,Elias Pettersson,C,F,pbp_rosterSpots_2022plus
8480014,Gabriel Vilardi,C,F,pbp_rosterSpots_2022plus
8480015,Owen Tippett,R,F,pbp_rosterSpots_2022plus
8480018,Nick Suzuki,C,F,pbp_rosterSpots_2022plus
8480021,Jack Studnicka,C,F,pbp_rosterSpots_2022plus
8480022,Michael DiPietro,G,G,pbp_rosterSpots_2022plus
8480023,Robert Thomas,C,F,pbp_rosterSpots_2022plus
8480025,MacKenzie Entwistle,R,F,pbp_rosterSpots_2022plus
8480027,Jason Robertson,L,F,pbp_rosterSpots_2022plus
8480028,Morgan Frost,C,F,pbp_rosterSpots_2022plus
8480031,Maxime Comtois,L,F,pbp_rosterSpots_2022plus
8480032,Shane Bowers,C,F,pbp_rosterSpots_2022plus
8480034,Joel Teasdale,L,F,pbp_rosterSpots_2022plus
8480035,Henri Jokiharju,D,D,pbp_rosterSpots_2022plus
8480036,Miro Heiskanen,D,D,pbp_rosterSpots_2022plus
8480037,Aleksi Heponiemi,C,F,pbp_rosterSpots_2022plus
8480039,Martin Necas,C,F,pbp_rosterSpots_2022plus
8480041,Dmitri Samorukov,D,D,pbp_rosterSpots_2022plus
8480042,Olle Eriksson Ek,G,G,pbp_rosterSpots_2022plus
8480043,Timothy Liljegren,D,D,pbp_rosterSpots_2022plus
8480045,Ukko-Pekka Luukkonen,G,G,pbp_rosterSpots_2022plus
8480049,Dylan Samberg,D,D,pbp_rosterSpots_2022plus
8480051,Cayden Primeau,G,G,pbp_rosterSpots_2022plus
8480056,Jack Rathbone,D,D,pbp_rosterSpots_2022plus
8480058,Pierre-Olivier Joseph,D,D,pbp_rosterSpots_2022plus
8480064,Josh Norris,C,F,pbp_rosterSpots_2022plus
8480068,Ryan Poehling,C,F,pbp_rosterSpots_2022plus
8480069,Cale Makar,D,D,pbp_rosterSpots_2022plus
8480070,Ian Mitchell,D,D,pbp_rosterSpots_2022plus
8480071,Robin Salo,D,D,pbp_rosterSpots_2022plus
8480072,Lias Andersson,C,F,pbp_rosterSpots_2022plus
8480073,Erik Brannstrom,D,D,pbp_rosterSpots_2022plus
8480074,Alexandre Texier,C,F,pbp_rosterSpots_2022plus
8480075,Cameron Crotty,D,D,pbp_rosterSpots_2022plus
8480078,Filip Chytil,C,F,pbp_rosterSpots_2022plus
8480084,Nick DeSimone,D,D,pbp_rosterSpots_2022plus
8480113,Alex Iafallo,L,F,pbp_rosterSpots_2022plus
8480144,David Kampf,C,F,pbp_rosterSpots_2022plus
8480145,Neal Pionk,D,D,pbp_rosterSpots_2022plus
8480157,Calle Rosen,D,D,pbp_rosterSpots_2022plus
8480160,Radim Simek,D,D,pbp_rosterSpots_2022plus
8480172,Jan Rutta,D,D,pbp_rosterSpots_2022plus
8480184,Gustav Lindstrom,D,D,pbp_rosterSpots_2022plus
8480185,Eetu Luostarinen,C,F,pbp_rosterSpots_2022plus
8480188,Fabian Zetterlund,L,F,pbp_rosterSpots_2022plus
8480191,Matt Villalta,G,G,pbp_rosterSpots_2022plus
8480192,Johnathan Kovacevic,D,D,pbp_rosterSpots_2022plus
8480193,Daniil Tarasov,G,G,pbp_rosterSpots_2022plus
8480196,Jacob Bryson,D,D,pbp_rosterSpots_2022plus
8480199,Eetu Makiniemi,G,G,pbp_rosterSpots_2022plus
8480205,Emil Bemstrom,R,F,pbp_rosterSpots_2022plus
8480208,Drake Batherson,R,F,pbp_rosterSpots_2022plus
8480216,Jacob Peterson,C,F,pbp_rosterSpots_2022plus
8480220,Noah Cates,L,F,pbp_rosterSpots_2022plus
8480222,Sebastian Aho,D,D,pbp_rosterSpots_2022plus
8480226,Marián Studenic,L,F,pbp_rosterSpots_2022plus
8480238,Jiri Patera,G,G,pbp_rosterSpots_2022plus
8480242,Arnaud Durandeau,L,F,pbp_rosterSpots_2022plus
8480244,Arvid Holm,G,G,pbp_rosterSpots_2022plus
8480245,Olle Lycksell,R,F,pbp_rosterSpots_2022plus
8480246,Nick Perbix,D,D,pbp_rosterSpots_2022plus
8480252,Cole Guttman,C,F,pbp_rosterSpots_2022plus
8480259,Ben Jones,C,F,pbp_rosterSpots_2022plus
8480263,Dylan Ferguson,G,G,pbp_rosterSpots_2022plus
8480267,Sammy Walker,C,F,pbp_rosterSpots_2022plus
8480274,Philip Kemp,D,D,pbp_rosterSpots_2022plus
8480275,Nick Swaney,R,F,pbp_rosterSpots_2022plus
8480280,Jeremy Swayman,G,G,pbp_rosterSpots_2022plus
8480281,Alexey Toropchenko,R,F,pbp_rosterSpots_2022plus
8480289,Morgan Barron,C,F,pbp_rosterSpots_2022plus
8480291,Skyler Brind'Amour,C,F,pbp_rosterSpots_2022plus
8480292,Carson Meyer,R,F,pbp_rosterSpots_2022plus
8480306,Grant Hutton,D,D,pbp_rosterSpots_2022plus
8480313,Logan Thompson,G,G,pbp_rosterSpots_2022plus
8480326,Sheldon Dries,C,F,pbp_rosterSpots_2022plus
8480328,David Gust,R,F,pbp_rosterSpots_2022plus
8480336,Sean Walker,D,D,pbp_rosterSpots_2022plus
8480355,Mark Kastelic,C,F,pbp_rosterSpots_2022plus
8480382,Alexandar Georgiev,G,G,pbp_rosterSpots_2022plus
8480420,Collin Delia,G,G,pbp_rosterSpots_2022plus
