player_id,player_name,es_toi_min,TNFI_SA,TNFI_SA_per60,P4_weighted,blocks_total,blocks_CNFI,blocks_MNFI,blocks_FNFI,blocks_per60,blocks_xG_per60,P4_net,P4_weighted_rank,P4_net_rank,rank_delta_net_vs_weighted
8483457,Lane Hutson,2608.85,744,17.111,1.7072,139,70,52,17,3.197,0.3524,1.3548,30,59,-29
8480834,Ty Emberson,2010.33,619,18.4745,1.7745,128,68,50,10,3.82,0.4186,1.3559,62,60,2
8478851,Alexandre Carrier,5210.57,1635,18.8271,1.8125,356,161,171,24,4.099,0.4547,1.3578,84,61,23
8478454,Noah Juulsen,1803.3,542,18.0336,1.7954,117,53,53,11,3.893,0.4314,1.364,67,62,5
8479982,Conor Timmins,2065.5,644,18.7073,1.7869,128,56,66,6,3.718,0.4196,1.3673,65,63,2
8477365,Connor Clifton,4663.77,1427,18.3586,1.8155,309,137,159,13,3.975,0.4425,1.373,90,64,26
8481167,Brayden Pachal,2036.52,601,17.7067,1.7382,112,46,59,7,3.3,0.365,1.3732,47,65,-18
8479371,Dante Fabbro,5041.67,1598,19.0175,1.8144,336,150,168,18,3.999,0.4357,1.3787,87,66,21
8477499,Rasmus Ristolainen,4566.78,1357,17.8287,1.7415,250,108,133,9,3.285,0.3617,1.3798,48,67,-19
8474600,Roman Josi,6774.65,2049,18.1471,1.7595,380,164,197,19,3.365,0.3702,1.3893,55,68,-13
8479369,Andrew Peeke,5477.77,1826,20.0009,1.957,445,232,195,18,4.874,0.5624,1.3946,208,69,139
8480727,Zach Whitecloud,4809.35,1545,19.275,1.9331,371,210,149,12,4.628,0.5377,1.3954,186,70,116
8478178,Darren Raddysh,3645.08,1088,17.9091,1.7342,180,98,68,14,2.963,0.3353,1.3989,40,71,-31
8480073,Erik Brannstrom,3290.22,993,18.1082,1.8352,209,102,100,7,3.811,0.4354,1.3998,108,72,36
8474563,Drew Doughty,5781.3,1652,17.1449,1.686,248,110,119,19,2.574,0.285,1.401,26,73,-47
8478397,Rasmus Andersson,7060.67,2172,18.4572,1.801,433,172,233,28,3.68,0.3997,1.4013,70,74,-4
8483448,Isaiah George,512.7,152,17.7882,1.7611,26,14,11,1,3.043,0.3573,1.4038,57,75,-18
8480860,Kevin Bahl,4274.2,1257,17.6454,1.7662,215,119,93,3,3.018,0.3567,1.4095,58,76,-18
8477034,Jaycob Megna,2396.0,774,19.3823,1.904,170,80,82,8,4.257,0.4935,1.4105,160,77,83
8476467,Jamie Oleksiak,5843.93,1790,18.378,1.8036,345,171,155,19,3.542,0.3931,1.4105,73,77,-4
8483495,Simon Nemec,1998.25,659,19.7873,1.9193,150,78,66,6,4.504,0.5087,1.4106,170,79,91
8480049,Dylan Samberg,3991.53,1191,17.9029,1.8029,238,94,126,18,3.578,0.3904,1.4125,72,80,-8
8476874,Olli Määttä,5126.98,1572,18.3968,1.8246,313,143,146,24,3.663,0.4114,1.4132,102,81,21
8477971,Andreas Englund,1888.7,540,17.1547,1.7786,103,47,51,5,3.272,0.3648,1.4138,63,82,-19
8479998,Mikey Anderson,6154.18,1858,18.1145,1.7685,325,155,135,35,3.169,0.3539,1.4146,59,83,-24
8481605,Jackson LaCombe,3430.42,1024,17.9104,1.8093,199,97,92,10,3.481,0.3924,1.4169,80,84,-4
8479410,Mikhail Sergachev,5903.13,1828,18.58,1.8207,348,162,166,20,3.537,0.4012,1.4195,97,85,12
8478911,Matt Roy,5898.9,1931,19.641,1.9032,438,181,219,38,4.455,0.4829,1.4203,158,86,72
8484240,Tom Willander,685.23,224,19.6138,2.0008,54,34,19,1,4.728,0.5758,1.425,233,87,146
8476422,Mike Reilly,2810.22,826,17.6357,1.7091,118,50,61,7,2.519,0.2824,1.4267,31,88,-57
8476931,Jake McCabe,6118.95,2030,19.9054,1.9199,441,199,224,18,4.324,0.4889,1.431,172,89,83
8476923,Damon Severson,6096.3,1848,18.1881,1.7839,311,174,122,15,3.061,0.3485,1.4354,64,90,-26
8483565,Nick Blankenburg,2289.37,702,18.3981,1.8437,132,76,50,6,3.459,0.4068,1.4369,114,91,23
8480839,Rasmus Dahlin,7429.18,2180,17.6062,1.7606,340,172,158,10,2.746,0.3234,1.4372,56,92,-36
8476850,Ryan Murray,628.02,188,17.9613,1.8072,35,12,23,0,3.344,0.3685,1.4387,77,93,-16
8477435,Ryan Graves,4816.88,1572,19.5811,1.9438,347,190,142,15,4.322,0.4999,1.4439,195,94,101
8474056,P.K. Subban,1276.87,407,19.1249,1.8107,66,31,35,0,3.101,0.3657,1.445,81,95,-14
8477845,Trevor van Riemsdyk,5363.38,1715,19.1857,1.8829,353,159,164,30,3.949,0.4348,1.4481,144,96,48
8481030,Jack St. Ivany,618.17,199,19.3152,1.8278,34,16,16,2,3.3,0.3757,1.4521,103,97,6
8484806,Sam Dickinson,688.27,220,19.1786,1.9739,51,30,16,5,4.446,0.5216,1.4523,218,98,120
8478460,Zach Werenski,5893.5,1754,17.857,1.7559,269,132,121,16,2.739,0.3035,1.4524,53,99,-46
8481006,Tyler Tucker,1667.47,500,17.9914,1.8637,100,49,50,1,3.598,0.411,1.4527,129,100,29
8474590,John Carlson,6237.02,1922,18.4896,1.8221,348,168,149,31,3.348,0.3689,1.4532,98,101,-3
8479976,Juuso Välimäki,3071.63,943,18.4202,1.7973,159,75,76,8,3.106,0.3418,1.4555,68,102,-34
8476892,Colton Parayko,7085.57,2318,19.6286,1.9522,516,261,233,22,4.369,0.4954,1.4568,206,103,103
8477359,Tucker Poolman,633.08,199,18.8601,1.863,38,16,19,3,3.601,0.4051,1.4579,128,104,24
8479395,Dennis Cholowski,762.65,241,18.9602,1.8308,42,18,20,4,3.304,0.3727,1.4581,107,105,2
8479345,Jakob Chychrun,5665.4,1795,19.0101,1.861,337,162,152,23,3.569,0.4008,1.4602,124,106,18
8481607,Albert Johansson,1590.3,509,19.2039,1.8731,99,49,42,8,3.735,0.4124,1.4607,134,107,27
8478017,Mark Friedman,938.62,301,19.2411,1.8627,54,24,29,1,3.452,0.4014,1.4613,126,108,18
8474565,Alex Pietrangelo,5661.37,1788,18.9495,1.9276,390,170,206,14,4.133,0.4647,1.4629,181,109,72
8482929,Emil Lilleberg,2034.07,608,17.9345,1.7564,93,39,46,8,2.743,0.2929,1.4635,54,110,-56
8476457,Adam Larsson,7235.98,2220,18.408,1.8413,403,182,202,19,3.342,0.3771,1.4642,113,111,2
8480160,Radim Simek,1010.23,353,20.9655,2.058,93,32,58,3,5.523,0.5938,1.4642,254,111,143
8477969,Marcus Pettersson,6197.62,2016,19.5172,1.8715,374,171,182,21,3.621,0.4059,1.4656,133,113,20
8480069,Cale Makar,6873.0,2016,17.5993,1.7371,291,116,145,30,2.54,0.2702,1.4669,43,114,-71
8481059,Scott Perunovich,1437.27,430,17.9507,1.8307,72,49,20,3,3.006,0.3627,1.468,106,115,-9
8477447,Shea Theodore,5559.33,1646,17.7647,1.8156,287,130,143,14,3.097,0.3476,1.468,91,115,-24
8476854,Hampus Lindholm,5227.93,1603,18.3973,1.8087,254,131,112,11,2.915,0.3381,1.4706,78,117,-39
8475825,Jani Hakanpää,3493.95,1141,19.5939,1.8828,214,96,101,17,3.675,0.412,1.4708,143,118,25
8480036,Miro Heiskanen,6471.85,1988,18.4306,1.8012,322,149,139,34,2.985,0.3279,1.4733,71,119,-48
8476429,Scott Mayfield,4889.37,1576,19.3399,1.9125,306,169,125,12,3.755,0.4383,1.4742,164,120,44
8480192,Johnathan Kovacevic,3805.42,1158,18.2582,1.8188,184,98,79,7,2.901,0.343,1.4758,95,121,-26
8474151,Ryan McDonagh,5919.73,1985,20.1191,1.9291,401,184,197,20,4.064,0.4528,1.4763,183,122,61
8474574,Tyler Myers,6147.8,2009,19.607,1.9061,383,198,168,17,3.738,0.4294,1.4767,161,123,38
8482516,Matthew Kessel,1149.12,349,18.2227,1.9211,76,42,28,6,3.968,0.4418,1.4793,173,124,49
8474090,Brendan Smith,2710.55,855,18.926,1.8805,158,91,60,7,3.497,0.4001,1.4804,141,125,16
8480043,Timothy Liljegren,4263.85,1395,19.6301,1.9518,300,129,152,19,4.222,0.4713,1.4805,204,126,78
8479026,Philippe Myers,1412.13,446,18.9501,1.8537,74,45,24,5,3.144,0.3724,1.4813,120,127,-7
8482624,Daniil Miromanov,1495.58,430,17.2508,1.7721,62,36,22,4,2.487,0.2887,1.4834,60,128,-68
8476462,Dougie Hamilton,4973.03,1545,18.6405,1.8202,251,102,133,16,3.028,0.3351,1.4851,96,129,-33
8478500,Ivan Provorov,7190.8,2242,18.7072,1.8502,394,182,181,31,3.288,0.3646,1.4856,117,130,-13
8477488,Brett Pesce,5589.8,1732,18.591,1.8744,325,145,155,25,3.488,0.3878,1.4866,135,131,4
8482142,Jamie Drysdale,4239.93,1322,18.7078,1.8278,213,108,98,7,3.014,0.3407,1.4871,103,132,-29
8478443,Brandon Carlo,5648.6,1871,19.874,1.9182,367,172,176,19,3.898,0.429,1.4892,169,133,36
8475462,Radko Gudas,5096.75,1705,20.0716,1.9973,383,182,174,27,4.509,0.5053,1.492,229,134,95
8480336,Sean Walker,4394.1,1371,18.7206,1.9276,286,128,141,17,3.905,0.4349,1.4927,181,135,46
8478468,Jeremy Lauzon,4338.93,1320,18.2533,1.8057,195,97,91,7,2.697,0.3121,1.4936,74,136,-62
8477073,Kurtis MacDermid,1154.2,340,17.6746,1.8137,61,22,29,10,3.171,0.3199,1.4938,86,137,-51
8477851,Jordan Oesterle,2309.17,730,18.9679,1.917,140,62,72,6,3.638,0.4198,1.4972,168,138,30
8480823,Alexander Alexeyev,1088.65,360,19.8411,1.9351,75,20,49,6,4.134,0.4365,1.4986,189,139,50
8480246,Nick Perbix,3971.65,1258,19.0047,1.879,223,120,91,12,3.369,0.3803,1.4987,137,140,-3
8474145,Robert Bortuzzo,1831.57,619,20.2777,2.0041,142,57,78,7,4.652,0.5024,1.5017,235,141,94
8476902,Esa Lindell,6605.08,2283,20.7386,1.9742,472,218,216,38,4.288,0.4691,1.5051,220,142,78
8473507,Jeff Petry,4674.62,1537,19.7278,1.9244,298,126,153,19,3.825,0.4189,1.5055,177,143,34
8482165,Yan Kuznetsov,621.07,217,20.9639,2.2189,61,43,17,1,5.893,0.7123,1.5066,316,144,172
8471274,Alex Goligoski,2358.88,764,19.4329,1.8651,129,53,70,6,3.281,0.3546,1.5105,130,145,-15
8477507,Nikita Zadorov,5828.4,1790,18.427,1.8162,258,131,113,14,2.656,0.3057,1.5105,93,145,-52
8477335,Kyle Burroughs,2677.47,893,20.0115,1.9987,184,106,73,5,4.123,0.4878,1.5109,230,147,83
8480891,Michael Kesselring,2604.57,782,18.0145,1.8066,110,58,46,6,2.534,0.2932,1.5134,76,148,-72
8482807,Ethan Del Mastro,676.17,206,18.2795,1.8057,31,10,18,3,2.751,0.2921,1.5136,74,149,-75
8478396,Noah Hanifin,6849.22,2113,18.5101,1.8306,322,152,156,14,2.821,0.3159,1.5147,105,150,-45
8479639,Dylan Coghlan,1023.88,321,18.8107,1.9352,65,28,34,3,3.809,0.42,1.5152,190,151,39
8482511,Mason Lohrei,2477.1,818,19.8135,1.9795,172,91,63,18,4.166,0.464,1.5155,223,152,71
8476856,Mathew Dumba,4669.05,1469,18.8775,1.8396,222,101,107,14,2.853,0.3226,1.517,110,153,-43
8477244,Chad Ruhwedel,2279.92,719,18.9217,1.8227,104,48,47,9,2.737,0.3046,1.5181,101,154,-53
8484304,Uvis Balinskis,1657.53,478,17.3028,1.7527,63,26,29,8,2.28,0.2342,1.5185,52,155,-103
8478507,John Marino,5329.9,1627,18.3155,1.8133,233,110,111,12,2.623,0.2946,1.5187,85,156,-71
8479378,Logan Stanley,2851.35,967,20.3483,1.9654,195,86,102,7,4.103,0.4465,1.5189,216,157,59
8474673,TJ Brodie,4812.8,1549,19.311,1.9248,289,129,148,12,3.603,0.4059,1.5189,178,157,21
8479983,Mario Ferraro,6469.6,2136,19.8096,1.9342,396,188,182,26,3.673,0.4124,1.5218,187,159,28
8476917,Adam Pelech,5647.13,1793,19.0504,1.9015,315,162,129,24,3.347,0.3789,1.5226,157,160,-3
8480950,Ilya Lyubushkin,4701.65,1558,19.8824,2.0091,341,150,167,24,4.352,0.4865,1.5226,237,160,77
8475218,Mattias Ekholm,6306.63,1923,18.295,1.8225,297,121,150,26,2.826,0.298,1.5245,100,162,-62
8479323,Adam Fox,6499.73,2028,18.7208,1.8953,375,144,205,26,3.462,0.3699,1.5254,150,163,-13
8482482,Adam Wilsby,962.4,300,18.7032,1.8152,39,23,15,1,2.431,0.2878,1.5274,89,164,-75
8480803,Evan Bouchard,6717.52,2101,18.7659,1.9106,377,190,166,21,3.367,0.3831,1.5275,162,165,-3
8478840,Will Borgen,4911.18,1581,19.3151,1.8949,266,120,138,8,3.25,0.3669,1.528,149,166,-17
8477369,Carson Soucy,4446.03,1427,19.2576,1.9344,259,146,100,13,3.495,0.4063,1.5281,188,167,21
8478452,Caleb Jones,2373.72,773,19.539,1.9612,146,71,71,4,3.69,0.4302,1.531,211,168,43
8475718,Justin Holl,4138.58,1295,18.7745,1.8606,204,98,90,16,2.958,0.3284,1.5322,122,169,-47
8480796,Martin Fehérváry,5828.33,1912,19.6832,1.9416,360,154,174,32,3.706,0.4075,1.5341,193,170,23
8475324,Nick Jensen,5757.03,1843,19.2078,1.8606,272,140,115,17,2.835,0.3263,1.5343,122,171,-49
8480800,Quinn Hughes,7255.15,2068,17.1023,1.7253,208,101,90,17,1.72,0.1907,1.5346,35,172,-137
8482100,Alexander Nikishin,770.43,229,17.8341,1.9647,54,19,29,6,4.205,0.4273,1.5374,214,173,41
8477462,Robert Hagg,1506.65,495,19.7126,2.0112,105,48,53,4,4.181,0.4735,1.5377,239,174,65
8474602,Justin Schultz,3215.92,1025,19.1236,1.8966,169,82,80,7,3.153,0.3538,1.5428,152,175,-23
8478013,Jake Walman,4444.12,1544,20.8455,2.1203,368,204,153,11,4.968,0.5756,1.5447,288,176,112
8472382,Andy Greene,1086.4,399,22.0361,2.1214,93,33,59,1,5.136,0.576,1.5454,290,177,113
8475790,Erik Gudbranson,4457.23,1522,20.488,1.9646,272,138,116,18,3.661,0.4159,1.5487,213,178,35
8476312,Josh Manson,4222.47,1366,19.4105,1.9416,246,123,107,16,3.496,0.3916,1.55,193,179,14
8481568,Alex Vlasic,4203.2,1335,19.0569,1.9243,232,116,102,14,3.312,0.3737,1.5506,176,180,-4
8480883,Ty Smith,1277.83,394,18.5001,1.8149,50,25,25,0,2.348,0.2635,1.5514,88,181,-93
8478408,Travis Dermott,1925.58,591,18.4152,1.8224,77,36,34,7,2.399,0.2702,1.5522,99,182,-83
8478038,Devon Toews,6913.8,2123,18.424,1.8403,299,138,139,22,2.595,0.2859,1.5544,111,183,-72
8481609,Vladislav Kolyachonok,1064.58,357,20.1205,1.9671,62,30,31,1,3.494,0.4111,1.556,217,184,33
8481581,Thomas Harley,4255.13,1507,21.2496,2.0804,330,158,150,22,4.653,0.5236,1.5568,264,185,79
8480807,Mattias Samuelsson,4481.2,1433,19.1868,1.9194,239,118,111,10,3.2,0.3617,1.5577,171,186,-15
8482700,Nolan Allan,587.42,196,20.0199,1.9933,34,23,11,0,3.473,0.4351,1.5582,227,187,40
8481598,Philip Broberg,3080.07,983,19.1489,1.9033,160,85,63,12,3.117,0.3446,1.5587,159,188,-29
8478882,Vladislav Gavrikov,6812.45,2179,19.1913,1.8629,323,135,157,31,2.845,0.3029,1.56,127,189,-62
8475167,Victor Hedman,6407.95,2089,19.5601,1.924,348,160,170,18,3.258,0.3635,1.5605,175,190,-15
8476891,Matt Grzelcyk,5326.63,1712,19.2842,1.897,259,120,134,5,2.917,0.3358,1.5612,153,191,-38
8474568,Luke Schenn,4195.6,1447,20.6931,2.0311,283,143,130,10,4.047,0.469,1.5621,246,192,54
8474567,Zach Bogosian,3803.15,1289,20.3358,1.9313,212,100,97,15,3.345,0.3675,1.5638,184,193,-9
8471709,Marc-Edouard Vlasic,3319.97,1155,20.8737,2.019,219,99,113,7,3.958,0.4546,1.5644,243,194,49
8474628,Michael Stone,751.85,265,21.1478,2.078,61,11,48,2,4.868,0.5118,1.5662,261,195,66
8471724,Kris Letang,6860.53,2253,19.704,1.9156,337,180,145,12,2.947,0.3451,1.5705,166,196,-30
8475208,Brian Dumoulin,6187.98,2000,19.3924,1.8982,313,121,172,20,3.035,0.3263,1.5719,154,197,-43
8476853,Morgan Rielly,6475.82,2099,19.4477,1.9438,365,153,193,19,3.382,0.3705,1.5733,195,198,-3
8482166,Shakir Mukhamadullin,1117.45,353,18.9539,1.9106,62,22,33,7,3.329,0.3342,1.5764,162,199,-37
8476441,Joel Edmundson,4318.37,1413,19.6324,1.9622,255,113,119,23,3.543,0.3854,1.5768,212,200,12
8482655,J.J. Moser,5155.82,1601,18.6314,1.8957,245,106,126,13,2.851,0.3175,1.5782,151,201,-50
8476979,Erik Gustafsson,4018.85,1280,19.1099,1.8448,163,63,91,9,2.434,0.2653,1.5795,115,202,-87
8484321,Nikolas Matinpalo,1008.22,322,19.1625,1.8948,52,26,20,6,3.095,0.3152,1.5796,148,203,-55
8479372,Joshua Mahura,2886.28,979,20.3514,1.9491,155,74,70,11,3.222,0.369,1.5801,201,204,-3
8481056,Spencer Stastney,1240.53,382,18.4759,1.957,67,42,22,3,3.241,0.3766,1.5804,208,205,3
8476331,Dylan DeMelo,6523.6,2106,19.3697,1.8858,298,131,151,16,2.741,0.3046,1.5812,146,206,-60
8470613,Brent Burns,6833.0,2185,19.1863,1.8812,304,129,164,11,2.669,0.2951,1.5861,142,207,-65
8476958,Jaccob Slavin,6326.58,1982,18.7969,1.8801,308,110,155,43,2.921,0.294,1.5861,138,207,-69
8475233,David Savard,4289.02,1535,21.4735,2.1246,341,155,173,13,4.77,0.5378,1.5868,292,209,83
8479980,Nicolas Hague,5145.37,1737,20.2551,2.0145,314,161,135,18,3.662,0.4267,1.5878,241,210,31
8478970,Jalen Chatfield,4257.83,1214,17.1073,1.8494,167,80,74,13,2.353,0.2607,1.5887,116,211,-95
8482087,Kaiden Guhle,3392.7,1182,20.9037,2.0325,227,102,107,18,4.015,0.4433,1.5892,247,212,35
8474612,Travis Hamonic,3488.05,1258,21.6396,2.1034,263,131,114,18,4.524,0.5137,1.5897,277,213,64
8477220,Nate Schmidt,5131.02,1697,19.844,1.9319,265,117,136,12,3.099,0.3396,1.5923,185,214,-29
8478407,Vince Dunn,6119.82,1934,18.9614,1.8995,260,148,100,12,2.549,0.3035,1.596,155,215,-60
8481593,Jayden Struble,2049.92,658,19.2593,1.8856,88,44,37,7,2.576,0.2867,1.5989,145,216,-71
8477495,Seth Jones,6413.62,2063,19.2996,1.9229,310,138,155,17,2.9,0.3231,1.5998,174,217,-43
8474578,Erik Karlsson,6868.53,2135,18.6503,1.8555,257,121,117,19,2.245,0.2552,1.6003,121,218,-97
8477498,Darnell Nurse,6830.23,2460,21.6098,2.1167,507,275,215,17,4.454,0.5137,1.603,287,219,68
8480873,Rasmus Sandin,5248.05,1757,20.0875,1.9595,297,122,143,32,3.396,0.3548,1.6047,210,220,-10
8481014,Alexander Romanov,5526.75,1937,21.0286,2.0836,388,185,181,22,4.212,0.4739,1.6097,265,221,44
8477504,Josh Morrissey,7498.75,2383,19.0672,1.8658,307,108,167,32,2.456,0.2536,1.6122,131,222,-91
8482111,Justin Barron,2739.63,892,19.5355,1.9988,155,82,61,12,3.395,0.3859,1.6129,231,223,8
8480884,Calen Addison,2059.8,677,19.7204,1.9157,88,55,27,6,2.563,0.301,1.6147,167,224,-57
8478451,Ethan Bear,2128.33,651,18.3524,1.8937,86,42,40,4,2.424,0.2768,1.6169,147,225,-78
8476906,Shayne Gostisbehere,5686.02,1845,19.4688,1.9478,272,156,102,14,2.87,0.3307,1.6171,200,226,-26
8480222,Sebastian Aho,2445.9,824,20.2134,1.9816,131,72,52,7,3.214,0.3632,1.6184,224,227,-3
8483425,Lian Bichsel,864.4,282,19.5743,1.9882,50,24,21,5,3.471,0.3698,1.6184,226,227,-1
8477506,Ryan Pulock,5662.35,2019,21.3939,2.1059,402,215,160,27,4.26,0.484,1.6219,279,229,50
8482803,Olen Zellweger,2038.82,692,20.3648,2.0017,119,49,57,13,3.502,0.3788,1.6229,234,230,4
8482176,Wyatt Kaiser,2353.55,791,20.1653,2.023,127,83,42,2,3.238,0.3999,1.6231,245,231,14
8476885,Jacob Trouba,6455.68,2380,22.12,2.2171,585,249,302,34,5.437,0.5937,1.6234,315,232,83
8475455,Brenden Dillon,6018.13,2006,19.9996,1.951,304,137,140,27,3.031,0.3264,1.6246,203,233,-30
8474818,Jordie Benn,687.68,247,21.5506,2.0959,51,14,33,4,4.45,0.4701,1.6258,271,234,37
8477355,Will Butcher,586.3,194,19.8533,1.8523,20,7,13,0,2.047,0.2253,1.627,119,235,-116
