player_id,player_name,es_toi_min,QoT_spatial_TNFI,P5_weighted,P5_QoT_adj,z_P5_QoT_adj,P4_weighted,P4_QoT_adj,z_P4_QoT_adj,twoway_D_QoT_adj,twoway_D_score,off_rank_QoT_adj,def_rank_QoT_adj,twoway_D_rank_QoT_adj,twoway_D_rank_unadj,rank_delta
8479982,Conor Timmins,2065.5,3.367961415918862,2.0592,0.11564812718388207,0.7208867387026149,1.7869,-0.13157336857924973,-0.6964644152016666,1.4173511539042813,1.646595800663898,82,77,49,39,-10
8474602,Justin Schultz,3215.92,3.1911310781626203,1.9632,0.170205367269322,1.0609665293184514,1.8966,-0.06534204903927665,-0.3458785958254747,1.406845125143926,0.6579894010851869,50,133,50,118,68
8480891,Michael Kesselring,2604.57,3.154062482643378,1.8469,0.0854663850564048,0.5327503790359733,1.8066,-0.1644543029328882,-0.8705148401711976,1.4032652192071708,0.6066631250475538,102,57,51,121,70
8476372,Nick Seeler,4433.52,3.1727657347916076,1.7755,-0.0018579753208352034,-0.01158159498334927,1.7027,-0.26375664338243565,-1.3961572799457305,1.3845756849623811,0.8253340234207234,174,27,52,108,56
8480823,Alexander Alexeyev,1088.65,3.148928892121738,1.9445,0.1874372369728463,1.1683805156476073,1.9351,-0.03721624932076084,-0.19699878173728727,1.3653792973848946,0.3773128624520841,43,157,53,151,98
8476958,Jaccob Slavin,6326.58,3.647887389324554,2.425,0.2431129946553927,1.5154325290083699,1.8801,0.030438424944594367,0.1611213580499587,1.3543111709584112,2.7845513281149903,26,212,54,4,-50
8476312,Josh Manson,4222.47,3.3604759167190523,2.1721,0.2349214458942639,1.4643709250280108,1.9416,0.021286535558642905,0.11267716787679442,1.3516937571512164,1.3501466391831412,27,201,55,57,2
8471274,Alex Goligoski,2358.88,3.179638850947768,1.9134,0.1301901023654457,0.8115334038774296,1.8651,-0.09966708437492766,-0.5275731584863176,1.3391065623637473,0.5998144990642559,70,106,56,123,67
8474567,Zach Bogosian,3803.15,3.188290842903332,1.97,0.17942360605830876,1.1184279535454815,1.9313,-0.031340239635324174,-0.1658949824390121,1.2843229359844937,0.5095960469033423,46,163,57,132,75
8477034,Jaycob Megna,2396.0,3.1754485600473155,1.933,0.15335780823047074,0.9559481240371777,1.904,-0.0617971475331931,-0.32711417730338677,1.2830623013405644,0.4864123169361977,56,138,58,136,78
8479410,Mikhail Sergachev,5903.13,3.385531662222557,2.0849,0.12638843291042368,0.7878358900327079,1.8207,-0.09345422610703347,-0.4946863004009484,1.2825221904336563,1.5863914797740004,72,109,59,40,-19
8482730,Brandt Clarke,2213.1,3.5016979453915464,1.9794,-0.07801809640365853,-0.48632184926603556,1.5557,-0.32989806822499257,-1.7462672548669103,1.2599454056008748,2.482815497999846,248,16,60,12,-48
8476457,Adam Larsson,7235.98,3.0402590024436003,1.7236,0.059061171937463186,0.3681548215152268,1.8413,-0.1577296332908631,-0.8349187833077873,1.2030736048230142,-0.1169267957697519,120,62,61,199,138
8479325,Charlie McAvoy,5978.92,3.491311704709307,2.0997,0.051124977425315965,0.3186849553022205,1.7262,-0.1619512284073794,-0.8572651806508925,1.175950135953113,2.137825853200389,131,58,62,20,-42
8480043,Timothy Liljegren,4263.85,3.410958146223822,2.1997,0.21953976501281347,1.3684899969368682,1.9518,0.0438961476823132,0.23235784836468393,1.1361321485721843,1.419714201503832,31,219,63,53,-10
8482122,Brock Faber,4264.25,3.204803368127315,1.7506,-0.05403552121650956,-0.3368276824918107,1.6817,-0.2768811076353679,-1.4656297151311832,1.1288020326393724,0.8232466163066487,225,22,64,109,45
8474145,Robert Bortuzzo,1831.57,3.1000548153198486,1.9132,0.19774970126141067,1.2326627390609617,2.0041,0.019769456897768656,0.10464673349809035,1.1280160055628714,-0.1159280436141434,39,199,65,198,133
8474600,Roman Josi,6774.65,3.310264002314029,1.9275,0.03307297455247271,0.20615871043391745,1.7595,-0.1731566273298819,-0.916579323717477,1.1227380341513944,1.2052398479437136,144,54,66,66,0
8482178,Ian Moore,552.85,3.274060420370693,1.9633,0.09969750074949602,0.6214593173465792,1.8503,-0.09125624237881458,-0.48305159446899004,1.1045109118155692,0.896546192729858,90,110,67,99,32
