player_id,player_name,es_toi_min,P1a_weighted_CNFI,P1a_weighted_MNFI,P1a_weighted_total,P2_weighted,z_P1a_weighted,z_P2_weighted,twoway_score,off_rank,def_rank,twoway_rank
8482751,Ryan Winterton,588.0,1.4514,0.8497,2.3011,1.6405,0.2826877337802552,-1.3939609138079738,1.676648647588229,206,31,64
8482742,Zachary L'Heureux,857.32,1.4413,0.7862,2.2275,1.5952,0.04613769071069188,-1.6275609953829937,1.6736986860936856,262,22,65
8482713,Mackie Samoskevich,1437.52,1.6046,0.8455,2.4501,1.7375,0.7615730111901056,-0.8937576486252612,1.6553306598153668,123,104,66
8484958,Maxim Tsyplakov,1235.98,1.4888,0.8254,2.3142,1.6551,0.3247910702505175,-1.3186725872959368,1.6434636575464543,194,37,67
8481557,Matt Boldy,5056.48,1.3447,0.8352,2.1799,1.5721,-0.10684847844842836,-1.7466815667821753,1.639833088333747,296,15,68
8473419,Brad Marchand,4753.53,1.545,1.0034,2.5484,1.8028,1.0775087344745908,-0.5570228731981365,1.6345316076727272,85,178,69
8476479,Phillip Danault,5106.88,1.5823,0.9204,2.5027,1.7792,0.9306291561012339,-0.6787218119436216,1.6093509680448554,102,155,70
8477404,Jake Guentzel,5762.88,1.6526,1.0427,2.6953,1.8996,1.5496446220685978,-0.05785095495394495,1.6074955770225428,48,308,71
8481655,Cole Schwindt,602.2,1.3533,0.9366,2.2899,1.6509,0.24669098809575604,-1.3403308730048789,1.5870218611006348,218,36,72
8482155,Alex Laferriere,2820.08,1.47,0.9521,2.4221,1.7341,0.6715811469788584,-0.9112905465801195,1.582871693558978,130,99,73
8478438,Tommy Novak,3004.2,1.5572,1.018,2.5751999999999997,1.8317,1.163643804505355,-0.40799324058184305,1.571637045087198,74,220,74
8484387,Matvei Michkov,1715.28,1.2918,0.7283,2.0201000000000002,1.4863,-0.6204449034826159,-2.1891294034077093,1.5686844999250935,445,8,75
8480829,Jesperi Kotkaniemi,3779.43,1.7998,1.0252,2.825,1.9894,1.966499793075696,0.40522382044201016,1.5612759726336858,27,423,76
8478042,Viktor Arvidsson,3687.43,1.6258,1.0008,2.6266,1.8667,1.3288431552360016,-0.22750752634065846,1.5563506815766601,60,266,77
8482145,Mavrik Bourque,1447.82,1.4254,0.7532,2.1786,1.5901,-0.1110266721439508,-1.65386034231528,1.5428336701713292,298,18,78
8475166,John Tavares,5459.7,1.6042,1.0101,2.6143,1.8637,1.2893110148860618,-0.2429777304184749,1.5322887453045366,64,263,79
8470621,Corey Perry,3650.4,1.7463,0.8887,2.635,1.8774,1.3558407144993756,-0.17233046512978226,1.528171179629158,59,282,80
8469455,Jason Spezza,640.78,1.7179,1.1163,2.8342,2.0024,1.9960685484593912,0.47226137144587954,1.5238071770135115,25,445,81
8483512,Matt Savoie,703.37,1.3291,1.0033,2.3324,1.6904,0.38328578198782737,-1.1366398526469708,1.5199256346347982,186,58,82
8475799,Nino Niederreiter,4402.88,1.7776,0.8626,2.6402,1.8851,1.3725534892814655,-0.13262360799672135,1.5051770972781868,57,291,83
8479525,Ross Colton,3897.28,1.7879,1.0524,2.8403,2.0111,2.0156739188768413,0.517124963271544,1.4985489556052973,23,452,84
8477409,Carter Verhaeghe,5289.5,1.9142,1.2213,3.1355,2.196,2.964445287275417,1.4706052079342626,1.4938400793411541,7,566,85
8475287,Erik Haula,4614.85,1.5573,0.9085,2.4657999999999998,1.7793,0.8120327350514114,-0.67820613847436,1.4902388735257714,117,156,86
8475810,Bryan Rust,4903.7,1.6497,0.9126,2.5623,1.8412,1.1221832670651744,-0.35900426100209365,1.481187528067268,78,235,87
8478414,Timo Meier,5486.52,1.629,0.9175,2.5465,1.8319,1.0714021436888277,-0.4069618936433221,1.4783640373321498,86,221,88
8477956,David Pastrnak,5748.88,1.3798,0.9609,2.3407,1.7046,0.40996194173616196,-1.0634142200119758,1.4733761617481378,180,68,89
8484829,Justin Hryckowian,609.63,1.2624,0.6312,1.8936,1.4262,-1.0270152900084293,-2.4990491584332872,1.472033868424858,534,3,90
8471675,Sidney Crosby,5852.38,1.6322,0.9902,2.6224,1.8831,1.3153443756043146,-0.14293707738193193,1.4582814529862465,61,290,91
8483491,Ivan Miroshnichenko,506.27,1.4987,0.7907,2.2893999999999997,1.6757,0.24508399052055466,-1.2124438526282681,1.4575278431488228,219,45,92
