player_id,name,pos
8476326,Josh Archibald,F
8483464,Marco Kasper,F
8475848,Brendan Gallagher,F
8480849,Barrett Hayton,F
8476915,Jujhar Khaira,F
8478424,Jansen Harkins,F
8478843,Denis Malgin,F
8484958,Maxim Tsyplakov,F
