team,season,ca_D,ca_O,cf_D,cf_O,cm_a_D,cm_a_O,cm_f_D,cm_f_O,fen_a_D,fen_a_O,fen_f_D,fen_f_O,n_shifts_D,n_shifts_O,sec_D,sec_O,Corsi_DZ,Fenwick_DZ,CNFI_MNFI_DZ,V5_DZ,V1_DZ,OZ_ratio
NYI,20252026,7510.0,8466.0,6421.0,8768.0,2186.0,2067.0,1385.0,2208.0,6018.0,5749.0,4133.0,6607.0,3858.0,4445.0,460417.0,584471.0,0.46091450721412675,0.4071520047285982,0.3878465415849902,0.3878465415849902,10.829313426741411,0.5353486691557269
NYR,20222023,12400.0,12530.0,11864.0,14136.0,3462.0,3330.0,2900.0,3828.0,9797.0,8753.0,7871.0,10965.0,6448.0,6908.0,852820.0,934866.0,0.488954830201121,0.4454946796468191,0.45583149952845015,0.45583149952845015,12.241739171220186,0.5172207247678946
NYR,20232024,12156.0,14012.0,11376.0,14923.0,3149.0,3211.0,2382.0,3865.0,9419.0,9215.0,7367.0,11327.0,6487.0,7170.0,797831.0,958786.0,0.48342682304946455,0.43887763612534253,0.4306635328150425,0.4306635328150425,10.74814089700701,0.5250054916892436
NYR,20242025,12781.0,12313.0,11942.0,12723.0,3255.0,2698.0,2701.0,3143.0,9808.0,8025.0,7924.0,9773.0,6611.0,6378.0,841000.0,823581.0,0.4830319944990495,0.44687570494022105,0.45349227669576897,0.45349227669576897,11.561950059453032,0.4910308722765417
NYR,20252026,8175.0,7571.0,7418.0,7089.0,1972.0,1478.0,1658.0,1765.0,6146.0,4916.0,4653.0,5351.0,4473.0,4017.0,548402.0,518593.0,0.4757262874366703,0.43087322900268543,0.4567493112947658,0.4567493112947658,10.88398656460042,0.47314487632508834
OTT,20222023,13873.0,12504.0,13163.0,14532.0,4020.0,3186.0,3120.0,4099.0,11041.0,8211.0,8939.0,11531.0,7333.0,6906.0,914436.0,871538.0,0.48686935937268827,0.4473973973973974,0.4369747899159664,0.4369747899159664,12.28298098500059,0.4850059695203315
OTT,20232024,12581.0,12761.0,12558.0,14918.0,3028.0,2790.0,2635.0,3450.0,9688.0,8018.0,7969.0,11117.0,6533.0,7147.0,836599.0,922099.0,0.49954254345837146,0.45132242170244097,0.465301077167579,0.465301077167579,11.33876564518963,0.5224415204678362
OTT,20242025,12691.0,11916.0,12028.0,12780.0,3016.0,2509.0,2176.0,2694.0,9801.0,7703.0,7287.0,9589.0,6969.0,6436.0,851710.0,837964.0,0.4865892633197136,0.42643960674157305,0.41910631741140214,0.41910631741140214,9.197496800554179,0.4801193584483402
OTT,20252026,6336.0,7055.0,6586.0,8073.0,1514.0,1435.0,1751.0,2271.0,4740.0,4384.0,4523.0,6448.0,3852.0,4155.0,484611.0,535968.0,0.5096734251663829,0.4882867321602073,0.5362940275650843,0.5362940275650843,13.007546258751866,0.5189209441738479
PHI,20222023,14674.0,12485.0,13053.0,14506.0,4122.0,3237.0,2929.0,3728.0,12016.0,8759.0,8034.0,11137.0,7004.0,6919.0,903021.0,898636.0,0.47076856493670427,0.4006982543640898,0.41540207062827966,0.41540207062827966,11.676804858358777,0.49694749694749696
PHI,20232024,11798.0,13706.0,13356.0,16629.0,2752.0,2720.0,2626.0,3589.0,8737.0,8706.0,8261.0,11993.0,6477.0,7602.0,798333.0,992611.0,0.5309692295459967,0.48599835274738207,0.4882856080327259,0.4882856080327259,11.841675090469765,0.5399531216705732
PHI,20242025,12502.0,11815.0,12565.0,13198.0,3114.0,2465.0,2618.0,3104.0,9797.0,7790.0,7632.0,9409.0,6884.0,6571.0,857360.0,835065.0,0.5012566322256353,0.43789087153594586,0.4567341242149337,0.4567341242149337,10.992815153494448,0.48836863619472315
PHI,20252026,7401.0,6883.0,6972.0,7433.0,1890.0,1507.0,1483.0,2022.0,5749.0,4717.0,4237.0,5446.0,4299.0,4133.0,540804.0,534449.0,0.48507618451262785,0.4242940116162628,0.4396679513785947,0.4396679513785947,9.871968402600572,0.4901565464895636
PIT,20222023,13747.0,13500.0,13181.0,15665.0,3987.0,3358.0,3417.0,4615.0,10783.0,8955.0,9196.0,12482.0,7041.0,7304.0,897712.0,940522.0,0.48949049316696375,0.46028329746233543,0.4615072933549433,0.4615072933549433,13.702835653305291,0.5091669571279192
PIT,20232024,15005.0,13692.0,14479.0,14341.0,3520.0,3005.0,3248.0,3678.0,11281.0,8803.0,9809.0,11281.0,7674.0,6905.0,979808.0,875665.0,0.4910799077465744,0.4651019440493125,0.4799054373522459,0.4799054373522459,11.93376661550018,0.47362644900198914
PIT,20242025,13624.0,13551.0,12036.0,14354.0,3548.0,2877.0,2470.0,3372.0,10320.0,8499.0,7710.0,10901.0,6910.0,7214.0,862624.0,917207.0,0.46905689789555727,0.4276206322795341,0.4104353605849119,0.4104353605849119,10.308083243684386,0.510761823845936
PIT,20252026,8632.0,8277.0,8214.0,8359.0,2335.0,1921.0,2231.0,2597.0,6679.0,5540.0,5453.0,6488.0,4419.0,4301.0,577073.0,557355.0,0.48759349400451146,0.4494724695021431,0.4886114761279019,0.4886114761279019,13.917823221672128,0.4932339449541284
SEA,20222023,11909.0,12758.0,10872.0,14957.0,3650.0,3217.0,2634.0,3930.0,9504.0,8684.0,7326.0,12061.0,6378.0,7406.0,814819.0,978875.0,0.4772398051007418,0.43529411764705883,0.4191597708465945,0.4191597708465945,11.637431135012807,0.5372896111433546
SEA,20232024,14556.0,14348.0,12429.0,13678.0,3264.0,2930.0,2622.0,3357.0,10916.0,9267.0,8146.0,10268.0,7031.0,7325.0,904974.0,948005.0,0.46058921623123955,0.42734235652082675,0.4454638124362895,0.4454638124362895,10.430354905223796,0.5102396210643634
SEA,20242025,14601.0,13105.0,14001.0,13369.0,3548.0,2933.0,2654.0,2746.0,11290.0,9191.0,9099.0,9857.0,7089.0,6750.0,921053.0,884090.0,0.4895112229913992,0.4462700475746726,0.4279264753305385,0.4279264753305385,10.373344422090803,0.4877520052026881
SEA,20252026,9276.0,7531.0,8574.0,7973.0,2268.0,1673.0,1713.0,1823.0,7284.0,5330.0,5493.0,5865.0,4701.0,4093.0,600294.0,518546.0,0.48033613445378154,0.42991312514674807,0.43029389600602863,0.43029389600602863,10.272966246539195,0.4654309756652263
SJS,20222023,16820.0,13391.0,13618.0,14162.0,4906.0,3434.0,3535.0,4121.0,13318.0,8966.0,8647.0,10865.0,8039.0,7045.0,1023924.0,924078.0,0.4474012747223865,0.39367175051217845,0.4187892429806895,0.4187892429806895,12.428656814372943,0.46705118005833995
SJS,20232024,17935.0,13799.0,14694.0,12546.0,4953.0,3221.0,2831.0,2774.0,14426.0,9505.0,8750.0,8948.0,8445.0,6469.0,1063873.0,854903.0,0.4503355910386466,0.37754573696927857,0.3636947584789311,0.3636947584789311,9.579714871981901,0.43375352018237895
SJS,20242025,14891.0,12852.0,12874.0,12519.0,3807.0,2959.0,2332.0,2715.0,11646.0,8707.0,7656.0,8755.0,7094.0,6470.0,908131.0,840882.0,0.4636772915541149,0.3966428349393845,0.37986642775696366,0.37986642775696366,9.2444812477495,0.4769979357121793
SJS,20252026,9813.0,7692.0,8344.0,7174.0,2711.0,1922.0,1986.0,1893.0,7684.0,5371.0,5141.0,5271.0,5026.0,4127.0,646637.0,545012.0,0.4595472820399846,0.40085769980506825,0.4228230785607835,0.4228230785607835,11.05658970952791,0.45089041844204086
STL,20222023,13201.0,11486.0,11011.0,12050.0,4148.0,3393.0,2945.0,3434.0,11056.0,8496.0,7132.0,9041.0,6761.0,6645.0,863950.0,854017.0,0.45477449198744424,0.3921266769298439,0.4151980826166643,0.4151980826166643,12.271543492100237,0.49567357899448006
STL,20232024,14600.0,12456.0,12930.0,11974.0,4169.0,3277.0,2536.0,2728.0,11893.0,8932.0,7976.0,8762.0,7494.0,6460.0,941804.0,838543.0,0.46966945150744643,0.4014293623232171,0.3782252050708427,0.3782252050708427,9.693736701054572,0.46294969184463236
STL,20242025,13281.0,11918.0,12666.0,12035.0,2972.0,2265.0,2462.0,2877.0,10402.0,8078.0,7555.0,8666.0,7333.0,6535.0,910728.0,871753.0,0.48814891895016765,0.42072729297766887,0.45307324254692677,0.45307324254692677,9.731994624080956,0.4712287280069224
STL,20252026,7804.0,6314.0,6749.0,6710.0,2220.0,1457.0,1519.0,1854.0,6396.0,4370.0,4101.0,5071.0,4214.0,3915.0,533986.0,494722.0,0.4637531780388923,0.3906830523006573,0.40625835784969244,0.40625835784969244,10.240717921443633,0.4816090540041826
TBL,20222023,13475.0,13116.0,11007.0,15736.0,3790.0,3125.0,3007.0,4968.0,10950.0,8906.0,7442.0,12901.0,6280.0,7060.0,813390.0,931604.0,0.4495956212727718,0.4046324488908221,0.4424010592908636,0.4424010592908636,13.308744882528677,0.5292353823088456
TBL,20232024,12453.0,12398.0,11930.0,12745.0,2972.0,2774.0,2528.0,3117.0,9317.0,8213.0,7494.0,9468.0,6579.0,6524.0,843986.0,860049.0,0.48927531476848624,0.4457795491047528,0.4596363636363636,0.4596363636363636,10.783117255499498,0.49790124398992597
TBL,20242025,14977.0,13596.0,13255.0,13735.0,3527.0,2928.0,2826.0,3359.0,11347.0,9061.0,8741.0,10398.0,7566.0,7084.0,995477.0,936795.0,0.4695026919807311,0.4351354042214257,0.4448292145443098,0.4448292145443098,10.21982426515128,0.4835494880546075
TBL,20252026,7765.0,7922.0,7193.0,8651.0,1869.0,1705.0,1817.0,2384.0,5867.0,5200.0,5004.0,6943.0,4183.0,4375.0,539685.0,591015.0,0.4808797967642733,0.46030723944439333,0.49294628323385786,0.49294628323385786,12.120403568748436,0.5112175741995794
TOR,20222023,12950.0,12078.0,11604.0,14945.0,3678.0,3074.0,3242.0,4900.0,10471.0,8283.0,7662.0,11850.0,6545.0,6879.0,833239.0,892329.0,0.47259102386576524,0.4225445320686042,0.4684971098265896,0.4684971098265896,14.007025595297389,0.5124404052443385
