metric,season,iter,max_delta,beta_IOC,beta_IOL
V5,20242025,6,0.2861629297388595,-1.2344239152898668,0.40986906428019626
V5,20242025,7,0.32482639993820767,1.691710255223274,-0.5024646165721856
V5,20242025,8,0.30352065921045085,-1.7479488982642315,0.3724962557211474
V5,20242025,9,0.34328100880051277,2.3491567582426867,-0.4541896881497326
V5,20242025,10,0.3850696804254728,-2.647399615485714,0.3120525335614083
V5,20242025,11,0.4175958965396077,3.4214966319854603,-0.4043603169045893
V5,20242025,12,0.5384283302920262,-4.170699869492456,0.22820869324500606
V5,20242025,13,0.5565497290725725,5.066373220045946,-0.3490285843943317
V5,20242025,14,0.7252313937779439,-6.306103608359544,0.16881751254573507
V5,20242025,15,0.7826361919550373,7.342517664684485,-0.29217992917723656
V5,20242025,16,0.754583362450467,-7.69041809351163,0.18518124900930785
V5,20242025,17,0.7693975599099168,7.685333228377861,-0.3072697140913879
V5,20242025,18,0.6146625186290828,-6.620752998372114,0.2292436335635833
V5,20242025,19,0.5858909574255944,5.998117967797104,-0.31392244187046686
V5,20242025,20,0.48626544484120293,-5.110071446509349,0.26109385510132777
V5,20242025,21,0.42535104985180583,4.429136126001764,-0.30823707929033783
V5,20242025,22,0.3568098919241862,-3.672720004150327,0.26528023383704674
V5,20242025,23,0.2907783459997395,3.033387646969391,-0.2875189411104154
V5,20242025,24,0.24191035024684737,-2.41901774672953,0.2509341925317459
V5,20242025,25,0.1803688042075633,1.844175811157283,-0.25763949700838273
V5,20242025,26,0.1431755133490662,-1.3537775300957937,0.22502617859510532
V5,20242025,27,0.10417642521545262,0.8477929061040407,-0.22230022455590615
V5,20242025,28,0.08580641247035614,-0.45860326428404,0.19247658411792812
V5,20242025,29,0.07852702317970614,0.023026463090309725,-0.18434736587407924
V5,20242025,30,0.07995706166769762,0.2849247741548255,0.15687454830889644
V5,20242025,31,0.08469928521385672,-0.6475281915303793,-0.14597751218899202
V5,20242025,32,0.08364191107833968,0.8888293180696869,0.1208648869082793
V5,20242025,33,0.09080581467599336,-1.1751451528621837,-0.10884484830715256
V5,20242025,34,0.11283255479203813,1.3584141777354855,0.08629555282765473
V5,20242025,35,0.1260334985686744,-1.566319684625645,-0.07415545460504541
V5,20242025,36,0.14507749912526835,1.6953085114440327,0.054338704751430454
V5,20242025,37,0.14998164650050416,-1.8258468649587556,-0.04276547008721178
V5,20242025,38,0.16513698202647964,1.902043170306769,0.02569522843475283
V5,20242025,39,0.16330555723491047,-1.9603891313978248,-0.015265048938441116
V5,20242025,40,0.1738236834457605,1.9859393187613705,0.0008246317708279645
V5,20242025,41,0.1669783044380111,-1.9812239622720913,0.007966849361174762
V5,20242025,42,0.17253397840350715,1.9607349286447768,-0.019924611195689956
V5,20242025,43,0.16235291874133972,-1.905031366472049,0.026733527701460622
V5,20242025,44,0.16312325909291703,1.845757324164697,-0.036318312538518575
V5,20242025,45,0.15107124858364607,-1.7525560543119,0.04100851994731258
V5,20242025,46,0.14767098746141283,1.6634859890462173,-0.04829916675132246
V5,20242025,47,0.1348969326294509,-1.5460724223689661,0.05093285542540505
V5,20242025,48,0.12823257972933355,1.4367047276998575,-0.05602577516726992
V5,20242025,49,0.11554825906440236,-1.306876217713205,0.05680923774478819
V5,20242025,50,0.10665072482502236,1.1862077091921137,-0.059859667953894566
V5,20252026,1,2.2575751039647356,-0.682216310913606,1.1304232821302762
V5,20252026,2,0.8603680398341893,-3.8347530563631103,1.0295020938958945
V5,20252026,3,0.35036267845114333,2.991809659684328,-0.5222295242799057
V5,20252026,4,0.31891361865119705,-2.0054447508263586,0.3317360062607659
V5,20252026,5,0.28551628602824275,2.566582702763479,-0.41287314567167205
V5,20252026,6,0.2713642082668217,-2.0119856832604737,0.32061299565178564
V5,20252026,7,0.24389797283605352,2.2866764071511034,-0.3634208765718439
V5,20252026,8,0.24913584580706916,-1.9538939964047892,0.31853370646099805
V5,20252026,9,0.221587646025167,2.0960796631918437,-0.35014192851843323
V5,20252026,10,0.2317724641819212,-1.8501100739742926,0.3242250503121441
V5,20252026,11,0.205896448507207,1.9251386820350442,-0.35312148626441114
V5,20252026,12,0.2182468604565786,-1.7109351530864843,0.3341075752365008
V5,20252026,13,0.19446512330092824,1.7394159923927641,-0.3615386587836424
V5,20252026,14,0.20624677588728524,-1.5405416894904487,0.34454614748117635
V5,20252026,15,0.18347322720009718,1.528367555388599,-0.3698955038744449
V5,20252026,16,0.19407781997551377,-1.3436521504960732,0.35295673308902964
V5,20252026,17,0.17164735258573183,1.2929082196763777,-0.3754157487255724
V5,20252026,18,0.18076697704139155,-1.1262139291080742,0.3577861190310429
V5,20252026,19,0.1621797783536656,1.0382762771976008,-0.3768050524350756
V5,20252026,20,0.1658554460554047,-0.894010757315588,0.35825077094845664
V5,20252026,21,0.15837355560820798,0.7700943101978533,-0.37360000225975476
V5,20252026,22,0.15469293497720704,-0.6512943963752135,0.35407263535553296
V5,20252026,23,0.15268099325239048,0.49236360513940197,-0.3657800760846737
V5,20252026,24,0.14913539651682384,-0.39999723403303405,0.34526180941098
V5,20252026,25,0.14537053486376617,0.20667178618804233,-0.3535276409009479
V5,20252026,26,0.14372951491363095,-0.13949219233503796,0.3319567872360347
V5,20252026,27,0.13879262667035874,-0.08787671090576307,-0.33708514028424635
V5,20252026,28,0.14393197973871685,0.13330094653058433,0.3143202865187357
V5,20252026,29,0.13852384738165424,-0.3943098620613299,-0.3166776004459964
V5,20252026,30,0.14300512545225985,0.4236186551974044,0.29248628591434056
V5,20252026,31,0.1411054740643003,-0.7171366371847739,-0.29247657674503424
V5,20252026,32,0.14667470639501667,0.7383719560406942,0.2665587674296541
V5,20252026,33,0.15297051059873956,-1.061342538950939,-0.2645867874288751
V5,20252026,34,0.16017701490630776,1.0852584012070803,0.23667125731440933
V5,20252026,35,0.16724585089925426,-1.4308264618081514,-0.23304496644263112
V5,20252026,36,0.180914412444453,1.4709194370028504,0.2031192456989396
V5,20252026,37,0.18542459614873302,-1.8259981857877494,-0.1978534208712893
V5,20252026,38,0.2032568706131408,1.897217523506744,0.16654593157013264
V5,20252026,39,0.20359988674183915,-2.2404554331261024,-0.15916726206833154
V5,20252026,40,0.22868588915575083,2.354802838207429,0.12804912304924773
V5,20252026,41,0.24986639895342755,-2.6574348848582705,-0.11784812309380742
V5,20252026,42,0.2788520910571828,2.815398602721156,0.08895257835299802
V5,20252026,43,0.2960981506999132,-3.047954666201737,-0.07618933671666867
V5,20252026,44,0.3252702096346889,3.230114277421674,0.05025604683163302
V5,20252026,45,0.33673253704657924,-3.373187399393462,-0.03740902140058251
V5,20252026,46,0.36015163503202396,3.5433807879425654,0.012445530815559037
V5,20252026,47,0.3652722135582689,-3.5926693643761154,-0.0031821582904679882
V5,20252026,48,0.377511050750277,3.7162633889090073,-0.024034456070629363
V5,20252026,49,0.3770201311230075,-3.6771864115399393,0.027516246629919375
V5,20252026,50,0.3758726906092682,3.7372210422401184,-0.058297352600644226
Fenwick,20222023,1,2.4903352204111857,-1.4355260227133064,1.1290264144754867
Fenwick,20222023,2,1.256692574186073,-3.3531833464405167,1.386808001925415
Fenwick,20222023,3,0.3468005042038833,2.715554896209316,0.1704842901009323
Fenwick,20222023,4,0.28857077350117,-2.973396632689145,-0.20796115538896867
Fenwick,20222023,5,0.29641661153737053,2.47161363918889,0.16811221520294795
Fenwick,20222023,6,0.2486022555256442,-2.603120167820962,-0.19805928413363277
Fenwick,20222023,7,0.24443103596078686,2.158529228892011,0.16811203427110874
Fenwick,20222023,8,0.21325202878254834,-2.199795597213189,-0.19244772267900018
Fenwick,20222023,9,0.20754145506458288,1.8090203301882486,0.17056994302965717
Fenwick,20222023,10,0.18295238153326543,-1.789066074323561,-0.19148695719292957
Fenwick,20222023,11,0.1760816033236665,1.446721586651126,0.17568834639937156
Fenwick,20222023,12,0.15722191097303573,-1.3836204348496997,-0.19543472973243553
Fenwick,20222023,13,0.14955382185822885,1.0845965463067007,0.1837783121684293
Fenwick,20222023,14,0.13527655169835673,-0.9865307345976756,-0.20461707095873663
Fenwick,20222023,15,0.12711091984623213,0.7270596353047181,0.19522196893734733
Fenwick,20222023,16,0.11865449020769847,-0.5944652287333758,-0.21950480779388903
Fenwick,20222023,17,0.12006578122007205,0.3727741160644123,0.21044688188964222
Fenwick,20222023,18,0.12854142821795467,-0.20007439918283745,-0.2407400073786964
Fenwick,20222023,19,0.12966001150946527,0.016916421023996635,0.22991793267249663
Fenwick,20222023,20,0.14385770351023486,0.20629445810043465,-0.2691162591624849
Fenwick,20222023,21,0.14418050162682738,-0.3472107907352194,0.2541422377473749
Fenwick,20222023,22,0.16609681272907073,0.63503767440237,-0.30547133375940466
Fenwick,20222023,23,0.17470546217244332,-0.7269308748294522,0.28368071780965276
Fenwick,20222023,24,0.2180993133641871,1.0950792876461923,-0.3503840442141984
Fenwick,20222023,25,0.22118884407389738,-1.1288452521312362,0.319143326476644
Fenwick,20222023,26,0.2742765304400072,1.5897574250010835,-0.4034732237995347
Fenwick,20222023,27,0.2701678715896534,-1.5565941880511434,0.36106047184242707
Fenwick,20222023,28,0.331614701158071,2.1093337648906956,-0.46208117234929746
Fenwick,20222023,29,0.31945356257242774,-2.006044862514618,0.40923330486765375
Fenwick,20222023,30,0.38380156416323286,2.620580892675114,-0.5196550870181191
Fenwick,20222023,31,0.3639444677494934,-2.4548670717638634,0.46062243703579514
Fenwick,20222023,32,0.421996226349576,3.0614861667522977,-0.5657851193750479
Fenwick,20222023,33,0.3950164137036849,-2.848063740574752,0.5058489008514647
Fenwick,20222023,34,0.43871809493072766,3.3557981003647916,-0.5902343552780452
Fenwick,20222023,35,0.4049139072301293,-3.1063603856233386,0.5312199651938966
Fenwick,20222023,36,0.43205354890332925,3.4510800695279102,-0.5888657366893271
Fenwick,20222023,37,0.39391536687833684,-3.1795406211332753,0.5310953973530192
Fenwick,20222023,38,0.407085927558434,3.3582212771611717,-0.5666404278291819
Fenwick,20222023,39,0.36862431954453223,-3.082040506804098,0.5117518953588319
Fenwick,20222023,40,0.3722146806112727,3.136628654528457,-0.532542463117858
Fenwick,20222023,41,0.3363243481391387,-2.870316340907708,0.4820819810085809
Fenwick,20222023,42,0.3342611874019146,2.849243649253729,-0.4934327928194544
Fenwick,20222023,43,0.3023510241320846,-2.6032829530383013,0.44813999942810756
Fenwick,20222023,44,0.2973112303055707,2.542851278266472,-0.45340301709356445
Fenwick,20222023,45,0.2697572659037579,-2.3232871068932384,0.4133737361487693
Fenwick,20222023,46,0.26336173021779574,2.2462585410847646,-0.4147186982120981
Fenwick,20222023,47,0.23995431111255794,-2.055032475043305,0.3796597725096673
Fenwick,20222023,48,0.23313437310005547,1.974286389710649,-0.37851877888137975
Fenwick,20222023,49,0.21340251384947662,-1.810457896169443,0.3479482202902949
Fenwick,20222023,50,0.20667143277498035,1.7326771880633096,-0.3452664967767757
Fenwick,20232024,1,2.903101106650916,-1.7452062559254102,1.0648701038849782
Fenwick,20232024,2,1.3847262347868665,-1.334361393105592,1.5669873126859797
Fenwick,20232024,3,0.40106807756567564,2.273298827851175,-0.747075314007328
Fenwick,20232024,4,0.40804008684475745,-2.1047816551172978,0.5308437691122699
Fenwick,20232024,5,0.4607764520349298,3.3011084819511134,-0.8107058794487637
Fenwick,20232024,6,0.4609503365348008,-3.1355029535789884,0.5900691344952605
Fenwick,20232024,7,0.49826782599964914,4.608728770314744,-0.857906145607987
Fenwick,20232024,8,0.5346938874639411,-4.503882582712716,0.6709261779956982
Fenwick,20232024,9,0.5694131167147343,6.1872424379130795,-0.9042066633760923
Fenwick,20232024,10,0.6226140882693006,-6.064126450354441,0.7591793103757825
Fenwick,20232024,11,0.5842316497507709,7.52895214810234,-0.9611955200403672
Fenwick,20232024,12,0.593189299969853,-7.281404518547689,0.8477076106122103
Fenwick,20232024,13,0.5482610199029375,7.624912014654921,-1.0170229672238267
Fenwick,20232024,14,0.48454655482240083,-6.928818993592535,0.9001466689977117
Fenwick,20232024,15,0.5049916176758664,6.483060002704446,-1.03237812574864
Fenwick,20232024,16,0.4493565804786308,-5.731374907768014,0.9274393546011356
Fenwick,20232024,17,0.43878773415546757,5.283711227846009,-1.044068472655733
Fenwick,20232024,18,0.41483918717638435,-4.627045986121579,0.9429294306512457
Fenwick,20232024,19,0.3740647266442872,4.058264078323413,-1.0146346321063888
Fenwick,20232024,20,0.3965243624978454,-3.6035851619311097,0.9250069230803634
Fenwick,20232024,21,0.3461214378791114,3.1679559448845414,-0.9834447449098868
Fenwick,20232024,22,0.3625804648276647,-2.8202038662949036,0.897816834997728
Fenwick,20232024,23,0.3233591822079108,2.3827495423883582,-0.9264221136213819
Fenwick,20232024,24,0.33247308865444225,-2.1453924696954947,0.8471857852274988
Fenwick,20232024,25,0.30133947565692054,1.7644968542090265,-0.8602657035702396
Fenwick,20232024,26,0.29987405096164554,-1.5998227257596418,0.7862111373621982
Fenwick,20232024,27,0.27949797109722363,1.253002516884727,-0.7842715410056379
Fenwick,20232024,28,0.27121048537579195,-1.142625569971483,0.715657006470314
Fenwick,20232024,29,0.2558388778551208,0.8273430188724831,-0.7025682303990799
Fenwick,20232024,30,0.24566847760657673,-0.7553790038726663,0.6394599838526437
Fenwick,20232024,31,0.23135247393419078,0.46756905213438926,-0.6181030138981009
Fenwick,20232024,32,0.21970488595298443,-0.4211692238923425,0.560415110904048
Fenwick,20232024,33,0.20679133643694358,0.1567891422832367,-0.5331524856846588
Fenwick,20232024,34,0.19405201230884606,-0.12505951047067118,0.48055119290103054
Fenwick,20232024,35,0.18268662110074807,-0.12021413382739801,-0.44920040571671954
Fenwick,20232024,36,0.16915835577409233,0.14722884550463425,0.4010560807957206
Fenwick,20232024,37,0.15936642915353483,-0.37776350232934985,-0.3669188875893865
Fenwick,20232024,38,0.14523950865931434,0.4101863456713438,0.32228354323798064
Fenwick,20232024,39,0.13698009614398288,-0.6297719009566021,-0.2862316110184422
Fenwick,20232024,40,0.12232165956234065,0.6791844642983962,0.24381792012219622
Fenwick,20232024,41,0.11552621050189016,-0.890058965342864,-0.20642769363830524
Fenwick,20232024,42,0.10027979663760966,0.9710101433481263,0.1645804306665734
Fenwick,20232024,43,0.0952572697759182,-1.1724282958507657,-0.12631193078651864
Fenwick,20232024,44,0.10079243371133906,1.303997415604958,0.08300271171686588
Fenwick,20232024,45,0.10512038232592547,-1.490259654991466,-0.044410513257085664
Fenwick,20232024,46,0.12323039379973322,1.6968786045757396,-0.0026243954484136307
Fenwick,20232024,47,0.12278587401015106,-1.8551649086544797,0.04070481715301893
Fenwick,20232024,48,0.15126145664327928,2.1642972941118925,-0.09339194837849346
Fenwick,20232024,49,0.15104406530755732,-2.273889039612113,0.12984067059918156
Fenwick,20232024,50,0.18532492318674,2.70524245425285,-0.1882952467067543
Fenwick,20242025,1,2.431139530675933,-2.722189669392468,1.2158562776479955
Fenwick,20242025,2,1.1642886934200738,-1.8697906144974752,1.3229585852702614
Fenwick,20242025,3,0.44112792035814796,3.4874125860278027,0.35374918743570016
Fenwick,20242025,4,0.58133949538936,-5.943224247612891,-0.5611267244963125
Fenwick,20242025,5,0.6170088548137405,5.659445162359417,0.4143316365596473
Fenwick,20242025,6,0.9068115483031985,-8.156334567646816,-0.5850986412150749
Fenwick,20242025,7,1.0130432125171442,7.6482060478728675,0.40142460931091234
Fenwick,20242025,8,0.8220889491480171,-8.123729602163495,-0.4745492000313174
Fenwick,20242025,9,0.8644388855146158,6.941475312561513,0.32419033173508915
Fenwick,20242025,10,0.5876569886137539,-6.290727776224906,-0.3461415335902298
Fenwick,20242025,11,0.5805451575264539,5.295527941089963,0.2622849814040378
Fenwick,20242025,12,0.4348650325748291,-4.728976619894116,-0.26742447775918143
Fenwick,20242025,13,0.410364085415175,3.909446887543459,0.21440861182027462
Fenwick,20242025,14,0.3147824041663053,-3.3900455075819638,-0.2083350437501938
Fenwick,20242025,15,0.28717808614321805,2.777041888846492,0.17500135069985448
Fenwick,20242025,16,0.22584603207711643,-2.367049930114535,-0.16581868288014984
Fenwick,20242025,17,0.20073074678711228,1.9228922799431283,0.14408729385432925
Fenwick,20242025,18,0.16064719247748294,-1.6122070984795092,-0.13515871500322116
Fenwick,20242025,19,0.1397993649144641,1.294336247715195,0.12029291149101796
Fenwick,20242025,20,0.11292903462769793,-1.0622136954665629,-0.11285338595409243
Fenwick,20242025,21,0.09646119235545302,0.8360856812021649,0.10214890038476161
Fenwick,20242025,22,0.08217275056792328,-0.6633401007086046,-0.09646084664239711
Fenwick,20242025,23,0.07269432518819158,0.5032346378125109,0.08835939688387594
Fenwick,20242025,24,0.06392735919983183,-0.37461441970299764,-0.08428419900642829
Fenwick,20242025,25,0.056849416561772614,0.261951027573586,0.07786918638681815
Fenwick,20242025,26,0.05047104440865019,-0.1659436670854689,-0.07513529196602065
Fenwick,20242025,27,0.04520640346325,0.08742333763010804,0.0698534983666868
Fenwick,20242025,28,0.040515050014088005,-0.01550642749452561,-0.06817438762467831
Fenwick,20242025,29,0.03660764736599065,-0.03838652679843077,0.06368231120224575
Fenwick,20242025,30,0.033121371836084934,0.09248078628729718,-0.06280282692897246
Fenwick,20242025,31,0.03233562671479286,-0.12857784364864655,0.05888082677772407
Fenwick,20242025,32,0.03233999092491291,0.1694542415914511,-0.058590689542069134
Fenwick,20242025,33,0.03239465439950617,-0.19268180949521202,0.05509418258428822
Fenwick,20242025,34,0.03288799431013811,0.22372730527130374,-0.055227428756712944
Fenwick,20242025,35,0.032823222159266696,-0.23765346139812638,0.05205856906518286
Fenwick,20242025,36,0.033075604611992104,0.2613640370795997,-0.05248772669904005
Fenwick,20242025,37,0.03321482670946296,-0.26858255379802654,0.04957858274844265
Fenwick,20242025,38,0.03373560657473518,0.2868013488084231,-0.05020757377406115
Fenwick,20242025,39,0.033967251481430205,-0.28920301476458116,0.04750987804588201
Fenwick,20242025,40,0.03423025423893328,0.3032937354331265,-0.04826732176068051
Fenwick,20242025,41,0.03429129691046762,-0.30225950087052905,0.045746055655638905
Fenwick,20242025,42,0.034365932666127086,0.3132329887659184,-0.04657956440247202
Fenwick,20242025,43,0.034303483051046246,-0.3097724937262542,0.044208833677576276
Fenwick,20242025,44,0.03424121705721139,0.31837938970954266,-0.04508040484306191
Fenwick,20242025,45,0.03408974686731048,-0.31323097977606107,0.042840718008572795
Fenwick,20242025,46,0.03392867330979921,0.3200297643309452,-0.043723126547389475
Fenwick,20242025,47,0.033713485204323435,-0.3137330957728466,0.04159955575975968
Fenwick,20242025,48,0.033481764367175815,0.3191401700652037,-0.042473585943988194
Fenwick,20242025,49,0.033221472280099085,-0.31208914256611847,0.04045449809564533
Fenwick,20242025,50,0.03293989979730466,0.3164157588307079,-0.04130684759775136
Fenwick,20252026,1,2.4476175718013664,-1.6925289751665182,1.1754003587814443
Fenwick,20252026,2,1.5258451106267255,-1.7322598165426493,1.3614179972816278
Fenwick,20252026,3,0.2833972377321202,-2.068938114124658,0.10847918238099233
Fenwick,20252026,4,0.28984433875037374,2.341243854126656,-0.21281818918859205
Fenwick,20252026,5,0.2551429930921958,-2.0350355267462055,0.1262553496492814
Fenwick,20252026,6,0.27213081538889383,2.278663626776752,-0.2104841342881799
Fenwick,20252026,7,0.2341072474968282,-2.0208136495420326,0.14282761954293496
Fenwick,20252026,8,0.2581916962316838,2.2357992989566164,-0.21210877887528864
Fenwick,20252026,9,0.22519256161962586,-2.025718012897735,0.1598062920373784
Fenwick,20252026,10,0.24939002395353488,2.2180819812559136,-0.21888675626103876
Fenwick,20252026,11,0.21820887373870612,-2.0473233376232614,0.1784719991979407
Fenwick,20252026,12,0.24886856460227957,2.225299183120491,-0.2314525064089785
Fenwick,20252026,13,0.22178677565380356,-2.0813074414657677,0.19973335159599187
Fenwick,20252026,14,0.2508322740315286,2.2525579590668108,-0.24994203497256007
Fenwick,20252026,15,0.23026653696603566,-2.1214768045595944,0.22413898559258935
Fenwick,20252026,16,0.2542090439491078,2.2911801695753318,-0.27407523668154765
Fenwick,20252026,17,0.23821276002717362,-2.160071169371709,0.2519079867702961
Fenwick,20252026,18,0.257750632668605,2.329707825231669,-0.3032128277172298
