player_id,name,pos,n_seasons,toi_total,raw_mean,ZA_mean,CONV_mean,team_recent,rank_raw,rank_ZA,rank_CONV,delta_ZA_to_CONV,delta_raw_to_CONV
8476326,Josh Archibald,F,1,618.5666666666667,0.5399361022364217,0.5525252495232434,2.843504653525562,PIT,7,2,1,1,6
8484958,Maxim Tsyplakov,F,2,1372.4166666666665,0.5393913712159875,0.5359520068847041,2.31914248963656,NJD,9,15,2,13,7
8474009,Nick Bonino,F,2,1539.3333333333333,0.520236346653039,0.5272210309720298,2.096170888650566,NYR,84,41,3,38,81
8476439,Brett Ritchie,F,1,502.51666666666665,0.5350172215843858,0.5330548155693482,2.020285294257865,CGY,23,25,4,21,19
8475413,Justin Dowling,F,1,511.2,0.5101809954751131,0.5099124769565946,1.9060139292723741,NJD,187,193,5,188,182
8478843,Denis Malgin,F,1,709.7666666666667,0.5283772981614708,0.5289523689830006,1.8720629823201524,COL,39,34,6,28,33
8479421,Jacob Moverare,D,2,793.75,0.5432556977363838,0.5443712031232064,1.8172926145807855,LAK,5,4,7,-3,-2
8477887,Patrick Brown,F,1,695.15,0.5271889400921659,0.5382771753862835,1.786290642351313,PHI,46,9,8,1,38
8475177,Calvin de Haan,D,3,2403.2333333333336,0.5335301677606744,0.5374044788965224,1.6250014654696507,COL,27,13,9,4,18
8480160,Radim Simek,D,1,643.45,0.5066195939982348,0.516069032200482,1.55550903838837,SJS,253,116,10,106,243
8479638,Justin Brazeau,F,3,1644.6,0.5186572133549864,0.5206999652718476,1.5283220857197442,PIT,93,80,11,69,82
8474613,Derek Stepan,F,1,662.8833333333333,0.5754795663052544,0.5688975438333443,1.4918567737475028,CAR,1,1,12,-11,-11
8474031,Kevin Shattenkirk,D,2,2412.9666666666667,0.4911180805761425,0.490934170860854,1.4849062071902805,BOS,576,599,13,586,563
8479322,Wade Allison,F,1,775.7,0.5275381552753815,0.5293248851332014,1.478107030334945,PHI,43,33,14,19,29
8483464,Marco Kasper,F,2,1802.0333333333333,0.514491948474739,0.5162440333120595,1.4409972702437848,DET,129,114,15,99,114
8478452,Caleb Jones,D,2,1708.4,0.5007275586565924,0.5043211945655696,1.4350545819888034,COL,363,304,16,288,347
8482730,Brandt Clarke,D,3,2443.3999999999996,0.5459755240956708,0.5403573423737319,1.4177823322682788,LAK,3,6,17,-11,-14
8476372,Nick Seeler,D,4,4471.383333333333,0.5390350469040551,0.5377307324100926,1.408230419175723,PHI,10,12,18,-6,-8
8479318,Auston Matthews,F,4,5172.15,0.5274307351843901,0.5223317797478282,1.395984495407671,TOR,44,65,19,46,25
8476873,Mark Jankowski,F,4,2216.4500000000003,0.5303571983950038,0.5306039646319296,1.3610982959275317,CAR,33,30,20,10,13
8481582,Nicholas Robertson,F,3,2048.616666666667,0.5185706795825356,0.5164131452967612,1.3589885930335035,TOR,94,112,21,91,73
8482713,Mackie Samoskevich,F,2,1607.6999999999998,0.5202222993047492,0.5162040414120141,1.3582983357376142,FLA,85,115,22,93,63
8475848,Brendan Gallagher,F,4,3247.6833333333334,0.5027823406604659,0.5050172411648339,1.3566321744206016,MTL,332,285,23,262,309
8480252,Cole Guttman,F,2,544.5833333333334,0.48386282202587905,0.4853040341470911,1.3533882775829924,CHI,695,682,24,658,671
8484164,Dalibor Dvorsky,F,1,618.3166666666667,0.5115546218487395,0.5073233051227608,1.3438336029545241,STL,168,239,25,214,143
8481743,Marc Del Gaizo,D,1,706.6833333333333,0.5070093457943925,0.5086508552283547,1.3334805041067737,NSH,248,211,26,185,222
8471709,Marc-Edouard Vlasic,D,3,2633.1666666666665,0.49477105645339003,0.5005350277719828,1.3115005771687847,SJS,495,376,27,349,468
8482742,Zachary L'Heureux,F,2,978.6333333333333,0.4866200607693077,0.4944874123074514,1.3108655298930665,NSH,647,526,28,498,619
8481560,Arthur Kaliyev,F,2,1260.0833333333335,0.5541045651533323,0.5492605522083485,1.3004362772157707,LAK,2,3,29,-26,-27
8480049,Dylan Samberg,D,4,4337.25,0.5266780241322531,0.5281463154893336,1.293570790318714,WPG,49,37,30,7,19
8480801,Brady Tkachuk,F,4,5159.633333333333,0.5386374473079958,0.5339199787558899,1.2916535593199565,OTT,12,20,31,-11,-19
8480205,Emil Bemstrom,F,2,1296.05,0.49857222153694336,0.4961113248581509,1.2898781601971259,CBJ,402,487,32,455,370
8475225,Craig Smith,F,3,2097.9166666666665,0.5137301457300503,0.5167981451463642,1.2789807554218828,CHI,136,110,33,77,103
8474157,Max Pacioretty,F,2,1177.8,0.5091192384083282,0.5073854442814928,1.2534618033334581,TOR,206,237,34,203,172
8477903,Garnet Hathaway,F,4,3185.916666666667,0.5284272806249042,0.5384240692989374,1.2494723004385513,PHI,38,8,35,-27,3
8478424,Jansen Harkins,F,3,1255.85,0.49888350173223767,0.5130376020236898,1.2487652530499238,ANA,395,144,36,108,359
8480823,Alexander Alexeyev,D,2,1060.6833333333334,0.5005554604424661,0.5049163419851659,1.217702711125623,WSH,367,287,37,250,330
8476915,Jujhar Khaira,F,1,707.8166666666667,0.4887755102040816,0.4988367346938775,1.211849040706327,CHI,617,422,38,384,579
8478099,Kevin Labanc,F,3,1927.3999999999999,0.4952306816946008,0.49830312667646687,1.1868112400835902,CBJ,476,435,39,396,437
8474716,Jared Spurgeon,D,4,4315.416666666667,0.5236246242819409,0.5245255558582097,1.1358522889590317,MIN,63,48,40,8,23
