player_id,name,pos,n_seasons,toi_total,raw_mean,ZA_mean,CONV_mean,team_recent,rank_raw,rank_ZA,rank_CONV,delta_ZA_to_CONV,delta_raw_to_CONV
8476326,Josh Archibald,F,1,618.5666666666667,0.5551020408163265,0.6132074671729156,2.477613889636395,PIT,59,1,1,0,58
8479421,Jacob Moverare,D,2,793.75,0.5765984431032974,0.5817470774490285,2.3083151214106277,LAK,18,10,2,8,16
8482742,Zachary L'Heureux,F,2,978.6333333333333,0.5317907444668009,0.5681026411350951,2.2009195600914637,NSH,146,26,3,23,143
8478424,Jansen Harkins,F,3,1255.85,0.5072557507646035,0.5725842446960123,2.180266719035426,ANA,329,21,4,17,325
8479638,Justin Brazeau,F,3,1644.6,0.5702004640724258,0.5796288207645591,1.9991106936240606,PIT,30,14,5,9,25
8481726,Adam Edstrom,F,2,677.3833333333333,0.5411483253588516,0.5851678575025259,1.9437924813805978,NYR,98,8,6,2,92
8483609,Adam Klapka,F,2,780.1166666666666,0.5036462861006472,0.5126431881023753,1.9092796157947731,CGY,359,298,7,291,352
8481532,Alex Turcotte,F,2,1132.3833333333332,0.5879820444807182,0.5919830138479595,1.8974674799383466,LAK,8,5,8,-3,0
8478452,Caleb Jones,D,2,1708.4,0.5021046264750901,0.5186911149722144,1.8119830152028182,COL,374,249,9,240,365
8482659,Josh Doan,F,2,1477.65,0.5795812981620241,0.5740838874477383,1.8068640676494474,BUF,15,18,10,8,5
8478843,Denis Malgin,F,1,709.7666666666667,0.5689655172413793,0.571619766533164,1.7356976221019103,COL,31,24,11,13,20
8477903,Garnet Hathaway,F,4,3185.916666666667,0.5551422172831677,0.6012825677665931,1.5804069170463668,PHI,58,3,12,-9,46
8480849,Barrett Hayton,F,4,3772.15,0.5418317839567292,0.5451821748426009,1.5748737332975757,UTA,97,91,13,78,84
8477392,Hudson Fasching,F,3,1573.2,0.5193910412979735,0.5405270237305756,1.515000015955576,NYI,236,113,14,99,222
8475177,Calvin de Haan,D,3,2403.2333333333336,0.5684164762960208,0.586298426141995,1.5086918906997326,COL,32,7,15,-8,17
8476873,Mark Jankowski,F,4,2216.4500000000003,0.576139300983101,0.5772782548042223,1.4834344214607156,CAR,19,16,16,0,3
8482807,Ethan Del Mastro,D,2,687.45,0.4191998602375961,0.44307501702930663,1.420085401045407,CHI,818,778,17,761,801
8475848,Brendan Gallagher,F,4,3247.6833333333334,0.5213911038481595,0.5317063256588371,1.3582634015117767,MTL,220,168,18,150,202
8477126,Jayson Megna,F,1,550.2333333333333,0.41975308641975306,0.4515775619442286,1.3557015528354623,ANA,817,747,19,728,798
8481527,Kaedan Korczak,D,3,1712.2166666666667,0.5750530636880972,0.5726438325473664,1.3527999590174338,VGK,23,20,20,0,3
8484958,Maxim Tsyplakov,F,2,1372.4166666666665,0.534041394335512,0.5181669489650884,1.3525460041521675,NJD,134,253,21,232,113
8475690,Chris Tanev,D,3,4194.033333333333,0.5612789719666541,0.580000475973033,1.3516443982631687,TOR,41,13,22,-9,19
8483464,Marco Kasper,F,2,1802.0333333333333,0.5116653457499505,0.5197521235249623,1.3249797758313135,DET,293,240,23,217,270
8481072,Tim Berni,D,1,1000.9,0.4695817490494297,0.48661720359488425,1.2759193368649622,CBJ,628,515,24,491,604
8476461,Sean Couturier,F,3,3430.05,0.549371659602444,0.5588763643332794,1.2698326132144369,PHI,68,46,25,21,43
8477446,Michael McCarron,F,4,2886.9,0.5090469956081033,0.5738582210098282,1.2538825771730804,NSH,315,19,26,-7,289
8476915,Jujhar Khaira,F,1,707.8166666666667,0.4555984555984556,0.5020362107004964,1.2423682533077405,CHI,707,394,27,367,680
8480990,Declan Chisholm,D,2,1592.0166666666664,0.5443741329029701,0.5417592239677271,1.2396277143772045,MIN,89,107,28,79,61
8478421,A.J. Greer,F,4,2454.8,0.5143338757341114,0.5350940530138301,1.2338618118513673,FLA,271,147,29,118,242
8482730,Brandt Clarke,D,3,2443.3999999999996,0.5725875731982594,0.5466567585954478,1.2169162630604882,LAK,25,83,30,53,-5
8475314,Anders Lee,F,4,4824.966666666667,0.5385387236341586,0.5249299684903446,1.2131060953716597,NYI,108,208,31,177,77
8482713,Mackie Samoskevich,F,2,1607.6999999999998,0.5341596834264433,0.5156133448422169,1.1917446339244817,FLA,132,270,32,238,100
8479972,Mason Shaw,F,1,666.9666666666667,0.5296610169491526,0.5648847011596789,1.1883618754557468,MIN,160,31,33,-2,127
8480205,Emil Bemstrom,F,2,1296.05,0.4840963604129732,0.47273804936275354,1.1841540044159629,CBJ,519,633,34,599,485
8476474,Stefan Noesen,F,4,3358.5833333333335,0.5603593658282899,0.5454188258957913,1.1824872357164453,NJD,43,89,35,54,8
8477482,Zachary Sanford,F,2,530.1,0.4966165681316333,0.4993612707973886,1.1796996676624036,CHI,426,413,36,377,390
8480801,Brady Tkachuk,F,4,5159.633333333333,0.5751059779117258,0.5533324204738166,1.1775032122184759,OTT,22,58,37,21,-15
8476399,Blake Coleman,F,4,4780.466666666667,0.5363200143722002,0.554425426118312,1.1713905835550031,CGY,117,54,38,16,79
8477497,Sean Monahan,F,4,3714.8500000000004,0.5129135225156904,0.5148049353043638,1.164003483230133,CBJ,285,280,39,241,246
8481024,Linus Karlsson,F,2,806.55,0.467479674796748,0.47446043930773096,1.15591987371413,VAN,644,621,40,581,604
8480027,Jason Robertson,F,4,5459.383333333333,0.5719555575834248,0.572500992937649,1.1522528321468317,DAL,26,22,41,-19,-15
8475763,Kevin Hayes,F,4,3518.483333333333,0.5040936784172403,0.5153514223588759,1.1424726561286793,PIT,358,271,42,229,316
8474031,Kevin Shattenkirk,D,2,2412.9666666666667,0.48159283242539486,0.48074399396362366,1.1277329502444,BOS,537,578,43,535,494
