player_id,name,team,pos,season,toi_min,oz_ratio,raw,ZA,TRAD,CONV
8475168,Matt Duchene,NSH,F,20222023,1300.5333333333333,0.5967741935483871,0.4789473684210526,0.47117640067911715,-0.01567920844348253,-0.5277909836016744
8475798,Mikael Granlund,NSH,F,20222023,1408.2,0.5143824027072758,0.49471830985915494,0.4935634029217607,-0.005216081725034849,-0.0927686515540511
8476881,Tomas Hertl,SJS,F,20222023,1523.2166666666667,0.564935064935065,0.5293233082706766,0.5241090225563909,0.005393623187911922,0.0838778635138604
8476887,Filip Forsberg,NSH,F,20222023,873.6,0.5925925925925926,0.5079787234042553,0.5005435382190702,0.016775830352331378,0.16463730946476832
8478414,Timo Meier,SJS,F,20222023,1512.2833333333333,0.5890227576974565,0.561119293078056,0.5539707656349502,0.030156790736658112,0.7726211555218527
8479316,Luke Kunin,SJS,F,20222023,478.3833333333333,0.4497816593886463,0.49707602339181284,0.5011085561429045,-0.00904793211113647,-0.01359122879450629
8474053,Logan Couture,SJS,F,20222023,1568.7833333333333,0.44804318488529016,0.5041876046901173,0.5083597369438284,-0.009648075420657598,-0.4853653620666993
8475793,Ryan Johansen,NSH,F,20222023,865.7833333333333,0.539906103286385,0.5124653739612188,0.5092609138673221,0.01637570794081311,0.4873467097464111
8475799,Nino Niederreiter,NSH,F,20222023,1270.3666666666666,0.5684931506849316,0.5367647058823529,0.531264705882353,0.03834648656552497,1.1652552195833619
8478067,Oskar Lindblom,SJS,F,20222023,773.0833333333334,0.43131868131868134,0.4523809523809524,0.4578960622710623,-0.04526075115906075,-0.8605485133760699
8478099,Kevin Labanc,SJS,F,20222023,1032.0833333333333,0.511744966442953,0.5305263157894737,0.5295831949841047,0.017036683597413282,0.6756829366811219
8480748,Kiefer Sherwood,NSH,F,20222023,434.93333333333334,0.5614973262032086,0.44019138755980863,0.435253152265691,-0.021255730350555224,-0.15649962171719986
8474009,Nick Bonino,SJS,F,20222023,987.9,0.4121338912133891,0.5166666666666667,0.5237223152022316,0.019458474891370647,0.7332670113575379
