metric,oz_mean_per_shift,dz_mean_per_shift,Factor_base,note
Corsi_CF_pct,1.9888105897034645,1.7955000631283435,0.19331052657512093,
Fenwick_CF_pct,1.518862785492146,1.1617781397686284,0.3570846457235175,
V5,0.5080361210704594,0.39773208330960863,0.11030403776085074,
CNFI_MNFI_team,0.5080361210704594,0.39773208330960863,0.11030403776085074,
V1,0.5080361210704594,0.39773208330960863,0.11030403776085074,
V2,,,,placeholder — uses CNFI only
