player_id,name,pos,n_seasons,toi_total,raw_mean,ZA_mean,CONV_mean,team_recent,rank_raw,rank_ZA,rank_CONV,delta_ZA_to_CONV,delta_raw_to_CONV
8477887,Patrick Brown,F,1,695.15,0.4911392405063291,0.5594465934475056,2.3919209781589768,PHI,451,35,1,34,450
8478424,Jansen Harkins,F,3,1255.85,0.48642233765823034,0.5736164761778135,2.011977612676673,ANA,502,12,2,10,500
8475177,Calvin de Haan,D,3,2403.2333333333336,0.5552722498800496,0.5791393424462306,1.9767606075541695,COL,36,9,3,6,33
8476461,Sean Couturier,F,3,3430.05,0.5400393672916709,0.5527253254550161,1.9698887883291178,PHI,73,49,4,45,69
8484958,Maxim Tsyplakov,F,2,1372.4166666666665,0.5482104787130951,0.5270228084446889,1.8989701746321317,NJD,47,150,5,145,42
8476410,Josh Leivo,F,1,606.45,0.5013850415512465,0.5044546291801125,1.8324684520415846,STL,353,352,6,346,347
8474613,Derek Stepan,F,1,662.8833333333333,0.6449834619625138,0.6044359338726262,1.8022433948124232,CAR,1,3,7,-4,-6
8482807,Ethan Del Mastro,D,2,687.45,0.45892004733601927,0.49078629134677065,1.7615954582997133,CHI,736,499,8,491,728
8475625,Matt Irwin,D,1,797.9166666666666,0.4902962206332993,0.5316784240231298,1.748195265266147,WSH,465,121,9,112,456
8478099,Kevin Labanc,F,3,1927.3999999999999,0.5059199632279513,0.5248472837800328,1.6631095098068978,CBJ,308,167,10,157,298
8475848,Brendan Gallagher,F,4,3247.6833333333334,0.5018643404073033,0.5156320981695564,1.600482703286445,MTL,348,246,11,235,337
8480849,Barrett Hayton,F,4,3772.15,0.5364259781545404,0.5408977550074427,1.6000277569679473,UTA,87,80,12,68,75
8479314,Matthew Tkachuk,F,4,4482.283333333334,0.57171257982556,0.545149528664128,1.597535688945307,FLA,20,62,13,49,7
8481072,Tim Berni,D,1,1000.9,0.45926459985580387,0.4820018725830766,1.5815704892683662,CBJ,731,595,14,581,717
8478843,Denis Malgin,F,1,709.7666666666667,0.5501089324618736,0.5536515670227802,1.5807512102144854,COL,44,46,15,31,29
8480160,Radim Simek,D,1,643.45,0.47270471464019853,0.5309165123930075,1.5739549141552645,SJS,639,129,16,113,623
8476915,Jujhar Khaira,F,1,707.8166666666667,0.46438746438746437,0.5263680766323623,1.5588905596194724,CHI,703,157,17,140,686
8482178,Ian Moore,D,1,580.9166666666666,0.5434173669467787,0.5622226301046734,1.5573454371629791,ANA,63,27,18,9,45
8476326,Josh Archibald,F,1,618.5666666666667,0.5242165242165242,0.6017700125886172,1.556312743404922,PIT,145,5,19,-14,126
8475220,Marcus Foligno,F,4,3201.9666666666667,0.5207916951504618,0.5460840461705734,1.553296461819487,MIN,173,59,20,39,153
8476374,Sean Kuraly,F,4,3461.0666666666666,0.4762692610249719,0.542532000098187,1.5275785119746497,BOS,609,75,21,54,588
8477446,Michael McCarron,F,4,2886.9,0.48257550748131595,0.5690792461291916,1.4999439789658633,NSH,550,16,22,-6,528
8480027,Jason Robertson,F,4,5459.383333333333,0.5290354801635873,0.529763474381235,1.4032438540513368,DAL,117,134,23,111,94
8476927,Teddy Blueger,F,4,3350.8,0.49267668593018765,0.5538275048956918,1.3902979471835444,VAN,436,45,24,21,412
8477478,William Carrier,F,4,2112.0,0.5548839951323119,0.5682079081489685,1.3824199728249156,CAR,37,18,25,-7,12
8478585,Derek Ryan,F,3,1934.4499999999998,0.5162121086341548,0.5450011621313436,1.3746331906169622,EDM,215,63,26,37,189
8483464,Marco Kasper,F,2,1802.0333333333333,0.511291266723558,0.5220847134886373,1.373329295721503,DET,260,191,27,164,233
8477497,Sean Monahan,F,4,3714.8500000000004,0.5184520114546859,0.5209764858267181,1.36208370147587,CBJ,192,197,28,169,164
8476917,Adam Pelech,D,4,4794.8,0.5215702122440523,0.5404236043844521,1.3492758194695158,NYI,169,81,29,52,140
8475164,Jakob Silfverberg,F,2,2287.883333333333,0.4461158866602992,0.49373451704307436,1.3456206182565273,ANA,790,469,30,439,760
8475343,Nic Dowd,F,4,3759.8166666666666,0.4772184160095391,0.5954946740507326,1.3187346469698225,WSH,601,6,31,-25,570
8476399,Blake Coleman,F,4,4780.466666666667,0.5509205454694961,0.575085893309936,1.3183712638338105,CGY,42,11,32,-21,10
8482659,Josh Doan,F,2,1477.65,0.5471554205241224,0.5398180098098366,1.3152831867148156,BUF,51,85,33,52,18
8482088,Justin Sourdif,F,1,732.55,0.49052396878483834,0.5283252731326644,1.2999036177177794,WSH,461,141,34,107,427
8480801,Brady Tkachuk,F,4,5159.633333333333,0.5685085662968778,0.539447333302612,1.2898364650557141,OTT,25,88,35,53,-10
8480001,Urho Vaakanainen,D,4,2643.65,0.4726334980958792,0.5036635985670627,1.285220451500739,NYR,641,360,36,324,605
8476439,Brett Ritchie,F,1,502.51666666666665,0.5461538461538461,0.5340647484094851,1.2660997697447913,CGY,58,111,37,74,21
8478115,Pierre Engvall,F,3,2847.166666666667,0.5251520183048846,0.5300629315966366,1.2557415367628622,NYI,138,133,38,95,100
8473422,Nick Foligno,F,4,3687.6,0.47235393626772104,0.5204329389184579,1.2465985477305785,CHI,644,201,39,162,605
8479591,Michael Eyssimont,F,4,2734.9,0.5208563224963974,0.5327268099832357,1.2421875834834137,BOS,172,116,40,76,132
8482702,Logan Stankoven,F,3,2259.9666666666667,0.5686573057697314,0.553247622601995,1.238590276445973,CAR,24,48,41,7,-17
8480192,Johnathan Kovacevic,D,4,4354.25,0.49474769059373513,0.5272312778219763,1.2362224080644568,NJD,414,148,42,106,372
8478452,Caleb Jones,D,2,1708.4,0.49012087327617865,0.5122589096602747,1.2356437154290578,COL,470,282,43,239,427
8481725,Elmer Soderblom,F,3,1051.8833333333332,0.4812345852297606,0.5037713959333632,1.2013098695109463,PIT,561,358,44,314,517
8481186,Logan O'Connor,F,3,3086.1,0.520157852132193,0.5805563673389903,1.198725130606403,COL,180,8,45,-37,135
8480049,Dylan Samberg,D,4,4337.25,0.5408532009796968,0.5498983820466767,1.1973798720418194,WPG,71,54,46,8,25
8474157,Max Pacioretty,F,2,1177.8,0.4936978304384695,0.48301706075711986,1.1943415160226118,TOR,427,587,47,540,380
8479536,Axel Jonsson-Fjallby,F,2,734.7666666666667,0.523942831884485,0.559330684141667,1.1833620077879596,WPG,150,36,48,-12,102
8484145,Zach Benson,F,3,2761.9666666666667,0.5327029910440854,0.533946583771182,1.1816503363320283,BUF,100,112,49,63,51
8477979,Nicolas Aube-Kubel,F,3,1547.05,0.4744073793076562,0.5626222924953105,1.1715961256903082,BUF,627,25,50,-25,577
8474150,Mikael Backlund,F,4,5370.7,0.542378288473487,0.575529498945003,1.1688289003888608,CGY,67,10,51,-41,16
8478421,A.J. Greer,F,4,2454.8,0.5076563735484074,0.535365044979276,1.1675767697900428,FLA,294,104,52,52,242
8479421,Jacob Moverare,D,2,793.75,0.538920676553279,0.545792574393136,1.1513633657370514,LAK,77,60,53,7,24
8481532,Alex Turcotte,F,2,1132.3833333333332,0.5467065459187812,0.5520466518392718,1.1378339751118332,LAK,55,50,54,-4,1
8475763,Kevin Hayes,F,4,3518.483333333333,0.499768212405684,0.5147939573079866,1.1159342482281496,PIT,372,262,55,207,317
8475690,Chris Tanev,D,3,4194.033333333333,0.5382001271557512,0.563187775200126,1.1048353988747195,TOR,80,24,56,-32,24
8480835,Jack Drury,F,4,2885.133333333333,0.5998884878147437,0.589674025017321,1.1004569265470232,COL,6,7,57,-50,-51
8478493,Joel Eriksson Ek,F,4,4702.083333333333,0.5189558992216778,0.5336318467817874,1.0987695469598853,MIN,187,113,58,55,129
8477930,Pierre-Edouard Bellemare,F,2,1217.7,0.505391081871345,0.5251452542851381,1.095328761702413,SEA,313,166,59,107,254
8481656,Aliaksei Protas,F,4,3863.9666666666667,0.5164627728377963,0.5348607978344025,1.0865400579434006,WSH,213,108,60,48,153
8482713,Mackie Samoskevich,F,2,1607.6999999999998,0.5512765957446808,0.5265227415192641,1.0806615670852844,FLA,41,153,61,92,-20
8477903,Garnet Hathaway,F,4,3185.916666666667,0.5018889580345677,0.5634726234351202,1.0796611134035983,PHI,347,22,62,-40,285
8475842,Sam Carrick,F,4,2877.0,0.45267103125228725,0.519368970858397,1.0671921036309082,NYR,764,215,63,152,701
8482742,Zachary L'Heureux,F,2,978.6333333333333,0.4788142847360132,0.5272798830908192,1.0603619858548146,NSH,590,146,64,82,526
8476448,William Karlsson,F,3,3514.4666666666667,0.5319530045457198,0.5191492997818563,1.0406797074490501,VGK,104,218,65,153,39
8476880,Tom Wilson,F,4,4313.7,0.5084077789389583,0.4970594315550426,1.0337676691118327,WSH,287,437,66,371,221
8475231,Casey Cizikas,F,4,3796.366666666667,0.4943494406438941,0.535299416933017,1.0304614172556232,NYI,423,105,67,38,356
8479638,Justin Brazeau,F,3,1644.6,0.5100224951473565,0.5226065513524342,1.012941125675962,PIT,274,186,68,118,206
8475193,Tomas Tatar,F,3,2897.9333333333334,0.5227329165486744,0.5263029885252154,1.0126171534092587,NJD,160,159,69,90,91
8479525,Ross Colton,F,4,3504.7,0.5477897619925308,0.559719532411949,1.0113063755810041,COL,49,33,70,-37,-21
8478856,Conor Garland,F,4,4601.383333333333,0.5100136231153927,0.5197492791423073,0.9957786845615447,VAN,275,212,71,141,204
8481557,Matt Boldy,F,4,5461.616666666667,0.5254246584555583,0.5221203815714508,0.9932265622659764,MIN,136,190,72,118,64
8479972,Mason Shaw,F,1,666.9666666666667,0.4885290148448043,0.5355421727395412,0.992489799497407,MIN,485,102,73,29,412
8482145,Mavrik Bourque,F,2,1655.1333333333332,0.5014553186952478,0.5216062235601209,0.9783910325112617,DAL,352,194,74,120,278
8478462,Nicolas Roy,F,4,3818.4,0.4902576944923297,0.5287868745044721,0.9677796175259932,TOR,467,138,75,63,392
8477346,MacKenzie Weegar,D,4,6569.683333333333,0.5534053109580988,0.5402822615513019,0.9622447819998707,CGY,40,83,76,7,-36
8479066,Ryan Lomberg,F,4,2622.883333333333,0.5035119933855405,0.5240587774850842,0.960908131984093,CGY,331,175,77,98,254
8477940,Nikolaj Ehlers,F,4,3933.7999999999997,0.5573054640513639,0.5189021344949788,0.95280728361273,CAR,35,220,78,142,-43
8482482,Adam Wilsby,D,2,1081.0666666666666,0.4974659158269117,0.5254148755854631,0.9494786304864129,NSH,395,164,79,85,316
8477392,Hudson Fasching,F,3,1573.2,0.4962976948250441,0.5245079545305676,0.9481903487312687,NYI,403,170,80,90,323
8476923,Damon Severson,D,4,5248.433333333333,0.5253770463345823,0.5243420655960365,0.9452880661668281,CBJ,137,173,81,92,56
8480748,Kiefer Sherwood,F,4,3144.366666666667,0.5002593245408954,0.5126421241152705,0.9363488709624259,SJS,366,277,82,195,284
8482062,Cole Smith,F,4,3408.5666666666666,0.48990990833824966,0.5622635290585329,0.9312680879863775,NSH,472,26,83,-57,389
8480990,Declan Chisholm,D,2,1592.0166666666664,0.5141932141932142,0.5107030873252192,0.9297226888939689,MIN,236,291,84,207,152
8476873,Mark Jankowski,F,4,2216.4500000000003,0.5500215022640097,0.5515416673752785,0.923363579242122,CAR,45,52,85,-33,-40
8474683,Derek Grant,F,1,682.9,0.37989556135770236,0.47419622448767584,0.8999285384032971,ANA,871,655,86,569,785
8474189,Lars Eller,F,4,3999.983333333333,0.5067373573772562,0.5534237543724507,0.8980120682559223,OTT,300,47,87,-40,213
8474102,David Perron,F,4,3691.383333333333,0.5040783476159444,0.509406017661133,0.8895283469267092,OTT,326,310,88,222,238
8477810,Joel Hanley,D,4,2401.3333333333335,0.5218473599450051,0.5183135283308932,0.873723189597585,CGY,167,227,89,138,78
8480823,Alexander Alexeyev,D,2,1060.6833333333334,0.474470273236937,0.5013348072922235,0.8707567263670115,WSH,625,386,90,296,535
8482667,William Eklund,F,3,3829.3166666666666,0.4745346257535055,0.48866310545362973,0.8697705697795682,SJS,622,526,91,435,531
8481028,Martin Pospisil,F,2,1888.1166666666668,0.5330524849534504,0.4906281259574935,0.8684887651975636,CGY,97,501,92,409,5
8476854,Hampus Lindholm,D,4,4834.633333333333,0.5205669381895122,0.5360573942354119,0.8645050236734498,BOS,175,100,93,7,82
8475799,Nino Niederreiter,F,4,4021.7166666666667,0.5260660307196868,0.5433639857274921,0.8637133241141539,WPG,132,71,94,-23,38
8476392,Adam Lowry,F,4,4366.633333333333,0.5182279272737083,0.5706182964973239,0.8633748473879926,WPG,195,13,95,-82,100
8477971,Andreas Englund,D,3,2073.9166666666665,0.49586237443827885,0.5278258005137481,0.8589811413922476,NSH,404,142,96,46,308
8475314,Anders Lee,F,4,4824.966666666667,0.5215106545688333,0.5033470079013519,0.8587865679005815,NYI,170,363,97,266,73
8480002,Nico Hischier,F,4,5405.15,0.5375399740330677,0.5431381190517559,0.8558210078024939,NJD,85,72,98,-26,-13
8481560,Arthur Kaliyev,F,2,1260.0833333333335,0.5738549654115236,0.5440141753211318,0.8529761631130552,LAK,18,66,99,-33,-81
