player_id,name,team,pos,season,toi_min,oz_ratio,raw,ZA,TRAD,CONV
8474578,Erik Karlsson,SJS,D,20222023,2100.4333333333334,0.6405172413793103,0.5322245322245323,0.4946080667072909,0.015914269348660803,-0.6336877224798823
8474600,Roman Josi,NSH,D,20222023,1686.2,0.5927272727272728,0.5095108695652174,0.4846877786561265,0.026275444361269273,0.19256949459165143
8475168,Matt Duchene,NSH,F,20222023,1300.5333333333333,0.5967741935483871,0.4789473684210526,0.4530409168081494,-0.01215826597705133,-0.9405647954875466
8475798,Mikael Granlund,NSH,F,20222023,1408.2,0.5143824027072758,0.49471830985915494,0.4908681406544172,-0.003406463052446518,-0.3623885772755134
8476449,Scott Harrington,SJS,D,20222023,739.7166666666667,0.4147465437788018,0.4587378640776699,0.48156021430808466,0.00861676100669323,0.26437458938465574
8476881,Tomas Hertl,SJS,F,20222023,1523.2166666666667,0.564935064935065,0.5293233082706766,0.5119401913875598,0.011560067324263179,-0.044170613166688674
8476887,Filip Forsberg,NSH,F,20222023,873.6,0.5925925925925926,0.5079787234042553,0.48319168636721826,0.016048082179707934,-0.010751251260309626
8478414,Timo Meier,SJS,F,20222023,1512.2833333333333,0.5890227576974565,0.561119293078056,0.5372879008424468,0.03416373753153379,0.7385932245351943
8478851,Alexandre Carrier,NSH,D,20222023,769.2,0.4305177111716621,0.5076923076923077,0.5262927164116538,0.01657999852621561,0.46190563832559023
8479316,Luke Kunin,SJS,F,20222023,478.3833333333333,0.4497816593886463,0.49707602339181284,0.5105194731734722,-0.0016913399548832975,-0.27778442581886365
8471709,Marc-Edouard Vlasic,SJS,D,20222023,1363.2666666666667,0.3577981651376147,0.5273037542662116,0.5653711854588721,0.03737847149314788,1.4312005247772426
8474053,Logan Couture,SJS,F,20222023,1568.7833333333333,0.44804318488529016,0.5041876046901173,0.518096444096325,-0.004136963699393759,-0.446633705621569
8474151,Ryan McDonagh,NSH,D,20222023,1529.1,0.43878954607977994,0.4608567208271787,0.47724275934162164,-0.013119141117904465,-0.29986252988677775
8475218,Mattias Ekholm,NSH,D,20222023,1675.05,0.49206349206349204,0.543509272467903,0.5456338756425062,0.03978078172238997,0.7543815782987123
8475793,Ryan Johansen,NSH,F,20222023,865.7833333333333,0.539906103286385,0.5124653739612188,0.5017825101114536,0.017943593549971604,0.31894170360962826
8475799,Nino Niederreiter,NSH,F,20222023,1270.3666666666666,0.5684931506849316,0.5367647058823529,0.5184290894439968,0.03837779769648808,0.7185814182373915
8478067,Oskar Lindblom,SJS,F,20222023,773.0833333333334,0.43131868131868134,0.4523809523809524,0.47076694139194136,-0.04153321246434283,-1.3287967251224484
8478099,Kevin Labanc,SJS,F,20222023,1032.0833333333333,0.511744966442953,0.5305263157894737,0.5273821882726952,0.02141244583921209,0.6298124641968129
8479983,Mario Ferraro,SJS,D,20222023,1556.9666666666667,0.45261845386533667,0.48467966573816157,0.4973637056384109,-0.011767977124115536,-0.784515309849621
8480748,Kiefer Sherwood,NSH,F,20222023,434.93333333333334,0.5614973262032086,0.44019138755980863,0.4237285533352097,-0.022256794462262308,0.6508896072284237
8474009,Nick Bonino,SJS,F,20222023,987.9,0.4121338912133891,0.5166666666666667,0.5401884239888425,0.022703472491805876,0.7057206434344911
