player_id,player_name,es_toi_min,TNFI_SA_per60,P4_weighted,TNFI_SF_per60,P5_weighted,z_P5_weighted,z_P4_weighted,twoway_D_score,off_rank,def_rank,twoway_D_rank
8481030,Jack St. Ivany,618.17,19.3152,1.8278,15.0445,1.5722,-1.2984914662301401,-0.5816254824471079,-0.7168659837830322,316,103,249
8471709,Marc-Edouard Vlasic,3319.97,20.8737,2.019,18.0544,1.7932,-0.32140890492009455,0.40169040193193295,-0.7230993068520275,208,243,250
8475764,Cam Fowler,6786.5,19.8305,1.945,17.3992,1.7014,-0.7272739688488824,0.021118354630421072,-0.7483923234793035,276,197,251
8480807,Mattias Samuelsson,4481.2,19.1868,1.9194,17.1115,1.6622,-0.9005845408097599,-0.11053900227388598,-0.7900455385358739,291,171,252
8481219,Jonathan Aspirot,523.75,20.2768,1.9647,17.4129,1.7081,-0.6976520088453655,0.12243280506068746,-0.8200848139060529,271,214,253
8477462,Robert Hagg,1506.65,19.7126,2.0112,18.3984,1.7617,-0.4606763288172272,0.3615760510001519,-0.8222523798173791,235,239,254
8479324,Ryan Lindgren,5754.1,20.8234,2.1371,19.155,1.9072,0.18260653394572154,1.0090628179631296,-0.826456284017408,140,295,255
8481542,Moritz Seider,7249.85,17.9093,1.7741,15.3686,1.4779,-1.715409500309495,-0.8577973600159079,-0.857612140293587,337,61,256
8482511,Mason Lohrei,2477.1,19.8135,1.9795,17.1733,1.7144,-0.669798524065939,0.19854721452099053,-0.8683457385869295,264,223,257
8475906,John Klingberg,3594.63,24.6701,2.4351,21.9828,2.2441,1.6721047914360134,2.541636738177323,-0.8695319467413094,22,343,258
8477506,Ryan Pulock,5662.35,21.3939,2.1059,18.4058,1.8609,-0.022094473242763264,0.8486054142360052,-0.8706998874787685,160,279,259
8479376,Victor Mete,598.33,20.6574,2.0966,17.8496,1.8474,-0.08178051205582068,0.8007767650481121,-0.8825572771039328,170,273,260
8480879,Jacob Bernard-Docker,2383.57,18.6275,1.8618,16.5634,1.5738,-1.2914175653337776,-0.40676805530857657,-0.884649510025201,315,125,261
8481014,Alexander Romanov,5526.75,21.0286,2.0836,18.0757,1.8306,-0.15605647146762477,0.7339195134951444,-0.8899759849627692,183,265,262
8481607,Albert Johansson,1590.3,19.2039,1.8731,16.5252,1.5828,-1.25162687279174,-0.3486536751125345,-0.9029731976792055,314,134,263
8480035,Henri Jokiharju,4596.48,20.4026,2.089,18.81,1.832,-0.14986680818330744,0.7616909872171458,-0.9115577954004532,182,266,264
8476885,Jacob Trouba,6455.68,22.12,2.2171,19.5642,1.9804,0.5062374999542976,1.420492058289086,-0.9142545583347885,101,315,265
8479395,Dennis Cholowski,762.65,18.9602,1.8308,16.5213,1.5198,-1.5301617205860063,-0.566196885934885,-0.9639648346511213,328,107,266
8477359,Tucker Poolman,633.08,18.8601,1.863,17.1541,1.551,-1.3922206531069414,-0.4005966167036867,-0.9916240364032547,321,128,267
8474031,Kevin Shattenkirk,3460.65,20.9614,2.0506,17.4245,1.7627,-0.45625514075700124,0.564204951860687,-1.020460092617688,233,250,268
8472382,Andy Greene,1086.4,22.0361,2.1214,18.2253,1.8444,-0.09504407623649956,0.9283198295491589,-1.0233639057856585,172,290,269
8465009,Zdeno Chara,1239.27,21.2545,2.0963,18.2043,1.8103,-0.24580658909022168,0.7992339053968888,-1.0450404944871106,196,272,270
8481072,Tim Berni,925.92,22.2266,2.2567,18.9866,1.9957,0.5738816772757628,1.624149532250436,-1.0502678549746731,95,324,271
8477495,Seth Jones,6413.62,19.2996,1.9229,16.3901,1.6073,-1.143307765316192,-0.09253897300962499,-1.0507687923065672,309,174,272
8475753,Justin Faulk,6524.28,20.8483,2.0606,18.2089,1.7618,-0.4602342100112046,0.6156336069014307,-1.0758678169126352,234,255,273
8477851,Jordan Oesterle,2309.17,18.9679,1.917,16.2916,1.5942,-1.201225328905158,-0.12288187948366451,-1.0783434494214934,311,168,274
8480172,Jan Rutta,3897.13,20.9693,2.0514,17.3358,1.748,-0.5212466052423298,0.5683192442639461,-1.0895658495062759,246,251,275
8479402,Jake Bean,3425.0,20.1985,2.0215,17.6409,1.7078,-0.6989783652634333,0.4145475656921189,-1.1135259309555523,272,244,276
8474612,Travis Hamonic,3488.05,21.6396,2.1034,18.3197,1.7974,-0.30283991506714253,0.8357482504758192,-1.1385881655429617,204,277,277
8480887,Jordan Harris,2458.58,20.7192,2.0639,17.4491,1.7391,-0.5605951789783449,0.6326050630648757,-1.1932002420432206,247,257,278
8477073,Kurtis MacDermid,1154.2,17.6746,1.8137,14.9714,1.4478,-1.848487260922311,-0.6541398860545581,-1.1943473748677529,339,86,279
8482087,Kaiden Guhle,3392.7,20.9037,2.0325,17.5966,1.7017,-0.7259476124308146,0.4711190862369388,-1.1970666986677534,275,247,280
8480871,Adam Boqvist,2691.18,20.5337,2.0929,17.7022,1.7561,-0.4854349819544956,0.7817481626830375,-1.267183144637533,241,270,281
8479369,Andrew Peeke,5477.77,20.0009,1.957,15.981,1.591,-1.215373130697883,0.0828327406793149,-1.2982058713771978,312,208,282
8477205,Andrej Sustr,506.45,21.7988,2.0632,16.7045,1.7132,-0.6751039497382101,0.6290050572120252,-1.3041090069502352,266,256,283
