game_id,season,game_type,game_date,home_abbrev,away_abbrev
2023020105,20232024,regular,2023-10-26,PIT,COL
2023020106,20232024,regular,2023-10-26,TBL,SJS
2023020104,20232024,regular,2023-10-26,PHI,MIN
2023020107,20232024,regular,2023-10-26,NYI,OTT
2023020108,20232024,regular,2023-10-26,DAL,TOR
2023020109,20232024,regular,2023-10-26,CGY,STL
2023020110,20232024,regular,2023-10-26,EDM,NYR
2023020111,20232024,regular,2023-10-27,VGK,CHI
2023020112,20232024,regular,2023-10-27,CAR,SJS
2023020113,20232024,regular,2023-10-27,NJD,BUF
2023020114,20232024,regular,2023-10-27,WSH,MIN
2023020115,20232024,regular,2023-10-27,ARI,LAK
2023020116,20232024,regular,2023-10-27,VAN,STL
2023020117,20232024,regular,2023-10-28,PHI,ANA
2023020118,20232024,regular,2023-10-28,FLA,SEA
2023020119,20232024,regular,2023-10-28,BOS,DET
2023020120,20232024,regular,2023-10-28,CBJ,NYI
2023020121,20232024,regular,2023-10-28,MTL,WPG
2023020122,20232024,regular,2023-10-28,NSH,TOR
2023020123,20232024,regular,2023-10-28,PIT,OTT
2023020124,20232024,regular,2023-10-28,VAN,NYR
2023020125,20232024,regular,2023-10-28,LAK,VGK
2023020126,20232024,regular,2023-10-29,BUF,COL
2023020127,20232024,regular,2023-10-29,NJD,MIN
2023020128,20232024,regular,2023-10-29,WSH,SJS
2023020129,20232024,regular,2023-10-29,EDM,CGY
2023020130,20232024,regular,2023-10-30,BOS,FLA
2023020131,20232024,regular,2023-10-30,PHI,CAR
2023020132,20232024,regular,2023-10-30,PIT,ANA
2023020133,20232024,regular,2023-10-30,TBL,SEA
2023020134,20232024,regular,2023-10-30,NYI,DET
2023020135,20232024,regular,2023-10-30,WPG,NYR
2023020136,20232024,regular,2023-10-30,DAL,CBJ
2023020137,20232024,regular,2023-10-30,ARI,CHI
2023020138,20232024,regular,2023-10-30,VGK,MTL
2023020139,20232024,regular,2023-10-31,TOR,LAK
2023020140,20232024,regular,2023-10-31,VAN,NSH
2023020141,20232024,regular,2023-11-01,PHI,BUF
2023020142,20232024,regular,2023-11-01,CGY,DAL
2023020143,20232024,regular,2023-11-01,COL,STL
2023020144,20232024,regular,2023-11-01,ANA,ARI
2023020146,20232024,regular,2023-11-02,CBJ,TBL
2023020147,20232024,regular,2023-11-02,DET,FLA
2023020148,20232024,regular,2023-11-02,NYR,CAR
2023020149,20232024,regular,2023-11-02,OTT,LAK
2023020150,20232024,regular,2023-11-02,WSH,NYI
2023020145,20232024,regular,2023-11-02,BOS,TOR
2023020151,20232024,regular,2023-11-02,MIN,NJD
2023020152,20232024,regular,2023-11-02,EDM,DAL
2023020153,20232024,regular,2023-11-02,ARI,MTL
2023020154,20232024,regular,2023-11-02,SEA,NSH
2023020155,20232024,regular,2023-11-02,VGK,WPG
2023020156,20232024,regular,2023-11-02,SJS,VAN
2023020157,20232024,regular,2023-11-03,BUF,PHI
2023020158,20232024,regular,2023-11-03,STL,NJD
2023020159,20232024,regular,2023-11-04,EDM,NSH
2023020160,20232024,regular,2023-11-04,ARI,WPG
2023020161,20232024,regular,2023-11-04,DET,BOS
2023020162,20232024,regular,2023-11-04,OTT,TBL
2023020164,20232024,regular,2023-11-04,STL,MTL
2023020165,20232024,regular,2023-11-04,TOR,BUF
2023020166,20232024,regular,2023-11-04,WSH,CBJ
2023020163,20232024,regular,2023-11-04,PHI,LAK
2023020167,20232024,regular,2023-11-04,NYI,CAR
2023020168,20232024,regular,2023-11-04,CHI,FLA
2023020169,20232024,regular,2023-11-04,MIN,NYR
2023020170,20232024,regular,2023-11-04,SEA,CGY
2023020171,20232024,regular,2023-11-04,SJS,PIT
2023020172,20232024,regular,2023-11-04,VAN,DAL
2023020173,20232024,regular,2023-11-04,VGK,COL
2023020174,20232024,regular,2023-11-05,CHI,NJD
2023020175,20232024,regular,2023-11-05,ANA,VGK
2023020176,20232024,regular,2023-11-06,FLA,CBJ
2023020177,20232024,regular,2023-11-06,TOR,TBL
2023020178,20232024,regular,2023-11-06,DAL,BOS
2023020179,20232024,regular,2023-11-06,VAN,EDM
2023020180,20232024,regular,2023-11-07,CAR,BUF
2023020181,20232024,regular,2023-11-07,MTL,TBL
2023020182,20232024,regular,2023-11-07,NYI,MIN
2023020183,20232024,regular,2023-11-07,NYR,DET
2023020184,20232024,regular,2023-11-07,STL,WPG
2023020185,20232024,regular,2023-11-07,ARI,SEA
2023020186,20232024,regular,2023-11-07,CGY,NSH
2023020187,20232024,regular,2023-11-07,ANA,PIT
2023020188,20232024,regular,2023-11-07,COL,NJD
2023020189,20232024,regular,2023-11-07,SJS,PHI
2023020190,20232024,regular,2023-11-08,TOR,OTT
2023020191,20232024,regular,2023-11-08,WSH,FLA
2023020192,20232024,regular,2023-11-08,VGK,LAK
2023020193,20232024,regular,2023-11-09,BOS,NYI
2023020195,20232024,regular,2023-11-09,DET,MTL
2023020196,20232024,regular,2023-11-09,NYR,MIN
2023020197,20232024,regular,2023-11-09,OTT,VAN
2023020198,20232024,regular,2023-11-09,TBL,CHI
2023020194,20232024,regular,2023-11-09,CBJ,DAL
2023020199,20232024,regular,2023-11-09,STL,ARI
2023020200,20232024,regular,2023-11-09,WPG,NSH
2023020201,20232024,regular,2023-11-09,COL,SEA
2023020202,20232024,regular,2023-11-09,LAK,PIT
2023020203,20232024,regular,2023-11-09,SJS,EDM
2023020204,20232024,regular,2023-11-10,BUF,MIN
2023020205,20232024,regular,2023-11-10,FLA,CAR
