player_name,team,pos,GP,seasons_qualified,IOZC,IOZL,OZI,OZI_C,OZI_L,OZI_CL,DZI,DZI_C,DZI_L,DZI_CL,NZI,NZI_C,NZI_L,NZI_CL,TNZI,TNZI_C,TNZI_L,TNZI_CL,DOZI_23_24,DOZI_24_25,DOZI_25_26,DOZI_trend,DOZI_recent,DOZI_flag
Tyler Tucker,STL,D,158,4,0.7699,0.8197,7.2,7.9,6.9,7.5,5.2,5.3,5.3,5.3,6.5,6.9,2.7,2.7,6.9,7.3,3.9,4.2,0.0599,-0.049,0.1544,0.0551,0.1544,RISING
Jake McCabe,TOR,D,295,4,0.7934,0.7793,8.8,7.5,8.3,7.5,7.2,6.9,7.4,7.1,6.7,5.9,2.6,2.9,7.9,7.9,4.7,4.2,0.15,-0.1328,-0.0254,-0.0027,-0.0254,STABLE
Spencer Stastney,EDM,D,117,3,0.7789,0.708,8.5,8.4,7.7,7.5,8.3,8.4,6.7,7.1,7.4,8.1,3.6,3.5,7.9,8.2,4.4,4.7,,-0.1041,0.127,0.0114,0.127,RISING
Dakota Mermis,TOR,D,64,1,0.7779,0.8113,7.7,7.7,7.4,7.5,5.4,5.2,4.5,4.2,6.3,5.4,3.8,4.1,6.0,6.0,3.8,3.4,,,,,,
Erik Johnson,COL,D,166,3,0.7813,0.7662,8.2,8.0,7.7,7.5,6.5,6.9,4.3,4.9,5.6,6.2,3.1,3.0,7.4,7.7,4.8,5.0,-0.0843,-0.2962,,-0.1902,-0.2962,DECLINING
Trevor van Riemsdyk,WSH,D,295,4,0.7864,0.7356,8.8,8.0,8.0,7.5,7.8,7.7,4.9,5.1,8.6,8.4,5.0,5.0,8.8,8.8,4.9,4.7,0.175,-0.107,-0.0204,0.0159,-0.0204,STABLE
Jake Sanderson,OTT,D,303,4,0.792,0.7663,8.8,7.6,8.2,7.5,7.8,7.6,6.0,6.0,7.3,6.9,4.7,4.8,8.7,8.7,6.7,6.4,0.2975,-0.2239,0.006,0.0265,0.006,STABLE
J.J. Moser,TBL,D,295,4,0.7949,0.8085,8.7,7.3,8.3,7.5,7.2,6.8,6.5,6.2,8.7,8.2,6.5,6.5,9.3,9.3,6.1,5.9,0.0656,-0.2852,0.1769,-0.0142,0.1769,RISING
Jalen Chatfield,CAR,D,301,4,0.7843,0.779,8.2,7.7,7.7,7.4,7.9,7.8,4.1,4.4,8.4,8.1,8.2,8.1,9.1,9.2,8.1,8.1,0.2385,-0.3734,0.1358,0.0003,0.1358,RISING
Mattias Samuelsson,BUF,D,236,4,0.7902,0.8679,7.9,6.9,7.8,7.4,7.8,7.4,5.2,5.1,7.1,6.5,3.9,4.1,7.9,7.9,5.6,5.2,0.1697,-0.2889,0.0584,-0.0203,0.0584,RISING
