player_name,team,pos,GP,OZI_pooled_score,OZI_23_24,OZI_24_25,OZI_25_26,OZI_trend,OZI_recent,OZI_flag,DZI_pooled_score,DZI_23_24,DZI_24_25,DZI_25_26,DZI_trend,DZI_recent,DZI_flag,NZI_pooled_score,NZI_23_24,NZI_24_25,NZI_25_26,NZI_trend,NZI_recent,NZI_flag,TNZI_pooled_score,TNZI_23_24,TNZI_24_25,TNZI_25_26,TNZI_trend,TNZI_recent,TNZI_flag
Ryan McDonagh,TBL,D,275,8.6,0.1615,-0.0093,-0.3607,-0.0695,-0.3607,DECLINING,8.6,0.1495,-0.1894,0.0774,0.0125,0.0774,RISING,7.8,-0.1607,0.0757,0.2447,0.0532,0.2447,RISING,9.0,-0.1,0.1858,0.0606,0.0488,0.0606,RISING
Alec Martinez,CHI,D,176,7.5,-0.0592,-0.2558,,-0.1575,-0.2558,DECLINING,8.5,-0.1556,-0.1903,,-0.173,-0.1903,DECLINING,8.3,-0.1087,-0.2677,,-0.1882,-0.2677,DECLINING,7.9,-0.2834,0.0081,,-0.1377,0.0081,STABLE
Nick Holden,OTT,D,65,7.6,,,,,,,4.5,,,,,,,5.6,,,,,,,7.0,,,,,,
Ilya Solovyov,PIT,D,45,6.6,,,,,,,6.4,,,,,,,7.4,,,,,,,6.4,,,,,,
Adam Wilsby,NSH,D,80,5.2,,,0.3298,0.3298,0.3298,RISING,7.6,,,0.3108,0.3108,0.3108,RISING,6.0,,,0.3957,0.3957,0.3957,RISING,6.6,,,0.318,0.318,0.318,RISING
Noah Hanifin,VGK,D,313,9.3,0.0615,-0.0861,-0.1794,-0.068,-0.1794,DECLINING,8.7,0.0783,0.1415,0.0608,0.0935,0.0608,RISING,7.9,-0.0517,0.3434,-0.0632,0.0762,-0.0632,DECLINING,8.6,-0.1234,0.0777,-0.0329,-0.0262,-0.0329,STABLE
Rasmus Andersson,VGK,D,319,9.9,0.0382,0.0477,-0.2558,-0.0566,-0.2558,DECLINING,7.3,0.0879,-0.0444,-0.1089,-0.0218,-0.1089,DECLINING,6.6,-0.0238,0.0737,-0.0377,0.0041,-0.0377,STABLE,8.7,-0.2091,0.0454,0.0559,-0.0359,0.0559,RISING
Jonas Siegenthaler,NJD,D,274,8.5,0.0808,-0.1534,0.0557,-0.0056,0.0557,RISING,8.1,-0.2486,0.0751,0.0036,-0.0566,0.0036,STABLE,7.6,-0.1603,-0.063,0.467,0.0812,0.467,RISING,7.9,-0.0889,0.0033,0.2553,0.0565,0.2553,RISING
Vince Dunn,SEA,D,282,8.0,0.0041,-0.0372,0.2259,0.0643,0.2259,RISING,8.6,0.0887,0.1411,-0.2386,-0.0029,-0.2386,DECLINING,8.6,-0.0874,0.1938,-0.2214,-0.0383,-0.2214,DECLINING,8.4,-0.2046,0.1634,-0.0897,-0.0437,-0.0897,DECLINING
Travis Dermott,MIN,D,80,7.6,,,,,,,5.5,,,,,,,4.9,,,,,,,6.7,,,,,,
Jakub Zboril,BOS,D,22,5.3,,,,,,,7.1,,,,,,,1.9,,,,,,,4.0,,,,,,
Erik Cernak,TBL,D,276,8.9,0.1667,0.0035,-0.1219,0.0161,-0.1219,DECLINING,7.4,-0.1202,-0.0146,0.0584,-0.0254,0.0584,RISING,7.9,0.0296,-0.1741,0.1767,0.0107,0.1767,RISING,9.0,0.0648,0.0273,0.036,0.0427,0.036,STABLE
Mason Lohrei,BOS,D,191,6.8,,-0.1652,-0.0886,-0.1269,-0.0886,DECLINING,7.2,,-0.0305,-0.0443,-0.0374,-0.0443,STABLE,6.9,,0.0982,0.3197,0.209,0.3197,RISING,7.2,,0.4843,-0.0138,0.2353,-0.0138,STABLE
Matthew Kessel,STL,D,99,6.5,,-0.0618,0.0632,0.0007,0.0632,RISING,7.2,,0.1925,-0.2851,-0.0463,-0.2851,DECLINING,5.5,,-0.023,0.3961,0.1865,0.3961,RISING,6.4,,-0.0428,0.4581,0.2076,0.4581,RISING
Oliver Kylington,ANA,D,52,6.5,,,,,,,5.2,,,,,,,5.0,,,,,,,5.6,,,,,,
Brandon Carlo,TOR,D,289,8.0,-0.0241,-0.0439,-0.1571,-0.075,-0.1571,DECLINING,8.5,-0.1906,-0.031,-0.1627,-0.1281,-0.1627,DECLINING,7.0,-0.0514,-0.0148,0.1297,0.0212,0.1297,RISING,7.7,-0.0339,-0.0078,-0.0943,-0.0453,-0.0943,DECLINING
Parker Wotherspoon,PIT,D,188,7.3,,0.1378,0.2998,0.2188,0.2998,RISING,8.7,,0.116,0.1789,0.1474,0.1789,RISING,7.9,,-0.3304,0.5258,0.0977,0.5258,RISING,8.1,,-0.0549,0.4432,0.1941,0.4432,RISING
Ethan Bear,WSH,D,85,8.8,-0.5005,,,-0.5005,,,4.2,-0.076,,,-0.076,,,5.3,-0.387,,,-0.387,,,7.2,-0.6705,,,-0.6705,,
Caleb Jones,PIT,D,111,7.7,,,,,,,6.6,-0.3511,,,-0.3511,,,6.2,-0.5328,,,-0.5328,,,6.8,-0.1856,,,-0.1856,,
Noah Juulsen,PHI,D,153,7.9,,-0.173,-0.1654,-0.1692,-0.1654,DECLINING,6.1,,0.1016,-0.0848,0.0084,-0.0848,DECLINING,5.5,,0.0532,-0.2106,-0.0787,-0.2106,DECLINING,6.7,,-0.1607,-0.0398,-0.1003,-0.0398,STABLE
Zach Werenski,CBJ,D,239,7.2,,-0.1318,-0.1078,-0.1198,-0.1078,DECLINING,9.2,,0.2193,-0.0927,0.0633,-0.0927,DECLINING,9.3,,0.041,0.1945,0.1178,0.1945,RISING,8.6,,0.0986,0.0446,0.0716,0.0446,STABLE
Jeremy Lauzon,VGK,D,242,7.5,0.2926,-0.5999,0.3258,0.0062,0.3258,RISING,7.9,-0.1618,-0.033,-0.1129,-0.1026,-0.1129,DECLINING,7.9,-0.2413,-0.1307,0.1864,-0.0619,0.1864,RISING,7.9,-0.0588,-0.1811,0.2121,-0.0093,0.2121,RISING
Thomas Chabot,OTT,D,256,7.5,0.0536,-0.215,0.1266,-0.0116,0.1266,RISING,8.3,-0.1009,-0.0158,0.0324,-0.0281,0.0324,STABLE,8.3,-0.1758,-0.0416,0.1848,-0.0108,0.1848,RISING,8.6,-0.1507,0.1913,0.0204,0.0203,0.0204,STABLE
Kyle Capobianco,DAL,D,48,6.9,,,,,,,6.1,,,,,,,5.9,,,,,,,6.1,,,,,,
Ivan Provorov,CBJ,D,328,8.6,0.0854,-0.2307,-0.1002,-0.0818,-0.1002,DECLINING,9.1,-0.2471,0.1083,0.018,-0.0403,0.018,STABLE,8.0,-0.1585,-0.0512,0.1845,-0.0084,0.1845,RISING,8.2,-0.1404,-0.0478,0.1156,-0.0242,0.1156,RISING
Dennis Gilbert,OTT,D,94,5.8,0.1993,-0.6336,,-0.2172,-0.6336,DECLINING,4.0,,0.1236,,0.1236,0.1236,RISING,4.7,,0.2416,,0.2416,0.2416,RISING,6.6,,0.4152,,0.4152,0.4152,RISING
John Marino,UTA,D,253,8.9,0.2397,-0.0399,-0.0851,0.0383,-0.0851,DECLINING,8.5,-0.3537,0.3301,-0.3276,-0.1171,-0.3276,DECLINING,8.1,-0.2868,0.0474,0.0346,-0.0683,0.0346,STABLE,8.3,-0.2105,-0.0838,0.079,-0.0718,0.079,RISING
Daniil Miromanov,CGY,D,83,6.6,,0.1842,,0.1842,0.1842,RISING,6.5,,0.1242,,0.1242,0.1242,RISING,5.5,,-0.2216,,-0.2216,-0.2216,DECLINING,7.7,,0.0273,,0.0273,0.0273,STABLE
Matt Kiersted,MIN,D,28,4.8,,,,,,,1.9,,,,,,,5.6,,,,,,,5.7,,,,,,
J.J. Moser,TBL,D,295,8.7,0.0656,-0.2852,0.1769,-0.0142,0.1769,RISING,7.2,-0.2143,0.3671,-0.1689,-0.0054,-0.1689,DECLINING,8.7,0.0927,-0.2043,0.307,0.0652,0.307,RISING,9.3,0.074,-0.1537,0.184,0.0348,0.184,RISING
Scott Morrow,NYR,D,45,5.2,,,,,,,6.6,,,,,,,8.6,,,,,,,7.9,,,,,,
Owen Power,BUF,D,315,8.5,0.0375,-0.2049,0.1413,-0.0087,0.1413,RISING,8.4,-0.0336,0.0304,0.0139,0.0036,0.0139,STABLE,7.3,0.1616,-0.1103,0.2892,0.1135,0.2892,RISING,8.3,0.049,0.0626,0.076,0.0625,0.076,RISING
Luke Hughes,NJD,D,223,7.2,,-0.2871,0.02,-0.1335,0.02,STABLE,7.7,,0.1523,0.0848,0.1186,0.0848,RISING,7.5,,0.0023,0.4171,0.2097,0.4171,RISING,8.0,,-0.0052,0.3194,0.1571,0.3194,RISING
Nolan Allan,CHI,D,43,1.0,,,,,,,3.2,,,,,,,1.1,,,,,,,2.9,,,,,,
Brandt Clarke,LAK,D,184,8.1,,,0.1717,0.1717,0.1717,RISING,8.8,,,0.0972,0.0972,0.0972,RISING,8.4,,,0.2118,0.2118,0.2118,RISING,8.4,,,0.1246,0.1246,0.1246,RISING
Logan Mailloux,STL,D,74,7.5,,,,,,,6.5,,,,,,,4.9,,,,,,,4.6,,,,,,
Drew Doughty,LAK,D,264,8.1,0.2251,-0.118,-0.0284,0.0263,-0.0284,STABLE,8.8,0.0728,-0.4252,0.1608,-0.0639,0.1608,RISING,9.7,0.1081,-0.6148,0.3969,-0.0366,0.3969,RISING,9.3,0.004,-0.475,0.4708,-0.0001,0.4708,RISING
Alex Pietrangelo,VGK,D,209,8.7,0.0098,0.166,,0.0879,0.166,RISING,9.9,-0.2233,0.1799,,-0.0217,0.1799,RISING,9.1,0.1649,-0.1806,,-0.0079,-0.1806,DECLINING,8.6,0.0658,-0.2606,,-0.0974,-0.2606,DECLINING
Zach Bogosian,MIN,D,233,7.2,0.7157,-0.3559,-0.2533,0.0355,-0.2533,DECLINING,7.4,-0.105,-0.211,-0.0209,-0.1123,-0.0209,STABLE,7.6,-0.0905,0.0043,-0.0261,-0.0374,-0.0261,STABLE,7.9,0.213,-0.0043,-0.0999,0.0363,-0.0999,DECLINING
Luke Schenn,BUF,D,259,7.5,-0.1093,0.0529,-0.3592,-0.1385,-0.3592,DECLINING,8.0,0.0089,0.2159,-0.3173,-0.0308,-0.3173,DECLINING,5.2,0.0015,-0.0685,-0.228,-0.0983,-0.228,DECLINING,6.7,-0.0985,-0.0232,-0.3708,-0.1642,-0.3708,DECLINING
Simon Edvinsson,DET,D,175,7.2,,,0.045,0.045,0.045,STABLE,7.6,,,0.0088,0.0088,0.0088,STABLE,7.6,,,0.1628,0.1628,0.1628,RISING,8.3,,,0.1529,0.1529,0.1529,RISING
Tyler Myers,DAL,D,299,8.9,-0.0308,0.0161,-0.2251,-0.0799,-0.2251,DECLINING,8.2,0.0717,-0.0331,-0.1862,-0.0492,-0.1862,DECLINING,7.6,0.1038,0.0571,0.2967,0.1525,0.2967,RISING,8.5,0.1111,-0.3024,0.227,0.0119,0.227,RISING
Erik Karlsson,PIT,D,321,8.5,0.0942,-0.0442,0.0873,0.0457,0.0873,RISING,8.6,-0.0957,-0.1225,0.2545,0.0121,0.2545,RISING,8.5,-0.0287,0.01,-0.0036,-0.0074,-0.0036,STABLE,8.6,-0.2095,0.168,0.0425,0.0003,0.0425,STABLE
John Carlson,ANA,D,271,7.8,0.0616,0.0434,0.0407,0.0486,0.0407,STABLE,8.5,-0.1161,-0.0277,0.1758,0.0107,0.1758,RISING,8.2,-0.1807,0.0567,0.1913,0.0225,0.1913,RISING,8.8,0.0252,0.0895,0.0385,0.0511,0.0385,STABLE
Roman Josi,NSH,D,270,8.1,0.1499,-0.1352,0.068,0.0276,0.068,RISING,8.4,-0.1038,-0.0354,-0.0886,-0.076,-0.0886,DECLINING,8.2,-0.0756,-0.1513,-0.0445,-0.0905,-0.0445,STABLE,9.0,-0.0011,0.0269,-0.1914,-0.0552,-0.1914,DECLINING
Justin Schultz,SEA,D,143,8.5,-0.0813,,,-0.0813,,,6.8,0.0973,,,0.0973,,,5.8,0.0778,,,0.0778,,,6.6,-0.0141,,,-0.0141,,
Olen Zellweger,ANA,D,164,6.2,,-0.2116,0.153,-0.0293,0.153,RISING,7.0,,0.0684,0.2245,0.1464,0.2245,RISING,7.8,,0.2797,0.358,0.3189,0.358,RISING,7.6,,0.254,0.2642,0.2591,0.2642,RISING
Travis Hamonic,DET,D,208,6.7,-0.0965,-0.1556,-0.0413,-0.0978,-0.0413,STABLE,6.4,-0.2293,-0.0648,-0.2167,-0.1703,-0.2167,DECLINING,5.8,-0.3521,0.2254,-0.4668,-0.1978,-0.4668,DECLINING,7.6,-0.3561,0.2916,-0.3546,-0.1397,-0.3546,DECLINING
Ethan Del Mastro,CHI,D,45,3.6,,,,,,,4.1,,,,,,,5.3,,,,,,,6.3,,,,,,
Marco Scandella,STL,D,85,6.9,,,,,,,5.9,-0.0186,,,-0.0186,,,4.3,0.0085,,,0.0085,,,6.1,-0.1434,,,-0.1434,,
