player_name,team,pos,GP,OZI_pooled_score,OZI_23_24,OZI_24_25,OZI_25_26,OZI_trend,OZI_recent,OZI_flag,DZI_pooled_score,DZI_23_24,DZI_24_25,DZI_25_26,DZI_trend,DZI_recent,DZI_flag,NZI_pooled_score,NZI_23_24,NZI_24_25,NZI_25_26,NZI_trend,NZI_recent,NZI_flag,TNZI_pooled_score,TNZI_23_24,TNZI_24_25,TNZI_25_26,TNZI_trend,TNZI_recent,TNZI_flag
Michael Stone,CGY,D,48,9.1,,,,,,,1.6,,,,,,,2.5,,,,,,,4.5,,,,,,
Ryker Evans,SEA,D,175,6.6,,0.3077,-0.5781,-0.1352,-0.5781,DECLINING,8.1,,0.3896,-0.4177,-0.0141,-0.4177,DECLINING,8.2,,0.5468,-0.1164,0.2152,-0.1164,DECLINING,6.9,,0.4494,-0.0258,0.2118,-0.0258,STABLE
Vincent Iorio,NYR,D,36,5.1,,,,,,,6.9,,,,,,,4.1,,,,,,,2.5,,,,,,
TJ Brodie,CHI,D,190,7.8,-0.2318,-0.2672,,-0.2495,-0.2672,DECLINING,7.7,-0.1144,-0.2285,,-0.1714,-0.2285,DECLINING,6.8,0.0756,-0.2791,,-0.1018,-0.2791,DECLINING,8.1,0.0057,-0.2301,,-0.1122,-0.2301,DECLINING
Ryan Suter,STL,D,246,8.1,0.2195,-0.1696,,0.0249,-0.1696,DECLINING,7.2,-0.2411,0.0403,,-0.1004,0.0403,STABLE,7.3,-0.0402,-0.1606,,-0.1004,-0.1606,DECLINING,8.1,-0.0713,0.0619,,-0.0047,0.0619,RISING
Brent Burns,COL,D,327,8.6,0.0678,-0.1526,0.1106,0.0086,0.1106,RISING,8.2,-0.2316,0.2602,-0.1829,-0.0514,-0.1829,DECLINING,9.1,-0.0977,-0.1088,-0.1856,-0.1307,-0.1856,DECLINING,9.7,-0.05,-0.1156,-0.1135,-0.093,-0.1135,DECLINING
Jared Spurgeon,MIN,D,240,9.2,,,0.065,0.065,0.065,RISING,8.6,,,0.0185,0.0185,0.0185,STABLE,7.9,,,0.3035,0.3035,0.3035,RISING,9.2,,,0.1198,0.1198,0.1198,RISING
Joel Nystrom,CAR,D,38,6.8,,,,,,,5.3,,,,,,,6.3,,,,,,,6.2,,,,,,
Emil Lilleberg,TBL,D,163,5.7,,-0.3093,0.3325,0.0116,0.3325,RISING,6.3,,-0.174,-0.062,-0.118,-0.062,DECLINING,6.0,,-0.0375,-0.0267,-0.0321,-0.0267,STABLE,7.0,,0.2839,-0.095,0.0945,-0.095,DECLINING
Will Borgen,NYR,D,323,8.4,-0.0104,0.0028,-0.0663,-0.0246,-0.0663,DECLINING,7.1,-0.0365,0.0264,-0.0801,-0.0301,-0.0801,DECLINING,6.9,-0.0734,-0.0675,0.0617,-0.0264,0.0617,RISING,7.7,-0.1907,0.1301,-0.2132,-0.0913,-0.2132,DECLINING
Colton White,NJD,D,69,7.9,,,,,,,4.6,,,,,,,5.6,,,,,,,5.8,,,,,,
Alexandre Carrier,MTL,D,268,7.6,0.1296,-0.1853,-0.0408,-0.0322,-0.0408,STABLE,8.4,0.0018,-0.1853,0.27,0.0289,0.27,RISING,7.9,-0.2983,-0.0619,0.1519,-0.0694,0.1519,RISING,8.5,-0.1903,0.028,-0.0223,-0.0615,-0.0223,STABLE
Ryan Shea,PIT,D,150,6.6,,0.0877,0.2504,0.169,0.2504,RISING,6.7,,0.296,0.2511,0.2735,0.2511,RISING,7.1,,-0.0384,0.3119,0.1368,0.3119,RISING,8.0,,0.4385,0.0853,0.2619,0.0853,RISING
Niko Mikkola,FLA,D,307,8.6,0.2226,-0.0315,-0.1804,0.0036,-0.1804,DECLINING,8.5,0.0547,0.0988,-0.2382,-0.0283,-0.2382,DECLINING,8.6,0.0456,0.1995,0.0859,0.1103,0.0859,RISING,9.0,-0.2001,0.4332,-0.0496,0.0612,-0.0496,STABLE
Arber Xhekaj,MTL,D,230,5.9,0.1946,-0.299,0.278,0.0579,0.278,RISING,8.0,-0.2957,0.1944,-0.0442,-0.0485,-0.0442,STABLE,7.4,0.137,-0.2815,0.4254,0.0936,0.4254,RISING,7.6,-0.1274,0.2815,0.1581,0.1041,0.1581,RISING
Vladislav Gavrikov,NYR,D,313,7.6,0.1282,-0.1237,0.0702,0.0249,0.0702,RISING,8.7,-0.0707,-0.1529,-0.0067,-0.0768,-0.0067,STABLE,7.9,-0.0045,-0.0792,0.1799,0.0321,0.1799,RISING,8.1,-0.101,0.1299,0.015,0.0146,0.015,STABLE
Matt Roy,WSH,D,311,7.8,0.1042,-0.0121,-0.182,-0.0299,-0.182,DECLINING,10.0,-0.1461,-0.2964,0.2304,-0.0707,0.2304,RISING,7.7,-0.2504,-0.0621,0.0968,-0.0719,0.0968,RISING,7.9,-0.1182,0.2212,-0.2844,-0.0605,-0.2844,DECLINING
Jalen Chatfield,CAR,D,301,8.2,0.2385,-0.3734,0.1358,0.0003,0.1358,RISING,7.9,0.0601,0.1629,0.0762,0.0997,0.0762,RISING,8.4,0.134,-0.0986,-0.0408,-0.0018,-0.0408,STABLE,9.1,0.0254,0.0029,-0.1218,-0.0312,-0.1218,DECLINING
Philippe Myers,TOR,D,91,5.7,,,0.0068,0.0068,0.0068,STABLE,6.0,,,-0.1967,-0.1967,-0.1967,DECLINING,3.0,,,-0.0632,-0.0632,-0.0632,DECLINING,4.7,,,-0.2192,-0.2192,-0.2192,DECLINING
Mark Giordano,TOR,D,124,9.5,-0.1392,,,-0.1392,,,6.6,-0.3765,,,-0.3765,,,7.5,-0.3081,,,-0.3081,,,7.5,-0.2407,,,-0.2407,,
Victor Hedman,TBL,D,266,8.1,0.2237,-0.0386,-0.3801,-0.065,-0.3801,DECLINING,8.4,-0.3347,0.0994,-0.4045,-0.2132,-0.4045,DECLINING,8.2,-0.2382,-0.1201,-0.0595,-0.1392,-0.0595,DECLINING,8.3,-0.0695,-0.0334,-0.3302,-0.1444,-0.3302,DECLINING
Oliver Ekman-Larsson,TOR,D,289,8.9,0.0272,-0.1176,0.0577,-0.0109,0.0577,RISING,6.8,-0.1556,0.1402,-0.0009,-0.0054,-0.0009,STABLE,6.9,0.4671,-0.2351,0.0636,0.0985,0.0636,RISING,8.2,0.1754,-0.1328,-0.0062,0.0121,-0.0062,STABLE
Calvin de Haan,NYR,D,159,7.7,0.0169,-0.5052,,-0.2442,-0.5052,DECLINING,7.5,0.1034,0.1513,,0.1273,0.1513,RISING,7.7,0.085,-0.3181,,-0.1165,-0.3181,DECLINING,8.4,0.0604,-0.1589,,-0.0492,-0.1589,DECLINING
Dmitry Kulikov,FLA,D,232,8.4,0.0807,-0.0448,,0.018,-0.0448,STABLE,7.1,-0.0906,0.1886,,0.049,0.1886,RISING,7.3,0.2654,-0.0241,,0.1206,-0.0241,STABLE,8.5,-0.0056,0.0811,,0.0377,0.0811,RISING
Nick Leddy,SJS,D,223,9.3,0.1351,-0.3922,-0.0571,-0.1047,-0.0571,DECLINING,8.2,0.1174,-0.4141,0.2213,-0.0251,0.2213,RISING,7.6,-0.1181,-0.135,0.3857,0.0442,0.3857,RISING,7.6,-0.1813,-0.1248,0.1631,-0.0476,0.1631,RISING
Brayden McNabb,VGK,D,310,9.4,0.0072,0.139,-0.121,0.0084,-0.121,DECLINING,9.2,-0.0738,0.311,-0.4669,-0.0766,-0.4669,DECLINING,9.4,-0.1142,0.2303,-0.0741,0.014,-0.0741,DECLINING,9.2,-0.1242,0.3158,-0.1454,0.0154,-0.1454,DECLINING
Tyson Barrie,CGY,D,139,8.3,0.0918,,,0.0918,,,6.8,-0.1242,,,-0.1242,,,7.1,-0.6696,,,-0.6696,,,6.9,-0.5097,,,-0.5097,,
Dmitry Orlov,SJS,D,305,7.6,0.3277,-0.3656,0.079,0.0137,0.079,RISING,8.8,-0.3007,0.1478,-0.1176,-0.0901,-0.1176,DECLINING,9.4,-0.0184,-0.1613,-0.0528,-0.0775,-0.0528,DECLINING,9.1,0.0286,0.0014,-0.2036,-0.0579,-0.2036,DECLINING
Declan Carlile,TBL,D,46,6.4,,,,,,,7.0,,,,,,,7.8,,,,,,,6.5,,,,,,
Brian Dumoulin,LAK,D,323,7.5,-0.0272,-0.0716,-0.2528,-0.1172,-0.2528,DECLINING,8.6,-0.1766,-0.1251,0.2819,-0.0066,0.2819,RISING,7.5,-0.1126,-0.2109,0.2897,-0.0112,0.2897,RISING,8.3,-0.056,-0.1418,0.1669,-0.0103,0.1669,RISING
Mattias Ekholm,EDM,D,303,9.9,-0.0053,-0.0214,0.1792,0.0508,0.1792,RISING,9.0,0.0919,-0.1466,-0.0346,-0.0298,-0.0346,STABLE,9.4,-0.0233,-0.1679,-0.0226,-0.0713,-0.0226,STABLE,9.2,-0.068,-0.1231,0.1144,-0.0256,0.1144,RISING
Adam Fox,NYR,D,283,9.1,-0.0911,-0.1486,0.0466,-0.0644,0.0466,STABLE,9.2,-0.1916,-0.1575,0.1664,-0.0609,0.1664,RISING,7.7,-0.1385,-0.0826,0.0453,-0.0586,0.0453,STABLE,8.6,-0.1336,-0.0558,0.0911,-0.0328,0.0911,RISING
Ryan Lindgren,SEA,D,286,8.6,-0.1095,-0.2871,0.0545,-0.114,0.0545,RISING,8.0,-0.2363,-0.0903,0.0251,-0.1005,0.0251,STABLE,7.1,-0.0351,0.0235,0.0044,-0.0024,0.0044,STABLE,8.4,-0.0807,0.084,-0.0379,-0.0115,-0.0379,STABLE
Chris Wideman,MTL,D,46,5.8,,,,,,,5.5,,,,,,,3.6,,,,,,,4.6,,,,,,
Charlie McAvoy,BOS,D,260,9.3,0.0723,-0.1753,-0.0368,-0.0466,-0.0368,STABLE,6.9,-0.1925,-0.0273,-0.0375,-0.0858,-0.0375,STABLE,7.2,-0.1775,-0.1347,0.0061,-0.102,0.0061,STABLE,8.2,-0.0373,-0.1341,0.0046,-0.0556,0.0046,STABLE
David Savard,MTL,D,197,7.1,0.0797,-0.3465,,-0.1334,-0.3465,DECLINING,8.6,-0.161,0.0752,,-0.0429,0.0752,RISING,7.1,-0.1145,-0.098,,-0.1063,-0.098,DECLINING,7.4,-0.131,0.0485,,-0.0413,0.0485,STABLE
Lian Bichsel,DAL,D,88,1.1,,,-0.1387,-0.1387,-0.1387,DECLINING,5.2,,,-0.1001,-0.1001,-0.1001,DECLINING,7.9,,,0.2211,0.2211,0.2211,RISING,7.3,,,-0.1754,-0.1754,-0.1754,DECLINING
Markus Niemelainen,EDM,D,23,5.3,,,,,,,1.9,,,,,,,0.6,,,,,,,0.0,,,,,,
Jakob Chychrun,WSH,D,284,7.2,0.1897,-0.1117,-0.1297,-0.0173,-0.1297,DECLINING,9.0,-0.1311,0.1007,0.0202,-0.0034,0.0202,STABLE,8.3,-0.1701,0.1899,0.2628,0.0942,0.2628,RISING,8.3,-0.124,0.1252,0.1325,0.0446,0.1325,RISING
Kale Clague,BUF,D,36,6.7,,,,,,,2.0,,,,,,,4.8,,,,,,,5.7,,,,,,
Isaiah George,NYI,D,37,3.2,,,,,,,4.8,,,,,,,3.7,,,,,,,4.0,,,,,,
Lane Hutson,MTL,D,166,6.2,,,0.074,0.074,0.074,RISING,8.5,,,-0.1148,-0.1148,-0.1148,DECLINING,7.8,,,0.0751,0.0751,0.0751,RISING,7.7,,,-0.017,-0.017,-0.017,STABLE
David Jiricek,PHI,D,85,7.8,,,,,,,6.3,,,,,,,5.9,,,,,,,6.6,,,,,,
Andrew Peeke,BOS,D,271,6.8,0.0012,-0.0169,0.1327,0.039,0.1327,RISING,7.6,-0.3995,0.2245,0.0488,-0.0421,0.0488,STABLE,6.2,-0.1161,0.0619,0.2401,0.062,0.2401,RISING,7.0,-0.3814,0.2962,0.0658,-0.0065,0.0658,RISING
Dante Fabbro,CBJ,D,277,7.6,0.1267,-0.1067,-0.1275,-0.0358,-0.1275,DECLINING,8.2,-0.0925,0.209,-0.1629,-0.0155,-0.1629,DECLINING,8.4,-0.2276,0.0081,-0.0469,-0.0888,-0.0469,STABLE,8.5,-0.1032,-0.0622,-0.0721,-0.0792,-0.0721,DECLINING
Joshua Mahura,SEA,D,199,7.2,0.0109,0.2215,-0.4848,-0.0841,-0.4848,DECLINING,5.6,-0.1809,-0.0184,-0.253,-0.1508,-0.253,DECLINING,7.2,-0.1817,0.1385,0.0319,-0.0038,0.0319,STABLE,7.9,-0.4734,0.323,0.1357,-0.0049,0.1357,RISING
Kevin Korchinski,CHI,D,105,6.8,,,,,,,5.8,,,,,,,6.0,,,,,,,5.9,,,,,,
Ben Chiarot,DET,D,316,8.0,-0.0654,-0.1057,0.0191,-0.0507,0.0191,STABLE,7.9,-0.1777,0.17,-0.1151,-0.041,-0.1151,DECLINING,6.8,-0.038,-0.0067,0.1381,0.0311,0.1381,RISING,7.6,-0.1157,0.0686,0.0345,-0.0042,0.0345,STABLE
Logan Stanley,BUF,D,183,6.4,,-0.231,-0.0835,-0.1572,-0.0835,DECLINING,6.7,,0.4458,-0.1227,0.1616,-0.1227,DECLINING,6.4,,-0.1216,-0.0813,-0.1015,-0.0813,DECLINING,5.9,,-0.0576,-0.1163,-0.0869,-0.1163,DECLINING
Keaton Middleton,COL,D,44,0.0,,,,,,,6.2,,,,,,,1.8,,,,,,,6.3,,,,,,
Riley Stillman,EDM,D,59,6.9,,,,,,,4.0,,,,,,,4.7,,,,,,,6.2,,,,,,
Denton Mateychuk,CBJ,D,120,7.7,,,0.0904,0.0904,0.0904,RISING,7.9,,,0.1768,0.1768,0.1768,RISING,8.3,,,0.5093,0.5093,0.5093,RISING,7.6,,,0.4659,0.4659,0.4659,RISING
Pavel Mintyukov,ANA,D,203,8.0,,-0.2282,0.2318,0.0018,0.2318,RISING,7.5,,0.2174,-0.2257,-0.0042,-0.2257,DECLINING,6.1,,0.0453,0.1663,0.1058,0.1663,RISING,7.4,,0.0105,0.3326,0.1715,0.3326,RISING
Dennis Cholowski,NJD,D,58,5.0,,,,,,,5.6,,,,,,,7.0,,,,,,,5.7,,,,,,
Samuel Girard,PIT,D,268,8.7,-0.0953,0.0995,-0.4638,-0.1532,-0.4638,DECLINING,9.1,0.0689,0.0519,-0.1833,-0.0208,-0.1833,DECLINING,7.6,0.2587,-0.2671,0.2728,0.0881,0.2728,RISING,8.4,0.0375,-0.0267,-0.0141,-0.0011,-0.0141,STABLE
Simon Nemec,NJD,D,155,6.4,,-0.1596,-0.0383,-0.099,-0.0383,STABLE,8.3,,-0.1169,0.3282,0.1056,0.3282,RISING,7.5,,-0.1504,0.8478,0.3487,0.8478,RISING,6.7,,-0.1647,0.7639,0.2996,0.7639,RISING
Jake Bean,CGY,D,166,6.5,,-0.1155,,-0.1155,-0.1155,DECLINING,7.9,,-0.2226,,-0.2226,-0.2226,DECLINING,5.3,,-0.3462,,-0.3462,-0.3462,DECLINING,6.9,,-0.1339,,-0.1339,-0.1339,DECLINING
Mikhail Sergachev,UTA,D,267,9.1,0.0537,0.1477,-0.2249,-0.0078,-0.2249,DECLINING,8.3,-0.1478,0.2244,-0.2011,-0.0415,-0.2011,DECLINING,8.4,-0.0777,-0.1672,-0.0468,-0.0972,-0.0468,STABLE,8.9,-0.1369,0.0721,-0.0161,-0.027,-0.0161,STABLE
Owen Pickering,PIT,D,29,1.8,,,,,,,3.5,,,,,,,0.0,,,,,,,4.9,,,,,,
Sam Rinzel,CHI,D,63,5.5,,,,,,,5.6,,,,,,,8.7,,,,,,,7.5,,,,,,
Elias Salomonsson,WPG,D,32,6.1,,,,,,,5.4,,,,,,,3.2,,,,,,,4.4,,,,,,
Nick Jensen,OTT,D,287,6.9,0.015,-0.2095,0.0499,-0.0482,0.0499,STABLE,7.7,-0.3062,0.1681,-0.1108,-0.083,-0.1108,DECLINING,7.6,-0.453,-0.0276,0.1834,-0.0991,0.1834,RISING,8.2,-0.4311,0.254,0.0329,-0.048,0.0329,STABLE
Jacob Moverare,LAK,D,90,2.6,,-0.0325,,-0.0325,-0.0325,STABLE,7.3,,-0.1161,,-0.1161,-0.1161,DECLINING,7.6,,0.3219,,0.3219,0.3219,RISING,7.9,,0.3815,,0.3815,0.3815,RISING
Filip Hronek,VAN,D,287,8.7,0.341,0.034,-0.1584,0.0722,-0.1584,DECLINING,7.8,-0.2414,0.2692,-0.1103,-0.0275,-0.1103,DECLINING,8.0,-0.0069,0.0705,-0.0792,-0.0052,-0.0792,DECLINING,7.9,-0.0646,0.0889,-0.0834,-0.0197,-0.0834,DECLINING
Jacob MacDonald,SJS,D,92,8.5,-0.0849,,,-0.0849,,,7.6,-0.259,,,-0.259,,,7.2,-0.58,,,-0.58,,,7.4,-0.835,,,-0.835,,
Troy Stecher,TOR,D,265,8.1,-0.1088,0.0205,-0.1447,-0.0777,-0.1447,DECLINING,7.5,-0.0931,0.0465,-0.1877,-0.0781,-0.1877,DECLINING,8.0,0.0265,-0.1403,0.2864,0.0575,0.2864,RISING,8.1,-0.0946,0.0871,0.0111,0.0012,0.0111,STABLE
Nikita Zaitsev,CHI,D,84,7.3,0.1639,,,0.1639,,,5.6,-0.2848,,,-0.2848,,,6.2,-0.2584,,,-0.2584,,,6.9,-0.1958,,,-0.1958,,
Alex Goligoski,MIN,D,82,9.8,-0.1358,,,-0.1358,,,6.4,-0.5318,,,-0.5318,,,5.1,-0.6094,,,-0.6094,,,5.8,-0.6716,,,-0.6716,,
Nick Blankenburg,COL,D,168,7.0,,,-0.0876,-0.0876,-0.0876,DECLINING,6.4,,,0.0701,0.0701,0.0701,RISING,5.9,,,0.249,0.249,0.249,RISING,7.1,,,0.1157,0.1157,0.1157,RISING
Alexander Edler,LAK,D,64,7.7,,,,,,,7.6,,,,,,,9.2,,,,,,,7.6,,,,,,
Marcus Bjork,CBJ,D,33,7.2,,,,,,,6.5,,,,,,,3.5,,,,,,,4.5,,,,,,
Brenden Dillon,NJD,D,323,7.3,0.3053,-0.2578,-0.1389,-0.0305,-0.1389,DECLINING,7.6,-0.1287,-0.1167,0.2869,0.0138,0.2869,RISING,8.0,-0.202,0.0905,0.2479,0.0455,0.2479,RISING,8.3,-0.2168,0.1775,0.0506,0.0038,0.0506,RISING
Radko Gudas,ANA,D,275,6.9,0.0288,0.0804,-0.0015,0.0359,-0.0015,STABLE,7.7,-0.1624,0.2047,-0.2168,-0.0582,-0.2168,DECLINING,8.0,-0.1481,0.1155,0.1161,0.0278,0.1161,RISING,8.4,-0.1713,0.2056,-0.0678,-0.0112,-0.0678,DECLINING
Vincent Desharnais,SJS,D,218,7.8,0.0377,0.0346,-0.2849,-0.0709,-0.2849,DECLINING,8.3,0.2137,-0.2954,-0.0581,-0.0466,-0.0581,DECLINING,7.3,-0.0102,-0.2983,0.3509,0.0142,0.3509,RISING,7.0,-0.1159,-0.192,0.3172,0.0031,0.3172,RISING
Casey Fitzgerald,FLA,D,27,3.8,,,,,,,0.0,,,,,,,2.9,,,,,,,4.9,,,,,,
Elias Pettersson,VAN,D,97,6.5,,,-0.0129,-0.0129,-0.0129,STABLE,7.4,,,-0.2849,-0.2849,-0.2849,DECLINING,5.9,,,0.0484,0.0484,0.0484,STABLE,5.5,,,0.1718,0.1718,0.1718,RISING
Jayden Struble,MTL,D,171,5.5,,-0.1127,0.2584,0.0729,0.2584,RISING,7.8,,-0.1007,0.3962,0.1478,0.3962,RISING,7.1,,0.1097,0.0491,0.0794,0.0491,STABLE,6.5,,0.5531,-0.2349,0.1591,-0.2349,DECLINING
Philip Broberg,STL,D,206,7.8,,,0.1221,0.1221,0.1221,RISING,8.8,,,-0.0722,-0.0722,-0.0722,DECLINING,8.3,,,0.3526,0.3526,0.3526,RISING,8.5,,,0.0737,0.0737,0.0737,RISING
Victor Mancini,VAN,D,55,4.2,,,-0.1407,-0.1407,-0.1407,DECLINING,5.4,,,-0.2228,-0.2228,-0.2228,DECLINING,4.7,,,-0.3458,-0.3458,-0.3458,DECLINING,4.4,,,-0.1843,-0.1843,-0.1843,DECLINING
Matt Irwin,WSH,D,61,4.8,,,,,,,8.2,,,,,,,3.6,,,,,,,4.8,,,,,,
Chris Tanev,TOR,D,226,9.3,-0.0289,-0.3254,,-0.1772,-0.3254,DECLINING,6.9,-0.0364,-0.0297,,-0.033,-0.0297,STABLE,4.9,0.0591,-0.0349,,0.0121,-0.0349,STABLE,7.9,-0.0288,-0.0288,,-0.0288,-0.0288,STABLE
Justin Holl,STL,D,199,6.8,-0.2314,0.0834,,-0.074,0.0834,RISING,6.0,-0.2974,0.432,,0.0673,0.432,RISING,6.7,-0.3562,0.1047,,-0.1258,0.1047,RISING,7.3,-0.3893,0.207,,-0.0912,0.207,RISING
Patrik Nemeth,UTA,D,75,7.9,,,,,,,5.1,,,,,,,6.6,,,,,,,6.5,,,,,,
Jon Merrill,MIN,D,208,8.3,0.1955,-0.2485,,-0.0265,-0.2485,DECLINING,7.2,0.1074,-0.4226,,-0.1576,-0.4226,DECLINING,7.2,-0.2624,-0.0161,,-0.1393,-0.0161,STABLE,7.4,-0.3912,0.1297,,-0.1307,0.1297,RISING
Justin Faulk,DET,D,298,8.8,-0.0152,-0.0899,0.0287,-0.0254,0.0287,STABLE,8.3,-0.1354,0.2617,-0.0829,0.0144,-0.0829,DECLINING,7.4,-0.0837,0.0785,0.1793,0.0581,0.1793,RISING,8.2,-0.1743,0.2142,-0.1214,-0.0272,-0.1214,DECLINING
Alexander Petrovic,DAL,D,60,3.1,,,,,,,5.4,,,,,,,7.8,,,,,,,5.8,,,,,,
Derek Forbort,VAN,D,145,9.1,0.3347,-0.1663,,0.0842,-0.1663,DECLINING,7.4,-0.2915,0.2978,,0.0031,0.2978,RISING,6.4,0.4727,-0.3327,,0.07,-0.3327,DECLINING,7.5,0.2221,-0.1113,,0.0554,-0.1113,DECLINING
Cam Fowler,STL,D,312,9.1,0.0785,-0.1249,-0.0602,-0.0355,-0.0602,DECLINING,7.7,-0.1868,0.1562,-0.0907,-0.0404,-0.0907,DECLINING,5.9,0.0929,0.0353,0.0657,0.0646,0.0657,RISING,7.6,-0.0078,0.1319,-0.0926,0.0105,-0.0926,DECLINING
Jack Johnson,CBJ,D,204,5.9,0.2119,-0.4163,,-0.1022,-0.4163,DECLINING,6.5,0.0094,-0.1709,,-0.0807,-0.1709,DECLINING,8.0,-0.1256,0.0374,,-0.0441,0.0374,STABLE,7.9,-0.2154,-0.1124,,-0.1639,-0.1124,DECLINING
Marc Staal,PHI,D,117,9.3,0.2443,,,0.2443,,,6.6,-0.3976,,,-0.3976,,,6.9,0.1057,,,0.1057,,,8.5,0.0246,,,0.0246,,
Erik Gudbranson,CBJ,D,201,8.1,0.0411,,,0.0411,,,8.0,0.056,,,0.056,,,5.9,0.0272,,,0.0272,,,6.9,0.0725,,,0.0725,,
Jarred Tinordi,CHI,D,96,6.3,0.4082,,,0.4082,,,6.2,-0.1103,,,-0.1103,,,4.9,-0.0166,,,-0.0166,,,5.6,-0.2436,,,-0.2436,,
Marc-Edouard Vlasic,SJS,D,162,9.3,0.0206,-0.4835,,-0.2315,-0.4835,DECLINING,7.1,-0.0085,-0.1483,,-0.0784,-0.1483,DECLINING,6.0,-0.3964,0.3369,,-0.0298,0.3369,RISING,7.6,-0.3789,0.4815,,0.0513,0.4815,RISING
Kris Letang,PIT,D,294,7.1,0.0853,-0.1945,-0.0535,-0.0542,-0.0535,DECLINING,8.6,-0.1217,0.0875,0.1427,0.0361,0.1427,RISING,8.0,-0.0825,-0.0866,0.3246,0.0518,0.3246,RISING,8.1,-0.1181,0.0542,0.2128,0.0496,0.2128,RISING
Jani Hakanpää,TOR,D,148,6.1,0.1692,,,0.1692,,,7.1,-0.0617,,,-0.0617,,,7.1,-0.1985,,,-0.1985,,,7.0,-0.1493,,,-0.1493,,
Gavin Bayreuther,CBJ,D,51,6.8,,,,,,,7.9,,,,,,,4.3,,,,,,,4.1,,,,,,
Kevin Gravel,NSH,D,29,2.7,,,,,,,3.0,,,,,,,2.5,,,,,,,5.4,,,,,,
Juuso Välimäki,UTA,D,189,8.7,0.0958,-0.071,,0.0124,-0.071,DECLINING,7.8,-0.364,0.1688,,-0.0976,0.1688,RISING,8.0,0.1739,-0.2553,,-0.0407,-0.2553,DECLINING,8.1,-0.1216,-0.1492,,-0.1354,-0.1492,DECLINING
Nicolas Hague,NSH,D,285,7.7,0.0391,-0.0889,0.0089,-0.0136,0.0089,STABLE,8.4,-0.2932,0.3458,-0.2314,-0.0596,-0.2314,DECLINING,7.8,0.2295,-0.0738,-0.1183,0.0125,-0.1183,DECLINING,7.1,0.0168,0.0239,-0.006,0.0116,-0.006,STABLE
Conor Timmins,BUF,D,159,7.5,0.2171,0.2658,-0.1143,0.1228,-0.1143,DECLINING,5.8,0.0582,-0.149,0.346,0.0851,0.346,RISING,5.3,-0.2015,-0.0676,0.114,-0.0517,0.114,RISING,7.3,-0.4235,0.121,0.2062,-0.0321,0.2062,RISING
Mario Ferraro,SJS,D,310,7.0,0.0903,-0.0408,-0.0438,0.0019,-0.0438,STABLE,8.9,-0.345,0.0995,0.1205,-0.0417,0.1205,RISING,7.4,0.1924,-0.2286,0.1923,0.052,0.1923,RISING,7.8,0.0609,-0.1224,0.0969,0.0118,0.0969,RISING
Cal Foote,NJD,D,54,5.3,,,,,,,8.0,,,,,,,6.5,,,,,,,5.9,,,,,,
Cale Fleury,SEA,D,49,6.5,,,,,,,6.6,,,,,,,7.3,,,,,,,7.2,,,,,,
Mikey Anderson,LAK,D,307,7.4,0.2489,-0.1914,0.0142,0.0239,0.0142,STABLE,8.3,0.0131,-0.1698,-0.1332,-0.0967,-0.1332,DECLINING,9.0,0.0779,-0.4787,0.2447,-0.052,0.2447,RISING,8.9,-0.0464,-0.2225,0.2008,-0.0227,0.2008,RISING
Urho Vaakanainen,NYR,D,176,5.5,0.382,-0.6527,0.2604,-0.0034,0.2604,RISING,5.7,0.2875,0.0498,-0.332,0.0018,-0.332,DECLINING,6.5,0.0133,-0.3984,0.3713,-0.0046,0.3713,RISING,7.0,0.2132,-0.2927,0.0321,-0.0158,0.0321,STABLE
John Klingberg,SJS,D,147,7.8,,,,,,,8.7,,,,,,,5.9,,,,,,,6.4,,,,,,
Henri Jokiharju,BOS,D,235,9.0,-0.0329,-0.159,-0.3933,-0.1951,-0.3933,DECLINING,8.1,0.0411,-0.0008,-0.1853,-0.0483,-0.1853,DECLINING,6.3,0.1543,-0.0068,-0.1076,0.0133,-0.1076,DECLINING,7.9,0.0672,0.0948,-0.3359,-0.058,-0.3359,DECLINING
Miro Heiskanen,DAL,D,277,8.6,0.2647,-0.151,0.0452,0.053,0.0452,STABLE,8.3,-0.1756,-0.0107,-0.0489,-0.0784,-0.0489,STABLE,8.4,-0.0367,-0.2594,0.2919,-0.0014,0.2919,RISING,8.6,0.0858,-0.3082,0.2519,0.0098,0.2519,RISING
Timothy Liljegren,WSH,D,238,8.3,0.0339,-0.2499,-0.1422,-0.1194,-0.1422,DECLINING,7.6,-0.0123,-0.1211,-0.0832,-0.0722,-0.0832,DECLINING,6.4,-0.0165,-0.0989,0.1568,0.0138,0.1568,RISING,7.3,-0.2092,0.1371,0.0145,-0.0192,0.0145,STABLE
Dylan Samberg,WPG,D,266,8.3,0.5085,-0.0958,-0.2403,0.0574,-0.2403,DECLINING,8.6,0.0695,0.2036,-0.3146,-0.0139,-0.3146,DECLINING,8.1,0.0529,0.0414,-0.0799,0.0048,-0.0799,DECLINING,8.3,-0.0534,-0.0223,0.1055,0.0099,0.1055,RISING
Hunter Brzustewicz,CGY,D,34,4.8,,,,,,,6.2,,,,,,,5.5,,,,,,,5.2,,,,,,
