player_name,team,pos,GP,seasons_qualified,IOZC,IOZL,OZI,OZI_C,OZI_L,OZI_CL,DZI,DZI_C,DZI_L,DZI_CL,NZI,NZI_C,NZI_L,NZI_CL,TNZI,TNZI_C,TNZI_L,TNZI_CL,DOZI_23_24,DOZI_24_25,DOZI_25_26,DOZI_trend,DOZI_recent,DOZI_flag
Vince Dunn,SEA,D,282,4,0.7928,0.846,8.0,6.8,7.7,7.0,8.6,8.4,4.2,4.4,8.6,8.3,7.6,7.6,8.4,8.4,6.8,6.6,-0.2046,0.1634,-0.0897,-0.0437,-0.0897,DECLINING
Erik Cernak,TBL,D,276,4,0.7931,0.835,8.9,7.8,8.5,8.0,7.4,7.2,4.6,4.6,7.9,7.6,5.8,5.8,9.0,9.0,6.8,6.6,0.0648,0.0273,0.036,0.0427,0.036,STABLE
Victor Hedman,TBL,D,266,4,0.7943,0.8493,8.1,6.9,7.8,7.1,8.4,8.3,7.2,7.2,8.2,8.1,6.6,6.5,8.3,8.3,6.8,6.5,-0.0695,-0.0334,-0.3302,-0.1444,-0.3302,DECLINING
Dmitry Orlov,SJS,D,305,4,0.7899,0.8265,7.6,6.9,7.2,6.9,8.8,8.7,6.0,6.2,9.4,9.1,6.1,6.1,9.1,9.2,6.6,6.5,0.0286,0.0014,-0.2036,-0.0579,-0.2036,DECLINING
Sean Walker,CAR,D,314,4,0.7883,0.8214,7.4,7.3,7.1,7.0,9.5,9.6,6.1,6.5,8.9,8.7,6.7,6.7,9.1,9.2,6.5,6.5,-0.0106,0.1729,0.0917,0.0847,0.0917,RISING
Travis Sanheim,PHI,D,325,4,0.7943,0.8306,9.6,9.0,9.7,9.7,8.0,7.7,6.7,6.6,8.2,7.6,4.8,4.9,9.1,9.1,6.7,6.5,0.2101,-0.0267,-0.0199,0.0545,-0.0199,STABLE
Alexander Nikishin,CAR,D,81,1,0.7773,0.8429,7.1,8.0,6.7,7.4,9.3,9.5,7.0,7.5,8.4,8.3,6.9,6.8,7.0,7.4,6.1,6.5,,,,,,
Calvin de Haan,NYR,D,159,3,0.7816,0.8213,7.7,7.6,7.0,7.0,7.5,7.6,6.2,6.4,7.7,8.1,5.0,4.9,8.4,8.7,6.2,6.4,0.0604,-0.1589,,-0.0492,-0.1589,DECLINING
Dante Fabbro,CBJ,D,277,4,0.7911,0.8324,7.6,6.9,7.1,6.6,8.2,8.1,4.5,4.8,8.4,8.1,6.7,6.7,8.5,8.6,6.5,6.4,-0.1032,-0.0622,-0.0721,-0.0792,-0.0721,DECLINING
Jake Sanderson,OTT,D,303,4,0.795,0.8386,8.8,7.6,8.2,7.5,7.8,7.6,6.0,6.0,7.3,6.9,4.7,4.8,8.7,8.7,6.7,6.4,-0.0174,0.0349,0.0242,0.0139,0.0242,STABLE
Jared Spurgeon,MIN,D,240,3,0.7898,0.8156,9.2,8.5,8.8,8.5,8.6,8.5,3.6,4.0,7.9,7.5,4.8,4.9,9.2,9.2,6.4,6.3,,,0.1198,0.1198,0.1198,RISING
Keaton Middleton,COL,D,44,1,0.7624,0.8257,0.0,3.5,0.0,2.1,6.2,7.0,2.9,3.9,1.8,3.5,3.9,3.5,6.3,6.9,5.5,6.3,,,,,,
Samuel Girard,PIT,D,268,4,0.7871,0.8268,8.7,8.4,8.1,8.0,9.1,9.4,4.9,5.6,7.6,7.5,5.0,5.0,8.4,8.5,6.3,6.3,0.0375,-0.0267,-0.0141,-0.0011,-0.0141,STABLE
Sean Durzi,UTA,D,238,4,0.7919,0.8379,8.2,7.2,8.0,7.5,8.2,8.1,4.8,5.1,9.0,8.6,6.9,6.9,8.2,8.3,6.5,6.3,0.0573,-0.1455,0.0455,-0.0142,0.0455,STABLE
Cody Ceci,LAK,D,326,4,0.7955,0.8414,7.1,5.8,6.5,5.7,8.6,8.2,3.7,3.8,8.5,7.7,7.4,7.4,8.4,8.4,6.7,6.3,-0.0492,-0.0955,0.0545,-0.0301,0.0545,RISING
Rasmus Ristolainen,PHI,D,212,4,0.7904,0.8313,9.2,8.8,9.1,9.1,7.0,6.8,5.0,5.0,7.0,6.7,4.6,4.7,8.3,8.4,6.4,6.3,-0.1123,0.1305,-0.1533,-0.045,-0.1533,DECLINING
Josh Morrissey,WPG,D,315,4,0.7961,0.8293,9.4,8.1,9.3,8.7,8.6,8.3,6.0,5.9,9.0,8.5,6.5,6.6,8.9,8.9,6.6,6.3,-0.0244,0.2285,-0.2953,-0.0304,-0.2953,DECLINING
Justin Braun,PHI,D,51,1,0.7753,0.8598,9.1,8.6,9.2,9.2,5.3,5.8,2.8,3.5,4.0,5.6,4.9,4.5,5.5,6.0,6.0,6.3,,,,,,
Roman Josi,NSH,D,270,4,0.7923,0.823,8.1,6.7,7.7,6.9,8.4,8.2,5.2,5.3,8.2,7.8,5.4,5.5,9.0,9.0,6.5,6.3,-0.0011,0.0269,-0.1914,-0.0552,-0.1914,DECLINING
