player_id,name,pos,n_seasons,toi_total,team_recent,raw_mean,ZA_mean,IOC_mean,IOL_mean,FA_mean,small_sample
8482659,Josh Doan,F,2,1477.65,BUF,0.5795812981620241,0.5773819525197269,0.49795225438869906,0.48793138843001493,0.5876493038152675,True
8476326,Josh Archibald,F,1,618.5666666666667,PIT,0.5551020408163265,0.5783482421450887,0.5009217423848173,0.48939443775414593,0.5833026968541996,True
8470638,Patrice Bergeron,F,1,1361.4333333333334,BOS,0.6103646833013435,0.5999906336482084,0.5049245228983598,0.5195945574567117,0.5785053258809058,True
8481532,Alex Turcotte,F,2,1132.3833333333334,LAK,0.5879820444807182,0.5895827097757342,0.5004438114875784,0.5203453377096747,0.5775486755424992,True
8479638,Justin Brazeau,F,3,1644.6,PIT,0.5702004640724258,0.5739724607964436,0.5054779015161825,0.49676816274723956,0.57657968269427,False
8481726,Adam Edstrom,F,2,677.3833333333333,NYR,0.5411483253588516,0.5587591918608876,0.499758405025039,0.4753785252995213,0.5747350854953435,True
8479542,Brandon Hagel,F,4,5576.55,TBL,0.5827049390427107,0.5801467104488127,0.5018733635763949,0.501849263798658,0.5743897363044417,False
8476873,Mark Jankowski,F,4,2216.45,CAR,0.576139300983101,0.576594961521025,0.4965637601750417,0.5077955299090211,0.568757784299916,False
8480027,Jason Robertson,F,4,5459.383333333333,DAL,0.5719555575834248,0.5721737695620843,0.5000962155277522,0.5009750139853832,0.5686998212859828,False
8480801,Brady Tkachuk,F,4,5159.633333333333,OTT,0.5751059779117259,0.5663950445001237,0.5020848314107895,0.49461269600367397,0.5681990138634055,False
8475855,Jesper Fast,F,2,2100.2833333333333,CAR,0.6106184903193461,0.6084704681445061,0.5019623360053389,0.5468425000140342,0.5677989817121976,False
8477903,Garnet Hathaway,F,4,3185.9166666666665,PHI,0.5551422172831676,0.5736015582427357,0.5037965777621474,0.5061823910756691,0.5677788468294287,False
8478402,Connor McDavid,F,4,6023.6,EDM,0.5992428505525812,0.5864069460828895,0.5009232623247084,0.5238335314438282,0.5650733608591342,False
8479421,Jacob Moverare,D,2,793.75,LAK,0.5765984431032974,0.5786582540034798,0.49849095320624676,0.5221837497266314,0.5621106956474037,True
8475848,Brendan Gallagher,F,4,3247.6833333333334,MTL,0.5213911038481595,0.5255179081416221,0.5009193361897748,0.4496420089114698,0.5618659200545036,False
8476422,Mike Reilly,D,3,1711.1666666666667,CAR,0.5853572400088645,0.5689119807990549,0.49531287978640703,0.512197593070526,0.559996735584643,False
8478843,Denis Malgin,F,1,709.7666666666667,COL,0.5689655172413793,0.5700274010839468,0.4943405562428046,0.5095607176390959,0.5596872062632666,True
8473533,Jordan Staal,F,4,4424.316666666667,CAR,0.5851365955034931,0.5879974537222542,0.5038638138600116,0.5342096179293602,0.5596335140702291,False
8479323,Adam Fox,D,4,6109.183333333333,NYR,0.5475278795463382,0.5387135476286838,0.5009448546391768,0.46863744146146213,0.5576404753685615,False
