player_id,season,NFI_pct,ZA_NFI_emp,IOC_NFI,IOL_NFI,FA_NFI_emp,CF_pct,ZA_CF_emp,ZA_CF_trad,IOC_CF,IOL_CF,FA_CF_emp,FA_CF_trad,FF_pct,ZA_FF_emp,ZA_FF_trad,IOC_FF,IOL_FF,FA_FF_emp,FA_FF_trad,name,pos,team,toi_sec,IOC_V1b,IOL_V1b,FA_V1b,V1b_raw,V1b_ZA,toi_min,small_sample
8483570,20252026,0.5735294117647058,0.6016771129615518,0.4999241579175146,0.4549464250497978,0.6293347412904385,0.492091388400703,0.5023204512529548,0.501290106349421,0.4965632609130278,0.4918282974107212,0.5019943546867631,0.5009521736235799,0.48661800486618,0.517920324867941,0.495816722814898,0.4995200112094365,0.4666101302283301,0.5377211602859205,0.5173652490512609,Ben Meyers,F,SEA,23079.0,0.49881675452504887,0.475287254576443,0.6255310401471058,0.5735294117647058,0.6016771129615518,384.65,True
8483756,20252026,0.6363636363636364,0.6619741640697804,0.4807905525559615,0.5076226020163059,0.6447667920472642,0.5280665280665281,0.5373735651049502,0.5364360932839194,0.4900043612263007,0.5020439410852975,0.5240343349408925,0.5229693015470768,0.5264705882352941,0.5549513841647862,0.5348401534526854,0.4832402485094614,0.4985653718856419,0.5446122915910909,0.5227118972988116,Jared Wright,F,LAK,14555.0,0.4785229694232478,0.5400155051950358,0.6112667295778103,0.6363636363636364,0.6619741640697804,242.58333333333334,True
8482148,20252026,0.5885416666666666,0.5902470579151938,0.5037993884616819,0.4641591523612726,0.6137991018813085,0.5348525469168901,0.5354722975013826,0.5354098717576544,0.500895282787638,0.4906748432497034,0.5408249469564228,0.5408054455359984,0.547945205479452,0.5498417263433151,0.5485025303202163,0.5046897586340665,0.4650444370793397,0.5736184620671423,0.5746469208948592,Hendrix Lapierre,F,WSH,24332.0,0.5023072651265381,0.48712128821666784,0.6036311454328609,0.5885416666666666,0.5902470579151938,405.53333333333336,True
8480876,20252026,0.5670103092783505,0.5556513699927054,0.501354456762218,0.4629522676786193,0.5787376830240347,0.5612535612535613,0.5571256467544264,0.5575414400414401,0.500912447755888,0.4769564935701164,0.5696501184335665,0.5701621889192418,0.5448028673835126,0.5321708890236001,0.5410907461713914,0.5011219229449498,0.4691544662402521,0.551228542174598,0.5619105643321858,Curtis Douglas,F,TBL,12772.0,0.505029058496654,0.4602757757816418,0.5974584704206314,0.5670103092783505,0.5556513699927054,212.86666666666667,True
8481726,20252026,0.5894736842105263,0.598110665695003,0.5010944171136738,0.4953487138890682,0.599565684201624,0.4974747474747474,0.5006134843058868,0.5002973281199088,0.5025400449173486,0.4845249691458383,0.5110999827038347,0.5108696737187832,0.4892086330935252,0.4988135935976061,0.4920312137386864,0.4998780302972709,0.4832074727524546,0.5079979359947313,0.5020266624507073,Adam Edstrom,F,NYR,12217.0,0.4991695321908427,0.5056970275608114,0.5912766439547632,0.5894736842105263,0.598110665695003,203.61666666666667,True
8477903,20252026,0.5703125,0.5865843822442351,0.5097095175783436,0.5115292837001144,0.5817657321570171,0.5289855072463768,0.5348988180718937,0.5343031868043879,0.5048069689207341,0.5003834441412801,0.5397749025836335,0.5392299898610013,0.4808184143222506,0.4989139476476185,0.4861360938802617,0.5087862816641288,0.4864909674981716,0.5110495955185834,0.4998004273621306,Garnet Hathaway,F,PHI,24392.0,0.5095434699261301,0.49973949006280144,0.5903480787307799,0.5703125,0.5865843822442351,406.53333333333336,True
8482751,20252026,0.5495049504950495,0.5631356776378237,0.5034233169396375,0.4571689064557757,0.5911312651179409,0.49813200498132,0.5030855023802818,0.5025865504358655,0.4990982801637023,0.4906860817343786,0.5063260842657541,0.5058491513532478,0.4850993377483443,0.5002577117802393,0.4895538832028898,0.5016454387135982,0.4662643836329166,0.5214988909370714,0.512780167624701,Ryan Winterton,F,SEA,28540.0,0.5042100837544299,0.47576947775055434,0.5888687973861723,0.5495049504950495,0.5631356776378237,475.6666666666667,True
8482634,20252026,0.5607476635514018,0.5622351436959506,0.505457753566207,0.471260193964061,0.5819343968983587,0.5203426124197003,0.5208831726517298,0.5208287235308113,0.5037217567875083,0.4968206564058123,0.5263446815463287,0.5263421570392067,0.5169230769230769,0.5185772645654464,0.517409188034188,0.505475073713219,0.4919534918381734,0.5252587215058664,0.5249607572541602,Alex Steeves,F,BOS,16991.0,0.5059173435063671,0.4806104828747395,0.5838079951323605,0.5607476635514018,0.5622351436959506,283.18333333333334,True
8475220,20252026,0.5785714285714286,0.5889161768494269,0.4974030171494821,0.5149306555634425,0.5754653755832548,0.5657237936772047,0.5694831443817739,0.5691044754953866,0.4966810849110955,0.5133281408564832,0.5580867630241403,0.5576143217638241,0.5545023696682464,0.5660064928174524,0.5578830514864282,0.4933544322759139,0.5001752507596783,0.5603991980589111,0.5514255053198305,Marcus Foligno,F,MIN,21497.0,0.4977707082300962,0.5118220466046546,0.5752556632731666,0.5785714285714286,0.5889161768494269,358.28333333333336,True
8477573,20252026,0.5051546391752577,0.5226401200581168,0.5123249885099478,0.4747590436300158,0.5435751772728175,0.523121387283237,0.5294757279699519,0.5288356729975227,0.5020978332552427,0.4825557545099862,0.5404705230526919,0.5399188115504556,0.4980842911877394,0.5175294357184501,0.5037985769020251,0.504444206545836,0.4609629653073341,0.5438268499898101,0.5326778706387981,Nathan Walker,F,STL,12996.0,0.5115444551552076,0.4532314177576952,0.5744529000827506,0.5051546391752577,0.5226401200581168,216.6,True
