rank,player_id,player_name,position,team_recent,n_seasons,toi_total,NFI_pct,NFI_pct_ZA,NFI_pct_3A,CF_pct,CF_pct_ZA,RelNFI_pct,RelNFI_F_pct,RelNFI_A_pct,NFQOC,NFQOL,oz_ratio,NFI_pct_3A_MOM_3yr,rank_NFI_ZA,rank_CF_ZA,rank_change
139,8475906,John Klingberg,D,SJS,3,2419.85,0.443746,0.430938,0.469285,0.46972,0.456912,1.030513,1.383265,-0.352752,0.503218,0.440914,0.536594,,557,556,-1
140,8481789,Tye Kartye,F,NYR,3,2044.25,0.516582,0.532811,0.531683,0.490925,0.507154,1.028253,1.571885,-0.543631,0.496808,0.49666,0.453631,,134,220,86
141,8480012,Elias Pettersson,F,VAN,4,5223.083333,0.50974,0.501757,0.506869,0.502691,0.494707,1.023022,-1.958575,2.981597,0.502484,0.48825,0.522809,-0.019767,291,347,56
142,8475164,Jakob Silfverberg,F,ANA,2,2287.883333,0.410965,0.459785,0.52072,0.46486,0.51368,1.016161,-2.499701,3.515861,0.50415,0.40647,0.360513,,508,171,-337
143,8479525,Ross Colton,F,COL,4,3504.7,0.546064,0.559878,0.550624,0.519058,0.532872,1.009121,1.947055,-0.937934,0.495661,0.514885,0.460533,0.006882,32,63,31
144,8480865,Noah Dobson,D,MTL,4,6250.666667,0.516968,0.501526,0.501137,0.511002,0.495559,1.004612,-0.356775,1.361387,0.501643,0.497483,0.544122,-0.020888,295,337,42
145,8480073,Erik Brannstrom,D,VAN,3,2874.983333,0.516296,0.494251,0.499218,0.5226,0.500555,1.003818,1.7105,-0.706683,0.498039,0.489584,0.562987,,344,288,-56
146,8476461,Sean Couturier,F,PHI,3,3430.05,0.545394,0.552841,0.541048,0.531921,0.539367,1.002657,-0.197341,1.199998,0.501857,0.516887,0.478725,,48,47,-1
147,8476917,Adam Pelech,D,NYI,4,4794.8,0.51009,0.52919,0.53544,0.508714,0.527814,0.988838,0.562184,0.426654,0.502122,0.485714,0.445429,-0.013071,147,93,-54
148,8478450,Parker Wotherspoon,D,PIT,3,2654.7,0.523352,0.545515,0.546447,0.494392,0.516554,0.988812,0.801352,0.18746,0.507255,0.495429,0.436679,,73,150,77
149,8480800,Quinn Hughes,D,MIN,4,6936.933333,0.525318,0.496372,0.499298,0.501434,0.472488,0.98739,0.044928,0.942462,0.499768,0.490545,0.582703,0.014315,327,501,174
150,8476389,Vincent Trocheck,F,NYR,4,5932.733333,0.504951,0.495967,0.497702,0.503268,0.494284,0.985277,-1.005624,1.990901,0.502637,0.492267,0.52567,-0.020293,331,353,22
151,8481598,Philip Broberg,D,STL,3,3109.483333,0.53309,0.539271,0.527979,0.50256,0.508741,0.98453,0.83447,0.150061,0.498644,0.515303,0.482339,,106,210,104
152,8479976,Juuso Välimäki,D,UTA,3,3431.316667,0.492491,0.494856,0.513599,0.495755,0.49812,0.98432,1.259159,-0.27484,0.499787,0.471826,0.493244,,336,313,-23
153,8484258,Sam Malinski,D,COL,3,2349.366667,0.54882,0.570661,0.55413,0.517627,0.539468,0.975601,1.748818,-0.773217,0.495783,0.526465,0.437599,,20,46,26
154,8475158,Ryan O'Reilly,F,NSH,4,5032.833333,0.517449,0.504132,0.502064,0.497961,0.484644,0.968281,-1.156521,2.124802,0.50384,0.498867,0.53805,-0.003743,278,431,153
155,8480043,Timothy Liljegren,D,SJS,4,3995.95,0.514532,0.508659,0.505259,0.505088,0.499215,0.966715,1.488506,-0.52179,0.501996,0.495855,0.516779,-0.024319,254,299,45
156,8475763,Kevin Hayes,F,PIT,4,3518.483333,0.482671,0.493101,0.515895,0.493314,0.503744,0.947448,0.475675,0.471773,0.503102,0.460547,0.4702,0.01988,348,257,-91
157,8479591,Michael Eyssimont,F,BOS,4,2734.9,0.520039,0.532647,0.531846,0.503526,0.516134,0.944943,3.052037,-2.107094,0.499029,0.498441,0.463978,-0.020109,135,154,19
158,8482078,Lucas Raymond,F,DET,4,5209.033333,0.474969,0.49131,0.521166,0.486484,0.502824,0.942883,-0.210196,1.153079,0.50308,0.447275,0.453313,0.003432,358,267,-91
159,8470794,Joe Pavelski,F,DAL,2,2832.433333,0.559382,0.548284,0.495327,0.507257,0.496159,0.937029,0.150308,0.78672,0.498686,0.575091,0.53171,,65,333,268
160,8477946,Dylan Larkin,F,DET,4,5405.533333,0.472969,0.48395,0.508346,0.498749,0.50973,0.936764,-1.120644,2.057408,0.504636,0.457779,0.468625,-0.036133,400,201,-199
161,8479372,Joshua Mahura,D,SEA,4,2615.65,0.520545,0.504445,0.502795,0.512835,0.496736,0.933564,1.755984,-0.822421,0.497726,0.498834,0.545999,0.02849,276,326,50
162,8476826,Yanni Gourde,F,TBL,4,4515.2,0.529121,0.540022,0.534037,0.511334,0.522234,0.928908,0.437616,0.491293,0.500009,0.505074,0.468856,0.016507,102,115,13
163,8478493,Joel Eriksson Ek,F,MIN,4,4702.083333,0.538704,0.554052,0.547067,0.513589,0.528937,0.926493,-1.914941,2.841435,0.503662,0.507427,0.456149,-0.004909,47,83,36
164,8476456,Jonathan Huberdeau,F,CGY,4,4739.233333,0.52028,0.478013,0.475032,0.510397,0.46813,0.900906,-0.058192,0.959098,0.499641,0.498357,0.620762,-0.009363,436,528,92
165,8478420,Mikko Rantanen,F,DAL,4,6084.833333,0.536607,0.492299,0.470862,0.504541,0.460233,0.900649,0.426118,0.474532,0.499039,0.529751,0.626593,0.011933,352,549,197
166,8482720,Matthew Knies,F,TOR,3,3413.716667,0.515819,0.5101,0.501685,0.494411,0.488691,0.879082,0.29938,0.579701,0.500939,0.509835,0.51634,,246,392,146
167,8482858,Ryker Evans,D,SEA,3,2795.716667,0.492817,0.478449,0.489145,0.493473,0.479104,0.866854,0.320438,0.546416,0.500026,0.478319,0.541054,,434,465,31
168,8477501,Valeri Nichushkin,F,COL,4,3829.65,0.546281,0.527676,0.504524,0.503759,0.485155,0.862902,-0.567514,1.430416,0.498238,0.534446,0.553157,0.011931,154,426,272
169,8478440,Dylan Strome,F,WSH,4,5117.716667,0.511411,0.448098,0.455607,0.49676,0.433447,0.856099,0.788244,0.067855,0.502086,0.486352,0.680894,-0.019406,539,570,31
170,8477951,Nick Schmaltz,F,UTA,4,5177.1,0.509653,0.495323,0.507113,0.503423,0.489093,0.851476,-0.903436,1.754912,0.498999,0.480616,0.540942,-0.005421,334,387,53
171,8481624,Ilya Mikheyev,F,CHI,4,3928.583333,0.477095,0.502803,0.522908,0.485895,0.511602,0.843936,-0.096122,0.940057,0.503392,0.456433,0.42655,0.002955,287,182,-105
172,8474600,Roman Josi,D,NSH,4,6172.933333,0.514204,0.476216,0.476141,0.499827,0.461839,0.842407,0.166139,0.676268,0.499768,0.498831,0.608539,-0.024651,443,545,102
173,8478891,Mason Appleton,F,DET,4,3448.216667,0.51785,0.55638,0.547743,0.502335,0.540865,0.835736,2.159421,-1.323685,0.50263,0.509868,0.389914,-0.060865,40,43,3
174,8478057,Dakota Joshua,F,TOR,4,2960.75,0.514262,0.541924,0.543938,0.493321,0.520982,0.833862,1.835101,-1.001238,0.498804,0.494518,0.420967,0.008739,94,126,32
175,8478873,Troy Terry,F,ANA,4,4842.033333,0.447756,0.43785,0.479078,0.495506,0.4856,0.801133,0.432046,0.369087,0.501214,0.429741,0.5283,-0.01838,547,420,-127
176,8477987,Ryan Donato,F,CHI,4,3891.116667,0.450982,0.46357,0.49906,0.485586,0.498174,0.793455,0.96255,-0.169096,0.502359,0.434174,0.464035,0.00104,497,312,-185
177,8477934,Leon Draisaitl,F,EDM,4,5688.933333,0.569368,0.546303,0.504495,0.522068,0.499003,0.79285,-0.184735,0.977585,0.500459,0.55985,0.565898,0.010334,71,302,231
178,8477956,David Pastrnak,F,BOS,4,5764.2,0.518932,0.472754,0.470961,0.505254,0.459076,0.788687,-0.428947,1.217634,0.502395,0.493609,0.631938,-0.006678,459,554,95
179,8479442,Troy Stecher,D,TOR,4,3967.733333,0.493883,0.509721,0.521034,0.483234,0.499072,0.773453,1.388917,-0.615464,0.496899,0.482546,0.454747,0.037294,249,301,52
180,8478421,A.J. Greer,F,FLA,4,2454.8,0.51613,0.539789,0.543984,0.505077,0.528737,0.772558,1.897927,-1.125369,0.500125,0.492439,0.432401,-0.017285,104,85,-19
181,8481593,Jayden Struble,D,MTL,3,2218.5,0.497777,0.480046,0.492328,0.49538,0.477649,0.766484,2.45691,-1.690426,0.501798,0.478712,0.55066,,425,472,47
182,8479365,Trent Frederic,F,EDM,4,3350.616667,0.524778,0.546622,0.542849,0.498733,0.520577,0.766322,2.080823,-1.314501,0.498822,0.50053,0.437589,-0.021901,70,128,58
183,8477964,Ivan Barbashev,F,VGK,4,4651.6,0.522466,0.499385,0.47783,0.506065,0.482984,0.760237,1.722703,-0.962466,0.502048,0.529465,0.565947,0.009147,308,446,138
184,8482245,Artem Zub,D,OTT,4,4673.15,0.53314,0.556151,0.541977,0.519573,0.542584,0.750471,0.501933,0.248538,0.503545,0.517041,0.434255,-0.005673,41,36,-5
185,8482740,Wyatt Johnston,F,DAL,4,5143.583333,0.54618,0.542938,0.527444,0.489038,0.485795,0.744864,-0.421964,1.166828,0.499721,0.520908,0.509263,0.002731,87,415,328
186,8481596,Shane Pinto,F,OTT,4,3965.183333,0.53251,0.561444,0.552914,0.52108,0.550013,0.743919,-0.088036,0.831955,0.500886,0.508959,0.417334,0.026158,27,25,-2
187,8479336,Carl Grundstrom,F,PHI,4,2084.466667,0.517611,0.509898,0.50985,0.516732,0.509019,0.738504,2.05074,-1.312237,0.497723,0.494494,0.522038,-0.013879,248,207,-41
188,8481581,Thomas Harley,D,DAL,3,4471.783333,0.540572,0.527292,0.507229,0.501414,0.488134,0.729935,1.457593,-0.727658,0.499409,0.528497,0.537942,,157,396,239
189,8471709,Marc-Edouard Vlasic,D,SJS,3,2633.166667,0.480624,0.523055,0.553543,0.486106,0.528538,0.727948,0.820788,-0.09284,0.497639,0.45147,0.378768,,181,87,-94
190,8475455,Brenden Dillon,D,NJD,4,5377.816667,0.519087,0.524701,0.521131,0.498165,0.503779,0.718224,0.580232,0.137992,0.500632,0.501483,0.48396,0.000779,170,254,84
191,8480893,Kirill Marchenko,F,CBJ,4,4583.283333,0.489217,0.465092,0.475025,0.492971,0.468847,0.71207,0.063958,0.648112,0.503017,0.480453,0.568927,-0.006288,484,522,38
192,8482105,Jake Sanderson,D,OTT,4,6280.216667,0.525297,0.535462,0.525962,0.519185,0.52935,0.693339,-1.617452,2.310791,0.50432,0.510037,0.470957,0.001883,119,79,-40
193,8481711,Matias Maccelli,F,TOR,4,3707.25,0.490437,0.497438,0.518606,0.491488,0.498489,0.690913,0.678231,0.012682,0.501403,0.46529,0.479996,-0.011731,318,309,-9
194,8479982,Conor Timmins,D,BUF,4,2302.483333,0.521505,0.505002,0.498823,0.514377,0.497873,0.688811,2.184437,-1.495626,0.495951,0.505817,0.547153,-0.042151,274,316,42
195,8476885,Jacob Trouba,D,ANA,4,5872.133333,0.494892,0.506372,0.512695,0.50659,0.51807,0.681393,0.478955,0.202437,0.501578,0.482767,0.467201,0.010066,266,142,-124
196,8477346,MacKenzie Weegar,D,CGY,4,6569.683333,0.510259,0.497126,0.491238,0.523751,0.510619,0.660984,-0.267921,0.928905,0.5015,0.502821,0.537522,-0.002204,323,188,-135
197,8481618,Alex Newhook,F,MTL,4,3720.7,0.499124,0.488526,0.49735,0.486916,0.476318,0.660637,0.788956,-0.128319,0.499749,0.481721,0.530279,-0.014235,373,475,102
198,8477933,Sam Reinhart,F,FLA,4,5614.233333,0.547023,0.54067,0.523007,0.515202,0.508848,0.653106,-3.308235,3.961341,0.50374,0.52053,0.518153,-0.017507,98,208,110
199,8480878,Nils Lundkvist,D,DAL,4,3008.95,0.53726,0.525334,0.501518,0.497104,0.485179,0.641296,3.11373,-2.472434,0.495712,0.534212,0.534072,-0.023114,164,425,261
200,8479339,Patrik Laine,F,MTL,3,2017.883333,0.466808,0.424142,0.445393,0.486449,0.443784,0.628052,-0.667613,1.295665,0.502303,0.463202,0.621902,,564,567,3
