player_id,player_name,position,n_seasons,toi_total,team_recent,metric_mean
8477933,Sam Reinhart,F,4,5614.233333333334,FLA,3.9505270706437723
8478483,Mitch Marner,F,4,5830.5,VGK,3.478622112862987
8475164,Jakob Silfverberg,F,2,2287.883333333333,ANA,3.4352296502709656
8477493,Aleksander Barkov,F,3,4203.366666666667,FLA,3.34068248603748
8477505,Alexander Wennberg,F,4,5362.8,SJS,3.174734842068153
8476448,William Karlsson,F,3,3514.4666666666667,VGK,2.9780266766752974
8480012,Elias Pettersson,F,4,5223.083333333334,VAN,2.83844013310585
8477450,Jason Dickinson,F,4,4171.333333333334,CHI,2.8365362582882434
8478493,Joel Eriksson Ek,F,4,4702.083333333333,MIN,2.8137719046129277
8478403,Jack Eichel,F,4,5092.5,VGK,2.789815661023353
8475913,Mark Stone,F,4,3976.5666666666666,VGK,2.643621683309895
8479323,Adam Fox,D,4,6109.183333333333,NYR,2.6075733401862355
8473422,Nick Foligno,F,4,3687.6,CHI,2.60641316430677
8480069,Cale Makar,D,4,6563.766666666666,COL,2.604884492118859
8476881,Tomas Hertl,F,4,4719.25,VGK,2.503957243223895
8476882,Teuvo Teravainen,F,4,4569.033333333333,CHI,2.4195772860135842
8477495,Seth Jones,D,4,5798.283333333333,FLA,2.360458443317541
8476459,Mika Zibanejad,F,4,5766.2,NYR,2.338302478908722
8480036,Miro Heiskanen,D,4,6175.1,DAL,2.250425375086677
8477497,Sean Monahan,F,4,3714.8500000000004,CBJ,2.234118683089077
8478460,Zach Werenski,D,4,5306.866666666667,CBJ,2.2264233832638856
8481542,Moritz Seider,D,4,7032.3,DET,2.224902169165155
8475184,Chris Kreider,F,4,4859.466666666667,ANA,2.207959100446084
8480448,Parker Kelly,F,4,3113.15,COL,2.165680626117856
8482105,Jake Sanderson,D,4,6280.216666666666,OTT,2.164361574031127
8476454,Ryan Nugent-Hopkins,F,4,5548.4,EDM,2.1621341645238434
8479542,Brandon Hagel,F,4,5576.55,TBL,2.136057165411186
8482667,William Eklund,F,3,3829.3166666666666,SJS,2.079416704254184
8474590,John Carlson,D,4,5864.233333333334,WSH,2.078498153940598
8476880,Tom Wilson,F,4,4313.7,WSH,2.0755995916144743
