player_id,name,pos,n_seasons,toi_total,team_recent,raw_mean,ZA_mean,IOC_mean,IOL_mean,FA_mean,small_sample
8476326,Josh Archibald,F,1,618.5666666666667,PIT,0.5399361022364217,0.548383927257907,0.5012051809176936,0.49690733056639536,0.5494675378087106,True
8474613,Derek Stepan,F,1,662.8833333333333,CAR,0.5754795663052544,0.5710627640498398,0.49804433628159667,0.5362723166163249,0.5407158501175825,True
8484958,Maxim Tsyplakov,F,2,1372.4166666666667,NJD,0.5393913712159875,0.5370834191844599,0.4992656886574796,0.4955095392714474,0.5380571217034813,True
8479318,Auston Matthews,F,4,5172.15,TOR,0.5274307351843901,0.5240091306595533,0.5013649562881443,0.4837839774941014,0.5332407413566936,False
8482730,Brandt Clarke,D,3,2443.4,LAK,0.5459755240956708,0.5422054978147385,0.4969563999826865,0.5082391009177036,0.533106617566363,False
8480801,Brady Tkachuk,F,4,5159.633333333333,OTT,0.5386374473079958,0.5354718358519865,0.5005103477842824,0.50292317821846,0.5326649096134841,False
8476372,Nick Seeler,D,4,4471.383333333333,PHI,0.5390350469040551,0.5381597993303361,0.5009928705488462,0.5089953254712942,0.5314630809051611,False
8474009,Nick Bonino,F,2,1539.3333333333333,NYR,0.520236346653039,0.5249233512303,0.4989957065056866,0.49276353129166506,0.529808959883927,False
8478843,Denis Malgin,F,1,709.7666666666667,COL,0.5283772981614708,0.5287631938511916,0.49826664791318426,0.49881073480232857,0.5292953831378617,True
8481560,Arthur Kaliyev,F,2,1260.0833333333333,LAK,0.5541045651533323,0.550854037311477,0.49701254281548196,0.527063533268321,0.5290732066384813,True
8480049,Dylan Samberg,D,4,4337.25,WPG,0.5266780241322532,0.5276633067874301,0.5000306794554451,0.4974229006814368,0.5278162380081751,False
8476873,Mark Jankowski,F,4,2216.45,CAR,0.5303571983950037,0.5305227884817082,0.4980862092624538,0.5021439195163477,0.52762338587115,False
8479675,Trevor Moore,F,4,4404.25,LAK,0.540843668274873,0.5414467785177954,0.49915503817625273,0.5164173935763305,0.5274452146930558,False
