player_id,name,pos,n_seasons,toi_total,team_recent,raw_mean,ZA_mean,IOC_mean,IOL_mean,FA_mean,small_sample
8474613,Derek Stepan,F,1,662.8833333333333,CAR,0.6449834619625138,0.6314674478778948,0.49313470004034726,0.5834287290745361,0.5561118358358839,True
8480801,Brady Tkachuk,F,4,5159.633333333333,OTT,0.5685085662968778,0.558821365794886,0.5011490524126442,0.5027237565239144,0.555468584795278,False
8470638,Patrice Bergeron,F,1,1361.4333333333334,BOS,0.5770559778852798,0.5655192694455518,0.5049323133721938,0.50934615374803,0.554822767469147,True
8481606,Jordan Spence,D,3,3223.2,OTT,0.5793369677166104,0.5676549138568708,0.49673716748571867,0.5210630687390637,0.5503977790823703,False
8484958,Maxim Tsyplakov,F,2,1372.4166666666667,NJD,0.5482104787130951,0.5411478324000277,0.5014018669949658,0.4880433252420945,0.5485637710256372,True
8476326,Josh Archibald,F,1,618.5666666666667,PIT,0.5242165242165242,0.5500680148135543,0.5018322202194042,0.5003149466520229,0.5468777912690354,True
8480027,Jason Robertson,F,4,5459.383333333333,DAL,0.5290354801635873,0.5292781479799196,0.5002244796373556,0.4744720005015105,0.5465055272206494,False
8476399,Blake Coleman,F,4,4780.466666666666,CGY,0.5509205454694961,0.5589757635594136,0.5017289708507559,0.511855135439416,0.5462755512554363,False
8473533,Jordan Staal,F,4,4424.316666666667,CAR,0.6005149400809171,0.6036964254468824,0.5020880903179646,0.5733391139846706,0.5459362759323823,False
8478843,Denis Malgin,F,1,709.7666666666667,COL,0.5501089324618736,0.5512898256229986,0.4947940820165274,0.5030621923691365,0.545154744495782,True
8475855,Jesper Fast,F,2,2100.2833333333333,CAR,0.6106107719399155,0.6082220128360192,0.5015859783507965,0.5755531121874256,0.5446304406000682,False
8479314,Matthew Tkachuk,F,4,4482.283333333334,FLA,0.5717125798255601,0.562858117160599,0.49868641074560627,0.5194663490139277,0.5445974095983299,False
8480849,Barrett Hayton,F,4,3772.15,UTA,0.5364259781545404,0.5379165893403349,0.49741578888857724,0.49055506659215964,0.5438196658336517,False
8476921,Jordan Martinook,F,4,4322.816666666667,CAR,0.6008825454590385,0.6022083953691055,0.5013840823397308,0.5739663940989849,0.543589293830186,False
8475218,Mattias Ekholm,D,4,5807.633333333333,EDM,0.5662368582461103,0.556194090889502,0.5013603564458471,0.515101561068485,0.5428291399358719,False
8480835,Jack Drury,F,4,2885.133333333333,COL,0.5998884878147437,0.5964836237073504,0.4946889545244477,0.5662735249479552,0.5422561117088077,False
8479323,Adam Fox,D,4,6109.183333333333,NYR,0.5379571040067586,0.5281549167390087,0.5013236870638791,0.477399917611599,0.5417807662252884,False
8482659,Josh Doan,F,2,1477.65,BUF,0.5471554205241224,0.5447095859386188,0.4962798365368092,0.5045468389637786,0.5416358810507174,True
8476479,Phillip Danault,F,4,4946.083333333333,MTL,0.5537418824054431,0.558671937503147,0.5028697328335641,0.5209655851572552,0.5413847701746165,False
8480049,Dylan Samberg,D,4,4337.25,WPG,0.5408532009796969,0.5438682995679069,0.5011276551744045,0.4980787416379625,0.5413294428384529,False
8483457,Lane Hutson,D,2,3035.85,MTL,0.5288923970709308,0.5124855008702061,0.5032905116935202,0.45832060135090164,0.5410018315986578,False
8475848,Brendan Gallagher,F,4,3247.6833333333334,MTL,0.5018643404073032,0.506453651188856,0.5008772128370123,0.4529933647692135,0.5408676818376807,False
