shooting_player_id,player_name,total_es_attempts,netfront_attempts,netfront_attempt_rate,nf_rate_ci_lo,nf_rate_ci_hi,netfront_goals,netfront_goal_rate,confirmed_netfront
8484958,Maxim Tsyplakov,136,17,0.125,0.0795,0.1911,1,,False
8481604,Pavel Dorofeyev,380,47,0.1237,0.0943,0.1606,5,0.1064,False
8478439,Travis Konecny,318,39,0.1226,0.091,0.1633,6,0.1538,False
8479619,Michael Carcone,261,32,0.1226,0.0882,0.168,6,0.1875,False
8476872,Scott Laughton,246,30,0.122,0.0868,0.1688,3,0.1,False
8479337,Alex DeBrincat,452,55,0.1217,0.0947,0.1551,6,0.1091,False
8478403,Jack Eichel,428,52,0.1215,0.0939,0.1559,7,0.1346,False
8479343,Clayton Keller,405,49,0.121,0.0927,0.1564,5,0.102,False
8482660,Kent Johnson,196,23,0.1173,0.0795,0.1699,6,0.2609,False
8475172,Nazem Kadri,462,54,0.1169,0.0907,0.1494,9,0.1667,False
8479407,Jesper Bratt,355,41,0.1155,0.0863,0.1529,5,0.122,False
8478466,Daniel Sprong,139,16,0.1151,0.0721,0.1788,2,,False
8481043,Cole Koepke,139,16,0.1151,0.0721,0.1788,3,,False
8482097,Jack Quinn,236,27,0.1144,0.0798,0.1613,3,0.1111,False
8482699,Dylan Guenther,319,36,0.1129,0.0826,0.1523,6,0.1667,False
8477942,Kevin Fiala,358,40,0.1117,0.0831,0.1486,10,0.25,False
8484801,Macklin Celebrini,278,31,0.1115,0.0797,0.1539,2,0.0645,False
8478398,Kyle Connor,452,50,0.1106,0.0849,0.1429,8,0.16,False
8480027,Jason Robertson,422,46,0.109,0.0827,0.1423,8,0.1739,False
8474141,Patrick Kane,285,31,0.1088,0.0777,0.1503,3,0.0968,False
8478136,Jake Middleton,185,20,0.1081,0.0711,0.1611,1,0.05,False
8476882,Teuvo Teravainen,188,20,0.1064,0.0699,0.1586,3,0.15,False
8481540,Cole Caufield,461,49,0.1063,0.0813,0.1378,11,0.2245,False
8478402,Connor McDavid,434,46,0.106,0.0804,0.1385,5,0.1087,False
8482175,JJ Peterka,353,37,0.1048,0.077,0.1411,6,0.1622,False
8481721,Arseny Gritsyuk,124,13,0.1048,0.0623,0.1711,1,,False
8477939,William Nylander,403,42,0.1042,0.078,0.1379,6,0.1429,False
8479323,Adam Fox,202,21,0.104,0.069,0.1537,3,0.1429,False
8477946,Dylan Larkin,359,37,0.1031,0.0757,0.1388,5,0.1351,False
8478445,Mathew Barzal,263,27,0.1027,0.0715,0.1452,3,0.1111,False
8478458,Jack Roslovic,292,30,0.1027,0.0729,0.1429,3,0.1,False
8477503,Max Domi,236,24,0.1017,0.0693,0.1469,4,0.1667,False
8477956,David Pastrnak,522,53,0.1015,0.0785,0.1304,11,0.2075,False
8477934,Leon Draisaitl,317,32,0.1009,0.0724,0.139,7,0.2188,False
8480018,Nick Suzuki,268,27,0.1007,0.0702,0.1426,7,0.2593,False
8476856,Mathew Dumba,121,12,0.0992,0.0576,0.1654,1,,False
8480039,Martin Necas,374,37,0.0989,0.0726,0.1334,8,0.2162,False
8481582,Nicholas Robertson,253,25,0.0988,0.0678,0.1418,3,0.12,False
8479591,Michael Eyssimont,317,31,0.0978,0.0698,0.1355,5,0.1613,False
8481605,Jackson LaCombe,216,21,0.0972,0.0645,0.1441,3,0.1429,False
8480893,Kirill Marchenko,340,33,0.0971,0.0699,0.1332,5,0.1515,False
8479420,Tage Thompson,433,42,0.097,0.0726,0.1285,10,0.2381,False
8477940,Nikolaj Ehlers,394,38,0.0964,0.0711,0.1296,5,0.1316,False
8477492,Nathan MacKinnon,606,58,0.0957,0.0748,0.1217,9,0.1552,False
8484144,Connor Bedard,359,34,0.0947,0.0686,0.1294,4,0.1176,False
8482679,Matt Coronato,298,28,0.094,0.0658,0.1324,1,0.0357,False
8482475,Egor Chinakhov,215,20,0.093,0.061,0.1393,2,0.1,False
8475791,Taylor Hall,219,20,0.0913,0.0599,0.1368,3,0.15,False
8484227,Will Smith,183,16,0.0874,0.0545,0.1373,5,,False
8478550,Artemi Panarin,393,33,0.084,0.0604,0.1156,9,0.2727,False
8481546,Cam York,160,13,0.0813,0.0481,0.134,2,,False
8481559,Jack Hughes,407,33,0.0811,0.0583,0.1117,3,0.0909,False
8480015,Owen Tippett,410,33,0.0805,0.0579,0.1109,4,0.1212,False
8476923,Damon Severson,175,14,0.08,0.0482,0.1298,0,,False
8483490,Pavel Mintyukov,163,13,0.0798,0.0472,0.1317,3,,False
8476453,Nikita Kucherov,458,36,0.0786,0.0573,0.1069,2,0.0556,False
8482111,Justin Barron,118,9,0.0763,0.0406,0.1386,2,,False
8478859,Niko Mikkola,223,17,0.0762,0.0481,0.1187,1,,False
8476902,Esa Lindell,211,15,0.0711,0.0436,0.114,2,,False
8478507,John Marino,102,7,0.0686,0.0336,0.1349,1,,False
8482762,Simon Edvinsson,147,10,0.068,0.0374,0.1207,0,,False
8478911,Matt Roy,246,16,0.065,0.0404,0.103,2,,False
8474151,Ryan McDonagh,154,10,0.0649,0.0357,0.1154,0,,False
8484186,Ryan Leonard,108,7,0.0648,0.0317,0.1278,2,,False
8477948,Travis Sanheim,232,15,0.0647,0.0396,0.1039,1,,False
8475179,Dmitry Kulikov,109,7,0.0642,0.0315,0.1267,1,,False
8484166,Adam Fantilli,313,20,0.0639,0.0417,0.0966,5,0.25,False
8479998,Mikey Anderson,194,12,0.0619,0.0357,0.105,0,,False
8485366,Matthew Schaefer,116,7,0.0603,0.0295,0.1193,1,,False
8479325,Charlie McAvoy,202,12,0.0594,0.0343,0.101,5,,False
8479442,Troy Stecher,135,8,0.0593,0.0303,0.1126,0,,False
8483485,Denton Mateychuk,102,6,0.0588,0.0272,0.1224,1,,False
8476874,Olli Määttä,121,7,0.0579,0.0283,0.1146,0,,False
8479983,Mario Ferraro,225,13,0.0578,0.0341,0.0963,2,,False
8479385,Jordan Kyrou,435,25,0.0575,0.0392,0.0835,5,0.2,False
8478399,Jonas Siegenthaler,140,8,0.0571,0.0292,0.1087,0,,False
8482655,J.J. Moser,196,11,0.0561,0.0316,0.0977,1,,False
8473507,Jeff Petry,143,8,0.0559,0.0286,0.1065,1,,False
8476917,Adam Pelech,235,13,0.0553,0.0326,0.0923,0,,False
8479324,Ryan Lindgren,145,8,0.0552,0.0282,0.1051,2,,False
8478407,Vince Dunn,273,15,0.0549,0.0336,0.0887,3,,False
8478460,Zach Werenski,462,25,0.0541,0.0369,0.0787,2,0.08,False
8474590,John Carlson,296,16,0.0541,0.0335,0.086,0,,False
8475764,Cam Fowler,186,10,0.0538,0.0295,0.0961,2,,False
8474568,Luke Schenn,149,8,0.0537,0.0275,0.1024,0,,False
8475753,Justin Faulk,248,13,0.0524,0.0309,0.0876,0,,False
8474013,Ian Cole,154,8,0.0519,0.0266,0.0992,0,,False
8481598,Philip Broberg,154,8,0.0519,0.0266,0.0992,1,,False
8476441,Joel Edmundson,193,10,0.0518,0.0284,0.0927,1,,False
8478038,Devon Toews,311,16,0.0514,0.0319,0.0819,2,,False
8476463,Jonas Brodin,196,10,0.051,0.0279,0.0914,0,,False
8477845,Trevor van Riemsdyk,158,8,0.0506,0.0259,0.0967,1,,False
8481524,Bowen Byram,198,10,0.0505,0.0277,0.0905,4,,False
8480873,Rasmus Sandin,179,9,0.0503,0.0267,0.0928,0,,False
8480434,Sean Durzi,159,8,0.0503,0.0257,0.0961,0,,False
8476467,Jamie Oleksiak,201,10,0.0498,0.0272,0.0891,0,,False
8482073,Braden Schneider,225,11,0.0489,0.0275,0.0854,2,,False
8483565,Nick Blankenburg,103,5,0.0485,0.0209,0.1086,0,,False
8482142,Jamie Drysdale,128,6,0.0469,0.0217,0.0985,0,,False
8481568,Alex Vlasic,172,8,0.0465,0.0238,0.0891,1,,False
8477488,Brett Pesce,197,9,0.0457,0.0242,0.0845,0,,False
8476906,Shayne Gostisbehere,201,9,0.0448,0.0237,0.0829,1,,False
8479980,Nicolas Hague,179,8,0.0447,0.0228,0.0857,0,,False
8476885,Jacob Trouba,314,14,0.0446,0.0267,0.0734,1,,False
8478468,Jeremy Lauzon,158,7,0.0443,0.0216,0.0886,0,,False
8482122,Brock Faber,294,13,0.0442,0.026,0.0742,3,,False
8480069,Cale Makar,363,16,0.0441,0.0273,0.0704,3,,False
8479369,Andrew Peeke,159,7,0.044,0.0215,0.0881,1,,False
8476462,Dougie Hamilton,298,13,0.0436,0.0257,0.0732,0,,False
8482511,Mason Lohrei,140,6,0.0429,0.0198,0.0903,0,,False
8475200,Dmitry Orlov,236,10,0.0424,0.0232,0.0762,0,,False
8478851,Alexandre Carrier,165,7,0.0424,0.0207,0.085,2,,False
8481122,Simon Benoit,120,5,0.0417,0.0179,0.0938,0,,False
8476473,Connor Murphy,170,7,0.0412,0.0201,0.0825,0,,False
8477986,Brandon Montour,368,15,0.0408,0.0249,0.0662,3,,False
8476958,Jaccob Slavin,246,10,0.0407,0.0222,0.0732,1,,False
8477018,Ben Hutton,124,5,0.0403,0.0173,0.0909,1,,False
8481593,Jayden Struble,100,4,0.04,0.0157,0.0984,0,,False
8475171,Oliver Ekman-Larsson,225,9,0.04,0.0212,0.0743,3,,False
8478469,Thomas Chabot,276,11,0.0399,0.0224,0.0699,2,,False
8476967,Brett Kulak,252,10,0.0397,0.0217,0.0715,2,,False
8475208,Brian Dumoulin,152,6,0.0395,0.0182,0.0834,2,,False
8482176,Wyatt Kaiser,128,5,0.0391,0.0168,0.0882,0,,False
8482684,Luke Hughes,262,10,0.0382,0.0209,0.0688,0,,False
8478882,Vladislav Gavrikov,263,10,0.038,0.0208,0.0686,2,,False
8477504,Josh Morrissey,344,13,0.0378,0.0222,0.0636,5,,False
8480834,Ty Emberson,106,4,0.0377,0.0148,0.093,0,,False
8477365,Connor Clifton,133,5,0.0376,0.0162,0.085,0,,False
8477932,Aaron Ekblad,187,7,0.0374,0.0182,0.0752,0,,False
8475218,Mattias Ekholm,326,12,0.0368,0.0212,0.0632,0,,False
8482730,Brandt Clarke,218,8,0.0367,0.0187,0.0707,0,,False
8481167,Brayden Pachal,109,4,0.0367,0.0144,0.0906,0,,False
8474565,Alex Pietrangelo,165,6,0.0364,0.0168,0.0771,1,,False
8480807,Mattias Samuelsson,166,6,0.0361,0.0167,0.0766,0,,False
8480817,K'Andre Miller,250,9,0.036,0.0191,0.067,2,,False
8477369,Carson Soucy,140,5,0.0357,0.0153,0.0809,1,,False
8482803,Olen Zellweger,197,7,0.0355,0.0173,0.0715,0,,False
8479345,Jakob Chychrun,338,12,0.0355,0.0204,0.061,2,,False
8477499,Rasmus Ristolainen,142,5,0.0352,0.0151,0.0798,0,,False
8477220,Nate Schmidt,171,6,0.0351,0.0162,0.0744,1,,False
8475324,Nick Jensen,143,5,0.035,0.015,0.0792,1,,False
8480036,Miro Heiskanen,258,9,0.0349,0.0185,0.065,0,,False
8476853,Morgan Rielly,290,10,0.0345,0.0188,0.0623,1,,False
8476854,Hampus Lindholm,146,5,0.0342,0.0147,0.0777,1,,False
8476372,Nick Seeler,205,7,0.0341,0.0166,0.0688,0,,False
8482245,Artem Zub,178,6,0.0337,0.0155,0.0716,1,,False
8474600,Roman Josi,327,11,0.0336,0.0189,0.0592,0,,False
8477950,Tony DeAngelo,179,6,0.0335,0.0155,0.0712,0,,False
8482671,Owen Power,243,8,0.0329,0.0168,0.0636,1,,False
8483457,Lane Hutson,154,5,0.0325,0.0139,0.0737,0,,False
8477495,Seth Jones,218,7,0.0321,0.0156,0.0648,0,,False
8477498,Darnell Nurse,376,12,0.0319,0.0183,0.0549,1,,False
8475188,Brayden McNabb,220,7,0.0318,0.0155,0.0642,0,,False
8476869,Brady Skjei,321,10,0.0312,0.017,0.0564,1,,False
8481542,Moritz Seider,289,9,0.0311,0.0165,0.0581,0,,False
8481581,Thomas Harley,290,9,0.031,0.0164,0.0579,0,,False
8478396,Noah Hanifin,324,10,0.0309,0.0168,0.0559,1,,False
8481606,Jordan Spence,195,6,0.0308,0.0142,0.0655,1,,False
8479378,Logan Stanley,130,4,0.0308,0.012,0.0764,2,,False
8474716,Jared Spurgeon,163,5,0.0307,0.0132,0.0698,0,,False
8475167,Victor Hedman,228,7,0.0307,0.0149,0.062,0,,False
8477969,Marcus Pettersson,196,6,0.0306,0.0141,0.0652,0,,False
8480839,Rasmus Dahlin,365,11,0.0301,0.0169,0.0532,3,,False
8484304,Uvis Balinskis,133,4,0.0301,0.0118,0.0748,0,,False
8474578,Erik Karlsson,366,11,0.0301,0.0169,0.053,0,,False
8479425,Filip Hronek,234,7,0.0299,0.0146,0.0605,0,,False
8481006,Tyler Tucker,102,3,0.0294,0.0101,0.0829,0,,False
8480796,Martin Fehérváry,171,5,0.0292,0.0126,0.0666,1,,False
8470600,Ryan Suter,138,4,0.029,0.0113,0.0722,0,,False
8478500,Ivan Provorov,242,7,0.0289,0.0141,0.0585,2,,False
8476892,Colton Parayko,282,8,0.0284,0.0144,0.055,2,,False
8471724,Kris Letang,319,9,0.0282,0.0149,0.0527,0,,False
8475462,Radko Gudas,178,5,0.0281,0.0121,0.0641,1,,False
8478055,Gustav Forsling,356,10,0.0281,0.0153,0.0509,2,,False
8475790,Erik Gudbranson,108,3,0.0278,0.0095,0.0785,0,,False
8479398,Samuel Girard,180,5,0.0278,0.0119,0.0634,1,,False
8477346,MacKenzie Weegar,332,9,0.0271,0.0143,0.0507,2,,False
8476525,Colin Miller,111,3,0.027,0.0092,0.0765,0,,False
8478397,Rasmus Andersson,297,8,0.0269,0.0137,0.0522,1,,False
8482095,Tyler Kleven,151,4,0.0265,0.0103,0.0661,0,,False
8474612,Travis Hamonic,114,3,0.0263,0.009,0.0745,0,,False
8478013,Jake Walman,267,7,0.0262,0.0128,0.0531,0,,False
8480043,Timothy Liljegren,156,4,0.0256,0.01,0.0641,0,,False
8478840,Will Borgen,196,5,0.0255,0.0109,0.0583,2,,False
8476879,Cody Ceci,198,5,0.0253,0.0108,0.0577,1,,False
8480727,Zach Whitecloud,161,4,0.0248,0.0097,0.0621,0,,False
8480246,Nick Perbix,162,4,0.0247,0.0096,0.0618,1,,False
8477447,Shea Theodore,243,6,0.0247,0.0114,0.0528,2,,False
8478443,Brandon Carlo,162,4,0.0247,0.0096,0.0618,1,,False
8476891,Matt Grzelcyk,162,4,0.0247,0.0096,0.0618,0,,False
8478970,Jalen Chatfield,246,6,0.0244,0.0112,0.0522,0,,False
8474574,Tyler Myers,206,5,0.0243,0.0104,0.0556,0,,False
8481806,Louis Crevier,124,3,0.0242,0.0083,0.0687,0,,False
8480860,Kevin Bahl,165,4,0.0242,0.0095,0.0607,0,,False
8474563,Drew Doughty,166,4,0.0241,0.0094,0.0603,1,,False
8480192,Johnathan Kovacevic,126,3,0.0238,0.0081,0.0677,1,,False
8479402,Jake Bean,127,3,0.0236,0.0081,0.0672,2,,False
8476931,Jake McCabe,172,4,0.0233,0.0091,0.0583,2,,False
8480878,Nils Lundkvist,130,3,0.0231,0.0079,0.0657,1,,False
8476312,Josh Manson,261,6,0.023,0.0106,0.0492,0,,False
8480891,Michael Kesselring,221,5,0.0226,0.0097,0.0519,0,,False
8481014,Alexander Romanov,179,4,0.0223,0.0087,0.056,0,,False
8480336,Sean Walker,365,8,0.0219,0.0111,0.0426,0,,False
8476422,Mike Reilly,138,3,0.0217,0.0074,0.062,0,,False
8480049,Dylan Samberg,194,4,0.0206,0.008,0.0518,0,,False
8475455,Brenden Dillon,146,3,0.0205,0.007,0.0587,0,,False
8480145,Neal Pionk,248,5,0.0202,0.0086,0.0463,2,,False
8482087,Kaiden Guhle,150,3,0.02,0.0068,0.0571,1,,False
8475279,Ben Chiarot,252,5,0.0198,0.0085,0.0456,1,,False
8479410,Mikhail Sergachev,204,4,0.0196,0.0077,0.0493,1,,False
8470613,Brent Burns,364,7,0.0192,0.0093,0.0392,3,,False
8479982,Conor Timmins,106,2,0.0189,0.0052,0.0662,0,,False
8482858,Ryker Evans,111,2,0.018,0.005,0.0633,0,,False
8481527,Kaedan Korczak,111,2,0.018,0.005,0.0633,0,,False
8476979,Erik Gustafsson,111,2,0.018,0.005,0.0633,0,,False
8477435,Ryan Graves,111,2,0.018,0.005,0.0633,1,,False
8478178,Darren Raddysh,286,5,0.0175,0.0075,0.0403,0,,False
8479371,Dante Fabbro,172,3,0.0174,0.0059,0.05,0,,False
8476429,Scott Mayfield,120,2,0.0167,0.0046,0.0587,0,,False
8480035,Henri Jokiharju,123,2,0.0163,0.0045,0.0574,0,,False
8480865,Noah Dobson,317,5,0.0158,0.0068,0.0364,1,,False
8476875,Mike Matheson,264,4,0.0152,0.0059,0.0383,0,,False
8483495,Simon Nemec,133,2,0.015,0.0041,0.0532,0,,False
8476457,Adam Larsson,266,4,0.015,0.0059,0.038,0,,False
8478416,Erik Cernak,134,2,0.0149,0.0041,0.0528,0,,False
8482105,Jake Sanderson,274,4,0.0146,0.0057,0.0369,0,,False
8480800,Quinn Hughes,345,4,0.0116,0.0045,0.0294,0,,False
8480803,Evan Bouchard,400,4,0.01,0.0039,0.0254,0,,False
8477507,Nikita Zadorov,217,2,0.0092,0.0025,0.033,0,,False
8482964,Arber Xhekaj,120,1,0.0083,0.0015,0.0457,0,,False
8478450,Parker Wotherspoon,120,1,0.0083,0.0015,0.0457,0,,False
8484258,Sam Malinski,261,2,0.0077,0.0021,0.0275,0,,False
8474567,Zach Bogosian,152,1,0.0066,0.0012,0.0363,0,,False
8476331,Dylan DeMelo,188,1,0.0053,0.0009,0.0295,0,,False
8477506,Ryan Pulock,189,0,0.0,0.0,0.0199,0,,False
