shooting_player_id,total_es_attempts,rebound_attempts,rebound_attempt_rate,reb_rate_ci_lo,reb_rate_ci_hi,rebound_goals,rebound_sh_pct,confirmed_netfront,rank_by_rate,rank_by_goals
8480074,167,9,0.0539,0.0286,0.0992,4,,False,375,83
8482175,353,19,0.0538,0.0347,0.0825,4,0.2105,False,376,83
8476374,224,12,0.0536,0.0309,0.0913,1,0.0833,False,377,325
8477402,280,15,0.0536,0.0327,0.0865,2,0.1333,False,377,215
8477416,280,15,0.0536,0.0327,0.0865,1,0.0667,False,377,325
8481517,113,6,0.0531,0.0246,0.111,2,,False,380,215
8478444,264,14,0.053,0.0318,0.087,3,0.2143,False,381,130
8476889,132,7,0.053,0.0259,0.1054,0,,False,381,485
8478109,208,11,0.0529,0.0298,0.0922,1,0.0909,False,383,325
8483515,265,14,0.0528,0.0317,0.0867,1,0.0714,False,384,325
8477951,322,17,0.0528,0.0332,0.0829,3,0.1765,False,384,130
8481604,380,20,0.0526,0.0343,0.0799,2,0.1,False,386,215
8481789,171,9,0.0526,0.0279,0.097,0,,False,386,485
8477938,76,4,0.0526,0.0207,0.1277,0,,False,386,485
8478856,326,17,0.0521,0.0328,0.0819,4,0.2353,False,389,83
8473512,269,14,0.052,0.0313,0.0855,4,0.2857,False,390,83
8479442,135,7,0.0519,0.0253,0.1032,0,,False,391,485
8473986,251,13,0.0518,0.0305,0.0866,1,0.0769,False,392,325
8475765,251,13,0.0518,0.0305,0.0866,3,0.2308,False,392,130
8471214,367,19,0.0518,0.0334,0.0794,4,0.2105,False,392,83
8475760,271,14,0.0517,0.031,0.0848,2,0.1429,False,395,215
8480011,58,3,0.0517,0.0177,0.1414,0,,False,395,485
8475149,213,11,0.0516,0.0291,0.0901,1,0.0909,False,397,325
8481068,252,13,0.0516,0.0304,0.0862,2,0.1538,False,397,215
8484958,136,7,0.0515,0.0252,0.1024,0,,False,399,485
8482111,118,6,0.0508,0.0235,0.1065,1,,False,400,325
8480205,59,3,0.0508,0.0174,0.1392,0,,False,400,485
8480039,374,19,0.0508,0.0328,0.078,5,0.2632,False,400,42
8481043,139,7,0.0504,0.0246,0.1003,1,,False,403,325
8480009,259,13,0.0502,0.0296,0.084,5,0.3846,False,404,42
8481546,160,8,0.05,0.0256,0.0956,2,,False,405,215
8480893,340,17,0.05,0.0314,0.0786,4,0.2353,False,405,83
8476994,100,5,0.05,0.0215,0.1118,0,,False,405,485
8478399,140,7,0.05,0.0244,0.0996,0,,False,405,485
8476887,463,23,0.0497,0.0333,0.0734,3,0.1304,False,409,130
8479675,363,18,0.0496,0.0316,0.077,3,0.1667,False,410,130
8478975,286,14,0.049,0.0294,0.0805,1,0.0714,False,411,325
8475726,369,18,0.0488,0.0311,0.0758,3,0.1667,False,412,130
8480144,123,6,0.0488,0.0225,0.1023,1,,False,412,325
8479337,452,22,0.0487,0.0324,0.0726,2,0.0909,False,414,215
8475714,103,5,0.0485,0.0209,0.1086,1,,False,415,325
8479420,433,21,0.0485,0.0319,0.073,6,0.2857,False,415,23
8482093,310,15,0.0484,0.0295,0.0783,1,0.0667,False,417,325
8482088,83,4,0.0482,0.0189,0.1175,1,,False,418,325
8478542,332,16,0.0482,0.0299,0.0768,5,0.3125,False,418,42
8478438,208,10,0.0481,0.0263,0.0862,5,0.5,False,420,42
8480798,146,7,0.0479,0.0234,0.0957,2,,False,421,215
8484153,251,12,0.0478,0.0276,0.0817,2,0.1667,False,422,215
8478483,272,13,0.0478,0.0281,0.08,6,0.4615,False,422,23
8477960,398,19,0.0477,0.0308,0.0734,3,0.1579,False,424,130
8477335,63,3,0.0476,0.0163,0.1309,0,,False,425,485
8482178,63,3,0.0476,0.0163,0.1309,0,,False,425,485
8480830,316,15,0.0475,0.029,0.0768,1,0.0667,False,427,325
8476902,211,10,0.0474,0.0259,0.085,2,0.2,False,428,215
8479591,317,15,0.0473,0.0289,0.0766,1,0.0667,False,429,325
8474568,149,7,0.047,0.0229,0.0938,0,,False,430,485
8477492,606,28,0.0462,0.0322,0.066,6,0.2143,False,431,23
8484762,131,6,0.0458,0.0212,0.0963,3,,False,432,130
8474141,285,13,0.0456,0.0268,0.0765,2,0.1538,False,433,215
8479407,355,16,0.0451,0.0279,0.072,1,0.0625,False,434,325
8482145,179,8,0.0447,0.0228,0.0857,3,,False,435,130
8477946,359,16,0.0446,0.0276,0.0712,2,0.125,False,436,215
8479983,225,10,0.0444,0.0243,0.0799,1,0.1,False,437,325
8477845,158,7,0.0443,0.0216,0.0886,1,,False,438,325
8477934,317,14,0.0442,0.0265,0.0728,5,0.3571,False,439,42
8484241,68,3,0.0441,0.0151,0.1219,0,,False,440,485
8473419,273,12,0.044,0.0253,0.0752,4,0.3333,False,441,83
8482699,319,14,0.0439,0.0263,0.0723,5,0.3571,False,442,42
8484158,69,3,0.0435,0.0149,0.1202,2,,False,443,215
8473449,69,3,0.0435,0.0149,0.1202,1,,False,443,325
8484801,278,12,0.0432,0.0249,0.0739,2,0.1667,False,445,215
8482078,324,14,0.0432,0.0259,0.0712,3,0.2143,False,445,130
8485366,116,5,0.0431,0.0185,0.0969,1,,False,447,325
8477839,93,4,0.043,0.0169,0.1054,1,,False,448,325
8479393,165,7,0.0424,0.0207,0.085,0,,False,449,485
8483431,260,11,0.0423,0.0238,0.0742,4,0.3636,False,450,83
8476441,193,8,0.0415,0.0212,0.0796,0,,False,451,485
8480950,97,4,0.0412,0.0162,0.1013,0,,False,452,485
8479998,194,8,0.0412,0.021,0.0792,0,,False,452,485
8478458,292,12,0.0411,0.0237,0.0704,2,0.1667,False,454,215
8474090,73,3,0.0411,0.0141,0.114,1,,False,454,325
8482655,196,8,0.0408,0.0208,0.0785,1,,False,456,325
8476463,196,8,0.0408,0.0208,0.0785,0,,False,456,485
8482660,196,8,0.0408,0.0208,0.0785,3,,False,456,130
8474590,296,12,0.0405,0.0233,0.0695,0,0.0,False,459,485
8481593,100,4,0.04,0.0157,0.0984,0,,False,460,485
8479316,200,8,0.04,0.0204,0.0769,1,,False,460,325
8483493,150,6,0.04,0.0185,0.0845,1,,False,460,325
8476923,175,7,0.04,0.0195,0.0803,0,,False,460,485
8476906,201,8,0.0398,0.0203,0.0766,0,,False,464,485
8477939,403,16,0.0397,0.0246,0.0635,3,0.1875,False,465,130
8477953,152,6,0.0395,0.0182,0.0834,2,,False,466,215
8478507,102,4,0.0392,0.0154,0.0965,1,,False,467,325
8483485,102,4,0.0392,0.0154,0.0965,1,,False,467,325
8478460,462,18,0.039,0.0248,0.0607,1,0.0556,False,469,325
8477948,232,9,0.0388,0.0205,0.0721,1,,False,470,325
8483565,103,4,0.0388,0.0152,0.0956,0,,False,470,485
8481601,156,6,0.0385,0.0177,0.0814,1,,False,472,325
8483505,52,2,0.0385,0.0106,0.1298,1,,False,472,325
8479066,156,6,0.0385,0.0177,0.0814,1,,False,472,325
8470604,52,2,0.0385,0.0106,0.1298,1,,False,472,325
8481523,105,4,0.0381,0.0149,0.0939,0,,False,476,485
8475200,236,9,0.0381,0.0202,0.0709,0,,False,476,485
8475764,186,7,0.0376,0.0183,0.0756,1,,False,478,325
8481567,80,3,0.0375,0.0128,0.1045,0,,False,479,485
8484136,80,3,0.0375,0.0128,0.1045,0,,False,479,485
8482132,54,2,0.037,0.0102,0.1254,0,,False,481,485
8483490,163,6,0.0368,0.017,0.078,3,,False,482,130
8475179,109,4,0.0367,0.0144,0.0906,0,,False,483,485
8477956,522,19,0.0364,0.0234,0.0561,4,0.2105,False,484,83
8478466,139,5,0.036,0.0155,0.0814,2,,False,485,215
8478859,223,8,0.0359,0.0183,0.0692,0,,False,486,485
8478550,393,14,0.0356,0.0213,0.0589,4,0.2857,False,487,83
8477488,197,7,0.0355,0.0173,0.0715,0,,False,488,485
8477940,394,14,0.0355,0.0213,0.0588,3,0.2143,False,488,130
8481524,198,7,0.0354,0.0172,0.0712,2,,False,490,215
8476473,170,6,0.0353,0.0163,0.0749,0,,False,491,485
8477499,142,5,0.0352,0.0151,0.0798,0,,False,492,485
8482165,57,2,0.0351,0.0097,0.1192,0,,False,493,485
8484806,57,2,0.0351,0.0097,0.1192,0,,False,493,485
8477220,171,6,0.0351,0.0162,0.0744,1,,False,493,325
8481568,172,6,0.0349,0.0161,0.074,1,,False,496,325
8476453,458,16,0.0349,0.0216,0.056,0,0.0,False,496,485
8478439,318,11,0.0346,0.0194,0.0609,0,0.0,False,498,485
8479324,145,5,0.0345,0.0148,0.0782,1,,False,499,325
8480172,87,3,0.0345,0.0118,0.0965,0,,False,499,485
8483425,58,2,0.0345,0.0095,0.1173,0,,False,499,485
8476917,235,8,0.034,0.0173,0.0657,0,,False,502,485
8482762,147,5,0.034,0.0146,0.0771,0,,False,502,485
8479022,59,2,0.0339,0.0093,0.1154,0,,False,504,485
8482245,178,6,0.0337,0.0155,0.0716,1,,False,505,325
8482679,298,10,0.0336,0.0183,0.0607,0,0.0,False,506,485
8476462,298,10,0.0336,0.0183,0.0607,0,0.0,False,506,485
8479980,179,6,0.0335,0.0155,0.0712,0,,False,508,485
8477955,271,9,0.0332,0.0176,0.0619,3,,False,509,130
8480871,61,2,0.0328,0.009,0.1119,1,,False,510,325
8482475,215,7,0.0326,0.0159,0.0657,0,,False,511,485
8478469,276,9,0.0326,0.0172,0.0608,2,,False,511,215
8481598,154,5,0.0325,0.0139,0.0737,0,,False,513,485
8475172,462,15,0.0325,0.0198,0.0529,2,0.1333,False,513,215
8475753,248,8,0.0323,0.0164,0.0624,0,,False,515,485
8481721,124,4,0.0323,0.0126,0.08,0,,False,515,485
8479385,435,14,0.0322,0.0193,0.0533,4,0.2857,False,517,83
8482624,63,2,0.0317,0.0087,0.1086,1,,False,518,325
8478468,158,5,0.0316,0.0136,0.0719,0,,False,519,485
8481522,191,6,0.0314,0.0145,0.0668,1,,False,520,325
8482176,128,4,0.0312,0.0122,0.0776,0,,False,521,485
8482142,128,4,0.0312,0.0122,0.0776,0,,False,521,485
8475177,96,3,0.0312,0.0107,0.0879,0,,False,521,485
8478454,65,2,0.0308,0.0085,0.1054,0,,False,524,485
8482122,294,9,0.0306,0.0162,0.0571,2,,False,525,215
8482929,99,3,0.0303,0.0104,0.0853,0,,False,526,485
8480018,268,8,0.0299,0.0152,0.0578,2,,False,527,215
8481559,407,12,0.0295,0.0169,0.0508,2,0.1667,False,528,215
8481525,68,2,0.0294,0.0081,0.101,1,,False,529,325
8480789,68,2,0.0294,0.0081,0.101,0,,False,529,485
8483499,102,3,0.0294,0.0101,0.0829,1,,False,529,325
8478407,273,8,0.0293,0.0149,0.0567,1,,False,532,325
8478398,452,13,0.0288,0.0169,0.0486,3,0.2308,False,533,130
8476885,314,9,0.0287,0.0152,0.0536,1,,False,534,325
8482482,70,2,0.0286,0.0079,0.0983,0,,False,535,485
8482511,140,4,0.0286,0.0112,0.0712,0,,False,535,485
8478911,246,7,0.0285,0.0139,0.0576,1,,False,537,325
8476892,282,8,0.0284,0.0144,0.055,2,,False,538,215
8482201,106,3,0.0283,0.0097,0.0799,0,,False,539,485
8476905,142,4,0.0282,0.011,0.0702,0,,False,540,485
8475324,143,4,0.028,0.0109,0.0697,1,,False,541,325
8473507,143,4,0.028,0.0109,0.0697,1,,False,541,325
8479398,180,5,0.0278,0.0119,0.0634,1,,False,543,325
8478396,324,9,0.0278,0.0147,0.0519,1,,False,543,325
8480448,216,6,0.0278,0.0128,0.0593,0,,False,543,485
8477979,72,2,0.0278,0.0077,0.0957,0,,False,543,485
8475790,108,3,0.0278,0.0095,0.0785,0,,False,543,485
8477919,181,5,0.0276,0.0119,0.063,1,,False,548,325
8480069,363,10,0.0275,0.015,0.05,3,0.3,False,549,130
8481167,109,3,0.0275,0.0094,0.0778,0,,False,549,485
8475188,220,6,0.0273,0.0126,0.0582,0,,False,551,485
8476525,111,3,0.027,0.0092,0.0765,0,,False,552,485
8484984,74,2,0.027,0.0074,0.0933,1,,False,552,325
8480015,410,11,0.0268,0.015,0.0474,0,0.0,False,554,485
8475171,225,6,0.0267,0.0123,0.0569,2,,False,555,215
8477932,187,5,0.0267,0.0115,0.0611,0,,False,555,485
8482095,151,4,0.0265,0.0103,0.0661,0,,False,557,485
8474612,114,3,0.0263,0.009,0.0745,0,,False,558,485
8481161,76,2,0.0263,0.0072,0.091,0,,False,558,485
8475208,152,4,0.0263,0.0103,0.0657,2,,False,558,215
8474013,154,4,0.026,0.0101,0.0649,0,,False,561,485
8481606,195,5,0.0256,0.011,0.0586,1,,False,562,325
8477969,196,5,0.0255,0.0109,0.0583,0,,False,563,485
8482803,197,5,0.0254,0.0109,0.058,0,,False,564,485
8475181,79,2,0.0253,0.007,0.0877,0,,False,565,485
8481122,120,3,0.025,0.0085,0.0709,0,,False,566,485
8476467,201,5,0.0249,0.0107,0.0569,0,,False,567,485
8476874,121,3,0.0248,0.0085,0.0704,0,,False,568,485
8478500,242,6,0.0248,0.0114,0.053,1,,False,568,325
8479325,202,5,0.0248,0.0106,0.0566,1,,False,568,325
8474600,327,8,0.0245,0.0124,0.0475,0,,False,571,485
8475218,326,8,0.0245,0.0125,0.0477,0,,False,571,485
8476372,205,5,0.0244,0.0105,0.0558,0,,False,573,485
8476958,246,6,0.0244,0.0112,0.0522,1,,False,573,325
8478970,246,6,0.0244,0.0112,0.0522,0,,False,573,485
8481806,124,3,0.0242,0.0083,0.0687,0,,False,576,485
8480860,165,4,0.0242,0.0095,0.0607,0,,False,576,485
8479345,338,8,0.0237,0.012,0.046,1,,False,578,325
8477504,344,8,0.0233,0.0118,0.0452,3,,False,579,130
8480036,258,6,0.0233,0.0107,0.0498,0,,False,579,485
8482684,262,6,0.0229,0.0105,0.0491,0,,False,581,485
8477365,133,3,0.0226,0.0077,0.0642,0,,False,582,485
8484304,133,3,0.0226,0.0077,0.0642,0,,False,582,485
8475462,178,4,0.0225,0.0088,0.0563,1,,False,584,325
8479976,89,2,0.0225,0.0062,0.0783,1,,False,584,325
8478055,356,8,0.0225,0.0114,0.0437,1,,False,584,325
8484166,313,7,0.0224,0.0109,0.0454,0,,False,587,485
8481014,179,4,0.0223,0.0087,0.056,0,,False,588,485
8479576,90,2,0.0222,0.0061,0.0774,1,,False,589,325
8475167,228,5,0.0219,0.0094,0.0503,0,,False,590,485
8474578,366,8,0.0219,0.0111,0.0425,0,,False,590,485
8476869,321,7,0.0218,0.0106,0.0443,0,,False,592,485
8477986,368,8,0.0217,0.0111,0.0423,1,,False,593,325
8470600,138,3,0.0217,0.0074,0.062,0,,False,593,485
8477369,140,3,0.0214,0.0073,0.0611,1,,False,595,325
8477498,376,8,0.0213,0.0108,0.0414,0,,False,596,485
8481607,95,2,0.0211,0.0058,0.0735,0,,False,597,485
8481542,289,6,0.0208,0.0095,0.0445,0,,False,598,485
8481581,290,6,0.0207,0.0095,0.0444,0,,False,599,485
8476853,290,6,0.0207,0.0095,0.0444,0,,False,599,485
8482671,243,5,0.0206,0.0088,0.0473,0,,False,601,485
8477447,243,5,0.0206,0.0088,0.0473,2,,False,601,215
8476854,146,3,0.0205,0.007,0.0587,1,,False,603,325
8476879,198,4,0.0202,0.0079,0.0508,0,,False,604,485
8475279,252,5,0.0198,0.0085,0.0456,1,,False,605,325
8476967,252,5,0.0198,0.0085,0.0456,1,,False,605,325
8475718,51,1,0.0196,0.0035,0.103,0,,False,607,485
8479339,51,1,0.0196,0.0035,0.103,0,,False,607,485
8481006,102,2,0.0196,0.0054,0.0687,0,,False,607,485
8474151,154,3,0.0195,0.0066,0.0557,0,,False,610,485
8483457,154,3,0.0195,0.0066,0.0557,0,,False,610,485
8480043,156,3,0.0192,0.0066,0.055,0,,False,612,485
8477971,52,1,0.0192,0.0034,0.1012,0,,False,612,485
8480336,365,7,0.0192,0.0093,0.0391,0,,False,612,485
8480434,159,3,0.0189,0.0064,0.054,0,,False,615,485
8479369,159,3,0.0189,0.0064,0.054,0,,False,615,485
8471724,319,6,0.0188,0.0086,0.0404,0,,False,617,485
8478443,162,3,0.0185,0.0063,0.053,0,,False,618,485
8484186,108,2,0.0185,0.0051,0.065,2,,False,618,215
8482730,218,4,0.0183,0.0072,0.0462,0,,False,620,485
8477495,218,4,0.0183,0.0072,0.0462,0,,False,620,485
8483447,55,1,0.0182,0.0032,0.0961,1,,False,622,325
8474565,165,3,0.0182,0.0062,0.0521,1,,False,622,325
8478851,165,3,0.0182,0.0062,0.0521,0,,False,622,485
8474602,55,1,0.0182,0.0032,0.0961,0,,False,622,485
8480807,166,3,0.0181,0.0062,0.0518,0,,False,626,485
8482858,111,2,0.018,0.005,0.0633,0,,False,627,485
8477435,111,2,0.018,0.005,0.0633,1,,False,627,325
8484223,56,1,0.0179,0.0032,0.0945,0,,False,629,485
8482073,225,4,0.0178,0.0069,0.0448,1,,False,630,325
8480084,57,1,0.0175,0.0031,0.0929,0,,False,631,485
8480796,171,3,0.0175,0.006,0.0503,1,,False,631,325
8481719,58,1,0.0172,0.003,0.0914,0,,False,633,485
8477950,179,3,0.0168,0.0057,0.0481,0,,False,634,485
8478397,297,5,0.0168,0.0072,0.0388,1,,False,634,325
8480873,179,3,0.0168,0.0057,0.0481,0,,False,634,485
8480035,123,2,0.0163,0.0045,0.0574,0,,False,637,485
8481708,62,1,0.0161,0.0029,0.0859,0,,False,638,485
8475906,62,1,0.0161,0.0029,0.0859,1,,False,638,325
8477018,124,2,0.0161,0.0044,0.0569,0,,False,638,485
8480817,250,4,0.016,0.0062,0.0404,1,,False,641,325
8480192,126,2,0.0159,0.0044,0.056,1,,False,642,325
8478099,63,1,0.0159,0.0028,0.0846,0,,False,642,485
8480049,194,3,0.0155,0.0053,0.0445,0,,False,644,485
8479378,130,2,0.0154,0.0042,0.0544,1,,False,645,325
8480878,130,2,0.0154,0.0042,0.0544,1,,False,645,325
8478840,196,3,0.0153,0.0052,0.044,2,,False,647,215
8476312,261,4,0.0153,0.006,0.0387,0,,False,647,485
8478882,263,4,0.0152,0.0059,0.0384,0,,False,649,485
8477346,332,5,0.0151,0.0064,0.0348,0,,False,650,485
8478013,267,4,0.015,0.0058,0.0379,0,,False,651,485
8483495,133,2,0.015,0.0041,0.0532,0,,False,651,485
8476457,266,4,0.015,0.0059,0.038,0,,False,651,485
8478416,134,2,0.0149,0.0041,0.0528,0,,False,654,485
8476792,67,1,0.0149,0.0026,0.0798,0,,False,654,485
8471709,71,1,0.0141,0.0025,0.0756,0,,False,656,485
8478178,286,4,0.014,0.0055,0.0354,0,,False,657,485
8480839,365,5,0.0137,0.0059,0.0317,0,,False,658,485
8475455,146,2,0.0137,0.0038,0.0486,0,,False,658,485
8482166,73,1,0.0137,0.0024,0.0736,0,,False,658,485
8482733,74,1,0.0135,0.0024,0.0727,0,,False,661,485
8478038,311,4,0.0129,0.005,0.0326,0,,False,662,485
8479425,234,3,0.0128,0.0044,0.037,0,,False,663,485
8471677,80,1,0.0125,0.0022,0.0675,0,,False,664,485
8479026,80,1,0.0125,0.0022,0.0675,0,,False,664,485
8480727,161,2,0.0124,0.0034,0.0442,0,,False,666,485
8480246,162,2,0.0123,0.0034,0.0439,1,,False,667,325
8476891,162,2,0.0123,0.0034,0.0439,0,,False,667,485
8479372,82,1,0.0122,0.0022,0.0659,0,,False,669,485
8480145,248,3,0.0121,0.0041,0.035,1,,False,670,325
8480058,84,1,0.0119,0.0021,0.0644,0,,False,671,485
8476931,172,2,0.0116,0.0032,0.0414,1,,False,672,325
8479371,172,2,0.0116,0.0032,0.0414,0,,False,672,485
8470613,364,4,0.011,0.0043,0.0279,1,,False,674,325
8482105,274,3,0.0109,0.0037,0.0317,0,,False,675,485
8480879,94,1,0.0106,0.0019,0.0578,0,,False,676,485
8479410,204,2,0.0098,0.0027,0.035,0,,False,677,485
8481527,111,1,0.009,0.0016,0.0493,0,,False,678,485
8476979,111,1,0.009,0.0016,0.0493,0,,False,678,485
8480800,345,3,0.0087,0.003,0.0253,0,,False,680,485
8476429,120,1,0.0083,0.0015,0.0457,0,,False,681,485
8478450,120,1,0.0083,0.0015,0.0457,0,,False,681,485
8482964,120,1,0.0083,0.0015,0.0457,0,,False,681,485
8479402,127,1,0.0079,0.0014,0.0433,1,,False,684,325
8480803,400,3,0.0075,0.0026,0.0218,0,,False,685,485
8476422,138,1,0.0072,0.0013,0.0399,0,,False,686,485
8482087,150,1,0.0067,0.0012,0.0368,0,,False,687,485
8474567,152,1,0.0066,0.0012,0.0363,0,,False,688,485
8480865,317,2,0.0063,0.0017,0.0227,1,,False,689,325
8474716,163,1,0.0061,0.0011,0.0339,0,,False,690,485
8474563,166,1,0.006,0.0011,0.0333,0,,False,691,485
8476331,188,1,0.0053,0.0009,0.0295,0,,False,692,485
8474574,206,1,0.0049,0.0009,0.027,0,,False,693,485
8477507,217,1,0.0046,0.0008,0.0256,0,,False,694,485
8480891,221,1,0.0045,0.0008,0.0252,0,,False,695,485
8484258,261,1,0.0038,0.0007,0.0214,0,,False,696,485
8476875,264,1,0.0038,0.0007,0.0211,0,,False,696,485
8473446,66,0,0.0,0.0,0.055,0,,False,698,485
8474166,79,0,0.0,0.0,0.0464,0,,False,698,485
8484783,62,0,0.0,0.0,0.0583,0,,False,698,485
8474031,51,0,0.0,0.0,0.07,0,,False,698,485
8484321,74,0,0.0,0.0,0.0494,0,,False,698,485
8471218,50,0,0.0,0.0,0.0714,0,,False,698,485
8477506,189,0,0.0,0.0,0.0199,0,,False,698,485
8474673,57,0,0.0,0.0,0.0631,0,,False,698,485
8480001,98,0,0.0,0.0,0.0377,0,,False,698,485
8482100,79,0,0.0,0.0,0.0464,0,,False,698,485
8478854,93,0,0.0,0.0,0.0397,0,,False,698,485
8482516,52,0,0.0,0.0,0.0688,0,,False,698,485
8481563,90,0,0.0,0.0,0.0409,0,,False,698,485
8481178,81,0,0.0,0.0,0.0453,0,,False,698,485
8481056,67,0,0.0,0.0,0.0542,0,,False,698,485
8479982,106,0,0.0,0.0,0.035,0,,False,698,485
8475755,56,0,0.0,0.0,0.0642,0,,False,698,485
8475750,72,0,0.0,0.0,0.0507,0,,False,698,485
8480834,106,0,0.0,0.0,0.035,0,,False,698,485
8483460,50,0,0.0,0.0,0.0714,0,,False,698,485
8483466,74,0,0.0,0.0,0.0494,0,,False,698,485
8475690,83,0,0.0,0.0,0.0442,0,,False,698,485
8480990,82,0,0.0,0.0,0.0448,0,,False,698,485
8483506,73,0,0.0,0.0,0.05,0,,False,698,485
8475233,77,0,0.0,0.0,0.0475,0,,False,698,485
8480073,71,0,0.0,0.0,0.0513,0,,False,698,485
8483678,52,0,0.0,0.0,0.0688,0,,False,698,485
8475762,53,0,0.0,0.0,0.0676,0,,False,698,485
