game_id,season,period,orig_event_type,orig_x,orig_y,orig_shot_type,orig_team,orig_shooter_id,reb_event_type,reb_x,reb_y,reb_shot_type,reb_shooter_id,reb_is_goal,time_gap_secs
2020020001,20202021,1,shot-on-goal,53,-8,slap,PHI,8473512,shot-on-goal,70,3,wrist,8479026,0,2
2020020001,20202021,2,shot-on-goal,87,-5,backhand,PHI,8475763,shot-on-goal,95,-8,backhand,8475763,0,2
2020020001,20202021,3,shot-on-goal,81,1,wrist,PHI,8478067,goal,81,1,backhand,8478067,1,1
2020020001,20202021,3,shot-on-goal,59,-38,wrist,PHI,8480797,goal,79,9,wrist,8475763,1,1
2020020002,20202021,1,shot-on-goal,96,9,wrap-around,TBL,8473986,goal,80,0,tip-in,8478472,1,1
2020020002,20202021,1,shot-on-goal,53,-8,wrist,TBL,8478010,shot-on-goal,60,-13,wrist,8478416,0,2
2020020002,20202021,2,shot-on-goal,65,7,wrist,TBL,8474564,shot-on-goal,74,-7,wrist,8474034,0,1
2020020003,20202021,3,shot-on-goal,78,-3,wrist,MTL,8480018,shot-on-goal,82,-5,backhand,8476981,0,2
2020020003,20202021,3,shot-on-goal,89,-13,backhand,TOR,8475166,shot-on-goal,85,-8,wrist,8477939,0,3
2020020004,20202021,1,shot-on-goal,38,18,slap,EDM,8477498,shot-on-goal,81,0,wrist,8479977,0,1
2020020004,20202021,2,shot-on-goal,82,3,wrist,VAN,8476871,goal,80,5,wrist,8481535,1,2
2020020005,20202021,1,shot-on-goal,46,23,wrist,STL,8475158,shot-on-goal,78,10,wrist,8474102,0,2
2020020005,20202021,3,shot-on-goal,76,2,snap,STL,8476897,goal,83,4,snap,8476897,1,0
2020020005,20202021,3,shot-on-goal,63,18,wrist,COL,8478420,shot-on-goal,82,0,wrist,8477492,0,1
2020020006,20202021,3,shot-on-goal,81,-7,backhand,BUF,8475784,shot-on-goal,85,-6,wrist,8475784,0,2
2020020007,20202021,1,shot-on-goal,65,10,snap,BOS,8477941,shot-on-goal,61,-2,wrist,8479365,0,1
2020020008,20202021,2,shot-on-goal,69,17,wrist,NYR,8482109,shot-on-goal,65,5,wrist,8476885,0,0
2020020009,20202021,1,shot-on-goal,38,22,snap,DAL,8480027,goal,79,6,snap,8471260,1,2
2020020009,20202021,1,shot-on-goal,69,-20,wrist,DAL,8480036,shot-on-goal,72,5,deflected,8476889,0,1
2020020010,20202021,1,shot-on-goal,87,5,backhand,DET,8477454,shot-on-goal,80,3,wrist,8476822,0,2
2020020012,20202021,2,shot-on-goal,74,-10,wrist,WPG,8477940,goal,87,-7,wrist,8476460,1,2
2020020012,20202021,2,shot-on-goal,73,-18,wrist,CGY,8479314,shot-on-goal,80,-11,wrist,8479314,0,2
2020020013,20202021,1,shot-on-goal,81,-11,snap,EDM,8479344,shot-on-goal,51,-17,slap,8479977,0,1
2020020013,20202021,1,shot-on-goal,51,-17,slap,EDM,8479977,goal,87,-6,wrist,8478402,1,1
2020020013,20202021,2,shot-on-goal,80,16,snap,VAN,8480800,shot-on-goal,-45,11,wrist,8477353,0,3
2020020013,20202021,2,shot-on-goal,-45,11,wrist,VAN,8477353,shot-on-goal,83,-6,wrist,8480012,0,3
2020020013,20202021,2,shot-on-goal,79,-4,backhand,EDM,8478402,goal,84,-5,wrist,8478402,1,1
2020020013,20202021,2,shot-on-goal,37,19,snap,VAN,8471303,shot-on-goal,84,-3,backhand,8478874,0,2
2020020013,20202021,3,shot-on-goal,49,2,snap,EDM,8476454,shot-on-goal,80,1,wrist,8475178,0,2
2020020014,20202021,1,shot-on-goal,78,1,tip-in,ARI,8478856,missed-shot,91,-7,tip-in,8478856,0,3
2020020014,20202021,1,shot-on-goal,75,-5,backhand,SJS,8481077,goal,76,0,wrist,8476881,1,3
2020020014,20202021,1,shot-on-goal,78,4,wrist,ARI,8477951,shot-on-goal,77,4,wrist,8477989,0,0
2020020014,20202021,2,shot-on-goal,47,-21,wrist,SJS,8475834,shot-on-goal,35,32,wrist,8479983,0,2
2020020014,20202021,2,shot-on-goal,40,-26,wrist,SJS,8470613,shot-on-goal,40,33,wrist,8481812,0,3
2020020014,20202021,3,shot-on-goal,83,25,wrist,SJS,8475169,missed-shot,90,-16,wrist,8475169,0,1
2020020014,20202021,3,shot-on-goal,63,18,wrist,SJS,8477987,shot-on-goal,80,-3,backhand,8477987,0,1
2020020014,20202021,3,shot-on-goal,43,30,wrist,ARI,8479345,shot-on-goal,81,2,wrist,8475752,0,1
2020020014,20202021,3,shot-on-goal,72,10,tip-in,ARI,8479465,shot-on-goal,81,-2,wrist,8477989,0,1
2020020016,20202021,1,shot-on-goal,76,-14,backhand,MIN,8478493,missed-shot,86,-6,backhand,8478493,0,2
2020020016,20202021,1,shot-on-goal,65,16,snap,LAK,8471685,goal,85,-1,backhand,8470604,1,1
2020020016,20202021,3,shot-on-goal,34,-27,snap,MIN,8476856,shot-on-goal,80,1,tip-in,8478493,0,1
2020020016,20202021,3,shot-on-goal,36,18,wrist,LAK,8479348,shot-on-goal,76,3,tip-in,8479644,0,2
2020020017,20202021,1,shot-on-goal,66,-8,wrist,WSH,8473563,shot-on-goal,47,-2,wrist,8473563,0,1
2020020017,20202021,2,shot-on-goal,78,0,wrist,BUF,8479420,shot-on-goal,78,-2,snap,8479420,0,1
2020020018,20202021,1,shot-on-goal,80,2,wrist,PHI,8479974,goal,81,0,deflected,8478439,1,1
2020020018,20202021,1,shot-on-goal,59,-19,snap,PIT,8477955,goal,74,-2,wrist,8479293,1,2
2020020019,20202021,1,shot-on-goal,81,4,wrist,CHI,8475177,shot-on-goal,71,-6,wrist,8478440,0,1
2020020019,20202021,2,shot-on-goal,80,-4,backhand,TBL,8476399,goal,83,4,tip-in,8476399,1,3
2020020020,20202021,1,shot-on-goal,78,-3,tip-in,FLA,8477038,goal,79,1,wrist,8477038,1,1
2020020020,20202021,1,shot-on-goal,48,12,wrist,DAL,8480027,shot-on-goal,41,37,wrist,8480036,0,1
2020020020,20202021,2,shot-on-goal,64,-32,slap,DAL,8471260,shot-on-goal,56,29,slap,8480036,0,2
2020020020,20202021,3,shot-on-goal,33,-30,wrist,DAL,8478495,goal,72,2,tip-in,8475794,1,0
2020020021,20202021,2,shot-on-goal,72,9,wrist,OTT,8470601,shot-on-goal,81,-2,wrist,8480801,0,1
2020020021,20202021,3,shot-on-goal,74,3,wrist,OTT,8480208,goal,85,7,wrist,8474613,1,0
2020020023,20202021,1,shot-on-goal,81,-5,snap,NJD,8479415,shot-on-goal,80,-1,snap,8479415,0,2
2020020023,20202021,2,shot-on-goal,59,22,snap,BOS,8471276,shot-on-goal,72,-26,snap,8479325,0,2
2020020023,20202021,2,shot-on-goal,72,-26,snap,BOS,8479325,shot-on-goal,74,-9,snap,8478131,0,1
2020020023,20202021,3,shot-on-goal,59,-16,snap,NJD,8478401,shot-on-goal,55,2,snap,8477038,0,3
2020020023,20202021,3,shot-on-goal,55,2,snap,NJD,8477038,missed-shot,68,14,snap,8477341,0,3
2020020025,20202021,1,shot-on-goal,34,-23,slap,CAR,8477488,shot-on-goal,82,-2,backhand,8476389,0,3
2020020025,20202021,1,shot-on-goal,82,-2,backhand,CAR,8476389,shot-on-goal,82,0,wrist,8476389,0,0
2020020025,20202021,2,shot-on-goal,38,5,wrist,DET,8479425,missed-shot,37,22,wrist,8471686,0,3
2020020025,20202021,3,shot-on-goal,77,-12,snap,CAR,8475799,shot-on-goal,75,3,wrist,8476882,0,2
2020020026,20202021,1,shot-on-goal,84,3,backhand,CBJ,8474584,goal,86,2,wrist,8473422,1,0
2020020026,20202021,2,shot-on-goal,45,25,wrist,NSH,8475176,shot-on-goal,81,-1,deflected,8479316,0,1
2020020026,20202021,2,shot-on-goal,37,25,wrist,CBJ,8478567,shot-on-goal,85,16,wrist,8474584,0,2
2020020026,20202021,3,shot-on-goal,36,9,wrist,NSH,8475218,goal,84,6,wrist,8470755,1,1
2020020026,20202021,3,shot-on-goal,81,-6,wrist,CBJ,8473422,shot-on-goal,81,-1,wrist,8473422,0,1
2020020028,20202021,2,shot-on-goal,82,3,wrist,CGY,8479314,shot-on-goal,85,-5,backhand,8479314,0,1
2020020030,20202021,1,shot-on-goal,80,6,wrist,ARI,8477989,missed-shot,33,-22,slap,8471274,0,3
2020020030,20202021,2,shot-on-goal,79,-18,wrist,SJS,8479393,shot-on-goal,37,15,wrist,8479393,0,2
2020020030,20202021,2,shot-on-goal,35,29,slap,SJS,8479983,shot-on-goal,74,8,wrist,8479393,0,1
2020020030,20202021,2,shot-on-goal,40,-4,slap,ARI,8471274,shot-on-goal,80,1,wrist,8477989,0,1
2020020030,20202021,3,shot-on-goal,73,0,wrist,ARI,8479343,goal,79,-1,wrist,8479343,1,2
2020020030,20202021,3,shot-on-goal,56,18,wrist,SJS,8478414,shot-on-goal,80,8,wrist,8474053,0,3
2020020031,20202021,1,shot-on-goal,63,20,wrist,VGK,8480727,shot-on-goal,83,1,wrist,8479996,0,0
2020020032,20202021,1,shot-on-goal,44,10,wrist,LAK,8478455,goal,80,3,wrist,8480014,1,2
2020020032,20202021,2,shot-on-goal,80,-4,wrist,MIN,8477942,shot-on-goal,81,-5,wrist,8475760,0,1
2020020032,20202021,3,shot-on-goal,70,-11,slap,MIN,8474688,goal,83,2,wrist,8478493,1,1
2020020034,20202021,1,shot-on-goal,86,-9,wrist,FLA,8477493,shot-on-goal,81,-2,backhand,8477407,0,1
2020020034,20202021,1,shot-on-goal,81,-2,backhand,FLA,8477407,shot-on-goal,85,6,snap,8477409,0,1
2020020034,20202021,2,shot-on-goal,52,31,snap,CHI,8479337,shot-on-goal,96,15,wrist,8474141,0,1
2020020034,20202021,3,shot-on-goal,81,-2,tip-in,FLA,8479066,shot-on-goal,79,9,wrist,8475792,0,1
2020020035,20202021,1,shot-on-goal,85,6,wrist,WSH,8475744,goal,82,4,wrist,8471214,1,1
2020020037,20202021,1,shot-on-goal,57,-37,wrist,BUF,8477986,missed-shot,38,28,wrist,8477499,0,2
2020020037,20202021,2,shot-on-goal,76,10,wrist,BUF,8475784,shot-on-goal,84,7,backhand,8475784,0,2
2020020037,20202021,2,shot-on-goal,30,35,wrist,PHI,8478500,shot-on-goal,79,1,wrist,8480797,0,1
2020020037,20202021,2,shot-on-goal,30,-27,wrist,BUF,8477986,goal,76,2,wrist,8477508,1,1
2020020038,20202021,1,shot-on-goal,79,4,tip-in,DET,8477479,shot-on-goal,80,-6,backhand,8477479,0,2
2020020038,20202021,1,shot-on-goal,80,-6,backhand,DET,8477479,goal,71,-8,wrist,8471676,1,2
2020020038,20202021,2,shot-on-goal,66,-29,wrist,DET,8477946,shot-on-goal,81,-3,wrist,8471686,0,1
2020020038,20202021,2,shot-on-goal,81,-3,wrist,DET,8471686,shot-on-goal,86,-4,wrist,8471686,0,1
2020020039,20202021,1,shot-on-goal,90,-7,wrap-around,STL,8479385,shot-on-goal,-94,19,wrist,8474618,0,0
2020020039,20202021,1,shot-on-goal,-94,19,wrist,STL,8474618,shot-on-goal,64,-3,wrist,8474125,0,0
2020020039,20202021,1,shot-on-goal,64,-3,wrist,STL,8474125,shot-on-goal,48,-14,slap,8474102,0,0
2020020039,20202021,1,shot-on-goal,48,-14,slap,STL,8474102,shot-on-goal,49,-23,wrist,8474102,0,0
2020020039,20202021,1,shot-on-goal,49,-23,wrist,STL,8474102,shot-on-goal,55,-18,wrist,8479385,0,0
2020020039,20202021,2,shot-on-goal,60,-11,wrist,STL,8475170,goal,82,-3,wrist,8475170,1,2
2020020039,20202021,2,shot-on-goal,43,37,wrist,SJS,8478099,shot-on-goal,34,34,slap,8481812,0,3
2020020039,20202021,2,shot-on-goal,57,13,wrist,STL,8475768,shot-on-goal,75,-14,wrist,8476892,0,1
2020020039,20202021,3,shot-on-goal,81,-17,wrist,STL,8475158,shot-on-goal,45,-33,wrist,8476892,0,3
2020020040,20202021,2,shot-on-goal,77,-9,deflected,NSH,8476887,missed-shot,88,7,wrap-around,8476887,0,2
2020020040,20202021,3,shot-on-goal,82,-2,backhand,CAR,8477998,shot-on-goal,81,1,wrap-around,8477998,0,1
2020020041,20202021,2,shot-on-goal,61,32,slap,TOR,8479318,shot-on-goal,70,5,backhand,8475786,0,3
2020020041,20202021,2,shot-on-goal,72,7,tip-in,TOR,8479318,shot-on-goal,74,-1,wrist,8477939,0,2
2020020041,20202021,3,shot-on-goal,64,-3,deflected,TOR,8475786,shot-on-goal,81,0,backhand,8475786,0,1
2020020042,20202021,1,shot-on-goal,36,6,wrist,CGY,8478396,missed-shot,75,11,wrist,8476346,0,2
2020020042,20202021,2,shot-on-goal,33,10,wrist,CGY,8470966,shot-on-goal,64,9,wrist,8476410,0,3
2020020042,20202021,2,shot-on-goal,80,7,wrist,CGY,8476410,goal,68,3,wrist,8474150,1,2
2020020043,20202021,1,shot-on-goal,47,-25,wrist,EDM,8476457,missed-shot,56,23,wrist,8480946,0,1
2020020044,20202021,1,shot-on-goal,56,25,wrist,VGK,8477949,shot-on-goal,72,-6,wrist,8480727,0,3
2020020045,20202021,1,shot-on-goal,68,21,snap,MIN,8476437,shot-on-goal,70,-14,wrist,8470610,0,3
2020020045,20202021,2,shot-on-goal,81,2,tip-in,MIN,8470610,shot-on-goal,79,31,snap,8478864,0,0
2020020046,20202021,1,shot-on-goal,57,-28,wrist,NJD,8477425,goal,70,-5,wrist,8471233,1,2
2020020046,20202021,2,shot-on-goal,35,7,wrist,NJD,8480883,goal,84,-2,backhand,8481559,1,1
2020020046,20202021,2,shot-on-goal,80,-1,tip-in,NYR,8477962,shot-on-goal,80,2,backhand,8479353,0,2
2020020046,20202021,3,shot-on-goal,83,4,backhand,NYR,8476858,goal,80,-3,wrist,8480078,1,2
2020020046,20202021,3,shot-on-goal,32,26,slap,NYR,8471677,shot-on-goal,67,19,wrist,8480078,0,2
2020020047,20202021,1,shot-on-goal,72,7,wrist,BUF,8475784,shot-on-goal,77,6,wrist,8475784,0,2
2020020047,20202021,2,shot-on-goal,55,-12,wrist,PHI,8474027,shot-on-goal,79,7,wrist,8474037,0,1
2020020047,20202021,2,shot-on-goal,75,9,wrist,BUF,8481528,missed-shot,88,16,wrist,8478109,0,2
2020020047,20202021,3,shot-on-goal,47,36,wrist,BUF,8475791,shot-on-goal,84,-2,deflected,8477933,0,1
2020020048,20202021,1,shot-on-goal,81,4,wrist,DAL,8476467,goal,84,6,wrist,8476467,1,0
2020020048,20202021,1,shot-on-goal,81,-5,wrist,DAL,8471260,shot-on-goal,71,-19,wrist,8471260,0,3
2020020049,20202021,2,shot-on-goal,64,-2,wrist,CHI,8477330,shot-on-goal,77,3,wrist,8477330,0,2
2020020049,20202021,3,shot-on-goal,82,6,backhand,CHI,8474141,shot-on-goal,59,-29,wrist,8479337,0,3
2020020049,20202021,3,shot-on-goal,46,1,wrist,FLA,8478366,missed-shot,62,35,snap,8477409,0,2
2020020049,20202021,3,shot-on-goal,63,37,wrist,FLA,8477407,shot-on-goal,88,3,wrist,8477493,0,1
2020020049,20202021,3,shot-on-goal,75,-1,backhand,FLA,8477493,missed-shot,31,-36,snap,8477932,0,3
2020020050,20202021,1,shot-on-goal,67,-18,wrist,PIT,8477953,goal,86,5,wrist,8474098,1,2
2020020050,20202021,2,shot-on-goal,39,17,snap,PIT,8480945,shot-on-goal,74,3,backhand,8474098,0,1
2020020050,20202021,2,shot-on-goal,72,8,tip-in,WSH,8478466,goal,74,-11,wrist,8475744,1,2
2020020050,20202021,3,shot-on-goal,84,-3,wrist,WSH,8475744,shot-on-goal,82,3,wrist,8475744,0,1
2020020050,20202021,3,shot-on-goal,82,3,wrist,WSH,8475744,shot-on-goal,81,-5,wrist,8475744,0,1
2020020050,20202021,3,shot-on-goal,40,16,snap,PIT,8475208,shot-on-goal,87,7,wrist,8471675,0,2
2020020050,20202021,3,shot-on-goal,87,7,wrist,PIT,8471675,shot-on-goal,37,8,wrist,8475208,0,1
2020020050,20202021,3,shot-on-goal,35,-16,snap,PIT,8471724,shot-on-goal,42,-7,snap,8471724,0,3
2020020050,20202021,3,shot-on-goal,42,-7,snap,PIT,8471724,shot-on-goal,83,5,wrist,8477404,0,1
2020020052,20202021,2,shot-on-goal,77,2,deflected,CAR,8476389,shot-on-goal,41,-24,wrist,8476462,0,3
2020020053,20202021,2,shot-on-goal,74,14,wrist,OTT,8480064,missed-shot,46,-31,wrist,8479458,0,3
2020020053,20202021,3,shot-on-goal,70,-32,wrist,WPG,8473453,shot-on-goal,61,-32,wrist,8477940,0,3
2020020054,20202021,1,shot-on-goal,73,28,wrist,COL,8477501,shot-on-goal,82,-5,wrap-around,8477492,0,3
2020020054,20202021,2,shot-on-goal,71,-2,wrist,COL,8477492,shot-on-goal,84,0,wrist,8478420,0,0
2020020054,20202021,2,shot-on-goal,79,11,wrist,LAK,8480113,shot-on-goal,82,-5,wrist,8480113,0,2
2020020055,20202021,2,shot-on-goal,78,-11,backhand,STL,8475158,missed-shot,82,9,backhand,8477482,0,1
2020020055,20202021,2,shot-on-goal,80,0,tip-in,SJS,8476442,goal,84,-11,wrist,8475834,1,1
2020020055,20202021,3,shot-on-goal,61,-1,snap,SJS,8475834,missed-shot,63,4,snap,8466139,0,2
2020020057,20202021,1,shot-on-goal,80,4,wrist,VAN,8474291,shot-on-goal,78,3,wrist,8474291,0,0
2020020058,20202021,1,shot-on-goal,31,28,wrist,ARI,8479345,shot-on-goal,82,-2,backhand,8475728,0,1
2020020058,20202021,2,shot-on-goal,81,-1,backhand,ARI,8473548,shot-on-goal,83,4,wrist,8479345,0,2
2020020058,20202021,3,shot-on-goal,34,2,wrist,ARI,8471769,shot-on-goal,77,1,wrist,8477951,0,2
2020020058,20202021,3,shot-on-goal,84,-1,wrist,ARI,8479465,shot-on-goal,80,-1,wrist,8479465,0,1
2020020059,20202021,1,shot-on-goal,87,5,tip-in,MIN,8474009,shot-on-goal,85,7,wrist,8478493,0,1
2020020059,20202021,2,shot-on-goal,78,7,snap,ANA,8477240,goal,76,4,wrist,8475235,1,3
2020020060,20202021,3,shot-on-goal,77,0,deflected,BOS,8477941,goal,78,-2,deflected,8480021,1,0
2020020060,20202021,3,shot-on-goal,61,-1,wrist,BOS,8475225,goal,77,4,wrist,8475745,1,2
2020020060,20202021,3,shot-on-goal,59,-12,wrist,BOS,8475225,shot-on-goal,72,-1,wrist,8478468,0,2
2020020061,20202021,1,shot-on-goal,51,25,wrist,NJD,8479414,shot-on-goal,32,-35,wrist,8474056,0,3
2020020061,20202021,2,shot-on-goal,54,-27,wrist,NJD,8477425,shot-on-goal,83,3,backhand,8471233,0,1
2020020061,20202021,3,shot-on-goal,42,-18,slap,NYI,8476429,shot-on-goal,69,40,wrist,8474709,0,3
2020020062,20202021,1,shot-on-goal,27,-12,wrist,FLA,8477346,shot-on-goal,76,1,backhand,8477346,0,2
2020020062,20202021,2,shot-on-goal,79,-2,backhand,CAR,8476389,missed-shot,77,5,wrist,8480039,0,2
2020020062,20202021,3,shot-on-goal,71,-14,slap,CAR,8480039,shot-on-goal,86,-8,wrist,8475799,0,2
2020020063,20202021,2,shot-on-goal,80,1,tip-in,TBL,8476292,shot-on-goal,81,3,snap,8476292,0,3
2020020063,20202021,2,shot-on-goal,81,3,snap,TBL,8476292,missed-shot,44,10,slap,8474564,0,2
2020020064,20202021,1,shot-on-goal,38,22,wrist,OTT,8476422,shot-on-goal,83,9,backhand,8474613,0,2
2020020064,20202021,2,shot-on-goal,65,-16,wrist,WPG,8471669,shot-on-goal,71,-1,wrist,8471669,0,2
2020020065,20202021,1,shot-on-goal,73,12,snap,MTL,8475726,goal,80,2,snap,8475726,1,0
2020020065,20202021,2,shot-on-goal,86,9,backhand,MTL,8480018,goal,82,-6,snap,8476981,1,0
2020020066,20202021,1,shot-on-goal,78,-4,backhand,COL,8477492,goal,78,5,wrist,8478420,1,1
2020020066,20202021,1,shot-on-goal,83,5,wrist,LAK,8471685,shot-on-goal,83,-1,wrist,8471685,0,2
2020020066,20202021,2,shot-on-goal,81,-1,deflected,COL,8478420,shot-on-goal,80,-3,wrist,8478420,0,1
2020020066,20202021,2,shot-on-goal,80,-3,wrist,COL,8478420,shot-on-goal,83,-3,wrist,8478420,0,1
2020020066,20202021,2,shot-on-goal,78,-19,backhand,LAK,8477960,missed-shot,88,29,wrist,8471685,0,2
2020020066,20202021,2,shot-on-goal,67,-21,wrist,LAK,8481481,shot-on-goal,84,-7,backhand,8474563,0,1
2020020067,20202021,1,shot-on-goal,75,-1,tip-in,WSH,8476880,goal,74,-5,backhand,8473563,1,1
2020020067,20202021,2,shot-on-goal,35,-18,slap,WSH,8471698,shot-on-goal,49,34,slap,8465009,0,1
2020020067,20202021,2,shot-on-goal,49,34,slap,WSH,8465009,goal,83,-7,wrist,8477944,1,2
2020020068,20202021,2,shot-on-goal,42,31,wrist,NYR,8476858,goal,85,-5,wrist,8481554,1,2
2020020068,20202021,2,shot-on-goal,42,30,snap,NYR,8480817,missed-shot,76,-4,backhand,8477402,0,2
2020020068,20202021,2,shot-on-goal,87,-7,wrist,PIT,8475810,missed-shot,77,-3,wrist,8475722,0,2
2020020068,20202021,3,shot-on-goal,42,-8,wrist,PIT,8478542,shot-on-goal,79,18,wrist,8477404,0,0
2020020069,20202021,1,shot-on-goal,76,3,wrist,CHI,8480798,shot-on-goal,76,0,wrist,8477330,0,0
2020020069,20202021,3,shot-on-goal,87,-24,wrist,DET,8471676,shot-on-goal,77,0,backhand,8477946,0,1
2020020069,20202021,3,shot-on-goal,76,-4,wrist,DET,8477946,shot-on-goal,75,3,backhand,8471676,0,2
2020020070,20202021,1,shot-on-goal,30,22,wrist,EDM,8476886,shot-on-goal,75,3,backhand,8478402,0,1
2020020070,20202021,2,shot-on-goal,66,-17,wrist,EDM,8478402,shot-on-goal,75,3,backhand,8478402,0,2
2020020070,20202021,3,shot-on-goal,81,-13,wrist,EDM,8479344,shot-on-goal,81,-5,backhand,8476454,0,2
2020020071,20202021,3,shot-on-goal,46,24,wrist,SJS,8475169,shot-on-goal,46,-26,slap,8470613,0,2
2020020072,20202021,1,shot-on-goal,44,15,wrist,DAL,8480036,missed-shot,38,-10,slap,8476467,0,2
2020020072,20202021,1,shot-on-goal,86,-4,wrap-around,NSH,8475798,shot-on-goal,85,-4,wrist,8475798,0,2
2020020072,20202021,1,shot-on-goal,85,-4,wrist,NSH,8475798,shot-on-goal,41,-26,wrist,8479371,0,3
2020020074,20202021,1,shot-on-goal,51,-21,backhand,ANA,8476854,shot-on-goal,77,5,tip-in,8478046,0,2
2020020074,20202021,1,shot-on-goal,77,3,backhand,ANA,8475164,shot-on-goal,79,2,wrist,8475164,0,1
2020020076,20202021,1,shot-on-goal,81,-10,deflected,CAR,8478427,shot-on-goal,80,-13,wrist,8478427,0,1
2020020076,20202021,2,shot-on-goal,42,-25,slap,CAR,8476958,missed-shot,78,-6,wrist,8477998,0,2
2020020076,20202021,3,shot-on-goal,72,-5,wrist,CAR,8476921,shot-on-goal,43,-27,slap,8476462,0,3
2020020077,20202021,1,shot-on-goal,76,-1,wrist,CBJ,8474715,goal,83,6,wrist,8473422,1,0
2020020077,20202021,1,shot-on-goal,61,-32,snap,TBL,8479984,shot-on-goal,83,-7,backhand,8478472,0,1
2020020077,20202021,1,shot-on-goal,41,-32,snap,CBJ,8478831,goal,88,3,tip-in,8476888,1,2
2020020077,20202021,2,shot-on-goal,29,-22,slap,TBL,8479984,shot-on-goal,62,-13,wrist,8476292,0,3
2020020077,20202021,2,shot-on-goal,40,13,slap,TBL,8475167,missed-shot,46,12,wrist,8479410,0,3
2020020078,20202021,3,shot-on-goal,83,28,snap,LAK,8479336,shot-on-goal,87,4,wrist,8479675,0,1
2020020079,20202021,1,shot-on-goal,79,6,slap,OTT,8480208,shot-on-goal,83,6,backhand,8480208,0,2
2020020079,20202021,2,shot-on-goal,45,-3,wrist,WPG,8477940,shot-on-goal,86,-10,wrist,8477940,0,2
2020020079,20202021,3,shot-on-goal,78,-1,deflected,WPG,8477429,shot-on-goal,79,0,wrist,8477429,0,1
2020020079,20202021,3,shot-on-goal,79,0,wrist,WPG,8477429,goal,82,-2,wrist,8477429,1,2
2020020080,20202021,3,shot-on-goal,30,-16,wrist,MTL,8481014,shot-on-goal,78,-4,wrist,8470621,0,1
2020020080,20202021,3,shot-on-goal,79,-18,backhand,VAN,8481535,shot-on-goal,85,-1,wrist,8474091,0,1
2020020081,20202021,1,shot-on-goal,80,1,snap,NJD,8471233,shot-on-goal,80,0,snap,8471233,0,0
2020020081,20202021,1,shot-on-goal,45,5,snap,NJD,8477038,goal,74,6,snap,8478401,1,0
2020020081,20202021,2,shot-on-goal,44,8,wrist,NJD,8471233,missed-shot,77,-5,tip-in,8477425,0,0
2020020081,20202021,3,shot-on-goal,71,1,tip-in,NYI,8474586,shot-on-goal,53,17,snap,8475181,0,1
2020020082,20202021,1,shot-on-goal,85,28,wrist,BUF,8475791,shot-on-goal,72,-15,wrist,8477933,0,2
2020020082,20202021,1,shot-on-goal,56,23,slap,WSH,8474176,shot-on-goal,35,36,wrist,8465009,0,3
2020020082,20202021,3,shot-on-goal,78,3,tip-in,BUF,8470595,shot-on-goal,64,22,backhand,8470595,0,3
2020020082,20202021,3,shot-on-goal,68,25,wrist,BUF,8478109,shot-on-goal,77,2,wrist,8478403,0,1
2020020083,20202021,2,shot-on-goal,74,11,wrist,PIT,8479293,shot-on-goal,34,24,snap,8480058,0,3
2020020083,20202021,2,shot-on-goal,59,16,wrist,NYR,8479291,missed-shot,50,-8,snap,8476278,0,0
2020020084,20202021,1,shot-on-goal,34,33,slap,CHI,8475177,goal,77,-5,wrist,8480459,1,1
2020020084,20202021,2,shot-on-goal,76,-6,wrist,DET,8470144,shot-on-goal,80,1,wrist,8470144,0,3
2020020084,20202021,3,shot-on-goal,87,-7,wrap-around,CHI,8477846,shot-on-goal,74,-5,backhand,8477846,0,1
2020020084,20202021,3,shot-on-goal,77,-3,wrist,CHI,8480798,goal,80,4,wrist,8480798,1,0
2020020085,20202021,2,shot-on-goal,49,-20,snap,STL,8475160,missed-shot,48,-29,slap,8476792,0,2
2020020085,20202021,2,shot-on-goal,57,3,deflected,STL,8475768,shot-on-goal,80,4,snap,8479385,0,2
2020020085,20202021,2,shot-on-goal,36,0,slap,STL,8476792,missed-shot,86,5,snap,8475170,0,2
2020020086,20202021,1,shot-on-goal,85,5,wrist,WPG,8471669,shot-on-goal,81,4,snap,8477429,0,2
2020020086,20202021,1,shot-on-goal,83,12,deflected,WPG,8473618,goal,79,-4,wrist,8476392,1,3
2020020086,20202021,2,shot-on-goal,82,7,wrist,EDM,8479344,shot-on-goal,83,4,tip-in,8478402,0,2
2020020086,20202021,2,shot-on-goal,83,4,tip-in,EDM,8478402,goal,81,4,backhand,8476454,1,2
2020020086,20202021,2,shot-on-goal,81,2,wrist,EDM,8478402,shot-on-goal,82,1,wrist,8478402,0,1
2020020086,20202021,2,shot-on-goal,87,-5,wrap-around,WPG,8471669,shot-on-goal,81,4,wrist,8478891,0,2
2020020086,20202021,2,shot-on-goal,45,6,wrist,EDM,8478451,shot-on-goal,80,1,wrist,8479344,0,1
2020020086,20202021,3,shot-on-goal,75,-15,wrist,EDM,8479977,shot-on-goal,56,-5,wrist,8471707,0,3
2020020087,20202021,1,shot-on-goal,35,-35,wrist,TOR,8475718,shot-on-goal,82,-6,backhand,8477021,0,1
2020020087,20202021,2,shot-on-goal,73,9,wrist,CGY,8477497,shot-on-goal,81,5,wrist,8477497,0,2
2020020087,20202021,2,shot-on-goal,81,5,wrist,CGY,8477497,goal,82,5,wrist,8477497,1,0
2020020087,20202021,2,shot-on-goal,64,0,wrist,CGY,8478233,shot-on-goal,75,7,wrist,8477496,0,1
