player_name,player_id,team_2526,offensive_composite,defensive_score,twoway_composite,rush_against_per60,ci_confirmed,trend
Sean Kuraly,8476374,BOS,0.4011,0.1554,0.3028,33.7803,False,stable
Josh Doan,8482659,BUF,0.0000,0.7568,0.3027,21.6005,,
Jacob Moverare,8479421,LAK,0.0000,0.7562,0.3025,21.6141,,
Mackie Samoskevich,8482713,FLA,0.0000,0.7559,0.3023,21.6202,,
Thomas Novak,8478438,PIT,0.0000,0.7523,0.3009,21.6927,,
Tyson Foerster,8482159,PHI,0.0000,0.7499,0.2999,21.7415,,
Maksim Tsyplakov,8484958,NYI,0.0000,0.7484,0.2993,21.7718,,
Dylan Coghlan,8479639,VGK,0.0000,0.7459,0.2984,21.8210,,
Mavrik Bourque,8482145,DAL,0.0000,0.7412,0.2965,21.9163,,
Brandt Clarke,8482730,LAK,0.0000,0.7361,0.2944,22.0211,,
Matt Coronato,8482679,MIN,0.0000,0.7359,0.2944,22.0247,,
Lian Bichsel,8483425,CGY,0.0000,0.7258,0.2903,22.2289,,
Jakob Pelletier,8481592,TBL,0.0000,0.7252,0.2901,22.2403,,
Drew Doughty,8474563,CHI,0.0000,0.7240,0.2896,22.2650,,
Egor Zamula,8481178,PHI,0.0000,0.7233,0.2893,22.2792,,
Nikita Kucherov,8476453,PIT,0.0000,0.7229,0.2891,22.2886,,
Sean Durzi,8480434,UTA,0.0000,0.7202,0.2881,22.3417,,
Mike Hoffman,8474884,ARI,0.0000,0.7197,0.2879,22.3529,,
Shayne Gostisbehere,8476906,TOR,0.0000,0.7196,0.2879,22.3538,,
Daniil Miromanov,8482624,VGK,0.0000,0.7168,0.2867,22.4107,,
Sam Malinski,8484258,COL,0.0000,0.7140,0.2856,22.4687,,
Alexander Radulov,8471228,MIN,0.0000,0.7134,0.2854,22.4801,,
Leo Carlsson,8484153,ANA,0.0000,0.7133,0.2853,22.4827,,
Emil Andrae,8482126,PHI,0.0000,0.7111,0.2845,22.5259,,
Alex Ovechkin,8471214,WSH,0.0000,0.7107,0.2843,22.5354,,
Hendrix Lapierre,8482148,WSH,0.0000,0.7098,0.2839,22.5533,,
Brendan Lemieux,8477962,VAN,0.0000,0.7084,0.2834,22.5810,,
Dylan Guenther,8482699,VAN,0.0000,0.7068,0.2827,22.6139,,
Miro Heiskanen,8480036,DAL,0.0000,0.7031,0.2813,22.6880,,
Justin Schultz,8474602,SEA,0.0000,0.7025,0.2810,22.7011,,
Uvis Balinskis,8484304,FLA,0.0000,0.6991,0.2796,22.7699,,
Dmitry Orlov,8475200,UTA,0.0000,0.6990,0.2796,22.7717,,
Blake Wheeler,8471218,NYR,0.0000,0.6969,0.2787,22.8149,,
Derek Stepan,8474613,CAR,0.0000,0.6962,0.2785,22.8287,,
Adam Fox,8479323,NYR,0.0000,0.6955,0.2782,22.8424,,
Emil Heineman,8482476,NYI,0.0000,0.6945,0.2778,22.8634,,
Macklin Celebrini,8484801,DAL,0.0000,0.6896,0.2758,22.9629,,
Sean Walker,8480336,CAR,0.0000,0.6874,0.2750,23.0070,,
Erik Gustafsson,8476979,DET,0.0000,0.6874,0.2749,23.0072,,
Adam Ruzicka,8480008,TBL,0.0000,0.6871,0.2748,23.0136,,
Nicklas Backstrom,8473563,WSH,0.0000,0.6850,0.2740,23.0544,,
Matthew Schaefer,8485366,NYI,0.0000,0.6836,0.2734,23.0842,,
Vince Dunn,8478407,SEA,0.0000,0.6814,0.2726,23.1275,,
Kirby Dach,8481523,MTL,0.0000,0.6814,0.2726,23.1278,,
Sonny Milano,8477947,WSH,0.0000,0.6801,0.2721,23.1535,,
Scott Perunovich,8481059,STL,0.0000,0.6794,0.2718,23.1685,,
Tony DeAngelo,8477950,NYI,0.0000,0.6792,0.2717,23.1718,,
Cale Makar,8480069,COL,0.0000,0.6791,0.2716,23.1748,,
Evgeny Kuznetsov,8475744,WSH,0.0000,0.6748,0.2699,23.2624,,
Martin Pospisil,8481028,FLA,0.0000,0.6729,0.2692,23.3003,,
Josh Morrissey,8477504,WPG,0.0000,0.6722,0.2689,23.3142,,
Joel Hanley,8477810,CGY,0.0000,0.6690,0.2676,23.3789,,
Jaccob Slavin,8476958,CAR,0.0000,0.6685,0.2674,23.3885,,
MacKenzie Weegar,8477346,CGY,0.0000,0.6675,0.2670,23.4090,,
Thomas Harley,8481581,WPG,0.0000,0.6665,0.2666,23.4298,,
Brady Skjei,8476869,NSH,0.0000,0.6663,0.2665,23.4331,,
David Krejci,8471276,LAK,0.0000,0.6662,0.2665,23.4363,,
Brett Pesce,8477488,WSH,0.0000,0.6656,0.2662,23.4490,,
Alex Chiasson,8475163,DET,0.0000,0.6648,0.2659,23.4647,,
Tyler Tucker,8481006,STL,0.0000,0.6643,0.2657,23.4744,,
Joey Anderson,8479315,NYR,0.0000,0.6581,0.2632,23.5995,,
Mitchell Chaffee,8482070,TBL,0.0000,0.6575,0.2630,23.6118,,
Tyler Kleven,8482095,NYR,0.0000,0.6557,0.2623,23.6477,,
Thomas Chabot,8478469,OTT,0.0000,0.6553,0.2621,23.6572,,
Aaron Ekblad,8477932,FLA,0.0000,0.6546,0.2618,23.6715,,
Ryan Getzlaf,8470612,VAN,0.0000,0.6524,0.2610,23.7153,,
Justin Dowling,8475413,NYR,0.0000,0.6502,0.2601,23.7604,,
Jonatan Berggren,8481013,NJD,0.0000,0.6482,0.2593,23.8012,,
Justin Barron,8482111,NSH,0.0000,0.6478,0.2591,23.8078,,
Kent Johnson,8482660,CBJ,0.0000,0.6478,0.2591,23.8089,,
Kyle MacLean,8481237,NYI,0.0000,0.6468,0.2587,23.8285,,
Declan Chisholm,8480990,WSH,0.0000,0.6464,0.2586,23.8365,,
Logan Cooley,8483431,UTA,0.0000,0.6463,0.2585,23.8392,,
Andreas Englund,8477971,NSH,0.0000,0.6455,0.2582,23.8551,,
Keith Yandle,8471735,SJS,0.0000,0.6453,0.2581,23.8586,,
Daniel Sprong,8478466,SEA,0.0000,0.6442,0.2577,23.8820,,
Darren Raddysh,8478178,PIT,0.0000,0.6432,0.2573,23.9014,,
Philip Tomasino,8481577,CBJ,0.0000,0.6418,0.2567,23.9304,,
Will Smith,8484227,SJS,0.0000,0.6416,0.2566,23.9340,,
Fraser Minten,8483489,BOS,0.0000,0.6396,0.2558,23.9745,,
Josh Leivo,8476410,CGY,0.0000,0.6378,0.2551,24.0114,,
Justin Brazeau,8479638,PIT,0.0000,0.6369,0.2548,24.0293,,
Erik Brannstrom,8480073,UTA,0.0000,0.6361,0.2544,24.0459,,
Jonny Brodzinski,8477380,NYR,0.0000,0.6360,0.2544,24.0485,,
Juuso Parssinen,8481704,NYR,0.0000,0.6349,0.2539,24.0708,,
Dennis Gilbert,8478502,NYR,0.0000,0.6327,0.2531,24.1145,,
Jakob Chychrun,8479345,ANA,0.0000,0.6303,0.2521,24.1630,,
Rasmus Dahlin,8480839,WPG,0.0000,0.6289,0.2516,24.1918,,
Ryan Johansen,8475793,WPG,0.0000,0.6275,0.2510,24.2201,,
Adam Fantilli,8484166,CBJ,0.0000,0.6265,0.2506,24.2396,,
Victor Rask,8476437,DAL,0.0000,0.6262,0.2505,24.2459,,
Derick Brassard,8473544,OTT,0.0000,0.6255,0.2502,24.2611,,
Bowen Byram,8481524,BUF,0.0000,0.6221,0.2488,24.3289,,
Calen Addison,8480884,SJS,0.0000,0.6216,0.2487,24.3384,,
Chris Wideman,8475227,MTL,0.0000,0.6164,0.2466,24.4437,,
Brandon Montour,8477986,EDM,0.0000,0.6138,0.2455,24.4970,,
Cam York,8481546,PHI,0.0000,0.6123,0.2449,24.5279,,
Emil Lilleberg,8482929,PIT,0.0000,0.6113,0.2445,24.5488,,
Roman Josi,8474600,NSH,0.0000,0.6112,0.2445,24.5505,,
Fedor Svechkov,8482768,NSH,0.0000,0.6109,0.2444,24.5564,,
Samuel Girard,8479398,COL,0.0000,0.6097,0.2439,24.5811,,
Shane Wright,8483524,SEA,0.0000,0.6088,0.2435,24.5976,,
Adam Gaudette,8478874,SJS,0.0000,0.6064,0.2425,24.6478,,
K'Andre Miller,8480817,CAR,0.0000,0.6052,0.2421,24.6704,,
Ethan Bear,8478451,WSH,0.0000,0.6042,0.2417,24.6922,,
Kale Clague,8479348,BUF,0.0000,0.6035,0.2414,24.7052,,
Spencer Stastney,8481056,FLA,0.0000,0.6013,0.2405,24.7500,,
Nils Lundkvist,8480878,WPG,0.0000,0.6003,0.2401,24.7707,,
Nate Schmidt,8477220,UTA,0.0000,0.5992,0.2397,24.7929,,
Frank Nazar,8483493,CHI,0.0000,0.5988,0.2395,24.8019,,
Oskar BÃ¤ck,8480840,SJS,0.0000,0.5982,0.2393,24.8132,,
Nathan Walker,8477573,STL,0.0000,0.5973,0.2389,24.8309,,
Jake Sanderson,8482105,NYR,0.0000,0.5959,0.2383,24.8606,,
Matthew Kessel,8482516,STL,0.0000,0.5957,0.2383,24.8646,,
Colin White,8478400,SJS,0.0000,0.5952,0.2381,24.8736,,
Dougie Hamilton,8476462,NJD,0.0000,0.5948,0.2379,24.8825,,
Mathieu Perreault,8473618,MTL,0.0000,0.5945,0.2378,24.8871,,
Arber Xhekaj,8482964,TOR,0.0000,0.5943,0.2377,24.8924,,
Kevin Labanc,8478099,CBJ,0.0000,0.5942,0.2377,24.8948,,
Victor Hedman,8475167,NYI,0.0000,0.5931,0.2372,24.9171,,
Adam Wilsby,8482482,NSH,0.0000,0.5929,0.2372,24.9198,,
Filip Hronek,8479425,VAN,0.0000,0.5927,0.2371,24.9245,,
Karson Kuhlman,8480901,WPG,0.0000,0.5923,0.2369,24.9316,,
Brent Burns,8470613,COL,0.0000,0.5920,0.2368,24.9392,,
Erik Karlsson,8474578,PIT,0.0000,0.5906,0.2362,24.9671,,
Elmer Soderblom,8481725,CBJ,0.0000,0.5898,0.2359,24.9838,,
Charlie McAvoy,8479325,BOS,0.0000,0.5892,0.2357,24.9956,,
John Klingberg,8475906,SJS,0.0000,0.5886,0.2354,25.0075,,
Jamie Drysdale,8482142,PHI,0.0000,0.5865,0.2346,25.0504,,
Noah Dobson,8480865,MTL,0.0000,0.5843,0.2337,25.0939,,
Brett Kulak,8476967,SEA,0.0000,0.5835,0.2334,25.1101,,
Calvin de Haan,8475177,PIT,0.0000,0.5825,0.2330,25.1307,,
Brett Ritchie,8476439,CGY,0.0000,0.5801,0.2320,25.1795,,
Devon Toews,8478038,COL,0.0000,0.5791,0.2317,25.1992,,
Alexander Alexeyev,8480823,WSH,0.0000,0.5784,0.2314,25.2134,,
Artyom Levshunov,8484783,CHI,0.0000,0.5780,0.2312,25.2229,,
John Carlson,8474590,LAK,0.0000,0.5759,0.2304,25.2642,,
Caleb Jones,8478452,VAN,0.0000,0.5757,0.2303,25.2688,,
Wayne Simmonds,8474190,TBL,0.0000,0.5755,0.2302,25.2722,,
Joonas Donskoi,8475820,EDM,0.0000,0.5749,0.2299,25.2859,,
Dylan Samberg,8480049,WPG,0.0000,0.5744,0.2298,25.2953,,
Mikey Anderson,8479998,LAK,0.0000,0.5742,0.2297,25.2996,,
Jayden Struble,8481593,TOR,0.0000,0.5726,0.2291,25.3310,,
Jack Quinn,8482097,BUF,0.0000,0.5725,0.2290,25.3335,,
Alexander Holtz,8482125,SJS,0.0000,0.5720,0.2288,25.3433,,
Mason Lohrei,8482511,BOS,0.0000,0.5716,0.2287,25.3511,,
Michael Kesselring,8480891,BUF,0.0000,0.5714,0.2286,25.3558,,
Jakub Vrana,8477944,WSH,0.0000,0.5709,0.2283,25.3666,,
Mikhail Sergachev,8479410,UTA,0.0000,0.5704,0.2282,25.3762,,
Neal Pionk,8480145,WPG,0.0000,0.5696,0.2278,25.3931,,
Simon Nemec,8483495,NJD,0.0000,0.5690,0.2276,25.4050,,
Kaedan Korczak,8481527,NJD,0.0000,0.5689,0.2276,25.4070,,
Tyson Barrie,8475197,UTA,0.0000,0.5680,0.2272,25.4252,,
Rasmus Sandin,8480873,WSH,0.0000,0.5677,0.2271,25.4303,,
Rasmus Kupari,8480845,VGK,0.0000,0.5671,0.2268,25.4433,,
Seth Jones,8477495,FLA,0.0000,0.5664,0.2266,25.4575,,
Olli Maatta,8476874,PIT,0.0000,0.5644,0.2258,25.4969,,
Jackson LaCombe,8481605,WSH,0.0000,0.5643,0.2257,25.4996,,
Morgan Rielly,8476853,TOR,0.0000,0.5642,0.2257,25.5024,,
Samuel Blais,8478104,MTL,0.0000,0.5613,0.2245,25.5608,,
Vincent Desharnais,8479576,BOS,0.0000,0.5603,0.2241,25.5814,,
Peyton Krebs,8481522,BUF,0.0000,0.5599,0.2240,25.5892,,
Dryden Hunt,8478211,CGY,0.0000,0.5569,0.2228,25.6487,,
Denis Gurianov,8478495,NSH,0.0000,0.5568,0.2227,25.6525,,
Ryker Evans,8482858,SEA,0.0000,0.5560,0.2224,25.6678,,
John Marino,8478507,VAN,0.0000,0.5558,0.2223,25.6712,,
Nick Perbix,8480246,NSH,0.0000,0.5541,0.2217,25.7054,,
Dillon Dube,8479346,TBL,0.0000,0.5541,0.2216,25.7071,,
Noah Hanifin,8478396,NJD,0.0000,0.5517,0.2207,25.7547,,
Josh Manson,8476312,COL,0.0000,0.5501,0.2200,25.7868,,
Kevin Korchinski,8483466,CHI,0.0000,0.5478,0.2191,25.8333,,
Nick Ritchie,8477941,SJS,0.0000,0.5477,0.2191,25.8352,,
Olen Zellweger,8482803,ANA,0.0000,0.5471,0.2188,25.8477,,
Mattias Ekholm,8475218,SEA,0.0000,0.5451,0.2180,25.8890,,
Wyatt Kaiser,8482176,CHI,0.0000,0.5450,0.2180,25.8904,,
Zac Jones,8481708,NYR,0.0000,0.5449,0.2180,25.8930,,
William Lagesson,8478021,DET,0.0000,0.5423,0.2169,25.9448,,
Moritz Seider,8481542,CBJ,0.0000,0.5414,0.2165,25.9644,,
Oliver Ekman-Larsson,8475171,CAR,0.0000,0.5405,0.2162,25.9812,,
Hudson Fasching,8477392,NYI,0.0000,0.5404,0.2162,25.9836,,
Jesse Ylönen,8481058,MTL,0.0000,0.5404,0.2162,25.9840,,
Maxime Comtois,8480031,NYR,0.0000,0.5388,0.2155,26.0164,,
Gustav Forsling,8478055,FLA,0.0000,0.5388,0.2155,26.0169,,
Milan Lucic,8473473,CHI,0.0000,0.5380,0.2152,26.0314,,
Brendan Smith,8474090,DET,0.0000,0.5377,0.2151,26.0388,,
Tye Kartye,8481789,SEA,0.0000,0.5373,0.2149,26.0460,,
Torey Krug,8476792,STL,0.0000,0.5372,0.2149,26.0479,,
Matt Grzelcyk,8476891,LAK,0.0000,0.5367,0.2147,26.0590,,
Hampus Lindholm,8476854,BOS,0.0000,0.5354,0.2142,26.0854,,
Jason Spezza,8469455,TOR,0.0000,0.5352,0.2141,26.0896,,
Jordan Oesterle,8477851,NSH,0.0000,0.5350,0.2140,26.0939,,
Oliver Wahlstrom,8480789,CHI,0.0000,0.5343,0.2137,26.1080,,
Simon Edvinsson,8482762,CBJ,0.0000,0.5326,0.2130,26.1420,,
Andreas Athanasiou,8476960,VAN,0.0000,0.5325,0.2130,26.1433,,
Phil Kessel,8473548,VGK,0.0000,0.5325,0.2130,26.1440,,
Vinnie Hinostroza,8476994,MIN,0.0000,0.5324,0.2130,26.1448,,
Nikita Zadorov,8477507,NJD,0.0000,0.5320,0.2128,26.1529,,
Johnathan Kovacevic,8480192,WSH,0.0000,0.5314,0.2126,26.1652,,
Ben Hutton,8477018,CHI,0.0000,0.5314,0.2126,26.1656,,
Patrik Laine,8479339,MTL,0.0000,0.5310,0.2124,26.1749,,
Adam Boqvist,8480871,NYI,0.0000,0.5308,0.2123,26.1791,,
Colin Miller,8476525,BUF,0.0000,0.5298,0.2119,26.1982,,
Phillip Di Giuseppe,8476858,WSH,0.0000,0.5279,0.2112,26.2370,,
Shakir Mukhamadullin,8482166,SJS,0.0000,0.5279,0.2111,26.2378,,
Evgeny Svechnikov,8478431,SJS,0.0000,0.5262,0.2105,26.2716,,
Mike Reilly,8476422,CAR,0.0000,0.5256,0.2102,26.2830,,
Ben Meyers,8483570,SEA,0.0000,0.5255,0.2102,26.2846,,
Pierre-Olivier Joseph,8480058,VAN,0.0000,0.5242,0.2097,26.3119,,
Jakub Voracek,8474161,CBJ,0.0000,0.5234,0.2094,26.3277,,
Josh Mahura,8479372,DET,0.0000,0.5234,0.2093,26.3290,,
Tobias Bjornfot,8481600,OTT,0.0000,0.5219,0.2088,26.3575,,
Owen Power,8482671,WPG,0.0000,0.5207,0.2083,26.3835,,
Jakub Zboril,8478415,BOS,0.0000,0.5189,0.2075,26.4197,,
Pontus Holmberg,8480995,TBL,0.0000,0.5171,0.2068,26.4554,,
Juuso Välimäki,8479976,UTA,0.0000,0.5170,0.2068,26.4573,,
Zack MacEwen,8479772,NJD,0.0000,0.5166,0.2067,26.4650,,
Kyle Capobianco,8478476,DAL,0.0000,0.5146,0.2058,26.5071,,
Sam Gagner,8474040,EDM,0.0000,0.5142,0.2057,26.5138,,
Alex Pietrangelo,8474565,VGK,0.0000,0.5141,0.2057,26.5157,,
Marco Kasper,8483464,DET,0.0000,0.5141,0.2056,26.5160,,
Jacob MacDonald,8479439,SJS,0.0000,0.5129,0.2052,26.5403,,
Jacob Bernard-Docker,8480879,CBJ,0.0000,0.5129,0.2052,26.5406,,
Jake Walman,8478013,EDM,0.0000,0.5113,0.2045,26.5722,,
Jonah Gadjovich,8479981,BOS,0.0000,0.5111,0.2044,26.5772,,
Zach Whitecloud,8480727,VGK,0.0000,0.5107,0.2043,26.5843,,
Ryan Suter,8470600,STL,0.0000,0.5098,0.2039,26.6030,,
Brad Hunt,8476779,COL,0.0000,0.5091,0.2036,26.6176,,
Brayden McNabb,8475188,VGK,0.0000,0.5086,0.2035,26.6270,,
Philip Broberg,8481598,STL,0.0000,0.5079,0.2032,26.6417,,
Mark Giordano,8470966,NYI,0.0000,0.5077,0.2031,26.6458,,
Jonathan Toews,8473604,WPG,0.0000,0.5073,0.2029,26.6542,,
Vinni Lettieri,8479968,BOS,0.0000,0.5070,0.2028,26.6597,,
Albert Johansson,8481607,DET,0.0000,0.5063,0.2025,26.6735,,
Kris Letang,8471724,PIT,0.0000,0.5062,0.2025,26.6764,,
Parker Kelly,8480448,COL,0.0000,0.5050,0.2020,26.7002,,
Artem Zub,8482245,OTT,0.0000,0.5026,0.2011,26.7483,,
Alex Goligoski,8471274,MIN,0.0000,0.5025,0.2010,26.7509,,
Michael Stone,8474628,VAN,0.0000,0.5019,0.2008,26.7631,,
Kieffer Bellows,8479356,NSH,0.0000,0.5016,0.2006,26.7690,,
Adam Erne,8477454,DET,0.0000,0.5016,0.2006,26.7693,,
Julien Gauthier,8479328,MTL,0.0000,0.5002,0.2001,26.7978,,
Damon Severson,8476923,CBJ,0.0000,0.5000,0.2000,26.8020,,
Egor Chinakhov,8482475,DET,0.0000,0.4998,0.1999,26.8055,,
Cam Fowler,8475764,OTT,0.0000,0.4998,0.1999,26.8059,,
Emil Bemstrom,8480205,PIT,0.0000,0.4998,0.1999,26.8066,,
Ian Cole,8474013,VAN,0.0000,0.4998,0.1999,26.8069,,
David Gustafsson,8481019,WPG,0.0000,0.4995,0.1998,26.8128,,
Jaret Anderson-Dolan,8479994,WPG,0.0000,0.4983,0.1993,26.8361,,
Axel Jonsson-Fjallby,8479536,COL,0.0000,0.4979,0.1992,26.8445,,
Niko Mikkola,8478859,NSH,0.0000,0.4977,0.1991,26.8483,,
Tyler Ennis,8474589,TBL,0.0000,0.4956,0.1982,26.8918,,
Michael Pezzetta,8479543,TOR,0.0000,0.4955,0.1982,26.8938,,
Will Butcher,8477355,BUF,0.0000,0.4947,0.1979,26.9090,,
Conor Timmins,8479982,BUF,0.0000,0.4940,0.1976,26.9240,,
Kevin Shattenkirk,8474031,NYR,0.0000,0.4939,0.1976,26.9247,,
Zach Werenski,8478460,CBJ,0.0000,0.4906,0.1963,26.9916,,
Jared Spurgeon,8474716,MIN,0.0000,0.4896,0.1958,27.0123,,
Nikolas Matinpalo,8484321,OTT,0.0000,0.4888,0.1955,27.0293,,
Jordan Harris,8480887,BOS,0.0000,0.4880,0.1952,27.0448,,
Mike Matheson,8476875,TOR,0.0000,0.4874,0.1950,27.0562,,
Kyle Okposo,8473449,BUF,0.0000,0.4858,0.1943,27.0900,,
Rasmus Andersson,8478397,CGY,0.0000,0.4838,0.1935,27.1290,,
Ryan Lindgren,8479324,EDM,0.0000,0.4829,0.1932,27.1480,,
Jake Bean,8479402,MIN,0.0000,0.4818,0.1927,27.1701,,
Parker Wotherspoon,8478450,PIT,0.0000,0.4809,0.1924,27.1891,,
Klim Kostin,8480011,SJS,0.0000,0.4808,0.1923,27.1899,,
Dennis Cholowski,8479395,NJD,0.0000,0.4806,0.1922,27.1950,,
Nick Seeler,8476372,PIT,0.0000,0.4789,0.1915,27.2299,,
Noah Juulsen,8478454,PHI,0.0000,0.4777,0.1911,27.2539,,
Tucker Poolman,8477359,VAN,0.0000,0.4776,0.1910,27.2552,,
Will Borgen,8478840,NYR,0.0000,0.4775,0.1910,27.2581,,
Nicolas Hague,8479980,NSH,0.0000,0.4770,0.1908,27.2678,,
Denton Mateychuk,8483485,CBJ,0.0000,0.4760,0.1904,27.2873,,
Matt Roy,8478911,WSH,0.0000,0.4757,0.1903,27.2938,,
Ty Smith,8480883,TBL,0.0000,0.4756,0.1902,27.2957,,
Ross Johnston,8477527,ANA,0.0000,0.4731,0.1892,27.3476,,
Lukas Reichel,8482117,CHI,0.0000,0.4719,0.1888,27.3705,,
Cal Foote,8479984,VGK,0.0000,0.4716,0.1886,27.3771,,
Shea Weber,8470642,MTL,0.0000,0.4697,0.1879,27.4157,,
Jakob Silfverberg,8475164,ANA,0.0000,0.4685,0.1874,27.4394,,
Gustav Lindström,8480184,MTL,0.0000,0.4670,0.1868,27.4697,,
Nick Leddy,8475181,SJS,0.0000,0.4659,0.1864,27.4925,,
Dylan DeMelo,8476331,WPG,0.0000,0.4658,0.1863,27.4940,,
Nick Blankenburg,8483565,NSH,0.0000,0.4598,0.1839,27.6166,,
David Jiricek,8483460,MIN,0.0000,0.4597,0.1839,27.6175,,
Rasmus Asplund,8479335,FLA,0.0000,0.4588,0.1835,27.6356,,
Carl Hagelin,8474176,WSH,0.0000,0.4579,0.1832,27.6545,,
Givani Smith,8479379,UTA,0.0000,0.4551,0.1820,27.7110,,
Travis Sanheim,8477948,PIT,0.0000,0.4546,0.1818,27.7212,,
Marcus Pettersson,8477969,VAN,0.0000,0.4545,0.1818,27.7236,,
Marat Khusnutdinov,8482177,BOS,0.0000,0.4541,0.1816,27.7322,,
Mark Friedman,8478017,VAN,0.0000,0.4538,0.1815,27.7378,,
Louis Crevier,8481806,CHI,0.0000,0.4535,0.1814,27.7428,,
Jakub Lauko,8480880,MIN,0.0000,0.4535,0.1814,27.7429,,
Mathew Dumba,8476856,PIT,0.0000,0.4533,0.1813,27.7478,,
Chris Tanev,8475690,TOR,0.0000,0.4532,0.1813,27.7493,,
Zack Kassian,8475178,VGK,0.0000,0.4506,0.1802,27.8029,,
Trevor van Riemsdyk,8477845,ANA,0.0000,0.4501,0.1801,27.8119,,
Boris Katchouk,8479383,TBL,0.0000,0.4501,0.1800,27.8123,,
Timothy Liljegren,8480043,SJS,0.0000,0.4498,0.1799,27.8177,,
TJ Brodie,8474673,CHI,0.0000,0.4496,0.1798,27.8225,,
J.J. Moser,8482655,TBL,0.0000,0.4494,0.1797,27.8274,,
Max Jones,8479368,EDM,0.0000,0.4488,0.1795,27.8383,,
Liam O'Brien,8477070,UTA,0.0000,0.4487,0.1795,27.8411,,
Haydn Fleury,8477938,COL,0.0000,0.4486,0.1794,27.8424,,
Jeff Petry,8473507,TOR,0.0000,0.4477,0.1791,27.8607,,
Alex Vlasic,8481568,LAK,0.0000,0.4467,0.1787,27.8810,,
Justin Faulk,8475753,STL,0.0000,0.4467,0.1787,27.8820,,
Rafael Harvey-Pinard,8481093,PIT,0.0000,0.4452,0.1781,27.9119,,
Michael Raffl,8477290,MIN,0.0000,0.4449,0.1780,27.9180,,
Simon Holmstrom,8481601,NYI,0.0000,0.4447,0.1779,27.9217,,
Collin Graf,8484911,SJS,0.0000,0.4433,0.1773,27.9492,,
Oliver Kylington,8478430,COL,0.0000,0.4433,0.1773,27.9509,,
Philippe Myers,8479026,MTL,0.0000,0.4390,0.1756,28.0379,,
Robert Bortuzzo,8474145,UTA,0.0000,0.4390,0.1756,28.0380,,
Rem Pitlick,8479514,CHI,0.0000,0.4379,0.1752,28.0593,,
Carson Soucy,8477369,NYR,0.0000,0.4373,0.1749,28.0710,,
Kaiden Guhle,8482087,MTL,0.0000,0.4361,0.1744,28.0959,,
Sam Lafferty,8478043,LAK,0.0000,0.4346,0.1738,28.1272,,
Dominic Toninato,8476952,CHI,0.0000,0.4344,0.1738,28.1301,,
Calle Jarnkrok,8475714,TOR,0.0000,0.4336,0.1734,28.1463,,
Sebastian Aho,8480222,MTL,0.0000,0.4323,0.1729,28.1737,,
Josh Bailey,8474573,NYI,0.0000,0.4292,0.1717,28.2348,,
Chad Ruhwedel,8477244,NYR,0.0000,0.4285,0.1714,28.2498,,
Ryan Shea,8478854,PIT,0.0000,0.4239,0.1696,28.3421,,
Andrew Cogliano,8471699,COL,0.0000,0.4232,0.1693,28.3567,,
Jacob Trouba,8476885,ANA,0.0000,0.4225,0.1690,28.3707,,
Kevin Bahl,8480860,MIN,0.0000,0.4225,0.1690,28.3713,,
Kyle Burroughs,8477335,NYR,0.0000,0.4218,0.1687,28.3864,,
Chris Tierney,8476919,EDM,0.0000,0.4214,0.1686,28.3928,,
Zachary Sanford,8477482,BUF,0.0000,0.4204,0.1681,28.4146,,
Alec Martinez,8474166,CHI,0.0000,0.4199,0.1680,28.4244,,
Ty Dellandrea,8480848,DAL,0.0000,0.4188,0.1675,28.4461,,
Colton Parayko,8476892,STL,0.0000,0.4187,0.1675,28.4488,,
Logan Stanley,8479378,WPG,0.0000,0.4173,0.1669,28.4761,,
Adam Pelech,8476917,NYI,0.0000,0.4171,0.1668,28.4807,,
Travis Boyd,8476329,WPG,0.0000,0.4168,0.1667,28.4866,,
Braden Schneider,8482073,NYR,0.0000,0.4152,0.1661,28.5203,,
Martin Fehervary,8480796,WSH,0.0000,0.4149,0.1660,28.5256,,
Drew Helleson,8481563,WSH,0.0000,0.4148,0.1659,28.5270,,
Nils Aman,8482496,PIT,0.0000,0.4144,0.1658,28.5345,,
Brayden Pachal,8481167,CGY,0.0000,0.4138,0.1655,28.5472,,
Jonas Brodin,8476463,MIN,0.0000,0.4124,0.1649,28.5769,,
Rudolfs Balcers,8478870,FLA,0.0000,0.4118,0.1647,28.5886,,
Nick Jensen,8475324,NYR,0.0000,0.4112,0.1645,28.5998,,
Jacob Peterson,8480216,SJS,0.0000,0.4097,0.1639,28.6305,,
Johan Larsson,8475728,ARI,0.0000,0.4090,0.1636,28.6440,,
Brock Faber,8482122,MIN,0.0000,0.4085,0.1634,28.6548,,
Urho Vaakanainen,8480001,NYR,0.0000,0.4080,0.1632,28.6651,,
Dante Fabbro,8479371,DET,0.0000,0.4068,0.1627,28.6887,,
Ivan Provorov,8478500,DET,0.0000,0.4062,0.1625,28.7009,,
Ben Harpur,8477433,TOR,0.0000,0.4062,0.1625,28.7023,,
Tyler Motte,8477353,DET,0.0000,0.4053,0.1621,28.7202,,
Jaycob Megna,8477034,VGK,0.0000,0.4050,0.1620,28.7253,,
Darnell Nurse,8477498,SEA,0.0000,0.4040,0.1616,28.7460,,
Ryan Pulock,8477506,COL,0.0000,0.4022,0.1609,28.7828,,
Matt Irwin,8475625,WSH,0.0000,0.4021,0.1608,28.7843,,
Tyler Pitlick,8475752,CGY,0.0000,0.4019,0.1608,28.7881,,
