shooter_player_id,player_name,rebound_shots,rebound_goals,rebound_goal_rate,reb_gr_ci_lo,reb_gr_ci_hi,avg_x_coord_norm,avg_y_coord_norm,avg_time_gap_secs,current_team
8477501,Valeri Nichushkin,71,11,0.1549,0.0888,0.2565,80.2,0.7,1.51,COL
8477511,Anthony Mantha,42,11,0.2619,0.153,0.4107,80.3,1.1,1.83,PIT
8477903,Garnet Hathaway,49,11,0.2245,0.1302,0.3588,79.8,2.0,1.63,PHI
8478366,Frank Vatrano,76,11,0.1447,0.0828,0.2409,76.2,2.9,1.62,ANA
8478413,Jordan Greenway,52,11,0.2115,0.1224,0.3403,77.9,-0.5,1.81,BUF
8478542,Evan Rodrigues,66,11,0.1667,0.0957,0.2743,77.1,2.4,1.71,FLA
8478550,Artemi Panarin,52,11,0.2115,0.1224,0.3403,71.0,7.4,2.17,NYR
8479314,Matthew Tkachuk,90,11,0.1222,0.0696,0.2057,78.8,2.8,1.57,FLA
8479525,Ross Colton,79,11,0.1392,0.0796,0.2324,79.4,1.8,1.58,COL
8479987,Morgan Geekie,43,11,0.2558,0.1493,0.4024,80.3,0.6,1.7,BOS
8480012,Elias Pettersson,55,11,0.2,0.1155,0.3237,80.0,-0.4,1.71,VAN
8480797,Joel Farabee,61,11,0.1803,0.1038,0.2947,80.6,1.1,1.39,CGY
8481559,Jack Hughes,63,11,0.1746,0.1004,0.2862,79.1,1.3,1.43,NJD
8481656,Aliaksei Protas,60,11,0.1833,0.1056,0.2992,80.1,0.6,1.62,WSH
8473422,Nick Foligno,54,10,0.1852,0.1038,0.3084,81.0,1.4,1.35,CHI
8474037,James van Riemsdyk,65,10,0.1538,0.0858,0.2606,79.5,0.7,1.42,DET
8475220,Marcus Foligno,46,10,0.2174,0.1226,0.3557,79.9,1.2,1.78,MIN
8475225,Craig Smith,42,10,0.2381,0.1348,0.3853,78.7,-0.1,2.0,—
8476389,Vincent Trocheck,70,10,0.1429,0.0795,0.2434,81.1,0.4,1.63,NYR
8476539,Jonathan Marchessault,73,10,0.137,0.0761,0.2341,78.2,0.2,1.74,NSH
8476897,Oskar Sundqvist,31,10,0.3226,0.1857,0.4986,79.6,1.4,1.55,STL
8477446,Michael McCarron,55,10,0.1818,0.1019,0.3033,82.1,0.9,1.58,NSH
8477933,Sam Reinhart,89,10,0.1124,0.0622,0.1946,78.2,1.2,1.69,FLA
8477949,Alex Tuch,62,10,0.1613,0.09,0.2721,79.3,0.2,1.94,BUF
8477951,Nick Schmaltz,43,10,0.2326,0.1315,0.3774,78.0,1.0,1.53,UTA
8477960,Adrian Kempe,68,10,0.1471,0.0819,0.25,78.3,-3.2,1.57,LAK
8478047,Michael Bunting,96,10,0.1042,0.0576,0.1812,79.9,0.4,1.54,NSH
8478402,Connor McDavid,109,10,0.0917,0.0506,0.1607,80.2,1.1,1.44,EDM
8478483,Mitch Marner,63,10,0.1587,0.0886,0.2681,74.8,0.2,1.73,VGK
8478891,Mason Appleton,42,10,0.2381,0.1348,0.3853,78.8,-3.5,1.62,DET
8479351,Sam Steel,53,10,0.1887,0.1059,0.3136,79.9,0.4,1.75,DAL
8480014,Gabriel Vilardi,64,10,0.1562,0.0871,0.2643,78.6,0.9,1.52,WPG
8480039,Martin Necas,70,10,0.1429,0.0795,0.2434,77.3,0.6,1.84,COL
8480113,Alex Iafallo,62,10,0.1613,0.09,0.2721,79.6,0.7,1.68,WPG
8480185,Eetu Luostarinen,79,10,0.1266,0.0702,0.2176,79.9,0.4,1.7,FLA
8480220,Noah Cates,52,10,0.1923,0.108,0.319,82.5,-0.2,1.71,PHI
8480801,Brady Tkachuk,108,10,0.0926,0.0511,0.1621,80.8,1.8,1.56,OTT
8480829,Jesperi Kotkaniemi,66,10,0.1515,0.0844,0.2569,80.3,2.8,1.53,CAR
8473512,Claude Giroux,48,9,0.1875,0.1019,0.3194,74.6,-1.0,1.67,OTT
8473533,Jordan Staal,84,9,0.1071,0.0574,0.1912,78.4,2.0,1.5,CAR
8474586,Jordan Eberle,58,9,0.1552,0.0838,0.2693,80.6,-1.4,1.59,SEA
8475170,Brayden Schenn,69,9,0.1304,0.0702,0.2297,79.6,0.7,1.55,STL
8475287,Erik Haula,85,9,0.1059,0.0567,0.1891,79.5,-0.6,1.73,NSH
8475794,Tyler Seguin,52,9,0.1731,0.0938,0.2973,79.7,1.6,1.9,DAL
8476455,Gabriel Landeskog,47,9,0.1915,0.1042,0.3254,80.0,0.4,1.72,COL
8476480,Vladislav Namestnikov,59,9,0.1525,0.0824,0.2652,81.4,-0.1,1.47,WPG
8476921,Jordan Martinook,88,9,0.1023,0.0547,0.1831,79.8,1.7,1.66,CAR
8477416,Oliver Bjorkstrand,59,9,0.1525,0.0824,0.2652,74.5,-0.2,1.51,TBL
8477503,Max Domi,42,9,0.2143,0.1171,0.3594,74.9,0.9,1.86,TOR
8477940,Nikolaj Ehlers,53,9,0.1698,0.092,0.2923,74.7,-1.1,2.04,CAR
8478115,Pierre Engvall,49,9,0.1837,0.0998,0.3136,80.7,-0.3,1.51,—
8478444,Brock Boeser,44,9,0.2045,0.1115,0.345,77.6,1.5,1.68,VAN
8478462,Nicolas Roy,59,9,0.1525,0.0824,0.2652,80.1,-0.8,1.68,TOR
8478463,Anthony Beauvillier,82,9,0.1098,0.0588,0.1956,80.0,-0.7,1.66,WSH
8478856,Conor Garland,53,9,0.1698,0.092,0.2923,80.1,3.1,1.91,VAN
8479066,Ryan Lomberg,56,9,0.1607,0.0869,0.2781,78.6,1.1,1.62,CGY
8479400,Pierre-Luc Dubois,63,9,0.1429,0.077,0.2497,80.2,1.9,1.67,WSH
8479999,Casey Mittelstadt,33,9,0.2727,0.1507,0.4422,78.7,-2.5,1.94,BOS
8480002,Nico Hischier,90,9,0.1,0.0535,0.1792,80.8,0.8,1.51,NJD
8480855,Jack McBain,54,9,0.1667,0.0902,0.2874,82.4,-0.1,1.56,UTA
8481528,Dylan Cozens,86,9,0.1047,0.056,0.1871,79.5,-0.1,1.58,OTT
8481554,Kaapo Kakko,67,9,0.1343,0.0723,0.236,77.1,0.7,1.88,SEA
8481557,Matt Boldy,58,9,0.1552,0.0838,0.2693,79.7,-1.3,1.84,MIN
8481596,Shane Pinto,54,9,0.1667,0.0902,0.2874,80.1,-1.1,1.52,OTT
8482078,Lucas Raymond,48,9,0.1875,0.1019,0.3194,78.6,0.5,1.75,DET
8470621,Corey Perry,57,8,0.1404,0.0729,0.2532,80.5,-1.2,1.7,LAK
8473986,Alex Killorn,52,8,0.1538,0.0801,0.2752,81.5,-1.5,1.6,ANA
8474009,Nick Bonino,39,8,0.2051,0.1078,0.3553,79.8,-3.6,1.54,—
8474150,Mikael Backlund,88,8,0.0909,0.0468,0.1693,77.6,2.2,1.61,CGY
8474679,Gustav Nyquist,40,8,0.2,0.105,0.3476,80.1,2.8,1.48,WPG
8475168,Matt Duchene,55,8,0.1455,0.0756,0.2616,77.4,-4.3,1.75,DAL
8475172,Nazem Kadri,71,8,0.1127,0.0582,0.2069,79.9,2.1,1.45,CGY
8475191,Reilly Smith,74,8,0.1081,0.0558,0.1991,79.2,-2.4,1.62,VGK
8475193,Tomas Tatar,50,8,0.16,0.0834,0.2851,78.8,0.5,1.68,—
8475343,Nic Dowd,50,8,0.16,0.0834,0.2851,80.5,0.5,1.64,WSH
8475760,Nick Bjugstad,59,8,0.1356,0.0703,0.2454,81.2,1.9,1.69,STL
8475765,Vladimir Tarasenko,54,8,0.1481,0.077,0.266,77.4,0.3,1.69,MIN
8475798,Mikael Granlund,51,8,0.1569,0.0817,0.2801,81.0,0.5,1.55,ANA
8475810,Bryan Rust,91,8,0.0879,0.0452,0.164,79.8,0.6,1.57,PIT
8476346,Johnny Gaudreau,37,8,0.2162,0.1139,0.372,83.2,1.5,1.38,—
8476438,Brandon Saad,59,8,0.1356,0.0703,0.2454,81.4,0.7,1.59,VGK
8476448,William Karlsson,54,8,0.1481,0.077,0.266,78.4,0.7,1.76,VGK
8476458,Ryan Strome,71,8,0.1127,0.0582,0.2069,80.0,1.7,1.69,ANA
8476624,Barclay Goodrow,59,8,0.1356,0.0703,0.2454,79.4,-1.3,1.53,SJS
8476872,Scott Laughton,42,8,0.1905,0.0998,0.333,79.5,2.0,1.62,TOR
8477444,Andre Burakovsky,34,8,0.2353,0.1244,0.4,76.9,0.1,1.41,CHI
8477451,Ryan Hartman,74,8,0.1081,0.0558,0.1991,78.8,-1.4,1.57,MIN
8477456,J.T. Compher,51,8,0.1569,0.0817,0.2801,79.0,1.5,1.51,DET
8478042,Viktor Arvidsson,76,8,0.1053,0.0543,0.1942,76.2,3.3,1.83,BOS
8478434,Keegan Kolesar,49,8,0.1633,0.0851,0.2904,78.0,-1.2,1.63,VGK
8478438,Tommy Novak,28,8,0.2857,0.1525,0.4706,79.2,2.0,1.75,PIT
8478474,Lawson Crouse,72,8,0.1111,0.0574,0.2042,79.5,0.3,1.51,UTA
8478508,Yakov Trenin,75,8,0.1067,0.055,0.1966,79.4,-0.7,1.55,MIN
8478873,Troy Terry,71,8,0.1127,0.0582,0.2069,74.8,1.5,1.7,ANA
8478904,Steven Lorentz,58,8,0.1379,0.0716,0.2493,77.1,3.7,1.55,TOR
8479337,Alex DeBrincat,79,8,0.1013,0.0522,0.1873,75.3,1.1,1.76,DET
8479353,Brett Howden,53,8,0.1509,0.0785,0.2705,79.7,-0.0,1.81,VGK
8479370,Tyson Jost,49,8,0.1633,0.0851,0.2904,80.7,-0.2,1.39,NSH
8479414,Nathan Bastian,55,8,0.1455,0.0756,0.2616,78.6,2.1,1.67,DAL
8479420,Tage Thompson,72,8,0.1111,0.0574,0.2042,75.4,0.2,1.86,BUF
8479941,Justin Danforth,36,8,0.2222,0.1172,0.3809,81.2,0.5,1.69,BUF
8480023,Robert Thomas,62,8,0.129,0.0669,0.2345,79.2,0.7,1.58,STL
8480064,Josh Norris,39,8,0.2051,0.1078,0.3553,77.4,0.1,1.77,BUF
8480188,Fabian Zetterlund,61,8,0.1311,0.068,0.238,78.0,-0.1,1.72,OTT
8480830,Andrei Svechnikov,84,8,0.0952,0.0491,0.1768,79.2,2.2,1.5,CAR
8481068,Yegor Sharangovich,64,8,0.125,0.0647,0.2277,78.1,-0.2,1.69,CGY
8481477,Nico Sturm,40,8,0.2,0.105,0.3476,79.8,1.8,1.55,MIN
8481481,Blake Lizotte,47,8,0.1702,0.0889,0.3014,79.9,-0.2,1.6,PIT
8481618,Alex Newhook,46,8,0.1739,0.0909,0.3072,78.9,-2.0,1.72,MTL
8482055,Drew O'Connor,76,8,0.1053,0.0543,0.1942,79.8,0.7,1.61,VAN
8482074,Connor Zary,30,8,0.2667,0.1418,0.4445,81.1,0.7,1.87,CGY
8482149,Cole Perfetti,34,8,0.2353,0.1244,0.4,77.0,2.9,1.79,WPG
8482702,Logan Stankoven,46,8,0.1739,0.0909,0.3072,82.5,0.4,1.52,CAR
8482745,Mason McTavish,58,8,0.1379,0.0716,0.2493,79.4,1.2,1.67,ANA
8471669,Paul Stastny,37,7,0.1892,0.0948,0.3421,80.4,-1.8,1.57,—
8474034,Patrick Maroon,40,7,0.175,0.0875,0.3195,80.4,0.6,1.48,—
8474102,David Perron,47,7,0.1489,0.0741,0.2769,79.2,0.1,1.7,OTT
8474641,Adam Henrique,70,7,0.1,0.0493,0.1923,78.9,-1.2,1.66,EDM
8474884,Mike Hoffman,25,7,0.28,0.1428,0.4758,78.2,3.4,1.64,—
8475169,Evander Kane,88,7,0.0795,0.0391,0.1552,78.7,-0.3,1.61,VAN
8475793,Ryan Johansen,25,7,0.28,0.1428,0.4758,79.8,2.3,1.72,—
8475848,Brendan Gallagher,71,7,0.0986,0.0486,0.1898,80.8,-0.3,1.65,MTL
8476456,Jonathan Huberdeau,55,7,0.1273,0.063,0.2402,78.5,1.2,1.75,CGY
8476483,Rickard Rakell,84,7,0.0833,0.041,0.1622,78.3,0.9,1.81,PIT
8476918,Jimmy Vesey,43,7,0.1628,0.0812,0.2997,79.5,-0.0,1.7,—
8477402,Pavel Buchnevich,49,7,0.1429,0.071,0.2667,79.7,-0.6,1.71,STL
8477426,Nick Paul,65,7,0.1077,0.0532,0.206,76.1,2.5,1.8,TBL
8477478,William Carrier,69,7,0.1014,0.05,0.1949,79.7,2.8,1.68,CAR
8477947,Sonny Milano,24,7,0.2917,0.1491,0.4917,80.6,2.7,1.67,WSH
8477952,Robby Fabbri,47,7,0.1489,0.0741,0.2769,78.9,0.6,1.55,STL
8478067,Oskar Lindblom,26,7,0.2692,0.137,0.4608,78.5,0.9,1.42,—
8478445,Mathew Barzal,56,7,0.125,0.0619,0.2363,78.7,-2.5,1.32,NYI
8478569,Noel Acciari,45,7,0.1556,0.0775,0.2878,79.0,0.8,1.78,PIT
8478864,Kirill Kaprizov,67,7,0.1045,0.0515,0.2003,79.9,1.1,1.76,MIN
8479343,Clayton Keller,59,7,0.1186,0.0587,0.2252,79.7,1.3,1.68,UTA
8479344,Jesse Puljujarvi,52,7,0.1346,0.0668,0.2527,79.8,-1.9,1.56,—
8479385,Jordan Kyrou,49,7,0.1429,0.071,0.2667,77.3,-2.9,1.94,STL
8480003,Jesper Boqvist,35,7,0.2,0.1004,0.3589,78.2,0.5,1.51,FLA
8480009,Eeli Tolvanen,48,7,0.1458,0.0725,0.2717,75.9,4.1,1.79,SEA
8480069,Cale Makar,33,7,0.2121,0.1068,0.3775,66.2,-4.7,1.88,COL
8480078,Filip Chytil,41,7,0.1707,0.0853,0.3126,79.3,0.3,1.78,VAN
8480289,Morgan Barron,47,7,0.1489,0.0741,0.2769,81.4,0.5,1.49,WPG
8480893,Kirill Marchenko,42,7,0.1667,0.0832,0.306,77.1,0.8,1.67,CBJ
8481533,Trevor Zegras,46,7,0.1522,0.0757,0.2822,78.4,3.2,1.96,PHI
8482093,Seth Jarvis,68,7,0.1029,0.0508,0.1976,81.6,1.2,1.68,CAR
8482157,Will Cuylle,54,7,0.1296,0.0642,0.2442,79.2,-1.2,1.78,NYR
8482175,JJ Peterka,45,7,0.1556,0.0775,0.2878,78.8,-0.2,1.91,UTA
8482720,Matthew Knies,41,7,0.1707,0.0853,0.3126,80.1,1.4,1.78,TOR
8483431,Logan Cooley,28,7,0.25,0.1268,0.4336,81.7,0.7,1.82,UTA
8470604,Jeff Carter,39,6,0.1538,0.0725,0.2973,79.4,1.1,1.49,—
8470610,Zach Parise,48,6,0.125,0.0586,0.247,76.5,0.1,1.46,—
8474053,Logan Couture,31,6,0.1935,0.0919,0.3628,78.1,-1.1,1.52,—
8474870,Tyler Johnson,32,6,0.1875,0.0889,0.3531,78.6,0.2,1.75,—
8475231,Casey Cizikas,67,6,0.0896,0.0417,0.1819,80.1,-0.1,1.45,NYI
8475763,Kevin Hayes,58,6,0.1034,0.0483,0.2079,80.4,2.5,1.6,PIT
8476461,Sean Couturier,61,6,0.0984,0.0459,0.1984,79.0,-0.3,1.69,PHI
8476822,Luke Glendening,40,6,0.15,0.0706,0.2907,82.0,-0.1,1.45,NJD
8476873,Mark Jankowski,36,6,0.1667,0.0787,0.3189,79.7,-0.4,1.83,CAR
8476889,Radek Faksa,52,6,0.1154,0.054,0.2297,81.4,-0.4,1.6,DAL
8476892,Colton Parayko,27,6,0.2222,0.1061,0.4076,66.9,-7.1,2.04,STL
8476925,Colton Sissons,45,6,0.1333,0.0626,0.2618,81.0,1.3,1.42,VGK
8477015,Connor Brown,58,6,0.1034,0.0483,0.2079,79.5,0.2,1.71,NJD
8477021,Alexander Kerfoot,50,6,0.12,0.0562,0.2381,81.0,2.1,1.58,UTA
8477407,Anthony Duclair,51,6,0.1176,0.055,0.2338,77.8,-4.2,1.71,NYI
8477425,Miles Wood,49,6,0.1224,0.0573,0.2424,79.3,0.7,1.49,CBJ
8477429,Andrew Copp,76,6,0.0789,0.0367,0.1617,81.9,0.5,1.5,DET
8477496,Elias Lindholm,63,6,0.0952,0.0444,0.1926,77.6,-2.0,1.43,BOS
8477508,Curtis Lazar,43,6,0.1395,0.0656,0.2726,80.8,-1.2,1.56,EDM
8477839,Conor Sheary,43,6,0.1395,0.0656,0.2726,77.6,3.7,1.7,NYR
8478401,Pavel Zacha,50,6,0.12,0.0562,0.2381,78.2,-0.0,1.68,BOS
8478421,A.J. Greer,54,6,0.1111,0.0519,0.2219,81.4,2.3,1.74,FLA
8478432,Christian Fischer,34,6,0.1765,0.0835,0.3351,80.7,3.3,1.62,—
8478439,Travis Konecny,60,6,0.1,0.0466,0.2015,75.9,2.7,1.77,PHI
8478975,Mason Marchment,57,6,0.1053,0.0491,0.2112,77.8,-1.8,1.72,CBJ
8479293,Brandon Tanev,41,6,0.1463,0.0688,0.2844,80.9,2.0,1.32,UTA
8479368,Max Jones,26,6,0.2308,0.1103,0.4205,79.5,-0.1,1.96,EDM
8479393,Noah Gregor,35,6,0.1714,0.081,0.3268,76.3,0.3,1.54,FLA
8479415,Michael McLeod,25,6,0.24,0.115,0.4343,79.2,0.4,1.52,—
8479675,Trevor Moore,84,6,0.0714,0.0331,0.1472,81.5,0.3,1.61,LAK
8480018,Nick Suzuki,59,6,0.1017,0.0474,0.2046,80.3,-0.6,1.61,MTL
8480028,Morgan Frost,45,6,0.1333,0.0626,0.2618,81.4,-0.0,1.49,CGY
8480748,Kiefer Sherwood,48,6,0.125,0.0586,0.247,79.1,1.4,1.67,VAN
8480802,Ryan McLeod,40,6,0.15,0.0706,0.2907,80.9,-0.4,1.68,BUF
8480806,Isac Lundeström,32,6,0.1875,0.0889,0.3531,80.8,0.6,1.84,CBJ
8481560,Arthur Kaliyev,36,6,0.1667,0.0787,0.3189,78.8,0.0,1.81,OTT
8481711,Matias Maccelli,39,6,0.1538,0.0725,0.2973,80.7,2.0,1.62,TOR
8482116,Tim Stützle,72,6,0.0833,0.0388,0.1701,77.3,1.3,1.76,OTT
8482155,Alex Laferriere,52,6,0.1154,0.054,0.2297,77.4,-0.8,1.87,LAK
8482259,Bobby McMann,39,6,0.1538,0.0725,0.2973,79.2,1.1,1.77,TOR
8482667,William Eklund,37,6,0.1622,0.0765,0.3114,81.1,0.9,1.68,SJS
8483808,Andrei Kuzmenko,35,6,0.1714,0.081,0.3268,78.5,3.1,1.69,LAK
8471218,Blake Wheeler,27,5,0.1852,0.0818,0.367,77.8,-1.3,1.74,—
8471685,Anze Kopitar,68,5,0.0735,0.0318,0.1609,77.6,1.4,1.57,LAK
8473453,Trevor Lewis,34,5,0.1471,0.0645,0.3013,79.9,-1.2,1.71,—
8473994,Jamie Benn,75,5,0.0667,0.0288,0.1468,80.6,-0.6,1.55,DAL
8474141,Patrick Kane,42,5,0.119,0.0519,0.25,77.5,-0.6,1.79,DET
8474709,Matt Martin,30,5,0.1667,0.0734,0.3356,74.6,5.6,1.47,—
8475791,Taylor Hall,51,5,0.098,0.0426,0.2098,75.4,3.1,1.8,CAR
8475855,Jesper Fast,55,5,0.0909,0.0395,0.1958,79.4,-0.3,1.53,—
8476393,Nick Cousins,49,5,0.102,0.0444,0.2176,77.9,1.5,1.63,OTT
8476419,Jean-Gabriel Pageau,59,5,0.0847,0.0367,0.1835,80.4,1.7,1.34,NYI
8476469,Joel Armia,37,5,0.1351,0.0591,0.2798,78.1,1.6,1.86,LAK
8476871,Tanner Pearson,52,5,0.0962,0.0418,0.2061,78.8,2.1,1.38,WPG
8476905,Chandler Stephenson,32,5,0.1562,0.0686,0.3175,78.3,4.3,1.62,SEA
8476934,Brock McGinn,28,5,0.1786,0.0788,0.3559,77.6,1.0,1.75,—
8477353,Tyler Motte,34,5,0.1471,0.0645,0.3013,73.9,4.3,1.94,—
8477505,Alexander Wennberg,41,5,0.122,0.0532,0.2554,77.7,0.4,1.8,SJS
8477573,Nathan Walker,29,5,0.1724,0.076,0.3455,74.9,1.2,1.45,STL
8477941,Nick Ritchie,27,5,0.1852,0.0818,0.367,82.1,2.4,1.63,—
8477946,Dylan Larkin,61,5,0.082,0.0355,0.1779,76.3,4.2,1.72,DET
8477979,Nicolas Aube-Kubel,31,5,0.1613,0.0709,0.3263,77.5,0.2,1.9,MIN
8477986,Brandon Montour,52,5,0.0962,0.0418,0.2061,66.0,-8.3,1.96,SEA
8478396,Noah Hanifin,48,5,0.1042,0.0453,0.2217,58.9,13.9,1.9,VGK
8478458,Jack Roslovic,38,5,0.1316,0.0575,0.2733,80.0,-0.1,1.66,EDM
8478831,Kevin Stenlund,31,5,0.1613,0.0709,0.3263,79.2,2.6,1.45,UTA
8479291,Kevin Rooney,20,5,0.25,0.1119,0.4687,79.2,-1.2,1.5,UTA
8479316,Luke Kunin,49,5,0.102,0.0444,0.2176,72.5,1.8,1.67,FLA
8479520,Brandon Duhaime,47,5,0.1064,0.0463,0.2259,80.9,-1.5,1.7,WSH
8479944,Zachary Aston-Reese,38,5,0.1316,0.0575,0.2733,77.2,-0.6,1.58,CBJ
8479977,Kailer Yamamoto,60,5,0.0833,0.0361,0.1807,79.7,-1.8,1.35,UTA
8480074,Alexandre Texier,22,5,0.2273,0.1012,0.4344,79.9,-2.5,1.82,MTL
8480205,Emil Bemstrom,24,5,0.2083,0.0924,0.4047,77.0,1.0,1.25,—
8480762,Eric Robinson,59,5,0.0847,0.0367,0.1835,80.0,1.1,1.51,CAR
8480789,Oliver Wahlstrom,24,5,0.2083,0.0924,0.4047,74.8,1.9,1.46,—
8480798,Philipp Kurashev,34,5,0.1471,0.0645,0.3013,74.7,0.6,1.56,SJS
8481032,Paul Cotter,33,5,0.1515,0.0665,0.3092,80.6,-1.3,1.73,NJD
8481517,Brett Leason,23,5,0.2174,0.0966,0.419,78.5,-1.8,1.74,WSH
8481553,Bobby Brink,28,5,0.1786,0.0788,0.3559,81.7,3.2,1.68,PHI
8481624,Ilya Mikheyev,57,5,0.0877,0.0381,0.1895,78.2,1.3,1.75,CHI
8482079,Marco Rossi,37,5,0.1351,0.0591,0.2798,81.0,-2.3,1.46,VAN
8482092,Ridly Greig,48,5,0.1042,0.0453,0.2217,82.3,0.9,1.48,OTT
8482146,Luke Evangelista,41,5,0.122,0.0532,0.2554,78.9,-1.2,1.63,NSH
8482222,Alexander Barabanov,35,5,0.1429,0.0626,0.2938,74.2,1.5,1.6,—
8482699,Dylan Guenther,27,5,0.1852,0.0818,0.367,76.7,0.8,1.85,UTA
8473449,Kyle Okposo,32,4,0.125,0.0497,0.2807,71.5,0.9,1.72,—
8473504,Cal Clutterbuck,21,4,0.1905,0.0767,0.4,77.1,0.5,1.43,—
8473548,Phil Kessel,27,4,0.1481,0.0592,0.3248,81.4,-3.6,1.56,—
8474151,Ryan McDonagh,32,4,0.125,0.0497,0.2807,59.9,11.9,1.81,TBL
8474715,Cam Atkinson,33,4,0.1212,0.0482,0.2733,77.2,0.5,1.64,—
8475692,Mats Zuccarello,40,4,0.1,0.0396,0.2305,74.4,2.6,2.0,MIN
8475768,Jaden Schwartz,60,4,0.0667,0.0262,0.1593,78.4,1.2,1.6,SEA
8476374,Sean Kuraly,47,4,0.0851,0.0336,0.1993,80.2,1.6,1.85,BOS
