player_id,player_name,seasons,total_toi_mins,rush_against_per60_career,rush_against_per60_by_season,team_2526
8476470.0000,Nathan Beaulieu,"[20202021, 20212022, 20222023]",1468.8000,36.9281,"{""20202021"": 33.4303, ""20212022"": 35.2827, ""20222023"": 39.3116}",
8477384.0000,Joshua Brown,"[20202021, 20212022, 20222023, 20232024, 20242025]",3071.8167,34.9826,"{""20202021"": 30.289, ""20212022"": 33.6962, ""20222023"": 37.9006, ""20232024"": 34.4498, ""20242025"": 34.7333}",
8475236.0000,Cody Eakin,"[20202021, 20212022]",1560.8000,34.7130,"{""20202021"": 37.0105, ""20212022"": 33.2977}",
8474683.0000,Derek Grant,"[20202021, 20212022, 20222023]",2368.9500,34.6989,"{""20202021"": 33.6825, ""20212022"": 34.3611, ""20222023"": 36.1986}",
8479458.0000,Nikita Zaitsev,"[20202021, 20212022, 20222023, 20232024]",3793.5000,34.3693,"{""20202021"": 34.3378, ""20212022"": 35.4175, ""20222023"": 34.463, ""20232024"": 32.2866}",
8475772.0000,Riley Sheahan,"[20202021, 20212022, 20222023]",1553.5333,34.3346,"{""20202021"": 40.6809, ""20212022"": 29.2818, ""20222023"": 18.0542}",
8478062.0000,Dysin Mayo,"[20212022, 20222023, 20252026]",1594.4500,34.0180,"{""20212022"": 34.7545, ""20222023"": 30.4331, ""20252026"": 10.4956}",
8476374.0000,Sean Kuraly,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5493.7333,33.7803,"{""20202021"": 32.8994, ""20212022"": 37.1831, ""20222023"": 40.8142, ""20232024"": 31.9468, ""20242025"": 27.238, ""20252026"": 28.272}",
8474849.0000,Antoine Roussel,"[20202021, 20212022]",1055.5333,33.6512,"{""20202021"": 33.0904, ""20212022"": 34.0097}",
8477996.0000,Juho Lammikko,"[20202021, 20212022, 20252026]",1503.0333,33.5721,"{""20202021"": 32.7341, ""20212022"": 34.6724, ""20252026"": 27.7752}",
8475747.0000,Patrik Nemeth,"[20202021, 20212022, 20222023]",3578.7000,33.5317,"{""20202021"": 30.2146, ""20212022"": 31.8422, ""20222023"": 37.7246}",
8479415.0000,Michael McLeod,"[20202021, 20212022, 20222023, 20232024]",3602.8500,33.4568,"{""20202021"": 37.6522, ""20212022"": 39.7641, ""20222023"": 30.2203, ""20232024"": 24.9117}",
8480853.0000,Liam Foudy,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",1223.5000,33.3470,"{""20202021"": 33.3517, ""20212022"": 45.5696, ""20222023"": 34.1591, ""20232024"": 29.6068, ""20242025"": 24.1611, ""20252026"": 21.2703}",
8474697.0000,Mark Borowiecki,"[20202021, 20212022, 20222023]",1122.1000,33.3125,"{""20202021"": 28.1172, ""20212022"": 35.3927, ""20222023"": 31.738}",
8475790.0000,Erik Gudbranson,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6215.8667,33.3115,"{""20202021"": 35.1103, ""20212022"": 27.752, ""20222023"": 36.5006, ""20232024"": 35.9253, ""20242025"": 32.8515, ""20252026"": 31.3085}",
8479316.0000,Luke Kunin,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5052.3833,33.0616,"{""20202021"": 32.3617, ""20212022"": 32.8961, ""20222023"": 30.7285, ""20232024"": 35.912, ""20242025"": 33.5456, ""20252026"": 27.8318}",
8478841.0000,Colton White,"[20202021, 20212022, 20222023, 20252026]",1234.0667,32.9156,"{""20202021"": 29.4393, ""20212022"": 39.8333, ""20222023"": 31.9116, ""20252026"": 23.1577}",
8476442.0000,Matt Nieto,"[20202021, 20212022, 20222023, 20232024, 20242025]",3224.0500,32.8841,"{""20202021"": 39.0965, ""20212022"": 33.2656, ""20222023"": 30.3241, ""20232024"": 34.2924, ""20242025"": 32.2572}",
8479369.0000,Andrew Peeke,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6582.6833,32.7313,"{""20202021"": 29.4666, ""20212022"": 36.2278, ""20222023"": 36.676, ""20232024"": 28.0061, ""20242025"": 30.6174, ""20252026"": 25.8177}",
8476850.0000,Ryan Murray,"[20202021, 20212022, 20222023]",1604.2667,32.7252,"{""20202021"": 36.0483, ""20212022"": 29.1192, ""20222023"": 26.7266}",
8481537.0000,Nikita Okhotiuk,"[20212022, 20222023, 20232024]",1020.2167,32.5225,"{""20212022"": 34.9978, ""20222023"": 32.7273, ""20232024"": 32.2678}",
8479983.0000,Mario Ferraro,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8833.3500,32.4407,"{""20202021"": 31.7999, ""20212022"": 33.3625, ""20222023"": 32.7175, ""20232024"": 33.6195, ""20242025"": 32.6124, ""20252026"": 29.4378}",
8479580.0000,Dylan Gambrell,"[20202021, 20212022, 20222023]",2249.9833,32.3202,"{""20202021"": 33.663, ""20212022"": 33.9008, ""20222023"": 28.9756}",
8475766.0000,Austin Watson,"[20202021, 20212022, 20222023, 20232024, 20242025]",2289.6667,32.3104,"{""20202021"": 36.1691, ""20212022"": 33.8848, ""20222023"": 31.8972, ""20232024"": 24.5273, ""20242025"": 22.9842}",
8465009.0000,Zdeno Chara,"[20202021, 20212022]",2496.5833,32.2521,"{""20202021"": 31.5161, ""20212022"": 32.8375}",
8474612.0000,Travis Hamonic,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",4801.3000,32.1913,"{""20202021"": 33.1643, ""20212022"": 31.6153, ""20222023"": 33.4048, ""20232024"": 31.308, ""20242025"": 31.0653, ""20252026"": 30.7377}",
8475233.0000,David Savard,"[20202021, 20212022, 20222023, 20232024, 20242025]",6503.6833,32.1418,"{""20202021"": 31.0173, ""20212022"": 33.2799, ""20222023"": 32.464, ""20232024"": 31.6463, ""20242025"": 32.3113}",
8471709.0000,Marc-Edouard Vlasic,"[20202021, 20212022, 20222023, 20232024, 20242025]",4681.3667,32.1316,"{""20202021"": 32.0047, ""20212022"": 31.3981, ""20222023"": 33.4931, ""20232024"": 32.4435, ""20242025"": 28.6163}",
8472382.0000,Andy Greene,"[20202021, 20212022]",2565.7167,32.0846,"{""20202021"": 30.0034, ""20212022"": 34.2894}",
8476988.0000,Matthew Benning,"[20202021, 20212022, 20222023, 20232024, 20242025]",3950.4333,32.0775,"{""20202021"": 29.3134, ""20212022"": 32.8701, ""20222023"": 32.6209, ""20232024"": 34.0528, ""20242025"": 36.8085}",
8473504.0000,Cal Clutterbuck,"[20202021, 20212022, 20222023, 20232024]",3469.5500,31.9580,"{""20202021"": 33.454, ""20212022"": 33.1697, ""20222023"": 27.7403, ""20232024"": 32.364}",
8481477.0000,Nico Sturm,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",4654.2833,31.8803,"{""20202021"": 34.4488, ""20212022"": 32.0358, ""20222023"": 30.6596, ""20232024"": 33.9782, ""20242025"": 30.3286, ""20252026"": 28.2142}",
8476934.0000,Brock McGinn,"[20202021, 20212022, 20222023, 20232024, 20242025]",3369.9167,31.7812,"{""20202021"": 27.3541, ""20212022"": 34.0253, ""20222023"": 33.5124, ""20232024"": 29.9044, ""20242025"": 30.3531}",
8476326.0000,Josh Archibald,"[20202021, 20212022, 20222023]",1577.1167,31.7668,"{""20202021"": 33.8792, ""20212022"": 32.2663, ""20222023"": 29.0025}",
8471873.0000,Anton Stralman,"[20202021, 20212022, 20222023]",2525.8000,31.7365,"{""20202021"": 30.2865, ""20212022"": 33.3235, ""20222023"": 20.9813}",
8479333.0000,Libor Hajek,"[20202021, 20212022, 20222023]",1143.3167,31.6973,"{""20202021"": 33.3179, ""20212022"": 29.1369, ""20222023"": 29.4132}",
8480807.0000,Mattias Samuelsson,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5377.1000,31.6788,"{""20202021"": 39.1003, ""20212022"": 31.418, ""20222023"": 35.7476, ""20232024"": 27.6364, ""20242025"": 31.0387, ""20252026"": 29.7204}",
8479945.0000,Gavin Bayreuther,"[20202021, 20212022, 20222023]",1514.5167,31.6537,"{""20202021"": 22.0965, ""20212022"": 32.4892, ""20222023"": 32.7025}",
8471794.0000,Darren Helm,"[20202021, 20212022, 20222023]",1762.8833,31.6527,"{""20202021"": 31.3565, ""20212022"": 32.3383, ""20222023"": 27.3956}",
8474818.0000,Jordie Benn,"[20202021, 20212022, 20222023]",1388.5333,31.6305,"{""20202021"": 29.6494, ""20212022"": 31.959, ""20222023"": 37.0221}",
8478443.0000,Brandon Carlo,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8037.9833,31.4780,"{""20202021"": 28.7215, ""20212022"": 31.7082, ""20222023"": 30.5854, ""20232024"": 31.749, ""20242025"": 31.5799, ""20252026"": 35.148}",
8474618.0000,Marco Scandella,"[20202021, 20212022, 20222023, 20232024]",3588.5833,31.4665,"{""20202021"": 31.4156, ""20212022"": 33.9169, ""20222023"": 34.651, ""20232024"": 26.1386}",
8474056.0000,P.K. Subban,"[20202021, 20212022]",2413.9333,31.4425,"{""20202021"": 30.2403, ""20212022"": 32.2699}",
8477508.0000,Curtis Lazar,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3949.3833,31.3568,"{""20202021"": 36.5662, ""20212022"": 33.8279, ""20222023"": 30.5004, ""20232024"": 26.5165, ""20242025"": 29.4607, ""20252026"": 28.6586}",
8478075.0000,Anders Bjork,"[20202021, 20212022, 20222023]",1539.1000,31.3040,"{""20202021"": 31.5101, ""20212022"": 32.2092, ""20222023"": 27.2751}",
8479291.0000,Kevin Rooney,"[20202021, 20212022, 20222023, 20232024, 20242025]",2863.7500,31.3016,"{""20202021"": 32.5646, ""20212022"": 32.1167, ""20222023"": 30.2655, ""20232024"": 32.9697, ""20242025"": 27.8686}",
8481122.0000,Simon Benoit,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5773.6500,31.2800,"{""20202021"": 26.7485, ""20212022"": 30.6868, ""20222023"": 35.2466, ""20232024"": 26.4993, ""20242025"": 31.3951, ""20252026"": 32.1225}",
8478067.0000,Oskar Lindblom,"[20202021, 20212022, 20222023, 20232024]",2535.4000,31.2377,"{""20202021"": 29.9507, ""20212022"": 32.8232, ""20222023"": 30.5012, ""20232024"": 5.0279}",
8470626.0000,Loui Eriksson,"[20202021, 20212022]",1010.9500,31.2182,"{""20202021"": 34.641, ""20212022"": 30.9731}",
8474009.0000,Nick Bonino,"[20202021, 20212022, 20222023, 20232024]",3792.3667,31.1679,"{""20202021"": 31.7157, ""20212022"": 31.7629, ""20222023"": 29.1527, ""20232024"": 32.4246}",
8475279.0000,Ben Chiarot,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",9148.5833,31.1458,"{""20202021"": 30.1738, ""20212022"": 31.0275, ""20222023"": 31.4168, ""20232024"": 32.2787, ""20242025"": 31.2884, ""20252026"": 30.464}",
8477930.0000,Pierre-Edouard Bellemare,"[20202021, 20212022, 20222023, 20232024]",3345.4000,31.1174,"{""20202021"": 32.2391, ""20212022"": 32.6945, ""20222023"": 30.2849, ""20232024"": 25.5805}",
8480144.0000,David Kampf,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5823.3833,31.0747,"{""20202021"": 31.2584, ""20212022"": 31.5307, ""20222023"": 31.6043, ""20232024"": 30.3965, ""20242025"": 31.0567, ""20252026"": 28.728}",
8478136.0000,Jake Middleton,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6944.0000,31.0628,"{""20202021"": 34.3511, ""20212022"": 30.8868, ""20222023"": 29.2306, ""20232024"": 31.7156, ""20242025"": 32.4837, ""20252026"": 30.9062}",
8478432.0000,Christian Fischer,"[20202021, 20212022, 20222023, 20232024, 20242025]",3962.8500,31.0231,"{""20202021"": 27.75, ""20212022"": 29.782, ""20222023"": 34.8868, ""20232024"": 32.3105, ""20242025"": 25.7017}",
8471729.0000,Kris Russell,"[20202021, 20212022]",1242.3167,31.0066,"{""20202021"": 30.0983, ""20212022"": 32.1477}",
8479359.0000,Beck Malenstyn,"[20212022, 20222023, 20232024, 20242025, 20252026]",2749.1000,30.9701,"{""20212022"": 23.7715, ""20222023"": 26.9008, ""20232024"": 34.7494, ""20242025"": 27.9717, ""20252026"": 29.0306}",
8478569.0000,Noel Acciari,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",4712.2167,30.9154,"{""20202021"": 36.1441, ""20212022"": 22.9799, ""20222023"": 28.2346, ""20232024"": 31.851, ""20242025"": 32.5576, ""20252026"": 30.752}",
8481161.0000,Jake Christiansen,"[20212022, 20222023, 20232024, 20242025, 20252026]",1635.6000,30.8877,"{""20212022"": 33.0205, ""20222023"": 29.7276, ""20232024"": 34.0408, ""20242025"": 31.6774, ""20252026"": 26.2301}",
8480172.0000,Jan Rutta,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5588.7833,30.8761,"{""20202021"": 28.2684, ""20212022"": 28.5371, ""20222023"": 32.7933, ""20232024"": 33.7322, ""20242025"": 31.4898, ""20252026"": 0.0}",
8476879.0000,Cody Ceci,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",9982.6333,30.8636,"{""20202021"": 30.2655, ""20212022"": 32.1792, ""20222023"": 31.0044, ""20232024"": 29.1621, ""20242025"": 33.5388, ""20252026"": 25.8859}",
8479388.0000,Riley Stillman,"[20202021, 20212022, 20222023, 20242025, 20252026]",1910.1000,30.8151,"{""20202021"": 32.9918, ""20212022"": 34.3973, ""20222023"": 26.4706, ""20242025"": 23.3983, ""20252026"": 29.0185}",
8471284.0000,Andrej Sekera,"[20202021, 20212022]",1161.6667,30.7834,"{""20202021"": 29.1367, ""20212022"": 33.4954}",
8474062.0000,Riley Nash,"[20202021, 20212022, 20232024]",1116.8833,30.7821,"{""20202021"": 31.8562, ""20212022"": 30.2, ""20232024"": 16.2406}",
8475796.0000,Mark Pysyk,"[20202021, 20212022]",1664.9333,30.7760,"{""20202021"": 23.6982, ""20212022"": 33.1853}",
8478146.0000,Matthew Highmore,"[20202021, 20212022, 20222023, 20232024, 20242025]",1584.3333,30.7511,"{""20202021"": 31.6723, ""20212022"": 31.2347, ""20222023"": 19.5349, ""20232024"": 21.499, ""20242025"": 30.8048}",
8475797.0000,Jarred Tinordi,"[20202021, 20212022, 20222023, 20232024]",2049.8667,30.7337,"{""20202021"": 32.1556, ""20212022"": 25.8706, ""20222023"": 30.6573, ""20232024"": 30.6053}",
8479941.0000,Justin Danforth,"[20212022, 20222023, 20232024, 20242025, 20252026]",2528.2667,30.7088,"{""20212022"": 29.2029, ""20222023"": 27.6349, ""20232024"": 32.7166, ""20242025"": 29.1811, ""20252026"": 38.4394}",
8474027.0000,Justin Braun,"[20202021, 20212022, 20222023]",3337.8667,30.7022,"{""20202021"": 30.524, ""20212022"": 30.4512, ""20222023"": 31.453}",
8473446.0000,Erik Johnson,"[20202021, 20212022, 20222023, 20232024, 20242025]",4386.5500,30.6391,"{""20202021"": 27.933, ""20212022"": 30.8323, ""20222023"": 31.4532, ""20232024"": 30.6823, ""20242025"": 28.1553}",
8481072.0000,Tim Berni,[20222023],1000.9000,30.6324,"{""20222023"": 30.6324}",
8481147.0000,Reese Johnson,"[20202021, 20212022, 20222023, 20232024, 20242025]",1548.3167,30.6139,"{""20202021"": 25.6711, ""20212022"": 37.2361, ""20222023"": 29.1564, ""20232024"": 27.7014, ""20242025"": 25.1895}",
8481567.0000,Henry Thrun,"[20222023, 20232024, 20242025, 20252026]",2220.6333,30.6129,"{""20222023"": 25.6738, ""20232024"": 32.542, ""20242025"": 30.3315, ""20252026"": 19.291}",
8477846.0000,Ryan Carpenter,"[20202021, 20212022, 20222023, 20232024]",2247.0000,30.5741,"{""20202021"": 27.7193, ""20212022"": 32.9962, ""20222023"": 26.7481, ""20232024"": 30.8549}",
8476915.0000,Jujhar Khaira,"[20202021, 20212022, 20222023, 20232024]",1621.1833,30.5703,"{""20202021"": 33.1175, ""20212022"": 34.3137, ""20222023"": 26.6171, ""20232024"": 37.1134}",
8480806.0000,Isac LundestrÃ¶m,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5026.4333,30.5584,"{""20202021"": 25.3988, ""20212022"": 30.9481, ""20222023"": 36.0261, ""20232024"": 28.0534, ""20242025"": 31.2048, ""20252026"": 28.8956}",
8476449.0000,Scott Harrington,"[20202021, 20212022, 20222023]",1036.8167,30.5551,"{""20202021"": 29.3703, ""20212022"": 34.4611, ""20222023"": 30.3359}",
8471677.0000,Jack Johnson,"[20202021, 20212022, 20222023, 20232024, 20242025]",5132.9000,30.5208,"{""20202021"": 35.6355, ""20212022"": 32.6281, ""20222023"": 31.1303, ""20232024"": 25.8603, ""20242025"": 32.8192}",
8477215.0000,Danny DeKeyser,"[20202021, 20212022]",1942.4333,30.3022,"{""20202021"": 29.9054, ""20212022"": 30.6114}",
8470610.0000,Zach Parise,"[20202021, 20212022, 20222023, 20232024]",3932.0667,30.2742,"{""20202021"": 28.4891, ""20212022"": 31.2893, ""20222023"": 31.7683, ""20232024"": 26.2766}",
8480950.0000,Ilya Lyubushkin,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6547.9667,30.2476,"{""20202021"": 27.5545, ""20212022"": 30.8999, ""20222023"": 32.7017, ""20232024"": 32.3164, ""20242025"": 29.1274, ""20252026"": 24.5563}",
8474207.0000,Nick Holden,"[20202021, 20212022, 20222023]",3100.4167,30.2475,"{""20202021"": 23.5992, ""20212022"": 34.0868, ""20222023"": 28.0119}",
8476913.0000,Devin Shore,"[20202021, 20212022, 20222023, 20232024, 20242025]",2001.5500,30.1866,"{""20202021"": 34.7565, ""20212022"": 29.5827, ""20222023"": 27.3407, ""20232024"": 22.1231, ""20242025"": 31.6693}",
8478882.0000,Vladislav Gavrikov,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",9443.2333,30.1486,"{""20202021"": 33.2636, ""20212022"": 35.3221, ""20222023"": 33.2445, ""20232024"": 25.9392, ""20242025"": 25.6371, ""20252026"": 28.5764}",
8476931.0000,Jake McCabe,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8016.6167,30.1399,"{""20202021"": 31.0386, ""20212022"": 33.5303, ""20222023"": 29.1885, ""20232024"": 28.153, ""20242025"": 30.128, ""20252026"": 29.7601}",
8480074.0000,Alexandre Texier,"[20202021, 20212022, 20232024, 20242025, 20252026]",3324.4500,30.1223,"{""20202021"": 31.0771, ""20212022"": 34.4574, ""20232024"": 32.4297, ""20242025"": 25.8004, ""20252026"": 20.6697}",
8482705.0000,Cole Sillinger,"[20212022, 20222023, 20232024, 20242025, 20252026]",4996.4500,30.0934,"{""20212022"": 30.5188, ""20222023"": 30.67, ""20232024"": 31.6496, ""20242025"": 28.5433, ""20252026"": 28.4436}",
8476429.0000,Scott Mayfield,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",7203.8833,30.0588,"{""20202021"": 31.6651, ""20212022"": 31.8826, ""20222023"": 29.1679, ""20232024"": 33.5418, ""20242025"": 28.8513, ""20252026"": 24.4908}",
8479671.0000,Mathieu Olivier,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3453.8833,30.0010,"{""20202021"": 23.8767, ""20212022"": 23.281, ""20222023"": 37.8322, ""20232024"": 29.2324, ""20242025"": 28.8744, ""20252026"": 27.3326}",
8479393.0000,Noah Gregor,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3567.9167,29.9671,"{""20202021"": 31.558, ""20212022"": 29.4596, ""20222023"": 31.8046, ""20232024"": 29.9884, ""20242025"": 31.2594, ""20252026"": 21.954}",
8477919.0000,Freddy Gaudreau,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6098.8000,29.9666,"{""20202021"": 28.819, ""20212022"": 30.9287, ""20222023"": 29.0948, ""20232024"": 26.5996, ""20242025"": 33.239, ""20252026"": 28.7594}",
8477887.0000,Patrick Brown,"[20202021, 20212022, 20222023, 20232024, 20242025]",1670.4000,29.9569,"{""20202021"": 19.7541, ""20212022"": 36.5209, ""20222023"": 29.0009, ""20232024"": 26.1529, ""20242025"": 24.5876}",
8480070.0000,Ian Mitchell,"[20202021, 20212022, 20222023, 20232024, 20242025]",1666.5667,29.9538,"{""20202021"": 29.0605, ""20212022"": 39.6019, ""20222023"": 32.4666, ""20232024"": 25.0251, ""20242025"": 26.3074}",
8479293.0000,Brandon Tanev,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",4701.3833,29.9529,"{""20202021"": 26.759, ""20212022"": 31.3734, ""20222023"": 29.1693, ""20232024"": 31.7016, ""20242025"": 32.2571, ""20252026"": 20.7702}",
8481043.0000,Cole Koepke,"[20222023, 20232024, 20242025, 20252026]",1452.3167,29.9521,"{""20222023"": 31.8001, ""20232024"": 26.8582, ""20242025"": 28.3079, ""20252026"": 32.4626}",
8476851.0000,Alex Galchenyuk,"[20202021, 20212022, 20222023]",1369.2000,29.9299,"{""20202021"": 29.7728, ""20212022"": 29.4216, ""20222023"": 36.0691}",
8477435.0000,Ryan Graves,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6916.7333,29.9187,"{""20202021"": 31.2576, ""20212022"": 33.4483, ""20222023"": 27.8112, ""20232024"": 29.1993, ""20242025"": 28.498, ""20252026"": 22.4205}",
8475343.0000,Nic Dowd,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5878.2333,29.9172,"{""20202021"": 30.8707, ""20212022"": 29.0088, ""20222023"": 30.6286, ""20232024"": 32.3317, ""20242025"": 29.3523, ""20252026"": 26.7337}",
8481556.0000,John Beecher,"[20232024, 20242025, 20252026]",1752.8167,29.8833,"{""20232024"": 29.896, ""20242025"": 29.7063, ""20252026"": 30.5512}",
8479442.0000,Troy Stecher,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5398.3833,29.8756,"{""20202021"": 27.5796, ""20212022"": 30.0399, ""20222023"": 33.4543, ""20232024"": 28.799, ""20242025"": 26.4967, ""20252026"": 31.5365}",
8476432.0000,Boone Jenner,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5587.6167,29.8625,"{""20202021"": 30.8144, ""20212022"": 33.6342, ""20222023"": 30.2598, ""20232024"": 27.4535, ""20242025"": 27.894, ""20252026"": 26.6857}",
8478133.0000,Jake Evans,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5901.2167,29.8515,"{""20202021"": 27.2288, ""20212022"": 32.4353, ""20222023"": 31.3289, ""20232024"": 30.9054, ""20242025"": 27.5921, ""20252026"": 28.8014}",
8480021.0000,Jack Studnicka,"[20202021, 20212022, 20222023, 20232024, 20252026]",1309.0667,29.8381,"{""20202021"": 31.0588, ""20212022"": 30.1587, ""20222023"": 30.3215, ""20232024"": 29.0553, ""20252026"": 25.8167}",
8476822.0000,Luke Glendening,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5401.2167,29.8266,"{""20202021"": 33.1939, ""20212022"": 31.6304, ""20222023"": 28.8823, ""20232024"": 27.4545, ""20242025"": 28.1143, ""20252026"": 29.6545}",
8480029.0000,Alex Formenton,"[20202021, 20212022]",1461.5167,29.8047,"{""20202021"": 30.1453, ""20212022"": 29.7374}",
8478567.0000,Dean Kukan,"[20202021, 20212022]",1166.3000,29.7865,"{""20202021"": 28.5129, ""20212022"": 30.7309}",
8480855.0000,Jack McBain,"[20212022, 20222023, 20232024, 20242025, 20252026]",3785.0000,29.7860,"{""20212022"": 31.746, ""20222023"": 35.0205, ""20232024"": 28.8608, ""20242025"": 27.0139, ""20252026"": 25.4033}",
8475231.0000,Casey Cizikas,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6052.1500,29.7613,"{""20202021"": 34.595, ""20212022"": 32.7136, ""20222023"": 29.3174, ""20232024"": 30.2278, ""20242025"": 25.2914, ""20252026"": 24.12}",
8475762.0000,Derek Forbort,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5527.5500,29.7311,"{""20202021"": 27.6083, ""20212022"": 32.8825, ""20222023"": 32.8706, ""20232024"": 28.3799, ""20242025"": 25.3186, ""20252026"": 15.0718}",
8481812.0000,Nikolai Knyzhov,"[20202021, 20222023, 20232024]",1326.0167,29.7281,"{""20202021"": 29.3765, ""20222023"": 30.9704, ""20232024"": 30.2692}",
8477931.0000,Tomas Nosek,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",4009.5500,29.7041,"{""20202021"": 25.8555, ""20212022"": 34.4603, ""20222023"": 33.4221, ""20232024"": 28.0864, ""20242025"": 23.3577, ""20252026"": 25.7085}",
8479376.0000,Victor Mete,"[20202021, 20212022, 20222023, 20232024]",1138.1333,29.6802,"{""20202021"": 26.8555, ""20212022"": 31.2696, ""20222023"": 30.8762, ""20232024"": 49.6933}",
8475825.0000,Jani Hakanpää,"[20202021, 20212022, 20222023, 20232024, 20242025]",5770.5500,29.6748,"{""20202021"": 24.3309, ""20212022"": 30.7397, ""20222023"": 30.7348, ""20232024"": 32.2784, ""20242025"": 27.6923}",
8480025.0000,MacKenzie Entwistle,"[20202021, 20212022, 20222023, 20232024]",2164.0833,29.6661,"{""20202021"": 34.2275, ""20212022"": 32.1514, ""20222023"": 26.0134, ""20232024"": 31.2982}",
8478468.0000,Jeremy Lauzon,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6063.0167,29.6585,"{""20202021"": 31.9621, ""20212022"": 33.1761, ""20222023"": 32.1163, ""20232024"": 26.5555, ""20242025"": 27.0668, ""20252026"": 25.6477}",
8479944.0000,Zach Aston-Reese,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3705.0833,29.6350,"{""20202021"": 30.6692, ""20212022"": 30.0082, ""20222023"": 28.5661, ""20232024"": 54.3103, ""20242025"": 28.6433, ""20252026"": 33.8315}",
8471303.0000,Alexander Edler,"[20202021, 20212022, 20222023]",2972.4833,29.6318,"{""20202021"": 34.3834, ""20212022"": 25.0476, ""20222023"": 28.4785}",
8479511.0000,Janne Kuokkanen,"[20202021, 20212022]",1524.3333,29.5998,"{""20202021"": 27.6967, ""20212022"": 31.3894}",
8479520.0000,Brandon Duhaime,"[20212022, 20222023, 20232024, 20242025, 20252026]",4212.4167,29.5982,"{""20212022"": 30.1983, ""20222023"": 27.3169, ""20232024"": 31.7542, ""20242025"": 28.946, ""20252026"": 28.8935}",
8475842.0000,Sam Carrick,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3871.9333,29.5976,"{""20202021"": 27.5027, ""20212022"": 29.2683, ""20222023"": 35.9301, ""20232024"": 29.4572, ""20242025"": 26.6783, ""20252026"": 29.4531}",
8475760.0000,Nick Bjugstad,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5123.3167,29.5941,"{""20202021"": 30.3643, ""20212022"": 29.6097, ""20222023"": 32.46, ""20232024"": 28.7069, ""20242025"": 25.3807, ""20252026"": 29.2962}",
8477341.0000,Andreas Johnsson,"[20202021, 20212022, 20222023]",1907.8833,29.5930,"{""20202021"": 27.0418, ""20212022"": 31.7908, ""20222023"": 26.7378}",
8474567.0000,Zach Bogosian,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5449.2667,29.5746,"{""20202021"": 28.8604, ""20212022"": 28.9984, ""20222023"": 28.7975, ""20232024"": 28.3011, ""20242025"": 33.0594, ""20252026"": 26.4093}",
8476925.0000,Colton Sissons,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6571.6333,29.5452,"{""20202021"": 30.9961, ""20212022"": 33.8352, ""20222023"": 32.9622, ""20232024"": 25.5854, ""20242025"": 25.6331, ""20252026"": 26.275}",
8475098.0000,Tyler Bozak,"[20202021, 20212022]",1269.8667,29.4834,"{""20202021"": 29.594, ""20212022"": 29.4049}",
