player_name,player_id,team_2526,offensive_composite,defensive_score,twoway_composite,rush_against_per60,ci_confirmed,trend,total_toi_mins,sample_confidence
Sam Bennett,8477935,FLA,0.6486,0.6976,0.6682,22.8004,False,stable,7747.2333,High
Connor McDavid,8478402,EDM,0.5929,0.7784,0.6671,21.1634,False,stable,10963.2500,High
James van Riemsdyk,8474037,DET,0.6899,0.6324,0.6669,24.1202,False,stable,5599.4500,High
J.T. Miller,8476468,NYR,0.7000,0.6142,0.6657,24.4890,False,rising,8435.6167,High
Andrei Svechnikov,8480830,TOR,0.5255,0.8749,0.6653,19.2088,False,stable,7374.7500,High
Gabriel Vilardi,8480014,WPG,0.6216,0.7292,0.6646,22.1608,False,stable,5536.8000,High
Valeri Nichushkin,8477501,COL,0.6605,0.6646,0.6621,23.4693,False,stable,6736.4667,High
Steven Stamkos,8474564,FLA,0.6866,0.6216,0.6606,24.3401,False,rising,8529.1333,High
Mark Stone,8475913,VGK,0.6318,0.6988,0.6586,22.7752,False,stable,6831.1167,High
Carter Verhaeghe,8477409,FLA,0.6123,0.7270,0.6582,22.2049,False,stable,8679.1667,High
Aleksander Barkov,8477493,FLA,0.6094,0.7313,0.6582,22.1176,False,stable,8428.5667,High
Nick Foligno,8473422,CHI,0.7243,0.5589,0.6581,25.6098,False,stable,5552.5667,High
Pavel Dorofeyev,8481604,NJD,0.5522,0.8152,0.6574,20.4175,False,declining,3264.8500,High
Joel Farabee,8480797,CGY,0.7203,0.5620,0.6570,25.5471,False,stable,6773.3667,High
Roope Hintz,8478449,SJS,0.6381,0.6846,0.6567,23.0631,False,stable,7552.3333,High
Mathew Barzal,8478445,NYI,0.6168,0.7128,0.6552,22.4928,False,stable,7330.3333,High
Sebastian Aho,8478427,CAR,0.5094,0.8719,0.6544,19.2692,False,stable,9412.9333,High
Mark Scheifele,8476460,WPG,0.6328,0.6863,0.6542,23.0298,False,stable,9009.1833,High
Jordan Eberle,8474586,SEA,0.5978,0.7384,0.6540,21.9743,False,rising,7194.7833,High
Pierre Engvall,8478115,NYI,0.6958,0.5907,0.6538,24.9645,False,stable,4737.1333,High
Nino Niederreiter,8475799,WPG,0.5868,0.7444,0.6499,21.8515,False,stable,6713.4833,High
Yanni Gourde,8476826,TBL,0.7067,0.5609,0.6484,25.5682,False,stable,7593.8167,High
Shane Pinto,8481596,OTT,0.6568,0.6320,0.6469,24.1285,False,stable,4299.4833,High
Alexis LafreniÃ¨re,8482109,NYR,0.6079,0.7052,0.6468,22.6469,False,stable,7487.1333,High
Jason Robertson,8480027,DAL,0.5554,0.7831,0.6465,21.0676,True,stable,8700.5833,High
Nazem Kadri,8475172,MIN,0.5771,0.7478,0.6454,21.7834,False,rising,7987.7500,High
Morgan Frost,8480028,CGY,0.6148,0.6859,0.6432,23.0368,False,stable,5295.0167,High
Alex Turcotte,8481532,LAK,0.5885,0.7251,0.6431,22.2439,False,stable,1453.8833,Low
Patrick Maroon,8474034,NYI,0.6983,0.5591,0.6426,25.6053,False,stable,4508.4333,High
Pius Suter,8480459,STL,0.6896,0.5660,0.6402,25.4645,False,rising,6644.5333,High
Leon Draisaitl,8477934,EDM,0.5994,0.6992,0.6393,22.7672,True,stable,10546.7500,High
Evgeni Malkin,8471215,PIT,0.5685,0.7448,0.6390,21.8435,False,rising,6273.7333,High
Brayden Point,8478010,TBL,0.5988,0.6987,0.6388,22.7771,False,stable,8756.1667,High
Seth Jarvis,8482093,CAR,0.4766,0.8811,0.6384,19.0830,False,stable,6954.8667,High
Luke Evangelista,8482146,NSH,0.5355,0.7926,0.6383,20.8767,False,declining,3328.1167,High
Anton Lundell,8482113,FLA,0.6358,0.6415,0.6381,23.9355,False,rising,6660.4000,High
Michael Bunting,8478047,NSH,0.5963,0.6966,0.6364,22.8209,False,declining,6104.9333,High
Alex Iafallo,8480113,BUF,0.5976,0.6920,0.6353,22.9142,False,rising,7085.5667,High
David Perron,8474102,OTT,0.5738,0.7271,0.6351,22.2032,False,rising,6204.5000,High
Jake Guentzel,8477404,TBL,0.6076,0.6752,0.6346,23.2535,False,stable,8852.8667,High
Danton Heinen,8478046,PIT,0.6688,0.5717,0.6300,25.3502,False,rising,4963.2667,High
Artturi Lehkonen,8477476,COL,0.6395,0.6142,0.6294,24.4884,False,stable,7102.9667,High
Vincent Trocheck,8476389,OTT,0.5799,0.7023,0.6289,22.7051,False,stable,9156.5333,High
Cole Perfetti,8482149,BUF,0.5162,0.7977,0.6288,20.7731,False,declining,4101.4500,High
Auston Matthews,8479318,TOR,0.5739,0.7085,0.6277,22.5794,False,rising,8766.4000,High
Vladislav Namestnikov,8476480,WPG,0.6471,0.5966,0.6269,24.8453,False,stable,6063.9167,High
Lucas Raymond,8482078,DET,0.5763,0.7025,0.6268,22.7017,False,declining,6699.9333,High
Brock Boeser,8478444,VAN,0.5735,0.7014,0.6247,22.7230,False,stable,7628.3833,High
Evgenii Dadonov,8474149,DET,0.6138,0.6409,0.6246,23.9479,False,stable,5677.3333,High
Andrei Kuzmenko,8483808,LAK,0.5034,0.8062,0.6245,20.6008,False,stable,3861.9833,High
Tyler Toffoli,8475726,DAL,0.5691,0.7071,0.6243,22.6078,False,stable,7518.6500,High
Kevin Fiala,8477942,LAK,0.5344,0.7585,0.6241,21.5658,True,stable,7495.2000,High
Filip Chytil,8480078,VAN,0.5713,0.7011,0.6232,22.7287,False,rising,4060.0667,High
Stefan Noesen,8476474,NJD,0.4402,0.8933,0.6214,18.8373,False,stable,3885.9167,High
Blake Lizotte,8481481,PIT,0.6637,0.5556,0.6205,25.6759,False,stable,4442.3000,High
Corey Perry,8470621,LAK,0.5437,0.7355,0.6204,22.0327,False,stable,6149.0333,High
Aliaksei Protas,8481656,WSH,0.6573,0.5637,0.6199,25.5116,False,stable,4433.2833,High
Marco Rossi,8482079,SJS,0.5858,0.6706,0.6197,23.3476,False,declining,3769.9833,High
Ryan Nugent-Hopkins,8476454,EDM,0.6152,0.6205,0.6173,24.3623,False,stable,9491.7333,High
Sean Monahan,8477497,CBJ,0.6238,0.6067,0.6170,24.6405,False,stable,5624.8833,High
Clayton Keller,8479343,UTA,0.5226,0.7569,0.6163,21.5988,False,stable,7889.3167,High
Jordan Martinook,8476921,TOR,0.4951,0.7976,0.6161,20.7746,False,stable,6452.1167,High
Tom Wilson,8476880,ANA,0.5979,0.6427,0.6158,23.9125,False,stable,6990.5000,High
Matthew Tkachuk,8479314,FLA,0.5043,0.7811,0.6150,21.1090,False,rising,8484.5333,High
Tomas Tatar,8475193,NJD,0.5766,0.6696,0.6138,23.3668,False,stable,5079.0000,High
Brendan Gallagher,8475848,MTL,0.5279,0.7415,0.6133,21.9108,False,stable,5033.1333,High
Michael Amadio,8478020,OTT,0.6016,0.6298,0.6129,24.1740,False,stable,4919.3333,High
Anders Lee,8475314,NYI,0.6226,0.5980,0.6128,24.8165,False,stable,6801.1167,High
Cole Caufield,8481540,MTL,0.5371,0.7260,0.6127,22.2247,False,rising,6449.5833,High
Jordan Staal,8473533,CAR,0.5321,0.7330,0.6124,22.0839,False,stable,7857.3167,High
Tomas Hertl,8476881,NJD,0.6141,0.6067,0.6112,24.6404,False,stable,7653.2833,High
Vasily Podkolzin,8481617,EDM,0.5582,0.6873,0.6098,23.0089,False,stable,3739.4167,High
Zach Hyman,8475786,EDM,0.5648,0.6769,0.6096,23.2200,False,rising,9124.0500,High
Pierre-Luc Dubois,8479400,WSH,0.5350,0.7215,0.6096,22.3168,False,stable,7095.1000,High
Jeff Skinner,8475784,SJS,0.6257,0.5829,0.6086,25.1230,False,stable,5875.0833,High
Brady Tkachuk,8480801,OTT,0.5127,0.7521,0.6084,21.6968,False,stable,7781.8000,High
Tyler Bertuzzi,8477479,LAK,0.5481,0.6964,0.6074,22.8237,False,rising,6098.9333,High
Jesper Bratt,8479407,NJD,0.5594,0.6788,0.6072,23.1804,False,stable,7798.8167,High
Jesper Boqvist,8480003,FLA,0.6733,0.5063,0.6065,26.6750,False,declining,4264.6667,High
Wyatt Johnston,8482740,DAL,0.6138,0.5928,0.6054,24.9215,False,stable,6206.6833,High
Sam Steel,8479351,DAL,0.6198,0.5830,0.6051,25.1202,False,rising,5742.0000,High
Chris Kreider,8475184,ANA,0.5406,0.7012,0.6048,22.7280,False,rising,8115.0833,High
Nicolas Roy,8478462,TOR,0.5864,0.6296,0.6037,24.1782,False,stable,6593.5333,High
Jonathan Drouin,8477494,NYI,0.4750,0.7943,0.6027,20.8423,False,rising,5150.1000,High
Nick Suzuki,8480018,MTL,0.5550,0.6729,0.6022,23.2999,False,declining,9399.1667,High
Brock Nelson,8475754,COL,0.6131,0.5779,0.5990,25.2237,False,rising,8401.6333,High
Casey Mittelstadt,8479999,BOS,0.5567,0.6621,0.5989,23.5186,True,rising,6204.4500,High
Zach Benson,8484145,BUF,0.5038,0.7411,0.5987,21.9192,False,stable,2761.9667,Medium
Martin Necas,8480039,COL,0.4336,0.8444,0.5979,19.8272,False,stable,8551.8833,High
Brad Marchand,8473419,FLA,0.5564,0.6591,0.5975,23.5792,True,rising,8137.6667,High
Kirill Kaprizov,8478864,MIN,0.4817,0.7691,0.5967,21.3511,False,rising,8000.5333,High
Adrian Kempe,8477960,CHI,0.5135,0.7199,0.5961,22.3489,False,stable,8333.2833,High
Dmitri Voronkov,8481716,CBJ,0.5702,0.6348,0.5960,24.0721,False,stable,2634.5833,Medium
Dakota Joshua,8478057,CAR,0.6509,0.5115,0.5951,26.5694,True,stable,3552.2000,High
Nils Hoglander,8481535,VAN,0.6101,0.5709,0.5944,25.3665,True,declining,4129.8500,High
Trent Frederic,8479365,EDM,0.6556,0.4981,0.5926,26.8412,False,rising,5036.2833,High
Jonathan Marchessault,8476539,FLA,0.5034,0.7255,0.5922,22.2348,False,stable,7976.6833,High
Jonathan Huberdeau,8476456,MIN,0.4828,0.7560,0.5921,21.6180,False,stable,7654.7167,High
Brayden Schenn,8475170,BOS,0.6103,0.5637,0.5917,25.5120,False,rising,7791.6333,High
William Eklund,8482667,SJS,0.5747,0.6169,0.5916,24.4348,False,stable,4125.2667,High
Evan Rodrigues,8478542,FLA,0.4769,0.7624,0.5911,21.4871,False,stable,7061.9167,High
Dawson Mercer,8482110,NJD,0.6441,0.5111,0.5909,26.5761,False,stable,6745.9000,High
Tyson Jost,8479370,NSH,0.7192,0.3982,0.5908,28.8628,False,stable,4359.2500,High
Charlie Coyle,8475745,CBJ,0.7158,0.4013,0.5900,28.8015,True,rising,8170.4000,High
Ross Colton,8479525,COL,0.5668,0.6225,0.5891,24.3219,False,declining,5602.3667,High
Nathan MacKinnon,8477492,NYI,0.4510,0.7948,0.5885,20.8316,False,rising,9980.0167,High
Kyle Connor,8478398,WPG,0.5262,0.6816,0.5884,23.1234,False,declining,9162.1667,High
Morgan Barron,8480289,WPG,0.6312,0.5225,0.5877,26.3470,False,stable,3577.6333,High
Anthony Cirelli,8478519,TBL,0.6664,0.4649,0.5858,27.5131,True,rising,8075.4333,High
Jack Eichel,8478403,VGK,0.5258,0.6732,0.5848,23.2944,False,declining,7008.5500,High
Sam Reinhart,8477933,FLA,0.4784,0.7429,0.5842,21.8831,False,stable,9706.1333,High
Blake Coleman,8476399,CGY,0.5823,0.5870,0.5842,25.0400,False,rising,7399.3500,High
Bo Horvat,8477500,NYI,0.5970,0.5649,0.5842,25.4876,False,declining,8448.8000,High
John Tavares,8475166,TOR,0.5724,0.5984,0.5828,24.8088,False,stable,8259.1500,High
Sean Couturier,8476461,PHI,0.5043,0.7004,0.5827,22.7435,False,stable,4891.0667,High
Matt Boldy,8481557,MIN,0.5052,0.6977,0.5822,22.7981,False,rising,6558.4333,High
Jake DeBrusk,8478498,VAN,0.5760,0.5886,0.5811,25.0067,False,stable,6888.5667,High
Robert Thomas,8480023,STL,0.5865,0.5698,0.5798,25.3887,False,stable,7560.0667,High
Kirill Marchenko,8480893,CBJ,0.5224,0.6657,0.5797,23.4461,False,declining,4583.2833,High
Kailer Yamamoto,8479977,UTA,0.5906,0.5576,0.5774,25.6352,False,stable,4943.2000,High
Kevin Stenlund,8478831,VAN,0.6148,0.5193,0.5766,26.4102,False,stable,4214.2833,High
Noah Cates,8480220,PIT,0.5585,0.6033,0.5764,24.7103,False,stable,4513.9000,High
Jason Zucker,8475722,BUF,0.5155,0.6677,0.5764,23.4053,False,rising,5373.1500,High
Nico Hischier,8480002,NJD,0.5749,0.5751,0.5750,25.2808,False,stable,7525.8833,High
Kiefer Sherwood,8480748,VAN,0.5219,0.6509,0.5735,23.7450,False,stable,3469.3667,High
Jack Roslovic,8478458,EDM,0.5954,0.5374,0.5722,26.0438,False,stable,6148.8833,High
Garnet Hathaway,8477903,PHI,0.6510,0.4504,0.5708,27.8057,True,stable,5148.5833,High
Dylan Cozens,8481528,OTT,0.5771,0.5608,0.5706,25.5715,False,rising,6858.4167,High
Gustav Nyquist,8474679,WPG,0.6489,0.4520,0.5702,27.7735,False,rising,5817.7667,High
Keegan Kolesar,8478434,VGK,0.5605,0.5845,0.5701,25.0907,False,stable,5347.0000,High
Alex Newhook,8481618,MTL,0.5399,0.6142,0.5696,24.4885,False,rising,5108.5167,High
Ivan Barbashev,8477964,VGK,0.6062,0.5146,0.5696,26.5067,False,stable,7367.9500,High
Ryan McLeod,8480802,WPG,0.5762,0.5593,0.5694,25.6010,False,declining,5952.9000,High
William Karlsson,8476448,VGK,0.5121,0.6544,0.5690,23.6754,False,stable,6938.8333,High
Mathieu Joseph,8478472,BOS,0.6073,0.5092,0.5680,26.6165,False,rising,4727.1500,High
Quinton Byfield,8482124,LAK,0.4623,0.7266,0.5680,22.2131,False,stable,5372.5000,High
Ridly Greig,8482092,OTT,0.5399,0.6083,0.5673,24.6082,False,stable,3567.1000,High
Ryan Lomberg,8479066,CGY,0.5828,0.5436,0.5671,25.9181,False,declining,3898.4333,High
Joel Eriksson Ek,8478493,MIN,0.6191,0.4877,0.5666,27.0500,False,stable,7472.8167,High
Pavel Buchnevich,8477402,STL,0.5675,0.5647,0.5664,25.4919,False,stable,7851.9167,High
Ondrej Palat,8476292,NJD,0.5383,0.6018,0.5637,24.7401,False,stable,6800.3000,High
Mika Zibanejad,8476459,NYR,0.5206,0.6258,0.5627,24.2541,False,stable,9417.8000,High
Josh Norris,8480064,BUF,0.5472,0.5858,0.5626,25.0652,False,declining,4777.9333,High
Matias Maccelli,8481711,TOR,0.5608,0.5609,0.5608,25.5685,False,rising,4033.8667,High
William Carrier,8477478,CAR,0.4429,0.7369,0.5605,22.0046,False,stable,4008.2500,High
Craig Smith,8475225,CHI,0.5479,0.5787,0.5602,25.2074,True,stable,4372.5333,High
Marcus Foligno,8475220,MIN,0.6134,0.4797,0.5599,27.2122,False,stable,5406.4000,High
Alex Killorn,8473986,ANA,0.5687,0.5450,0.5592,25.8915,False,rising,8215.0500,High
Cole Smith,8482062,NSH,0.6294,0.4498,0.5576,27.8183,False,rising,3552.3333,High
Tanner Jeannot,8479661,STL,0.6566,0.4070,0.5568,28.6848,False,stable,4733.5167,High
Robby Fabbri,8477952,STL,0.6164,0.4657,0.5561,27.4956,False,stable,3720.6000,High
Anze Kopitar,8471685,LAK,0.4528,0.7097,0.5556,22.5554,False,rising,9028.4500,High
Mark Jankowski,8476873,CAR,0.5564,0.5503,0.5540,25.7822,False,rising,3109.1167,High
Eetu Luostarinen,8480185,FLA,0.5608,0.5426,0.5535,25.9384,False,rising,7406.7667,High
Drew O'Connor,8482055,UTA,0.5574,0.5463,0.5530,25.8644,False,rising,3920.4500,High
Alex Tuch,8477949,BUF,0.4966,0.6364,0.5525,24.0386,False,stable,7545.3500,High
Cody Glass,8479996,NJD,0.4913,0.6417,0.5515,23.9326,False,rising,3682.8500,High
Filip Forsberg,8476887,NSH,0.4744,0.6667,0.5513,23.4264,False,declining,7181.6333,High
Connor McMichael,8481580,WSH,0.5991,0.4750,0.5495,27.3087,False,stable,4444.7333,High
Brandon Saad,8476438,VGK,0.5712,0.5167,0.5494,26.4638,False,rising,6191.8500,High
Trevor Moore,8479675,CHI,0.4829,0.6484,0.5491,23.7959,False,stable,6939.0000,High
Timo Meier,8478414,NJD,0.4931,0.6317,0.5486,24.1339,False,stable,7537.9500,High
Mason Appleton,8478891,DET,0.6062,0.4608,0.5480,27.5965,True,stable,5757.2500,High
Linus Karlsson,8481024,VAN,0.5456,,0.5456,,defensive data insufficient,stable,,Low
Mikael Granlund,8475798,ANA,0.6318,0.4152,0.5451,28.5202,False,stable,8434.0167,High
Warren Foegele,8477998,LAK,0.4991,0.6110,0.5439,24.5531,False,stable,6429.3333,High
JJ Peterka,8482175,UTA,0.4823,0.6343,0.5431,24.0823,False,stable,4546.9000,High
Claude Giroux,8473512,NYR,0.4519,0.6772,0.5420,23.2123,False,rising,8108.6167,High
Matthew Knies,8482720,TOR,0.5462,0.5353,0.5418,26.0866,False,stable,3910.0500,High
Jake Neighbours,8482089,STL,0.4785,0.6327,0.5402,24.1143,False,stable,3879.0333,High
Brandon Hagel,8479542,TBL,0.5197,0.5686,0.5393,25.4118,True,stable,8183.6000,High
Mason Marchment,8478975,LAK,0.4308,0.7019,0.5393,22.7122,False,stable,6142.0667,High
Alexey Toropchenko,8480281,STL,0.5794,0.4785,0.5390,27.2375,False,stable,3828.5500,High
Brandon Tanev,8479293,LAK,0.6683,0.3444,0.5387,29.9529,False,stable,4701.3833,High
Reilly Smith,8475191,VGK,0.4866,0.6163,0.5385,24.4460,False,stable,7100.5500,High
Barrett Hayton,8480849,UTA,0.4747,0.6329,0.5380,24.1098,False,stable,4900.0833,High
Jaden Schwartz,8475768,NYI,0.4626,0.6505,0.5378,23.7543,False,stable,5746.3167,High
Matty Beniers,8482665,SEA,0.4421,0.6807,0.5375,23.1426,False,rising,5607.8500,High
Oliver Bjorkstrand,8477416,TBL,0.4709,0.6368,0.5373,24.0315,False,rising,7113.1500,High
Carl Grundstrom,8479336,PHI,0.5040,0.5870,0.5372,25.0407,False,rising,3433.6167,High
Bryan Rust,8475810,PIT,0.5550,0.5100,0.5370,26.5998,False,stable,7470.7333,High
Sidney Crosby,8471675,PIT,0.4792,0.6220,0.5363,24.3316,False,stable,8460.6000,High
J.T. Compher,8477456,DET,0.6211,0.4052,0.5348,28.7213,False,rising,7681.4000,High
Boone Jenner,8476432,CBJ,0.6584,0.3489,0.5346,29.8625,False,stable,5587.6167,High
Tim StÃ¼tzle,8482116,OTT,0.3808,0.7627,0.5335,21.4825,False,rising,8200.1667,High
Nick Cousins,8476393,OTT,0.4728,0.6235,0.5331,24.3012,False,rising,5007.1500,High
Jamie Benn,8473994,DAL,0.5276,0.5404,0.5327,25.9829,False,rising,7534.9500,High
Mason McTavish,8482745,ANA,0.5509,0.5054,0.5327,26.6923,False,stable,4315.8500,High
Tyler Seguin,8475794,DAL,0.4925,0.5917,0.5322,24.9446,False,declining,5392.7500,High
David Pastrnak,8477956,BOS,0.3799,0.7599,0.5319,21.5388,False,stable,8749.7833,High
Radek Faksa,8476889,DAL,0.5458,0.5109,0.5318,26.5808,False,rising,6020.1333,High
Max Pacioretty,8474157,TOR,0.4082,0.7167,0.5316,22.4142,False,stable,3222.9500,High
Conor Garland,8478856,VAN,0.4267,0.6876,0.5311,23.0028,False,rising,6940.9000,High
Vladimir Tarasenko,8475765,MIN,0.5060,0.5659,0.5300,25.4671,False,rising,6622.6500,High
Connor Bedard,8484144,CHI,0.5001,0.5746,0.5299,25.2913,False,stable,3819.5000,High
Ryan Strome,8476458,WSH,0.4968,0.5787,0.5295,25.2086,False,stable,7226.1167,High
Lawson Crouse,8478474,UTA,0.6104,0.4075,0.5292,28.6757,False,rising,6467.5000,High
Ryan Hartman,8477451,MIN,0.5334,0.5229,0.5292,26.3386,False,rising,6688.2833,High
Evander Kane,8475169,COL,0.5009,0.5676,0.5276,25.4333,False,stable,5852.9500,High
Elias Lindholm,8477496,BOS,0.5229,0.5325,0.5267,26.1434,False,stable,8441.1333,High
Dylan Holloway,8482077,STL,0.3862,0.7375,0.5267,21.9929,False,declining,3197.4000,High
Will Cuylle,8482157,OTT,0.4924,0.5777,0.5265,25.2276,False,stable,3153.6833,High
Colton Sissons,8476925,VGK,0.6334,0.3645,0.5259,29.5452,False,stable,6571.6333,High
Juraj SlafkovskÃ½,8483515,MTL,0.4088,0.7009,0.5256,22.7332,False,declining,4368.0667,High
Alex Laferriere,8482155,LAK,0.3884,0.7312,0.5255,22.1193,False,stable,3406.9833,High
Yakov Trenin,8478508,MIN,0.5756,0.4492,0.5250,27.8305,False,rising,5902.8833,High
Joel Kiviranta,8481641,NYI,0.4566,0.6262,0.5244,24.2467,False,stable,4021.1667,High
Michael McCarron,8477446,NSH,0.6059,0.4019,0.5243,28.7890,False,rising,3593.0333,High
Michael Carcone,8479619,UTA,0.4496,0.6348,0.5237,24.0721,False,stable,2402.7833,Medium
Miles Wood,8477425,CBJ,0.6169,0.3832,0.5234,29.1664,False,rising,3859.2333,High
Bobby McMann,8482259,TOR,0.5304,0.5122,0.5231,26.5541,False,declining,2682.0667,Medium
Adam Lowry,8476392,WPG,0.5833,0.4319,0.5227,28.1815,False,rising,6930.0667,High
Patrick Kane,8474141,DET,0.4308,0.6604,0.5227,23.5529,False,stable,7402.9167,High
Tanner Pearson,8476871,WPG,0.5718,0.4463,0.5216,27.8899,False,stable,4145.5833,High
Kasperi Kapanen,8477953,DET,0.4721,0.5944,0.5210,24.8903,False,stable,5308.1000,High
Connor Brown,8477015,NJD,0.5224,0.5184,0.5208,26.4284,False,rising,5746.1000,High
Taylor Raddysh,8479390,NYR,0.4991,0.5484,0.5188,25.8209,False,rising,4847.2333,High
Luke Glendening,8476822,NJD,0.6285,0.3506,0.5174,29.8266,False,rising,5401.2167,High
Colin Blackwell,8476278,DAL,0.5197,0.5131,0.5171,26.5368,False,stable,4013.3000,High
Kyle Palmieri,8475151,SEA,0.5073,0.5305,0.5166,26.1845,True,stable,6425.1667,High
Casey Cizikas,8475231,NYI,0.6243,0.3539,0.5161,29.7613,False,rising,6052.1500,High
Fabian Zetterlund,8480188,NYR,0.4964,0.5449,0.5158,25.8929,False,rising,4692.4000,High
Scott Laughton,8476872,TOR,0.6097,0.3744,0.5156,29.3462,False,stable,6554.8500,High
A.J. Greer,8478421,FLA,0.4360,0.6333,0.5149,24.1023,False,stable,2656.1833,Medium
Joseph Veleno,8480813,MTL,0.4720,0.5784,0.5145,25.2149,False,stable,4409.3000,High
Justin Danforth,8479941,BUF,0.6518,0.3071,0.5139,30.7088,False,stable,2528.2667,Medium
Anthony Beauvillier,8478463,ANA,0.5442,0.4665,0.5131,27.4813,False,stable,6587.0167,High
Yegor Sharangovich,8481068,CGY,0.5043,0.5258,0.5129,26.2789,False,stable,6694.3500,High
Jean-Gabriel Pageau,8476419,NYI,0.5994,0.3790,0.5112,29.2531,False,rising,7396.1500,High
Barclay Goodrow,8476624,SJS,0.6004,0.3730,0.5094,29.3739,False,rising,6689.6167,High
Nic Dowd,8475343,WSH,0.6158,0.3462,0.5080,29.9172,False,stable,5878.2333,High
Paul Cotter,8481032,NJD,0.5407,0.4558,0.5067,27.6980,False,stable,3327.3167,High
Jack Drury,8480835,COL,0.2719,0.8588,0.5066,19.5359,False,stable,3332.3333,High
Alexander Kerfoot,8477021,UTA,0.5257,0.4758,0.5057,27.2930,False,declining,6632.4667,High
Pavel Zacha,8478401,BOS,0.5062,0.5019,0.5045,26.7644,False,stable,7400.1167,High
Kevin Hayes,8475763,PIT,0.4885,0.5274,0.5041,26.2462,False,rising,5344.7833,High
Andrew Copp,8477429,DET,0.5195,0.4748,0.5016,27.3122,False,rising,7383.5167,High
Drake Batherson,8480208,OTT,0.3674,0.7019,0.5012,22.7122,False,rising,7164.4333,High
Brett Howden,8479353,VGK,0.5521,0.4214,0.4998,28.3939,False,stable,4995.4333,High
Rickard Rakell,8476483,PIT,0.4027,0.6446,0.4995,23.8726,False,rising,7210.7833,High
Steven Lorentz,8478904,TOR,0.4677,0.5460,0.4990,25.8697,False,stable,4230.4333,High
Trevor Lewis,8473453,LAK,0.5520,0.4159,0.4976,28.5050,False,stable,4428.7000,High
Kaapo Kakko,8481554,EDM,0.3982,0.6439,0.4965,23.8870,False,rising,5759.6167,High
Mitch Marner,8478483,VGK,0.4025,0.6359,0.4958,24.0502,False,rising,9632.3500,High
Chandler Stephenson,8476905,SEA,0.4660,0.5405,0.4958,25.9815,False,stable,8648.4667,High
Nico Sturm,8481477,MIN,0.6596,0.2492,0.4955,31.8803,False,stable,4654.2833,High
Mattias Janmark,8477406,EDM,0.4799,0.5181,0.4952,26.4348,False,stable,5874.0667,High
Jack McBain,8480855,UTA,0.5901,0.3527,0.4951,29.7860,False,rising,3785.0000,High
Trevor Zegras,8481533,PHI,0.3657,0.6878,0.4945,22.9993,False,stable,5679.3000,High
Logan O'Connor,8481186,CGY,0.4578,0.5472,0.4935,25.8466,False,declining,5004.9167,High
Mathieu Olivier,8479671,CBJ,0.5930,0.3420,0.4926,30.0010,False,stable,3453.8833,High
Michael Eyssimont,8479591,STL,0.4050,0.6236,0.4924,24.2986,False,stable,2837.2000,Medium
Eric Robinson,8480762,CAR,0.5566,0.3927,0.4911,28.9744,False,stable,4791.8167,High
Viktor Arvidsson,8478042,BOS,0.3012,0.7753,0.4908,21.2274,False,rising,5534.3667,High
Adam Henrique,8474641,EDM,0.4955,0.4830,0.4905,27.1460,False,stable,6487.1500,High
Ilya Mikheyev,8481624,CHI,0.4207,0.5912,0.4889,24.9547,False,stable,5864.2167,High
Erik Haula,8475287,NSH,0.5081,0.4600,0.4889,27.6123,False,stable,6975.1500,High
Nathan Bastian,8479414,DAL,0.5144,0.4449,0.4866,27.9168,False,stable,3453.8333,High
Troy Terry,8478873,ANA,0.3478,0.6933,0.4860,22.8862,False,stable,6929.0667,High
Mikael Backlund,8474150,CGY,0.4403,0.5539,0.4857,25.7102,False,rising,7974.2667,High
Jordan Greenway,8478413,BUF,0.5566,0.3708,0.4823,29.4187,False,declining,4801.0333,High
Jordan Kyrou,8479385,STL,0.3469,0.6838,0.4817,23.0789,False,stable,7375.5667,High
Nikolaj Ehlers,8477940,TOR,0.2844,0.7767,0.4813,21.1988,False,stable,6206.9667,High
Alexander Wennberg,8477505,SJS,0.4399,0.5422,0.4808,25.9470,False,stable,8447.2333,High
Cutter Gauthier,8483445,ANA,0.4484,0.5273,0.4800,26.2495,False,stable,1869.7500,Low
Matt Duchene,8475168,PIT,0.3847,0.6217,0.4795,24.3370,False,stable,7526.8167,High
Alex DeBrincat,8479337,DET,0.3322,0.6919,0.4761,22.9150,False,stable,8200.7333,High
Philipp Kurashev,8480798,DAL,0.4506,0.5095,0.4742,26.6085,False,stable,5238.1833,High
Conor Sheary,8477839,NYR,0.4211,0.5431,0.4699,25.9299,False,stable,4657.9500,High
Jason Dickinson,8477450,CHI,0.4513,0.4964,0.4693,26.8745,False,stable,5806.9833,High
Noah Gregor,8479393,NSH,0.5529,0.3437,0.4692,29.9671,False,stable,3567.9167,High
Curtis Lazar,8477508,EDM,0.5930,0.2751,0.4658,31.3568,False,rising,3949.3833,High
Teuvo Teravainen,8476882,LAK,0.2109,0.8421,0.4634,19.8745,False,declining,7055.2833,High
Isac LundestrÃ¶m,8480806,DET,0.5593,0.3145,0.4614,30.5584,False,declining,5026.4333,High
Victor Olofsson,8478109,COL,0.3154,0.6797,0.4611,23.1628,False,rising,5312.8333,High
Taylor Hall,8475791,CAR,0.2838,0.7261,0.4607,22.2222,False,rising,5888.7167,High
Mark Kastelic,8480355,NJD,0.4656,0.4518,0.4601,27.7775,False,stable,2453.7833,Medium
Owen Tippett,8480015,PHI,0.3132,0.6776,0.4590,23.2042,False,stable,6128.2000,High
