season,team,pillars,p_nf,p_sv,p_ga,nf_rate,save_pct,ga_pg,points_pct,gp,playoff_depth
20202021,PHI,0,False,False,False,0.1376597836774828,0.8764315852923448,3.6607142857142856,0.5179,56,missed_playoffs
20232024,BUF,0,False,False,False,0.12520424836601307,0.8975528826213189,3.0121951219512195,0.5122,82,missed_playoffs
20242025,NYI,0,False,False,False,0.14154806005069215,0.8892631578947369,3.207317073170732,0.5,82,missed_playoffs
20212022,CBJ,0,False,False,False,0.13196739369905267,0.8955685331501202,3.707317073170732,0.4939,82,missed_playoffs
20222023,STL,0,False,False,False,0.12556869881710647,0.8858532934131736,3.7195121951219514,0.4939,82,missed_playoffs
20232024,CGY,0,False,False,False,0.1302696543866312,0.8881632653061224,3.341463414634146,0.4939,82,missed_playoffs
20232024,SEA,0,False,False,False,0.13971351463566536,0.8999172870140613,2.951219512195122,0.4939,82,missed_playoffs
20202021,CGY,0,False,False,False,0.1308016877637131,0.8970959595959596,2.9107142857142856,0.4911,56,missed_playoffs
20222023,DET,0,False,False,False,0.13975155279503104,0.8874751491053678,3.451219512195122,0.4878,82,missed_playoffs
20242025,ANA,0,False,False,False,0.12698412698412698,0.9006772009029346,3.2195121951219514,0.4878,82,missed_playoffs
20202021,ARI,0,False,False,False,0.13977042538825118,0.8940628637951106,3.25,0.4821,56,missed_playoffs
20242025,BUF,0,False,False,False,0.1298862461220269,0.8776707163803938,3.5609756097560976,0.4817,82,missed_playoffs
20232024,OTT,0,False,False,False,0.1251193887297039,0.8845208845208845,3.4390243902439024,0.4756,82,missed_playoffs
20212022,SJS,0,False,False,False,0.12905290102389078,0.8991277967387182,3.2439024390243905,0.4695,82,missed_playoffs
20232024,ARI,0,False,False,False,0.1377702416278084,0.8947772657450077,3.341463414634146,0.4695,82,missed_playoffs
20232024,MTL,0,False,False,False,0.14334955393349555,0.892882818116463,3.6341463414634148,0.4634,82,missed_playoffs
20242025,BOS,0,False,False,False,0.13926499032882012,0.8842060451255853,3.317073170731707,0.4634,82,missed_playoffs
20242025,PHI,0,False,False,False,0.14404040404040405,0.8705357142857143,3.5365853658536586,0.4634,82,missed_playoffs
20242025,SEA,0,False,False,False,0.12075242718446602,0.8857264231096007,3.2804878048780486,0.4634,82,missed_playoffs
20212022,BUF,0,False,False,False,0.12926305747674696,0.8914243651085756,3.597560975609756,0.4573,82,missed_playoffs
20222023,PHI,0,False,False,False,0.1423778569930803,0.8927469135802469,3.3902439024390243,0.4573,82,missed_playoffs
20202021,OTT,0,False,False,False,0.1308500477554919,0.8942414174972314,3.4107142857142856,0.4554,56,missed_playoffs
20202021,VAN,0,False,False,False,0.11535947712418301,0.8992042440318302,3.392857142857143,0.4464,56,missed_playoffs
20202021,CBJ,0,False,False,False,0.11481481481481481,0.8967213114754098,3.375,0.4286,56,missed_playoffs
20202021,DET,0,False,False,False,0.1375585163845877,0.9013850415512465,3.1785714285714284,0.4286,56,missed_playoffs
20222023,ARI,0,False,False,False,0.1459420977693403,0.8951000690131125,3.707317073170732,0.4268,82,missed_playoffs
20212022,CHI,0,False,False,False,0.11860986547085202,0.892516507703595,3.573170731707317,0.4146,82,missed_playoffs
20222023,MTL,0,False,False,False,0.1431111111111111,0.8868060562364817,3.8292682926829267,0.4146,82,missed_playoffs
20242025,NSH,0,False,False,False,0.14119842421729215,0.8829289059174117,3.3536585365853657,0.4146,82,missed_playoffs
20232024,CBJ,0,False,False,False,0.12739351309105118,0.8936245156745333,3.682926829268293,0.4024,82,missed_playoffs
20202021,NJD,0,False,False,False,0.13156077348066297,0.887243735763098,3.5357142857142856,0.4018,56,missed_playoffs
20212022,NJD,0,False,False,False,0.13699222126188418,0.8770491803278688,3.841463414634146,0.3841,82,missed_playoffs
20202021,ANA,0,False,False,False,0.1391663796073028,0.8944927536231884,3.25,0.3839,56,missed_playoffs
20212022,PHI,0,False,False,False,0.13659793814432988,0.8928953945019635,3.658536585365854,0.372,82,missed_playoffs
20242025,CHI,0,False,False,False,0.13455728561468744,0.8823757763975155,3.6951219512195124,0.372,82,missed_playoffs
20212022,SEA,0,False,False,False,0.13860252004581902,0.8795282224094355,3.4878048780487805,0.3659,82,missed_playoffs
20222023,CBJ,0,False,False,False,0.13379835129993659,0.8856456043956044,4.111111111111111,0.3642,81,missed_playoffs
20222023,CHI,0,False,False,False,0.13636363636363635,0.8901734104046243,3.707317073170732,0.3598,82,missed_playoffs
20232024,ANA,0,False,False,False,0.13214904679376083,0.8892215568862275,3.6097560975609757,0.3598,82,missed_playoffs
20222023,ANA,0,False,False,False,0.14645776566757493,0.8936104218362283,4.182926829268292,0.3537,82,missed_playoffs
20212022,ARI,0,False,False,False,0.14168278529980657,0.8916239316239316,3.8658536585365852,0.3476,82,missed_playoffs
20212022,MTL,0,False,False,False,0.14443442992338892,0.8864275668073136,3.9390243902439024,0.3354,82,missed_playoffs
20202021,BUF,0,False,False,False,0.14562082307421736,0.8945435466946485,3.5892857142857144,0.3304,56,missed_playoffs
20232024,CHI,0,False,False,False,0.1351950354609929,0.8911589895988112,3.573170731707317,0.3171,82,missed_playoffs
20242025,SJS,0,False,False,False,0.11594500307818592,0.8774733637747336,3.926829268292683,0.3171,82,missed_playoffs
20232024,SJS,0,False,False,False,0.12096263457884737,0.884641873278237,4.085365853658536,0.2866,82,missed_playoffs
