player_name,player_id,team_2526,offensive_composite,defensive_score,twoway_composite,rush_against_per60,ci_confirmed,trend,total_toi_mins,sample_confidence,rush_against_per60_by_season,def_trajectory,nf_traj,combined_trajectory
Jon Merrill,8475750,MIN,0.0000,0.3877,0.1551,29.0767,,,5305.2833,High,"{""20202021"": 27.2859, ""20212022"": 33.4543, ""20222023"": 28.637, ""20232024"": 24.1717, ""20242025"": 29.9356}",stable,neutral,stable
Henri Jokiharju,8480035,SJS,0.0000,0.3859,0.1544,29.1122,,,6100.5333,High,"{""20202021"": 32.2886, ""20212022"": 30.6127, ""20222023"": 30.1554, ""20232024"": 26.6292, ""20242025"": 27.5456, ""20252026"": 25.436}",stable,neutral,stable
Connor Dewar,8480980,PIT,0.0000,0.3855,0.1542,29.1212,,,3436.6667,High,"{""20212022"": 25.9729, ""20222023"": 28.5182, ""20232024"": 29.0593, ""20242025"": 28.4164, ""20252026"": 32.3571}",stable,stable,stable
Brenden Dillon,8475455,NJD,0.0000,0.3834,0.1533,29.1643,,,8233.3667,High,"{""20202021"": 29.4021, ""20212022"": 30.3121, ""20222023"": 27.2923, ""20232024"": 29.1475, ""20242025"": 31.4365, ""20252026"": 26.8515}",stable,neutral,stable
Luke Schenn,8474568,WPG,0.0000,0.3830,0.1532,29.1723,,,5695.1333,High,"{""20202021"": 27.0068, ""20212022"": 32.2325, ""20222023"": 32.58, ""20232024"": 27.0808, ""20242025"": 25.5029, ""20252026"": 29.6549}",stable,insufficient_data,stable
Connor Murphy,8476473,LAK,0.0000,0.3781,0.1513,29.2698,,,7082.3833,High,"{""20202021"": 30.3083, ""20212022"": 32.6072, ""20222023"": 30.3584, ""20232024"": 27.2434, ""20242025"": 27.5594, ""20252026"": 26.1501}",stable,insufficient_data,stable
Jamie Oleksiak,8476467,SEA,0.0000,0.3778,0.1511,29.2771,,,8179.0833,High,"{""20202021"": 26.5275, ""20212022"": 27.8455, ""20222023"": 27.3946, ""20232024"": 31.112, ""20242025"": 32.7138, ""20252026"": 29.6951}",stable,declining,offensive_decline
Tyler Myers,8474574,VAN,0.0000,0.3753,0.1501,29.3275,,,8696.9667,High,"{""20202021"": 32.0307, ""20212022"": 32.6525, ""20222023"": 29.4693, ""20232024"": 27.6657, ""20242025"": 26.1579, ""20252026"": 26.863}",stable,insufficient_data,stable
Radko Gudas,8475462,ANA,0.0000,0.3727,0.1491,29.3807,,,7547.8000,High,"{""20202021"": 30.2961, ""20212022"": 25.7104, ""20222023"": 29.5448, ""20232024"": 30.7796, ""20242025"": 31.1677, ""20252026"": 29.1787}",stable,insufficient_data,stable
Alexander Romanov,8481014,WSH,0.0000,0.3712,0.1485,29.4101,,,7483.1333,High,"{""20202021"": 24.929, ""20212022"": 32.194, ""20222023"": 29.5542, ""20232024"": 30.4708, ""20242025"": 28.1059, ""20252026"": 27.0068}",stable,declining,offensive_decline
Esa Lindell,8476902,DAL,0.0000,0.3708,0.1483,29.4186,,,10630.0000,High,"{""20202021"": 29.1111, ""20212022"": 31.7276, ""20222023"": 30.4463, ""20232024"": 28.2806, ""20242025"": 29.9765, ""20252026"": 25.3715}",stable,stable,stable
Ryan McDonagh,8474151,CAR,0.0000,0.3679,0.1471,29.4782,,,9446.3000,High,"{""20202021"": 28.3875, ""20212022"": 31.8446, ""20222023"": 33.039, ""20232024"": 26.8687, ""20242025"": 27.3626, ""20252026"": 28.8374}",stable,declining,offensive_decline
Zach Bogosian,8474567,CGY,0.0000,0.3631,0.1452,29.5746,,,5449.2667,High,"{""20202021"": 28.8604, ""20212022"": 28.9984, ""20222023"": 28.7975, ""20232024"": 28.3011, ""20242025"": 33.0594, ""20252026"": 26.4093}",stable,neutral,stable
Jeremy Lauzon,8478468,EDM,0.0000,0.3590,0.1436,29.6585,,,6063.0167,High,"{""20202021"": 31.9621, ""20212022"": 33.1761, ""20222023"": 32.1163, ""20232024"": 26.5555, ""20242025"": 27.0668, ""20252026"": 25.6477}",stable,declining,offensive_decline
Derek Forbort,8475762,VAN,0.0000,0.3554,0.1421,29.7311,,,5527.5500,High,"{""20202021"": 27.6083, ""20212022"": 32.8825, ""20222023"": 32.8706, ""20232024"": 28.3799, ""20242025"": 25.3186, ""20252026"": 15.0718}",improving,neutral,stable
Troy Stecher,8479442,TOR,0.0000,0.3482,0.1393,29.8756,,,5398.3833,High,"{""20202021"": 27.5796, ""20212022"": 30.0399, ""20222023"": 33.4543, ""20232024"": 28.799, ""20242025"": 26.4967, ""20252026"": 31.5365}",stable,insufficient_data,stable
John Beecher,8481556,CGY,0.0000,0.3479,0.1391,29.8833,,,1752.8167,Low,"{""20232024"": 29.896, ""20242025"": 29.7063, ""20252026"": 30.5512}",stable,insufficient_data,stable
Ryan Graves,8477435,PIT,0.0000,0.3461,0.1384,29.9187,,,6916.7333,High,"{""20202021"": 31.2576, ""20212022"": 33.4483, ""20222023"": 27.8112, ""20232024"": 29.1993, ""20242025"": 28.498, ""20252026"": 22.4205}",improving,insufficient_data,stable
Cole Koepke,8481043,WPG,0.0000,0.3445,0.1378,29.9521,,,1452.3167,Low,"{""20222023"": 31.8001, ""20232024"": 26.8582, ""20242025"": 28.3079, ""20252026"": 32.4626}",stable,declining,offensive_decline
Freddy Gaudreau,8477919,EDM,0.0000,0.3437,0.1375,29.9666,,,6098.8000,High,"{""20202021"": 28.819, ""20212022"": 30.9287, ""20222023"": 29.0948, ""20232024"": 26.5996, ""20242025"": 33.239, ""20252026"": 28.7594}",stable,declining,offensive_decline
Scott Mayfield,8476429,NYI,0.0000,0.3392,0.1357,30.0588,,,7203.8833,High,"{""20202021"": 31.6651, ""20212022"": 31.8826, ""20222023"": 29.1679, ""20232024"": 33.5418, ""20242025"": 28.8513, ""20252026"": 24.4908}",improving,insufficient_data,stable
Alexandre Texier,8480074,MTL,0.0000,0.3360,0.1344,30.1223,,,3324.4500,High,"{""20202021"": 31.0771, ""20212022"": 34.4574, ""20232024"": 32.4297, ""20242025"": 25.8004, ""20252026"": 20.6697}",improving,stable,stable
Jake McCabe,8476931,CAR,0.0000,0.3352,0.1341,30.1399,,,8016.6167,High,"{""20202021"": 31.0386, ""20212022"": 33.5303, ""20222023"": 29.1885, ""20232024"": 28.153, ""20242025"": 30.128, ""20252026"": 29.7601}",stable,neutral,stable
Vladislav Gavrikov,8478882,NYR,0.0000,0.3348,0.1339,30.1486,,,9443.2333,High,"{""20202021"": 33.2636, ""20212022"": 35.3221, ""20222023"": 33.2445, ""20232024"": 25.9392, ""20242025"": 25.6371, ""20252026"": 28.5764}",improving,declining,offensive_decline
Ilya Lyubushkin,8480950,DAL,0.0000,0.3299,0.1319,30.2476,,,6547.9667,High,"{""20202021"": 27.5545, ""20212022"": 30.8999, ""20222023"": 32.7017, ""20232024"": 32.3164, ""20242025"": 29.1274, ""20252026"": 24.5563}",stable,insufficient_data,stable
Henry Thrun,8481567,TOR,0.0000,0.3118,0.1247,30.6129,,,2220.6333,Medium,"{""20222023"": 25.6738, ""20232024"": 32.542, ""20242025"": 30.3315, ""20252026"": 19.291}",stable,neutral,stable
Cody Ceci,8476879,LAK,0.0000,0.2994,0.1198,30.8636,,,9982.6333,High,"{""20202021"": 30.2655, ""20212022"": 32.1792, ""20222023"": 31.0044, ""20232024"": 29.1621, ""20242025"": 33.5388, ""20252026"": 25.8859}",stable,declining,offensive_decline
Jan Rutta,8480172,STL,0.0000,0.2988,0.1195,30.8761,,,5588.7833,High,"{""20202021"": 28.2684, ""20212022"": 28.5371, ""20222023"": 32.7933, ""20232024"": 33.7322, ""20242025"": 31.4898, ""20252026"": 0.0}",improving,insufficient_data,stable
Jake Christiansen,8481161,WSH,0.0000,0.2983,0.1193,30.8877,,,1635.6000,Low,"{""20212022"": 33.0205, ""20222023"": 29.7276, ""20232024"": 34.0408, ""20242025"": 31.6774, ""20252026"": 26.2301}",stable,insufficient_data,stable
Beck Malenstyn,8479359,BUF,0.0000,0.2942,0.1177,30.9701,,,2749.1000,Medium,"{""20212022"": 23.7715, ""20222023"": 26.9008, ""20232024"": 34.7494, ""20242025"": 27.9717, ""20252026"": 29.0306}",stable,stable,stable
Jake Middleton,8478136,MIN,0.0000,0.2896,0.1158,31.0628,,,6944.0000,High,"{""20202021"": 34.3511, ""20212022"": 30.8868, ""20222023"": 29.2306, ""20232024"": 31.7156, ""20242025"": 32.4837, ""20252026"": 30.9062}",stable,rising,stable
Ben Chiarot,8475279,DET,0.0000,0.2855,0.1142,31.1458,,,9148.5833,High,"{""20202021"": 30.1738, ""20212022"": 31.0275, ""20222023"": 31.4168, ""20232024"": 32.2787, ""20242025"": 31.2884, ""20252026"": 30.464}",stable,declining,offensive_decline
Simon Benoit,8481122,TOR,0.0000,0.2789,0.1116,31.2800,,,5773.6500,High,"{""20202021"": 26.7485, ""20212022"": 30.6868, ""20222023"": 35.2466, ""20232024"": 26.4993, ""20242025"": 31.3951, ""20252026"": 32.1225}",stable,neutral,stable
Brandon Carlo,8478443,NJD,0.0000,0.2691,0.1076,31.4780,,,8037.9833,High,"{""20202021"": 28.7215, ""20212022"": 31.7082, ""20222023"": 30.5854, ""20232024"": 31.749, ""20242025"": 31.5799, ""20252026"": 35.148}",stable,insufficient_data,stable
Mattias Samuelsson,8480807,BUF,0.0000,0.2592,0.1037,31.6788,,,5377.1000,High,"{""20202021"": 39.1003, ""20212022"": 31.418, ""20222023"": 35.7476, ""20232024"": 27.6364, ""20242025"": 31.0387, ""20252026"": 29.7204}",stable,insufficient_data,stable
David Savard,8475233,MTL,0.0000,0.2363,0.0945,32.1418,,,6503.6833,High,"{""20202021"": 31.0173, ""20212022"": 33.2799, ""20222023"": 32.464, ""20232024"": 31.6463, ""20242025"": 32.3113}",stable,insufficient_data,stable
Travis Hamonic,8474612,NJD,0.0000,0.2339,0.0936,32.1913,,,4801.3000,High,"{""20202021"": 33.1643, ""20212022"": 31.6153, ""20222023"": 33.4048, ""20232024"": 31.308, ""20242025"": 31.0653, ""20252026"": 30.7377}",stable,neutral,stable
Mario Ferraro,8479983,DAL,0.0000,0.2216,0.0886,32.4407,,,8833.3500,High,"{""20202021"": 31.7999, ""20212022"": 33.3625, ""20222023"": 32.7175, ""20232024"": 33.6195, ""20242025"": 32.6124, ""20252026"": 29.4378}",stable,rising,stable
Andrew Peeke,8479369,NJD,0.0000,0.2072,0.0829,32.7313,,,6582.6833,High,"{""20202021"": 29.4666, ""20212022"": 36.2278, ""20222023"": 36.676, ""20232024"": 28.0061, ""20242025"": 30.6174, ""20252026"": 25.8177}",stable,neutral,stable
Luke Kunin,8479316,FLA,0.0000,0.1909,0.0764,33.0616,,,5052.3833,High,"{""20202021"": 32.3617, ""20212022"": 32.8961, ""20222023"": 30.7285, ""20232024"": 35.912, ""20242025"": 33.5456, ""20252026"": 27.8318}",stable,declining,offensive_decline
Erik Gudbranson,8475790,WSH,0.0000,0.1786,0.0714,33.3115,,,6215.8667,High,"{""20202021"": 35.1103, ""20212022"": 27.752, ""20222023"": 36.5006, ""20232024"": 35.9253, ""20242025"": 32.8515, ""20252026"": 31.3085}",stable,insufficient_data,stable
