player_name,player_id,team_2526,offensive_composite,defensive_score,twoway_composite,rush_against_per60,ci_confirmed,trend,total_toi_mins,sample_confidence,rush_against_per60_by_season,def_trajectory,nf_traj,combined_trajectory
Phillip Danault,8476479,CHI,0.8005,0.6431,0.7375,23.9046,True,stable,8185.0333,High,"{""20202021"": 29.324, ""20212022"": 22.8667, ""20222023"": 23.9862, ""20232024"": 21.8824, ""20242025"": 21.3669, ""20252026"": 25.5344}",stable,declining,offensive_decline
Mikko Rantanen,8478420,DAL,0.6883,0.7705,0.7212,21.3240,True,rising,10143.4833,High,"{""20202021"": 18.2672, ""20212022"": 22.88, ""20222023"": 23.027, ""20232024"": 20.8109, ""20242025"": 20.4216, ""20252026"": 21.7692}",stable,declining,offensive_decline
Jackson Blake,8482809,CAR,0.5041,1.0000,0.7025,16.6757,False,stable,2162.4333,Medium,"{""20232024"": 19.6078, ""20242025"": 16.3085, ""20252026"": 17.1811}",stable,rising,elite_trajectory
Gabriel Landeskog,8476455,COL,0.6359,0.8022,0.7024,20.6825,False,rising,3478.3000,High,"{""20202021"": 18.2267, ""20212022"": 22.5674, ""20242025"": 18.1185, ""20252026"": 21.7526}",stable,stable,elite_trajectory
Nick Schmaltz,8477951,UTA,0.6924,0.7135,0.7008,22.4784,True,stable,7214.9333,High,"{""20202021"": 22.291, ""20212022"": 27.5056, ""20222023"": 24.561, ""20232024"": 21.1322, ""20242025"": 20.5207, ""20252026"": 19.0176}",improving,rising,both_improving
Jared McCann,8477955,SEA,0.7190,0.6727,0.7005,23.3048,True,stable,6516.2500,High,"{""20202021"": 21.5335, ""20212022"": 22.6137, ""20222023"": 22.0893, ""20232024"": 24.2, ""20242025"": 25.6007, ""20252026"": 22.2065}",stable,declining,offensive_decline
Oskar Sundqvist,8476897,OTT,0.8294,0.5060,0.7000,26.6805,True,stable,4547.1333,High,"{""20202021"": 28.1684, ""20212022"": 31.672, ""20222023"": 22.0456, ""20232024"": 28.24, ""20242025"": 23.8431, ""20252026"": 28.7113}",stable,stable,elite_trajectory
Logan Stankoven,8482702,TOR,0.6102,0.8332,0.6994,20.0534,False,stable,2797.5333,Medium,"{""20232024"": 21.842, ""20242025"": 20.5795, ""20252026"": 17.6605}",stable,rising,elite_trajectory
Jack Hughes,8481559,WSH,0.6842,0.7143,0.6962,22.4621,False,stable,7217.5000,High,"{""20202021"": 23.4372, ""20212022"": 29.0318, ""20222023"": 21.3038, ""20232024"": 21.1638, ""20242025"": 21.1136, ""20252026"": 19.964}",stable,declining,offensive_decline
Ryan O'Reilly,8475158,NSH,0.7446,0.6225,0.6958,24.3213,True,rising,8404.9667,High,"{""20202021"": 24.3632, ""20212022"": 26.5161, ""20222023"": 28.5925, ""20232024"": 23.0874, ""20242025"": 20.1636, ""20252026"": 23.5294}",stable,stable,elite_trajectory
Jesperi Kotkaniemi,8480829,CAR,0.5666,0.8763,0.6905,19.1819,False,rising,6262.1500,High,"{""20202021"": 22.9688, ""20212022"": 17.2246, ""20222023"": 16.7824, ""20232024"": 20.3236, ""20242025"": 20.1998, ""20252026"": 14.5558}",stable,declining,offensive_decline
Elias Pettersson,8480012,VAN,0.6507,0.7455,0.6886,21.8306,False,stable,7464.7500,High,"{""20202021"": 20.812, ""20212022"": 23.5818, ""20222023"": 22.513, ""20232024"": 19.6357, ""20242025"": 21.303, ""20252026"": 23.798}",stable,stable,elite_trajectory
Connor Zary,8482074,CGY,0.6362,0.7518,0.6825,21.7016,True,stable,2474.4667,Medium,"{""20232024"": 22.0649, ""20242025"": 21.9655, ""20252026"": 20.8017}",stable,stable,elite_trajectory
Anthony Mantha,8477511,PIT,0.6525,0.7247,0.6814,22.2510,True,rising,4832.1333,High,"{""20202021"": 23.6567, ""20212022"": 18.0134, ""20222023"": 23.9812, ""20232024"": 22.4202, ""20242025"": 22.3337, ""20252026"": 21.661}",stable,rising,elite_trajectory
Andrew Mangiapane,8478233,EDM,0.7164,0.6269,0.6806,24.2316,True,rising,6576.5333,High,"{""20202021"": 27.7402, ""20212022"": 24.5065, ""20222023"": 22.9668, ""20232024"": 25.5418, ""20242025"": 20.9302, ""20252026"": 24.6649}",stable,declining,offensive_decline
Ryan Donato,8477987,CHI,0.6965,0.6555,0.6801,23.6521,True,declining,5687.4333,High,"{""20202021"": 24.6461, ""20212022"": 21.5111, ""20222023"": 22.829, ""20232024"": 24.3917, ""20242025"": 24.9459, ""20252026"": 23.5253}",stable,stable,elite_trajectory
Morgan Geekie,8479987,BOS,0.7151,0.6275,0.6801,24.2196,True,stable,5630.9833,High,"{""20202021"": 17.5649, ""20212022"": 23.5303, ""20222023"": 26.9125, ""20232024"": 25.9394, ""20242025"": 23.5513, ""20252026"": 23.2837}",stable,rising,elite_trajectory
Dylan Strome,8478440,WSH,0.6749,0.6787,0.6764,23.1830,True,stable,7210.4500,High,"{""20202021"": 22.8118, ""20212022"": 22.935, ""20222023"": 23.1717, ""20232024"": 23.0049, ""20242025"": 22.5216, ""20252026"": 25.1954}",stable,rising,elite_trajectory
Josh Anderson,8476981,MTL,0.7842,0.5044,0.6723,26.7122,True,stable,6603.7333,High,"{""20202021"": 23.8934, ""20212022"": 26.0486, ""20222023"": 27.2479, ""20232024"": 25.7703, ""20242025"": 30.1539, ""20252026"": 27.6759}",stable,stable,elite_trajectory
Andre Burakovsky,8477444,CHI,0.7101,0.6092,0.6698,24.5898,False,rising,5834.1167,High,"{""20202021"": 22.1639, ""20212022"": 25.5867, ""20222023"": 22.0432, ""20232024"": 24.3806, ""20242025"": 26.5488, ""20252026"": 25.7483}",stable,stable,elite_trajectory
Sam Bennett,8477935,FLA,0.6486,0.6976,0.6682,22.8004,False,stable,7747.2333,High,"{""20202021"": 27.7856, ""20212022"": 21.0724, ""20222023"": 23.8497, ""20232024"": 21.3318, ""20242025"": 21.9423, ""20252026"": 23.3317}",stable,rising,elite_trajectory
Connor McDavid,8478402,EDM,0.5929,0.7784,0.6671,21.1634,False,stable,10963.2500,High,"{""20202021"": 21.4464, ""20212022"": 24.0334, ""20222023"": 22.469, ""20232024"": 19.0987, ""20242025"": 18.6833, ""20252026"": 21.1847}",stable,declining,offensive_decline
James van Riemsdyk,8474037,DET,0.6899,0.6324,0.6669,24.1202,False,stable,5599.4500,High,"{""20202021"": 22.2138, ""20212022"": 25.5673, ""20222023"": 24.6001, ""20232024"": 23.5712, ""20242025"": 25.1541, ""20252026"": 22.3948}",stable,stable,elite_trajectory
J.T. Miller,8476468,NYR,0.7000,0.6142,0.6657,24.4890,False,rising,8435.6167,High,"{""20202021"": 27.2828, ""20212022"": 27.3091, ""20222023"": 23.9964, ""20232024"": 21.9077, ""20242025"": 22.3596, ""20252026"": 24.8884}",stable,stable,elite_trajectory
Andrei Svechnikov,8480830,TOR,0.5255,0.8749,0.6653,19.2088,False,stable,7374.7500,High,"{""20202021"": 20.312, ""20212022"": 20.8749, ""20222023"": 17.6796, ""20232024"": 19.8531, ""20242025"": 18.9415, ""20252026"": 16.0974}",stable,declining,offensive_decline
Gabriel Vilardi,8480014,WPG,0.6216,0.7292,0.6646,22.1608,False,stable,5536.8000,High,"{""20202021"": 24.1338, ""20212022"": 23.9855, ""20222023"": 20.8239, ""20232024"": 21.6361, ""20242025"": 23.3849, ""20252026"": 19.9556}",stable,declining,offensive_decline
Valeri Nichushkin,8477501,COL,0.6605,0.6646,0.6621,23.4693,False,stable,6736.4667,High,"{""20202021"": 24.923, ""20212022"": 25.3306, ""20222023"": 22.6689, ""20232024"": 21.9416, ""20242025"": 19.7659, ""20252026"": 25.9184}",stable,rising,elite_trajectory
Steven Stamkos,8474564,FLA,0.6866,0.6216,0.6606,24.3401,False,rising,8529.1333,High,"{""20202021"": 25.6465, ""20212022"": 24.8961, ""20222023"": 26.8113, ""20232024"": 22.3467, ""20242025"": 22.4501, ""20252026"": 23.4536}",stable,declining,offensive_decline
Mark Stone,8475913,VGK,0.6318,0.6988,0.6586,22.7752,False,stable,6831.1167,High,"{""20202021"": 22.6571, ""20212022"": 21.32, ""20222023"": 24.7339, ""20232024"": 24.1395, ""20242025"": 22.4077, ""20252026"": 19.8859}",stable,declining,offensive_decline
Carter Verhaeghe,8477409,FLA,0.6123,0.7270,0.6582,22.2049,False,stable,8679.1667,High,"{""20202021"": 23.0446, ""20212022"": 22.1064, ""20222023"": 23.8873, ""20232024"": 21.0283, ""20242025"": 21.2956, ""20252026"": 22.3788}",stable,declining,offensive_decline
Aleksander Barkov,8477493,FLA,0.6094,0.7313,0.6582,22.1176,False,stable,8428.5667,High,"{""20202021"": 23.3802, ""20212022"": 22.7352, ""20222023"": 24.0323, ""20232024"": 20.3279, ""20242025"": 20.6463}",stable,declining,offensive_decline
Nick Foligno,8473422,CHI,0.7243,0.5589,0.6581,25.6098,False,stable,5552.5667,High,"{""20202021"": 29.3077, ""20212022"": 27.5558, ""20222023"": 22.9431, ""20232024"": 23.4907, ""20242025"": 26.2585, ""20252026"": 23.5116}",stable,stable,elite_trajectory
Pavel Dorofeyev,8481604,NJD,0.5522,0.8152,0.6574,20.4175,False,declining,3264.8500,High,"{""20212022"": 23.0769, ""20222023"": 22.7211, ""20232024"": 23.4463, ""20242025"": 19.4502, ""20252026"": 19.1753}",improving,declining,offensive_decline
Joel Farabee,8480797,CGY,0.7203,0.5620,0.6570,25.5471,False,stable,6773.3667,High,"{""20202021"": 26.6948, ""20212022"": 29.173, ""20222023"": 27.6572, ""20232024"": 21.0295, ""20242025"": 22.1383, ""20252026"": 27.8641}",stable,stable,elite_trajectory
Roope Hintz,8478449,SJS,0.6381,0.6846,0.6567,23.0631,False,stable,7552.3333,High,"{""20202021"": 21.9126, ""20212022"": 25.2199, ""20222023"": 20.2476, ""20232024"": 22.6484, ""20242025"": 25.7862, ""20252026"": 20.0973}",stable,stable,elite_trajectory
Mathew Barzal,8478445,NYI,0.6168,0.7128,0.6552,22.4928,False,stable,7330.3333,High,"{""20202021"": 22.597, ""20212022"": 25.4353, ""20222023"": 20.8037, ""20232024"": 23.0309, ""20242025"": 19.46, ""20252026"": 21.386}",stable,declining,offensive_decline
Sebastian Aho,8478427,CAR,0.5094,0.8719,0.6544,19.2692,False,stable,9412.9333,High,"{""20202021"": 21.6705, ""20212022"": 21.3273, ""20222023"": 17.5849, ""20232024"": 19.4429, ""20242025"": 18.0112, ""20252026"": 17.2809}",stable,declining,offensive_decline
Mark Scheifele,8476460,WPG,0.6328,0.6863,0.6542,23.0298,False,stable,9009.1833,High,"{""20202021"": 21.4765, ""20212022"": 23.0886, ""20222023"": 23.284, ""20232024"": 23.48, ""20242025"": 24.8539, ""20252026"": 20.7704}",stable,stable,elite_trajectory
Jordan Eberle,8474586,SEA,0.5978,0.7384,0.6540,21.9743,False,rising,7194.7833,High,"{""20202021"": 21.337, ""20212022"": 23.9047, ""20222023"": 21.6803, ""20232024"": 21.4464, ""20242025"": 22.0247, ""20252026"": 21.1211}",stable,declining,offensive_decline
Pierre Engvall,8478115,NYI,0.6958,0.5907,0.6538,24.9645,False,stable,4737.1333,High,"{""20202021"": 27.8097, ""20212022"": 26.7779, ""20222023"": 23.9203, ""20232024"": 24.3493, ""20242025"": 22.3288}",stable,declining,offensive_decline
Nino Niederreiter,8475799,WPG,0.5868,0.7444,0.6499,21.8515,False,stable,6713.4833,High,"{""20202021"": 21.0661, ""20212022"": 18.9504, ""20222023"": 22.2635, ""20232024"": 23.1418, ""20242025"": 23.9857, ""20252026"": 20.99}",stable,stable,elite_trajectory
Yanni Gourde,8476826,TBL,0.7067,0.5609,0.6484,25.5682,False,stable,7593.8167,High,"{""20202021"": 24.3127, ""20212022"": 25.3771, ""20222023"": 25.7285, ""20232024"": 29.424, ""20242025"": 24.1209, ""20252026"": 22.89}",stable,stable,elite_trajectory
Shane Pinto,8481596,OTT,0.6568,0.6320,0.6469,24.1285,False,stable,4299.4833,High,"{""20202021"": 28.7521, ""20212022"": 37.9825, ""20222023"": 23.4367, ""20232024"": 22.1419, ""20242025"": 25.8134, ""20252026"": 22.2278}",stable,stable,elite_trajectory
Alexis Lafreni̬re,8482109,NYR,0.6079,0.7052,0.6468,22.6469,False,stable,7487.1333,High,"{""20202021"": 25.5276, ""20212022"": 22.9362, ""20222023"": 20.3875, ""20232024"": 22.9127, ""20242025"": 22.9887, ""20252026"": 22.0299}",stable,stable,elite_trajectory
Jason Robertson,8480027,DAL,0.5554,0.7831,0.6465,21.0676,True,stable,8700.5833,High,"{""20202021"": 19.0196, ""20212022"": 22.9984, ""20222023"": 19.3433, ""20232024"": 20.8894, ""20242025"": 23.2567, ""20252026"": 20.1874}",stable,stable,elite_trajectory
Nazem Kadri,8475172,MIN,0.5771,0.7478,0.6454,21.7834,False,rising,7987.7500,High,"{""20202021"": 21.0269, ""20212022"": 22.5261, ""20222023"": 21.2598, ""20232024"": 20.717, ""20242025"": 23.5925, ""20252026"": 20.7671}",stable,stable,elite_trajectory
Morgan Frost,8480028,CGY,0.6148,0.6859,0.6432,23.0368,False,stable,5295.0167,High,"{""20202021"": 17.5896, ""20212022"": 28.328, ""20222023"": 25.1089, ""20232024"": 21.6736, ""20242025"": 20.1179, ""20252026"": 21.1596}",stable,stable,elite_trajectory
Alex Turcotte,8481532,LAK,0.5885,0.7251,0.6431,22.2439,False,stable,1453.8833,Low,"{""20212022"": 16.0, ""20222023"": 17.2043, ""20232024"": 20.2772, ""20242025"": 23.3698, ""20252026"": 22.7286}",declining,stable,defensive_decline
Patrick Maroon,8474034,NYI,0.6983,0.5591,0.6426,25.6053,False,stable,4508.4333,High,"{""20202021"": 24.9336, ""20212022"": 23.9651, ""20222023"": 26.1645, ""20232024"": 26.3857, ""20242025"": 27.5205}",stable,declining,offensive_decline
Pius Suter,8480459,STL,0.6896,0.5660,0.6402,25.4645,False,rising,6644.5333,High,"{""20202021"": 24.6041, ""20212022"": 29.3416, ""20222023"": 25.7633, ""20232024"": 21.8945, ""20242025"": 25.0732, ""20252026"": 25.3889}",stable,declining,offensive_decline
Leon Draisaitl,8477934,EDM,0.5994,0.6992,0.6393,22.7672,True,stable,10546.7500,High,"{""20202021"": 24.3776, ""20212022"": 26.4952, ""20222023"": 23.2101, ""20232024"": 21.7082, ""20242025"": 19.8482, ""20252026"": 18.8862}",improving,rising,both_improving
Evgeni Malkin,8471215,PIT,0.5685,0.7448,0.6390,21.8435,False,rising,6273.7333,High,"{""20202021"": 19.2609, ""20212022"": 22.5292, ""20222023"": 20.4067, ""20232024"": 22.1078, ""20242025"": 24.0206, ""20252026"": 22.619}",stable,rising,elite_trajectory
Brayden Point,8478010,TBL,0.5988,0.6987,0.6388,22.7771,False,stable,8756.1667,High,"{""20202021"": 23.0683, ""20212022"": 24.2323, ""20222023"": 22.6709, ""20232024"": 21.9876, ""20242025"": 22.5068, ""20252026"": 22.0659}",stable,declining,offensive_decline
Seth Jarvis,8482093,CAR,0.4766,0.8811,0.6384,19.0830,False,stable,6954.8667,High,"{""20212022"": 22.0996, ""20222023"": 16.97, ""20232024"": 20.3155, ""20242025"": 18.4655, ""20252026"": 17.5796}",stable,declining,offensive_decline
Luke Evangelista,8482146,NSH,0.5355,0.7926,0.6383,20.8767,False,declining,3328.1167,High,"{""20222023"": 23.9849, ""20232024"": 20.079, ""20242025"": 19.4723, ""20252026"": 22.0108}",stable,stable,elite_trajectory
Anton Lundell,8482113,FLA,0.6358,0.6415,0.6381,23.9355,False,rising,6660.4000,High,"{""20212022"": 27.5591, ""20222023"": 25.0615, ""20232024"": 22.017, ""20242025"": 22.7726, ""20252026"": 22.5857}",stable,stable,elite_trajectory
Michael Bunting,8478047,NSH,0.5963,0.6966,0.6364,22.8209,False,declining,6104.9333,High,"{""20202021"": 19.6843, ""20212022"": 24.1931, ""20222023"": 24.4072, ""20232024"": 20.8887, ""20242025"": 21.7905, ""20252026"": 23.8792}",stable,stable,elite_trajectory
Alex Iafallo,8480113,BUF,0.5976,0.6920,0.6353,22.9142,False,rising,7085.5667,High,"{""20202021"": 23.6423, ""20212022"": 20.9474, ""20222023"": 24.4591, ""20232024"": 24.2102, ""20242025"": 22.4033, ""20252026"": 22.3877}",stable,rising,elite_trajectory
David Perron,8474102,OTT,0.5738,0.7271,0.6351,22.2032,False,rising,6204.5000,High,"{""20202021"": 20.278, ""20212022"": 24.393, ""20222023"": 21.1117, ""20232024"": 23.3855, ""20242025"": 22.6346, ""20252026"": 20.0535}",stable,rising,elite_trajectory
Jake Guentzel,8477404,TBL,0.6076,0.6752,0.6346,23.2535,False,stable,8852.8667,High,"{""20202021"": 23.6442, ""20212022"": 24.7369, ""20222023"": 24.4734, ""20232024"": 22.5189, ""20242025"": 21.4707, ""20252026"": 22.5063}",stable,stable,elite_trajectory
Danton Heinen,8478046,PIT,0.6688,0.5717,0.6300,25.3502,False,rising,4963.2667,High,"{""20202021"": 28.0779, ""20212022"": 23.5633, ""20222023"": 26.5148, ""20232024"": 26.0556, ""20242025"": 24.274, ""20252026"": 24.1444}",stable,stable,elite_trajectory
Artturi Lehkonen,8477476,COL,0.6395,0.6142,0.6294,24.4884,False,stable,7102.9667,High,"{""20202021"": 29.3059, ""20212022"": 27.1378, ""20222023"": 23.0624, ""20232024"": 21.316, ""20242025"": 22.5497, ""20252026"": 24.6729}",stable,rising,elite_trajectory
Vincent Trocheck,8476389,OTT,0.5799,0.7023,0.6289,22.7051,False,stable,9156.5333,High,"{""20202021"": 21.265, ""20212022"": 20.9771, ""20222023"": 21.5621, ""20232024"": 24.0077, ""20242025"": 23.444, ""20252026"": 25.2579}",stable,declining,offensive_decline
Cole Perfetti,8482149,BUF,0.5162,0.7977,0.6288,20.7731,False,declining,4101.4500,High,"{""20212022"": 23.7958, ""20222023"": 22.163, ""20232024"": 19.2031, ""20242025"": 20.2655, ""20252026"": 21.3719}",stable,declining,offensive_decline
Auston Matthews,8479318,TOR,0.5739,0.7085,0.6277,22.5794,False,rising,8766.4000,High,"{""20202021"": 22.7174, ""20212022"": 21.8504, ""20222023"": 21.6647, ""20232024"": 21.4805, ""20242025"": 24.2912, ""20252026"": 25.4395}",stable,stable,elite_trajectory
Vladislav Namestnikov,8476480,WPG,0.6471,0.5966,0.6269,24.8453,False,stable,6063.9167,High,"{""20202021"": 29.66, ""20212022"": 28.0505, ""20222023"": 23.0583, ""20232024"": 23.1305, ""20242025"": 22.9749, ""20252026"": 21.1296}",improving,stable,elite_trajectory
Lucas Raymond,8482078,DET,0.5763,0.7025,0.6268,22.7017,False,declining,6699.9333,High,"{""20212022"": 23.1806, ""20222023"": 21.4183, ""20232024"": 24.3254, ""20242025"": 22.5471, ""20252026"": 21.4813}",stable,declining,offensive_decline
Brock Boeser,8478444,VAN,0.5735,0.7014,0.6247,22.7230,False,stable,7628.3833,High,"{""20202021"": 24.9415, ""20212022"": 23.1364, ""20222023"": 22.8845, ""20232024"": 21.5245, ""20242025"": 21.2183, ""20252026"": 23.6598}",stable,declining,offensive_decline
Evgenii Dadonov,8474149,DET,0.6138,0.6409,0.6246,23.9479,False,stable,5677.3333,High,"{""20202021"": 23.3184, ""20212022"": 21.2451, ""20222023"": 24.3182, ""20232024"": 24.2001, ""20242025"": 26.0623, ""20252026"": 28.7272}",declining,declining,both_declining
Andrei Kuzmenko,8483808,LAK,0.5034,0.8062,0.6245,20.6008,False,stable,3861.9833,High,"{""20222023"": 19.155, ""20232024"": 19.8913, ""20242025"": 22.8856, ""20252026"": 21.0855}",stable,declining,offensive_decline
Tyler Toffoli,8475726,DAL,0.5691,0.7071,0.6243,22.6078,False,stable,7518.6500,High,"{""20202021"": 23.6007, ""20212022"": 26.1338, ""20222023"": 20.8355, ""20232024"": 20.9748, ""20242025"": 21.2765, ""20252026"": 22.6911}",stable,declining,offensive_decline
Kevin Fiala,8477942,LAK,0.5344,0.7585,0.6241,21.5658,True,stable,7495.2000,High,"{""20202021"": 25.9212, ""20212022"": 26.2408, ""20222023"": 20.9344, ""20232024"": 17.8252, ""20242025"": 19.215, ""20252026"": 19.4207}",improving,declining,offensive_decline
Filip Chytil,8480078,VAN,0.5713,0.7011,0.6232,22.7287,False,rising,4060.0667,High,"{""20202021"": 26.249, ""20212022"": 21.1473, ""20222023"": 20.4883, ""20232024"": 24.8346, ""20242025"": 24.9792, ""20252026"": 25.0058}",stable,rising,elite_trajectory
Stefan Noesen,8476474,NJD,0.4402,0.8933,0.6214,18.8373,False,stable,3885.9167,High,"{""20202021"": 24.9783, ""20212022"": 27.2251, ""20222023"": 15.6571, ""20232024"": 17.3612, ""20242025"": 21.678, ""20252026"": 24.0354}",stable,stable,elite_trajectory
Blake Lizotte,8481481,PIT,0.6637,0.5556,0.6205,25.6759,False,stable,4442.3000,High,"{""20202021"": 27.0659, ""20212022"": 21.4241, ""20222023"": 25.6643, ""20232024"": 26.5324, ""20242025"": 27.0971, ""20252026"": 30.1248}",stable,declining,offensive_decline
Corey Perry,8470621,LAK,0.5437,0.7355,0.6204,22.0327,False,stable,6149.0333,High,"{""20202021"": 21.9381, ""20212022"": 23.2568, ""20222023"": 22.4452, ""20232024"": 22.0375, ""20242025"": 19.7844, ""20252026"": 23.3434}",stable,stable,elite_trajectory
Aliaksei Protas,8481656,WSH,0.6573,0.5637,0.6199,25.5116,False,stable,4433.2833,High,"{""20212022"": 19.7598, ""20222023"": 24.8802, ""20232024"": 28.2624, ""20242025"": 24.3309, ""20252026"": 26.9167}",stable,stable,elite_trajectory
Marco Rossi,8482079,SJS,0.5858,0.6706,0.6197,23.3476,False,declining,3769.9833,High,"{""20212022"": 28.877, ""20222023"": 22.2037, ""20232024"": 23.2611, ""20242025"": 22.9064, ""20252026"": 24.7926}",stable,stable,elite_trajectory
Ryan Nugent-Hopkins,8476454,EDM,0.6152,0.6205,0.6173,24.3623,False,stable,9491.7333,High,"{""20202021"": 23.482, ""20212022"": 28.6978, ""20222023"": 24.8398, ""20232024"": 21.2109, ""20242025"": 23.7927, ""20252026"": 25.4971}",stable,stable,elite_trajectory
Sean Monahan,8477497,CBJ,0.6238,0.6067,0.6170,24.6405,False,stable,5624.8833,High,"{""20202021"": 25.1734, ""20212022"": 26.1858, ""20222023"": 20.8668, ""20232024"": 24.0993, ""20242025"": 23.9829, ""20252026"": 26.1347}",stable,rising,elite_trajectory
Clayton Keller,8479343,UTA,0.5226,0.7569,0.6163,21.5988,False,stable,7889.3167,High,"{""20202021"": 20.1189, ""20212022"": 26.5916, ""20222023"": 23.54, ""20232024"": 20.4306, ""20242025"": 19.4124, ""20252026"": 17.6155}",improving,stable,elite_trajectory
Jordan Martinook,8476921,TOR,0.4951,0.7976,0.6161,20.7746,False,stable,6452.1167,High,"{""20202021"": 22.0608, ""20212022"": 20.3183, ""20222023"": 18.8306, ""20232024"": 20.3688, ""20242025"": 22.9251, ""20252026"": 20.7126}",stable,rising,elite_trajectory
Tom Wilson,8476880,ANA,0.5979,0.6427,0.6158,23.9125,False,stable,6990.5000,High,"{""20202021"": 26.4666, ""20212022"": 21.8986, ""20222023"": 25.9667, ""20232024"": 24.5993, ""20242025"": 23.5075, ""20252026"": 23.1194}",stable,rising,elite_trajectory
Matthew Tkachuk,8479314,FLA,0.5043,0.7811,0.6150,21.1090,False,rising,8484.5333,High,"{""20202021"": 25.1851, ""20212022"": 23.5883, ""20222023"": 19.3752, ""20232024"": 20.2315, ""20242025"": 19.2, ""20252026"": 19.7922}",stable,rising,elite_trajectory
Tomas Tatar,8475193,NJD,0.5766,0.6696,0.6138,23.3668,False,stable,5079.0000,High,"{""20202021"": 20.8204, ""20212022"": 27.6989, ""20222023"": 22.0399, ""20232024"": 23.1743, ""20242025"": 22.5036}",stable,rising,elite_trajectory
Brendan Gallagher,8475848,MTL,0.5279,0.7415,0.6133,21.9108,False,stable,5033.1333,High,"{""20202021"": 21.9546, ""20212022"": 20.2608, ""20222023"": 19.6368, ""20232024"": 22.9634, ""20242025"": 24.2814, ""20252026"": 19.6034}",stable,declining,offensive_decline
Michael Amadio,8478020,OTT,0.6016,0.6298,0.6129,24.1740,False,stable,4919.3333,High,"{""20202021"": 23.9069, ""20212022"": 22.4748, ""20222023"": 25.4883, ""20232024"": 25.2907, ""20242025"": 24.3648, ""20252026"": 22.403}",stable,declining,offensive_decline
Anders Lee,8475314,NYI,0.6226,0.5980,0.6128,24.8165,False,stable,6801.1167,High,"{""20202021"": 23.0379, ""20212022"": 27.5922, ""20222023"": 22.3246, ""20232024"": 25.9925, ""20242025"": 24.5728, ""20252026"": 24.5573}",stable,declining,offensive_decline
Cole Caufield,8481540,MTL,0.5371,0.7260,0.6127,22.2247,False,rising,6449.5833,High,"{""20202021"": 22.4164, ""20212022"": 24.0447, ""20222023"": 20.8844, ""20232024"": 23.9895, ""20242025"": 21.3631, ""20252026"": 19.5823}",stable,rising,elite_trajectory
Jordan Staal,8473533,CAR,0.5321,0.7330,0.6124,22.0839,False,stable,7857.3167,High,"{""20202021"": 24.6305, ""20212022"": 22.7038, ""20222023"": 19.3974, ""20232024"": 21.6166, ""20242025"": 23.2554, ""20252026"": 21.2225}",stable,stable,elite_trajectory
Tomas Hertl,8476881,NJD,0.6141,0.6067,0.6112,24.6404,False,stable,7653.2833,High,"{""20202021"": 26.9026, ""20212022"": 29.1575, ""20222023"": 23.7918, ""20232024"": 27.0793, ""20242025"": 19.7721, ""20252026"": 19.5757}",improving,declining,offensive_decline
Vasily Podkolzin,8481617,EDM,0.5582,0.6873,0.6098,23.0089,False,stable,3739.4167,High,"{""20212022"": 26.2431, ""20222023"": 23.1336, ""20232024"": 23.198, ""20242025"": 21.6007, ""20252026"": 20.9686}",stable,stable,elite_trajectory
Zach Hyman,8475786,EDM,0.5648,0.6769,0.6096,23.2200,False,rising,9124.0500,High,"{""20202021"": 26.0921, ""20212022"": 28.6027, ""20222023"": 23.1154, ""20232024"": 19.2247, ""20242025"": 20.7031, ""20252026"": 23.0697}",stable,declining,offensive_decline
Pierre-Luc Dubois,8479400,WSH,0.5350,0.7215,0.6096,22.3168,False,stable,7095.1000,High,"{""20202021"": 20.6198, ""20212022"": 25.0342, ""20222023"": 21.6701, ""20232024"": 19.8088, ""20242025"": 22.7831, ""20252026"": 24.5013}",stable,stable,elite_trajectory
Jeff Skinner,8475784,SJS,0.6257,0.5829,0.6086,25.1230,False,stable,5875.0833,High,"{""20202021"": 26.7412, ""20212022"": 25.6707, ""20222023"": 23.9558, ""20232024"": 23.6712, ""20242025"": 24.7743, ""20252026"": 32.294}",stable,stable,elite_trajectory
Brady Tkachuk,8480801,OTT,0.5127,0.7521,0.6084,21.6968,False,stable,7781.8000,High,"{""20202021"": 26.7754, ""20212022"": 23.982, ""20222023"": 20.575, ""20232024"": 20.3827, ""20242025"": 20.4521, ""20252026"": 17.6436}",improving,rising,both_improving
Tyler Bertuzzi,8477479,LAK,0.5481,0.6964,0.6074,22.8237,False,rising,6098.9333,High,"{""20202021"": 19.713, ""20212022"": 23.7981, ""20222023"": 21.7046, ""20232024"": 23.2851, ""20242025"": 23.4437, ""20252026"": 21.6273}",stable,rising,elite_trajectory
Jesper Bratt,8479407,NJD,0.5594,0.6788,0.6072,23.1804,False,stable,7798.8167,High,"{""20202021"": 25.071, ""20212022"": 27.9274, ""20222023"": 20.581, ""20232024"": 22.0163, ""20242025"": 24.474, ""20252026"": 19.1777}",stable,stable,elite_trajectory
Jesper Boqvist,8480003,FLA,0.6733,0.5063,0.6065,26.6750,False,declining,4264.6667,High,"{""20202021"": 35.9232, ""20212022"": 31.8852, ""20222023"": 25.5086, ""20232024"": 22.4839, ""20242025"": 24.741, ""20252026"": 24.8624}",stable,stable,elite_trajectory
