rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,Jack Thompson,SJS,D,34,147,116,141,0.62717,0.54497,10.0,8482144
2,Drew Doughty,LAK,D,264,1492,1457,1647,0.54875,0.52463,9.4,8474563
3,Mikey Anderson,LAK,D,307,1424,1685,1814,0.53311,0.5101,9.0,8479998
4,Jaccob Slavin,CAR,D,276,1745,1406,1509,0.53626,0.51104,9.0,8476958
5,Artem Zub,OTT,D,259,1145,1532,1503,0.53366,0.50839,8.9,8482245
6,Dmitri Simashev,UTA,D,27,112,107,131,0.59243,0.50681,8.9,8484386
7,Jacob Moverare,LAK,D,90,259,248,330,0.55683,0.50289,8.7,8479421
8,Alexander Edler,LAK,D,64,256,210,217,0.5649,0.49838,8.6,8471303
9,Darren Raddysh,TBL,D,245,1342,989,1091,0.52638,0.49672,8.6,8478178
10,Brent Burns,COL,D,327,1919,1632,1688,0.51996,0.4961,8.5,8470613
11,Michael Kesselring,BUF,D,190,903,770,882,0.52647,0.49347,8.5,8480891
12,Radim Simek,SJS,D,44,120,236,166,0.56566,0.48962,8.4,8480160
13,Jalen Chatfield,CAR,D,301,1586,1224,1616,0.51514,0.49077,8.4,8478970
14,J.J. Moser,TBL,D,295,1323,1556,1601,0.51626,0.49177,8.4,8482655
15,Juuso Välimäki,UTA,D,189,832,847,939,0.52465,0.49268,8.4,8479976
16,Kale Clague,BUF,D,36,161,115,156,0.56894,0.49049,8.4,8479348
17,Jake Sanderson,OTT,D,303,1529,1718,1720,0.51248,0.48886,8.3,8482105
18,Erik Cernak,TBL,D,276,1099,1512,1580,0.50987,0.48523,8.2,8478416
19,Kaiden Guhle,MTL,D,208,873,1218,1252,0.51257,0.48488,8.2,8482087
20,Sebastian Aho,NYI,D,129,634,369,532,0.52708,0.48461,8.2,8480222
21,Justin Barron,NSH,D,200,957,795,968,0.51759,0.48611,8.2,8482111
22,Sean Durzi,UTA,D,238,1230,1094,1207,0.50927,0.48108,8.1,8480434
23,Sean Walker,CAR,D,314,1617,1335,1504,0.50527,0.48002,8.1,8480336
24,Jared Spurgeon,MIN,D,240,1169,1282,1205,0.50829,0.48008,8.1,8474716
25,Cam York,PHI,D,276,1443,1471,1754,0.50306,0.47968,8.1,8481546
26,Sam Rinzel,CHI,D,63,302,247,297,0.5365,0.47968,8.1,8483506
27,Brandt Clarke,LAK,D,184,1030,679,815,0.51304,0.47874,8.0,8482730
28,Josh Morrissey,WPG,D,315,2463,1624,1829,0.50115,0.47826,8.0,8477504
29,Alexandre Carrier,MTL,D,268,1019,1507,1513,0.5,0.47484,7.9,8478851
30,Dmitry Orlov,SJS,D,305,1573,1430,1629,0.49879,0.47454,7.9,8475200
31,Josh Manson,COL,D,230,911,1175,1214,0.50234,0.47425,7.9,8476312
32,Brendan Smith,CBJ,D,170,586,658,610,0.51418,0.47455,7.9,8474090
33,Marc Staal,PHI,D,117,518,534,561,0.51559,0.47427,7.9,8471686
34,Mark Friedman,VAN,D,51,192,145,188,0.54545,0.47408,7.9,8478017
35,Bowen Byram,BUF,D,279,1560,1582,1556,0.49523,0.47043,7.8,8481524
36,Dougie Hamilton,NJD,D,243,1446,1102,1309,0.49874,0.47169,7.8,8476462
37,Ryan McDonagh,TBL,D,275,1294,1546,1541,0.49113,0.46623,7.7,8474151
38,Brett Pesce,NJD,D,261,1626,1339,1462,0.49498,0.4694,7.7,8477488
39,Quinn Hughes,MIN,D,302,2045,1493,1727,0.49032,0.46679,7.7,8480800
40,Calen Addison,SJS,D,134,566,472,472,0.51262,0.46761,7.7,8480884
41,MacKenzie Weegar,UTA,D,322,2123,1828,2017,0.48798,0.46621,7.7,8477346
42,Dylan DeMelo,WPG,D,320,2067,1627,1818,0.49059,0.46765,7.7,8476331
43,Tobias Bjornfot,FLA,D,47,166,146,208,0.53687,0.46904,7.7,8481600
44,Brad Hunt,COL,D,47,107,110,146,0.55036,0.46941,7.7,8476779
45,Sam Malinski,COL,D,180,679,800,821,0.50304,0.4689,7.7,8484258
46,Darnell Nurse,EDM,D,320,1709,1710,1894,0.48719,0.46473,7.6,8477498
47,Nick Seeler,PHI,D,305,1276,1165,1261,0.49149,0.46397,7.6,8476372
48,Matthew Robertson,NYR,D,74,280,301,313,0.51849,0.46325,7.6,8481525
49,Mikhail Sergachev,UTA,D,267,1696,1503,1611,0.48676,0.46241,7.5,8479410
50,Brayden McNabb,VGK,D,310,1620,1594,1675,0.48566,0.46178,7.5,8475188
51,Trevor van Riemsdyk,WSH,D,295,1255,1314,1428,0.48583,0.45998,7.5,8477845
52,Travis Sanheim,PHI,D,325,1728,1903,2157,0.48163,0.4606,7.5,8477948
53,Alexander Romanov,NYI,D,236,1117,1258,1244,0.48912,0.46141,7.5,8481014
54,Jonas Brodin,MIN,D,234,1327,1297,1404,0.48864,0.46256,7.5,8476463
