rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,Hunter Brzustewicz,CGY,D,34,72,46,70,0.64968,0.5328,10.0,8484150
2,Drew Doughty,LAK,D,264,769,699,791,0.56098,0.52618,9.8,8474563
3,Jaccob Slavin,CAR,D,276,835,650,732,0.54568,0.50947,9.4,8476958
4,Alexander Edler,LAK,D,64,127,108,111,0.5911,0.49808,9.2,8471303
5,Mikey Anderson,LAK,D,307,732,800,854,0.53381,0.50028,9.2,8479998
6,Mark Friedman,VAN,D,51,106,74,99,0.59375,0.49526,9.1,8478017
7,Alex Pietrangelo,VGK,D,209,613,579,578,0.51828,0.47756,8.7,8474565
8,Jalen Chatfield,CAR,D,301,744,590,741,0.51667,0.4807,8.7,8478970
9,Sean Durzi,UTA,D,238,658,543,604,0.51375,0.47393,8.6,8480434
10,Jared Spurgeon,MIN,D,240,644,691,626,0.51148,0.47237,8.5,8474716
11,Jacob Moverare,LAK,D,90,122,119,169,0.5457,0.47044,8.5,8479421
12,Erik Cernak,TBL,D,276,585,701,772,0.50426,0.46906,8.4,8478416
13,Juuso Välimäki,UTA,D,189,424,449,489,0.51316,0.46893,8.4,8479976
14,Dennis Gilbert,OTT,D,94,151,105,144,0.5434,0.46197,8.3,8478502
15,Cam York,PHI,D,276,756,707,893,0.49387,0.46117,8.3,8481546
16,Jackson LaCombe,ANA,D,229,646,682,617,0.50139,0.46205,8.3,8481605
17,Ryan McDonagh,TBL,D,275,688,757,756,0.49563,0.4601,8.2,8474151
18,Brent Burns,COL,D,327,921,772,824,0.49188,0.45786,8.2,8470613
19,Adam Larsson,SEA,D,326,1071,851,999,0.48965,0.45875,8.2,8476457
20,Vince Dunn,SEA,D,282,987,720,883,0.49269,0.45982,8.2,8478407
21,Artem Zub,OTT,D,259,549,698,744,0.49461,0.45881,8.2,8482245
22,Noah Hanifin,VGK,D,313,949,824,950,0.48995,0.45827,8.2,8478396
23,Ian Moore,ANA,D,69,134,139,110,0.55344,0.46029,8.2,8482178
24,Brett Pesce,NJD,D,261,794,640,712,0.4898,0.45324,8.1,8477488
25,Conor Timmins,BUF,D,159,322,303,346,0.50762,0.45515,8.1,8479982
26,Mattias Samuelsson,BUF,D,236,647,724,732,0.49074,0.45466,8.1,8480807
