rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,Evan Bouchard,EDM,D,326,1021,678,791,0.31742,0.28349,10.0,8480803
2,Devon Toews,COL,D,305,1215,832,1034,0.28005,0.2506,8.8,8478038
3,William Lagesson,DET,D,47,69,64,92,0.35459,0.24869,8.7,8478021
4,Spencer Stastney,EDM,D,117,211,215,244,0.29869,0.24148,8.5,8481056
5,Mattias Ekholm,EDM,D,303,900,614,731,0.27254,0.23881,8.4,8475218
6,Joel Nystrom,CAR,D,38,116,63,102,0.34333,0.23815,8.4,8482911
7,Mattias Samuelsson,BUF,D,236,647,724,732,0.26402,0.23322,8.2,8480807
8,Rasmus Dahlin,BUF,D,309,1241,926,1103,0.26013,0.23291,8.2,8480839
9,Matt Roy,WSH,D,311,732,738,760,0.26244,0.23198,8.1,8478911
10,Jaccob Slavin,CAR,D,276,835,650,732,0.26233,0.22998,8.1,8476958
11,Ben Harpur,NYR,D,42,79,71,79,0.32718,0.22938,8.1,8477433
12,Cale Makar,COL,D,291,1197,716,919,0.25916,0.22841,8.0,8480069
13,Brett Kulak,COL,D,328,766,677,774,0.26013,0.2285,8.0,8476967
14,Dmitry Orlov,SJS,D,305,772,687,790,0.25686,0.22561,7.9,8475200
15,Darnell Nurse,EDM,D,320,817,813,910,0.25442,0.22568,7.9,8477498
16,Shea Theodore,VGK,D,240,739,565,656,0.25552,0.22129,7.8,8477447
17,Ryan Suter,STL,D,246,591,606,580,0.25662,0.22345,7.8,8470600
18,Brent Burns,COL,D,327,921,772,824,0.24735,0.21821,7.7,8470613
19,Bowen Byram,BUF,D,279,816,815,813,0.24721,0.21883,7.7,8481524
20,John Marino,UTA,D,253,601,600,731,0.2524,0.21929,7.7,8478507
21,Ryan Graves,PIT,D,231,414,532,519,0.25457,0.2194,7.7,8477435
22,Owen Power,BUF,D,315,1002,886,823,0.2472,0.21993,7.7,8482671
23,MacKenzie Weegar,UTA,D,322,1087,895,1025,0.24757,0.22041,7.7,8477346
24,Brandt Clarke,LAK,D,184,505,340,409,0.26405,0.22002,7.7,8482730
25,Alex Pietrangelo,VGK,D,209,613,579,578,0.25003,0.21649,7.6,8474565
26,Josh Manson,COL,D,230,473,616,625,0.24898,0.21646,7.6,8476312
27,Samuel Girard,PIT,D,268,730,741,827,0.24552,0.2159,7.6,8479398
28,Brock Faber,MIN,D,242,781,826,866,0.24367,0.21562,7.6,8482122
29,Marc Del Gaizo,NSH,D,55,108,107,140,0.29372,0.21578,7.6,8481743
30,K'Andre Miller,CAR,D,305,836,745,890,0.24237,0.21298,7.5,8480817
31,Brady Skjei,NSH,D,324,914,833,872,0.24182,0.21397,7.5,8476869
32,Justin Schultz,SEA,D,143,379,269,318,0.26293,0.21392,7.5,8474602
33,Noah Hanifin,VGK,D,313,949,824,950,0.24267,0.21464,7.5,8478396
34,Jakob Chychrun,WSH,D,284,888,665,731,0.24654,0.2153,7.5,8479345
35,Declan Chisholm,WSH,D,123,248,240,255,0.26722,0.21523,7.5,8480990
36,Lane Hutson,MTL,D,166,517,298,433,0.26079,0.21421,7.5,8483457
37,Jalen Chatfield,CAR,D,301,744,590,741,0.24279,0.20993,7.4,8478970
38,Zach Werenski,CBJ,D,239,973,763,765,0.24164,0.21261,7.4,8478460
39,Joel Hanley,CGY,D,189,426,351,410,0.25387,0.21117,7.4,8477810
40,Jeremy Lauzon,VGK,D,242,409,536,571,0.24377,0.20933,7.3,8478468
41,Adam Fox,NYR,D,283,983,635,761,0.2414,0.20973,7.3,8479323
42,Brayden McNabb,VGK,D,310,788,730,837,0.23734,0.2079,7.3,8475188
43,John Carlson,ANA,D,271,863,724,741,0.2373,0.20775,7.3,8474590
44,Kris Letang,PIT,D,294,877,719,914,0.2384,0.2087,7.3,8471724
45,Jake Sanderson,OTT,D,303,710,774,849,0.23642,0.20783,7.3,8482105
46,John Ludvig,COL,D,41,39,71,48,0.30312,0.20861,7.3,8481206
47,Drew Doughty,LAK,D,264,769,699,791,0.23708,0.20704,7.2,8474563
48,Sean Walker,CAR,D,314,828,663,724,0.23687,0.20608,7.2,8480336
49,John Klingberg,SJS,D,147,438,382,380,0.24571,0.20521,7.2,8475906
50,Damon Severson,CBJ,D,289,794,753,786,0.23429,0.20543,7.2,8476923
51,Pierre-Olivier Joseph,VAN,D,205,372,340,432,0.24662,0.2038,7.1,8480058
52,Jonas Siegenthaler,NJD,D,274,687,678,767,0.23184,0.20164,7.1,8478399
53,Brandon Montour,SEA,D,290,872,778,813,0.23014,0.20193,7.1,8477986
54,Nils Lundkvist,DAL,D,210,457,413,484,0.24219,0.20337,7.1,8480878
55,Chris Tanev,TOR,D,226,456,613,667,0.23615,0.20424,7.1,8475690
56,Jordan Spence,OTT,D,229,553,329,491,0.24577,0.20235,7.1,8481606
57,Mikey Anderson,LAK,D,307,732,800,854,0.22779,0.20006,7.0,8479998
58,Jamie Oleksiak,SEA,D,317,603,910,794,0.22626,0.20026,7.0,8476467
59,Marcus Pettersson,VAN,D,309,756,919,930,0.22472,0.19891,7.0,8477969
60,Brian Dumoulin,LAK,D,323,774,761,814,0.22761,0.19923,7.0,8475208
61,Dougie Hamilton,NJD,D,243,760,491,673,0.23525,0.19988,7.0,8476462
62,Nate Schmidt,UTA,D,295,656,544,726,0.23344,0.19984,7.0,8477220
