rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,Jalen Chatfield,CAR,D,301,744,590,741,0.65451,0.61963,10.0,8478970
2,K'Andre Miller,CAR,D,305,836,745,890,0.63651,0.60335,9.6,8480817
3,Alex Goligoski,MIN,D,82,178,181,180,0.67156,0.59958,9.5,8471274
4,Rasmus Ristolainen,PHI,D,212,461,552,483,0.63422,0.58931,9.3,8477499
5,Adam Fox,NYR,D,283,983,635,761,0.61446,0.58365,9.2,8479323
6,Quinn Hughes,MIN,D,302,1001,744,887,0.61687,0.58636,9.2,8480800
7,Rasmus Dahlin,BUF,D,309,1241,926,1103,0.60692,0.57946,9.1,8480839
8,Jordan Spence,OTT,D,229,553,329,491,0.62242,0.5813,9.1,8481606
9,Sean Walker,CAR,D,314,828,663,724,0.61074,0.57709,9.0,8480336
10,Evan Bouchard,EDM,D,326,1021,678,791,0.60563,0.57531,9.0,8480803
11,Jaccob Slavin,CAR,D,276,835,650,732,0.60579,0.57223,8.9,8476958
12,Mike Reilly,CAR,D,131,372,184,304,0.61486,0.56447,8.7,8476422
13,Brett Pesce,NJD,D,261,794,640,712,0.59098,0.55642,8.5,8477488
14,Henri Jokiharju,BOS,D,235,672,663,661,0.59261,0.55504,8.5,8480035
15,Brandon Montour,SEA,D,290,872,778,813,0.58844,0.55546,8.5,8477986
16,Dylan Coghlan,VGK,D,27,51,38,51,0.69388,0.55756,8.5,8479639
17,Charlie McAvoy,BOS,D,260,902,616,638,0.58751,0.55508,8.5,8479325
18,Mattias Ekholm,EDM,D,303,900,614,731,0.58316,0.55066,8.4,8475218
19,Dmitry Orlov,SJS,D,305,772,687,790,0.58512,0.55003,8.4,8475200
20,Jake Sanderson,OTT,D,303,710,774,849,0.583,0.54638,8.3,8482105
21,Jayden Struble,MTL,D,171,300,229,342,0.60434,0.54802,8.3,8481593
22,Brent Burns,COL,D,327,921,772,824,0.57395,0.54177,8.2,8470613
23,Ilya Solovyov,PIT,D,45,75,76,99,0.65632,0.54359,8.2,8482470
24,Gustav Forsling,FLA,D,321,948,841,915,0.57285,0.54113,8.1,8478055
25,Adam Pelech,NYI,D,261,643,770,707,0.57721,0.53868,8.1,8476917
