rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,Arthur Kaliyev,OTT,R,123,179,143,184,0.67296,0.60122,10.0,8481560
2,Oliver Moore,CHI,C,60,103,88,100,0.68428,0.58927,9.7,8484197
3,Dryden Hunt,CGY,L,73,88,97,94,0.66523,0.56156,8.9,8478211
4,Denver Barkey,PHI,C,43,64,71,77,0.67496,0.55315,8.7,8484142
5,David Pastrnak,BOS,R,323,978,570,592,0.56967,0.53842,8.3,8477956
6,Calle Jarnkrok,TOR,C,200,291,337,287,0.59525,0.53797,8.3,8475714
7,Connor Dewar,PIT,C,281,209,552,383,0.60663,0.53905,8.3,8480980
8,Connor McDavid,EDM,C,306,923,576,739,0.56489,0.5327,8.1,8478402
9,Jeffrey Viel,ANA,L,53,76,83,91,0.63907,0.52681,8.0,8479705
10,Seth Jarvis,CAR,C,307,703,550,589,0.5626,0.52568,7.9,8482093
11,Zach Hyman,EDM,L,289,789,535,642,0.55728,0.52242,7.9,8475786
12,Dalibor Dvorsky,STL,C,72,139,118,123,0.60638,0.52335,7.9,8484164
13,Pavel Zacha,BOS,C,320,722,539,550,0.5559,0.51945,7.8,8478401
14,Mitch Marner,VGK,R,311,752,533,643,0.55744,0.52173,7.8,8478483
15,Rem Pitlick,CHI,C,55,84,82,97,0.62874,0.52191,7.8,8479514
16,Andreas Athanasiou,CHI,C,117,219,211,219,0.58558,0.5194,7.8,8476960
17,Noah Cates,PHI,L,301,615,681,713,0.55927,0.51979,7.8,8480220
18,Sam Reinhart,FLA,C,307,658,622,689,0.55492,0.51674,7.7,8477933
19,Colin White,SJS,C,99,134,127,172,0.59926,0.51464,7.6,8478400
20,Stefan Noesen,NJD,R,275,493,392,462,0.55599,0.51186,7.6,8476474
21,Marco Kasper,DET,C,159,274,328,301,0.57058,0.51139,7.6,8483464
22,Sean Couturier,PHI,C,231,466,478,420,0.55879,0.51341,7.6,8476461
23,Artemi Panarin,LAK,L,321,811,419,606,0.54298,0.50858,7.5,8478550
