rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,Lane Hutson,MTL,D,166,517,298,433,0.54917,0.4924,10.0,8483457
2,William Lagesson,DET,D,47,69,64,92,0.61149,0.48902,9.9,8478021
3,MacKenzie Weegar,UTA,D,322,1087,895,1025,0.50948,0.47676,9.6,8477346
4,Kyle Capobianco,DAL,D,48,75,65,65,0.58182,0.46064,9.2,8478476
5,Gavin Bayreuther,CBJ,D,51,116,111,90,0.5526,0.45989,9.1,8479945
6,Sean Walker,CAR,D,314,828,663,724,0.48914,0.45126,8.9,8480336
7,Nils Lundkvist,DAL,D,210,457,413,484,0.49874,0.45075,8.9,8480878
8,Matt Roy,WSH,D,311,732,738,760,0.4802,0.44435,8.7,8478911
9,Brett Kulak,COL,D,328,766,677,774,0.48077,0.44335,8.7,8476967
10,Erik Brannstrom,VAN,D,178,403,295,363,0.49876,0.44209,8.7,8480073
11,Sam Malinski,COL,D,180,353,401,417,0.49204,0.44341,8.7,8484258
12,John Carlson,ANA,D,271,863,724,741,0.47394,0.4378,8.6,8474590
13,Kurtis MacDermid,OTT,D,131,103,101,126,0.53604,0.43925,8.6,8477073
14,Joel Hanley,CGY,D,189,426,351,410,0.49122,0.4393,8.6,8477810
15,Spencer Stastney,EDM,D,117,211,215,244,0.5072,0.44083,8.6,8481056
16,TJ Brodie,CHI,D,190,463,435,462,0.48151,0.43492,8.5,8474673
17,Timothy Liljegren,WSH,D,238,596,573,587,0.47529,0.4347,8.5,8480043
18,Alexander Alexeyev,WSH,D,79,128,151,154,0.51393,0.43486,8.5,8480823
19,Luke Schenn,BUF,D,259,419,514,609,0.47563,0.4328,8.4,8474568
20,Artem Zub,OTT,D,259,549,698,744,0.4674,0.43066,8.4,8482245
21,Mario Ferraro,SJS,D,310,720,922,867,0.45927,0.42734,8.3,8479983
22,Connor Clifton,PIT,D,280,437,553,645,0.46918,0.42795,8.3,8477365
23,Ryan Graves,PIT,D,231,414,532,519,0.47017,0.42812,8.3,8477435
24,Nick Seeler,PHI,D,305,699,593,617,0.46816,0.42833,8.3,8476372
25,Jonas Brodin,MIN,D,234,728,663,735,0.46463,0.42698,8.3,8476463
26,Jake Middleton,MIN,D,301,733,923,847,0.46153,0.4296,8.3,8478136
27,Matt Irwin,WSH,D,61,65,98,77,0.52554,0.42759,8.3,8475625
28,Andreas Englund,NSH,D,167,242,248,321,0.49003,0.42844,8.3,8477971
29,Parker Wotherspoon,PIT,D,188,389,459,485,0.47262,0.42736,8.3,8478450
30,Brock Faber,MIN,D,242,781,826,866,0.46328,0.42952,8.3,8482122
31,Ryan Johnson,BUF,D,47,100,75,88,0.5393,0.42734,8.3,8481564
32,Matthew Robertson,NYR,D,74,128,135,149,0.5125,0.42901,8.3,8481525
33,Scott Harrington,ANA,D,45,103,122,109,0.51066,0.42299,8.2,8476449
34,Jared Spurgeon,MIN,D,240,644,691,626,0.46045,0.42361,8.2,8474716
35,K'Andre Miller,CAR,D,305,836,745,890,0.45547,0.42003,8.1,8480817
36,Dmitry Orlov,SJS,D,305,772,687,790,0.45854,0.42161,8.1,8475200
37,Rasmus Sandin,WSH,D,294,783,704,711,0.45882,0.42233,8.1,8480873
38,Jake Sanderson,OTT,D,303,710,774,849,0.45706,0.42227,8.1,8482105
39,Adam Fox,NYR,D,283,983,635,761,0.45634,0.41798,8.0,8479323
40,Ryan Lindgren,SEA,D,286,806,700,676,0.4546,0.41806,8.0,8479324
41,Alex Pietrangelo,VGK,D,209,613,579,578,0.45566,0.41552,8.0,8474565
42,Josh Manson,COL,D,230,473,616,625,0.45721,0.41826,8.0,8476312
43,John Marino,UTA,D,253,601,600,731,0.45561,0.41617,8.0,8478507
44,Jonas Siegenthaler,NJD,D,274,687,678,767,0.45413,0.41702,8.0,8478399
45,Jordan Spence,OTT,D,229,553,329,491,0.47126,0.41797,8.0,8481606
46,Martin Fehérváry,WSH,D,295,599,872,783,0.4465,0.41381,7.9,8480796
47,Mark Giordano,TOR,D,124,223,229,272,0.47686,0.41309,7.9,8470966
48,John Klingberg,SJS,D,147,438,382,380,0.46182,0.41246,7.9,8475906
49,Darnell Nurse,EDM,D,320,817,813,910,0.44579,0.41196,7.9,8477498
50,Travis Sanheim,PHI,D,325,922,934,1091,0.44421,0.41264,7.9,8477948
51,Dennis Gilbert,OTT,D,94,151,105,144,0.50614,0.412,7.9,8478502
52,Jakob Chychrun,WSH,D,284,888,665,731,0.45041,0.41298,7.9,8479345
53,Thomas Harley,DAL,D,233,679,554,598,0.45572,0.4147,7.9,8481581
54,Vladislav Gavrikov,NYR,D,313,795,867,821,0.44167,0.40894,7.8,8478882
55,Evan Bouchard,EDM,D,326,1021,678,791,0.44693,0.40991,7.8,8480803
56,Egor Zamula,CBJ,D,176,304,275,317,0.46604,0.40796,7.8,8481178
57,Miro Heiskanen,DAL,D,277,979,668,746,0.44648,0.4092,7.8,8480036
58,Chris Tanev,TOR,D,226,456,613,667,0.44785,0.40893,7.8,8475690
59,Dylan Samberg,WPG,D,266,488,560,584,0.45013,0.40941,7.8,8480049
60,Jacob Bernard-Docker,DET,D,194,411,389,423,0.45866,0.40979,7.8,8480879
61,Justin Barron,NSH,D,200,510,382,508,0.45936,0.41004,7.8,8482111
62,Simon Edvinsson,DET,D,175,427,500,462,0.45274,0.40963,7.8,8482762
63,Adam Wilsby,NSH,D,80,155,205,203,0.47682,0.4095,7.8,8482482
64,Alexander Edler,LAK,D,64,127,108,111,0.49906,0.40643,7.7,8471303
65,Samuel Girard,PIT,D,268,730,741,827,0.43921,0.40388,7.7,8479398
66,Bowen Byram,BUF,D,279,816,815,813,0.43989,0.40617,7.7,8481524
67,Damon Severson,CBJ,D,289,794,753,786,0.44179,0.4067,7.7,8476923
68,Noah Dobson,MTL,D,308,865,733,744,0.44101,0.40547,7.7,8480865
