rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,Jaret Anderson-Dolan,WPG,C,84,122,107,119,0.3049,0.12667,10.0,8479994
2,Arthur Kaliyev,OTT,R,123,179,143,184,0.21586,0.0718,9.3,8481560
3,Kevin Fiala,LAK,L,288,656,528,594,0.1494,0.06919,9.2,8477942
4,Walker Duehr,WPG,R,94,110,103,133,0.23321,0.06404,9.2,8482652
5,Jeffrey Viel,ANA,L,53,76,83,91,0.26771,0.06265,9.1,8479705
6,Linus Karlsson,VAN,C,105,152,153,158,0.20484,0.0491,9.0,8481024
7,Michael Carcone,UTA,L,214,330,353,365,0.14678,0.04431,8.9,8479619
8,Jordan Martinook,CAR,L,320,600,631,748,0.09103,0.01941,8.6,8476921
9,Arseny Gritsyuk,NJD,R,66,126,110,149,0.18435,0.02396,8.6,8481721
10,Derek Stepan,CAR,C,73,124,79,78,0.23646,0.01552,8.5,8474613
11,Alex Laferriere,LAK,R,239,515,453,518,0.09751,0.01142,8.5,8482155
12,Brandon Hagel,TBL,L,316,692,605,684,0.0835,0.00864,8.4,8479542
13,Logan O'Connor,COL,R,231,259,494,480,0.0927,0.0034,8.4,8481186
14,Anze Kopitar,LAK,C,310,621,602,598,0.08234,0.00228,8.3,8471685
15,Ryan Poehling,ANA,C,272,359,528,493,0.0874,-0.00081,8.3,8480068
16,Jiri Kulich,BUF,C,75,189,161,159,0.15438,-0.00081,8.3,8483468
17,Adrian Kempe,LAK,C,320,689,612,646,0.0692,-0.00781,8.2,8477960
18,Viktor Arvidsson,BOS,L,231,425,421,455,0.08381,-0.00805,8.2,8478042
19,Alex Iafallo,WPG,L,302,522,441,548,0.07309,-0.01059,8.2,8480113
20,Cole Caufield,MTL,R,291,681,491,656,0.06627,-0.01018,8.2,8481540
21,Josh Archibald,PIT,R,62,35,96,72,0.21989,-0.01109,8.2,8476326
22,Jack Hughes,NJD,C,263,807,382,599,0.06884,-0.0112,8.2,8481559
23,Zemgus Girgensons,TBL,L,299,470,582,601,0.06772,-0.01216,8.2,8476878
24,Matt Martin,NYI,L,170,156,238,273,0.11103,-0.00736,8.2,8474709
25,Reese Johnson,MIN,C,102,63,150,129,0.16316,-0.00922,8.2,8481147
26,Ilya Mikheyev,CHI,R,281,464,613,619,0.06892,-0.00981,8.2,8481624
