rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,Cole Smith,VGK,L,63,64,127,136,0.40065,0.31955,10.0,8482062
2,Tim Stützle,OTT,L,80,195,92,121,0.38002,0.28753,9.0,8482116
3,Kyle Connor,WPG,L,81,276,127,177,0.35065,0.27315,8.5,8478398
4,Zachary Bolduc,MTL,C,78,120,117,138,0.34902,0.2687,8.4,8482737
5,Mark Scheifele,WPG,C,81,276,130,176,0.33911,0.26339,8.2,8476460
6,Ozzy Wiesblatt,NSH,C,39,35,71,70,0.36578,0.26333,8.2,8482103
7,Sebastian Aho,CAR,C,79,203,138,155,0.3341,0.26084,8.1,8478427
8,Nick Schmaltz,UTA,C,81,240,147,208,0.3241,0.25375,7.9,8477951
9,Jordan Martinook,CAR,L,77,156,135,188,0.32605,0.25274,7.8,8476921
10,Zach Benson,BUF,L,65,132,117,149,0.32812,0.24969,7.7,8484145
11,Dylan Strome,WSH,C,80,204,80,134,0.3382,0.24407,7.6,8478440
12,Jordan Staal,CAR,C,75,145,142,183,0.31439,0.24377,7.6,8473533
13,Ivan Demidov,MTL,R,82,153,110,134,0.32301,0.24287,7.5,8484984
14,Matt Coronato,CGY,R,79,191,158,159,0.30727,0.24061,7.5,8482679
15,Jesperi Kotkaniemi,CAR,C,42,90,53,83,0.35596,0.24084,7.5,8480829
16,Nikolaj Ehlers,CAR,L,82,198,136,172,0.31295,0.24106,7.5,8477940
17,John Beecher,CGY,C,35,19,54,53,0.35566,0.2415,7.5,8481556
18,Oliver Kapanen,MTL,C,82,149,120,140,0.31541,0.23909,7.4,8482775
19,Tom Wilson,WSH,R,72,142,169,140,0.304,0.23964,7.4,8476880
20,Ryan McLeod,BUF,C,81,147,165,156,0.30523,0.24005,7.4,8480802
21,Anthony Cirelli,TBL,C,71,145,134,120,0.30596,0.23425,7.3,8478519
22,Luke Evangelista,NSH,R,80,161,138,181,0.30551,0.23478,7.3,8482146
23,Ryan O'Reilly,NSH,C,80,160,168,184,0.2954,0.23161,7.2,8475158
24,Valeri Nichushkin,COL,R,71,136,133,157,0.30219,0.23061,7.1,8477501
25,Lucas Raymond,DET,L,80,170,195,173,0.2848,0.22609,7.0,8482078
26,Seth Jarvis,CAR,C,71,179,115,135,0.30462,0.22795,7.0,8482093
27,Clayton Keller,UTA,R,81,255,129,215,0.29944,0.22714,7.0,8479343
28,Leon Draisaitl,EDM,C,65,183,111,152,0.30088,0.22339,6.9,8477934
29,Reilly Smith,VGK,R,69,109,98,149,0.30449,0.22218,6.9,8475191
30,Jack Quinn,BUF,R,82,153,156,148,0.28741,0.22218,6.9,8482097
31,Andrei Svechnikov,CAR,R,79,187,136,160,0.29234,0.22244,6.9,8480830
32,Logan Cooley,UTA,C,53,129,85,117,0.31078,0.22237,6.9,8483431
33,Nic Dowd,VGK,C,75,66,162,164,0.28433,0.22049,6.8,8475343
