rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,Johnathan Kovacevic,NJD,D,34,123,181,164,0.3772,0.22827,10.0,8480192
2,Darren Raddysh,TBL,D,73,395,345,349,0.31729,0.21506,9.9,8478178
3,Sean Walker,CAR,D,81,521,411,483,0.20945,0.12106,9.0,8480336
4,J.J. Moser,TBL,D,79,446,388,413,0.22023,0.12471,9.0,8482655
5,Matthew Kessel,STL,D,29,86,69,104,0.31293,0.12238,9.0,8482516
6,Jackson LaCombe,ANA,D,81,461,505,511,0.20377,0.11768,8.9,8481605
7,K'Andre Miller,CAR,D,72,476,358,402,0.18268,0.08552,8.6,8480817
8,Shea Theodore,VGK,D,71,429,394,377,0.17226,0.07176,8.5,8477447
9,Joel Nystrom,CAR,D,38,232,124,193,0.21284,0.07218,8.5,8482911
10,Jake Sanderson,OTT,D,67,397,402,379,0.1672,0.067,8.4,8482105
11,Mikey Anderson,LAK,D,79,323,443,459,0.14217,0.05082,8.3,8479998
12,Brayden McNabb,VGK,D,64,332,325,334,0.16147,0.05456,8.3,8475188
13,Ryan McDonagh,TBL,D,48,191,232,232,0.17922,0.05076,8.3,8474151
14,Quinn Hughes,MIN,D,74,564,474,502,0.1409,0.0536,8.3,8480800
15,Drew Doughty,LAK,D,71,390,381,443,0.13703,0.04408,8.2,8474563
16,Jaccob Slavin,CAR,D,39,199,187,219,0.17785,0.04558,8.2,8476958
17,Luke Hughes,NJD,D,68,474,369,392,0.14526,0.04645,8.2,8482684
18,Jacob Trouba,ANA,D,80,463,488,502,0.12672,0.03939,8.2,8476885
19,Declan Chisholm,WSH,D,26,67,82,93,0.24138,0.04057,8.2,8480990
20,Jordan Spence,OTT,D,73,471,226,393,0.14586,0.04719,8.2,8481606
21,Ilya Solovyov,PIT,D,30,86,96,126,0.20805,0.03355,8.1,8482470
22,Cale Fleury,SEA,D,22,58,107,106,0.21813,0.02786,8.1,8479985
23,Artem Zub,OTT,D,81,319,500,446,0.11903,0.02633,8.0,8482245
24,Dougie Hamilton,NJD,D,77,421,371,460,0.11617,0.02507,8.0,8476462
25,Shayne Gostisbehere,CAR,D,55,368,163,286,0.14332,0.02769,8.0,8476906
26,Denton Mateychuk,CBJ,D,75,348,333,375,0.12097,0.01979,8.0,8483485
27,Damon Severson,CBJ,D,71,413,437,431,0.12099,0.02675,8.0,8476923
28,Mikhail Sergachev,UTA,D,77,491,476,470,0.11489,0.0246,8.0,8479410
29,Tyler Kleven,OTT,D,70,286,253,413,0.11989,0.02348,8.0,8482095
30,Niko Mikkola,FLA,D,68,336,336,399,0.11138,0.01342,7.9,8478859
31,Simon Nemec,NJD,D,68,335,298,292,0.13011,0.01546,7.9,8483495
32,Sam Malinski,COL,D,81,378,361,382,0.10614,0.00589,7.8,8484258
33,John Carlson,ANA,D,70,383,332,333,0.1086,0.00128,7.8,8474590
34,Brett Pesce,NJD,D,37,222,178,200,0.13199,-0.00649,7.7,8477488
35,Jonas Siegenthaler,NJD,D,82,365,435,485,0.07939,-0.00929,7.7,8478399
36,Evan Bouchard,EDM,D,81,503,306,420,0.07311,-0.02227,7.6,8480803
37,Bowen Byram,BUF,D,82,400,466,455,0.06838,-0.02343,7.6,8481524
