rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,William Lagesson,DET,D,47,141,123,178,0.58527,0.49691,10.0,8478021
2,Lane Hutson,MTL,D,166,1040,621,875,0.53278,0.49345,9.9,8483457
3,Kyle Capobianco,DAL,D,48,159,123,140,0.57758,0.48924,9.7,8478476
4,MacKenzie Weegar,UTA,D,322,2123,1828,2017,0.50624,0.48333,9.5,8477346
5,Alexander Alexeyev,WSH,D,79,249,341,287,0.52894,0.47593,9.2,8480823
6,Sean Walker,CAR,D,314,1617,1335,1504,0.49462,0.46785,9.0,8480336
7,Spencer Stastney,EDM,D,117,451,460,513,0.51172,0.46613,8.9,8481056
8,Erik Brannstrom,VAN,D,178,769,598,713,0.50318,0.46321,8.8,8480073
9,Joel Hanley,CGY,D,189,846,768,804,0.49884,0.46357,8.8,8477810
10,Matt Irwin,WSH,D,61,136,216,184,0.53004,0.46354,8.8,8475625
11,Sam Malinski,COL,D,180,679,800,821,0.4978,0.46324,8.8,8484258
12,Scott Harrington,ANA,D,45,180,254,239,0.52101,0.45972,8.7,8476449
13,Matt Roy,WSH,D,311,1453,1501,1594,0.48375,0.45854,8.6,8478911
14,Artem Zub,OTT,D,259,1145,1532,1503,0.48219,0.45725,8.6,8482245
15,K'Andre Miller,CAR,D,305,1645,1653,1799,0.47987,0.45586,8.5,8480817
16,Brett Kulak,COL,D,328,1501,1406,1617,0.4816,0.45557,8.5,8476967
17,Jake Sanderson,OTT,D,303,1529,1718,1720,0.47866,0.45511,8.5,8482105
18,Jacob Bernard-Docker,DET,D,194,757,785,811,0.49064,0.4558,8.5,8480879
19,Mark Giordano,TOR,D,124,501,518,535,0.49398,0.45113,8.4,8470966
20,Adam Fox,NYR,D,283,1951,1360,1588,0.47494,0.44851,8.3,8479323
21,Ian Cole,UTA,D,319,1229,1470,1452,0.47469,0.44926,8.3,8474013
22,Ryan Johnson,BUF,D,47,171,133,169,0.53364,0.44911,8.3,8481564
23,Kurtis MacDermid,OTT,D,131,180,196,255,0.51657,0.44696,8.2,8477073
24,Egor Zamula,CBJ,D,176,628,572,643,0.48785,0.44711,8.2,8481178
25,Nick Seeler,PHI,D,305,1276,1165,1261,0.47423,0.44568,8.2,8476372
26,Jared Spurgeon,MIN,D,240,1169,1282,1205,0.47524,0.44802,8.2,8474716
27,Jakob Chychrun,WSH,D,284,1718,1354,1418,0.47277,0.44629,8.2,8479345
28,Mario Ferraro,SJS,D,310,1422,1857,1640,0.46634,0.44374,8.1,8479983
29,John Carlson,ANA,D,271,1640,1453,1465,0.46954,0.44399,8.1,8474590
30,Samuel Girard,PIT,D,268,1420,1417,1508,0.47123,0.44536,8.1,8479398
31,Devon Toews,COL,D,305,2422,1650,1891,0.46749,0.44352,8.1,8478038
32,Luke Schenn,BUF,D,259,857,1037,1195,0.47433,0.44409,8.1,8474568
33,Brock Faber,MIN,D,242,1471,1540,1649,0.46823,0.44342,8.1,8482122
34,Cal Foote,NJD,D,54,131,195,200,0.5113,0.4416,8.0,8479984
35,Alex Pietrangelo,VGK,D,209,1278,1114,1120,0.47067,0.44151,8.0,8474565
36,TJ Brodie,CHI,D,190,959,916,982,0.4731,0.44095,8.0,8474673
37,Evan Bouchard,EDM,D,326,2082,1420,1584,0.46714,0.44131,8.0,8480803
38,Brian Dumoulin,LAK,D,323,1484,1530,1627,0.4654,0.44052,8.0,8475208
39,Jake Middleton,MIN,D,301,1377,1705,1609,0.46524,0.44167,8.0,8478136
40,Nils Lundkvist,DAL,D,210,1012,897,1003,0.47463,0.44212,8.0,8480878
41,Noah Hanifin,VGK,D,313,1935,1648,1905,0.46607,0.44209,8.0,8478396
42,Gavin Bayreuther,CBJ,D,51,215,201,192,0.50936,0.44072,8.0,8479945
43,Parker Wotherspoon,PIT,D,188,731,897,947,0.4749,0.4424,8.0,8478450
44,Martin Fehérváry,WSH,D,295,1189,1723,1569,0.46158,0.43815,7.9,8480796
45,Marcus Pettersson,VAN,D,309,1561,1934,1834,0.46047,0.43836,7.9,8477969
46,Kris Letang,PIT,D,294,1855,1612,1860,0.46391,0.43968,7.9,8471724
47,Ryan Graves,PIT,D,231,850,1150,1072,0.46582,0.43715,7.9,8477435
48,Rasmus Dahlin,BUF,D,309,2207,1801,2063,0.46121,0.4383,7.9,8480839
49,Jonas Brodin,MIN,D,234,1327,1297,1404,0.46481,0.43781,7.9,8476463
50,Chris Tanev,TOR,D,226,988,1332,1382,0.46463,0.43799,7.9,8475690
