rank,player_name,team,pos,GP,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,raw_metric,wilson_adjusted,score,player_id
1,Luke Evangelista,NSH,R,252,530,350,469,0.34717,0.2992,10.0,8482146
2,Ryan McLeod,BUF,C,298,495,555,595,0.32824,0.29047,9.7,8480802
3,Leon Draisaitl,EDM,C,297,877,623,663,0.32033,0.28489,9.5,8477934
4,Josh Archibald,PIT,R,62,35,96,72,0.3743,0.28408,9.5,8476326
5,Tim Stützle,OTT,L,315,826,531,647,0.32158,0.28326,9.5,8482116
6,Viktor Arvidsson,BOS,L,231,425,421,455,0.32588,0.28285,9.4,8478042
7,Dryden Hunt,CGY,L,73,88,97,94,0.369,0.27967,9.3,8478211
8,Blake Coleman,CGY,C,310,627,812,714,0.30881,0.27799,9.3,8476399
9,Matt Boldy,MIN,L,314,679,731,711,0.30687,0.27452,9.2,8481557
10,Jordan Staal,CAR,C,311,573,634,713,0.30036,0.26596,8.9,8473533
11,Ozzy Wiesblatt,NSH,C,44,38,77,79,0.36677,0.26786,8.9,8482103
12,Valeri Nichushkin,COL,R,221,563,463,536,0.30031,0.26034,8.7,8477501
13,Ivan Demidov,MTL,R,84,159,113,135,0.34269,0.26164,8.7,8484984
14,Mikael Backlund,CGY,C,321,615,911,733,0.2861,0.25769,8.6,8474150
15,Seth Jarvis,CAR,C,307,703,550,589,0.28855,0.25225,8.4,8482093
16,Radim Zohorna,PIT,L,43,29,56,56,0.36515,0.25151,8.4,8482241
17,Vinni Lettieri,BOS,C,73,69,118,103,0.33094,0.25254,8.4,8479968
18,Jordan Martinook,CAR,L,320,600,631,748,0.28211,0.2484,8.3,8476921
19,Warren Foegele,OTT,L,299,562,539,609,0.28608,0.24955,8.3,8477998
20,Givani Smith,COL,R,85,75,95,87,0.3368,0.24975,8.3,8479379
21,Connor Zary,CGY,C,191,435,317,399,0.29568,0.24813,8.3,8482074
22,Jesperi Kotkaniemi,CAR,C,281,615,387,523,0.2896,0.24665,8.2,8480829
23,Nathan MacKinnon,COL,C,312,1250,699,982,0.27948,0.24748,8.2,8477492
24,Brady Tkachuk,OTT,L,295,750,548,799,0.28317,0.24706,8.2,8480801
25,Boone Jenner,CBJ,C,219,457,481,467,0.28219,0.24382,8.1,8476432
26,Sebastian Aho,CAR,C,311,797,533,569,0.27936,0.24295,8.1,8478427
27,Connor McDavid,EDM,C,306,923,576,739,0.27759,0.24258,8.1,8478402
28,Jack Hughes,NJD,C,263,807,382,599,0.28638,0.24335,8.1,8481559
29,Mikko Rantanen,DAL,R,308,1101,693,899,0.2712,0.23943,8.0,8478420
30,Pavol Regenda,SJS,L,42,66,78,73,0.33465,0.23989,8.0,8483630
31,Zach Hyman,EDM,L,289,789,535,642,0.27627,0.24007,8.0,8475786
32,JJ Peterka,UTA,R,317,710,547,659,0.27676,0.24092,8.0,8482175
33,Kiefer Sherwood,SJS,L,249,365,412,518,0.27745,0.23643,7.9,8480748
34,Kirill Kaprizov,MIN,L,261,907,539,679,0.2722,0.23634,7.9,8478864
35,William Carrier,CAR,L,208,326,349,505,0.2831,0.2384,7.9,8477478
36,Zach Benson,BUF,L,211,405,354,427,0.28073,0.23647,7.9,8484145
37,Trevor Moore,LAK,C,280,548,549,602,0.27149,0.23597,7.8,8479675
38,Auston Matthews,TOR,C,282,693,506,644,0.27191,0.23497,7.8,8479318
39,Denis Malgin,COL,C,65,92,88,97,0.32371,0.2351,7.8,8478843
40,Joel Eriksson Ek,MIN,C,271,527,668,687,0.26744,0.23528,7.8,8478493
41,Matt Coronato,CGY,R,191,451,459,395,0.27267,0.23394,7.8,8482679
42,Anze Kopitar,LAK,C,310,621,602,598,0.26641,0.23266,7.7,8471685
43,David Pastrnak,BOS,R,323,978,570,592,0.26708,0.2324,7.7,8477956
44,Jason Robertson,DAL,L,328,688,672,730,0.2633,0.23141,7.7,8480027
45,Nazem Kadri,COL,C,323,986,613,816,0.26525,0.23184,7.7,8475172
46,Oliver Kapanen,MTL,C,100,171,141,170,0.30132,0.23168,7.7,8482775
47,Yanni Gourde,TBL,C,300,593,633,695,0.26103,0.22832,7.6,8476826
48,Vasily Podkolzin,EDM,R,221,440,322,412,0.2751,0.22919,7.6,8481617
49,Ryan O'Reilly,NSH,C,294,649,566,574,0.26497,0.23028,7.6,8475158
50,Anthony Cirelli,TBL,C,288,551,626,631,0.26143,0.22854,7.6,8478519
51,Adrian Kempe,LAK,C,320,689,612,646,0.25884,0.22572,7.5,8477960
52,Phillip Danault,MTL,C,315,561,621,624,0.25918,0.22627,7.5,8476479
53,Oliver Bjorkstrand,TBL,R,322,598,524,655,0.26256,0.22671,7.5,8477416
54,Zemgus Girgensons,TBL,L,299,470,582,601,0.26008,0.2261,7.5,8476878
55,Matthew Tkachuk,FLA,L,242,638,463,613,0.26476,0.22663,7.5,8479314
56,Jordan Kyrou,STL,C,314,766,554,612,0.25934,0.22459,7.5,8479385
57,Brandon Hagel,TBL,L,316,692,605,684,0.25732,0.2241,7.4,8479542
58,Alexis Lafrenière,NYR,L,327,712,423,637,0.26248,0.22282,7.4,8482109
59,Mark Stone,VGK,R,226,615,437,498,0.26294,0.22386,7.4,8475913
60,Kevin Fiala,LAK,L,288,656,528,594,0.25743,0.22199,7.4,8477942
61,Kyle Okposo,FLA,R,142,264,289,258,0.27248,0.22438,7.4,8473449
62,Ivan Barbashev,VGK,C,316,812,582,671,0.25845,0.22454,7.4,8477964
63,Zachary Bolduc,MTL,C,175,248,239,285,0.27465,0.22196,7.4,8482737
64,Arseny Gritsyuk,NJD,R,66,126,110,149,0.30123,0.2234,7.4,8481721
65,Marcus Johansson,MIN,L,305,601,635,659,0.25213,0.21991,7.3,8475149
