player_name,team,pos,GP,season,OZI,DZI,NZI,TNZI,shifts_O,shifts_D,shifts_N
Ryan Suter,STL,D,43,all_playoffs,7.6,6.2,6.1,6.1,215,245,255
Alec Martinez,VGK,D,28,all_playoffs,7.6,7.1,6.1,6.1,149,158,162
Vincent Desharnais,EDM,D,28,all_playoffs,7.9,6.5,6.1,6.1,104,116,95
Mattias Ekholm,EDM,D,44,all_playoffs,7.5,5.5,6.0,6.0,279,244,268
Adam Pelech,NYI,D,11,all_playoffs,10.0,5.4,5.9,5.9,63,110,74
Jared Spurgeon,MIN,D,12,all_playoffs,8.5,7.4,5.9,5.9,74,71,63
Alex Pietrangelo,VGK,D,38,all_playoffs,7.0,6.8,5.9,5.9,216,234,230
Filip Hronek,VAN,D,13,all_playoffs,8.8,5.1,5.9,5.9,66,76,60
Alexander Petrovic,DAL,D,24,all_playoffs,4.2,4.5,5.9,5.9,67,62,90
Matt Roy,WSH,D,21,all_playoffs,6.4,5.9,5.8,5.8,118,125,124
Noah Hanifin,VGK,D,18,all_playoffs,7.0,6.7,5.8,5.8,101,113,116
Brandon Montour,FLA,D,45,all_playoffs,7.6,6.9,5.7,5.7,293,314,273
Brock Faber,MIN,D,12,all_playoffs,8.5,3.1,5.7,5.7,65,80,71
Joel Hanley,DAL,D,13,all_playoffs,7.5,2.8,5.7,5.7,29,21,43
Nick Jensen,OTT,D,7,all_playoffs,4.9,0.9,5.6,5.6,33,25,26
Alexander Romanov,NYI,D,9,all_playoffs,7.9,4.3,5.5,5.5,49,56,48
Nikita Zadorov,VAN,D,13,all_playoffs,8.1,6.6,5.5,5.5,66,67,70
John Klingberg,EDM,D,23,all_playoffs,6.9,5.6,5.4,5.4,99,117,99
Darnell Nurse,EDM,D,58,all_playoffs,7.1,6.6,5.3,5.3,290,324,358
Mark Giordano,TOR,D,11,all_playoffs,8.7,6.2,5.2,5.2,34,47,30
Josh Manson,COL,D,23,all_playoffs,6.4,9.7,5.2,5.2,108,104,146
Josh Morrissey,WPG,D,20,all_playoffs,7.6,6.3,5.2,5.2,108,114,114
Drew Doughty,LAK,D,17,all_playoffs,6.5,6.2,5.2,5.2,123,116,134
Aaron Ekblad,FLA,D,63,all_playoffs,7.3,5.6,5.1,5.1,386,371,362
Gustav Forsling,FLA,D,68,all_playoffs,7.2,5.8,5.1,5.1,421,420,393
Victor Hedman,TBL,D,15,all_playoffs,7.0,8.4,5.1,5.1,85,81,71
Jake Walman,EDM,D,22,all_playoffs,6.8,5.0,5.1,5.1,113,127,100
Ian Cole,VAN,D,19,all_playoffs,8.2,3.8,5.0,5.0,74,77,90
Zach Bogosian,MIN,D,11,all_playoffs,7.7,7.2,5.0,5.0,22,29,39
Jaccob Slavin,CAR,D,41,all_playoffs,6.4,6.2,5.0,5.0,257,270,239
Jacob Trouba,NYR,D,23,all_playoffs,7.3,4.7,5.0,5.0,113,127,130
Seth Jones,FLA,D,23,all_playoffs,6.9,5.7,5.0,5.0,126,145,145
Shayne Gostisbehere,CAR,D,30,all_playoffs,6.4,6.9,4.9,4.9,120,151,137
Marc Staal,FLA,D,21,all_playoffs,7.7,6.1,4.8,4.8,154,147,133
Dylan DeMelo,WPG,D,22,all_playoffs,7.8,7.8,4.8,4.8,140,111,153
Simon Benoit,TOR,D,20,all_playoffs,7.4,4.9,4.8,4.8,81,91,91
Jake McCabe,TOR,D,31,all_playoffs,7.7,4.8,4.7,4.7,141,169,166
Brent Burns,CAR,D,41,all_playoffs,6.5,5.9,4.7,4.7,246,275,242
Niko Mikkola,FLA,D,53,all_playoffs,7.1,5.5,4.7,4.7,271,297,306
Sean Walker,CAR,D,25,all_playoffs,6.7,6.9,4.7,4.7,116,111,128
Hampus Lindholm,BOS,D,20,all_playoffs,7.0,4.8,4.6,4.6,141,125,110
Cale Makar,COL,D,24,all_playoffs,6.9,6.2,4.6,4.6,158,201,158
Jack Johnson,COL,D,14,all_playoffs,8.2,5.2,4.6,4.6,38,37,60
Esa Lindell,DAL,D,56,all_playoffs,7.6,5.5,4.6,4.6,307,307,372
Thomas Harley,DAL,D,56,all_playoffs,6.8,6.6,4.6,4.6,352,325,275
Cody Ceci,DAL,D,54,all_playoffs,7.4,6.3,4.6,4.6,252,292,297
Mason Lohrei,BOS,D,11,all_playoffs,9.4,9.1,4.6,4.6,59,49,65
Lian Bichsel,DAL,D,18,all_playoffs,4.1,3.2,4.6,4.6,48,36,70
Ryan Lindgren,COL,D,30,all_playoffs,8.6,5.5,4.5,4.5,164,149,145
Jonas Brodin,MIN,D,12,all_playoffs,6.8,3.7,4.5,4.5,75,83,84
Brett Kulak,EDM,D,59,all_playoffs,7.3,6.4,4.5,4.5,299,277,342
Dmitry Kulikov,FLA,D,47,all_playoffs,8.3,4.3,4.5,4.5,203,215,229
K'Andre Miller,NYR,D,23,all_playoffs,7.2,7.3,4.4,4.4,115,123,135
Colin Miller,WPG,D,15,all_playoffs,9.3,5.8,4.4,4.4,56,63,86
Philip Broberg,STL,D,26,all_playoffs,8.6,8.0,4.4,4.4,84,81,118
Tony DeAngelo,CAR,D,9,all_playoffs,8.5,4.9,4.4,4.4,40,42,35
Braden Schneider,NYR,D,23,all_playoffs,6.6,7.0,4.3,4.3,91,88,94
Samuel Girard,COL,D,23,all_playoffs,5.8,7.1,4.3,4.3,118,137,129
Brandon Carlo,TOR,D,33,all_playoffs,6.6,4.4,4.1,4.1,166,155,171
Ryan Pulock,NYI,D,11,all_playoffs,7.3,3.4,4.1,4.1,72,80,88
Scott Mayfield,NYI,D,6,all_playoffs,9.7,4.1,4.1,4.1,21,38,22
Shea Theodore,VGK,D,39,all_playoffs,7.6,4.9,4.1,4.1,236,209,203
Oliver Ekman-Larsson,TOR,D,37,all_playoffs,7.6,3.8,4.1,4.1,179,186,154
Ryan McDonagh,TBL,D,11,all_playoffs,6.2,6.0,4.1,4.1,61,71,58
Justin Holl,TOR,D,8,all_playoffs,7.8,5.5,4.0,4.0,31,31,40
Timothy Liljegren,TOR,D,11,all_playoffs,7.4,8.2,4.0,4.0,56,65,28
Brady Skjei,CAR,D,26,all_playoffs,9.0,4.4,3.9,3.9,172,191,133
Carson Soucy,VAN,D,26,all_playoffs,8.8,5.9,3.9,3.9,104,100,128
Brayden McNabb,VGK,D,39,all_playoffs,7.8,5.0,3.9,3.9,231,189,204
Kaiden Guhle,MTL,D,5,all_playoffs,5.0,0.0,3.9,3.9,34,28,24
Charlie McAvoy,BOS,D,20,all_playoffs,7.7,5.6,3.8,3.8,154,160,151
Kevin Bahl,NJD,D,11,all_playoffs,7.7,5.6,3.8,3.8,42,30,31
Neal Pionk,WPG,D,23,all_playoffs,7.3,5.6,3.8,3.8,112,153,124
Brett Pesce,NJD,D,22,all_playoffs,8.2,3.6,3.7,3.7,154,178,125
Matt Grzelcyk,BOS,D,7,all_playoffs,7.6,2.1,3.6,3.6,22,37,37
Logan Stanley,WPG,D,9,all_playoffs,6.2,9.9,3.6,3.6,23,12,58
Chris Tanev,TOR,D,32,all_playoffs,7.6,4.4,3.6,3.6,203,169,224
Ilya Lyubushkin,DAL,D,21,all_playoffs,6.7,4.7,3.4,3.4,102,107,121
Justin Faulk,STL,D,7,all_playoffs,8.9,7.8,3.4,3.4,35,28,53
Devon Toews,COL,D,24,all_playoffs,6.9,7.6,3.3,3.3,160,211,149
Jonas Siegenthaler,NJD,D,14,all_playoffs,7.2,4.8,3.0,3.0,86,93,82
Dylan Samberg,WPG,D,23,all_playoffs,7.5,5.1,2.9,2.9,92,113,108
Rasmus Sandin,WSH,D,11,all_playoffs,6.0,5.4,2.8,2.8,67,72,71
Nick Leddy,STL,D,7,all_playoffs,6.0,1.5,2.8,2.8,11,18,32
Dougie Hamilton,NJD,D,17,all_playoffs,6.7,5.0,2.6,2.6,119,118,94
Trevor van Riemsdyk,WSH,D,13,all_playoffs,5.9,2.5,2.6,2.6,32,41,56
Jalen Chatfield,CAR,D,35,all_playoffs,7.5,5.4,2.5,2.5,155,205,211
Jeremy Lauzon,NSH,D,6,all_playoffs,8.5,3.1,2.5,2.5,15,32,44
Dmitry Orlov,CAR,D,33,all_playoffs,6.4,4.7,2.4,2.4,162,189,219
John Carlson,WSH,D,14,all_playoffs,6.4,4.8,2.4,2.4,90,86,88
Nick Perbix,TBL,D,13,all_playoffs,8.0,7.0,2.3,2.3,53,64,68
Roman Josi,NSH,D,6,all_playoffs,7.8,7.5,2.3,2.3,38,50,29
Lane Hutson,MTL,D,5,all_playoffs,6.7,1.8,2.3,2.3,38,19,22
Haydn Fleury,WPG,D,9,all_playoffs,8.7,6.9,2.2,2.2,34,22,56
Alexandre Carrier,MTL,D,11,all_playoffs,6.1,2.9,2.1,2.1,34,70,86
Alexander Alexeyev,WSH,D,14,all_playoffs,5.2,6.6,2.0,2.0,33,30,46
Joel Edmundson,LAK,D,13,all_playoffs,6.9,7.8,1.7,1.7,57,74,79
Thomas Chabot,OTT,D,6,all_playoffs,5.1,0.3,1.6,1.6,43,41,20
Mike Matheson,MTL,D,5,all_playoffs,0.0,3.0,1.6,1.6,16,39,45
Brandt Clarke,LAK,D,6,all_playoffs,3.7,6.9,1.5,1.5,9,24,32
Tyler Myers,VAN,D,12,all_playoffs,7.8,3.4,1.4,1.4,51,63,84
Artem Zub,OTT,D,6,all_playoffs,5.4,1.8,0.9,0.9,26,41,45
Brian Dumoulin,NJD,D,5,all_playoffs,5.5,2.8,0.6,0.6,29,41,42
Jake Sanderson,OTT,D,6,all_playoffs,6.2,1.8,0.5,0.5,37,50,45
Colton Parayko,STL,D,7,all_playoffs,5.8,3.3,0.3,0.3,38,46,38
Jakob Chychrun,WSH,D,10,all_playoffs,4.9,4.6,0.1,0.1,74,66,61
Cam Fowler,STL,D,7,all_playoffs,6.2,2.9,0.0,0.0,37,46,36
Connor Clifton,BOS,D,3,all_playoffs,,,,,11,13,15
Sebastian Aho,NYI,D,6,all_playoffs,,,,,14,25,21
Brendan Smith,NJD,D,3,all_playoffs,,,,,14,8,14
Erik Johnson,COL,D,9,all_playoffs,,,,,29,22,29
Jon Merrill,MIN,D,4,all_playoffs,,,,,11,16,24
Ben Hutton,VGK,D,3,all_playoffs,,,,,15,8,11
Alexander Edler,LAK,D,4,all_playoffs,,,,,14,18,13
Sean Durzi,LAK,D,6,all_playoffs,,,,,26,29,22
Max Crozier,TBL,D,3,all_playoffs,,,,,11,13,9
Kevin Shattenkirk,BOS,D,6,all_playoffs,,,,,17,19,13
Martin Fehérváry,WSH,D,4,all_playoffs,,,,,17,18,27
Dylan McIlrath,WSH,D,4,all_playoffs,,,,,11,11,11
Robert Bortuzzo,NYI,D,5,all_playoffs,,,,,18,13,16
Mike Reilly,NYI,D,5,all_playoffs,,,,,26,17,20
Nils Lundkvist,DAL,D,12,all_playoffs,,,,,11,18,19
Dante Fabbro,NSH,D,3,all_playoffs,,,,,15,15,8
Andreas Englund,LAK,D,5,all_playoffs,,,,,17,17,15
Jordan Spence,LAK,D,10,all_playoffs,,,,,28,22,26
Tyler Kleven,OTT,D,6,all_playoffs,,,,,23,25,23
Nikolas Matinpalo,OTT,D,6,all_playoffs,,,,,20,16,20
Uvis Balinskis,FLA,D,5,all_playoffs,,,,,12,10,19
J.J. Moser,TBL,D,5,all_playoffs,,,,,9,15,22
David Savard,MTL,D,5,all_playoffs,,,,,8,11,18
Arber Xhekaj,MTL,D,3,all_playoffs,,,,,8,9,15
Johnathan Kovacevic,NJD,D,3,all_playoffs,,,,,11,13,12
Simon Nemec,NJD,D,4,all_playoffs,,,,,17,17,28
Sam Malinski,COL,D,5,all_playoffs,,,,,16,22,9
Ty Emberson,EDM,D,9,all_playoffs,,,,,16,14,23
Alexander Nikishin,CAR,D,4,all_playoffs,,,,,17,10,20
Scott Morrow,CAR,D,5,all_playoffs,,,,,11,19,15
