player_name,team,pos,GP,toi_per_game,oz_faceoff_shifts,dz_faceoff_shifts,nz_faceoff_shifts,OZE,DZE,NZE,DNZE,OZE_score,DZE_score,NZE_score,DNZE_score,CF_pct
Oliver Ekman-Larsson,TOR,D,78,17.465,285,215,302,0.6471,0.1384,0.1585,-0.1781,7.1,3.6,4.7,4.9,0.4927
Olli Määttä,CGY,D,42,15.428,70,74,131,0.5691,0.1094,0.1366,-0.2216,3.9,1.8,3.6,3.9,0.4857
Owen Pickering,PIT,D,4,12.054,6,8,13,,,,,,,,,0.4844
Owen Power,BUF,D,81,17.892,206,216,300,0.6499,0.1626,0.2182,-0.0801,7.2,5.1,7.6,7.3,0.4929
Parker Wotherspoon,PIT,D,80,17.28,138,164,287,0.6196,0.2135,0.1992,-0.1083,6.0,8.3,6.6,6.6,0.4988
Pavel Mintyukov,ANA,D,72,15.012,137,150,227,0.6347,0.1367,0.1585,-0.1369,6.6,3.5,4.7,6.0,0.4909
Philip Broberg,STL,D,80,18.417,177,230,289,0.6413,0.1325,0.1848,-0.1543,6.9,3.2,6.0,5.5,0.497
Philippe Myers,TOR,D,39,13.387,57,75,113,0.5822,0.1199,0.1011,-0.2997,4.4,2.5,1.9,2.0,0.4872
Pierre-Olivier Joseph,VAN,D,31,12.597,47,33,81,,,0.1494,-0.1717,,,4.2,5.1,0.498
Quinn Hughes,MIN,D,74,21.735,188,189,305,0.643,0.2319,0.2683,-0.0284,7.0,9.4,10.0,8.6,0.5024
Radko Gudas,ANA,D,56,14.286,78,82,174,0.583,0.1065,0.2046,-0.1347,4.4,1.6,6.9,6.0,0.5019
Rasmus Andersson,VGK,D,81,17.693,261,246,343,0.6819,0.1258,0.1909,-0.0636,8.6,2.8,6.2,7.7,0.5095
Rasmus Dahlin,BUF,D,77,18.659,192,222,368,0.6768,0.2417,0.2149,-0.074,8.4,10.0,7.4,7.5,0.5121
Rasmus Ristolainen,PHI,D,44,17.42,76,119,161,0.5999,0.1276,0.1866,-0.1367,5.2,2.9,6.0,6.0,0.5215
Rasmus Sandin,WSH,D,73,16.163,128,154,225,0.5847,0.1504,0.1816,-0.1646,4.5,4.3,5.8,5.3,0.5011
Riley Stillman,EDM,D,4,11.988,3,12,11,,,,,,,,,0.4926
Roman Josi,NSH,D,67,18.631,173,145,252,0.6262,0.1844,0.1959,-0.1302,6.3,6.5,6.5,6.1,0.5008
Ronan Seeley,CAR,D,1,13.783,3,1,3,,,,,,,,,0.5833
Ryan Graves,PIT,D,22,14.664,18,34,72,,,0.1203,-0.2411,,,2.8,3.4,0.5036
Ryan Johnson,BUF,D,3,8.706,1,6,6,,,,,,,,,0.5017
Ryan Lindgren,SEA,D,75,15.363,110,165,208,0.6066,0.1501,0.1715,-0.1621,5.4,4.3,5.3,5.3,0.4976
Ryan McDonagh,TBL,D,48,15.241,81,110,174,0.5804,0.146,0.2187,-0.0575,4.3,4.1,7.6,7.9,0.5
Ryan Pulock,NYI,D,76,16.914,150,183,311,0.6419,0.111,0.161,-0.1902,6.9,1.9,4.8,4.7,0.4899
Ryan Shea,PIT,D,80,15.85,111,124,216,0.6014,0.169,0.1819,-0.1671,5.2,5.5,5.8,5.2,0.4879
Ryan Ufko,NSH,D,17,11.796,21,15,31,,,,,,,,,0.4381
Ryker Evans,SEA,D,66,15.788,74,83,175,0.541,0.0887,0.1764,-0.2171,2.7,0.5,5.5,4.0,0.4925
Sam Dickinson,SJS,D,71,14.993,114,129,209,0.5825,0.1621,0.1801,-0.1731,4.4,5.1,5.7,5.1,0.4747
Sam Malinski,COL,D,81,16.152,172,161,246,0.6496,0.1603,0.2254,-0.1051,7.2,5.0,7.9,6.7,0.5201
Sam Rinzel,CHI,D,54,15.427,122,79,170,0.5644,0.0928,0.1902,-0.2009,3.7,0.8,6.2,4.4,0.461
Samuel Girard,PIT,D,60,16.717,102,131,163,0.5175,0.153,0.201,-0.1356,1.7,4.5,6.7,6.0,0.5106
Scott Mayfield,NYI,D,80,14.528,135,118,235,0.6277,0.115,0.1505,-0.1957,6.3,2.2,4.3,4.5,0.4862
Scott Morrow,NYR,D,29,13.93,46,44,77,,,0.1696,-0.2169,,,5.2,4.0,0.5172
Seamus Casey,NJD,D,2,17.833,10,5,7,,,,,,,,,0.4349
Sean Durzi,UTA,D,60,16.969,151,140,219,0.6373,0.1654,0.2268,-0.0626,6.7,5.3,8.0,7.8,0.5061
Sean Walker,CAR,D,81,17.997,233,170,308,0.7156,0.2059,0.2366,-0.0628,10.0,7.8,8.4,7.8,0.5334
Seth Jones,FLA,D,52,16.578,111,139,215,0.6299,0.1543,0.2022,-0.111,6.4,4.6,6.8,6.6,0.4856
Shakir Mukhamadullin,SJS,D,49,15.39,78,94,157,0.5276,0.1299,0.1573,-0.2108,2.1,3.1,4.6,4.2,0.4804
Shayne Gostisbehere,CAR,D,55,15.041,171,65,176,0.7014,0.1804,0.2205,-0.0763,9.4,6.2,7.7,7.4,0.5074
Shea Theodore,VGK,D,70,18.325,189,196,262,0.6575,0.1517,0.2343,-0.0354,7.6,4.4,8.3,8.4,0.516
Simon Benoit,TOR,D,73,15.112,63,224,252,0.5682,0.118,0.1608,-0.2048,3.8,2.3,4.8,4.3,0.4852
Simon Edvinsson,DET,D,72,19.438,108,195,308,0.5729,0.1479,0.2002,-0.1108,4.0,4.2,6.7,6.6,0.5001
Simon Lundmark,TBL,D,1,16.75,3,0,5,,,,,,,,,
Simon Nemec,NJD,D,68,17.43,156,146,172,0.615,0.1527,0.2234,-0.1383,5.8,4.5,7.8,5.9,0.4907
Spencer Stastney,EDM,D,66,13.454,115,113,205,0.6657,0.1212,0.181,-0.112,7.9,2.5,5.8,6.6,0.5029
Steven Santini,TBL,D,12,10.146,14,14,39,,,,,,,,,0.515
Theo Lindstein,STL,D,17,15.027,31,33,67,,,0.1024,-0.2459,,,2.0,3.3,0.4904
Thomas Chabot,OTT,D,57,17.49,117,104,172,0.6501,0.1604,0.2164,-0.0793,7.3,5.0,7.5,7.4,0.5109
Thomas Harley,DAL,D,70,18.793,147,150,277,0.5583,0.1326,0.21,-0.138,3.4,3.2,7.2,5.9,0.5034
Timothy Liljegren,WSH,D,47,16.142,74,128,153,0.6056,0.1067,0.1447,-0.218,5.4,1.6,4.0,4.0,0.5062
Tobias Bjornfot,FLA,D,19,13.217,29,26,60,,,0.0809,-0.3813,,,0.9,0.0,0.5254
Tom Willander,VAN,D,69,14.618,113,125,196,0.5486,0.0996,0.1245,-0.22,3.0,1.2,3.0,3.9,0.4768
Tony DeAngelo,NYI,D,76,16.635,151,159,227,0.6488,0.1686,0.1989,-0.1458,7.2,5.5,6.6,5.7,0.5132
Topias Vilen,NJD,D,2,15.3,3,4,5,,,,,,,,,0.3265
Travis Hamonic,DET,D,26,12.559,31,45,66,,,0.0612,-0.2756,,,0.0,2.6,0.4977
Travis Mitchell,NYI,D,9,11.393,19,8,34,,,,,,,,,0.4638
Travis Sanheim,PHI,D,81,18.526,146,235,346,0.595,0.1559,0.1725,-0.1269,5.0,4.7,5.4,6.2,0.5189
Trevor van Riemsdyk,WSH,D,68,14.197,75,128,211,0.6146,0.1437,0.1647,-0.1444,5.8,3.9,5.0,5.8,0.4948
Troy Stecher,TOR,D,64,16.601,103,152,232,0.5947,0.1079,0.1929,-0.1418,4.9,1.7,6.3,5.8,0.483
Ty Emberson,EDM,D,71,13.94,80,152,226,0.5259,0.1339,0.1584,-0.1924,2.1,3.3,4.7,4.6,0.4935
Ty Murchison,PHI,D,3,14.028,11,5,10,,,,,,,,,0.549
Tyler Kleven,OTT,D,70,15.298,141,99,303,0.6476,0.1284,0.206,-0.0791,7.2,3.0,7.0,7.4,0.517
Tyler Myers,DAL,D,73,16.285,102,176,239,0.6019,0.1237,0.171,-0.2091,5.2,2.7,5.3,4.2,0.4948
Tyler Tucker,STL,D,68,13.078,92,102,197,0.6347,0.1578,0.1834,-0.1267,6.6,4.8,5.9,6.2,0.4955
Tyson Hinds,ANA,D,5,15.51,7,4,17,,,,,,,,,0.5594
Urho Vaakanainen,NYR,D,34,13.107,20,55,71,,0.1092,0.1733,-0.2443,,1.8,5.4,3.3,0.4861
Uvis Balinskis,FLA,D,54,14.185,126,78,181,0.6288,0.1213,0.1907,-0.1223,6.4,2.5,6.2,6.3,0.4899
Victor Hedman,TBL,D,33,13.754,48,46,110,,,0.1495,-0.2349,,,4.2,3.6,0.5028
Victor Mancini,VAN,D,24,13.17,45,32,39,,,,,,,,,0.4699
Victor Soderstrom,BOS,D,8,13.558,18,11,19,,,,,,,,,0.4713
Viking Gustafsson-Nyberg,MIN,D,2,16.1,4,7,6,,,,,,,,,0.4043
Ville Heinola,WPG,D,4,12.2,9,11,9,,,,,,,,,0.4906
Vince Dunn,SEA,D,80,17.635,204,222,317,0.6527,0.1798,0.1689,-0.194,7.4,6.2,5.2,4.6,0.4967
Vincent Desharnais,SJS,D,53,14.387,66,122,181,0.5122,0.1252,0.1483,-0.2175,1.5,2.8,4.2,4.0,0.507
Vincent Iorio,NYR,D,27,14.203,45,40,82,,,0.1118,-0.2992,,,2.4,2.0,0.4547
Vladislav Gavrikov,NYR,D,82,19.3,218,195,394,0.677,0.1945,0.2041,-0.1151,8.4,7.1,6.9,6.5,0.514
Vladislav Kolyachonok,BOS,D,13,12.21,15,16,24,,,,,,,,,0.4919
Will Borgen,NYR,D,75,15.436,98,186,207,0.6222,0.1455,0.1724,-0.2032,6.1,4.0,5.4,4.3,0.4967
William Villeneuve,TOR,D,3,17.328,9,8,14,,,,,,,,,0.5116
Wyatt Kaiser,CHI,D,77,16.904,151,155,286,0.6095,0.1098,0.1673,-0.2149,5.6,1.8,5.1,4.1,0.4699
Yan Kuznetsov,CGY,D,57,17.488,109,138,251,0.6238,0.1223,0.159,-0.1806,6.2,2.6,4.7,4.9,0.4962
Zach Bogosian,MIN,D,41,13.546,48,42,82,,,0.1571,-0.2058,,,4.6,4.3,0.4934
Zach Metsa,BUF,D,43,10.484,58,57,109,0.5404,0.1162,0.1638,-0.208,2.7,2.2,4.9,4.2,0.4974
Zach Werenski,CBJ,D,75,20.701,237,203,324,0.6353,0.1916,0.2653,-0.0324,6.6,6.9,9.8,8.5,0.5022
Zach Whitecloud,CGY,D,77,17.393,150,172,307,0.5776,0.1597,0.1853,-0.1489,4.2,4.9,6.0,5.7,0.4931
Zayne Parekh,CGY,D,36,13.877,112,25,71,0.6198,,0.2105,-0.1387,6.0,,7.2,5.9,0.4784
Zeev Buium,VAN,D,75,16.285,190,114,205,0.6578,0.1458,0.1424,-0.2469,7.6,4.1,3.9,3.3,0.4695
