player_name,team,pos,PFR,PUR,PAR,games_played,total_5v5_toi_minutes,toi_per_game,oz_faceoff_shifts,oz_faceoff_shifts_per_game,dz_faceoff_shifts,dz_faceoff_shifts_per_game,player_OZ_retention_pct,player_DZ_escape_rate_pct,OUER,DUER,OAER,DAER,NZ_ratio,ROC,ROL,ROC_adj,ROL_adj,context_flag,CF_pct,player_id,seasons_covered,player_DZ_time_pct,PUR_raw,PAR_raw,teammates_avg_OZ_retention,teammates_avg_DZ_escape,ROC_weight_sec,ROL_weight_sec
Easton Cowan,TOR,R,0.8847,0.5536,0.6258,66,832.1,12.608,113,1.712,85,1.288,67.04,22.03,0.928,0.8336,0.9344,0.8664,0.9209,0.6299,0.6427,0.6901,0.7193,🟡 Solid — self made,0.4554,8484158,2025-26,77.97,1.8738,1.9156,0.7174,0.2542,140590,98673
Max Domi,TOR,C,0.8852,0.6467,0.7305,353,4515.55,12.792,792,2.244,485,1.374,70.55,27.78,0.9766,1.0515,0.9967,1.0753,0.943,0.6334,0.6302,0.693,0.7087,🟢 Elite — self made,0.4915,8477503,"2022-23, 2023-24, 2024-25, 2025-26",72.22,2.1889,2.2362,0.7079,0.2584,788539,540443
Jack McBain,UTA,C,0.8852,0.5524,0.624,306,3458.37,11.302,523,1.709,583,1.905,74.43,24.59,1.0302,0.9305,1.027,0.9763,0.9964,0.6303,0.5864,0.6893,0.6609,🟡 Solid — self made,0.4755,8480855,"2022-23, 2023-24, 2024-25, 2025-26",75.41,1.8696,1.9102,0.7247,0.2518,602692,400810
Nikita Grebenkin,PHI,R,0.8852,0.537,0.6066,62,660.15,10.648,80,1.29,76,1.226,71.91,27.15,0.9954,1.0276,0.9969,1.07,0.9805,0.6252,0.5932,0.6843,0.6664,🟡 Solid — self made,0.4742,8483733,"2024-25, 2025-26",72.85,1.8174,1.8568,0.7214,0.2538,112936,75109
Pavol Regenda,SJS,L,0.8854,0.5279,0.5962,42,457.83,10.901,63,1.5,69,1.643,72.84,24.69,1.0083,0.9344,1.0391,0.9452,1.0124,0.6334,0.5675,0.6952,0.6381,🔴 Underperforming — tough situation,0.4701,8483630,"2022-23, 2023-24, 2025-26",75.31,1.7867,1.825,0.701,0.2612,79473,53863
Wade Allison,PHI,R,0.8856,0.6878,0.7767,60,749.4,12.49,106,1.767,115,1.917,77.14,30.16,1.0678,1.1415,1.0577,1.1985,1.0028,0.6147,0.5708,0.6741,0.6372,🟢 Elite — self made,0.5273,8479322,2022-23,69.84,2.3281,2.3776,0.7293,0.2517,130301,87790
Matt Rempe,NYR,C,0.8857,0.3706,0.4185,96,730.57,7.61,87,0.906,85,0.885,70.63,25.79,0.9777,0.9761,1.0106,0.9845,0.9039,0.5975,0.5104,0.6545,0.5657,🔴 Underperforming — tough situation,0.5092,8482460,"2023-24, 2024-25, 2025-26",74.21,1.2545,1.281,0.6989,0.262,127604,79806
Alex Steeves,BOS,C,0.8858,0.4919,0.5553,54,543.82,10.071,77,1.426,89,1.648,75.19,24.27,1.0408,0.9186,1.0677,0.9329,0.9539,0.6347,0.5829,0.6966,0.6472,🔴 Underperforming — tough situation,0.5317,8482634,"2022-23, 2023-24, 2024-25, 2025-26",75.73,1.6648,1.6998,0.7043,0.2602,95146,64318
Nicholas Robertson,TOR,L,0.886,0.5143,0.5805,227,2421.27,10.666,376,1.656,238,1.048,71.21,25.07,0.9857,0.9488,0.9979,0.9766,0.9314,0.6177,0.6175,0.6767,0.6929,🔴 Underperforming — tough situation,0.5139,8481582,"2022-23, 2023-24, 2024-25, 2025-26",74.93,1.7409,1.7769,0.7135,0.2567,416656,287925
Morgan Barron,WPG,C,0.8862,0.4638,0.5233,307,3049.98,9.935,320,1.042,534,1.739,69.84,23.94,0.9668,0.9059,0.9733,0.9378,1.0209,0.6258,0.543,0.6849,0.6025,🔴 Underperforming — tough situation,0.5194,8480289,"2022-23, 2023-24, 2024-25, 2025-26",76.06,1.5697,1.6019,0.7176,0.2552,530367,350332
